POA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
POA6489,45,47,87,15,6,23,0,0,8,0,3,3,0,0,6,19,19,38,21,18,38,5.6,5.6,5.6,41.9,41.9,41.9,39.5,39.5,39.5,0,0,0,0,0,0,4,0,3,0,7,8,12,6,14,0,0,0,0,0,3,12,4,22,35,34,70,0,0,5,27,24,53,11,13,22
POA6490,109,103,217,37,28,63,7,15,23,3,3,10,3,0,6,49,52,102,27,31,60,5.7,7.7,6.7,48.6,48.6,48.6,45.9,44.9,45.4,0,0,0,0,0,0,3,7,13,3,7,13,23,7,30,0,0,0,0,5,4,25,19,42,84,84,173,12,9,19,59,59,114,37,31,71
POA6501,374,381,758,184,87,272,35,116,144,22,15,40,15,15,28,250,228,479,113,132,245,4.8,5.3,5,66,60,63,62.9,56.8,59.8,0,4,3,0,4,4,14,36,51,22,35,63,106,49,164,4,8,7,0,15,17,113,69,186,361,362,722,59,55,120,293,276,566,106,128,228
POA6502,480,484,965,185,110,297,47,100,146,23,11,38,10,11,22,270,233,503,173,207,383,4.5,4.7,4.6,55.7,48.2,52,53.2,45.9,49.6,5,10,15,9,8,19,28,41,70,30,57,89,128,59,193,7,12,21,7,7,15,146,77,222,442,444,881,87,102,188,325,321,646,183,203,385
POA6503,974,908,1884,443,263,705,135,229,367,53,37,87,11,12,22,645,535,1181,253,309,567,1.9,2.1,1.9,66.1,59,62.7,64.9,57.8,61.5,15,15,26,3,22,23,52,108,163,78,79,160,237,100,336,11,18,31,13,21,39,269,138,405,891,832,1728,190,161,349,640,588,1223,385,359,747
POA6504,101,93,195,39,18,61,3,19,23,4,4,6,0,0,0,48,42,97,23,29,58,0,2.3,1.1,50,48.3,49.2,50,47.2,48.7,4,0,4,0,0,0,11,22,33,8,5,13,15,8,30,0,0,4,3,0,3,18,15,35,80,73,149,8,16,24,58,54,109,30,31,58
POA6505,53,44,94,34,10,43,5,15,22,4,4,5,0,0,0,41,26,73,3,10,21,0,3.7,1.4,84.3,62.8,74.5,84.3,60.5,73.4,0,0,0,0,0,0,0,4,4,6,5,11,13,8,15,0,4,4,0,0,0,13,9,23,43,45,93,11,8,19,32,33,62,19,23,40
POA6506,31,26,56,17,6,23,3,13,15,0,0,4,0,0,0,24,18,38,8,0,9,4.8,0,2.6,67.7,73.9,70.4,64.5,73.9,68.5,0,0,3,0,0,0,0,4,3,4,3,3,3,0,5,0,0,0,0,0,0,3,4,5,23,22,46,6,3,11,18,14,35,10,7,18
POA6507,421,252,669,207,88,289,22,45,74,9,14,19,3,6,8,243,146,390,27,47,69,2.1,2.8,2.3,57.9,57.8,57.8,56.7,56.2,56.5,8,3,15,4,8,8,23,37,62,20,19,40,72,25,98,12,3,11,3,3,10,84,32,114,265,170,433,51,45,92,186,115,297,115,92,204
POA6509,78,72,146,35,18,57,8,17,24,0,0,0,0,0,0,43,35,80,14,13,25,0,0,0,58.4,51.5,55.2,58.4,51.5,55.2,0,0,0,0,0,0,6,14,20,3,10,14,16,6,18,0,0,0,3,0,7,17,10,27,57,49,112,8,8,13,44,32,83,16,24,41
POA6510,807,777,1585,361,208,575,79,177,253,31,26,54,31,21,53,498,438,931,193,250,445,6,5.3,5.7,61.4,56.4,59,57.7,53.4,55.6,4,12,21,3,15,22,36,83,118,23,51,77,188,97,283,8,19,27,12,13,24,206,126,330,743,740,1479,93,96,186,535,486,1020,267,306,576
POA6511,232,224,457,69,45,115,29,42,69,23,14,37,4,4,11,127,105,232,97,103,199,4,6.7,5.2,54.3,47.1,50.8,52.2,43.9,48.1,3,6,8,0,5,5,17,32,44,18,29,49,70,16,83,4,0,4,7,3,11,77,19,97,224,203,431,35,25,59,172,150,322,79,70,148
POA6512,42,31,78,24,5,25,6,11,20,0,0,4,0,0,0,32,21,51,4,10,15,0,0,0,80.5,52.9,68,80.5,52.9,68,0,0,0,0,0,0,0,4,7,0,4,10,7,4,13,0,0,0,0,0,0,11,4,14,37,37,73,0,0,3,30,31,62,8,6,16
POA6513,72,64,130,45,16,59,7,21,26,0,0,0,3,0,3,54,40,96,7,16,26,7.3,2.5,5.3,78.6,65.6,72.5,72.9,63.9,68.7,0,4,4,0,0,0,8,9,18,4,3,7,14,7,20,0,0,0,0,0,0,19,11,22,69,67,136,4,9,15,61,56,117,13,19,32
POA6514,291,259,556,74,36,106,20,49,75,17,9,27,13,6,19,122,100,221,147,134,280,9,8.8,8.9,41.8,38.9,40.4,38,35.5,36.8,6,3,6,0,7,7,6,22,27,15,23,39,95,32,131,7,6,9,6,11,21,107,48,153,270,225,496,30,38,66,206,169,377,84,94,173
POA6515,156,126,283,83,27,113,5,34,43,3,7,8,5,3,6,93,77,170,25,30,61,3.1,2.7,2.9,61.9,58.7,60.5,60,57.1,58.7,0,0,0,0,8,4,8,24,23,6,4,18,27,8,33,0,3,3,4,0,4,28,10,45,130,100,229,23,22,42,92,77,172,40,39,77
POA6516,838,851,1693,279,162,444,116,220,333,44,47,89,30,16,46,470,444,914,304,345,646,6.8,3.4,5.2,55.8,52,53.9,52,50.2,51.1,11,9,23,6,17,26,50,89,135,58,92,151,271,107,375,5,19,24,12,29,37,287,154,435,732,699,1434,180,191,367,461,423,887,400,418,817
POA6517,194,160,357,89,42,133,16,35,53,5,4,9,3,0,0,114,84,198,50,46,100,1.8,1.2,1.5,57.9,52.2,55.3,56.9,51.6,54.5,5,5,6,0,0,0,9,17,26,12,13,25,59,14,68,3,8,9,6,4,3,59,23,82,150,131,279,33,20,44,103,85,182,67,58,130
POA6518,118,95,214,54,21,80,4,19,25,0,4,3,7,3,13,67,51,122,28,27,59,7.2,10,8.4,60,52.6,56.7,55.7,47.4,51.9,0,4,5,3,0,6,6,13,19,4,6,14,25,13,43,3,4,6,4,0,4,31,15,44,95,78,172,10,11,17,70,50,119,27,31,61
POA6519,269,231,497,131,57,184,12,42,56,9,8,17,4,3,10,151,111,261,73,79,153,2,2.8,2.3,56.7,47.6,52.5,55.6,46.3,51.3,5,5,12,0,8,7,14,21,37,21,20,44,54,28,79,3,3,9,5,3,7,55,35,94,216,190,409,46,40,84,154,146,300,87,75,161
POA6521,178,146,323,108,59,163,20,35,56,10,5,12,6,0,5,136,101,241,24,31,53,2.2,1,1.7,77.8,69,73.8,76.1,68.3,72.6,0,0,0,0,0,0,9,28,39,19,18,36,28,21,56,0,5,5,4,4,8,34,26,60,162,128,285,25,20,48,105,83,186,73,57,131
POA6522,250,201,450,104,38,144,15,37,47,13,18,34,4,3,3,128,99,234,57,57,118,1.5,3,2.1,53,50.2,51.8,52.2,48.8,50.7,3,3,7,0,9,4,17,29,57,3,13,22,43,24,71,0,0,0,9,3,14,51,28,80,201,161,356,26,21,48,154,111,261,58,62,119
POA6525,1671,1654,3328,547,300,853,157,365,524,87,66,159,36,32,62,829,765,1589,614,718,1336,4.1,3.7,3.9,49.3,46.2,47.8,47.3,44.5,45.9,24,19,43,10,32,47,94,153,252,85,153,238,448,186,636,27,39,61,17,22,39,494,249,743,1452,1503,2961,207,221,424,1077,1084,2157,529,585,1110
POA6528,153,159,315,64,35,98,20,35,56,13,7,19,0,5,11,96,86,180,49,71,119,4.2,6,5,61.5,52.8,57.1,59,49.7,54.3,0,4,4,0,3,3,5,16,25,4,14,13,40,20,57,7,6,7,3,8,6,47,28,75,145,151,301,26,28,56,116,114,231,50,56,109
POA6530,12903,13845,26749,5301,3276,8582,1548,3565,5119,495,493,985,501,382,883,7852,7710,15567,3822,4902,8729,6.4,4.9,5.7,60.8,55.7,58.2,57,53,54.9,241,264,504,120,330,456,776,1606,2386,795,1287,2087,3639,2023,5665,255,424,675,160,265,428,4052,2710,6766,12170,12924,25091,2163,2397,4568,8185,8510,16691,5338,5995,11327
POA6532,2675,2738,5413,1339,762,2108,279,784,1071,130,124,252,73,59,132,1830,1727,3556,616,808,1421,4,3.2,3.7,68.4,63.1,65.7,65.6,61.1,63.3,36,53,90,33,77,101,162,378,536,164,303,465,829,430,1253,47,67,114,45,79,120,918,574,1489,2677,2668,5354,428,469,900,1795,1798,3596,1105,1190,2298
POA6535,747,716,1459,236,123,355,78,148,224,42,28,70,19,13,34,375,308,677,270,318,589,5.9,3.6,4.8,50.3,43,46.7,47.3,41.5,44.4,3,14,19,3,16,23,37,81,117,31,56,90,173,79,251,7,10,14,9,16,16,182,103,283,669,626,1298,94,90,187,516,487,1003,212,209,423
POA6536,1128,1066,2197,247,130,379,124,181,310,132,121,258,17,6,25,525,444,961,453,487,942,3.1,2.3,2.7,46.3,41.4,43.9,44.9,40.5,42.8,24,29,56,11,14,26,96,123,218,62,99,156,340,109,446,7,13,26,20,24,39,366,145,516,927,870,1799,149,162,311,724,678,1394,331,320,647
POA6537,1204,1173,2374,322,186,509,76,162,237,163,146,302,11,15,28,570,503,1074,426,458,888,2.3,2.6,2.4,47.5,43.1,45.3,46.4,42,44.2,28,50,84,7,31,36,117,158,281,120,115,233,336,127,460,10,22,31,14,19,36,357,168,527,976,898,1878,161,179,342,675,602,1276,406,424,828
POA6556,753,793,1542,333,222,554,107,242,346,56,30,84,26,16,37,515,508,1023,207,256,466,4.7,2.6,3.6,68.7,64,66.3,65.5,62.4,63.9,8,26,36,6,25,28,33,106,141,61,79,143,274,148,420,11,14,21,6,26,32,292,183,480,813,808,1626,75,81,155,590,593,1179,258,266,524
POA6558,2127,312,2446,131,80,213,30,86,117,18,11,33,8,5,17,191,184,377,1916,107,2027,5.2,3.2,4.2,9,59.7,15.5,8.5,57.8,14.8,0,13,17,5,5,13,105,31,142,22,27,51,214,44,263,3,8,9,4,12,16,221,62,293,288,295,587,38,56,89,229,238,474,85,104,184
POA6560,514,578,1095,210,131,340,52,127,185,22,14,32,25,18,42,304,293,599,165,240,403,6.9,6.5,6.7,59.2,50.7,54.7,55.1,47.4,51,5,8,9,3,3,11,19,33,53,25,41,67,150,71,224,9,28,34,6,8,17,164,111,277,508,550,1063,82,71,158,370,409,777,196,191,383
POA6562,528,554,1078,214,132,343,52,137,195,23,20,43,17,16,32,306,307,610,170,196,368,5.6,4.9,5.2,58.1,55.2,56.6,54.8,52.4,53.6,9,4,8,3,11,13,13,54,68,31,60,91,164,80,242,6,15,20,7,15,19,181,111,287,508,531,1038,89,83,166,377,391,770,188,181,366
POA6564,136,135,264,55,27,82,9,24,37,7,8,16,0,8,9,78,68,147,52,61,108,3.8,8.7,6.1,59,52.7,55.8,56.7,48.1,52.5,0,0,5,0,0,0,0,10,12,10,14,21,54,19,77,3,7,8,4,0,6,59,34,90,127,119,245,23,20,45,100,87,191,39,44,85
POA6566,1368,1372,2738,435,269,707,137,290,427,60,46,109,48,40,88,684,648,1329,512,570,1082,7,6,6.6,50,46.9,48.4,46.4,44.1,45.3,28,39,63,18,42,55,89,132,221,86,157,245,372,185,560,16,27,48,19,36,54,405,250,660,1194,1182,2373,186,206,393,862,837,1702,474,496,964
POA6567,200,193,391,64,34,98,21,48,65,3,10,12,6,4,5,95,88,185,70,79,150,6.3,2.2,4.3,48,46.4,47.2,44.9,45.4,45.2,0,9,12,0,3,3,5,19,27,14,24,35,56,27,83,0,4,4,0,6,4,59,34,97,170,169,340,22,21,47,125,129,250,71,58,126
POA6568,82,71,153,47,19,62,10,24,25,10,0,7,0,0,0,56,46,100,16,28,39,1.7,0,1,71.6,58.3,65.4,70.4,58.3,64.7,0,0,0,0,0,0,5,7,11,3,7,17,14,6,25,0,4,4,0,0,3,20,8,32,87,76,159,3,4,5,67,49,116,22,22,44
POA6569,101,95,196,47,23,71,10,23,37,0,0,3,4,0,0,64,50,118,28,29,56,3.1,2,2.6,64.4,53.3,59.1,62.4,52.2,57.5,0,0,0,0,0,0,3,12,9,4,5,7,27,14,36,0,0,0,3,0,4,28,15,40,111,85,196,6,7,12,69,58,130,38,31,71
POA6571,24,25,49,9,7,23,3,6,7,0,0,3,0,0,4,20,17,37,4,4,11,5.6,5.6,5.6,69.2,72,70.6,65.4,68,66.7,0,0,0,0,0,0,0,3,8,0,0,0,6,3,8,0,0,0,3,0,4,6,8,14,22,20,42,0,3,8,18,21,36,4,9,16
POA6572,28,24,44,17,6,21,4,0,8,0,0,0,0,0,0,19,8,28,0,12,13,0,0,0,75,35,56.8,75,35,56.8,0,0,0,0,0,0,0,3,3,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,25,22,48,0,3,7,27,18,42,7,4,10
POA6574,30,26,53,24,3,28,0,6,6,0,4,4,0,0,0,24,17,39,4,9,16,0,0,0,83.3,60,72.7,83.3,60,72.7,0,0,0,0,0,0,0,10,9,0,0,0,5,4,11,0,0,0,0,0,0,5,9,13,29,21,52,6,6,5,24,17,42,8,13,13
POA6575,42,40,87,24,11,37,8,21,21,7,4,3,0,0,0,38,31,62,8,9,15,0,0,0,76.1,69,72.7,76.1,69,72.7,0,0,0,0,0,0,0,11,16,4,3,5,7,0,14,0,0,0,0,0,0,11,0,12,51,31,83,0,6,7,35,26,66,12,13,19
POA6603,476,416,892,245,98,341,47,118,161,20,22,34,4,11,16,310,251,555,116,141,261,1.6,4.8,3,65.4,59.3,62.6,64.3,56.5,60.7,9,5,12,3,13,8,27,38,68,16,38,56,135,61,195,8,12,23,9,3,15,148,88,232,457,395,856,72,77,151,317,265,580,183,186,374
POA6605,22,12,33,13,4,18,0,5,4,0,0,0,0,0,0,16,8,21,0,5,0,0,0,0,66.7,58.3,63.6,66.7,58.3,63.6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,16,12,27,0,0,0,13,10,23,6,0,5
POA6606,67,51,114,29,16,41,6,16,21,0,0,3,0,0,0,34,32,71,21,16,35,2.6,0,1.4,60.3,65.3,62.5,58.7,65.3,61.6,0,0,0,0,0,0,0,6,8,4,9,10,11,5,20,0,0,0,0,0,0,17,10,22,58,59,113,4,4,9,52,50,103,14,6,21
POA6608,64,48,108,30,8,44,6,18,22,0,4,5,0,0,0,40,27,67,5,10,14,0,0,0,64.5,56.3,60.9,64.5,56.3,60.9,0,0,0,0,0,0,4,10,12,0,3,3,8,8,16,4,0,5,4,0,4,17,10,25,55,42,98,4,7,12,48,29,73,8,16,27
POA6609,376,318,692,212,86,300,26,78,106,3,8,14,8,0,7,249,178,427,57,99,156,2.4,0.6,1.7,66.4,55,61.2,64.8,54.7,60.2,4,11,20,5,6,7,22,39,62,18,20,40,62,18,77,3,5,14,0,4,9,66,34,97,330,309,639,56,46,94,213,193,403,148,134,279
POA6612,91,67,157,37,10,54,11,11,23,5,4,10,0,0,0,52,34,82,23,27,47,1.9,3.1,2.4,58.9,45.7,53.1,57.8,44.3,51.9,0,0,0,0,0,0,3,6,17,4,10,10,23,12,29,0,0,7,4,0,4,24,13,39,73,60,140,12,11,20,62,49,112,16,18,39
POA6613,20,20,40,13,4,18,0,9,9,0,0,3,0,0,0,19,13,26,5,6,10,0,0,0,76.2,72.2,74.4,76.2,72.2,74.4,0,0,0,0,0,0,3,6,7,0,0,0,9,3,8,0,0,0,0,0,0,9,7,11,26,24,46,0,0,0,25,12,38,4,7,11
POA6614,8,7,13,3,0,7,0,3,3,0,0,0,0,0,0,7,3,11,0,3,4,0,0,0,87.5,71.4,80,87.5,71.4,80,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,0,0,0,9,10,16,0,0,3
POA6616,25,23,44,10,0,10,0,7,9,0,0,0,0,0,0,11,7,16,3,9,9,0,0,0,50,39.1,44.4,50,39.1,44.4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,13,12,26,0,3,9,12,14,24,0,3,3
POA6620,683,230,915,298,76,375,39,33,67,34,15,45,3,0,5,374,123,496,32,31,70,0.8,0.8,0.8,54.1,53,53.9,53.7,52.6,53.4,13,4,15,0,9,8,46,17,62,29,19,43,152,26,176,10,3,11,3,3,6,159,33,196,349,152,493,78,30,109,236,94,330,189,77,269
POA6623,264,250,512,90,53,143,14,42,53,4,4,3,3,0,8,115,101,214,70,88,152,5.2,1,3.3,43.6,39.6,41.6,41.3,39.2,40.3,0,5,5,4,7,10,6,24,32,12,13,24,56,31,78,0,8,7,4,0,10,56,33,91,197,186,382,34,35,71,158,135,290,55,76,133
POA6625,20,17,39,18,11,29,0,4,4,0,0,0,0,0,0,20,18,37,0,3,3,0,0,0,100,77.8,89.7,100,77.8,89.7,0,0,0,0,4,5,4,5,9,0,3,3,6,0,7,0,0,0,0,0,0,6,0,7,30,21,47,3,0,6,14,16,28,15,7,20
POA6627,36,27,62,17,6,22,4,10,5,0,0,0,4,0,8,21,12,38,9,11,22,22.7,14.3,19.4,66.7,53.8,61,51.5,46.2,49.2,0,0,0,0,0,0,5,9,9,0,7,7,9,0,10,0,0,0,0,0,0,10,3,13,37,27,63,0,3,8,31,25,56,4,3,5
POA6628,10,8,11,5,0,3,0,0,5,0,0,0,3,0,0,9,5,6,0,4,0,33.3,33.3,33.3,85.7,60,75,57.1,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19,0,0,0,7,3,9,7,5,12
POA6630,275,258,532,92,51,144,16,31,49,9,0,15,6,4,19,126,94,216,97,111,206,7.4,8.2,7.8,44.9,37.9,41.5,41.5,34.8,38.3,6,4,13,4,4,13,11,42,59,19,27,46,42,23,66,9,0,11,5,6,8,53,32,83,208,209,418,41,33,76,154,156,307,82,72,154
POA6631,8,5,12,5,0,10,0,3,0,0,0,0,0,0,0,3,3,10,0,4,5,0,0,0,71.4,57.1,64.3,71.4,57.1,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,8,3,10,6,3,7
POA6632,31,22,54,17,4,24,7,12,14,0,0,0,0,0,0,25,18,39,7,6,15,0,5.9,2.4,83.3,68,76.4,83.3,64,74.5,0,0,0,0,0,0,0,10,7,3,3,11,7,4,8,0,0,0,0,0,0,7,4,8,36,30,64,5,6,10,35,28,63,5,4,9
POA6635,774,248,1027,250,69,320,23,15,36,19,5,25,6,0,9,298,89,386,36,39,75,1.4,3.3,1.8,37.9,36.8,37.7,37.4,35.6,37,4,5,12,8,4,12,41,21,66,29,13,38,120,26,141,7,4,7,0,5,4,125,34,152,285,124,411,74,30,103,206,83,282,152,65,214
POA6638,842,391,1231,287,93,375,24,19,45,34,27,56,6,5,13,350,142,496,82,83,165,2,4.3,2.6,42,35.6,40,41.2,34.1,39,8,12,24,7,12,17,47,32,78,26,18,48,165,36,204,7,11,21,8,5,7,181,54,231,374,182,558,83,56,139,257,112,373,186,112,298
POA6639,197,75,274,31,12,45,10,7,16,4,3,6,6,6,0,50,18,69,38,33,71,4,9.5,5.6,25.3,26.6,25.6,24.2,24.1,24.2,3,3,4,0,0,3,17,9,22,3,0,11,26,13,35,0,0,3,0,4,5,28,18,44,72,50,122,18,7,30,54,34,88,37,21,55
POA6640,403,150,554,224,39,265,31,9,40,36,17,55,9,0,7,299,74,371,74,65,138,2,2.8,2.2,74.3,47.4,66.9,72.8,46.1,65.5,12,0,16,0,0,0,28,18,45,35,21,54,135,20,157,3,3,9,0,3,4,145,29,175,304,113,418,71,26,95,201,70,269,166,64,232
POA6642,1555,651,2200,674,185,859,81,49,128,90,39,128,20,16,34,863,288,1160,176,181,358,2.1,5.9,3,55.7,44.8,52.5,54.6,42.1,50.9,29,11,40,7,9,14,118,76,192,85,44,129,343,58,403,15,12,25,17,10,23,373,85,454,903,417,1322,210,115,324,577,258,834,494,247,744
POA6646,922,286,1211,422,101,524,27,24,49,28,12,38,10,0,7,482,141,620,56,60,116,1.2,0.7,1.1,52.2,48.3,51.3,51.6,47.9,50.7,19,7,27,4,7,15,69,29,97,42,19,67,209,36,245,8,7,14,0,0,4,219,46,263,459,191,650,110,42,153,293,111,403,270,109,375
POA6701,3668,3462,7129,997,746,1748,282,476,758,378,337,711,83,53,139,1741,1617,3354,1401,1405,2810,4.9,3.4,4.2,47.5,46.6,47.1,45.1,45.1,45.1,68,78,153,42,78,110,298,456,754,245,314,555,907,353,1264,53,65,116,53,76,129,1012,490,1510,3102,2941,6040,542,512,1049,2236,2051,4285,1229,1246,2476
POA6705,140,123,263,32,30,64,9,19,28,13,12,23,4,4,9,71,60,128,62,49,109,7.5,8.5,7.9,46.9,49.2,47.9,43.4,45,44.1,4,3,14,3,7,9,25,28,49,9,8,13,42,4,50,0,3,7,3,4,8,41,13,58,129,117,246,21,19,39,84,82,164,54,46,100
POA6707,2767,2694,5460,880,579,1467,241,525,767,398,349,752,45,31,73,1571,1479,3056,1034,1052,2079,2.8,1.8,2.3,56.8,55,55.9,55.2,54,54.6,88,107,188,40,84,122,313,530,842,260,293,554,919,332,1252,19,57,74,48,67,113,986,457,1441,2447,2311,4754,514,562,1071,1742,1613,3355,1117,1147,2272
POA6710,1079,793,1872,455,175,638,48,78,127,89,51,145,12,11,27,607,323,932,263,288,547,2.3,3.7,2.8,56.4,40.6,49.7,55.1,39,48.3,30,15,47,7,16,25,86,88,177,102,69,171,315,82,389,17,22,41,13,19,28,344,120,460,774,560,1339,189,129,314,508,347,853,419,303,721
POA6712,264,29,295,89,11,97,0,0,0,8,4,8,0,0,0,95,10,104,3,5,4,0,0,0,35.2,37,35.4,35.2,37,35.4,3,0,3,0,0,0,14,3,16,17,0,17,44,5,40,6,0,6,0,0,0,43,5,46,70,7,83,24,4,26,54,4,56,44,8,51
POA6713,518,476,998,296,165,469,49,106,154,44,28,73,10,8,16,392,314,709,65,112,175,1.5,3.2,2.3,76.6,65.3,71.2,75.4,63.3,69.6,8,15,22,8,14,17,37,85,118,31,55,96,217,71,290,11,11,17,7,10,12,235,88,321,526,468,987,119,110,223,311,269,581,281,260,539
POA6714,10684,6834,17519,5452,2479,7923,652,1385,2030,510,329,834,151,135,280,6760,4321,11083,841,1321,2164,2.2,3.1,2.6,63.3,63.2,63.2,61.9,61.2,61.6,258,239,495,100,204,301,780,1072,1855,696,630,1327,3114,941,4056,138,178,318,100,128,228,3354,1244,4598,7269,5468,12738,2179,1932,4109,3639,2463,6102,5188,4377,9568
POA6716,1613,585,2196,864,234,1098,93,73,164,109,46,160,12,11,18,1080,364,1438,74,103,179,1,2.5,1.4,66.9,62,65.6,66.2,60.5,64.7,34,10,47,12,11,24,81,76,163,105,64,166,538,93,626,16,12,23,10,9,18,558,113,667,965,395,1364,288,176,463,587,169,765,614,346,958
POA6718,538,348,891,76,55,129,32,44,73,21,8,29,26,18,41,149,123,279,367,199,563,16.7,13.6,15.3,27.7,36.1,31,23.1,31.2,26.2,0,6,0,4,5,11,5,17,19,18,11,33,63,34,96,8,12,20,4,9,11,69,54,128,319,291,607,81,89,169,174,169,337,199,190,396
POA6720,1566,927,2491,798,288,1085,72,168,243,64,59,122,11,11,20,949,529,1471,188,202,388,1.1,2.3,1.5,60.6,56.9,59.2,59.9,55.6,58.3,15,16,29,6,22,30,80,112,189,82,87,171,531,140,671,19,25,41,11,19,28,554,177,731,1116,729,1838,282,213,495,695,403,1101,601,476,1078
POA6721,2873,2037,4907,1536,741,2272,149,283,435,174,164,336,33,29,69,1895,1213,3109,400,503,902,1.8,2.6,2.1,66,59.7,63.4,64.8,58.2,62,83,100,182,30,58,91,270,398,667,283,205,488,919,247,1164,29,36,65,43,47,92,996,331,1324,2088,1593,3680,661,576,1237,1052,689,1748,1534,1317,2850
POA6722,6079,4257,10334,2964,1496,4459,375,732,1099,282,206,490,144,110,249,3757,2542,6303,612,952,1566,3.8,4.2,4,61.9,59.7,61,59.5,57.2,58.6,82,67,151,45,75,122,271,486,756,310,349,660,1753,561,2316,65,135,197,50,63,115,1868,758,2631,4247,3406,7652,1303,1216,2511,1933,1396,3327,3162,2846,6013
POA6725,6234,6701,12934,2036,1745,3777,534,1045,1579,537,598,1132,185,155,339,3290,3545,6833,2166,2333,4495,5.6,4.4,5,52.8,52.9,52.8,49.8,50.6,50.2,185,271,455,93,229,317,652,1206,1863,459,715,1172,1597,708,2308,67,134,202,98,131,229,1766,973,2740,5409,5624,11029,1263,1511,2774,3544,3608,7148,2742,3141,5883
POA6726,3697,4152,7855,1250,1032,2285,346,728,1071,303,350,649,63,62,123,1957,2169,4128,1104,1245,2354,3.2,2.8,3,52.9,52.2,52.6,51.3,50.8,51,128,193,318,54,173,227,447,716,1160,332,405,731,872,360,1229,34,81,116,59,87,147,970,521,1495,3091,3222,6316,622,817,1433,2069,2088,4156,1452,1747,3200
POA6728,3011,2737,5749,807,612,1418,168,227,395,229,219,449,63,52,110,1260,1109,2374,1212,1131,2343,4.7,4.3,4.5,41.9,40.6,41.3,40,38.8,39.4,63,90,143,37,66,107,212,340,547,151,169,324,618,230,844,30,76,109,35,55,91,679,364,1041,2414,2245,4662,464,455,918,1650,1519,3166,1037,1015,2050
