POA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
POA6029,0,0,0,0,103,103,0,0,0,0,80,80,25,0,0,0,64,94,112,5,5,0,30,151,154,6,10,3,32,200,138,8,14,3,14,176,117,0,9,3,8,138,80,0,3,10,0,93,23,0,0,4,0,33,4,0,0,0,0,3,653,25,40,19,329,1065,0,0,0,0,109,109,0,0,0,0,93,93,39,0,0,0,65,109,145,6,0,0,30,189,161,11,12,0,15,205,123,11,17,6,9,168,129,3,20,12,6,172,63,0,13,23,0,95,9,0,3,23,0,40,5,0,0,0,0,3,672,33,70,63,331,1171,0,0,0,0,207,207,0,0,0,0,174,174,66,0,0,0,130,200,257,12,9,0,61,334,307,20,28,0,49,408,264,16,29,12,28,343,247,4,31,15,16,308,142,0,16,25,0,189,34,0,5,32,0,72,3,0,0,0,5,6,1324,54,113,87,664,2240
POA6030,0,0,0,0,1463,1460,23,3,0,0,1350,1378,605,31,31,6,1764,2426,1388,110,139,3,753,2398,1739,159,296,15,433,2639,1517,92,331,27,218,2185,972,59,172,46,46,1291,637,27,67,71,17,815,194,0,16,98,3,316,10,3,0,0,7,24,7089,483,1057,267,6034,14932,0,0,0,0,1365,1369,58,3,0,0,1296,1352,941,89,51,3,1592,2674,1599,173,259,23,693,2747,1984,199,439,44,420,3077,1448,119,502,127,155,2349,864,73,307,205,35,1489,554,16,124,343,14,1046,101,5,22,331,5,457,13,5,4,4,15,41,7547,683,1703,1074,5579,16588,0,0,0,0,2827,2832,78,11,0,3,2641,2730,1548,111,84,7,3353,5099,2994,284,398,24,1444,5143,3717,357,728,52,853,5713,2961,212,834,153,372,4531,1834,129,477,248,85,2772,1190,40,191,421,22,1856,294,8,37,423,7,772,20,5,5,9,19,60,14643,1169,2758,1343,11611,31523
POA6031,0,0,0,0,687,692,13,0,0,0,563,579,447,22,17,0,814,1307,925,53,52,0,351,1385,808,55,108,3,157,1132,545,39,92,10,49,739,304,22,45,13,13,399,116,3,11,15,6,151,15,0,3,7,0,22,3,0,0,0,4,10,3179,198,334,51,2634,6407,0,0,0,0,652,652,24,0,0,0,550,581,707,46,48,0,769,1570,993,92,134,10,354,1589,820,75,197,7,160,1258,493,48,186,47,68,838,269,17,79,65,14,447,66,6,20,48,0,145,3,0,0,28,0,32,7,0,4,8,5,17,3394,283,669,216,2572,7129,0,0,0,0,1339,1339,40,0,0,0,1113,1157,1152,74,66,3,1584,2875,1923,148,187,10,703,2974,1632,128,307,13,315,2394,1042,90,281,56,114,1574,570,39,127,83,24,842,183,8,36,61,6,298,16,0,5,36,0,56,10,0,4,6,7,25,6569,480,1006,271,5204,13534
POA6032,0,0,0,0,7,7,0,0,0,0,4,4,5,0,0,0,8,14,3,0,0,0,0,5,18,0,3,0,0,18,8,0,3,0,4,17,8,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,0,8,0,34,86,0,0,0,0,4,4,0,0,0,0,3,8,0,0,0,0,5,6,6,0,0,0,0,14,10,0,0,0,5,13,17,0,8,0,3,25,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,9,0,24,77,0,0,0,0,10,10,0,0,0,0,13,12,3,0,0,0,15,15,12,0,0,0,3,18,22,0,7,0,3,35,21,0,13,0,5,45,14,0,4,0,0,18,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,81,3,22,0,51,162
POA6033,0,0,0,0,12,12,0,0,0,0,13,13,3,0,0,0,21,30,10,0,0,0,10,24,25,0,0,0,3,30,28,3,3,0,3,40,21,0,5,0,3,27,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,96,9,17,0,74,188,0,0,0,0,17,17,0,0,0,0,8,8,8,0,0,0,12,23,15,5,3,0,3,28,26,0,7,0,6,35,29,0,3,0,0,33,14,0,4,0,0,16,0,0,0,4,0,7,3,0,0,3,0,5,0,0,0,0,0,0,96,4,9,6,44,170,0,0,0,0,33,33,0,0,0,0,21,21,18,0,0,0,32,50,30,5,0,0,13,52,54,0,4,0,12,65,56,3,11,5,3,71,33,0,9,0,3,43,8,0,0,4,0,9,4,0,0,3,0,6,0,0,0,0,3,5,196,13,23,11,122,359
POA6034,0,0,0,0,92,92,5,0,0,0,93,102,124,8,11,0,238,379,162,10,20,0,71,259,104,7,14,3,27,149,48,4,22,0,3,79,50,0,12,4,3,71,13,0,5,3,0,21,0,0,0,0,0,0,0,0,0,0,3,3,511,33,74,9,525,1148,0,0,0,0,84,84,12,0,0,0,123,139,169,11,14,0,249,444,168,14,17,0,81,289,115,22,41,0,26,203,61,13,37,10,0,125,40,0,20,13,5,74,10,0,3,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,579,59,136,37,577,1379,0,0,0,0,177,177,20,0,0,0,216,238,290,18,23,0,484,821,328,20,40,0,151,541,222,31,51,9,52,355,112,18,55,10,7,206,90,0,36,12,5,143,31,0,5,8,0,47,0,0,0,0,0,0,0,0,0,0,3,3,1092,93,207,43,1096,2532
POA6035,0,0,0,0,351,348,8,0,0,0,260,266,184,19,8,0,394,603,363,31,38,3,213,648,369,54,62,13,142,638,325,18,72,4,67,496,295,19,48,19,12,382,170,9,18,27,0,224,31,0,0,17,0,54,6,0,0,0,23,28,1757,145,250,75,1460,3694,0,0,0,0,303,303,11,4,0,0,205,221,328,33,22,0,393,783,454,43,74,9,241,820,404,42,116,10,118,690,333,28,124,25,40,551,276,19,91,57,8,452,121,8,33,71,4,239,20,0,13,54,0,89,0,0,0,0,3,7,1962,181,473,231,1322,4155,0,0,0,0,648,653,23,4,0,0,461,487,514,51,34,0,787,1387,815,76,109,13,459,1468,772,101,178,24,257,1328,663,44,196,34,110,1046,569,35,135,70,17,832,286,15,56,102,5,464,56,0,15,74,0,146,6,0,0,0,28,38,3712,322,718,310,2779,7846
POA6036,0,0,0,0,687,687,10,0,0,0,605,624,293,22,17,0,722,1063,662,66,69,0,304,1101,800,54,119,7,186,1166,515,35,106,8,53,724,307,18,58,19,15,423,129,7,19,17,9,171,24,0,3,5,0,36,0,0,0,0,11,10,2750,207,393,54,2593,5997,0,0,0,0,701,701,21,0,0,0,609,633,459,45,42,0,730,1280,802,96,130,17,336,1369,860,91,226,16,164,1363,447,53,223,40,62,826,288,29,122,72,9,526,96,3,36,79,3,222,7,0,5,28,4,47,6,0,0,0,3,15,2992,327,778,252,2634,6981,0,0,0,0,1393,1395,32,0,0,3,1216,1256,754,72,64,4,1453,2347,1459,164,197,17,633,2468,1666,141,345,25,353,2529,965,88,328,43,122,1548,594,51,180,90,29,944,226,16,54,94,8,391,31,0,4,37,4,78,12,0,0,0,9,23,5744,532,1171,307,5224,12980
POA6037,0,0,0,0,112,112,4,0,0,0,77,82,50,4,3,0,131,191,93,9,7,0,79,188,136,20,23,5,71,261,144,13,39,0,37,236,111,15,23,12,14,176,63,0,11,14,5,94,9,0,0,3,0,16,0,0,0,0,9,14,613,71,110,34,538,1368,0,0,0,0,80,80,4,0,0,0,71,78,74,10,7,0,121,212,154,5,12,3,73,249,165,12,29,5,50,262,137,8,50,10,27,234,104,15,35,22,5,182,50,0,10,21,0,80,4,0,0,9,0,19,0,0,0,0,0,0,695,54,146,70,432,1397,0,0,0,0,193,193,15,0,0,0,150,166,125,15,10,0,250,403,246,15,15,3,157,438,307,35,57,6,127,530,278,27,92,14,61,469,212,28,62,33,19,356,109,3,18,31,5,177,15,0,4,14,0,30,0,0,0,0,9,11,1308,125,256,102,968,2759
POA6038,0,0,0,0,273,271,7,5,0,0,267,279,291,23,9,4,512,848,493,35,42,0,220,790,345,34,65,3,72,523,215,16,41,4,21,302,135,16,25,5,8,184,49,4,0,5,0,60,13,0,0,5,0,15,0,0,0,0,3,6,1553,131,195,24,1384,3285,0,0,0,0,291,296,12,0,0,0,293,306,438,39,28,0,566,1074,552,43,52,0,207,861,360,60,127,6,86,645,193,33,106,17,19,368,119,7,46,35,9,216,36,0,15,29,4,82,0,0,3,18,0,22,0,0,0,0,0,6,1722,183,384,113,1484,3874,0,0,0,0,564,567,22,0,0,0,559,583,734,63,42,4,1082,1921,1044,80,90,0,432,1649,706,95,195,14,160,1170,411,48,150,21,35,664,251,18,75,43,12,401,89,0,16,32,3,146,12,0,4,26,0,37,3,0,4,0,7,12,3274,311,576,132,2866,7157
POA6041,0,0,0,0,49,49,0,0,0,0,25,25,3,0,0,0,46,52,33,0,0,0,22,63,65,9,13,0,25,119,64,10,11,4,23,104,92,5,31,0,6,138,54,3,15,3,0,80,10,0,0,0,0,9,0,0,0,0,9,3,327,29,70,10,206,643,0,0,0,0,45,45,0,0,0,0,31,31,10,0,3,0,54,74,57,3,8,0,25,90,71,4,19,0,14,103,83,4,12,0,10,106,88,0,12,19,4,127,38,0,0,15,0,56,5,0,0,8,0,12,6,0,3,0,0,8,356,14,59,45,190,656,0,0,0,0,91,91,0,0,0,0,56,56,16,3,0,0,107,130,88,0,12,0,49,150,141,14,29,0,37,223,153,7,21,3,33,213,177,12,46,19,14,264,94,7,15,22,0,129,11,0,0,10,0,25,6,4,3,0,5,18,677,41,128,59,394,1302
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,8,8,0,0,0,0,6,4,0,6,3,0,5,11,9,9,8,0,4,29,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,10,9,0,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,5,0,0,0,0,6,7,4,4,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,4,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,5,0,0,0,0,10,12,5,6,5,0,3,18,18,7,9,0,4,42,3,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,28,14,21,3,29,97
POA6043,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,11,0,0,0,0,0,5,8,0,0,0,10,21,11,5,6,0,0,25,21,5,9,0,5,35,3,0,7,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,52,10,18,7,27,111,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,3,12,0,0,0,3,18,17,0,4,0,0,27,14,0,0,5,4,25,5,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,54,5,10,11,17,98,0,0,0,0,5,5,0,0,0,0,7,7,0,0,0,0,14,17,0,0,0,0,0,3,19,3,0,0,13,37,30,3,14,0,3,55,36,8,5,3,9,63,11,0,6,12,0,28,0,0,0,3,0,3,0,0,0,0,0,0,99,16,29,19,49,212
POA6044,0,0,0,0,26,26,3,0,0,0,24,26,11,0,3,0,54,70,17,0,0,0,24,50,42,0,7,0,22,75,54,8,29,3,14,117,86,4,24,8,11,130,45,4,8,13,0,66,11,0,3,4,0,14,8,0,0,0,0,9,271,19,73,25,185,583,0,0,0,0,16,16,0,0,0,0,18,22,18,0,0,0,67,86,28,3,3,7,25,58,48,0,10,6,17,79,59,4,21,3,15,103,80,3,13,8,4,116,28,0,3,17,5,53,4,0,0,9,0,17,6,0,0,0,12,15,273,7,60,48,176,563,0,0,0,0,38,38,3,0,0,0,40,48,32,0,6,0,121,157,44,9,5,7,50,105,85,3,21,0,46,157,116,9,48,15,32,218,169,8,38,15,13,242,73,4,8,30,3,118,10,0,3,16,0,33,11,0,0,0,14,24,542,26,131,75,358,1142
POA6050,0,0,0,0,371,371,0,0,0,0,504,506,195,7,18,0,887,1111,530,32,54,0,385,1014,621,46,98,0,232,997,601,27,91,9,170,895,450,23,128,22,87,710,294,14,64,40,41,452,124,8,15,115,9,268,5,0,0,0,8,12,2833,168,466,190,2688,6347,0,0,0,0,488,488,8,0,0,0,564,573,316,14,15,0,841,1185,603,46,77,5,331,1065,637,37,99,9,204,986,574,36,150,29,115,909,438,27,147,96,76,786,204,12,90,219,32,558,67,0,22,331,13,437,3,0,0,0,8,15,2852,176,602,697,2680,7003,0,0,0,0,860,860,15,0,0,0,1069,1085,508,29,33,0,1725,2303,1131,82,133,10,721,2079,1260,82,192,13,437,1984,1178,69,235,35,287,1802,885,50,271,126,162,1491,504,25,151,260,73,1009,191,3,39,444,22,708,9,0,0,0,17,24,5684,340,1073,884,5367,13345
POA6051,0,0,0,0,192,192,7,0,0,0,421,429,355,14,23,0,1075,1466,566,46,98,0,536,1246,338,43,100,3,291,779,246,39,142,12,182,618,237,26,124,17,117,521,100,8,66,24,41,241,25,0,6,10,11,49,0,3,0,0,8,19,1877,187,560,65,2867,5551,0,0,0,0,195,195,35,7,0,0,459,496,476,44,43,6,1029,1591,513,57,105,0,446,1130,319,51,144,10,229,741,241,32,161,28,120,582,222,25,149,69,64,517,69,4,47,68,14,203,14,0,9,34,3,69,10,0,0,0,3,21,1892,213,661,214,2571,5549,0,0,0,0,388,388,46,7,0,0,877,921,827,57,60,3,2100,3059,1077,104,199,4,987,2378,654,95,245,11,516,1518,488,74,302,36,303,1207,457,43,269,82,181,1033,172,11,117,88,57,440,44,0,20,43,10,120,11,3,6,0,13,34,3770,399,1220,275,5437,11100
POA6052,0,0,0,0,290,290,3,0,0,0,314,317,194,9,10,3,534,749,536,11,36,3,284,869,480,25,70,4,157,735,417,31,74,8,122,653,299,30,69,18,57,474,131,6,27,16,20,202,59,0,13,12,0,90,4,0,0,0,0,3,2125,117,301,61,1791,4388,0,0,0,0,289,289,14,0,0,0,349,356,279,8,18,0,499,807,579,33,67,5,228,919,483,51,123,3,150,818,405,36,154,34,118,749,262,24,123,50,56,515,100,5,53,104,24,291,34,0,8,100,0,144,9,0,0,0,4,14,2166,157,555,308,1725,4902,0,0,0,0,580,580,13,0,0,0,664,677,475,16,28,5,1034,1555,1115,47,103,10,512,1789,965,78,191,7,307,1556,825,64,228,38,243,1397,560,52,193,69,115,990,230,12,84,120,36,493,95,0,16,118,5,236,9,0,0,0,3,10,4287,269,851,367,3510,9289
POA6053,0,0,0,0,354,353,5,0,0,0,372,378,316,10,16,0,720,1066,674,43,56,5,400,1174,552,39,110,7,266,968,469,40,132,19,213,867,355,24,98,25,101,608,196,13,55,31,38,329,74,0,12,48,8,142,6,0,0,0,4,9,2655,172,478,131,2470,5902,0,0,0,0,342,342,13,0,0,0,356,375,452,24,32,0,702,1210,705,33,89,3,337,1176,595,63,138,10,253,1067,436,49,172,31,164,854,316,27,185,85,70,688,157,7,87,127,26,407,49,5,33,193,10,289,3,0,0,0,0,3,2738,213,738,456,2263,6416,0,0,0,0,696,700,24,0,0,0,731,753,766,32,51,3,1423,2277,1381,76,150,7,737,2349,1149,105,238,19,516,2040,903,83,304,45,373,1718,679,55,282,110,169,1300,356,21,141,154,60,737,123,8,53,240,15,431,6,0,5,0,4,15,5395,388,1222,580,4734,12317
POA6054,0,0,0,0,538,538,5,0,0,0,626,636,323,17,17,0,1011,1376,752,55,68,3,541,1418,687,70,164,3,407,1336,661,63,223,21,262,1228,564,44,169,50,94,932,299,22,63,50,20,459,73,0,11,51,10,143,7,0,3,0,5,14,3375,284,722,185,3512,8075,0,0,0,0,492,493,22,0,0,0,549,566,489,44,32,3,892,1466,851,93,107,4,495,1545,666,107,262,27,344,1406,696,80,262,69,243,1347,511,41,271,162,84,1074,229,18,121,216,19,601,29,0,23,195,10,259,10,0,0,5,7,21,3497,393,1074,681,3134,8772,0,0,0,0,1030,1029,30,0,4,0,1172,1206,815,64,50,3,1901,2839,1595,150,173,9,1036,2961,1351,180,429,32,755,2737,1356,143,485,92,498,2576,1074,93,441,208,185,2001,529,36,186,266,44,1055,106,0,33,247,14,404,14,3,5,5,10,37,6871,670,1801,863,6645,16850
POA6055,0,0,0,0,863,863,37,0,0,0,790,830,1189,39,40,5,1603,2873,1979,96,126,9,640,2842,1087,85,182,15,293,1661,798,76,151,19,185,1229,605,34,104,40,59,834,255,14,42,41,16,366,54,0,9,19,4,81,11,0,0,4,9,29,6014,348,652,134,4463,11613,0,0,0,0,764,770,71,0,6,0,827,895,1814,66,61,3,1475,3423,1895,113,175,8,580,2773,1094,96,267,37,287,1772,803,96,292,71,112,1374,485,35,161,139,39,853,161,4,60,145,10,385,24,0,13,111,3,151,26,0,0,19,8,48,6365,408,1033,531,4104,12444,0,0,0,0,1632,1632,107,0,6,0,1618,1725,2998,111,97,6,3079,6296,3871,209,296,15,1223,5619,2188,179,446,44,577,3435,1604,167,449,92,302,2611,1085,71,268,175,94,1688,418,21,105,186,21,749,78,0,19,127,5,238,34,0,0,23,20,83,12382,760,1684,666,8567,24056
POA6056,0,0,0,0,1212,1218,27,0,0,0,1323,1352,666,51,38,3,1926,2689,1193,134,152,5,1034,2523,1264,159,359,16,803,2602,1413,161,450,52,455,2530,1200,98,369,87,225,1981,757,39,165,122,55,1138,209,9,33,113,14,382,14,0,4,3,7,29,6739,654,1571,408,7067,16434,0,0,0,0,1146,1146,45,4,0,0,1258,1309,977,99,80,7,1652,2804,1315,193,238,21,875,2646,1426,189,511,48,614,2798,1408,171,572,170,313,2648,1114,86,470,365,140,2173,548,30,224,490,33,1324,113,7,36,435,19,607,14,0,0,6,16,35,6974,786,2137,1538,6053,17484,0,0,0,0,2355,2360,68,3,0,0,2578,2654,1645,150,124,6,3577,5497,2506,337,393,27,1908,5169,2690,352,874,62,1419,5401,2823,334,1027,222,772,5179,2322,185,831,454,360,4153,1302,62,386,614,94,2459,324,17,65,548,33,990,33,0,5,13,23,67,13714,1440,3708,1946,13119,33924
POA6057,0,0,0,0,522,523,10,0,0,0,465,473,288,20,18,0,709,1024,532,52,74,5,363,1028,550,54,123,4,244,978,622,40,158,24,145,996,497,33,82,29,49,694,302,4,32,54,8,401,94,0,5,33,0,138,5,0,0,0,0,7,2909,204,490,148,2516,6272,0,0,4,0,495,500,16,3,0,0,436,457,400,30,30,0,661,1121,601,69,107,11,306,1091,635,75,178,19,185,1093,644,51,218,42,96,1054,489,32,156,117,23,815,223,8,67,177,3,486,43,0,12,113,0,172,0,0,0,0,0,9,3052,273,772,487,2208,6791,0,0,4,0,1023,1024,27,3,0,0,902,932,681,45,41,0,1370,2142,1137,117,181,14,672,2127,1189,130,301,22,427,2071,1268,90,373,67,243,2047,989,64,243,147,72,1510,526,16,97,228,13,890,137,0,17,146,0,306,8,0,0,0,0,15,5965,469,1266,637,4721,13063
POA6058,0,0,0,0,342,342,4,0,0,0,424,425,233,24,9,0,609,878,460,48,65,0,352,926,414,67,107,10,207,805,396,33,123,13,127,684,439,25,99,34,35,632,183,9,37,41,13,278,74,0,9,22,3,108,4,0,0,0,7,5,2207,211,456,120,2107,5096,0,0,0,0,341,341,21,0,0,0,338,356,353,31,23,0,514,923,534,52,91,7,283,968,379,70,147,20,170,784,448,55,153,48,75,775,382,27,150,111,35,709,166,7,52,138,11,371,31,8,13,111,0,157,0,0,0,0,0,3,2313,247,619,425,1774,5382,0,0,0,0,684,686,23,0,0,0,759,781,591,57,37,0,1118,1798,996,103,152,9,636,1900,795,139,251,29,376,1591,839,89,274,57,199,1462,819,52,255,139,73,1340,355,19,83,175,20,649,104,3,21,132,3,262,4,0,0,0,4,7,4520,460,1079,546,3880,10473
POA6059,0,0,0,0,677,676,14,0,0,0,729,743,414,14,15,0,994,1438,871,48,52,0,488,1461,1034,61,135,7,316,1550,958,75,183,14,218,1441,815,40,174,36,96,1160,550,20,86,74,33,758,208,9,11,78,10,317,15,0,0,0,0,15,4877,264,654,212,3553,9560,0,0,0,0,633,633,28,0,0,0,691,718,569,40,29,4,833,1478,1007,70,117,15,383,1593,1092,80,220,22,288,1700,959,50,297,67,185,1559,753,37,252,182,95,1313,464,13,162,382,37,1063,104,3,40,315,12,470,12,0,0,5,3,20,4992,297,1115,993,3151,10551,0,0,0,0,1307,1311,38,0,0,0,1419,1465,980,53,52,5,1834,2916,1877,128,166,16,870,3052,2129,142,350,28,603,3249,1921,122,478,79,397,2999,1572,76,424,222,182,2473,1014,34,252,457,68,1821,315,8,48,398,26,790,27,0,3,5,3,40,9871,561,1770,1203,6707,20107
POA6060,0,0,0,0,434,434,20,3,0,0,642,660,862,21,36,0,1613,2535,1108,59,120,3,805,2097,746,65,185,10,449,1449,565,66,267,19,307,1219,453,41,204,38,112,856,333,18,70,42,36,495,152,0,13,77,8,253,3,0,0,0,9,17,4239,278,898,193,4415,10015,0,0,0,0,442,442,67,3,0,0,727,788,1112,51,64,4,1578,2806,1122,82,189,12,724,2128,695,78,273,25,423,1496,558,72,397,67,260,1352,449,47,337,144,134,1119,274,25,108,266,48,717,73,0,51,373,14,507,8,0,0,0,14,29,4346,364,1424,883,4370,11387,0,0,0,0,885,885,85,9,0,0,1362,1455,1965,76,106,4,3194,5339,2226,140,311,12,1531,4220,1440,144,459,30,865,2947,1114,134,661,87,575,2570,907,96,539,184,250,1974,599,42,178,311,82,1216,220,0,62,450,22,757,17,4,3,0,22,46,8585,639,2322,1075,8785,21402
POA6061,3,0,0,0,996,1006,69,3,5,0,1392,1466,1453,78,72,9,2471,4080,1918,155,170,7,1051,3301,1067,127,301,13,638,2143,961,123,353,39,373,1855,769,97,273,64,129,1321,410,35,113,81,32,668,133,10,21,71,5,240,19,0,0,0,11,28,6795,632,1311,272,7104,16111,4,4,0,0,906,910,178,9,6,0,1266,1468,1868,148,129,9,2065,4224,1880,170,290,20,990,3349,977,176,444,72,506,2174,873,160,533,160,278,2003,616,88,450,279,123,1558,282,22,184,334,31,857,62,6,38,189,9,300,20,0,0,8,11,51,6765,789,2074,1072,6182,16883,8,4,0,0,1899,1915,247,13,9,0,2659,2935,3317,230,204,11,4537,8302,3795,324,462,27,2040,6646,2047,302,745,85,1140,4319,1835,285,891,195,649,3858,1388,176,721,342,251,2879,694,54,295,412,62,1524,195,11,56,256,16,534,38,5,0,8,29,81,13566,1416,3389,1343,13289,32996
