POA_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
POA6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,6,0,4,5,0,6,3,0,3,0,9,0,6,0,0,7,0,3,0,0,0,0,7,0,0,8,5,3,0,0,6,6,6,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,14,0,0,20,0,0,0,0,3,36,38,16,5,87
POA6410,4,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,4,0,0,0,3,25,0,3,0,35,4,3,6,0,15,9,0,4,0,13,7,6,6,0,17,3,5,0,0,8,13,3,0,0,20,16,8,0,0,30,11,9,0,0,21,3,6,0,0,9,0,6,0,0,0,4,0,0,0,11,5,15,7,0,25,0,4,3,0,8,116,73,36,4,230
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,0,0,7,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,3,0,0,0,6,0,0,0,0,0,23,10,0,0,38
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,10,0,0,14
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,14
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,18
POA6415,4,0,0,0,3,4,0,0,0,4,4,0,0,0,6,4,0,9,0,7,7,0,4,0,15,0,3,12,0,15,34,6,10,0,47,13,4,13,0,34,24,16,9,0,51,31,12,11,0,51,15,11,10,0,37,14,16,5,0,43,43,44,8,0,94,23,35,0,0,62,18,31,0,0,47,12,12,0,0,28,24,25,0,0,47,23,38,4,0,66,7,0,11,0,18,314,260,99,8,679
POA6418,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,3,14,0,0,0,18,7,4,0,0,10,0,4,0,0,10,9,3,0,0,12,9,7,8,0,17,3,6,0,0,7,6,17,0,0,22,11,4,0,0,18,5,4,0,0,9,0,4,0,0,5,6,8,0,0,14,3,8,3,0,14,0,0,0,0,0,77,65,23,3,172
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,13,3,0,0,15
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,11,3,0,20
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,3,3,0,0,7,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,5,0,0,0,5,4,0,0,0,6,0,3,0,0,3,0,0,0,0,0,14,20,3,0,36
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,0,15
POA6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,6,8,0,0,0,8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,3,0,0,0,0,0,27,8,0,0,42
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,4,0,0,15
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,17,9,0,0,26
POA6426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,0,0,0,6,7,0,0,0,9,6,0,0,0,8,14,0,3,0,19,10,0,3,0,18,0,0,3,0,3,5,5,0,0,9,10,5,0,0,20,12,5,5,0,22,9,0,0,0,10,0,4,0,0,3,10,0,0,0,16,9,13,0,0,27,0,0,0,0,3,94,45,22,0,164
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,4,0,0,0,0,0,9,3,0,0,12
POA6429,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,9,5,0,7,0,7,9,0,4,3,15,10,3,0,0,15,0,3,0,0,7,5,0,0,0,7,8,0,4,0,12,4,3,6,0,6,13,5,3,0,20,8,4,5,0,18,10,6,0,0,13,0,0,0,0,3,12,9,0,0,15,13,10,8,0,29,5,0,6,0,5,101,60,44,6,199
POA6430,18,3,15,0,43,9,4,3,0,18,10,0,12,0,22,4,0,19,0,21,15,3,24,0,51,22,5,55,0,81,83,6,53,0,144,56,23,53,3,135,65,27,51,9,157,88,45,50,5,185,48,60,46,7,155,71,89,45,4,203,244,296,93,6,641,244,290,36,17,583,241,369,34,13,654,160,243,18,0,415,425,833,37,6,1305,151,346,53,3,554,36,24,30,5,96,1982,2678,730,87,5469
POA6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,9,0,0,4,0,5,7,6,9,3,27,0,4,6,0,14,3,9,4,0,20,6,7,3,0,18,0,3,5,0,5,0,4,0,0,7,0,5,0,0,10,0,0,0,0,0,0,0,3,0,4,3,0,0,0,7,6,0,0,0,3,5,6,0,0,10,7,0,0,0,5,51,53,43,3,148
POA6432,9,5,4,0,14,0,0,5,0,5,4,0,9,0,12,0,0,12,0,9,11,0,15,0,20,6,0,23,0,32,28,8,19,0,57,16,8,25,4,48,21,10,34,6,69,40,14,28,0,88,22,30,32,4,86,27,36,24,0,86,81,97,33,0,214,75,82,18,4,183,61,73,11,5,150,50,46,0,0,100,59,131,13,3,206,56,82,17,0,155,6,4,8,0,26,564,632,325,32,1556
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,7,4,0,21
POA6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,9,0,0,0,0,5,0,0,0,0,0,7,4,5,0,15,5,9,0,0,10,5,8,0,0,12,5,5,3,0,11,5,9,0,0,22,3,11,0,0,12,0,0,0,0,0,37,50,8,0,100
POA6438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,3,4,3,3,0,7,4,4,0,0,9,3,6,0,0,6,0,0,0,0,4,3,3,0,0,12,4,3,0,0,9,4,4,0,0,9,0,0,0,0,3,3,4,3,0,8,6,12,0,0,18,3,0,0,0,3,58,35,23,0,113
POA6440,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,6,6,0,0,4,14,0,5,0,0,5,5,10,0,3,20,0,3,0,4,13,3,0,0,0,0,0,3,3,0,9,0,0,0,0,0,6,0,0,0,6,3,5,3,0,8,8,3,0,0,9,3,5,0,0,6,0,0,0,0,0,8,0,0,0,8,3,4,4,0,16,0,3,0,0,8,50,35,25,9,120
POA6442,4,0,0,0,11,3,0,0,0,3,0,0,0,0,3,0,0,4,0,3,3,0,3,0,12,0,0,3,3,14,16,4,9,0,26,4,0,6,0,18,14,3,5,0,26,8,4,5,0,17,14,9,0,0,20,7,7,6,0,20,30,39,9,0,75,9,24,0,0,40,18,34,0,0,60,12,15,8,0,27,54,45,9,0,110,23,28,13,3,60,6,3,6,0,12,215,231,89,12,550
POA6443,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,4,0,8,11,4,4,0,19,7,0,6,0,16,5,0,0,0,5,10,0,0,0,8,0,3,0,0,6,0,0,0,0,7,6,5,0,0,7,5,3,0,0,7,4,4,0,0,4,4,0,0,0,4,6,0,7,0,8,12,9,3,0,24,0,0,4,0,11,64,27,34,5,131
POA6445,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,4,0,0,4,0,0,0,0,3,0,0,0,0,5,6,0,0,0,6,3,0,0,0,3,5,0,0,0,5,0,6,0,0,6,0,0,0,0,0,20,20,4,0,45
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,4,0,0,0,0,0,17,13,3,0,35
POA6447,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,5,3,0,0,0,6,5,0,0,0,3,4,0,0,0,3,0,0,0,0,0,4,4,0,0,6,0,3,0,0,3,0,0,0,0,0,25,24,0,0,45
POA6448,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,4,3,0,0,8,4,4,0,0,8,6,0,0,0,5,5,7,0,0,19,3,0,0,0,5,5,0,0,0,3,0,0,0,0,5,0,7,0,0,7,3,3,0,0,12,5,0,0,0,3,44,35,11,0,92
POA6450,18,7,13,0,34,13,0,5,0,18,4,4,10,0,21,0,0,16,0,18,24,4,36,0,72,20,10,30,6,59,144,7,35,3,188,88,14,53,3,168,108,35,46,6,192,123,73,41,10,239,66,73,18,4,156,88,82,19,0,199,195,192,44,4,440,130,149,14,7,292,93,138,11,0,248,36,74,5,0,112,135,165,11,0,305,143,239,57,0,444,25,13,13,0,56,1465,1284,468,53,3268
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,13,3,3,0,19,9,0,5,0,10,7,0,0,0,8,9,6,3,0,14,3,5,0,0,11,13,5,0,0,13,8,4,0,0,23,4,6,0,0,6,3,5,0,0,3,0,0,0,0,7,4,14,0,0,12,7,12,3,0,24,3,0,0,0,9,80,65,22,6,173
POA6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,6,8,3,5,0,16,8,0,0,0,7,8,0,3,0,9,8,0,0,0,8,5,0,0,0,7,3,0,0,0,3,4,12,0,0,19,4,8,0,0,8,0,4,0,0,4,0,7,0,0,3,5,0,0,0,8,0,11,0,0,19,4,0,3,0,5,60,49,16,0,126
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,4,0,0,11,0,0,0,0,0,16,18,5,0,43
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,8,4,0,0,15
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,13
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,5,4,0,0,0,0,4,3,0,0,11,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,8,0,4,0,0,5,0,0,0,0,0,23,25,3,0,48
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,11,0,0,10,0,0,0,0,0,18,15,3,0,41
POA6473,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,9,0,0,18
POA6475,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,12,0,5,0,12,8,0,0,0,4,0,0,0,0,0,5,3,0,0,10,0,3,0,0,3,0,0,0,0,3,5,0,0,0,9,10,4,0,0,7,0,0,0,0,3,0,0,0,0,0,4,3,0,0,7,3,4,3,0,8,0,0,0,0,5,53,34,3,0,89
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,12
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,5,0,0,0,0,3,4,0,0,3,6,6,0,0,4,0,0,0,0,4,0,0,0,0,0,4,3,0,0,3,0,4,0,0,11,0,0,0,0,0,29,20,9,0,55
POA6479,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,3,0,0,0,3,3,6,0,0,7,6,3,0,0,6,7,0,0,0,11,10,8,0,0,11,8,0,0,0,6,6,8,3,0,15,3,6,0,0,13,10,0,0,0,10,4,3,0,0,12,0,4,0,0,9,5,12,0,0,22,3,0,0,0,3,75,58,10,0,149
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,12
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7
POA6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,3,0,6,13,4,0,0,17,0,0,0,0,4,4,0,5,0,7,7,4,0,0,9,0,0,0,0,4,7,0,0,0,3,5,8,0,0,10,4,0,0,0,8,0,0,0,0,4,3,0,0,0,3,5,8,0,0,9,0,0,0,0,3,0,0,0,0,0,58,28,14,3,103
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,3,0,0,12
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,5,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,24,9,5,0,40
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,7,3,0,18
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,5,0,0,0,9,6,0,0,0,8,3,0,3,0,5,5,0,0,0,5,0,0,0,0,0,0,4,0,0,4,4,0,0,0,6,5,0,0,0,5,0,0,0,0,0,3,0,0,0,4,4,8,0,0,14,0,0,0,0,3,30,21,8,0,62
POA6501,3,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,12,0,0,0,16,9,3,5,0,19,11,0,0,0,19,9,4,3,0,16,13,6,0,0,16,0,12,4,0,14,8,14,0,0,33,12,7,0,0,23,5,15,0,0,23,7,7,0,0,14,13,17,0,0,31,5,19,5,0,28,0,0,0,0,6,126,115,32,0,273
POA6502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,4,10,0,0,0,8,3,0,6,0,8,23,0,3,0,24,19,0,8,4,26,23,4,4,0,31,13,8,3,0,28,5,6,0,0,14,8,5,3,0,15,20,12,6,0,43,16,12,0,0,26,14,15,0,0,31,0,6,0,0,11,13,7,0,0,23,12,26,0,0,39,4,0,0,0,5,180,112,41,5,334
POA6503,8,0,0,0,8,7,0,0,0,7,4,0,0,0,7,4,0,4,0,7,3,0,7,0,9,9,0,3,0,9,32,5,4,0,43,18,4,9,0,30,27,5,5,0,40,32,9,11,0,51,15,10,0,0,29,25,21,0,0,45,37,36,0,0,80,13,36,0,0,54,8,13,0,0,23,7,14,0,0,17,20,26,0,0,46,24,53,3,0,84,8,4,3,5,18,298,238,63,6,599
POA6504,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,4,0,0,6,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,3,0,0,0,4,0,4,0,0,3,0,0,0,0,0,33,19,3,0,54
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,14,18,0,0,33
