POA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
POA6556,223,0,0,0,0,223,395,0,0,0,0,395,33,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,37,4,0,0,0,0,4,0,0,0,0,0,0,70,0,0,0,0,73,6,0,0,0,0,6,33,0,0,0,0,33,731,0,0,0,4,731
POA6558,96,0,0,0,0,95,150,0,0,0,0,150,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,9,0,0,0,0,9,19,0,0,0,0,24,290,3,0,0,0,294
POA6560,175,0,0,0,0,175,235,0,0,0,0,240,23,0,0,0,0,23,8,5,0,0,0,15,0,3,0,0,0,3,30,0,0,0,0,29,7,0,0,0,0,7,0,0,0,0,0,0,74,11,0,0,0,78,3,0,0,0,0,3,53,0,0,0,0,57,540,11,0,0,0,553
POA6562,176,0,0,0,0,176,238,0,0,0,0,245,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,46,0,0,0,0,46,7,0,0,0,0,14,51,0,0,0,0,47,519,0,0,0,0,523
POA6564,55,0,0,0,0,55,65,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,6,0,0,0,0,6,10,0,0,0,0,7,140,0,0,0,4,141
POA6566,564,0,0,7,3,579,474,3,0,0,4,477,67,0,0,0,0,67,8,0,0,0,0,12,0,0,0,0,0,0,71,0,0,0,0,74,7,0,0,4,0,17,3,0,0,0,0,3,159,4,0,4,0,172,28,0,0,0,0,28,184,5,0,21,0,213,1404,12,0,33,9,1462
POA6567,75,0,0,0,0,78,69,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,4,0,0,0,0,4,32,0,0,0,0,32,204,0,0,0,0,208
POA6568,43,0,0,0,0,43,15,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,6,0,0,0,0,5,78,0,0,0,0,86
POA6569,42,0,0,0,0,40,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,12,0,0,0,0,0,0,25,0,0,0,0,26,9,0,0,0,0,9,15,0,0,0,0,15,109,0,0,0,0,110
POA6571,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,13,3,0,0,0,0,3,6,0,0,0,0,6,28,0,0,0,0,33
POA6572,7,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,3,21
POA6574,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,27
POA6575,27,0,0,0,0,27,5,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,46,0,0,0,0,46
POA6603,171,5,0,11,3,185,100,0,0,0,0,102,5,0,0,0,0,11,17,7,0,0,0,30,7,5,0,0,0,13,57,6,0,0,0,60,28,3,0,0,0,30,0,0,0,0,0,0,122,23,0,0,0,144,23,0,0,0,0,22,33,6,0,0,0,37,444,25,0,15,3,493
POA6605,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,18,0,0,0,0,18
POA6606,39,0,0,0,0,46,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,63,0,0,4,0,67
POA6608,33,0,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,15,53,0,0,0,0,57
POA6609,78,0,0,8,0,89,76,0,0,5,0,86,0,0,0,0,0,0,14,3,0,0,0,20,4,4,0,0,0,10,29,3,0,0,0,32,21,0,0,0,0,22,0,0,0,0,0,0,67,11,0,5,0,82,19,0,0,0,0,22,30,3,0,9,0,44,275,14,0,19,4,316
POA6612,28,0,0,3,0,34,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,4,0,0,5,4,10,0,0,0,0,0,0,5,0,0,5,8,16,0,0,0,4,10,13,15,0,0,0,0,16,64,0,0,13,14,91
POA6613,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,21
POA6614,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA6616,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,22,0,0,0,0,22
POA6620,36,0,0,7,0,47,21,0,0,0,4,22,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,13,0,0,0,0,13,6,0,0,4,0,6,0,0,0,0,0,0,28,0,0,4,0,28,10,0,0,0,0,14,21,0,0,23,3,47,123,0,0,35,7,165
POA6623,88,0,0,9,7,104,32,0,0,0,6,33,4,0,0,0,0,4,9,3,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,20,14,0,0,0,0,17,0,0,0,0,0,0,47,0,0,0,0,58,17,0,0,0,0,17,24,0,0,21,0,45,203,4,0,32,11,255
POA6625,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
POA6627,7,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,20,4,0,0,3,25
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6630,69,0,0,44,0,114,14,0,0,4,0,24,0,0,0,0,0,0,16,0,5,0,0,20,0,0,3,0,0,3,9,0,0,3,0,17,8,5,0,12,0,24,0,0,0,0,0,0,32,0,8,19,3,59,20,0,0,3,3,34,41,0,0,4,3,51,176,9,13,76,12,279
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA6632,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,23,0,0,0,0,25
POA6635,6,0,0,4,5,19,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,3,0,0,0,0,5,3,0,0,0,0,3,16,0,0,0,3,19,0,0,0,0,0,0,34,4,0,3,4,40,5,0,0,3,4,9,15,0,0,0,12,30,59,4,0,14,20,103
POA6638,60,0,0,18,0,82,17,0,0,3,0,16,0,0,0,0,0,0,17,0,0,0,0,16,7,0,0,0,0,7,11,0,0,3,0,11,15,0,0,3,0,21,0,0,0,0,0,0,43,6,0,6,0,55,22,0,0,0,0,24,107,0,0,19,4,142,253,6,0,50,10,316
POA6639,21,0,0,20,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,10,6,0,0,6,3,15,6,0,0,0,0,12,44,0,0,25,3,75
POA6640,32,0,0,7,3,45,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,5,3,25,0,0,0,0,0,0,27,0,0,5,3,33,9,0,0,0,0,11,18,0,0,50,3,72,88,0,0,66,14,168
POA6642,55,4,0,50,11,120,17,0,0,3,4,21,0,0,0,0,0,0,59,9,5,0,0,75,6,0,0,0,0,6,21,0,0,7,3,31,31,7,4,7,4,50,0,0,0,0,0,0,116,15,14,14,7,164,35,0,0,11,0,45,55,5,3,16,14,96,279,21,18,89,44,444
POA6646,13,0,0,5,5,25,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,8,0,0,0,0,14,5,0,0,0,3,8,11,0,0,3,0,18,0,0,0,0,0,0,42,4,0,8,4,56,28,3,0,0,6,36,26,4,0,0,7,36,112,13,0,10,18,156
POA6701,432,32,3,840,53,1362,360,6,0,50,6,422,80,35,8,3,0,123,125,61,6,3,4,205,36,15,25,0,0,72,138,46,0,38,3,224,128,35,9,233,20,425,3,0,4,6,0,12,516,187,52,273,32,1062,60,8,0,40,10,124,230,77,15,74,32,425,1600,310,71,1286,130,3390
POA6705,5,0,0,43,3,52,4,0,0,3,4,6,0,0,0,0,0,0,14,4,0,0,0,16,7,0,0,0,0,7,0,0,0,4,0,4,4,0,0,10,0,15,0,0,0,0,0,0,20,4,0,12,0,37,10,0,0,7,9,24,3,0,0,14,6,14,39,3,0,73,16,136
POA6707,230,5,5,732,13,978,326,5,0,70,0,399,135,16,9,5,0,161,83,6,7,0,0,92,11,0,26,0,0,42,108,3,0,29,4,150,67,6,10,179,4,259,0,0,0,4,0,4,406,27,52,215,9,710,36,0,0,34,7,81,91,3,9,46,9,160,1081,42,71,1099,36,2320
POA6710,51,0,0,182,10,245,16,0,0,8,0,22,24,4,7,0,0,30,10,0,0,0,0,12,18,0,0,0,0,23,19,0,3,0,0,24,68,0,4,18,5,98,0,0,0,0,0,0,133,6,15,23,9,189,61,3,8,8,5,93,46,4,3,84,9,140,303,21,30,302,35,686
POA6712,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
POA6713,57,0,0,22,4,89,150,10,0,0,0,161,39,4,22,0,0,72,5,0,0,0,0,5,0,0,0,0,0,0,19,0,3,0,4,26,44,3,4,3,4,56,0,0,0,0,0,0,112,7,28,3,3,158,7,0,0,0,4,14,29,7,10,10,3,62,365,18,41,40,17,480
POA6714,282,33,6,207,46,574,1159,126,9,12,5,1310,742,223,171,0,5,1149,314,81,37,0,0,427,16,5,0,0,0,23,121,49,18,4,0,199,1143,127,77,103,29,1478,4,4,0,0,0,5,2341,487,308,109,36,3282,281,34,51,20,28,408,600,216,70,104,32,1020,4661,889,443,451,148,6592
POA6716,4,0,0,34,7,44,0,0,0,0,0,9,0,3,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,10,19,13,0,7,0,42,5,0,0,0,0,0,30,17,0,12,0,64,5,0,0,7,8,18,3,7,0,12,4,27,45,19,0,67,27,156
POA6718,25,0,0,5,7,36,25,6,0,0,0,28,10,4,0,0,0,12,49,30,0,0,0,81,20,5,4,0,0,32,13,9,0,3,6,20,9,0,0,0,0,12,0,0,0,0,0,0,93,52,4,0,8,153,19,11,0,0,3,31,11,4,0,5,0,16,167,68,4,17,15,270
POA6720,28,4,4,77,0,112,48,4,3,7,0,53,22,12,0,0,0,35,21,16,0,0,0,37,0,3,0,0,0,6,25,0,0,0,0,26,309,102,3,18,0,447,0,0,0,0,0,5,376,137,3,23,5,549,15,5,0,5,0,24,69,49,7,68,5,200,534,193,16,177,12,939
POA6721,86,8,13,237,26,371,163,6,5,18,0,197,162,75,106,5,0,351,46,18,8,4,0,76,4,3,0,0,0,10,41,11,12,9,3,74,372,42,119,68,14,613,0,0,0,0,0,3,629,149,246,82,23,1126,127,20,33,20,8,214,123,37,45,79,16,288,1121,226,339,432,75,2197
POA6722,180,45,7,67,12,309,588,77,3,10,0,673,417,197,121,0,3,739,377,97,17,0,0,495,69,8,3,0,0,82,74,20,8,3,4,112,620,250,76,38,7,987,9,6,0,0,0,12,1575,579,222,45,15,2435,134,42,8,8,11,203,334,163,120,151,20,778,2806,900,360,273,61,4396
POA6725,367,28,3,1091,90,1588,813,43,6,56,7,922,290,137,37,3,5,480,512,158,0,7,5,687,149,27,0,0,3,191,176,27,11,38,18,276,209,46,9,222,50,532,8,3,0,3,0,14,1346,407,66,273,80,2171,126,20,0,63,30,233,439,113,17,127,52,742,3091,604,87,1608,266,5661
POA6726,280,23,3,569,12,889,448,30,9,31,0,515,243,79,22,8,6,359,199,70,5,3,0,272,13,6,0,0,0,21,134,16,7,17,0,178,98,5,5,171,15,291,14,0,0,4,0,14,690,172,37,201,24,1127,25,9,0,23,4,53,160,42,10,41,11,264,1609,281,56,856,47,2853
POA6728,138,0,0,321,19,487,123,0,0,20,4,146,56,30,0,4,0,89,424,20,0,0,5,450,208,3,0,5,0,219,65,0,0,13,8,96,114,13,0,62,18,209,7,0,0,0,0,4,876,74,0,86,40,1071,81,3,0,37,16,133,308,53,0,133,35,525,1517,141,0,594,108,2362
POA6740,63,0,0,104,7,176,21,0,0,5,0,25,3,0,0,0,0,5,68,0,0,0,0,70,99,3,0,0,0,106,37,0,0,8,4,44,38,0,0,26,16,77,0,0,0,0,0,3,247,3,0,27,19,300,33,0,0,12,7,52,64,0,0,47,13,126,429,10,0,200,44,683
POA6743,156,10,9,415,23,611,237,25,7,32,13,312,112,49,42,4,0,204,205,66,33,0,0,297,159,11,11,4,3,186,128,27,7,43,16,209,145,37,19,227,14,450,13,0,0,0,0,13,751,190,100,283,42,1363,62,10,5,61,20,159,251,64,36,373,77,795,1457,308,150,1159,171,3248
POA6751,42,0,3,219,26,289,21,0,0,20,4,43,29,3,7,3,0,47,59,8,0,0,0,61,24,0,3,0,0,28,7,3,0,21,5,35,573,20,8,117,38,754,4,0,4,0,0,3,699,36,14,144,39,936,76,7,3,23,23,136,130,0,0,27,36,197,968,43,27,430,132,1596
POA6753,86,0,0,27,4,124,81,0,0,4,0,80,186,13,22,0,0,222,89,8,0,0,3,103,38,0,0,0,0,38,37,0,0,5,4,44,717,27,15,12,28,793,0,0,0,0,0,0,1070,48,36,12,31,1203,159,6,14,4,19,198,178,15,20,0,10,227,1569,69,74,51,65,1826
POA6754,14,0,0,0,0,13,3,0,0,0,0,3,6,0,0,0,0,8,10,0,0,0,0,14,4,0,0,0,0,4,8,0,0,0,0,7,265,11,0,0,3,279,0,0,0,0,0,0,296,9,0,0,3,311,34,0,0,0,0,34,50,3,0,0,0,50,393,15,0,3,4,416
POA6758,3,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,4,0,12,0,0,0,0,0,0,23,0,0,4,3,25,5,0,0,0,0,6,7,0,0,0,0,8,41,0,0,11,4,62
POA6760,18,0,0,82,15,112,0,0,0,5,0,5,0,0,0,0,0,0,23,0,4,0,0,24,32,0,3,0,0,32,0,0,0,5,4,12,8,0,0,9,7,23,0,0,0,0,0,0,62,0,3,13,12,87,14,0,0,4,9,32,11,0,0,9,9,28,106,6,3,113,42,265
POA6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,50,0,0,0,0,52,10,0,0,0,0,11,0,0,0,0,0,0,60,0,0,0,6,66
POA6765,5,0,0,50,7,63,3,0,0,0,0,9,3,5,0,0,0,5,149,7,0,0,0,162,137,3,0,0,3,137,8,0,0,3,0,7,69,28,0,15,7,117,3,0,0,0,0,4,365,45,0,22,9,436,47,14,0,9,0,75,29,7,0,36,5,85,453,57,0,128,26,662
POA6770,39,0,0,211,30,281,5,0,0,10,0,15,0,0,0,0,0,0,357,39,12,5,7,413,102,7,0,0,0,108,5,0,0,19,5,36,69,4,0,26,11,120,7,0,0,0,0,8,540,55,10,50,23,682,98,25,0,30,9,163,102,10,0,47,14,171,778,90,10,352,81,1315
