POA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,25,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,26,6,7,7,0,0,4,42,42,85
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,3,7,0,0,4,20,17,37
POA6244,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,169,149,322,7,10,18,7,0,7,5,0,5,0,0,0,5,6,14,21,16,39,215,184,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,4,0,6,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,106,82,189,32,27,57,7,4,8,364,303,664
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,83,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,4,13,57,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,21,4,17,22,0,0,3,79,72,151
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,24,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,5,18,0,0,0,38,29,69
POA6253,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,68,64,126,7,6,16,0,0,0,0,0,0,0,0,0,3,0,3,13,8,23,95,72,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,30,60,26,26,47,0,0,0,154,137,285
POA6254,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,112,70,188,15,3,15,5,0,5,0,0,0,0,0,0,0,0,0,4,6,7,170,87,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,16,27,0,0,0,187,105,287
POA6255,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,574,565,1136,37,45,81,14,0,14,3,3,4,0,0,0,11,3,16,28,31,64,676,650,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,19,14,8,19,0,0,0,0,0,0,0,0,0,0,0,0,99,128,222,127,128,251,6,9,10,916,917,1835
POA6256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,65,118,0,0,0,7,0,8,0,0,0,0,0,0,0,3,0,12,0,12,76,67,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21,58,17,15,34,0,0,3,127,107,232
POA6258,0,0,0,17,4,14,0,0,0,0,0,0,0,0,5,1099,993,2088,110,93,202,31,0,31,6,0,6,10,4,17,12,3,16,71,46,122,1359,1149,2507,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,126,134,257,127,161,284,16,12,22,1644,1450,3091
POA6260,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,214,184,401,19,25,40,4,0,4,0,0,0,0,0,0,7,7,17,45,31,80,307,256,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,53,107,65,63,126,10,12,22,429,377,810
POA6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,79,155,5,9,7,3,0,3,0,0,0,0,0,0,4,0,0,9,3,11,92,98,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,26,34,63,15,23,33,0,0,0,145,151,295
POA6271,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,503,534,1040,32,26,62,14,0,14,3,0,3,0,3,4,21,0,21,11,14,27,605,582,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,3,0,4,10,5,9,0,0,0,0,0,0,0,0,0,0,0,0,51,64,117,100,113,212,5,6,7,765,767,1540
POA6275,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,156,156,314,8,8,21,0,0,0,5,0,6,13,0,13,8,0,8,21,21,48,214,193,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,46,49,94,39,47,83,5,0,5,311,289,597
POA6280,3,5,3,68,22,87,0,0,0,0,0,0,17,8,25,4445,4661,9109,340,374,708,63,6,66,15,0,15,115,46,167,123,34,154,151,148,302,5341,5292,10629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,17,5,3,3,7,0,7,17,6,28,60,15,80,78,33,108,0,0,0,12,0,12,4,0,4,14,0,12,403,629,1032,927,1030,1959,36,33,67,6793,7016,13807
POA6281,0,0,6,20,4,27,0,0,0,0,0,0,0,0,0,1180,1171,2347,75,86,160,18,0,18,3,0,3,27,8,41,32,8,43,42,38,77,1398,1308,2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,20,0,30,23,3,32,0,0,0,0,0,0,0,0,0,3,0,3,231,348,580,320,363,682,14,25,38,1992,2053,4041
POA6282,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,217,206,426,10,12,28,8,0,8,0,0,0,0,0,0,8,0,11,11,17,31,262,242,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,76,86,162,103,108,213,3,7,10,449,444,892
POA6284,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,399,399,796,18,18,39,9,0,9,0,0,0,3,6,13,20,6,21,22,19,47,488,452,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,80,106,187,101,128,227,3,8,9,681,691,1367
POA6285,0,0,0,23,4,24,0,0,0,0,0,0,0,0,0,1549,1596,3143,155,118,274,23,0,24,7,0,7,59,24,81,47,15,63,75,99,179,1939,1860,3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,4,34,17,47,37,19,49,0,0,0,0,0,0,0,0,0,0,0,0,268,351,622,393,439,831,27,15,42,2660,2680,5342
POA6286,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,120,111,241,3,4,7,8,0,8,0,0,0,0,0,0,5,0,7,10,3,11,153,122,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,45,83,40,28,66,3,0,3,233,200,434
POA6288,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,89,75,166,7,9,12,4,0,4,0,3,7,0,0,0,3,4,4,15,13,30,125,105,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,26,57,21,24,45,5,0,3,176,154,333
POA6290,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,169,191,358,13,17,27,7,0,7,0,0,0,0,4,8,7,3,10,17,23,41,222,235,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14,8,9,14,0,0,0,0,0,0,0,0,0,0,0,0,41,45,81,48,58,108,5,7,11,327,346,668
POA6302,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,421,443,866,19,23,45,22,0,22,4,0,4,0,0,0,18,3,29,24,17,37,520,493,1010,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,6,6,18,0,0,0,0,0,0,0,0,0,0,0,0,82,75,163,106,99,207,9,13,22,729,686,1415
POA6304,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,162,165,327,9,11,18,12,0,12,0,0,0,0,0,0,11,3,11,22,12,30,213,187,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,56,50,105,36,35,76,4,5,12,311,286,593
POA6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,102,213,11,5,13,4,0,4,3,0,3,0,0,0,4,0,4,28,26,51,160,137,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,46,33,79,16,18,32,3,0,0,225,183,411
POA6308,0,0,0,4,3,7,0,0,0,0,0,0,3,0,3,170,148,316,9,14,21,5,0,5,0,0,0,0,0,0,9,0,11,23,15,42,223,182,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,9,10,4,11,0,0,0,0,0,0,3,0,3,3,0,3,55,48,103,40,25,71,6,6,5,332,263,596
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,71,0,3,4,0,0,0,0,0,0,0,0,0,5,0,0,4,0,9,41,40,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,13,19,8,4,14,0,0,0,68,56,119
POA6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,93,175,0,3,9,4,0,4,0,0,0,0,0,0,0,0,0,10,6,17,107,99,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,10,34,10,18,27,5,0,7,143,135,273
POA6312,0,0,0,21,6,25,0,0,0,0,0,0,0,0,0,736,686,1423,52,54,109,20,0,20,0,0,0,4,5,9,16,0,14,58,64,120,901,815,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,3,10,14,13,7,18,0,0,0,6,0,6,0,0,0,3,0,3,53,54,104,71,106,177,12,11,24,1051,992,2045
POA6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,60,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,33,33,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,27,0,3,9,0,0,0,53,53,108
POA6315,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,239,226,463,12,22,32,8,0,8,3,0,3,0,0,0,4,0,9,24,17,46,300,270,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,8,4,9,0,0,0,0,0,0,0,0,3,0,0,3,56,47,99,28,40,74,4,6,11,394,361,759
POA6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,41,88,5,3,7,0,0,0,0,0,0,0,0,0,0,0,6,8,8,14,59,48,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,49,4,7,13,3,3,4,93,77,170
POA6317,0,0,0,44,11,59,0,0,0,0,0,0,0,0,0,688,553,1239,87,65,151,20,0,20,3,0,3,3,0,3,13,4,18,40,46,92,892,684,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,57,53,115,44,72,110,13,4,17,1022,814,1835
POA6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,74,146,5,5,9,0,0,0,0,0,0,0,0,3,3,0,4,9,4,15,91,89,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,40,10,0,9,0,3,0,130,106,236
POA6320,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,61,42,102,8,0,3,4,0,4,0,0,0,0,0,0,0,0,0,16,14,28,86,54,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,68,3,5,8,0,0,0,130,99,222
POA6321,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,63,48,115,0,0,4,0,0,3,0,0,0,0,0,0,6,0,6,5,9,14,81,62,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,36,5,11,14,3,0,3,109,94,195
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,51,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,34,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,5,4,4,0,3,4,48,48,93
POA6323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,113,237,11,5,16,6,0,6,0,0,0,0,0,0,0,0,0,7,7,13,152,127,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,27,48,27,16,43,0,0,0,208,169,376
POA6324,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,546,431,978,33,40,72,12,0,10,0,3,3,5,3,3,12,7,16,47,36,84,661,518,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0,86,94,182,73,92,164,15,10,22,837,720,1558
POA6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,57,130,5,4,12,4,0,4,0,0,0,0,0,0,0,0,0,4,0,10,91,68,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,82,10,12,28,0,0,0,144,124,268
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,46,38,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,34,3,6,4,0,0,0,67,52,117
POA6328,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,66,48,114,0,4,6,3,0,4,0,0,0,0,0,0,0,0,0,12,12,22,78,57,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,58,10,3,10,0,3,3,118,93,208
POA6330,4,0,3,39,14,54,0,0,0,0,0,0,16,15,37,6183,5923,12108,407,498,905,123,0,124,34,8,40,67,21,87,82,27,109,177,166,340,7132,6680,13811,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,7,9,4,0,6,0,0,3,12,9,17,61,40,102,78,47,123,0,0,0,0,0,0,0,3,4,9,0,7,446,624,1073,841,1118,1959,55,29,87,8551,8514,17064
POA6333,0,0,0,10,4,9,0,0,0,0,0,0,0,0,0,709,735,1451,45,58,102,12,0,17,3,0,7,13,11,22,18,5,30,67,62,135,882,877,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,8,0,11,9,4,14,0,0,0,0,0,0,0,0,0,3,0,3,212,215,423,173,207,377,16,15,35,1285,1319,2611
POA6335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,78,235,6,9,17,5,0,5,0,0,0,0,0,0,0,3,8,14,23,34,183,110,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,43,6,11,20,0,0,3,212,149,361
POA6336,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,52,28,82,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,12,5,16,73,42,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,56,5,4,8,0,0,0,111,74,185
POA6337,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,105,58,168,3,0,6,4,0,4,0,0,0,0,0,0,6,4,3,20,9,28,138,80,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,45,12,10,21,0,0,0,173,107,281
POA6338,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,111,71,182,5,12,14,5,0,5,0,0,0,0,0,0,5,0,5,17,18,37,140,106,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,3,36,45,85,17,29,46,0,0,0,200,179,378
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,85,5,3,5,3,0,3,0,0,0,0,0,0,4,0,4,9,3,18,66,46,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,19,0,0,4,0,0,0,84,59,138
POA6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,56,0,0,0,4,0,4,0,0,0,0,0,0,6,0,6,6,9,19,47,29,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,31,0,4,4,3,0,8,70,52,120
POA6346,0,0,0,181,21,206,0,0,0,0,0,0,0,0,0,233,82,320,37,15,45,23,0,23,0,0,0,0,0,3,60,8,62,21,35,56,557,159,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,5,10,6,7,6,11,11,18,0,0,0,0,0,0,0,0,0,0,0,0,36,36,67,32,18,48,4,3,11,636,224,860
POA6348,0,0,0,45,17,65,0,0,0,0,0,0,0,0,0,131,115,245,16,8,20,7,0,7,0,0,0,0,0,0,3,0,3,10,18,25,210,160,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,3,0,8,7,7,7,0,0,0,0,0,0,0,0,0,3,0,3,8,13,23,38,28,68,3,0,3,272,200,477
POA6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,71,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,16,54,44,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,26,0,13,13,0,0,0,69,65,138
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,19,0,0,0,0,0,0,23,11,30
