POA_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA6244,577,573,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,19,18,40,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,0,0,0,0,0,0,0,0,0,44,54,101,0,0,0,0,0,0,11,15,21,87,88,180,0,0,0,756,765,1524
POA6251,124,106,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,32,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,148,141,288
POA6252,59,44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,16,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,75,65,138
POA6253,212,221,431,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,9,7,11,9,19,0,0,5,4,0,3,3,7,8,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,52,44,95,0,3,3,0,0,0,9,8,16,24,17,42,0,0,3,333,333,669
POA6254,243,180,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,12,31,0,0,0,0,4,6,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,38,16,57,5,0,5,0,0,0,5,10,12,44,19,63,5,0,3,363,251,618
POA6255,1422,1542,2970,0,0,0,0,0,0,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,11,13,29,0,0,0,0,0,3,3,0,5,0,4,4,0,0,0,0,0,0,7,9,19,11,5,11,0,3,3,0,0,0,0,0,0,0,5,3,0,0,0,10,21,26,61,60,125,4,5,8,6,14,15,0,0,5,0,3,10,18,22,40,0,0,3,0,0,0,0,11,12,264,260,526,19,16,36,0,0,4,44,45,87,174,154,323,0,0,5,2078,2199,4277
POA6256,174,153,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,10,17,28,0,0,0,0,0,0,0,5,7,24,14,42,0,0,0,227,195,426
POA6258,2500,2485,4981,25,11,31,0,0,0,8,9,14,0,0,4,4,0,5,6,0,4,0,0,0,16,10,26,9,9,19,3,3,4,14,15,26,4,3,10,3,0,3,0,0,0,3,5,9,30,14,45,0,6,6,0,5,5,0,0,0,0,3,7,0,0,0,10,8,21,42,56,94,9,3,9,12,34,43,0,4,3,3,0,5,8,12,14,0,0,0,0,4,6,3,4,9,153,174,333,3,5,14,0,0,0,94,60,153,195,198,397,19,3,23,3163,3142,6311
POA6260,543,479,1026,0,5,8,0,0,0,3,3,8,5,0,6,0,0,0,0,0,0,0,3,3,4,6,10,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,8,4,6,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,18,14,29,0,0,0,7,12,25,0,6,6,0,0,0,6,8,10,0,0,0,8,7,13,0,0,0,55,70,133,4,4,8,0,0,0,32,32,61,93,96,184,18,12,26,811,782,1596
POA6262,241,231,470,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,10,8,16,0,0,0,0,4,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,31,35,63,0,0,0,0,0,0,5,11,21,45,39,76,0,0,0,342,342,682
POA6271,1264,1349,2612,0,0,0,0,0,0,3,10,16,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,3,3,3,5,5,0,5,6,0,0,0,0,0,0,6,4,6,0,5,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,9,12,44,44,84,0,0,3,0,0,4,0,0,0,0,0,0,19,14,32,0,0,0,0,0,0,0,3,4,110,135,237,5,7,11,0,0,0,21,20,42,78,87,170,0,0,0,1566,1711,3283
POA6275,507,481,983,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,8,7,7,3,7,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,10,26,35,62,0,0,0,0,0,0,0,0,0,0,0,4,9,5,9,0,0,0,0,0,0,0,0,4,71,70,144,0,0,4,0,0,4,19,19,34,102,108,208,0,0,4,755,751,1510
POA6280,10930,11874,22801,47,20,64,0,0,6,21,40,60,12,29,45,6,3,7,3,4,7,3,4,14,54,77,130,6,0,4,4,11,15,69,58,129,17,42,58,0,0,0,0,0,0,41,71,112,43,23,69,5,22,27,17,20,34,0,0,0,21,28,47,9,8,16,49,65,118,339,355,692,10,9,25,44,98,145,0,13,12,14,23,37,168,180,348,18,19,29,0,11,14,15,65,73,1214,1437,2650,50,56,104,27,36,59,240,279,519,729,792,1527,17,15,40,14253,15794,30046
POA6281,2883,3051,5928,0,0,0,0,0,0,11,23,37,4,4,10,0,0,0,0,0,0,0,0,0,26,53,79,0,0,0,0,0,0,22,9,32,4,11,13,0,0,0,0,0,0,28,28,55,20,15,37,6,15,18,3,7,14,0,0,0,6,11,13,3,0,6,15,15,26,108,95,201,0,0,3,3,8,9,8,7,13,5,12,20,51,60,117,10,10,17,5,18,25,6,15,17,378,420,798,21,16,39,0,5,4,95,121,217,243,274,521,14,19,29,3983,4320,8302
POA6282,632,582,1219,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,3,7,8,12,0,0,0,0,3,3,4,0,0,0,4,4,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,26,18,46,0,0,0,0,0,0,4,4,4,0,3,3,15,17,29,0,0,3,0,0,0,0,0,0,78,82,167,8,9,12,0,0,0,23,30,54,90,109,197,9,0,10,907,888,1801
POA6284,969,969,1934,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,13,10,25,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,4,6,7,3,6,8,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,8,8,12,35,31,71,0,0,0,0,3,3,0,0,0,3,4,4,13,14,23,0,0,0,0,0,0,0,0,7,100,110,211,13,11,23,0,0,7,33,37,70,137,145,284,3,3,10,1341,1380,2722
POA6285,3502,3594,7093,4,0,0,0,0,0,16,41,57,5,12,18,0,0,0,0,0,0,0,3,3,37,61,97,3,4,3,0,3,3,14,13,25,4,26,29,0,0,4,0,0,0,36,26,59,46,30,80,3,22,30,9,13,28,0,0,0,3,6,13,0,0,0,19,20,42,152,140,298,0,0,0,34,50,79,5,7,9,4,13,17,61,66,125,8,0,9,7,11,22,10,28,29,451,499,951,36,35,71,6,8,16,212,206,419,432,430,861,54,15,67,5175,5387,10563
POA6286,298,267,563,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,4,9,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,9,16,29,0,0,0,3,4,9,0,0,0,0,0,0,7,8,16,0,0,0,0,0,3,0,0,0,39,41,76,4,0,4,0,0,0,22,20,40,24,28,52,3,0,7,417,413,830
POA6288,216,205,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,4,17,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,54,0,5,3,0,0,0,3,5,9,16,29,48,4,3,6,288,298,591
POA6290,613,639,1254,0,0,0,0,0,0,6,0,5,3,0,3,0,0,0,0,0,0,0,0,0,5,14,20,0,0,0,0,0,0,3,0,4,0,3,5,0,0,0,0,0,0,4,0,5,0,5,10,0,4,4,0,0,0,0,0,0,0,3,4,0,0,0,0,4,11,28,26,51,0,0,0,0,4,4,0,0,0,4,0,4,9,4,8,0,0,0,0,0,0,0,4,4,109,112,224,9,6,13,4,0,3,14,21,37,73,69,141,13,0,13,894,926,1824
POA6302,1234,1263,2495,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,0,0,5,0,0,0,0,6,14,0,3,3,0,0,0,0,0,0,8,7,13,3,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,11,17,46,43,95,0,0,0,0,7,7,0,0,0,0,0,3,12,17,25,0,0,0,0,0,0,0,0,5,165,166,328,6,4,13,0,3,3,26,32,54,176,157,336,0,0,0,1709,1742,3450
POA6304,551,543,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,5,0,14,25,18,44,0,0,0,9,13,22,0,0,0,0,0,0,5,9,11,0,0,0,0,0,0,0,0,0,61,66,124,0,3,4,0,0,0,16,18,35,105,95,201,0,5,4,799,799,1589
POA6306,377,370,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,13,8,17,0,0,0,3,6,9,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,16,18,33,0,0,0,0,0,0,7,9,17,52,44,97,0,0,0,478,465,947
POA6308,582,539,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,0,0,6,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,27,31,55,0,0,0,0,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,53,40,91,0,7,7,0,0,0,12,13,23,82,71,153,0,0,0,775,727,1500
POA6309,108,87,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,23,0,0,0,0,0,0,0,0,4,20,15,34,0,0,0,146,130,276
POA6311,234,218,456,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,6,0,21,23,40,0,0,0,0,0,0,0,0,0,24,23,51,3,0,3,299,287,589
POA6312,1643,1700,3346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,30,0,0,0,0,0,0,14,23,36,4,0,4,0,0,0,0,0,0,9,7,13,10,3,15,0,3,4,3,4,9,0,0,0,9,7,11,0,0,6,8,5,10,56,43,104,3,0,6,54,72,121,0,0,0,3,8,8,34,36,69,0,3,9,0,7,3,0,0,0,76,107,186,4,9,10,4,10,5,64,42,110,256,234,482,9,0,8,2275,2328,4602
POA6313,101,90,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,3,0,0,8,5,16,0,0,0,118,113,234
POA6315,683,619,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,4,9,33,34,65,0,0,0,16,15,32,0,0,0,0,0,0,6,11,17,0,0,0,0,0,0,0,0,0,46,72,110,0,0,4,0,0,4,8,11,16,84,96,183,0,3,5,898,889,1779
POA6316,154,133,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,11,17,32,0,0,0,0,0,0,0,0,4,17,21,41,0,0,0,192,180,374
POA6317,1395,1335,2727,20,8,30,0,0,0,0,3,3,11,10,21,0,0,0,3,0,3,17,0,15,0,8,10,0,0,0,0,0,0,7,4,12,3,9,15,0,5,5,0,0,5,4,0,4,12,4,18,0,0,0,0,0,0,0,0,0,19,13,37,0,0,0,10,3,10,65,68,131,7,0,10,12,22,37,0,0,0,10,15,19,24,20,47,3,0,6,0,9,9,24,47,74,54,81,133,3,3,5,3,3,3,137,79,217,250,217,472,3,0,3,2105,1982,4085
POA6318,191,174,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,11,12,18,0,0,0,0,0,0,0,0,6,23,38,60,0,0,0,244,241,483
POA6320,223,207,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,20,0,3,3,0,0,0,4,0,5,31,32,67,0,0,0,274,258,530
POA6321,173,167,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,33,0,0,0,0,0,0,0,3,3,34,29,64,0,0,0,235,224,465
POA6322,90,86,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,23,0,0,0,0,0,0,0,0,0,10,10,23,0,0,0,119,117,236
POA6323,358,336,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,17,23,35,0,0,0,4,9,9,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,76,57,124,0,0,5,0,0,0,6,5,11,59,46,107,0,0,0,533,490,1024
POA6324,1324,1211,2530,49,29,84,0,0,0,5,3,5,3,0,3,0,0,3,0,0,0,0,0,0,10,20,25,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,0,0,0,4,0,3,3,0,4,4,0,0,0,0,0,0,5,4,9,0,0,0,12,13,19,40,32,73,0,7,8,14,19,35,0,4,4,0,0,0,15,15,32,0,3,0,0,0,0,3,4,6,121,152,273,9,7,16,4,0,7,22,32,50,208,216,419,5,3,9,1863,1783,3639
POA6326,176,169,351,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,4,0,4,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,15,18,33,0,0,3,0,0,0,6,8,9,22,29,47,0,0,0,241,248,492
POA6327,105,92,191,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,13,9,18,0,0,0,0,0,0,0,6,6,23,10,31,0,0,0,148,113,267
POA6328,176,152,321,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,15,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,17,0,0,6,0,0,0,0,0,0,18,20,41,0,0,0,214,199,419
POA6330,13871,14317,28192,3,0,3,0,0,4,52,64,115,33,51,78,5,6,13,5,3,7,7,3,15,76,124,200,3,6,5,11,11,20,72,63,130,18,48,70,4,5,9,0,0,3,28,37,69,74,71,143,8,17,23,5,11,16,0,3,3,44,39,87,3,4,6,106,125,230,313,322,635,0,4,9,239,353,593,21,21,43,13,24,37,218,243,456,20,19,38,5,14,19,59,89,148,1449,1693,3143,58,80,135,20,16,41,368,373,738,978,888,1866,31,23,56,18232,19172,37401
POA6333,2090,2195,4284,0,0,0,0,0,0,8,11,18,4,3,9,0,4,4,0,0,0,0,0,0,19,38,62,0,0,0,0,0,0,11,8,19,0,13,18,0,0,0,0,0,0,9,13,19,10,3,13,4,4,7,0,0,6,0,0,0,6,6,6,0,0,0,22,24,43,63,60,117,0,0,0,0,13,15,3,3,13,0,7,11,41,39,78,4,3,6,0,0,0,0,7,12,361,372,730,15,20,40,9,6,16,76,86,159,306,317,621,5,7,4,3061,3281,6336
POA6335,291,265,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,20,0,0,0,28,17,48,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,11,11,24,0,0,4,0,0,0,0,6,9,32,36,70,0,0,0,397,365,758
POA6336,143,110,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,0,0,0,23,8,33,0,0,0,181,141,325
POA6337,231,165,399,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,0,0,0,6,0,3,0,0,0,0,0,0,6,7,11,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,3,5,3,40,37,79,6,0,5,313,234,543
POA6338,307,279,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,8,22,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,0,0,0,0,0,0,0,0,22,19,41,0,0,3,0,0,0,10,6,15,14,18,29,0,0,0,366,350,718
POA6341,109,89,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,6,0,6,9,6,14,0,0,0,141,116,253
POA6343,96,76,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,4,17,21,36,0,0,0,122,106,227
POA6346,548,301,852,0,0,0,0,0,0,4,0,5,6,0,6,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,7,3,11,0,0,0,4,0,4,0,0,0,23,4,29,3,0,4,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,50,14,72,0,0,0,12,3,19,0,0,0,0,0,0,17,3,23,6,0,6,0,0,0,3,3,5,58,25,82,0,0,0,0,0,0,40,11,49,154,40,199,8,3,14,942,430,1371
POA6348,388,346,737,0,0,0,0,0,0,4,6,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,18,35,0,0,0,5,5,17,0,0,0,0,0,0,19,14,43,0,0,0,0,0,0,0,5,7,37,30,65,0,8,11,3,0,3,22,19,38,61,60,117,0,0,0,575,520,1091
POA6350,107,119,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,0,3,3,36,26,61,0,0,0,162,161,319
POA6351,29,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,32,22,57
POA6352,70,49,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,44,19,60,0,0,0,117,72,190
POA6353,334,275,612,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,7,11,5,17,0,0,0,4,3,9,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,11,20,30,0,0,0,0,0,0,4,3,13,32,28,63,0,0,3,416,354,770
