POA_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
POA6346,0,7,3,0,0,0,0,0,0,3,6,6,4,10,19,4,3,10,10,12,24,10,8,15,11,8,18,9,5,14,9,10,17,15,10,30,15,19,39,21,3,20,14,7,19,10,0,10,17,11,30,25,3,28,3,10,11,194,121,313
POA6348,0,5,6,0,3,5,4,4,9,0,14,20,7,37,38,9,14,20,21,11,29,20,13,27,17,11,20,15,10,25,12,9,18,8,8,24,44,29,72,21,3,21,24,9,37,8,0,8,36,13,49,27,4,29,7,15,23,285,215,497
POA6350,0,0,0,0,0,4,0,0,6,0,3,3,0,10,13,0,3,8,12,3,12,8,3,10,12,8,15,7,5,8,8,0,11,10,0,10,5,5,10,3,0,8,3,0,3,0,0,0,0,0,5,8,0,8,0,3,9,77,54,130
POA6351,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,14,5,23
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,4,3,5,0,0,0,0,0,0,6,0,3,8,0,7,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,16,54
POA6353,3,0,3,0,0,0,0,0,0,0,0,0,3,7,13,0,7,9,9,5,16,5,13,21,7,17,23,15,10,28,14,13,25,15,3,15,34,8,39,23,0,23,17,4,18,10,0,10,22,5,23,17,0,24,0,12,14,195,107,305
POA6355,3,4,5,0,0,0,0,0,0,0,4,4,0,10,9,0,0,0,4,3,4,9,15,14,7,7,12,12,0,8,6,0,10,12,9,16,15,6,20,11,0,9,10,0,8,7,0,7,17,0,13,18,0,21,4,6,8,116,66,184
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,4,8,6,0,4,4,0,0,4,3,0,4,0,0,6,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,25,17,46
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,15,3,20
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,3,0,0,0,3,3,4,0,0,3,4,0,4,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,9,33
POA6359,0,0,0,0,0,0,0,6,0,0,4,4,0,6,6,5,3,6,10,0,13,3,4,9,5,13,20,8,9,16,0,5,6,3,3,4,12,3,18,0,4,9,4,0,4,5,0,5,15,5,18,15,0,17,0,8,9,91,77,162
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,19,5,26
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,23,4,28
POA6365,0,0,8,3,0,3,0,0,3,0,0,0,5,14,18,7,8,10,5,3,8,3,7,8,12,9,18,8,8,12,4,6,9,8,0,13,23,0,21,11,0,11,13,3,13,7,0,7,15,0,17,14,0,14,0,9,10,134,65,199
POA6367,0,0,3,0,4,4,0,3,5,0,5,5,4,12,10,0,3,7,8,8,11,4,9,17,4,4,4,8,5,12,3,0,4,4,4,10,5,0,12,7,0,7,8,0,9,3,0,3,3,0,5,20,0,20,7,9,12,89,68,156
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,4,0,4,5,0,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,22,9,30
POA6369,5,4,5,4,0,4,0,0,0,0,8,8,0,10,10,0,3,5,11,3,13,7,5,15,13,11,18,15,8,20,11,11,22,13,5,15,23,6,32,10,0,10,10,0,13,11,0,11,11,0,13,23,0,23,0,5,3,159,83,243
POA6370,0,0,0,4,0,4,0,0,0,0,4,4,0,10,10,4,0,5,5,7,8,8,5,16,4,5,11,11,8,14,4,5,13,6,0,13,11,0,15,11,0,11,3,0,3,3,0,3,10,0,10,12,0,12,3,0,4,104,44,152
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,0,0,0,0,0,4,0,6,6,3,0,3,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,28,17,43
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,9,0,9,4,0,4,0,0,0,4,0,4,4,0,4,6,0,6,0,0,0,28,0,26
POA6375,6,7,7,3,0,0,0,5,6,0,7,8,4,27,33,3,16,23,19,10,25,19,9,30,9,10,22,19,12,29,16,4,20,15,4,20,32,16,43,28,0,28,14,0,12,8,0,8,14,5,19,28,0,29,0,6,8,227,140,367
POA6383,4,5,9,0,0,0,0,8,5,4,13,11,0,22,25,8,9,20,22,3,28,17,12,30,19,9,25,14,7,20,14,6,19,16,0,16,17,4,20,9,0,9,10,3,13,6,0,6,16,4,15,27,0,26,4,3,14,204,116,315
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,9,0,9
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,22,3,25
POA6390,9,3,13,3,4,7,3,10,13,0,8,10,8,22,35,11,15,27,21,12,30,23,14,31,24,17,39,27,11,32,13,10,21,23,10,32,52,21,77,29,0,33,33,5,38,28,0,28,55,6,62,66,4,68,3,9,13,435,177,613
POA6391,0,0,5,0,0,0,0,0,0,0,4,4,4,22,25,3,13,11,20,17,35,6,13,22,15,6,17,20,13,30,19,6,22,20,5,23,33,3,39,27,0,27,17,3,18,17,0,17,38,0,39,23,0,23,3,12,15,266,119,379
POA6392,0,0,0,0,0,0,0,3,3,0,0,0,0,10,9,0,4,5,4,0,7,10,3,12,9,7,19,12,10,18,0,0,6,11,0,11,10,3,17,3,0,3,9,4,11,0,0,0,10,0,14,20,0,21,0,0,5,112,67,174
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,7,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,0,4,36,5,42
POA6394,0,4,4,3,0,3,0,0,5,0,3,3,0,8,11,0,4,7,6,5,11,6,7,15,3,10,20,18,4,24,3,5,3,14,0,12,16,5,17,8,0,8,11,0,12,3,0,3,16,0,13,11,0,16,0,0,5,132,64,191
POA6395,6,8,10,4,3,6,0,14,11,0,12,12,5,34,36,8,16,27,28,20,50,20,19,42,24,28,47,23,13,38,22,13,36,24,13,35,59,14,73,29,0,27,24,3,26,9,0,13,47,6,54,42,0,43,7,20,25,373,242,617
POA6396,0,0,0,0,0,0,0,0,0,5,8,9,0,5,9,0,3,3,0,3,5,0,4,12,8,13,21,6,4,11,4,3,12,9,0,8,19,7,21,8,0,4,7,0,7,3,0,3,9,0,14,9,0,14,3,7,3,87,64,151
POA6397,0,0,0,0,0,0,0,5,5,0,0,0,4,3,4,0,0,0,0,3,5,0,5,11,3,0,3,4,0,4,0,0,0,4,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,21,15,39
POA6398,0,5,8,0,7,3,0,12,13,0,10,12,9,33,41,6,19,28,26,7,35,12,10,25,20,15,29,16,5,16,4,4,7,7,0,7,8,3,19,8,0,11,10,4,12,3,0,3,4,6,7,15,0,14,5,5,12,157,145,300
POA6401,10,32,41,9,9,19,17,42,60,17,79,92,49,221,278,53,120,173,172,63,234,134,73,208,142,89,238,157,67,223,108,51,162,100,42,146,233,69,305,174,7,175,120,16,140,65,8,73,136,18,151,217,13,234,36,54,87,1963,1070,3029
POA6403,0,4,4,0,0,0,0,0,0,0,0,0,4,6,8,0,6,6,3,0,3,0,0,3,0,3,4,5,0,3,0,0,3,0,0,0,3,4,4,0,0,0,3,0,3,0,0,0,4,0,4,11,0,6,0,0,0,45,25,64
POA6405,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,7,5,3,7,12,11,0,9,5,4,15,6,4,12,6,0,3,3,0,11,12,0,12,7,0,10,3,3,3,0,0,0,6,0,6,17,0,17,0,0,6,77,39,113
POA6407,0,4,4,0,0,3,0,3,5,0,10,10,0,21,25,0,15,15,8,5,12,14,9,25,11,9,24,19,7,28,6,9,18,23,7,31,34,9,43,21,4,28,12,0,17,9,0,7,19,5,21,29,0,29,4,3,10,218,124,351
POA6409,0,0,0,0,4,4,0,4,4,0,4,4,5,10,19,0,6,10,6,0,10,5,9,7,5,3,10,12,0,11,3,3,5,7,0,7,10,8,11,13,0,13,3,4,3,5,0,5,4,0,5,15,0,15,0,5,3,91,58,147
POA6410,5,6,18,0,6,6,0,12,14,0,10,15,3,45,46,6,13,22,29,8,39,15,12,29,11,9,24,16,9,24,11,4,12,16,5,22,32,8,38,21,0,19,11,0,12,5,0,0,9,0,11,26,0,26,8,11,18,233,165,397
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,0,0,0,0,0,0,6,4,7,0,0,0,5,0,5,3,0,7,9,0,9,0,0,0,0,0,0,9,0,9,8,0,8,0,0,0,39,10,47
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,10,4,18
POA6413,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5,0,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,24
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,5,23
POA6415,6,10,16,0,4,5,4,17,18,6,28,36,12,67,83,15,40,56,50,31,78,33,39,71,52,32,81,54,35,89,41,24,63,42,26,65,101,36,131,60,0,58,49,0,51,29,0,29,53,14,67,67,5,67,15,15,31,675,427,1107
POA6418,0,6,9,4,0,4,0,3,3,0,3,3,3,25,27,6,8,10,16,7,26,14,13,21,6,15,20,12,7,21,12,6,16,7,0,14,24,5,27,14,0,14,14,0,13,5,0,5,10,4,17,18,0,17,0,6,7,172,99,273
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,5,0,5,0,0,0,19,9,24
POA6420,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,7,4,0,4,0,0,0,0,0,0,6,0,6,3,0,3,0,0,0,24,13,29
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,5,0,0,0,0,4,3,3,0,0,0,0,0,4,0,4,5,0,5,6,0,6,6,0,6,5,0,5,3,0,3,9,0,9,0,0,0,34,14,49
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,3,22,5,20
POA6423,0,0,0,0,0,0,0,4,4,0,0,0,0,8,11,0,0,3,6,3,9,4,0,0,5,3,7,6,0,6,0,5,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,3,7,6,3,0,3,0,3,3,38,37,78
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,3,0,3,0,0,0,13,12,29
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,5,3,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,0,0,3,3,0,3,0,0,0,28,9,33
POA6426,0,8,8,0,3,3,0,12,12,0,6,6,0,25,23,5,14,19,11,9,15,8,18,25,19,8,27,15,17,30,0,11,14,7,15,18,17,29,48,21,3,22,12,7,16,6,0,6,16,9,23,24,4,29,3,14,12,161,196,358
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,13
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,11,5,14
POA6429,0,3,7,0,0,3,0,6,6,0,12,13,6,32,42,3,6,13,17,8,24,12,13,29,12,9,19,9,4,17,13,11,24,9,9,21,24,14,41,20,0,23,6,0,7,0,0,0,18,0,22,34,0,30,4,9,12,193,155,347
POA6430,29,76,104,17,26,44,18,99,120,13,84,102,41,192,232,66,100,166,138,79,220,122,131,253,136,172,308,169,185,356,145,263,408,201,229,429,608,440,1048,577,29,611,649,133,779,418,23,442,1360,172,1532,560,68,629,92,145,233,5367,2640,8006
POA6431,0,3,3,0,0,0,0,0,0,0,9,9,0,6,11,3,0,4,10,3,12,10,11,16,11,3,12,13,5,24,16,14,26,9,13,22,11,11,25,0,0,5,4,3,7,6,0,6,9,4,14,15,0,13,3,10,14,115,104,221
POA6432,11,20,38,4,14,15,7,31,39,5,39,48,13,88,101,26,48,72,54,40,92,49,72,121,61,93,153,84,68,150,80,73,152,81,66,149,218,137,348,179,20,199,149,32,185,103,9,113,217,36,255,159,15,176,24,161,181,1522,1054,2583
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,8,0,11,12
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,0,3,3,3,10,0,4,4,0,3,4,0,0,5,0,5,5,0,3,4,0,5,5,0,0,6,0,0,6,0,0,0,0,0,3,5,0,4,0,19,15,20,65,83
POA6437,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,5,8,5,6,3,8,10,0,4,6,20,11,31,9,0,13,13,6,15,12,0,12,20,9,29,15,3,18,0,13,11,99,70,171
POA6438,0,6,6,0,0,0,0,9,8,3,12,11,0,13,12,3,4,10,12,11,18,3,7,14,5,14,19,5,11,19,10,19,23,3,11,15,12,30,38,5,3,9,11,7,19,0,0,0,11,17,31,18,0,22,8,37,40,110,213,325
POA6440,0,3,3,0,0,0,0,8,12,6,11,9,10,14,21,3,4,8,17,7,24,12,6,16,9,8,17,3,8,19,6,10,19,6,14,22,3,22,29,10,0,10,4,4,14,5,0,5,7,8,17,12,0,12,0,8,12,115,146,258
POA6442,6,12,15,0,3,9,5,6,8,3,18,26,16,34,47,12,14,29,29,12,39,17,11,25,21,15,40,23,13,38,16,16,37,16,14,33,71,54,125,37,0,42,55,11,69,28,0,32,116,18,134,62,6,74,11,26,36,541,300,842
POA6443,7,8,7,0,0,0,0,19,19,0,10,10,9,39,42,6,13,18,13,15,35,13,24,36,4,17,21,12,7,15,3,11,11,0,17,21,8,27,28,6,3,13,5,3,12,3,0,3,8,4,17,25,6,28,9,22,24,127,230,357
POA6445,4,3,5,0,0,0,0,0,0,0,3,3,0,4,4,0,3,3,0,0,0,0,0,5,6,0,5,0,0,4,0,0,0,7,0,7,5,0,5,5,0,5,4,0,4,0,0,0,3,0,3,6,0,6,0,0,0,43,18,57
POA6446,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,4,4,0,5,0,3,4,6,0,3,0,0,0,6,6,10,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,36,14,50
POA6447,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,3,3,8,0,0,10,3,3,4,5,0,9,4,0,4,3,0,3,3,0,0,11,0,11,5,0,5,0,0,0,46,21,63
POA6448,3,0,3,0,0,0,0,0,0,0,0,0,0,6,6,4,7,12,5,4,6,8,4,13,3,0,0,7,6,9,8,6,8,3,0,3,18,0,15,8,0,8,7,0,4,4,0,4,4,0,6,5,0,5,4,0,3,89,37,118
POA6450,29,47,75,11,24,42,18,68,92,21,121,134,64,281,347,49,169,217,179,112,294,162,122,286,188,172,362,228,119,343,156,86,241,197,74,266,425,136,564,294,21,317,253,43,293,114,11,130,322,63,386,443,26,474,49,113,165,3213,1812,5025
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,5,9,0,0,0,0,3,4,0,9,8,3,24,27,0,13,16,17,16,30,7,14,22,7,9,19,15,4,22,8,6,15,16,0,16,22,3,28,10,0,10,7,0,4,7,0,7,19,0,15,21,0,21,9,5,14,172,115,293
POA6461,0,0,0,0,0,0,0,0,0,0,5,5,4,24,23,4,3,9,13,3,24,10,7,15,16,7,19,8,6,11,0,7,13,3,3,10,14,4,22,11,0,13,0,4,4,0,0,0,6,5,10,18,0,20,6,8,13,123,95,220
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,6,0,5,0,3,3,3,0,11,6,4,9,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,10,0,10,0,0,0,43,15,58
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,12,10,22
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,17,3,17
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,6,0,13
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,4,0,3,4,0,5,4,0,3,4,3,8,3,3,7,4,0,4,5,0,10,3,0,8,4,0,4,0,0,0,4,0,4,3,0,3,0,0,0,48,24,66
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,7
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,3,3,8,0,0,0,5,0,5,8,4,9,4,0,4,3,0,0,0,0,5,7,0,7,10,0,10,0,0,0,40,17,62
POA6473,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,3,16
POA6475,3,0,3,0,0,0,0,3,7,0,4,4,3,6,9,0,9,6,14,3,16,9,0,10,3,4,7,11,6,16,3,6,12,0,5,6,8,12,16,9,0,9,0,0,4,0,0,0,8,0,12,10,0,10,4,3,5,92,69,161
POA6476,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,19
POA6477,0,0,0,0,3,3,0,0,0,0,3,5,0,3,8,3,0,3,0,0,6,5,5,6,0,3,4,3,5,10,4,6,6,3,0,7,3,3,9,4,0,4,0,4,4,0,0,0,7,0,8,9,0,9,0,0,0,54,44,98
POA6479,5,0,8,0,0,0,0,0,5,6,3,5,4,15,18,8,9,7,4,4,9,4,9,16,8,9,18,9,11,17,11,3,13,5,3,13,17,5,19,15,0,13,8,0,8,9,0,10,7,3,16,23,0,23,6,3,5,144,86,234
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,9,18,27
POA6485,0,4,7,0,0,5,0,3,3,4,9,7,0,22,22,10,10,22,17,10,26,0,9,11,4,7,20,6,10,14,0,3,6,4,0,5,13,6,16,7,0,7,4,0,6,4,0,4,11,0,11,5,0,5,0,5,5,101,108,213
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,9,15
POA6488,0,0,0,0,0,3,0,0,0,0,0,0,0,11,10,0,0,4,7,0,9,3,0,6,9,7,8,5,0,4,5,0,4,3,3,4,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,3,7,37,37,76
POA6489,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,22,26,41
POA6490,0,0,3,0,0,0,0,0,0,0,0,4,4,5,5,0,5,5,8,0,9,7,3,13,8,5,8,8,0,6,0,6,3,0,3,0,3,0,3,5,0,5,4,0,4,0,0,0,3,0,6,11,0,11,0,0,3,61,35,88
POA6501,0,6,10,3,0,3,0,0,3,3,5,11,3,12,13,4,4,9,10,0,17,19,4,20,13,11,23,12,6,16,13,4,14,15,3,15,25,4,33,20,0,20,25,5,24,19,0,19,38,0,38,28,3,33,3,4,5,259,69,323
POA6502,0,0,5,0,5,5,3,6,12,0,3,6,9,25,33,6,10,15,27,5,31,24,24,44,26,3,34,28,10,31,9,0,20,7,9,21,36,7,47,30,0,30,33,6,31,7,0,7,25,3,33,42,0,42,6,11,12,329,125,446
POA6503,9,12,18,5,0,8,6,10,13,5,11,16,5,41,47,10,25,31,35,21,55,29,24,52,33,20,49,47,17,62,30,9,34,42,17,57,75,19,92,55,0,53,31,8,37,21,0,21,45,4,53,85,4,90,12,11,25,582,253,835
POA6504,4,0,4,0,0,4,0,0,0,0,5,5,0,4,4,0,0,0,9,0,8,4,5,7,5,0,6,0,0,5,0,4,3,8,0,8,4,0,4,6,0,6,3,0,3,4,0,4,4,0,3,9,0,9,0,5,5,55,18,73
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,4,4,4,6,0,4,9,0,4,6,6,0,6,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,32,14,43
POA6506,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,30
POA6507,6,3,4,0,0,0,0,0,0,0,0,0,6,8,12,0,11,7,4,7,11,3,9,9,4,3,11,7,0,9,4,0,7,9,3,14,19,9,25,11,0,11,12,0,12,7,0,7,12,4,20,17,3,14,0,8,9,120,67,192
POA6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,8,4,0,3,7,3,0,3,5,0,3,4,0,3,5,0,5,4,0,4,3,0,3,4,0,8,0,0,0,0,5,5,34,30,58
POA6510,9,9,19,0,0,3,6,8,9,0,16,16,14,52,60,10,20,29,31,24,56,26,25,52,30,21,50,37,14,50,20,19,45,25,15,39,53,20,73,44,0,47,42,10,53,23,0,18,35,8,42,45,3,49,5,22,26,461,275,735
POA6511,0,0,6,0,4,4,0,5,5,3,5,9,3,16,20,0,11,11,16,6,22,4,14,21,4,16,21,16,7,29,3,3,7,9,3,17,12,3,16,4,4,7,0,5,11,7,0,7,11,6,14,10,0,14,0,0,3,118,114,225
