POA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
POA6351,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,4,0,0,7,0,3,0,0,8,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,22,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,16,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,11,0,0,10,0,8,0,0,7,4,9,0,0,10,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,4,32,3,0,42
POA6352,0,0,0,0,5,0,0,0,0,3,0,8,8,0,17,0,8,7,0,17,0,10,6,0,20,0,6,14,0,20,0,10,3,0,12,0,0,0,0,5,0,0,0,0,0,4,46,43,0,100,0,0,0,0,0,0,0,0,0,3,0,7,0,0,8,3,13,5,0,16,0,5,3,0,8,0,7,3,0,11,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,5,38,15,0,56,0,4,0,0,3,0,3,3,0,0,0,12,13,0,24,0,18,11,0,33,0,16,15,0,27,0,12,17,0,30,0,12,8,0,19,0,3,0,0,7,0,0,0,0,0,11,89,57,0,154
POA6353,0,16,5,0,19,0,21,0,0,22,0,57,3,0,60,5,35,5,0,44,9,47,4,0,59,3,49,10,0,67,0,31,0,0,37,0,20,0,0,21,0,0,0,0,0,22,283,32,0,334,0,13,0,0,13,0,15,0,0,22,0,38,4,0,46,13,42,3,0,58,12,29,0,0,40,4,36,8,0,50,4,28,0,0,34,0,19,0,0,23,0,10,0,0,10,31,228,21,0,289,0,29,5,0,28,0,40,5,0,44,3,93,7,0,101,18,80,8,0,97,17,77,6,0,104,7,92,17,0,115,5,63,6,0,72,0,40,5,0,47,0,8,0,0,9,55,509,50,3,617
POA6355,0,5,0,0,8,0,5,4,0,8,0,21,0,0,19,0,34,3,0,39,0,33,4,0,40,10,32,0,0,44,4,28,0,0,32,0,6,0,0,6,0,0,0,0,0,12,166,20,0,196,0,0,0,0,0,0,3,0,0,9,0,25,4,0,28,4,24,3,0,29,4,23,0,0,29,6,25,0,0,31,0,12,0,0,16,0,3,0,0,4,0,0,0,0,0,21,122,14,0,149,0,9,0,0,9,0,12,3,0,13,0,42,3,0,50,5,56,5,0,70,3,56,6,0,71,12,58,7,0,75,0,44,5,0,52,0,15,0,0,13,0,0,0,0,0,34,282,32,0,348
POA6356,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,4,0,16,0,12,0,0,13,0,11,0,0,12,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,7,56,6,0,66,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,5,0,9,0,0,6,0,4,0,0,9,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,25,0,0,28,0,6,0,0,6,0,0,0,0,4,0,10,0,0,10,4,15,4,0,23,0,21,3,0,23,3,16,0,0,19,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,5,84,7,0,98
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,14,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,4,0,0,4,0,4,0,0,4,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,3,17,6,0,26,0,0,0,0,0,0,5,0,0,5,4,5,5,0,7,3,7,0,0,8,6,10,0,0,15,0,3,0,0,3,0,10,3,0,10,0,0,0,0,0,0,0,0,0,0,5,31,10,0,49
POA6358,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,4,0,0,3,0,4,0,0,8,0,5,0,0,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,5,8,32,3,0,36,0,0,5,0,5,0,0,0,0,0,0,4,0,0,3,0,4,4,0,5,0,5,0,0,8,0,6,0,0,3,0,0,0,0,3,0,6,0,0,6,0,0,0,0,0,6,22,9,0,36,0,3,5,0,7,0,6,0,0,4,0,10,0,0,8,0,6,4,0,10,0,11,0,0,18,5,6,0,0,13,0,4,3,0,9,0,6,0,0,6,0,0,0,0,5,10,49,11,0,76
POA6359,0,13,0,0,13,5,27,10,0,39,5,78,9,3,90,12,63,15,0,86,5,67,10,0,82,8,58,11,0,78,0,28,6,0,36,0,11,4,0,16,0,4,3,0,8,34,348,52,3,441,0,0,0,0,0,0,14,0,0,14,3,16,4,0,23,0,27,3,0,32,9,20,5,0,25,8,21,6,0,36,10,21,0,0,31,0,8,0,0,10,0,0,0,0,3,28,133,21,0,184,0,15,0,0,15,3,40,10,0,48,7,95,7,3,114,9,96,18,0,117,18,85,14,0,112,17,81,20,0,116,9,49,6,0,65,0,25,0,0,25,0,8,5,0,12,60,482,76,3,623
POA6361,0,0,0,0,0,0,0,0,0,6,0,4,3,0,7,0,3,0,0,3,0,4,0,0,7,0,6,3,0,3,0,3,5,0,8,0,9,0,0,3,0,0,0,0,0,0,28,13,0,44,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,0,9,0,6,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,7,0,33,0,0,0,0,0,0,8,5,0,13,0,4,3,0,5,0,9,0,0,13,0,9,3,0,14,0,10,3,0,16,0,3,5,0,6,0,8,0,0,6,0,0,0,0,0,4,52,18,0,77
POA6363,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,5,0,0,5,0,9,0,0,11,0,3,0,0,3,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,27,5,0,31,0,3,0,0,3,0,0,0,0,0,0,6,0,0,4,0,3,0,0,3,0,15,0,0,11,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,35,0,4,0,0,4,0,0,0,0,3,0,7,0,0,10,0,11,0,0,11,3,20,3,0,19,0,9,0,0,7,0,3,0,0,3,0,4,0,0,8,0,0,0,0,0,3,54,4,0,66
POA6365,0,3,0,0,0,0,11,0,0,9,3,21,6,0,23,3,32,3,0,37,0,32,4,0,39,0,36,6,0,45,0,23,4,0,32,0,17,0,0,20,0,6,0,0,5,11,171,26,0,214,0,4,0,0,4,0,0,0,0,0,8,18,4,0,30,0,27,4,0,34,3,22,0,0,25,8,27,3,0,39,5,18,5,0,23,0,12,0,0,13,0,0,0,0,0,25,135,19,0,177,0,6,3,0,9,0,10,0,0,10,8,37,6,0,54,4,61,5,0,71,9,54,6,0,66,10,60,11,0,78,9,47,0,0,59,0,28,0,0,28,0,7,4,0,9,39,307,42,0,386
POA6367,0,7,0,0,3,0,3,0,0,9,0,9,5,0,19,0,9,0,0,12,5,14,0,0,21,3,33,5,0,38,0,20,0,0,29,0,4,0,0,7,0,4,0,0,7,16,114,11,0,145,0,4,0,0,8,0,0,0,0,4,0,11,0,0,13,3,10,0,0,18,6,14,0,0,23,11,21,0,0,32,3,19,0,0,26,0,3,0,0,6,0,8,0,0,7,27,99,9,0,135,3,8,7,0,14,0,11,0,0,12,0,26,3,0,32,3,25,3,0,30,12,35,0,0,48,9,51,4,0,70,5,40,0,0,52,0,13,4,0,21,0,9,3,0,9,44,211,27,0,282
POA6368,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,0,6,0,0,6,0,3,0,0,3,4,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,0,0,36,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,3,3,0,0,6,0,3,0,0,5,0,0,0,0,4,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,8,19,5,0,29,0,0,0,0,0,0,5,4,0,3,0,16,0,0,14,3,12,0,0,18,0,7,0,0,6,5,4,0,0,11,5,6,4,0,11,0,0,0,0,4,0,0,0,0,0,13,44,6,0,65
POA6369,0,4,0,0,5,0,10,8,0,14,0,36,7,0,44,4,29,3,0,34,0,37,17,0,52,5,35,13,0,49,0,31,8,0,39,0,18,3,0,23,3,6,4,0,15,9,209,58,0,282,0,7,0,0,7,0,7,0,0,7,3,28,4,0,35,0,23,3,0,26,3,29,12,0,44,7,35,6,0,44,5,25,3,0,29,4,23,3,0,27,0,15,11,0,20,28,181,38,0,244,0,11,4,0,17,0,14,8,0,21,3,71,9,0,77,4,47,12,0,59,8,66,22,0,94,10,64,15,0,94,5,54,8,0,71,6,40,11,0,53,4,20,10,0,34,39,391,95,0,520
POA6370,0,9,0,0,9,0,5,0,0,5,3,17,4,0,28,5,11,0,0,13,0,18,3,0,24,3,30,5,0,45,7,20,8,0,31,0,9,3,0,16,0,3,0,0,3,18,122,32,0,171,3,7,0,0,5,0,7,0,0,7,3,16,3,0,25,5,12,5,0,23,0,20,4,0,23,7,24,11,0,39,6,14,0,0,17,4,16,5,0,20,0,5,4,0,5,24,111,27,0,164,3,8,0,0,13,0,11,0,0,14,9,38,12,0,54,9,27,3,0,38,4,36,7,0,45,14,51,18,0,78,6,32,8,0,45,4,26,4,0,37,0,5,4,0,12,45,235,56,0,337
POA6372,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,3,0,0,4,0,5,6,0,8,5,11,8,0,17,0,7,3,0,11,0,3,0,0,3,0,3,0,0,3,3,35,15,0,58,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,7,0,0,0,0,4,0,4,0,0,7,0,8,4,0,9,0,3,5,0,9,0,0,0,0,0,0,30,6,0,41,0,9,0,0,6,0,0,0,0,0,0,7,3,0,7,0,9,0,0,15,0,13,6,0,18,6,15,8,0,21,0,10,7,0,24,0,9,5,0,9,0,7,0,0,7,11,71,20,0,103
POA6373,0,0,0,0,0,0,7,0,0,7,0,6,0,0,6,0,6,0,0,6,0,4,0,0,11,0,4,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,30,0,0,38,0,0,0,0,0,0,6,0,0,6,0,3,0,0,3,5,3,0,0,3,0,10,0,0,7,0,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,25,0,0,28,0,0,0,0,0,0,6,0,0,6,0,9,0,0,9,5,8,0,0,11,3,16,0,0,17,0,10,0,0,7,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,59,0,0,63
POA6375,0,17,0,0,18,0,25,0,0,25,3,40,0,0,42,0,45,4,0,54,5,42,3,0,52,10,47,4,0,55,12,60,3,0,74,3,19,0,0,28,3,14,3,0,15,31,303,25,0,359,0,8,0,0,8,0,13,0,0,12,4,45,4,0,50,3,36,0,0,48,3,32,0,0,39,7,45,4,0,56,8,47,4,0,66,0,30,4,0,35,3,14,6,0,21,39,272,30,0,345,0,24,5,0,26,0,36,0,0,38,10,78,4,0,95,3,85,6,0,100,12,73,6,0,95,18,86,3,0,112,21,104,11,0,138,3,50,7,0,63,4,33,4,0,38,72,572,55,4,703
POA6383,0,9,3,0,11,0,0,3,0,6,0,27,9,0,34,0,23,8,0,42,7,25,23,0,54,6,46,18,0,70,11,59,30,0,95,0,34,11,0,43,0,11,3,0,16,26,240,101,0,367,0,5,0,0,11,0,6,5,0,6,0,37,14,0,55,7,27,11,0,41,14,26,22,0,56,11,52,23,0,85,7,45,18,0,79,8,23,9,0,42,0,15,4,0,22,52,239,108,0,399,0,21,8,0,25,0,8,9,0,16,3,64,27,0,93,7,55,20,0,80,19,53,40,0,110,19,98,38,0,152,19,105,48,0,170,7,59,20,0,87,4,29,9,0,40,78,477,210,0,765
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,14
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16
POA6386,0,0,0,0,0,0,3,3,0,9,0,0,3,0,7,0,0,3,0,6,0,4,0,0,9,0,4,3,0,8,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,6,20,16,0,40,0,0,0,0,0,0,4,6,0,10,0,0,0,0,6,0,0,0,0,6,0,4,0,0,3,0,9,5,0,13,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,4,19,16,0,37,0,0,0,0,5,0,5,8,0,12,0,3,4,0,8,0,5,7,0,13,0,6,0,0,12,0,10,12,0,20,5,0,7,0,13,0,0,0,0,0,0,0,0,0,0,9,39,37,0,83
POA6390,4,25,3,0,27,6,33,0,0,37,18,118,9,0,145,14,156,3,0,177,20,170,12,0,205,30,158,12,0,196,11,84,9,0,105,0,37,4,0,41,0,8,0,0,11,101,780,58,4,945,4,27,3,0,32,0,30,0,0,35,13,76,8,0,94,10,96,13,0,120,15,96,10,0,118,18,99,6,0,128,10,72,7,0,90,5,25,7,0,41,0,7,4,0,7,79,535,56,0,665,3,52,4,0,64,8,65,0,3,69,30,201,21,0,247,22,251,17,0,293,31,260,26,0,318,47,258,22,0,324,27,155,8,0,191,8,64,9,0,85,0,10,3,0,20,174,1315,119,5,1608
POA6391,0,18,3,0,22,0,20,6,0,20,4,41,5,0,49,6,62,11,0,80,5,48,3,0,61,11,54,4,0,66,8,45,6,0,53,3,32,4,0,39,0,4,0,0,13,33,324,44,0,400,0,15,0,0,15,3,10,3,0,12,8,45,6,0,61,9,56,6,0,66,9,45,5,0,57,10,59,11,0,80,5,38,5,0,51,3,24,8,0,34,0,10,0,0,9,44,297,49,0,387,0,32,3,0,39,3,27,9,0,35,7,87,13,0,110,12,119,19,0,151,13,101,8,0,118,26,109,18,0,149,16,80,12,0,107,0,53,10,0,68,0,11,3,0,17,78,624,90,0,792
POA6392,0,3,0,0,3,0,7,0,0,7,0,14,0,0,10,0,18,7,0,23,0,21,0,0,23,9,29,8,0,48,0,31,0,0,30,0,16,0,0,16,0,6,3,0,11,11,142,19,0,180,0,5,0,0,3,0,3,0,0,5,0,14,9,0,21,0,16,4,0,26,9,20,5,0,30,6,23,5,0,36,3,22,0,0,24,0,14,0,0,13,0,7,0,0,6,25,125,20,0,167,0,8,0,0,8,0,15,0,0,16,0,24,8,0,37,4,32,15,0,54,8,41,5,0,54,17,55,9,0,81,4,49,0,0,52,0,27,0,0,31,0,11,4,0,15,35,268,39,0,341
POA6393,0,3,0,0,4,0,0,0,0,3,0,4,0,0,4,0,8,0,0,11,0,3,3,0,10,0,8,0,0,14,0,3,0,0,3,0,3,0,0,10,0,0,0,0,0,5,41,12,0,54,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,4,3,9,4,0,12,0,4,0,0,8,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,7,30,5,0,40,0,4,0,0,3,0,0,5,0,3,0,3,0,0,8,0,11,0,0,13,0,10,6,0,22,0,17,4,0,20,5,15,4,0,16,0,3,0,0,6,0,0,0,0,0,9,68,13,0,92
POA6394,0,5,0,0,3,0,12,0,0,14,0,10,4,0,13,0,24,0,0,24,7,33,3,0,48,9,36,4,0,46,3,22,4,0,29,0,18,0,0,24,0,3,0,0,3,24,159,23,0,208,0,3,0,0,3,0,4,0,0,8,0,12,3,0,14,5,15,0,0,22,8,33,7,0,40,3,22,3,0,30,4,24,6,0,32,0,9,0,0,13,0,0,0,0,0,17,130,20,0,169,0,7,0,0,8,0,19,3,0,21,3,23,5,0,28,5,43,3,0,49,11,65,8,0,86,11,58,9,0,80,8,44,9,0,61,3,34,8,0,43,0,9,0,0,9,39,294,42,0,377
POA6395,0,20,3,0,23,4,26,0,0,27,9,66,6,0,77,9,98,11,0,117,12,61,8,0,78,26,105,13,0,141,5,71,0,0,83,0,39,7,0,50,0,16,0,0,22,65,494,61,0,620,0,19,0,0,22,3,24,0,0,26,11,58,6,0,74,17,76,12,0,103,19,55,8,0,85,28,80,10,0,117,12,62,0,0,74,3,44,11,0,57,0,26,0,0,28,84,445,56,0,591,0,40,3,0,46,7,50,0,0,57,15,125,15,0,154,20,178,16,0,214,35,113,20,0,167,54,182,25,0,256,24,133,6,0,155,0,86,23,0,108,0,45,9,0,51,147,937,117,0,1208
POA6396,0,5,0,0,5,0,9,0,0,9,0,13,0,0,17,0,25,0,0,26,3,28,5,0,35,0,39,7,0,44,0,19,4,0,24,0,5,0,0,8,0,0,0,0,4,10,150,15,0,176,0,0,0,0,4,0,8,0,0,4,0,7,0,0,16,0,27,0,0,25,0,19,0,0,24,4,20,4,0,24,0,15,3,0,14,0,5,3,0,11,0,0,0,0,0,9,97,19,0,122,0,5,0,0,5,0,14,0,0,16,3,32,3,0,34,0,46,0,0,55,8,51,13,0,61,4,53,10,0,65,3,34,3,0,37,0,13,4,0,17,0,5,0,0,3,19,246,31,0,299
POA6397,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,5,13,0,0,12,0,6,0,0,6,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,8,37,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,5,5,0,0,11,0,4,0,0,6,0,3,0,0,9,0,4,0,0,4,0,0,0,0,0,6,24,5,0,30,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,3,0,0,7,3,17,4,0,22,0,12,0,0,18,0,14,3,0,17,0,4,0,0,4,0,0,0,0,0,15,53,5,0,76
POA6398,0,11,0,0,11,0,10,0,0,5,3,17,0,0,23,0,16,4,0,24,6,31,0,0,43,7,42,13,0,60,9,51,5,0,64,3,26,0,0,38,0,0,0,0,5,36,208,27,0,268,0,9,0,0,11,0,4,0,0,5,0,22,0,0,23,4,17,0,0,23,9,27,0,0,39,16,52,4,0,72,0,40,0,0,42,5,28,0,0,29,0,4,0,0,6,35,194,18,0,251,0,18,0,0,20,0,8,0,0,11,8,38,6,0,45,4,37,9,0,46,14,59,4,0,86,24,92,17,0,133,8,92,8,0,108,11,53,3,0,66,0,5,0,0,10,71,407,47,0,526
POA6401,14,223,38,0,269,11,169,49,0,229,28,315,171,0,521,35,320,129,4,487,53,330,100,0,490,57,424,66,0,550,50,393,56,0,498,30,192,29,0,246,5,57,13,0,75,288,2422,652,3,3364,11,206,23,0,240,14,154,32,0,199,51,321,31,0,403,67,334,46,0,446,102,373,58,0,536,113,447,43,0,606,69,380,34,0,482,27,206,40,0,269,6,103,19,0,124,457,2522,320,3,3300,24,433,57,0,507,21,322,83,0,428,80,632,209,0,921,102,650,181,6,937,156,709,152,6,1023,170,873,107,0,1150,121,770,85,0,980,58,397,65,4,515,10,156,37,0,205,741,4941,978,6,6668
POA6403,0,0,0,0,0,0,3,0,0,3,5,7,0,0,3,0,5,0,0,5,0,9,0,0,10,0,10,4,0,15,3,11,0,0,9,0,8,0,0,4,0,0,0,0,0,11,45,4,0,62,0,6,0,0,7,0,0,0,0,5,0,5,0,0,5,3,6,0,0,12,0,8,0,0,8,0,9,3,0,13,0,6,0,0,10,0,6,0,0,5,0,0,0,0,0,7,51,5,0,67,0,9,0,0,7,0,3,0,0,10,5,6,0,0,7,3,14,0,0,14,0,17,0,0,20,3,23,8,0,32,3,17,0,0,17,0,16,0,0,17,0,0,0,0,0,14,95,10,0,123
POA6405,0,3,0,0,4,0,6,0,0,6,0,19,0,0,19,5,12,3,0,16,0,16,5,0,19,0,24,4,0,27,4,12,7,0,20,0,7,0,0,8,0,0,0,0,0,14,94,16,0,122,0,11,4,0,12,4,5,0,0,5,5,9,0,0,15,6,24,4,0,27,0,13,0,0,13,3,16,0,0,22,5,14,0,0,20,0,3,0,0,5,0,0,0,0,0,22,89,11,0,120,0,14,3,0,18,4,9,0,0,11,5,28,0,0,33,10,34,5,0,43,0,21,5,0,30,10,41,4,0,47,6,28,8,0,47,0,8,0,0,14,0,5,0,0,5,37,187,22,0,241
POA6407,5,107,3,0,121,6,17,4,0,24,7,57,4,0,61,3,35,0,0,46,3,43,7,0,52,11,50,0,0,60,3,37,0,0,48,0,24,0,0,24,0,8,0,0,10,39,384,26,0,445,0,53,6,0,59,3,14,4,0,21,5,39,5,0,52,3,44,8,0,55,11,38,5,0,57,10,38,0,0,45,13,33,5,0,45,4,16,0,0,22,0,10,0,0,12,44,290,36,0,367,5,157,17,0,177,10,38,3,0,50,10,101,6,0,114,10,74,13,0,100,16,89,12,0,108,16,83,0,0,104,10,73,4,0,86,4,42,6,0,44,0,23,0,0,20,81,676,59,0,814
POA6409,0,9,0,0,10,0,8,0,0,8,4,22,3,0,28,0,8,0,0,13,9,21,3,0,35,8,27,7,0,48,0,12,4,0,17,3,8,0,0,13,0,3,0,0,3,23,129,20,0,175,0,8,0,0,7,0,3,4,0,4,0,12,3,0,15,5,17,0,0,26,8,11,12,0,27,6,13,3,0,22,0,10,3,0,18,4,7,4,0,15,0,0,4,0,0,24,88,29,0,136,0,12,0,0,17,0,10,4,0,13,4,35,7,0,42,4,28,0,0,36,16,36,13,0,61,12,45,12,0,70,3,24,6,0,34,4,20,4,0,27,0,3,4,0,9,46,211,48,0,308
POA6410,0,17,3,0,22,0,16,0,0,17,0,39,4,0,48,0,45,0,0,49,9,45,9,0,59,16,58,6,0,77,5,56,5,0,67,11,31,11,0,44,0,5,3,0,11,42,302,45,0,395,0,22,5,0,26,0,12,0,0,8,6,30,0,0,38,7,40,4,0,52,12,45,4,0,61,21,52,9,0,80,6,40,4,0,51,4,38,7,0,51,0,27,6,0,30,57,299,45,0,406,0,35,12,0,50,0,21,4,0,25,11,65,8,0,90,9,79,7,0,97,21,90,16,0,126,33,108,16,0,158,13,97,4,0,119,12,70,16,0,96,4,34,3,0,42,107,609,86,0,796
