POA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6124,26,21,42,50,82,53,12,0,0,284,8,5,19,22,16,29,30,31,3,165,5,0,3,9,8,6,0,0,0,31,34,27,55,85,103,86,48,32,8,474,15,14,39,66,113,89,12,0,0,349,18,15,26,23,25,38,11,4,0,162,0,0,10,5,4,3,7,0,0,22,7,4,0,5,3,0,0,0,0,26,39,37,77,95,146,129,32,8,0,558,0,0,0,3,7,6,0,0,0,14,4,0,0,0,4,0,0,0,0,10,4,0,0,3,11,6,0,0,0,23,47,38,77,100,154,135,32,8,0,582,14,7,24,32,23,48,61,59,16,273,3,0,5,17,14,9,0,5,0,51,63,40,103,150,190,188,93,66,18,908
POA6125,59,68,118,147,207,160,38,5,0,809,46,8,22,24,42,78,121,92,29,459,4,5,7,10,10,15,10,11,6,71,111,83,156,182,263,253,171,104,27,1341,32,84,131,173,269,195,40,4,0,934,71,49,67,73,125,102,51,10,0,544,3,0,17,12,18,30,4,0,0,92,10,6,5,7,8,7,6,0,0,43,114,140,224,267,425,336,96,18,0,1609,4,4,5,10,13,0,0,0,0,34,5,0,0,4,5,12,0,0,0,23,10,5,3,13,16,9,0,0,0,61,123,146,226,278,443,346,97,18,0,1671,102,30,105,142,140,156,250,182,42,1136,11,7,12,15,23,26,24,15,4,139,239,178,346,433,606,522,366,215,47,2944
POA6126,5,3,6,7,18,15,8,4,0,64,3,0,0,5,0,7,5,7,0,29,0,0,0,4,4,3,0,0,0,9,10,3,7,15,21,22,20,4,0,98,0,4,3,11,21,10,7,0,0,60,3,3,4,9,7,10,6,3,0,49,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,11,6,10,16,28,29,12,4,0,121,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,16,32,29,12,4,0,119,3,0,6,13,8,21,25,12,0,87,3,5,0,7,3,6,6,0,0,19,12,10,11,30,36,52,41,19,3,228
POA6147,183,328,781,781,647,576,140,12,0,3440,151,70,212,280,193,340,621,377,120,2365,16,24,44,41,39,20,19,19,3,218,347,415,1035,1101,876,933,785,409,122,6022,49,284,1018,1035,813,626,143,7,0,3979,235,365,489,521,408,383,174,19,3,2592,6,13,71,39,47,31,16,0,0,227,3,22,30,32,30,14,0,0,0,139,292,679,1611,1631,1295,1059,325,29,3,6929,16,30,62,51,48,51,10,0,0,265,70,33,36,39,19,25,7,0,0,242,87,64,105,95,67,79,16,0,0,505,379,743,1711,1727,1363,1138,340,29,4,7433,356,152,317,379,331,535,1122,711,202,4109,39,49,88,107,72,33,40,31,4,467,776,942,2114,2218,1766,1710,1509,764,210,12010
POA6148,316,425,709,1087,1039,689,204,26,0,4502,340,91,135,256,255,358,810,665,284,3198,7,7,18,24,14,29,29,50,50,236,662,527,869,1374,1305,1071,1044,742,337,7928,56,338,862,1388,1361,850,174,10,0,5040,444,430,406,616,621,491,247,49,8,3323,8,18,62,64,38,53,23,3,0,273,6,11,24,18,21,23,9,0,0,109,517,809,1361,2091,2037,1419,455,68,8,8747,13,22,44,53,53,35,6,0,0,228,99,44,22,33,25,24,9,0,0,253,110,66,73,85,78,53,15,4,0,484,627,872,1430,2178,2113,1474,463,68,8,9228,691,191,188,330,348,585,1423,1161,484,5403,16,16,36,60,36,51,49,78,84,422,1336,1085,1654,2564,2495,2107,1937,1306,574,15054
POA6149,331,381,694,1069,1016,859,270,15,0,4638,208,68,108,210,184,409,1020,556,278,3042,4,11,8,20,9,17,19,33,35,159,541,462,815,1295,1209,1280,1311,604,317,7842,68,281,925,1380,1383,984,252,14,0,5286,472,427,361,627,558,558,341,55,3,3396,15,17,59,50,37,63,45,6,0,289,3,11,16,24,18,8,4,0,0,90,559,739,1366,2078,1984,1616,637,74,3,9060,10,22,42,36,32,32,3,0,0,178,78,41,26,30,28,26,20,0,0,254,96,61,68,70,63,55,17,0,0,431,652,797,1435,2147,2054,1672,658,74,3,9495,488,137,176,271,230,620,1856,1032,445,5252,10,15,21,36,21,31,38,50,54,287,1154,948,1629,2448,2303,2325,2559,1157,507,15035
POA6150,322,373,468,614,688,495,162,15,4,3136,209,121,111,135,146,345,668,469,239,2441,31,17,82,69,71,62,82,92,104,606,559,511,660,819,905,905,916,572,339,6191,41,240,600,776,851,635,159,10,0,3314,424,408,284,366,401,353,220,30,0,2494,15,21,44,33,28,27,17,0,0,193,20,19,21,9,6,3,3,4,3,88,494,689,956,1183,1285,1019,401,43,3,6085,0,13,34,25,33,20,4,0,0,136,83,49,21,24,16,16,7,0,0,214,83,68,58,51,47,37,7,0,0,351,577,761,1014,1236,1335,1057,412,41,3,6436,425,234,184,178,204,505,1184,879,406,4203,41,28,121,108,111,124,168,181,193,1086,1046,1025,1316,1517,1651,1686,1769,1112,604,11723
POA6151,271,502,1031,922,936,733,284,30,0,4709,172,93,140,171,181,362,658,409,140,2316,19,34,68,39,36,41,50,38,40,361,456,627,1239,1137,1155,1134,982,479,175,7390,43,354,1453,1281,1315,917,236,23,3,5625,391,536,471,496,490,473,357,71,5,3292,22,23,64,81,38,54,19,0,0,300,4,13,22,22,5,12,8,0,0,86,454,930,2011,1879,1851,1460,615,97,9,9295,6,23,51,34,43,41,12,0,0,209,61,36,32,27,17,26,16,0,0,215,64,60,80,57,54,72,34,0,0,421,523,986,2093,1936,1909,1525,651,97,9,9718,478,171,220,226,253,549,1189,751,234,4069,20,61,122,90,76,77,88,73,52,659,1019,1219,2432,2250,2242,2149,1925,915,293,14446
POA6152,348,897,1697,1399,1245,1041,309,43,7,6985,294,156,228,290,265,478,1060,772,483,4031,15,29,59,61,48,53,66,84,124,542,657,1087,1986,1752,1563,1571,1432,894,616,11554,83,655,2192,1840,1631,1264,279,28,4,7978,522,943,859,791,627,609,383,65,0,4811,32,54,143,108,55,64,26,0,0,490,12,23,51,34,17,15,7,4,3,166,653,1681,3251,2778,2328,1956,701,99,8,13448,8,36,80,60,64,49,17,0,0,329,87,87,45,33,31,39,16,7,0,347,100,127,131,91,95,93,35,7,0,669,752,1803,3380,2871,2418,2047,726,107,8,14118,720,338,399,394,388,715,1838,1308,745,6844,29,70,152,117,94,90,110,134,185,990,1507,2214,3932,3383,2901,2859,2675,1551,941,21956
POA6153,377,566,959,1202,1165,934,314,36,0,5544,233,76,144,299,281,474,980,630,291,3412,14,16,36,35,35,45,20,15,12,224,628,657,1133,1536,1482,1446,1310,679,302,9186,56,392,1233,1535,1583,1155,268,33,0,6248,515,578,467,701,618,612,400,85,3,3979,18,27,67,75,57,67,21,4,0,343,12,16,24,27,17,14,19,3,0,129,595,1008,1790,2339,2277,1848,707,125,8,10701,14,27,48,47,48,39,10,3,0,228,86,52,43,18,39,33,11,0,0,282,102,72,86,66,84,70,23,3,0,512,699,1088,1880,2403,2364,1920,724,130,8,11207,519,168,219,379,351,700,1663,1138,488,5617,29,33,73,80,77,77,41,28,21,457,1251,1283,2165,2866,2788,2697,2426,1293,515,17284
POA6154,202,229,404,626,649,425,89,12,0,2648,111,27,49,105,107,170,424,402,363,1761,3,0,4,14,14,8,15,15,24,106,318,260,457,749,768,605,537,430,390,4514,41,186,552,734,857,512,74,9,0,2966,304,298,206,379,339,271,118,26,0,1933,18,8,32,50,26,45,10,4,0,189,5,0,11,15,6,3,0,0,0,48,355,497,801,1186,1225,829,205,34,0,5137,10,6,15,21,25,26,3,0,0,113,52,22,13,14,15,19,14,0,0,151,66,33,25,33,36,46,13,0,0,264,423,528,830,1220,1269,874,226,34,0,5396,246,57,70,136,144,268,705,699,533,2866,5,6,24,26,16,19,29,32,30,186,672,592,928,1383,1430,1158,959,759,567,8449
POA6155,1063,1285,2118,3291,3119,1939,431,23,0,13268,889,287,580,966,693,1058,1805,903,378,7561,49,31,66,74,82,38,20,39,8,409,2001,1598,2766,4328,3895,3031,2260,968,388,21237,214,987,2641,4332,4308,2577,456,16,0,15523,1410,1402,1224,1795,1670,1249,593,64,0,9407,43,63,143,175,137,174,44,3,0,789,13,44,99,75,86,37,13,5,0,381,1684,2498,4106,6373,6205,4034,1108,91,3,26100,41,80,146,134,137,95,17,0,0,662,322,155,102,124,93,64,24,0,0,883,367,233,248,261,232,164,33,0,0,1542,2050,2734,4353,6630,6444,4199,1150,91,3,27643,1947,681,1168,1426,1050,1559,3256,1740,622,13449,159,70,139,165,147,74,46,60,21,877,4155,3482,5657,8222,7644,5825,4451,1889,646,41968
POA6156,383,448,853,1019,1113,746,190,20,3,4779,276,59,141,185,216,345,610,547,345,2725,22,11,40,35,40,30,29,36,57,303,680,523,1041,1240,1371,1115,825,611,399,7810,93,330,1059,1186,1481,878,149,5,3,5173,529,454,422,637,637,491,236,38,3,3445,20,17,78,63,55,61,16,3,0,313,6,16,22,11,17,11,3,0,0,83,646,821,1584,1894,2188,1434,404,51,4,9019,7,24,39,33,34,24,9,0,0,165,89,26,26,24,25,31,8,0,0,226,98,45,62,63,60,55,15,0,0,400,745,868,1641,1951,2243,1488,418,48,4,9416,506,111,195,235,297,526,1038,955,556,4419,38,23,74,74,67,62,49,63,75,531,1289,1005,1917,2258,2610,2080,1506,1063,639,14366
POA6157,260,353,821,851,874,661,184,14,0,4018,132,36,104,169,143,238,597,438,250,2114,10,15,31,24,34,12,24,48,30,227,406,400,953,1047,1045,916,810,501,280,6363,49,234,998,974,1090,713,155,5,0,4205,359,337,387,543,455,451,206,23,0,2761,14,22,88,81,53,48,21,0,0,318,4,3,18,17,9,11,3,0,0,66,427,594,1493,1610,1600,1224,381,30,0,7360,8,17,26,26,41,26,3,4,0,143,69,21,15,21,21,14,4,0,0,164,78,44,40,47,57,37,13,4,0,313,503,631,1531,1660,1659,1261,391,35,0,7674,270,77,149,209,217,402,1020,757,391,3490,17,19,62,47,64,35,47,70,41,390,791,731,1734,1908,1935,1694,1462,861,436,11555
POA6158,168,163,318,413,507,417,106,13,0,2098,106,14,36,67,95,127,295,228,128,1091,7,0,14,25,10,18,13,18,26,111,282,179,364,502,615,555,406,254,151,3304,29,111,377,462,657,492,90,11,0,2223,213,198,164,243,280,278,139,23,0,1533,3,4,35,27,21,28,9,0,0,132,3,0,10,6,12,4,5,0,0,45,247,309,585,735,971,797,241,36,0,3932,4,11,13,12,19,16,3,0,0,80,46,12,12,4,7,15,9,0,0,97,44,21,27,21,24,35,10,0,0,181,291,333,610,756,993,835,253,39,0,4106,230,31,70,97,137,193,535,405,217,1913,8,9,29,44,24,24,19,28,42,219,534,367,710,893,1156,1046,813,463,259,6243
POA6159,39,98,235,198,195,183,73,6,0,1028,36,13,24,38,40,114,177,154,62,652,3,12,11,11,4,13,9,9,0,70,78,117,266,253,237,303,262,163,65,1740,12,49,269,255,237,250,68,4,0,1147,54,103,108,114,97,143,98,17,0,733,0,4,22,28,9,9,6,0,0,74,0,0,8,4,11,3,0,0,0,26,66,158,408,399,355,399,166,28,0,1979,3,0,9,10,8,9,0,0,0,38,10,8,4,0,0,5,0,0,0,35,10,10,17,11,5,15,5,0,0,71,81,166,417,412,357,413,173,28,0,2049,73,23,25,49,64,169,319,262,111,1105,9,15,16,22,20,16,22,8,0,132,158,206,463,490,447,601,513,300,111,3287
POA6160,118,280,684,483,492,441,130,13,3,2646,62,51,93,76,97,152,397,231,97,1257,12,41,80,40,74,48,41,34,18,390,192,376,856,604,663,642,564,277,120,4290,18,179,883,659,654,490,108,19,0,3011,130,261,337,330,258,311,150,29,5,1812,4,27,58,44,26,36,14,0,0,219,0,7,19,12,13,3,0,0,0,61,160,483,1298,1047,948,844,270,42,6,5098,3,19,31,23,35,32,6,0,0,152,36,27,22,15,18,11,5,0,0,132,41,42,55,36,54,44,12,0,0,281,201,522,1352,1081,1005,887,283,42,6,5376,138,94,143,128,176,298,695,423,160,2252,29,91,181,148,184,139,83,62,44,969,367,709,1682,1359,1364,1325,1064,531,202,8603
POA6161,7,17,27,18,20,32,9,0,0,117,0,0,0,3,0,14,26,13,0,56,0,0,3,4,0,4,7,0,0,18,5,17,31,22,20,52,42,13,0,196,5,14,42,20,18,35,0,0,0,134,4,17,19,9,7,21,4,5,0,88,0,0,4,3,3,0,8,0,0,24,0,0,0,0,0,0,0,0,0,6,11,30,62,30,33,55,14,5,0,249,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,32,59,35,37,60,14,5,0,248,0,0,0,3,0,18,39,30,3,90,0,0,14,14,5,6,8,4,0,45,11,33,74,52,37,81,60,35,3,392
POA6162,178,265,606,671,736,575,161,13,0,3204,92,38,83,130,123,252,488,320,183,1706,5,17,36,37,28,16,31,14,9,196,277,314,722,843,892,845,677,347,191,5106,40,144,707,781,866,597,126,8,0,3271,243,275,338,413,447,436,190,27,3,2386,15,21,57,81,44,52,11,3,0,283,0,3,18,21,6,10,3,0,0,59,303,441,1123,1296,1363,1098,334,39,6,5995,3,13,35,24,37,33,3,0,0,151,44,23,26,16,21,30,8,0,0,172,44,36,61,44,58,66,15,0,0,318,348,479,1176,1337,1417,1162,349,37,6,6316,200,63,133,196,207,427,917,598,300,3048,20,25,74,73,69,50,55,27,8,409,570,564,1384,1605,1692,1638,1317,667,316,9767
POA6163,810,1383,3163,2924,2812,2422,579,56,0,14149,495,260,618,635,621,1114,2291,1589,723,8348,42,60,159,148,121,104,105,159,168,1065,1343,1705,3941,3701,3564,3644,2975,1802,891,23561,232,1125,3965,3621,3544,2734,511,20,0,15749,993,1316,1668,1773,1568,1624,694,81,3,9725,31,77,321,265,140,199,69,5,0,1113,24,32,102,75,63,52,10,3,4,369,1287,2551,6061,5741,5312,4611,1280,114,8,26964,50,103,158,142,169,115,21,0,0,765,234,124,120,91,88,100,29,0,0,789,280,234,277,236,263,217,50,0,0,1549,1564,2781,6334,5974,5575,4829,1330,114,8,28512,1022,499,916,931,1019,1791,4048,2938,1192,14350,93,126,348,306,241,200,206,272,250,2046,2674,3401,7604,7211,6832,6822,5584,3324,1451,44906
POA6164,1230,1798,4442,4670,3635,2053,420,16,6,18269,623,286,810,908,640,956,1493,772,340,6826,46,63,160,134,87,73,52,51,32,703,1899,2152,5418,5717,4359,3078,1964,841,373,25804,404,1688,5814,6208,5010,2687,429,21,0,22260,1543,1431,2168,2667,1857,1259,481,37,0,11440,46,83,492,325,232,172,38,7,0,1388,21,70,141,109,74,42,13,0,0,479,2007,3270,8616,9308,7168,4159,962,58,4,35559,64,132,206,171,147,101,10,0,0,834,310,144,113,131,84,73,20,0,0,880,378,277,319,301,227,173,34,0,0,1713,2388,3547,8934,9610,7397,4332,994,62,4,37274,1415,529,1067,1125,936,1431,2708,1456,509,11184,106,143,317,273,181,120,94,90,53,1376,3906,4219,10320,11011,8513,5889,3800,1611,565,49827
POA6165,0,4,0,3,3,0,0,0,0,14,0,0,0,0,0,0,5,0,0,8,0,0,0,4,3,0,0,0,0,11,4,0,3,7,7,6,6,0,0,32,5,4,8,3,3,3,4,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,5,11,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,5,9,5,0,0,0,36,0,0,4,5,3,0,0,3,0,20,0,0,0,4,3,3,0,0,0,15,3,3,7,10,13,9,4,3,0,69
POA6166,212,246,492,585,625,502,111,8,0,2773,85,26,92,119,112,216,472,264,87,1474,8,8,25,21,31,29,26,23,4,188,304,275,615,732,765,741,605,296,94,4434,54,220,652,772,780,645,125,9,0,3260,263,212,236,354,358,364,131,20,0,1940,14,9,49,42,46,49,16,0,0,234,10,10,18,14,21,13,4,0,0,87,341,457,951,1188,1208,1067,282,31,0,5522,10,21,23,13,13,10,4,0,0,90,43,8,13,12,14,19,0,0,0,117,50,24,41,22,30,28,7,0,0,205,389,485,991,1211,1239,1097,287,32,0,5729,197,49,123,159,170,312,828,528,166,2537,15,21,58,55,55,56,54,48,19,387,602,550,1173,1429,1465,1460,1176,615,182,8652
POA6167,433,573,1493,1574,1243,784,163,8,0,6281,282,163,477,483,368,558,821,510,193,3856,49,42,101,94,69,64,46,33,14,509,767,784,2065,2151,1681,1410,1028,552,209,10647,145,574,1768,2032,1667,977,156,7,0,7318,485,451,807,893,685,506,174,16,4,4025,25,32,161,125,101,64,32,0,0,540,15,28,68,59,37,24,10,0,0,252,676,1082,2797,3110,2494,1572,372,24,4,12133,53,113,159,108,104,71,8,0,0,606,146,62,92,62,53,43,11,0,0,463,195,172,246,168,149,112,15,0,0,1070,872,1257,3051,3275,2650,1684,390,22,4,13202,654,454,1100,1008,755,949,1497,953,334,7711,90,90,210,203,152,130,87,56,27,1049,1618,1799,4354,4485,3557,2762,1979,1034,362,21958
POA6168,343,516,923,945,1110,1010,237,16,0,5099,197,127,353,318,350,678,1330,951,401,4700,56,90,149,90,84,61,91,110,81,806,595,731,1423,1353,1537,1750,1659,1073,484,10612,152,644,1322,1174,1392,1218,206,5,0,6121,377,329,534,536,555,656,239,29,0,3262,5,50,114,90,98,125,32,3,0,517,13,33,42,31,35,23,3,0,0,186,554,1055,2011,1828,2078,2030,490,42,4,10081,40,88,141,99,133,83,13,0,0,605,93,45,58,45,58,44,24,0,0,371,138,131,190,151,190,129,41,0,0,973,691,1190,2202,1977,2266,2161,523,43,3,11059,446,207,496,452,581,1142,2422,1762,655,8172,99,289,420,257,203,158,176,192,145,1937,1240,1687,3122,2686,3054,3458,3121,1997,805,21167
POA6169,591,696,1379,1611,1784,1429,280,18,4,7790,383,160,545,508,510,959,1448,972,331,5814,37,45,92,92,76,68,65,92,113,682,1009,904,2019,2207,2370,2453,1795,1081,447,14285,196,665,1717,1929,2196,1768,244,9,0,8727,667,552,791,916,920,917,303,32,0,5101,19,46,212,111,147,188,46,0,0,778,18,25,69,44,31,27,10,0,3,232,900,1300,2785,3004,3295,2896,602,48,9,14835,90,112,142,99,117,92,9,0,0,669,192,54,77,93,81,69,19,4,0,573,280,165,217,193,199,158,28,3,0,1240,1182,1459,3000,3191,3491,3057,629,56,5,16079,824,298,734,674,779,1543,2631,1801,581,9873,66,70,187,191,156,154,115,159,165,1276,2076,1829,3925,4066,4430,4752,3372,2017,756,27231
POA6170,249,488,1283,1126,772,400,51,3,0,4365,190,94,373,330,185,226,291,112,23,1831,14,22,49,55,34,26,7,7,3,220,454,604,1709,1509,991,651,346,125,20,6418,88,463,1563,1631,1029,543,65,6,0,5386,320,361,688,609,399,218,51,12,0,2652,13,24,129,78,61,41,5,0,0,351,6,21,54,44,33,7,0,0,0,172,432,871,2442,2353,1520,808,117,19,0,8548,38,53,81,61,31,24,3,0,0,292,56,33,58,45,26,13,6,0,0,233,90,84,138,105,56,42,7,0,0,520,522,952,2575,2459,1572,849,120,14,0,9075,404,162,457,418,267,327,520,229,42,2824,52,30,104,110,63,42,19,9,3,432,976,1148,3138,2987,1902,1221,656,254,48,12336
POA6171,759,893,2497,2385,1752,905,136,7,0,9337,403,179,714,588,332,520,871,504,84,4184,40,40,146,102,65,35,46,30,9,519,1205,1112,3355,3072,2154,1459,1051,539,91,14035,257,881,3061,3122,2392,1217,158,3,0,11088,886,595,1255,1233,858,509,152,11,0,5500,32,46,320,188,136,108,24,3,0,852,19,29,107,76,40,27,4,0,0,312,1194,1557,4742,4617,3424,1864,341,17,0,17752,53,60,116,105,65,52,4,0,0,455,242,56,86,72,32,29,7,3,0,532,290,118,209,176,99,85,11,3,0,988,1482,1677,4947,4797,3522,1949,348,19,0,18741,852,268,853,712,459,737,1480,960,156,6474,85,77,250,194,129,64,81,57,10,952,2420,2024,6054,5699,4115,2752,1912,1035,166,26169
POA6172,322,302,549,633,791,509,61,0,0,3164,164,73,210,206,194,289,391,235,102,1877,12,11,40,40,36,22,15,23,25,227,500,388,804,882,1020,819,470,256,129,5266,94,308,680,751,1005,625,82,3,0,3549,345,256,285,326,418,317,73,0,0,2020,18,28,89,66,50,75,17,0,0,336,11,14,32,21,18,15,0,0,0,110,465,602,1085,1155,1500,1032,174,8,0,6017,36,35,64,50,34,32,0,0,0,256,103,21,38,26,17,17,3,0,0,225,139,56,100,74,51,52,7,0,0,481,605,662,1181,1234,1551,1080,184,8,0,6500,363,137,285,263,261,423,678,459,174,3050,39,35,79,79,64,37,31,37,33,436,1009,829,1551,1576,1880,1546,891,498,213,9985
POA6173,354,296,490,802,909,376,43,0,0,3267,148,42,153,196,146,160,217,112,25,1204,10,12,12,22,15,9,4,0,0,86,513,346,657,1016,1073,545,265,114,26,4560,142,286,596,983,1183,573,45,0,0,3807,461,249,269,447,462,225,54,7,0,2179,19,18,57,71,62,41,10,0,0,281,9,11,24,14,22,9,0,0,0,86,620,573,940,1516,1729,852,112,12,0,6347,34,18,19,34,29,12,0,0,0,154,74,19,27,27,10,8,5,0,0,162,106,36,49,61,36,26,5,0,0,314,725,612,984,1573,1773,874,115,12,0,6669,366,74,182,235,190,238,382,208,47,1917,18,14,34,49,26,19,12,0,0,173,1105,700,1199,1855,1984,1131,507,222,51,8758
POA6174,129,161,347,359,296,156,28,0,0,1469,71,34,103,68,72,75,98,58,11,590,13,3,16,26,17,0,4,6,0,82,211,188,472,451,385,229,126,67,16,2142,49,182,408,414,358,186,25,0,0,1619,158,115,183,209,150,93,31,5,0,936,3,11,50,36,23,13,0,0,0,140,8,0,25,12,8,0,0,0,0,53,223,314,671,663,535,291,55,5,0,2753,12,21,18,15,12,9,0,0,0,90,27,9,6,10,13,12,9,0,0,79,40,30,27,32,28,13,7,0,0,171,268,344,691,693,563,305,63,5,0,2923,159,49,128,91,101,124,181,108,17,956,23,9,32,41,32,8,8,10,0,162,442,395,848,821,692,440,254,120,20,4033
POA6175,105,91,189,230,246,137,18,3,0,1022,26,15,59,59,44,65,100,50,18,429,0,0,8,4,11,4,0,0,0,28,141,101,256,290,297,208,116,52,20,1483,44,95,199,269,329,166,13,0,0,1110,121,75,117,135,114,99,22,5,0,688,9,7,27,10,24,22,0,0,0,106,8,10,3,12,0,4,0,0,0,36,175,190,339,433,471,286,38,5,0,1933,4,7,10,9,13,9,6,0,0,54,19,5,8,7,11,7,0,0,0,57,23,17,23,15,23,13,3,0,0,106,206,204,357,446,491,299,38,5,0,2046,78,27,78,76,54,99,192,101,31,726,7,5,18,11,17,11,3,0,4,68,291,229,454,536,561,402,233,103,31,2844
