SA2_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
504021054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,29,123,143,269,7,24,28,140,175,316,13,13,28,136,150,287,5,24,32,153,193,343,320,301,619,4788,4888,9671,32,28,64,5133,5224,10359,21,33,55,0,0,0,0,0,0,21,33,55,5,0,5,725,854,1571,0,4,8,727,855,1584,0,0,0,0,0,0,0,0,0,0,0,0,21,33,55,0,0,0,0,0,0,21,33,55,0,3,4,43,82,125,0,0,0,40,85,126,125,128,251,2465,2930,5386,24,23,48,2603,3083,5689,0,0,0,42,48,92,0,0,0,42,48,92,0,0,0,31,28,62,0,0,0,31,28,62,0,0,0,3,11,14,0,0,0,3,11,14,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,29,39,68,0,0,0,29,37,71,3,3,7,29,39,68,0,0,0,31,40,73,216,185,398,2798
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,11,153,159,308,0,6,9,168,167,332,11,7,11,172,166,335,7,6,10,181,175,358,191,207,400,5902,5694,11592,20,24,41,6116,5923,12040,6,8,6,0,0,0,0,0,0,6,8,6,0,3,3,2666,2939,5601,3,7,12,2670,2948,5615,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,0,0,0,0,0,0,6,8,6,0,0,0,433,561,991,0,0,0,431,564,998,55,84,139,3693,4141,7831,8,18,28,3764,4240,8000,0,0,0,108,93,203,0,0,0,108,93,203,0,4,4,832,815,1641,0,0,3,833,812,1647,0,0,0,35,38,75,0,0,0,35,38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,63,117,0,0,0,54,63,117,0,0,0,54,63,117,0,0,0,55,63,117,134,133,269,3290
504031057,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,18,21,36,169,155,330,8,8,17,191,185,379,18,20,39,188,172,358,8,6,18,209,199,407,255,276,533,5681,5380,11065,33,19,52,5967,5677,11650,15,20,32,0,0,0,0,0,0,15,20,35,3,0,11,4135,4224,8354,6,10,12,4146,4236,8384,0,0,0,0,0,0,0,0,0,0,0,0,15,20,32,0,0,0,0,0,0,15,20,35,0,5,3,465,590,1055,0,0,0,469,590,1059,75,111,190,3883,4165,8049,18,14,31,3981,4294,8275,0,0,0,672,635,1306,0,3,6,674,634,1310,4,0,6,970,897,1870,6,4,8,976,905,1878,0,0,0,8,5,17,0,0,0,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,404,389,789,0,0,0,404,393,794,3,0,3,404,389,789,0,0,0,407,393,794,191,175,361,3284
504031058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,57,122,29,8,39,96,64,159,0,0,0,73,61,136,33,8,41,100,71,172,74,35,103,2434,2385,4816,21,15,38,2523,2435,4958,0,0,5,0,0,0,0,0,0,0,0,5,3,0,3,137,126,259,0,0,0,137,129,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,7,18,31,0,0,0,7,18,31,23,8,37,1011,1094,2104,8,10,11,1041,1112,2151,0,0,0,4,7,6,0,0,0,4,7,6,0,0,0,7,4,12,0,0,0,7,4,12,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,38,0,0,0,17,22,38,0,0,0,17,22,38,0,0,0,17,22,38,53,26,82,1458
504031060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,59,0,0,0,22,35,55,0,0,0,22,33,57,0,0,0,23,35,59,16,28,45,1233,1253,2480,0,6,12,1255,1280,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,65,113,0,0,0,46,65,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,34,0,0,0,5,28,34,5,16,22,503,570,1071,4,0,7,510,587,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,8,3,12,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,13,12,23,717
504031061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,35,61,77,129,0,3,4,74,97,168,11,21,35,62,80,144,0,3,4,79,97,179,71,41,120,2205,2210,4415,9,5,16,2291,2258,4542,0,0,3,0,0,0,0,0,0,0,0,3,5,0,3,291,346,640,0,0,0,298,349,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,34,50,88,0,0,0,34,50,88,28,21,45,991,1176,2169,8,5,12,1026,1196,2224,0,0,0,37,30,73,0,0,0,37,30,73,0,0,0,36,28,59,0,0,0,36,28,59,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,39,0,0,0,18,25,39,0,0,0,18,25,39,0,0,0,18,25,39,51,27,77,1336
504031062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,37,130,102,231,7,12,16,150,131,283,21,23,43,131,113,248,7,12,16,157,143,304,231,247,473,3952,3840,7797,29,11,41,4211,4099,8308,12,14,23,0,0,0,0,0,0,13,14,23,0,0,4,1693,1850,3541,4,6,9,1696,1859,3549,0,0,0,0,0,0,0,0,0,0,0,0,9,14,16,0,0,0,0,0,0,10,14,19,0,0,0,149,236,387,0,0,0,156,236,394,79,83,166,2425,2679,5102,22,14,34,2522,2773,5300,0,0,0,311,301,605,0,0,0,310,301,606,0,0,0,317,276,596,0,0,4,319,283,599,0,0,0,5,8,8,0,0,0,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,138,283,0,0,0,146,137,281,0,0,0,146,138,283,0,0,0,145,137,283,159,166,329,2198
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,0,0,0,13,4,11,0,0,0,5,4,14,0,0,0,13,4,11,0,0,0,11,0,12,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,48,97,115,88,207,5,7,11,177,140,315,51,48,97,121,100,221,5,7,11,181,152,330,87,99,185,2085,2051,4131,9,11,18,2182,2160,4338,15,31,44,0,0,0,0,0,0,15,31,44,6,4,3,458,503,959,0,0,4,464,504,969,0,0,0,0,0,0,0,0,0,0,0,0,15,31,44,0,0,0,0,0,0,15,31,44,0,0,0,28,30,53,0,0,0,28,30,53,37,79,119,1272,1408,2677,4,14,17,1321,1495,2812,0,0,0,31,23,52,0,0,0,31,23,52,0,0,0,29,33,63,0,0,0,29,33,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,40,62,0,0,0,24,40,62,0,0,0,24,40,62,0,0,0,24,40,62,64,66,127,1095
504031066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,118,237,323,271,600,64,69,131,509,459,971,125,118,241,335,284,627,64,71,132,527,470,998,214,240,453,3925,3880,7804,23,28,47,4160,4150,8304,7,10,18,0,0,0,0,0,0,7,10,16,5,8,7,837,975,1804,4,8,10,840,981,1827,0,0,0,0,0,0,0,0,0,0,0,0,9,10,17,0,0,0,0,0,0,9,10,17,0,0,0,63,83,145,0,0,0,63,82,142,71,89,161,1935,2235,4171,12,21,37,2022,2351,4369,0,0,0,92,89,180,0,0,0,92,89,180,0,0,0,57,62,120,0,0,0,56,62,121,0,0,0,5,7,6,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,65,112,0,0,0,49,64,114,0,0,0,49,65,112,0,0,0,49,64,114,160,159,317,2417
504031067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,17,67,44,106,3,4,8,79,57,134,12,15,18,71,43,117,4,4,13,83,63,142,191,188,383,2847,2831,5681,18,19,37,3062,3037,6097,13,8,18,0,3,3,0,0,0,13,14,25,3,4,3,278,344,622,4,0,8,283,349,634,0,0,0,0,0,0,0,0,0,0,0,0,10,8,20,0,3,3,0,0,0,10,14,25,0,0,0,28,50,77,0,0,0,28,50,77,60,72,132,1325,1523,2845,8,11,13,1391,1597,2997,0,0,0,18,10,31,0,0,0,18,10,31,0,0,0,33,39,67,0,0,0,33,38,71,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,46,0,0,0,13,28,46,0,0,0,13,30,46,0,0,0,13,28,46,147,134,283,1624
504031068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,24,144,116,260,17,3,15,173,129,297,8,9,24,156,123,280,20,3,20,180,138,321,178,186,361,4880,4894,9773,19,13,34,5085,5091,10178,12,7,16,0,0,0,0,0,0,12,8,16,5,0,5,816,965,1778,0,0,0,825,965,1784,0,0,0,0,0,0,0,0,0,0,0,0,6,7,16,0,0,0,0,0,0,6,8,13,3,0,3,54,95,141,0,0,0,51,93,149,64,67,128,2675,2896,5570,11,6,20,2749,2967,5724,0,0,0,72,76,149,0,0,0,72,76,149,0,0,0,80,84,160,0,0,0,80,84,160,0,0,0,5,0,4,0,0,0,5,0,4,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,77,71,146,0,0,0,77,71,146,3,3,5,77,71,146,0,0,0,78,69,148,119,126,242,2677
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,26,97,104,207,6,5,8,112,121,235,11,16,26,105,108,211,6,5,8,120,126,250,184,191,378,5426,5792,11220,13,11,21,5628,5988,11614,14,12,27,0,0,0,0,0,0,14,11,27,4,0,5,1634,1811,3442,8,10,12,1636,1819,3460,0,0,0,0,0,0,0,0,0,0,0,0,14,12,24,0,0,0,0,0,0,14,11,26,0,3,0,68,111,178,0,0,0,71,112,185,59,84,139,2791,3360,6152,9,9,15,2865,3446,6309,0,0,0,335,339,677,4,0,4,336,339,680,0,0,0,195,189,374,0,7,5,192,191,379,0,0,0,12,12,18,0,0,0,12,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,224,459,0,0,0,234,231,465,0,0,0,234,224,459,0,0,0,234,231,465,140,128,265,3284
504031299,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,17,89,93,178,0,0,0,102,101,200,13,7,22,94,96,191,0,0,0,110,107,214,130,157,284,3306,3276,6579,15,12,28,3449,3440,6891,5,8,15,0,0,0,0,0,0,5,8,15,6,0,6,1895,1952,3849,0,0,3,1899,1956,3851,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,0,0,0,0,0,0,3,8,16,0,0,0,101,124,224,0,0,0,101,124,224,52,57,107,2105,2347,4447,3,6,14,2156,2410,4565,0,0,0,443,420,862,0,0,0,443,420,862,0,3,5,215,199,415,0,0,0,216,203,418,0,0,0,3,6,7,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,374,346,721,0,0,0,372,349,722,0,0,0,374,346,721,0,0,0,374,349,726,87,103,190,1889
504031300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,38,126,140,267,9,7,21,157,161,323,22,14,37,139,148,283,9,7,21,170,171,342,307,304,607,6716,7082,13802,27,26,55,7049,7420,14467,18,4,23,0,0,5,0,0,0,19,7,24,12,5,20,1583,1817,3400,4,0,4,1601,1820,3423,0,0,0,0,0,0,0,0,0,0,0,0,18,4,23,0,0,5,0,0,0,19,7,24,0,0,0,113,144,260,0,0,0,118,144,263,112,94,200,3263,3956,7220,6,17,25,3378,4070,7443,0,0,0,257,241,495,0,0,0,257,244,500,10,0,9,290,329,622,0,0,0,297,329,626,0,0,0,4,6,4,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,211,216,431,0,0,0,215,218,431,0,4,0,211,216,431,0,0,0,215,218,431,230,216,443,3999
505011070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,83,69,151,10,3,12,89,81,178,4,9,6,95,82,171,10,3,12,103,91,194,80,75,158,4468,4442,8910,18,13,34,4563,4537,9094,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,465,592,1058,0,3,0,469,589,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,52,73,125,0,0,0,52,73,125,32,28,58,1886,2232,4115,7,13,15,1920,2271,4190,0,0,0,30,24,57,0,0,0,30,24,57,0,0,0,46,32,75,0,0,0,44,32,75,0,0,0,6,10,12,0,0,0,6,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,55,0,0,0,22,30,54,0,0,0,21,33,55,0,0,0,21,30,56,42,52,97,2814
505011071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,89,166,0,3,5,79,92,169,0,0,0,84,97,185,0,3,4,88,104,189,42,51,98,5805,5812,11615,17,21,38,5862,5888,11752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,737,872,1608,5,3,11,744,880,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,96,147,0,0,0,54,96,147,10,12,24,2980,3433,6411,9,21,25,2997,3467,6461,0,0,0,42,44,92,0,0,0,42,44,92,0,0,0,78,85,166,0,0,0,78,85,166,0,0,0,4,9,11,0,0,0,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,64,118,0,0,0,52,64,119,0,0,0,50,64,118,0,0,0,52,64,119,32,39,69,3195
505011072,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,132,241,3,15,20,112,147,263,0,0,3,115,132,247,3,15,20,121,148,266,38,43,80,6873,6886,13758,16,18,38,6926,6950,13874,3,4,7,0,0,0,0,0,0,3,4,7,0,0,0,764,952,1720,4,3,10,765,960,1726,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,0,0,0,41,86,126,0,0,0,41,86,126,8,14,20,3362,3998,7363,4,17,23,3378,4032,7411,0,0,0,93,87,177,0,0,0,93,87,177,0,0,0,60,59,120,0,0,0,60,59,120,0,0,0,4,14,21,0,0,0,4,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,48,0,0,0,18,30,46,0,0,3,18,25,48,0,0,0,23,30,51,35,27,65,3935
505011073,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,104,117,216,0,5,4,111,123,232,9,5,13,112,118,233,0,5,4,120,130,253,66,80,144,5719,5773,11490,22,19,42,5806,5875,11683,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,699,843,1550,0,0,0,704,843,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,115,185,0,0,0,69,115,185,15,29,47,2836,3314,6150,14,16,27,2856,3363,6220,0,0,0,65,50,116,0,0,0,65,50,118,0,0,0,42,54,96,0,0,0,42,54,96,0,0,0,6,17,23,0,0,0,6,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39,64,0,0,0,29,39,68,0,0,0,29,39,64,0,0,0,29,39,68,50,51,100,3270
505011074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,15,123,114,245,35,16,53,169,137,308,11,6,15,129,120,251,35,16,53,176,146,317,86,59,142,4461,4483,8947,19,23,41,4565,4558,9124,5,0,4,0,4,3,0,0,0,4,4,6,0,0,3,466,542,1007,0,3,7,469,548,1013,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,3,0,0,0,4,4,6,0,0,0,32,68,103,0,0,0,32,71,103,23,17,44,1983,2360,4342,5,10,17,2016,2393,4408,0,0,0,42,36,79,0,0,0,44,36,79,0,0,0,63,49,107,0,0,0,63,49,107,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,40,0,0,0,14,22,40,0,0,0,13,29,35,0,0,0,14,29,38,59,37,94,2683
505011075,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,115,97,217,26,23,52,145,122,269,0,0,5,121,98,220,26,23,52,150,120,272,44,35,72,4773,4877,9651,11,10,25,4829,4919,9748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,659,1160,0,0,0,507,660,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,73,118,0,0,0,45,76,120,18,18,36,2715,3216,5927,5,10,20,2740,3237,5977,0,0,0,72,72,141,0,0,0,72,72,141,0,0,0,42,54,92,0,0,0,42,54,92,0,0,0,10,12,21,0,0,0,10,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,51,0,0,0,25,22,51,0,0,0,25,22,51,0,0,0,25,22,51,19,14,38,2272
