LGA_CODE_2021,C16_M_25_29_Tot_LF,C16_M_25_29_Not_LF,C16_M_25_29_LF_NS,C16_M_25_29_Tot,C16_M_30_34_Em_FT,C16_M_30_34_Em_PT,C16_M_30_34_Em_AFW,C16_M_30_34_Em_Hrs_NS,C16_M_30_34_Em_Tot,C16_M_30_34_Unem_Look_FT,C16_M_30_34_Unem_Look_PT,C16_M_30_34_Unem_Tot,C16_M_30_34_Tot_LF,C16_M_30_34_Not_LF,C16_M_30_34_LF_NS,C16_M_30_34_Tot,C16_M_35_39_Em_FT,C16_M_35_39_Em_PT,C16_M_35_39_Em_AFW,C16_M_35_39_Em_Hrs_NS,C16_M_35_39_Em_Tot,C16_M_35_39_Unem_Look_FT,C16_M_35_39_Unem_Look_PT,C16_M_35_39_Unem_Tot,C16_M_35_39_Tot_LF,C16_M_35_39_Not_LF,C16_M_35_39_LF_NS,C16_M_35_39_Tot,C16_M_40_44_Em_FT,C16_M_40_44_Em_PT,C16_M_40_44_Em_AFW,C16_M_40_44_Em_Hrs_NS,C16_M_40_44_Em_Tot,C16_M_40_44_Unem_Look_FT,C16_M_40_44_Unem_Look_PT,C16_M_40_44_Unem_Tot,C16_M_40_44_Tot_LF,C16_M_40_44_Not_LF,C16_M_40_44_LF_NS,C16_M_40_44_Tot,C16_M_45_49_Em_FT,C16_M_45_49_Em_PT,C16_M_45_49_Em_AFW,C16_M_45_49_Em_Hrs_NS,C16_M_45_49_Em_Tot,C16_M_45_49_Unem_Look_FT,C16_M_45_49_Unem_Look_PT,C16_M_45_49_Unem_Tot,C16_M_45_49_Tot_LF,C16_M_45_49_Not_LF,C16_M_45_49_LF_NS,C16_M_45_49_Tot,C16_M_50_54_Em_FT,C16_M_50_54_Em_PT,C16_M_50_54_Em_AFW,C16_M_50_54_Em_Hrs_NS,C16_M_50_54_Em_Tot,C16_M_50_54_Unem_Look_FT,C16_M_50_54_Unem_Look_PT,C16_M_50_54_Unem_Tot,C16_M_50_54_Tot_LF,C16_M_50_54_Not_LF,C16_M_50_54_LF_NS,C16_M_50_54_Tot,C16_M_55_59_Em_FT,C16_M_55_59_Em_PT,C16_M_55_59_Em_AFW,C16_M_55_59_Em_Hrs_NS,C16_M_55_59_Em_Tot,C16_M_55_59_Unem_Look_FT,C16_M_55_59_Unem_Look_PT,C16_M_55_59_Unem_Tot,C16_M_55_59_Tot_LF,C16_M_55_59_Not_LF,C16_M_55_59_LF_NS,C16_M_55_59_Tot,C16_M_60_64_Em_FT,C16_M_60_64_Em_PT,C16_M_60_64_Em_AFW,C16_M_60_64_Em_Hrs_NS,C16_M_60_64_Em_Tot,C16_M_60_64_Unem_Look_FT,C16_M_60_64_Unem_Look_PT,C16_M_60_64_Unem_Tot,C16_M_60_64_Tot_LF,C16_M_60_64_Not_LF,C16_M_60_64_LF_NS,C16_M_60_64_Tot,C16_M_65_69_Em_FT,C16_M_65_69_Em_PT,C16_M_65_69_Em_AFW,C16_M_65_69_Em_Hrs_NS,C16_M_65_69_Em_Tot,C16_M_65_69_Unem_Look_FT,C16_M_65_69_Unem_Look_PT,C16_M_65_69_Unem_Tot,C16_M_65_69_Tot_LF,C16_M_65_69_Not_LF,C16_M_65_69_LF_NS,C16_M_65_69_Tot,C16_M_70_74_Em_FT,C16_M_70_74_Em_PT,C16_M_70_74_Em_AFW,C16_M_70_74_Em_Hrs_NS,C16_M_70_74_Em_Tot,C16_M_70_74_Unem_Look_FT,C16_M_70_74_Unem_Look_PT,C16_M_70_74_Unem_Tot,C16_M_70_74_Tot_LF,C16_M_70_74_Not_LF,C16_M_70_74_LF_NS,C16_M_70_74_Tot,C16_M_75over_Em_FT,C16_M_75over_Em_PT,C16_M_75over_Em_AFW,C16_M_75over_Em_Hrs_NS,C16_M_75over_Em_Tot,C16_M_75over_Unem_Lo_ft_wor,C16_M_75over_Unem_Lo_pt_wor,C16_M_75over_Unempl_Tot,C16_M_75over_Tot_LF,C16_M_75over_Not_LF,C16_M_75over_LF_NS,C16_M_75over_Tot,C16_M_Tot_Em_FT,C16_M_Tot_Em_PT,C16_M_Tot_Em_AFW,C16_M_Tot_Em_Hrs_NS,C16_M_Tot_Em_Tot,C16_M_Tot_Unem_Look_FT,C16_M_Tot_Unem_Look_PT,C16_M_Tot_Unem_Tot,C16_M_Tot_Tot_labo_for,C16_M_Tot_Not_LF,C16_M_Tot_LF_NS,C16_M_Tot_Tot,C21_M_15_19_Em_FT,C21_M_15_19_Em_PT,C21_M_15_19_Em_AFW,C21_M_15_19_Em_Hrs_NS,C21_M_15_19_Em_Tot,C21_M_15_19_Unem_Look_FT,C21_M_15_19_Unem_Look_PT,C21_M_15_19_Unem_Tot,C21_M_15_19_Tot_LF,C21_M_15_19_Not_LF,C21_M_15_19_LF_NS,C21_M_15_19_Tot,C21_M_20_24_Em_FT,C21_M_20_24_Em_PT,C21_M_20_24_Em_AFW,C21_M_20_24_Em_Hrs_NS,C21_M_20_24_Em_Tot,C21_M_20_24_Unem_Look_FT,C21_M_20_24_Unem_Look_PT,C21_M_20_24_Unem_Tot,C21_M_20_24_Tot_LF,C21_M_20_24_Not_LF,C21_M_20_24_LF_NS,C21_M_20_24_Tot,C21_M_25_29_Em_FT,C21_M_25_29_Em_PT,C21_M_25_29_Em_AFW,C21_M_25_29_Em_Hrs_NS,C21_M_25_29_Em_Tot,C21_M_25_29_Unem_Look_FT,C21_M_25_29_Unem_Look_PT,C21_M_25_29_Unem_Tot,C21_M_25_29_Tot_LF,C21_M_25_29_Not_LF,C21_M_25_29_LF_NS,C21_M_25_29_Tot,C21_M_30_34_Em_FT,C21_M_30_34_Em_PT,C21_M_30_34_Em_AFW,C21_M_30_34_Em_Hrs_NS,C21_M_30_34_Em_Tot,C21_M_30_34_Unem_Look_FT,C21_M_30_34_Unem_Look_PT,C21_M_30_34_Unem_Tot,C21_M_30_34_Tot_LF,C21_M_30_34_Not_LF,C21_M_30_34_LF_NS,C21_M_30_34_Tot,C21_M_35_39_Em_FT,C21_M_35_39_Em_PT,C21_M_35_39_Em_AFW,C21_M_35_39_Em_Hrs_NS,C21_M_35_39_Em_Tot,C21_M_35_39_Unem_Look_FT,C21_M_35_39_Unem_Look_PT,C21_M_35_39_Unem_Tot,C21_M_35_39_Tot_LF,C21_M_35_39_Not_LF,C21_M_35_39_LF_NS,C21_M_35_39_Tot,C21_M_40_44_Em_FT,C21_M_40_44_Em_PT,C21_M_40_44_Em_AFW,C21_M_40_44_Em_Hrs_NS
LGA55810,6,5,3,11,5,0,0,0,7,0,0,6,10,4,4,18,10,0,0,0,8,0,0,0,6,0,4,14,6,0,0,0,6,0,0,0,8,0,9,16,11,0,0,0,12,0,0,0,12,4,3,24,9,0,0,0,8,0,0,0,10,7,3,22,10,0,0,0,15,0,0,0,12,8,9,31,3,4,0,0,9,0,0,0,9,4,6,11,8,0,0,0,4,0,0,0,7,11,6,25,3,0,0,0,0,0,0,0,0,9,5,19,0,0,0,0,0,0,0,0,0,3,0,3,59,16,3,4,86,7,4,10,97,64,58,213,0,3,0,0,3,0,0,0,3,3,3,13,9,0,0,0,10,0,0,0,10,0,12,21,5,0,0,0,8,0,0,0,8,0,12,20,9,0,0,0,9,0,0,0,12,3,12,27,9,0,0,0,11,0,0,0,11,0,13,23,3,0,0,0
LGA55880,12,0,0,12,13,0,0,0,13,0,0,0,13,6,5,20,10,0,0,0,15,0,0,0,15,0,0,14,15,0,0,0,16,0,0,0,17,7,6,24,17,0,0,0,25,0,0,0,25,3,3,25,19,0,0,0,26,0,0,0,27,4,0,26,14,0,0,0,19,0,0,0,19,0,0,19,13,0,3,0,17,3,0,3,15,3,0,21,7,0,0,0,9,0,0,0,9,13,0,22,0,3,0,0,9,0,0,0,9,5,0,12,4,0,0,0,7,0,0,0,7,5,4,17,135,13,3,6,161,4,0,3,165,43,12,225,4,0,0,0,6,0,0,0,6,0,0,9,4,5,0,0,3,0,0,0,3,0,0,3,6,0,0,0,5,0,0,0,5,0,0,5,12,3,0,0,13,0,0,0,19,0,3,16,13,0,0,0,13,0,0,0,13,0,0,11,15,0,0,0
LGA55950,19,0,3,22,13,0,0,0,16,0,0,0,16,4,0,19,12,0,0,0,17,3,0,3,20,0,0,22,14,0,0,0,14,0,0,0,13,4,0,22,10,5,0,0,11,0,0,0,11,3,0,16,15,0,0,0,15,0,0,0,15,0,0,18,22,0,0,0,21,0,0,0,21,3,8,30,13,0,0,0,14,0,0,0,14,0,0,17,8,0,0,0,8,0,0,0,8,9,0,16,9,6,0,0,6,0,0,0,6,5,0,14,6,0,0,0,3,0,0,0,3,15,0,22,142,14,3,0,168,5,0,3,170,43,16,228,6,0,0,0,11,0,0,0,11,13,3,24,5,0,0,0,5,0,0,0,5,0,0,8,5,0,0,0,11,0,0,0,11,0,5,14,10,0,0,0,18,0,0,0,18,4,4,19,10,0,0,0,16,0,0,0,16,0,0,16,12,0,0,0
LGA56090,728,386,60,1175,584,80,31,18,711,43,3,46,757,414,52,1226,634,78,25,21,760,30,3,35,801,376,56,1236,824,94,33,24,969,47,0,47,1020,276,75,1372,975,130,46,22,1178,61,6,67,1248,239,91,1576,931,137,51,16,1132,72,7,73,1207,223,87,1522,826,145,66,19,1049,56,15,74,1122,221,87,1426,549,220,36,7,808,38,9,53,858,314,63,1237,200,158,23,4,390,11,10,20,416,698,75,1182,51,68,5,4,133,0,0,5,133,666,43,848,15,45,0,0,65,0,0,0,65,932,111,1105,6745,1798,391,177,9111,553,188,747,9857,5729,912,16497,179,383,16,12,584,23,81,105,688,494,46,1226,496,239,15,19,766,38,28,68,831,273,34,1142,502,89,35,17,633,35,6,46,680,343,57,1081,671,88,48,26,829,25,5,27,859,410,66,1337,711,85,42,9,847,14,0,18,863,382,75,1320,753,90,40,14
LGA56160,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,3,0,0,0,3,0,6,17,6,0,0,0,8,0,0,0,8,0,3,11,5,0,0,0,5,0,0,0,5,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,25,0,0,0,33,15,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
LGA56230,319,35,35,391,245,40,18,9,310,28,4,34,342,31,29,399,240,31,12,8,295,26,3,26,315,44,32,395,319,37,19,8,386,36,4,38,427,46,51,526,347,38,27,7,417,23,5,28,447,56,45,545,357,51,31,9,446,35,4,31,482,64,56,597,274,56,25,6,360,21,3,29,391,105,54,548,183,68,29,9,290,22,6,29,321,197,60,575,76,65,9,0,147,9,3,11,159,428,55,645,23,25,0,0,55,0,3,3,53,389,50,487,9,21,0,5,39,0,0,0,39,626,81,743,2547,654,203,78,3476,300,73,377,3850,2298,618,6767,81,130,16,10,234,20,15,42,273,177,38,490,201,88,14,10,319,22,9,34,349,40,33,422,248,55,11,14,329,18,0,22,348,33,29,413,260,39,24,7,332,19,7,24,359,33,45,437,291,39,18,10,351,28,0,25,381,53,58,492,303,38,25,10
LGA56300,9,5,0,15,15,4,0,0,19,0,0,0,19,6,0,22,17,0,0,0,23,4,0,4,21,0,3,25,23,3,0,0,32,4,0,4,32,4,3,41,23,8,3,0,32,0,0,3,38,6,6,51,27,8,0,0,31,4,0,4,33,9,9,50,19,6,0,0,29,0,0,7,31,19,3,55,31,12,9,0,44,0,0,0,45,30,0,77,13,12,0,0,28,0,0,0,25,49,6,82,3,3,0,0,7,0,0,0,7,45,4,65,3,0,0,0,9,0,0,0,9,33,3,49,188,73,16,6,286,19,0,19,309,217,52,578,7,9,0,0,14,0,0,0,14,20,5,36,4,4,0,0,3,0,0,3,7,0,0,11,12,0,0,0,17,0,0,0,19,0,4,19,12,3,0,0,15,0,0,0,15,8,4,20,25,6,0,0,32,3,0,3,32,5,0,43,25,13,0,0
LGA56370,31,0,0,31,24,0,0,0,25,0,0,0,25,0,0,28,8,0,0,0,11,0,0,0,11,0,0,13,19,0,0,0,21,0,0,0,21,0,0,27,22,4,0,0,25,0,0,0,29,0,3,29,23,0,0,0,25,0,0,0,25,0,0,25,28,3,0,0,33,0,0,0,33,0,3,35,11,0,0,0,19,0,0,0,21,10,5,32,6,0,0,0,6,0,0,0,6,13,0,22,6,0,0,0,10,0,0,0,10,18,0,31,0,3,0,0,4,0,0,0,4,30,5,39,208,17,8,3,236,0,0,5,243,78,24,339,3,5,0,0,4,0,0,0,4,3,0,6,10,0,0,0,16,0,0,0,15,0,5,19,10,0,0,0,10,0,0,0,10,0,0,17,33,5,0,0,31,0,0,0,31,0,10,36,19,0,0,0,19,0,0,0,18,0,0,19,12,0,0,0
LGA56460,99,16,22,132,75,11,7,0,95,6,0,9,101,18,13,132,65,14,5,0,80,8,3,12,95,9,11,111,91,9,11,0,115,8,4,5,123,21,19,161,107,9,8,0,124,4,0,4,130,10,13,155,103,18,7,3,133,3,0,3,139,17,19,169,88,14,10,0,114,0,0,0,119,30,22,161,78,22,7,0,110,4,0,4,113,49,19,179,35,12,3,0,56,0,0,0,61,79,15,156,14,14,5,3,33,0,0,0,33,74,15,116,6,6,5,0,20,0,0,0,20,136,25,175,833,174,81,22,1108,54,14,69,1177,570,225,1974,25,27,3,5,63,0,7,7,72,82,19,171,66,16,5,3,86,11,0,11,98,15,14,130,79,20,4,4,107,9,0,4,115,18,14,137,80,10,4,0,101,6,3,6,107,12,9,130,81,22,0,7,107,7,0,7,113,9,21,144,54,11,0,0
LGA56580,402,86,30,517,261,39,10,10,319,14,7,12,335,49,29,414,371,48,5,13,437,13,0,10,447,36,25,508,468,52,9,3,531,18,4,23,554,34,33,625,570,66,12,11,651,25,0,25,678,29,38,750,530,60,13,6,612,21,4,26,638,43,36,717,444,87,19,4,549,12,3,14,572,71,39,672,308,113,13,0,435,11,4,16,453,126,30,612,178,134,6,0,315,4,12,13,326,242,34,606,53,93,5,3,152,0,0,4,156,273,13,446,16,72,0,5,94,0,0,0,95,540,43,680,3659,1379,122,63,5222,161,147,310,5533,2248,403,8185,22,307,23,3,355,3,53,58,414,453,13,883,177,347,9,0,538,21,20,42,577,143,16,731,325,94,13,4,430,14,6,23,453,62,26,539,292,49,22,4,370,9,3,13,380,35,17,435,376,50,11,4,442,7,5,10,449,36,25,514,491,54,8,12
LGA56620,14,36,12,57,9,3,0,0,20,8,4,11,37,23,16,82,5,9,0,3,17,3,0,3,23,17,16,54,6,4,0,0,13,0,0,0,13,21,22,58,10,5,0,0,11,0,5,5,20,13,16,47,10,0,0,0,13,0,0,0,18,6,6,25,9,0,3,0,14,0,0,0,15,9,14,33,6,5,0,0,8,0,0,0,8,6,3,23,3,0,0,0,9,0,0,0,9,10,5,26,0,0,0,0,4,0,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,5,6,10,73,40,11,8,129,37,16,54,185,210,167,562,0,0,0,0,4,6,0,6,11,53,10,69,3,0,0,0,6,3,3,5,9,38,3,55,7,0,0,0,9,7,0,5,19,36,10,65,6,5,0,0,8,3,0,4,14,24,4,43,5,7,0,0,12,9,0,4,16,34,3,55,12,4,0,0
LGA56730,212,125,24,364,154,24,12,3,192,11,3,16,211,132,27,370,171,24,5,0,199,17,4,19,220,93,29,343,191,34,6,5,233,25,0,23,254,90,34,377,192,22,9,0,227,5,6,14,239,81,39,356,198,24,16,3,245,21,0,25,268,70,31,373,207,56,28,0,292,23,3,25,317,72,45,432,149,52,15,3,228,24,3,29,252,107,33,390,67,31,5,0,110,6,0,4,109,234,35,387,22,19,0,0,38,0,0,0,38,176,24,243,6,11,0,0,19,0,0,4,24,301,31,355,1713,410,108,39,2272,198,44,239,2506,1723,409,4648,65,76,7,4,151,17,12,25,174,149,34,355,141,38,0,9,190,11,13,24,211,72,35,312,145,30,7,3,185,11,3,17,200,85,26,312,173,28,7,7,219,13,5,13,230,96,34,362,163,23,11,5,207,13,5,18,224,104,35,356,159,20,9,4
LGA56790,52,4,9,65,36,6,0,0,44,10,3,9,55,4,6,63,50,0,4,0,59,10,0,10,62,5,6,72,44,7,9,6,65,6,0,6,71,8,9,92,70,18,9,4,97,4,0,5,104,12,9,129,72,11,7,3,91,6,0,8,98,11,11,127,67,26,9,0,99,8,3,7,104,44,24,169,60,15,10,0,86,10,8,14,106,64,23,188,19,14,9,0,40,0,0,0,48,103,16,160,15,10,5,0,31,0,0,0,31,92,17,134,4,5,0,0,8,0,0,0,8,103,28,137,515,154,53,19,743,58,20,78,821,482,171,1473,14,15,0,4,37,0,0,3,36,22,7,71,22,4,0,0,28,3,0,3,31,5,5,47,29,4,4,4,37,0,3,7,38,4,5,56,34,3,0,0,41,0,0,6,44,9,17,67,36,16,3,9,65,0,0,0,65,3,24,91,40,10,3,0
LGA56860,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,0,0,0,7,0,0,10,6,0,0,0,6,0,0,0,12,0,0,9,3,3,0,0,11,0,0,0,11,0,0,9,3,3,0,0,7,0,0,0,7,5,0,16,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,4,10,42,11,0,4,59,3,3,0,66,34,8,106,0,0,0,0,0,0,0,0,0,3,0,10,4,4,0,0,9,0,0,0,9,0,7,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,4,0,3,7,0,0,0,0,3,0,0,0,3,0,0,4,6,0,0,0
LGA56930,22,4,6,28,12,4,0,0,17,0,0,4,25,0,4,21,17,0,0,0,20,0,0,0,20,0,5,22,24,4,0,0,26,0,0,0,26,0,3,28,35,5,0,0,41,0,0,0,41,6,4,52,44,3,0,0,49,0,0,0,49,5,3,56,34,5,0,0,41,0,0,0,41,8,5,49,27,13,0,0,46,0,0,0,46,10,4,58,10,9,0,0,22,0,0,0,22,18,0,39,6,4,0,0,15,0,0,0,15,15,3,34,3,15,0,0,17,0,0,0,17,43,9,64,246,108,3,0,355,7,6,15,369,157,43,566,0,20,0,0,24,0,0,0,22,36,0,59,8,31,0,0,37,0,0,0,36,8,0,47,17,8,0,0,27,0,0,0,32,6,0,38,16,5,0,0,22,0,0,0,22,0,0,27,18,0,0,0,22,0,0,0,22,6,0,23,18,3,0,0
LGA57000,35,0,0,44,28,0,0,0,29,0,0,0,29,0,8,43,16,0,0,0,21,0,0,0,21,0,4,24,16,3,0,0,21,0,0,0,21,0,3,30,31,4,0,0,33,0,0,0,33,4,6,38,23,5,0,0,27,0,0,0,27,0,4,33,33,0,5,0,37,0,0,3,38,0,0,45,17,4,0,0,20,0,0,0,24,4,0,27,7,0,0,0,10,0,0,0,10,4,4,18,0,0,0,0,8,0,0,0,8,4,0,15,0,0,0,0,0,0,0,0,0,3,0,6,229,23,19,5,267,5,6,10,278,31,44,352,4,0,0,0,3,0,0,0,3,3,5,15,10,0,0,0,10,0,0,0,10,3,7,22,15,0,0,0,14,0,0,0,14,0,7,25,16,0,0,0,17,0,0,0,17,0,9,28,15,0,0,0,21,0,0,0,21,0,19,39,10,0,0,0
LGA57080,1674,349,387,2408,1243,251,49,12,1554,73,12,85,1640,178,333,2151,693,121,38,15,860,56,19,75,934,102,210,1247,405,55,14,9,479,42,9,52,527,56,106,683,325,55,18,9,406,41,0,42,445,69,106,613,321,55,9,7,398,41,0,43,443,71,98,608,260,45,13,0,325,29,5,34,358,87,93,543,238,55,10,3,308,26,8,28,338,159,94,585,88,61,10,4,163,8,9,16,180,226,54,456,35,40,3,0,73,0,6,5,82,214,62,355,21,29,9,0,55,0,0,7,60,309,77,442,5078,1557,266,138,7037,427,355,785,7820,2743,1869,12433,25,163,13,3,204,3,63,63,270,219,52,542,405,498,35,20,951,39,79,115,1070,495,180,1739,1159,374,45,40,1610,76,30,106,1718,281,280,2273,1386,290,49,25,1740,51,20,67,1811,163,226,2200,1132,192,33,23,1378,40,10,51,1431,106,175,1713,621,108,29,20
LGA57140,17,4,4,18,10,6,0,0,14,0,0,0,21,0,3,21,13,4,0,0,12,0,0,0,15,6,0,22,13,0,0,0,17,6,0,6,21,4,3,26,20,0,0,0,24,0,0,0,23,4,3,37,23,3,0,0,28,0,0,0,30,3,5,37,30,4,6,4,38,0,0,0,38,13,6,53,17,3,4,0,30,3,0,3,31,14,5,58,13,9,3,0,17,0,0,0,17,25,8,50,5,6,0,0,9,0,0,0,9,33,0,45,3,0,0,0,8,0,0,0,8,41,7,58,174,38,12,4,230,19,0,21,255,171,52,481,3,3,0,0,8,5,0,5,8,11,0,25,15,0,0,0,17,0,0,0,24,6,3,31,11,0,0,0,14,0,0,4,19,0,0,21,9,0,0,0,12,0,0,0,12,7,0,14,21,0,0,0,23,3,0,3,23,4,0,32,9,0,0,0
LGA57210,91,17,15,121,54,10,8,5,65,4,0,3,70,20,9,103,68,16,6,7,88,6,0,6,96,33,14,144,79,16,4,4,105,7,0,12,114,28,14,159,114,21,6,0,142,11,0,8,151,39,11,201,114,19,10,0,142,7,0,11,148,35,21,202,77,29,10,7,120,9,0,9,126,55,14,203,80,34,11,4,123,4,11,14,135,56,16,212,48,26,5,0,80,0,0,0,84,108,22,213,16,11,0,0,29,0,0,0,29,90,19,137,9,20,5,0,29,0,0,0,29,145,19,192,796,256,58,27,1138,70,21,94,1236,716,195,2152,43,34,5,0,77,0,4,5,84,67,23,168,53,22,0,0,73,3,0,3,82,7,14,95,61,10,4,4,74,0,0,3,74,23,5,98,76,14,5,4,95,0,0,0,93,21,8,125,71,15,3,7,99,0,0,0,99,20,16,136,75,13,11,6
LGA57280,613,52,140,805,588,50,34,13,694,13,0,17,702,36,135,877,493,25,27,7,551,17,0,14,566,29,118,712,404,35,18,15,468,22,5,24,492,34,101,631,373,38,27,7,446,10,0,17,462,42,83,592,344,20,16,12,400,16,0,19,413,41,109,567,283,29,26,6,344,14,0,23,363,31,83,478,125,11,11,8,164,12,0,12,169,49,47,261,49,12,4,0,63,0,0,0,63,47,24,135,11,0,0,0,16,0,0,4,12,42,11,66,10,0,0,0,11,0,0,0,12,46,14,75,3460,360,209,105,4134,165,29,195,4334,659,974,5960,90,103,3,4,204,15,14,26,228,144,69,436,199,35,9,13,254,30,6,40,291,48,82,420,388,32,32,15,473,13,0,15,488,41,133,662,536,52,33,23,646,14,0,17,661,39,140,841,562,46,44,17,675,11,3,13,692,44,128,854,427,27,20,20
LGA57350,20,0,5,20,17,5,4,0,19,3,0,3,21,5,4,31,5,0,0,0,8,0,0,0,6,3,3,18,7,0,0,0,16,0,0,0,16,3,0,15,18,0,0,0,19,3,0,3,29,0,8,32,16,3,6,0,25,0,0,4,28,7,6,36,25,11,0,0,32,0,0,0,32,11,8,58,19,7,0,0,27,0,0,0,31,14,5,53,7,6,0,0,13,0,0,0,14,21,3,39,5,0,0,0,4,0,0,0,4,23,6,37,0,0,0,3,6,0,0,0,6,34,7,47,142,38,14,5,209,15,3,19,225,134,53,414,5,0,0,0,8,0,0,0,9,4,3,15,6,0,0,0,10,0,0,0,10,0,5,11,3,0,0,0,3,0,0,0,6,0,3,11,11,3,0,0,17,0,0,0,17,0,3,20,18,0,0,0,18,0,0,0,18,0,4,19,9,0,0,0
LGA57420,47,0,12,52,39,4,0,0,43,0,0,0,42,0,4,53,38,6,3,0,53,0,0,0,53,3,14,65,43,3,0,0,49,3,0,3,52,0,11,65,43,3,0,0,44,4,0,7,48,4,7,62,43,0,3,0,55,0,0,0,61,3,3,66,53,7,10,0,64,10,0,10,72,10,13,95,29,10,0,0,40,0,0,3,42,19,4,63,13,10,0,0,25,0,0,0,25,37,8,64,17,7,6,0,19,0,0,0,19,40,7,74,0,0,0,0,5,0,0,0,5,41,13,58,375,60,29,3,468,28,0,33,504,177,105,782,13,0,0,0,21,0,0,0,19,7,0,31,19,0,0,4,23,0,0,3,31,7,9,45,48,0,4,0,61,0,0,0,60,5,3,66,60,4,3,0,67,0,0,0,67,6,12,85,43,9,0,6,60,0,0,0,60,6,6,76,37,7,7,0
LGA57490,3686,289,449,4425,3011,328,152,64,3552,255,31,287,3840,254,425,4518,2847,285,147,47,3326,219,16,242,3563,201,363,4127,2960,309,133,48,3446,228,25,251,3695,270,320,4289,2907,340,145,57,3450,238,20,262,3710,319,358,4384,2671,302,162,41,3181,240,11,253,3429,410,322,4165,1933,347,128,34,2435,210,24,236,2678,528,252,3456,1055,299,88,21,1466,133,35,168,1635,823,194,2660,284,223,26,10,539,17,17,34,575,1647,187,2405,60,94,3,10,168,5,10,15,174,1568,151,1897,31,48,4,10,84,4,0,8,91,2532,322,2941,23100,4686,1244,518,29547,2517,630,3148,32694,11076,4053,47819,690,1260,56,50,2060,173,386,554,2612,1724,200,4536,2012,824,109,70,3013,225,105,327,3344,422,377,4142,2645,517,164,80,3402,208,58,264,3664,331,391,4381,2977,379,221,105,3691,134,33,163,3854,292,419,4565,3159,350,173,86,3772,121,21,140,3908,282,443,4635,2908,312,164,57
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,7,5,0,0,0,4,0,0,0,9,5,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,6,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,3,0,3,19,5,0,0,21,0,0,0,23,22,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA57700,918,91,64,1072,799,84,18,20,923,49,8,58,983,89,79,1155,671,64,30,20,782,40,7,45,833,101,46,980,585,68,22,16,689,42,3,40,730,99,63,887,668,70,26,12,775,42,4,49,829,94,63,985,619,75,25,5,723,33,0,33,756,99,65,918,450,77,22,4,560,22,3,29,584,87,48,726,250,81,21,4,351,15,13,28,380,158,44,582,93,60,10,0,161,12,0,8,169,328,29,530,20,37,6,0,70,0,0,0,67,264,15,343,11,15,0,0,26,0,0,0,26,354,34,416,5563,1029,235,114,6952,390,98,492,7440,2229,637,10301,189,252,15,17,473,28,44,77,548,367,43,961,492,163,22,16,693,31,15,45,738,89,44,869,685,94,33,20,830,20,9,28,859,90,64,1009,900,104,56,21,1079,15,5,17,1096,96,78,1275,931,86,47,24,1089,27,0,31,1124,108,66,1293,755,88,49,15
LGA57770,16,0,3,23,19,3,4,0,30,0,0,0,30,0,4,37,25,0,4,0,33,0,0,0,33,3,6,41,17,4,0,0,27,0,0,3,24,3,4,30,24,0,0,0,30,0,0,0,30,0,6,32,18,6,0,0,24,0,0,0,25,0,3,30,25,4,0,0,27,0,0,0,27,5,4,37,9,6,4,5,23,4,0,5,24,16,0,42,7,8,0,0,12,0,0,0,12,30,5,47,0,0,0,0,4,0,0,0,4,29,3,40,0,0,0,0,0,0,0,0,0,21,3,25,173,43,10,11,239,9,3,10,248,124,48,424,0,4,0,0,4,0,0,0,4,5,0,13,11,5,0,0,16,0,0,0,16,0,0,20,19,4,6,3,29,0,0,0,29,0,6,32,24,0,0,0,28,0,0,0,28,0,3,29,29,3,0,0,32,0,0,0,33,4,8,44,15,5,0,0
