LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA54170,1431,7171,5694,32231,750,47276,0,10,4,67,5,89,2676,104,131,136,43,3084,499,160,72,252,17,1002,1891,466,280,519,38,3186,34799,6195,4964,20518,1162,67638,624,16,85,12,14,750,555,63,44,215,18,891,2094,364,267,1570,86,4377,530,185,62,323,21,1124,277,41,15,27,5,363,1915,115,72,74,24,2206,6729,1099,851,6278,259,15216,2631,888,440,2232,97,6297,105,5,13,6,0,127,125,17,7,25,10,183,413,100,43,186,7,744,174,46,27,67,5,319,889,79,83,18,28,1092,1508,394,218,60,46,2219,1188,144,93,194,25,1647,256,20,29,42,0,345,90,0,3,0,0,94,7354,1223,1004,4908,183,14676,251,26,8,10,7,306,3438,119,90,21,50,3717,420,51,29,106,25,636,158,26,14,15,0,216,364,14,22,8,4,411,1387,142,96,278,31,1935,8469,967,828,841,184,11289,786,148,154,791,4785,6668,70061,12245,9390,53467,7245,152403,1415,7364
LGA54200,419,2799,2051,13509,356,19133,0,3,3,89,8,111,490,35,41,42,9,621,137,55,22,79,8,301,736,186,137,260,17,1335,9447,2501,1873,8872,463,23148,377,4,37,5,10,445,173,31,11,64,3,286,604,203,106,708,38,1664,69,25,6,66,5,174,107,13,12,20,0,155,496,56,27,33,11,621,1594,411,292,2355,85,4731,1279,438,200,1171,53,3148,14,0,3,0,0,23,43,12,3,9,0,68,17,6,4,11,0,33,58,19,7,23,0,108,407,37,30,4,14,493,519,153,79,26,13,790,294,39,20,124,11,488,58,12,4,21,0,95,33,0,0,0,0,35,1901,487,407,2168,67,5029,66,7,6,7,0,88,392,28,21,14,8,467,69,15,3,30,3,129,47,8,4,5,0,55,49,0,0,3,0,57,303,59,21,98,9,493,2749,361,289,436,107,3947,263,65,46,448,2410,3229,19222,4861,3451,22627,3406,53566,546,2940
LGA54280,185,1058,829,9249,317,11641,0,19,9,374,23,421,220,16,11,38,8,286,98,32,12,69,0,200,196,66,34,101,6,412,2679,831,727,5755,227,10223,394,3,36,0,32,463,62,3,0,24,0,95,286,85,81,618,18,1092,32,12,9,42,0,95,16,3,0,13,0,28,326,10,5,4,0,348,591,175,141,1691,63,2656,217,130,62,578,16,1003,21,0,0,0,0,21,6,4,0,0,0,13,7,4,0,6,0,17,5,14,4,7,0,33,1036,60,38,6,45,1182,402,81,63,18,4,572,88,19,9,72,3,181,21,7,0,13,0,47,94,4,0,0,3,99,775,222,142,1311,33,2487,23,3,0,4,0,31,448,9,3,0,3,466,35,3,0,13,0,51,24,0,0,0,0,28,23,0,0,0,0,28,80,18,17,63,0,184,1384,132,127,276,44,1960,172,30,24,476,3484,4186,7974,1846,1437,15691,4155,31107,208,1065
LGA54310,118,764,633,6303,173,8004,0,9,0,308,7,331,393,10,18,38,0,467,36,13,13,25,5,82,166,59,44,106,4,370,1836,601,507,3504,132,6582,394,5,27,5,12,443,36,3,3,19,5,69,152,58,48,353,20,635,27,7,6,37,0,83,7,9,9,8,0,35,245,3,12,19,0,279,462,96,85,994,13,1652,110,69,25,249,7,468,16,0,0,0,0,21,7,0,0,0,0,10,36,4,3,0,4,52,24,14,0,16,0,51,352,23,20,13,7,418,297,58,53,10,8,415,64,19,14,33,0,120,10,4,5,11,0,25,18,3,0,0,0,27,575,127,99,848,25,1676,17,0,0,0,0,21,154,11,9,3,0,181,35,6,0,11,0,61,25,6,0,0,4,28,22,0,0,0,0,23,66,14,10,32,0,130,829,94,71,217,26,1241,68,14,16,221,4641,4950,5410,1273,1046,10156,5008,22903,159,702
LGA54340,36,150,112,1368,52,1717,0,0,0,25,10,41,118,0,5,6,5,126,0,0,0,7,0,7,30,16,11,18,0,75,288,108,100,851,54,1404,12,0,0,0,0,16,5,0,0,0,0,6,29,7,6,148,7,194,0,0,5,0,0,8,0,0,0,0,0,0,15,0,0,0,0,16,31,17,16,168,9,239,41,18,5,67,3,142,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,49,9,0,0,3,64,42,3,7,0,0,50,12,0,5,4,0,21,3,0,0,0,0,3,0,0,0,0,0,0,63,29,13,174,14,294,9,0,0,0,0,9,22,3,3,4,0,36,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,5,3,8,0,9,407,36,28,90,26,588,47,9,5,67,141,270,1114,271,203,2322,273,4182,49,130
LGA54410,5,50,35,464,7,558,0,0,0,13,0,15,0,0,0,0,0,0,6,0,0,0,0,9,10,4,3,0,0,11,91,47,28,332,16,503,3,0,0,0,0,6,0,0,0,0,0,0,11,3,3,25,0,44,6,0,0,0,0,9,3,0,5,0,0,8,6,0,0,0,0,6,11,3,3,66,0,86,11,4,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,0,0,18,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16,5,15,76,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,19,7,5,3,0,25,4,0,0,13,49,67,173,87,52,801,70,1178,4,51
LGA54480,4,7,17,230,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,8,28,4,23,174,4,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,35,0,49,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,34,0,55,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,8,15,54,11,33,399,16,514,4,11
LGA54550,8,81,57,763,22,933,0,0,0,7,0,7,0,0,0,4,0,7,0,0,0,0,0,0,8,5,0,8,0,20,151,79,61,548,27,867,15,0,0,0,0,24,4,0,0,0,0,8,14,3,3,46,4,71,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,94,8,126,32,18,7,61,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,9,8,0,8,111,7,8,0,0,0,24,3,0,5,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,37,14,19,130,6,198,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,3,0,10,14,9,7,12,0,35,4,0,8,12,55,69,345,145,108,1281,97,1981,9,83
LGA54620,3,34,34,359,21,449,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,4,10,3,3,4,0,19,80,39,38,305,9,472,0,0,0,0,0,0,3,0,0,0,0,3,5,0,4,26,0,31,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,26,4,3,70,0,103,7,0,4,19,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,12,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,12,3,66,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,16,4,0,4,3,30,4,0,0,8,64,83,162,74,62,654,96,1043,0,14
LGA54690,5,21,22,162,4,213,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,11,14,142,4,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,39,0,49,4,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,30,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,3,0,16,4,0,0,0,11,14,66,30,31,294,16,438,3,18
LGA54760,4,16,40,309,8,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,12,0,20,66,29,27,270,6,401,0,0,6,0,0,3,4,0,0,4,0,4,4,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,57,0,86,14,3,0,13,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,7,8,74,0,100,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,3,0,15,0,0,0,5,5,19,119,46,54,582,23,826,0,18
LGA54830,320,1483,1094,6880,262,10043,0,5,10,94,4,115,307,9,8,29,10,360,79,28,15,32,5,158,320,90,69,125,10,612,4787,1315,1057,4574,297,12026,448,4,39,4,10,505,60,5,14,34,0,116,294,81,55,334,20,788,34,16,10,34,0,97,29,9,0,8,0,45,257,13,19,21,8,315,667,181,108,1031,38,2019,285,149,79,378,27,928,30,0,0,0,0,31,8,3,0,13,0,14,7,0,3,4,0,21,17,9,4,13,0,41,564,41,37,13,16,669,272,89,53,17,9,439,96,17,19,28,3,163,30,4,0,11,0,40,39,0,5,0,3,46,1014,255,177,891,61,2396,106,9,3,5,0,124,236,6,17,9,6,281,67,9,5,27,4,112,38,9,4,0,0,48,51,0,0,0,0,58,149,26,16,38,0,239,1689,249,174,216,56,2382,220,44,36,367,2618,3299,10309,2468,1880,11278,3294,29227,506,1751
LGA54900,0,41,51,513,0,613,0,0,0,6,0,6,0,0,0,0,0,4,0,0,0,0,0,3,14,4,3,12,0,34,111,44,48,397,8,608,33,0,4,0,0,34,0,0,0,0,0,0,11,0,0,25,0,41,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,20,12,8,91,0,132,6,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,19,5,9,0,0,29,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,20,6,10,106,0,143,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,13,11,4,5,9,0,28,0,0,4,24,51,72,235,82,87,898,63,1358,7,32
LGA54970,3,31,30,237,4,301,0,0,0,284,0,284,6,0,0,0,0,5,3,0,0,6,0,9,13,0,0,3,0,22,120,30,34,147,9,332,13,0,0,0,0,9,6,0,0,0,0,10,11,3,0,16,0,38,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,29,4,5,57,5,99,11,0,0,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,18,0,0,0,0,21,13,0,3,0,0,20,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,8,40,6,6,47,0,101,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,56,4,5,18,0,73,0,0,0,4,135,146,302,54,48,678,151,1231,5,32
LGA55040,15,75,62,548,22,721,0,0,0,72,0,70,8,0,0,0,0,13,7,0,0,3,0,11,19,6,11,11,0,48,228,65,54,402,25,768,21,0,0,0,0,21,7,0,0,6,0,4,19,4,5,38,0,71,4,0,0,0,0,9,3,0,3,0,0,10,9,0,0,0,0,12,48,7,9,105,0,170,9,12,3,29,0,49,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,7,0,0,0,0,0,0,83,0,0,0,6,90,30,0,0,0,0,30,6,0,5,3,0,13,0,0,0,0,0,0,4,4,0,0,0,4,73,21,10,94,0,196,0,0,0,0,0,0,9,0,4,0,0,15,5,4,0,5,0,14,0,0,0,0,0,0,4,0,0,0,0,4,9,3,0,7,0,16,77,7,8,16,0,106,4,3,0,18,638,660,567,134,107,1021,683,2510,9,48
LGA55110,447,3105,2399,19353,684,25987,0,3,8,112,10,131,367,25,25,66,18,501,125,32,22,86,3,270,807,193,141,268,32,1442,11819,3083,2355,14228,755,32243,438,7,53,17,18,533,166,25,19,118,3,329,645,163,150,1065,48,2067,58,35,8,79,0,180,65,12,3,24,3,112,283,23,13,20,7,344,1629,444,304,3416,149,5943,601,263,118,902,51,1935,44,6,4,0,0,50,13,4,0,7,0,22,16,10,0,13,0,40,60,26,14,37,0,146,759,71,65,40,16,956,542,151,107,27,27,854,210,37,28,104,3,375,76,17,17,24,4,142,99,5,5,0,3,111,2313,626,525,3052,145,6662,28,3,0,10,0,36,658,41,25,0,6,732,91,9,14,80,4,201,32,3,5,0,0,46,35,3,3,0,0,42,463,78,48,114,14,714,2088,374,232,394,75,3159,357,100,100,737,3980,5280,21129,5558,4183,33460,5577,69909,626,3731
LGA55180,57,406,321,2772,86,3643,0,4,0,14,0,16,22,0,0,10,0,36,42,6,5,22,0,68,74,36,3,39,0,157,990,429,329,2302,115,4164,34,0,6,0,0,47,14,0,0,24,0,40,93,36,23,186,3,334,20,9,3,13,0,44,3,0,0,3,0,9,29,0,8,0,0,40,124,61,45,567,18,811,218,92,27,314,12,660,4,0,3,0,0,9,9,0,0,0,0,14,117,13,10,47,3,196,10,0,0,0,0,8,8,8,7,0,0,27,50,13,7,0,4,76,39,3,4,14,0,66,4,3,0,0,0,9,0,0,0,0,0,0,232,106,74,522,20,951,0,0,0,4,0,4,25,0,3,0,0,30,3,5,0,5,0,18,0,0,0,0,0,0,8,0,0,0,0,8,27,10,3,18,0,59,226,50,24,91,6,399,29,14,5,136,334,523,2083,809,558,5189,546,9182,67,408
LGA55250,3,33,40,391,18,475,0,0,0,125,0,125,8,0,0,5,0,10,0,0,0,0,0,6,12,3,0,0,0,20,84,26,33,191,9,339,8,0,3,0,0,13,0,0,0,0,0,3,7,0,6,16,0,32,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,20,4,0,59,3,91,7,3,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,18,0,0,0,0,18,3,0,0,3,0,9,0,0,0,0,0,0,3,0,0,0,0,3,16,4,4,41,0,66,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,5,9,19,0,65,3,0,0,88,248,336,223,49,53,775,271,1380,0,25
LGA55320,707,4399,3336,19979,530,28942,0,5,0,69,0,72,8345,131,226,105,141,8947,549,148,80,316,11,1104,931,278,134,369,20,1731,12448,3854,2929,14693,657,34574,451,5,45,5,7,509,453,44,35,141,8,679,1036,222,183,1107,33,2576,270,62,34,202,4,568,114,24,10,38,6,190,1991,85,57,25,32,2193,2433,781,530,4713,146,8596,2550,770,341,2149,81,5889,515,0,8,3,20,551,148,18,25,19,0,211,87,7,9,29,0,128,100,33,4,31,0,171,209,23,13,3,4,257,657,172,121,24,14,983,453,80,59,107,5,699,175,11,19,23,0,233,38,11,6,0,3,51,3190,947,645,3777,114,8678,152,9,5,14,0,184,1074,80,58,16,9,1245,236,13,16,80,4,355,371,27,10,3,6,421,190,8,4,0,4,210,483,109,72,225,11,900,6761,709,604,612,147,8834,460,106,87,539,3496,4692,40841,7966,5777,36017,5098,95700,757,4272
LGA55390,0,0,4,73,0,85,0,0,0,197,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,53,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,9,0,0,0,6,20,23,21,11,6,327,19,386,0,6
LGA55460,17,131,125,1177,47,1501,0,5,0,25,0,28,73,0,0,5,8,84,10,3,0,3,0,18,31,13,8,20,0,73,254,140,106,758,39,1302,20,0,0,0,0,15,0,0,0,0,0,6,14,10,3,64,6,92,0,0,0,0,0,4,3,0,0,0,0,7,14,0,0,0,0,14,28,21,13,199,5,263,44,26,5,69,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,16,4,6,3,0,24,21,8,15,0,0,41,14,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,63,29,12,163,3,270,0,0,0,0,0,0,10,4,0,0,0,13,0,4,0,11,0,13,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,12,0,21,82,10,4,25,3,127,12,3,4,51,152,219,625,254,189,1981,232,3286,23,140
LGA55530,0,15,16,218,5,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,23,17,19,128,0,191,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7,40,0,57,5,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,23,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,6,0,4,0,0,5,11,14,27,44,33,38,345,29,477,4,7
LGA55600,11,87,78,1045,30,1254,0,0,0,12,0,12,0,0,0,0,0,3,0,0,0,4,0,9,36,7,8,27,0,79,162,78,71,643,17,962,16,0,0,0,0,16,3,0,0,0,0,6,14,4,5,44,0,63,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,10,34,9,7,141,3,195,15,3,6,33,4,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,30,0,0,0,0,37,7,5,0,0,0,17,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,19,20,132,0,221,0,0,0,0,0,0,6,0,0,0,0,7,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,13,27,9,5,19,0,62,10,4,6,44,113,174,377,146,115,1676,158,2478,12,92
LGA55670,5,35,34,360,29,461,0,0,0,9,0,9,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,14,54,32,28,213,13,343,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,6,5,3,60,0,75,4,4,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,3,64,0,107,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,17,0,8,4,0,22,4,0,0,13,39,62,118,60,53,582,80,892,6,34
LGA55740,53,430,319,1834,57,2691,0,0,0,10,0,10,230,0,11,6,0,252,26,4,8,26,3,66,72,20,14,20,0,127,1207,403,263,1561,53,3489,54,6,9,0,0,59,49,4,6,12,0,68,147,34,27,91,3,294,31,10,5,43,0,96,14,0,0,5,0,19,105,3,3,8,5,118,301,76,58,524,15,967,112,35,20,101,0,269,18,0,0,0,0,19,4,0,0,9,0,11,8,0,4,4,0,19,3,0,0,0,0,6,35,3,0,0,0,39,53,23,14,5,0,91,57,5,6,10,7,73,21,0,0,8,0,28,12,0,0,0,0,12,281,113,61,483,16,952,13,0,0,0,0,13,90,11,9,0,0,113,24,5,0,0,0,34,18,0,5,0,0,21,16,0,0,0,0,17,38,6,7,14,0,67,651,70,56,49,11,834,52,3,8,55,513,623,3126,766,545,3524,639,8595,80,438
