LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA58050,12868,7942,7246,9890,9838,7579,4528,2340,708,62946,191,116,209,165,97,36,17,8,0,835,935,514,468,386,295,130,67,23,4,2824,36,22,18,48,19,16,9,10,3,176,0,3,5,3,0,0,0,0,0,13,33,21,56,25,8,7,8,0,0,160,61,78,86,96,84,44,18,11,0,477,97,102,149,126,89,53,27,5,0,648,7151,4672,4748,4051,3005,1651,697,258,66,26303,2379,1588,1548,1584,1315,871,536,304,201,10330,24190,15348,14874,16785,15177,10700,5993,2990,990,107055,570,456,570,679,594,458,190,61,20,3590,2788,1821,1439,2327,3277,2818,2090,1084,357,17998,0,0,0,0,0,0,0,0,0,5,507,309,320,338,329,215,139,67,17,2249,3,0,9,0,0,8,3,0,0,16,6372,4023,4044,4327,4246,3183,2041,1007,334,29575,61,50,29,55,56,58,50,25,11,395,217,150,181,216,201,138,104,43,14,1256,98,67,61,77,73,81,55,24,7,547
LGA58190,68,15,25,33,63,29,22,23,4,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,4,11,4,8,0,4,0,62,19,6,11,11,12,3,3,0,0,58,107,28,39,50,80,49,28,20,4,402,0,0,0,0,0,0,0,0,0,0,27,8,7,6,21,14,6,13,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,8,11,13,9,7,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,78,18,42,55,64,78,28,26,5,398,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,15,23,21,19,13,9,0,0,155,11,8,5,7,13,7,3,0,3,60,151,36,72,80,91,100,39,26,13,617,0,0,0,0,0,0,0,0,0,0,24,0,8,15,29,27,23,8,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,10,20,11,11,10,17,0,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,371,180,142,300,464,551,341,132,27,2498,0,0,0,0,0,3,0,0,0,3,4,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,10,7,0,0,36,0,3,0,4,5,10,7,0,0,36,302,174,106,162,247,173,87,27,3,1290,109,56,30,74,98,88,48,14,10,516,789,422,280,549,824,832,483,168,39,4387,11,4,3,9,13,9,8,0,0,55,88,56,38,75,174,201,213,81,6,936,0,0,0,0,0,0,0,0,0,0,22,0,10,14,8,14,18,13,0,93,0,0,0,0,0,0,0,4,0,3,88,61,47,59,132,142,113,51,9,696,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,8,0,4,12,10,5,8,0,0,50
LGA58400,33,7,14,28,39,36,47,13,6,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,6,38,15,8,16,15,16,4,0,0,101,3,5,9,4,3,0,3,0,0,25,74,27,33,39,55,47,50,13,6,349,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,15,15,6,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,4,13,12,12,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,15,0,9,13,19,17,10,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,14,14,8,10,6,0,0,127,3,9,4,3,8,4,3,0,0,33,70,35,32,35,31,32,15,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,0,4,3,0,27,5,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,2119,1877,2648,2346,2104,1845,1186,1129,815,16077,124,191,487,110,25,9,5,6,5,964,346,270,424,237,67,44,18,7,0,1409,0,9,3,8,11,8,5,0,0,38,4,7,0,0,0,3,4,0,0,22,15,77,124,9,3,4,3,0,3,234,21,34,54,37,32,18,7,7,0,209,38,113,184,52,34,23,14,7,3,462,1098,1740,2302,1348,885,659,217,158,94,8503,454,673,862,577,456,300,182,164,186,3850,4269,5115,7262,4869,3703,2967,1664,1485,1105,32436,96,184,312,202,122,88,59,16,7,1074,253,251,265,387,516,504,484,326,304,3289,0,0,0,0,0,0,0,0,0,0,41,53,65,45,40,39,31,22,12,352,0,0,0,0,0,0,0,0,0,7,1152,850,1324,1005,928,757,529,431,241,7223,4,7,6,7,12,7,8,0,7,66,26,19,30,34,33,35,9,11,6,210,29,9,26,24,22,28,8,7,10,158
LGA58540,118,38,50,97,119,90,58,27,6,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,53,17,44,25,23,10,8,0,0,187,33,6,9,6,18,8,10,7,0,92,199,62,114,135,163,112,76,31,6,900,0,0,3,0,0,0,0,0,0,3,28,13,13,30,50,42,39,15,4,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,44,10,19,36,33,30,16,17,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,2216,1632,3001,2562,2164,1548,1090,1012,482,15704,39,66,166,41,22,5,0,0,0,338,51,59,141,50,33,24,9,7,0,361,41,22,38,32,24,33,12,7,4,201,0,0,0,0,0,0,0,0,0,0,5,26,39,5,0,0,0,0,0,73,8,26,48,35,20,15,5,3,0,171,12,53,92,43,20,16,5,3,0,247,1488,1581,2996,1856,1120,744,219,70,34,10121,415,503,1004,541,386,306,109,103,63,3431,4356,4089,7680,5334,3950,2807,1497,1223,608,31543,68,104,204,165,123,143,72,32,15,926,288,188,381,387,490,397,270,121,85,2602,0,0,0,0,0,0,0,0,0,0,50,24,65,44,28,24,11,3,8,259,0,0,5,0,0,0,0,0,0,5,1217,741,1598,1206,1080,787,519,502,287,7940,8,3,8,8,6,3,3,0,3,35,128,51,122,125,139,109,99,127,74,980,10,8,25,9,16,10,0,0,3,87
LGA58610,199,82,108,129,167,230,145,80,40,1184,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,0,0,0,11,4,0,5,0,6,0,0,0,0,11,149,55,65,51,52,52,39,9,5,471,32,21,17,10,25,20,17,12,9,168,382,150,188,198,251,307,210,102,51,1848,0,0,0,0,4,10,5,0,0,18,36,17,22,42,47,77,79,36,19,376,0,0,0,0,0,0,0,0,0,0,22,0,4,13,5,9,6,5,0,64,0,0,0,0,0,0,0,0,0,0,53,21,27,43,32,58,29,13,4,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA58680,58,18,19,61,51,42,34,16,3,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,12,18,19,15,9,0,0,106,4,0,0,6,3,6,5,5,3,31,91,27,39,83,74,63,45,17,9,437,0,0,0,0,5,0,0,0,0,3,20,0,0,10,25,28,13,6,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,8,9,7,7,7,0,57,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA58760,20258,11679,11715,14945,13014,9290,6199,3265,1031,91393,429,190,369,350,127,62,35,3,0,1561,1220,678,539,562,377,168,55,22,3,3627,16,18,14,18,16,21,25,4,6,135,0,4,0,3,0,0,0,0,0,13,77,58,82,51,30,20,4,0,0,319,118,76,141,145,130,80,28,10,0,714,196,130,227,201,153,98,33,15,0,1050,10708,6104,7045,5925,3461,2002,826,351,116,36527,3359,1957,2057,2161,1525,976,576,406,275,13283,37112,21412,22749,24929,19401,13043,7880,4108,1443,152080,867,684,863,876,805,582,224,69,14,4983,4276,2910,2262,3615,4765,3564,3150,1750,665,26964,0,0,0,0,0,3,0,0,0,9,1094,651,500,650,608,349,235,136,40,4265,0,0,0,0,4,0,0,3,3,11,9093,5332,5618,5899,5472,3712,2529,1321,400,39373,86,34,55,63,58,53,52,32,7,433,609,354,400,547,428,334,209,92,18,2980,162,99,126,115,153,139,88,45,19,945
LGA58820,436,211,202,304,353,390,251,131,52,2329,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,3,0,0,0,0,20,9,0,4,0,3,3,0,0,0,19,222,150,110,107,126,80,60,29,0,890,61,57,24,39,56,34,31,15,3,314,739,416,348,457,548,506,345,169,58,3586,3,4,3,7,9,6,0,0,0,34,90,55,34,85,139,154,122,73,30,780,0,0,0,0,0,0,0,0,0,0,13,0,4,10,10,5,7,0,0,50,0,0,0,0,0,0,0,0,0,0,225,126,102,103,156,153,110,66,16,1057,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,17
LGA58890,100,30,40,89,105,107,57,40,11,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,17,30,31,34,15,13,3,0,211,22,0,6,11,15,9,10,3,0,78,188,50,73,129,152,133,79,46,10,870,0,3,0,0,0,0,0,0,0,8,23,5,8,19,40,56,29,17,9,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,7,13,10,25,19,13,3,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,19,16,28,25,41,28,18,9,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,19,7,12,3,0,0,0,68,9,0,0,0,3,0,3,0,0,25,47,18,44,39,56,36,20,9,0,276,0,0,0,0,0,0,0,0,0,3,5,7,10,10,9,15,3,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,9,12,7,10,7,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,74,25,36,55,84,65,61,26,4,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,24,35,33,35,17,11,4,0,235,18,5,3,9,15,12,10,4,4,79,169,50,77,97,134,95,73,35,13,752,0,0,0,0,0,0,0,0,0,5,8,6,11,15,23,36,34,11,6,158,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,13,11,16,17,9,3,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,8
LGA59170,92,29,61,92,101,95,63,39,8,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,76,33,41,28,31,20,19,3,0,250,17,11,9,14,9,8,3,3,3,79,188,76,110,133,149,126,80,45,8,917,0,0,0,0,0,0,0,0,0,4,39,10,25,36,39,63,52,19,8,281,0,0,0,0,0,0,0,0,0,0,13,0,4,4,0,5,0,4,0,26,0,0,0,0,0,0,0,0,0,0,36,11,29,17,20,29,9,7,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10
LGA59250,89,85,134,126,128,62,18,5,0,653,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,25,46,101,59,47,13,4,0,0,295,6,27,65,38,34,19,0,0,0,182,124,157,311,227,214,94,27,5,0,1160,4,0,0,3,0,0,0,0,0,6,0,3,5,9,7,14,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,27,15,11,10,3,5,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,186,63,106,135,165,177,72,49,18,965,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,11,118,30,71,42,30,20,13,0,0,322,41,13,28,13,11,9,7,8,0,123,345,110,207,192,210,208,90,56,19,1431,5,0,0,0,0,0,0,0,0,10,60,19,31,38,54,70,57,15,14,357,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,50,17,42,34,40,34,14,9,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59320,73,14,28,32,49,35,33,13,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,12,19,17,9,3,0,0,101,9,6,4,4,9,3,4,0,0,32,112,22,46,54,77,52,35,12,0,419,0,0,0,0,0,0,0,0,0,0,6,0,0,12,16,10,14,6,0,67,0,0,0,0,0,0,0,0,0,0,11,7,5,4,4,5,9,0,0,42,0,0,0,0,0,0,0,0,0,0,11,7,7,4,7,9,0,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,39,19,19,41,49,45,60,25,8,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,11,20,13,10,9,7,3,120,25,12,6,3,3,10,13,7,3,83,104,43,37,65,68,72,84,40,15,523,0,0,0,0,0,0,0,0,0,5,4,5,4,10,21,24,24,22,9,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,7,3,16,12,16,10,0,76,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA59340,1025,555,681,711,657,470,201,40,12,4353,0,0,0,6,3,0,0,0,0,13,3,0,4,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,3,9,3,0,0,0,27,6,4,10,3,12,5,5,0,0,37,561,289,492,343,259,166,33,8,0,2152,299,142,222,180,159,87,36,12,3,1147,1910,999,1435,1262,1108,732,284,60,20,7797,19,7,11,21,13,0,0,0,0,81,112,52,86,86,130,163,82,11,5,720,0,0,0,0,0,0,0,0,0,0,24,18,19,11,18,9,8,0,0,105,0,0,0,0,0,0,0,0,0,0,416,279,269,253,259,164,52,24,5,1709,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,3,5,0,9,0,0,16
LGA59350,31,22,34,47,32,27,12,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,27,35,18,5,7,3,0,0,104,9,16,28,16,12,3,3,0,0,90,52,67,92,80,54,40,19,5,4,403,0,0,0,0,0,0,0,0,0,0,0,5,7,3,11,11,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,22,13,13,9,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA59360,158,65,116,164,185,158,77,40,9,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,63,88,75,58,29,4,4,0,421,41,36,38,59,29,26,12,8,0,244,302,164,241,294,272,209,85,48,10,1632,0,0,6,0,0,0,0,0,0,4,19,10,27,28,52,38,35,24,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,40,19,42,32,73,58,31,16,5,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6
LGA59370,280,145,127,212,345,411,295,183,36,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,6,0,0,0,22,0,3,0,3,3,6,0,0,0,22,269,109,110,122,126,121,59,13,0,934,66,34,25,54,71,65,40,12,11,381,617,298,277,394,545,615,402,204,48,3395,0,0,7,4,7,3,0,0,0,18,76,44,46,63,120,164,176,100,25,816,0,0,0,0,0,0,0,0,0,0,3,0,6,4,12,7,4,6,3,49,0,0,0,0,0,0,0,0,0,0,67,36,47,48,81,90,93,37,15,522,3,0,0,0,8,13,3,6,3,37,0,0,0,0,0,0,0,4,0,6,0,0,0,6,8,6,12,4,0,32
LGA59499,273,272,545,437,513,769,411,53,10,3283,0,6,10,3,4,0,0,0,0,25,4,7,11,9,7,0,0,0,0,44,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,12,11,8,7,0,0,0,40,5,4,14,12,8,7,0,0,0,51,188,319,550,340,268,303,92,14,0,2081,118,220,380,325,278,242,95,24,3,1684,606,840,1544,1146,1091,1339,608,93,16,7294,0,7,36,19,14,9,7,0,0,89,23,36,59,66,95,174,128,19,0,612,0,0,0,0,0,0,0,0,0,0,13,7,10,9,10,10,12,0,0,63,0,0,0,0,0,0,0,0,0,0,40,65,149,105,120,145,103,11,4,746,3,3,0,0,3,0,0,0,0,18,0,0,3,0,5,0,3,0,0,9,0,4,8,9,6,4,3,0,0,35
