LGA_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
LGA55110,2995,21155,465,28975,0,12,3,198,0,209,583,23,43,90,11,758,144,44,25,93,4,303,948,212,147,301,18,1620,14080,3626,2842,17192,538,38281,854,13,114,17,15,1008,268,24,23,115,4,431,912,196,178,1304,42,2632,85,45,12,105,0,245,96,18,3,26,0,135,663,34,25,29,4,752,2537,559,430,4290,113,7928,732,329,159,1245,30,2493,114,8,7,0,0,131,14,4,0,9,0,26,21,0,6,13,0,40,84,34,9,53,0,179,1009,80,70,28,17,1200,711,207,170,57,7,1148,306,44,34,148,3,537,118,11,16,29,0,173,78,14,0,0,0,98,2900,756,661,3783,113,8209,22,6,4,6,3,45,843,41,36,21,3,948,195,15,19,99,7,334,84,6,0,9,0,101,79,0,13,0,0,97,594,84,64,153,19,912,3260,442,420,560,56,4737,253,50,50,429,4779,5564,26449,6301,4957,37217,5887,80808,882,4264,3490,22745
LGA55180,289,2846,63,3676,0,3,0,30,0,39,37,0,3,5,0,41,21,10,4,25,0,56,84,32,7,50,3,172,915,393,296,2371,74,4052,50,0,9,0,4,65,17,3,0,13,0,34,72,39,19,160,6,297,21,8,3,14,0,44,10,0,0,0,0,8,25,0,6,0,3,40,115,59,40,559,15,784,213,76,28,321,21,655,6,0,0,0,0,6,7,0,0,0,0,13,108,8,11,48,4,178,8,3,0,0,0,10,6,6,12,5,0,24,40,8,21,8,0,68,32,6,3,10,0,59,5,0,0,0,0,11,4,0,0,0,0,4,198,107,75,540,24,937,0,0,0,0,0,0,10,4,10,0,0,16,10,0,0,10,0,19,0,0,0,0,0,3,5,0,0,0,0,4,35,10,0,22,0,72,233,59,42,84,7,427,25,13,11,75,709,827,1976,746,517,5125,882,9253,91,390,310,2566
LGA55250,20,351,21,414,0,0,0,87,0,87,7,0,0,0,0,10,0,0,0,3,0,5,3,0,0,9,0,11,60,17,20,170,9,278,4,0,0,0,0,4,0,0,0,0,0,0,7,7,0,23,0,36,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,10,16,7,0,51,4,79,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,14,5,0,0,0,14,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,29,4,0,40,0,75,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,30,4,0,6,0,40,4,0,0,18,223,245,161,43,30,590,249,1066,6,22,20,156
LGA55320,3516,19026,348,27930,8,8,3,75,3,91,9776,183,302,134,83,10473,508,137,61,414,11,1133,964,258,179,406,11,1821,12135,4105,3129,15934,454,35759,560,6,79,9,5,650,550,58,45,138,3,787,1156,262,212,1274,29,2926,286,65,38,182,3,589,140,27,25,46,0,239,2491,104,75,62,20,2747,2817,949,644,5326,121,9859,2600,816,369,2421,45,6250,651,7,16,3,0,683,137,22,28,22,0,215,82,16,15,46,0,152,83,33,9,55,3,187,219,23,12,3,4,262,557,201,130,54,8,945,478,79,67,150,3,780,210,20,19,22,0,275,50,6,0,5,0,64,3247,1018,766,4275,102,9400,162,10,19,29,4,220,943,59,80,20,3,1109,353,27,39,95,10,523,468,32,21,18,4,530,350,17,19,4,0,389,547,97,75,279,9,1000,7899,741,744,825,65,10270,242,38,29,268,4383,4958,42553,8001,6214,35885,5426,98076,1029,4790,3973,19516
LGA55390,6,88,6,107,0,0,0,184,0,185,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,4,3,63,0,108,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,6,0,9,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,12,0,27,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,12,0,29,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,15,0,0,10,0,20,0,0,0,0,47,51,89,13,6,324,55,490,0,5,11,65
LGA55460,100,1271,23,1558,0,0,0,28,0,30,106,0,0,7,0,107,4,3,0,3,0,10,22,5,4,25,4,56,232,103,122,861,19,1341,46,0,0,0,0,50,7,0,0,0,0,11,13,10,3,78,0,106,0,0,0,5,0,5,5,0,0,0,0,3,13,0,0,0,0,12,41,16,25,188,3,273,36,19,7,95,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,6,5,4,35,20,4,8,7,0,45,11,0,0,4,0,16,3,0,0,0,0,3,0,0,0,0,0,0,64,25,22,165,4,280,0,0,0,0,0,0,19,0,0,0,0,23,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,21,60,13,3,22,0,96,4,4,0,26,224,259,636,211,193,2043,272,3353,28,103,105,1045
LGA55530,15,172,5,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,14,16,128,12,195,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,7,4,6,32,6,55,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,26,0,36,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,12,41,51,49,20,30,308,54,459,3,9,16,142
LGA55600,76,925,27,1130,0,0,0,20,0,20,9,0,0,0,0,8,3,0,0,0,0,3,29,12,5,21,0,65,155,73,73,691,20,1017,21,0,0,0,0,23,8,0,0,3,0,9,10,6,4,37,3,64,4,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,22,11,9,130,4,179,9,0,7,39,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,13,13,3,0,0,28,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,48,17,13,178,3,262,0,0,0,0,0,0,8,4,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,15,32,10,9,10,0,60,10,0,0,21,203,241,351,139,111,1574,257,2433,14,72,72,755
LGA55670,20,283,3,349,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,4,0,7,9,0,0,0,0,4,32,32,22,191,0,286,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,17,7,5,0,57,0,72,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,18,10,43,0,82,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,19,3,6,0,0,28,0,0,0,9,48,64,97,57,37,493,60,746,0,30,11,162
LGA55740,353,1831,25,2725,0,0,0,9,0,13,277,4,28,5,0,319,24,9,8,32,0,73,83,25,14,24,0,144,1218,421,319,1589,32,3571,53,0,5,0,0,62,79,3,7,16,0,103,123,24,32,112,6,300,22,14,6,60,3,104,11,4,0,0,0,21,142,10,6,8,0,168,306,81,81,605,10,1082,163,45,24,116,0,340,24,0,5,0,0,26,3,0,0,3,0,10,5,0,0,7,0,15,4,5,0,0,0,10,7,4,0,0,0,10,38,22,10,0,0,67,59,8,5,9,0,79,30,0,0,0,0,35,0,0,0,0,0,4,293,106,84,487,10,978,11,0,0,0,0,11,82,3,14,0,0,97,38,4,8,8,0,60,17,6,5,0,0,29,19,0,5,0,0,28,48,8,8,24,0,90,657,84,74,68,4,880,30,0,0,31,666,727,3144,740,616,3514,743,8755,77,464,400,1836
LGA55810,11,165,7,196,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,27,7,5,57,3,99,8,0,0,0,0,8,0,0,0,0,0,5,0,4,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,4,28,0,46,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,15,3,0,5,0,26,0,0,0,7,116,123,72,26,12,249,124,482,3,13,10,103
LGA55880,16,197,3,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,22,14,148,5,239,0,0,0,0,0,0,4,0,0,0,0,3,6,0,3,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,47,3,61,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,31,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,8,40,48,76,38,20,342,47,526,4,17,14,175
LGA55950,27,204,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,31,30,18,177,10,262,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,42,0,50,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,53,0,66,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,4,0,15,0,0,0,5,33,39,66,39,38,367,41,553,0,26,32,201
LGA56090,1556,9397,169,13500,0,4,3,72,0,82,225,16,31,51,4,326,139,35,28,109,6,305,545,130,83,205,5,964,6224,1938,1489,7563,192,17407,234,15,17,17,0,282,147,24,14,60,3,249,516,141,91,625,19,1393,72,26,9,57,3,169,50,12,4,15,0,79,266,32,10,18,4,340,1014,336,229,2046,35,3655,627,222,115,747,18,1726,10,0,3,0,0,17,7,0,3,8,0,19,17,6,3,10,0,38,26,9,8,18,0,57,168,27,25,3,0,219,303,126,54,34,4,529,265,47,20,82,0,421,56,7,3,19,3,93,17,0,0,0,0,17,1223,407,330,1967,38,3968,29,7,0,4,0,41,205,21,14,10,3,253,55,10,6,26,0,96,17,4,9,0,0,28,37,0,4,0,0,44,234,57,28,120,5,442,1378,277,232,318,19,2220,103,37,21,143,3631,3940,11474,3497,2555,16587,4045,38159,316,2249,1777,9779
LGA56160,3,33,0,37,0,0,0,50,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,3,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,45,45,10,3,4,89,44,153,0,0,0,34
LGA56230,611,5315,92,6963,0,5,0,38,0,46,43,4,5,9,3,69,20,13,0,22,0,58,154,51,16,65,0,289,2298,810,637,4037,108,7892,77,4,11,0,4,88,31,5,4,30,0,62,128,51,39,318,3,540,10,3,3,11,0,29,6,4,0,4,0,16,40,8,5,13,0,65,377,112,110,945,23,1575,147,65,19,308,5,550,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,9,8,3,0,9,0,22,84,16,10,0,0,119,119,57,19,24,5,232,35,3,8,22,0,75,12,4,0,4,0,18,16,0,0,0,0,17,505,168,113,862,17,1666,3,0,0,0,0,4,60,0,6,5,0,71,24,3,0,18,0,51,7,0,0,5,0,10,10,0,4,0,0,11,74,10,14,55,3,150,333,79,54,121,6,582,35,7,7,99,1226,1375,3802,1404,995,9051,1450,16696,145,873,725,5707
LGA56300,46,397,3,526,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,9,6,0,3,0,18,211,57,48,322,12,650,0,0,0,0,0,0,8,0,0,5,0,14,13,0,7,20,0,41,0,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,6,44,3,5,66,0,122,18,4,3,19,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,6,11,6,0,0,0,22,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,55,7,7,71,0,143,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,16,28,0,6,8,0,43,0,0,0,12,110,123,349,97,77,675,129,1329,9,65,51,361
LGA56370,26,290,7,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,64,20,23,231,3,340,11,0,0,0,0,13,5,0,0,0,0,3,10,4,3,18,0,34,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,21,0,3,44,3,75,12,4,4,19,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,8,57,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,5,0,12,0,0,5,10,61,72,145,43,42,497,79,810,7,23,22,239
LGA56460,189,1895,40,2352,0,0,0,44,0,49,22,0,0,0,0,28,0,0,8,0,0,10,34,3,5,43,0,93,358,205,146,1264,59,2036,92,0,7,0,0,101,8,4,0,11,0,26,40,9,6,91,3,154,0,3,0,6,0,5,0,0,0,0,0,0,42,0,6,0,0,44,68,44,28,282,7,422,36,19,3,90,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,4,0,0,38,25,12,11,9,0,55,42,3,3,18,4,70,11,0,0,0,0,19,0,0,0,0,0,0,63,50,21,241,5,380,4,0,0,0,0,4,28,0,0,0,0,33,0,0,0,11,0,13,0,0,0,0,0,0,5,0,0,0,0,6,10,5,0,11,0,26,136,25,11,29,3,201,20,4,4,39,510,574,919,345,264,3016,615,5158,47,162,158,1400
LGA56580,917,4421,62,6663,0,0,0,4,0,5,1909,83,130,64,15,2200,72,17,7,53,4,152,217,49,28,72,0,366,2610,902,716,3944,78,8256,38,0,6,0,0,48,126,19,14,32,0,194,305,51,49,332,11,748,96,47,24,119,0,290,37,11,10,8,0,63,459,28,25,25,3,536,568,203,168,1425,16,2392,276,123,66,367,5,843,38,0,0,0,0,41,21,4,5,14,0,36,10,4,0,18,0,36,15,9,0,12,0,29,11,3,5,0,0,17,115,43,16,10,0,189,122,27,19,27,0,199,52,7,5,10,5,76,4,0,0,0,0,4,754,234,198,1179,22,2389,17,0,0,0,0,15,236,29,21,0,5,288,54,4,8,11,0,83,112,17,5,3,0,135,67,0,12,5,0,87,109,34,20,52,0,214,1336,185,214,193,14,1939,40,14,12,51,857,965,8092,1834,1532,8559,1036,21061,216,1101,1058,4340
LGA56620,0,63,3,79,0,0,0,1289,0,1294,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,25,4,6,38,0,75,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,4,0,18,4,0,0,12,121,137,66,12,5,1384,134,1606,0,7,3,45
LGA56730,301,3685,94,4578,0,0,6,88,0,90,33,0,8,7,0,51,12,5,4,6,0,31,106,24,23,39,4,194,1088,378,301,2506,65,4342,198,0,6,0,0,208,24,4,5,13,0,46,106,30,26,187,11,350,12,3,0,7,0,20,7,3,0,3,0,16,76,3,0,4,0,84,170,63,42,585,14,872,66,31,10,153,11,269,0,0,4,0,0,3,0,0,0,6,0,0,6,0,0,5,0,9,4,3,4,0,0,7,44,5,6,0,5,64,80,28,12,4,3,129,100,10,9,36,0,151,6,5,0,3,4,16,4,0,0,0,0,7,241,82,69,578,10,985,17,3,0,6,0,18,25,0,0,0,0,32,7,0,4,8,0,19,5,0,3,0,0,5,14,3,0,0,0,14,27,8,5,31,0,76,266,53,33,85,5,443,40,5,0,60,1401,1510,2301,714,519,6010,1570,11115,105,399,377,3493
LGA56790,97,1235,31,1522,0,0,0,25,0,26,4,0,0,9,0,15,0,0,0,0,0,7,21,13,6,3,0,44,306,115,100,879,19,1426,4,0,0,3,0,11,6,0,0,3,0,6,32,9,16,85,0,138,4,0,0,7,0,7,7,0,0,0,0,8,6,0,0,5,0,12,44,19,14,199,9,281,17,7,5,33,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,12,9,0,0,0,26,8,0,3,4,0,15,0,0,0,3,0,4,0,0,0,0,0,0,68,37,17,182,10,311,0,0,0,0,0,0,6,0,0,0,0,12,4,3,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,19,0,35,54,6,9,33,3,109,11,0,4,19,301,333,536,209,167,2057,352,3322,27,114,100,979
LGA56860,0,84,0,101,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,15,21,4,68,9,114,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,16,0,0,0,0,11,15,35,27,6,154,25,251,0,9,10,96
LGA56930,86,428,3,616,0,0,0,0,0,0,50,0,8,3,0,59,4,0,0,9,0,10,14,6,3,12,0,27,170,67,89,325,16,671,0,0,0,0,0,0,15,0,0,3,0,19,11,4,0,30,0,49,0,7,3,3,0,14,0,0,0,0,0,5,18,0,0,0,0,22,50,17,26,131,8,227,19,19,4,24,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,11,5,3,0,0,19,13,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,41,18,20,111,0,200,0,0,0,0,0,0,23,3,4,6,0,35,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,11,84,15,11,20,0,131,0,0,0,5,93,104,440,155,149,783,116,1637,15,76,71,375
