LGA_CODE_2021,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85over,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85over,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85over,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85over,C16_P_CL_CL_nfd_Tot,C16_P_CL_Tot_15_19,C16_P_CL_Tot_20_24,C16_P_CL_Tot_25_34,C16_P_CL_Tot_35_44,C16_P_CL_Tot_45_54,C16_P_CL_Tot_55_64,C16_P_CL_Tot_65_74,C16_P_CL_Tot_75_84,C16_P_CL_Tot_85over,C16_P_CL_Tot_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85over,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85over,C16_P_LE_NS_Tot,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85over,C16_P_Tot_Tot,C21_P_Post_Deg_15_19_yrs,C21_P_Post_Deg_20_24_yrs,C21_P_Post_Deg_25_34_yrs,C21_P_Post_Deg_35_44_yrs,C21_P_Post_Deg_45_54_yrs,C21_P_Post_Deg_55_64_yrs,C21_P_Post_Deg_65_74_yrs,C21_P_Post_Deg_75_84_yrs,C21_P_Post_Deg_85over,C21_P_Post_Deg_Tot,C21_P_GrDip_GrCe_15_19,C21_P_GrDip_GrCe_20_24,C21_P_GrDip_GrCe_25_34,C21_P_GrDip_GrCe_35_44,C21_P_GrDip_GrCe_45_54,C21_P_GrDip_GrCe_55_64,C21_P_GrDip_GrCe_65_74,C21_P_GrDip_GrCe_75_84,C21_P_GrDip_GrCe_85over,C21_P_GrDip_GrCe_Tot,C21_P_BD_15_19,C21_P_BD_20_24,C21_P_BD_25_34,C21_P_BD_35_44,C21_P_BD_45_54,C21_P_BD_55_64,C21_P_BD_65_74,C21_P_BD_75_84,C21_P_BD_85over,C21_P_BD_Tot,C21_P_AdD_DL_15_19,C21_P_AdD_DL_20_24,C21_P_AdD_DL_25_34,C21_P_AdD_DL_35_44,C21_P_AdD_DL_45_54,C21_P_AdD_DL_55_64,C21_P_AdD_DL_65_74,C21_P_AdD_DL_75_84,C21_P_AdD_DL_85over,C21_P_AdD_DL_Tot,C21_P_CL_C_III_IV_15_19,C21_P_CL_C_III_IV_20_24,C21_P_CL_C_III_IV_25_34,C21_P_CL_C_III_IV_35_44,C21_P_CL_C_III_IV_45_54,C21_P_CL_C_III_IV_55_64,C21_P_CL_C_III_IV_65_74,C21_P_CL_C_III_IV_75_84,C21_P_CL_C_III_IV_85over,C21_P_CL_C_III_IV_Tot,C21_P_CL_C_I_II_15_19,C21_P_CL_C_I_II_20_24,C21_P_CL_C_I_II_25_34,C21_P_CL_C_I_II_35_44,C21_P_CL_C_I_II_45_54,C21_P_CL_C_I_II_55_64,C21_P_CL_C_I_II_65_74,C21_P_CL_C_I_II_75_84,C21_P_CL_C_I_II_85over,C21_P_CL_C_I_II_Tot,C21_P_CL_CL_nfd_15_19,C21_P_CL_CL_nfd_20_24,C21_P_CL_CL_nfd_25_34,C21_P_CL_CL_nfd_35_44,C21_P_CL_CL_nfd_45_54,C21_P_CL_CL_nfd_55_64,C21_P_CL_CL_nfd_65_74,C21_P_CL_CL_nfd_75_84,C21_P_CL_CL_nfd_85over,C21_P_CL_CL_nfd_Tot,C21_P_CL_Tot_15_19,C21_P_CL_Tot_20_24,C21_P_CL_Tot_25_34,C21_P_CL_Tot_35_44,C21_P_CL_Tot_45_54,C21_P_CL_Tot_55_64,C21_P_CL_Tot_65_74,C21_P_CL_Tot_75_84,C21_P_CL_Tot_85over,C21_P_CL_Tot_Tot,C21_P_LE_ID_15_19,C21_P_LE_ID_20_24,C21_P_LE_ID_25_34,C21_P_LE_ID_35_44,C21_P_LE_ID_45_54,C21_P_LE_ID_55_64,C21_P_LE_ID_65_74,C21_P_LE_ID_75_84,C21_P_LE_ID_85over,C21_P_LE_ID_Tot,C21_P_LE_NS_15_19,C21_P_LE_NS_20_24,C21_P_LE_NS_25_34,C21_P_LE_NS_35_44,C21_P_LE_NS_45_54,C21_P_LE_NS_55_64,C21_P_LE_NS_65_74,C21_P_LE_NS_75_84,C21_P_LE_NS_85over,C21_P_LE_NS_Tot,C21_P_Tot_15_19_yrs,C21_P_Tot_20_24_yrs,C21_P_Tot_25_34_yrs,C21_P_Tot_35_44_yrs,C21_P_Tot_45_54_yrs,C21_P_Tot_55_64_yrs,C21_P_Tot_65_74_yrs,C21_P_Tot_75_84_yrs,C21_P_Tot_85over,C21_P_Tot_Tot
LGA54310,7,46,360,397,263,159,30,0,0,1268,47,315,1250,1062,740,399,82,14,0,3903,26,56,95,67,30,13,0,0,0,276,6,19,87,101,70,42,3,4,0,332,76,383,1428,1229,837,452,86,16,0,4519,0,9,13,27,12,10,4,0,0,68,188,225,802,638,547,262,98,21,3,2789,264,760,3451,3005,2032,1047,252,44,7,10856,0,5,146,152,86,22,8,0,0,417,0,10,76,100,69,30,8,0,0,303,0,70,599,602,334,133,37,3,0,1779,3,38,255,414,316,189,40,6,0,1247,58,266,1163,1191,831,438,101,22,0,4069,66,72,84,58,38,27,5,0,0,356,10,3,34,56,54,39,11,5,0,212,139,342,1279,1310,926,504,113,25,0,4640,0,5,24,20,18,12,6,0,0,84,190,229,786,781,546,367,121,35,3,3056,326,692,3173,3381,2302,1257,333,69,3,11532
LGA54340,5,10,24,20,37,27,19,14,4,146,12,60,114,95,114,81,34,13,3,522,9,5,14,9,15,5,4,0,0,58,4,3,8,16,7,8,4,0,0,52,25,67,133,113,127,98,42,18,0,628,0,0,0,0,0,0,0,4,0,8,34,27,77,66,110,103,80,67,37,592,58,120,312,285,309,260,157,99,43,1651,0,0,13,10,8,8,0,0,0,31,0,0,9,11,9,3,0,0,0,33,0,11,47,55,33,37,23,7,0,214,0,6,20,20,40,34,20,13,0,159,16,71,125,95,78,82,45,22,3,530,10,21,9,6,10,8,3,3,0,79,4,0,14,12,13,7,9,0,0,58,31,91,155,120,95,97,49,26,4,668,0,0,5,0,0,0,5,6,0,19,43,27,67,73,46,57,53,43,23,433,76,140,310,283,231,237,157,87,34,1557
LGA54410,0,0,0,9,12,15,12,3,0,54,3,13,29,18,45,23,12,9,3,157,0,0,3,0,0,0,0,0,0,9,0,0,0,0,5,0,4,0,0,14,3,13,32,25,56,25,14,9,3,184,0,0,0,3,0,0,0,3,0,5,13,12,17,18,24,23,27,26,13,170,17,24,81,65,104,81,54,42,20,490,0,0,6,3,0,3,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,8,14,13,19,13,3,5,0,70,0,0,8,9,9,16,14,4,0,43,11,8,21,25,23,41,21,8,0,160,0,3,0,0,0,0,0,0,0,6,0,0,0,5,3,3,5,0,0,10,11,18,25,30,23,44,22,11,0,183,0,0,0,3,0,0,0,5,0,8,15,4,15,14,21,33,17,25,11,158,24,28,61,66,75,99,59,46,14,474
LGA54480,0,0,6,6,12,4,3,0,0,28,0,0,11,15,16,10,8,0,0,65,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,13,15,17,9,7,0,0,78,0,0,0,0,4,0,0,0,0,5,0,0,12,18,5,14,18,4,0,66,3,0,40,67,39,35,35,7,0,232,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,13,13,13,4,0,0,0,43,0,3,4,8,4,4,0,0,0,28,0,3,14,11,14,10,7,3,0,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,5,7,3,20,13,19,8,10,3,0,70,0,0,0,0,0,0,0,0,0,0,0,3,5,15,7,4,8,5,0,46,9,9,40,50,48,25,20,7,0,204
LGA54550,0,3,13,19,23,28,13,3,0,104,5,25,51,47,48,31,23,8,4,229,0,0,3,6,0,0,0,0,0,15,0,0,4,7,3,11,3,6,0,31,3,29,54,56,53,41,25,13,3,282,0,0,0,0,0,0,0,4,0,10,11,6,32,21,45,34,37,24,19,222,12,44,166,144,159,134,90,44,26,824,0,0,0,0,3,0,0,4,0,14,0,0,0,9,0,3,4,0,0,13,0,10,35,61,32,29,20,9,3,201,0,3,12,28,21,23,22,13,0,113,8,23,44,46,38,29,19,8,0,218,3,4,9,8,4,0,3,0,0,28,0,0,0,3,3,7,10,0,0,19,13,25,48,56,47,34,32,9,3,265,0,0,0,0,3,6,0,5,7,15,5,3,18,23,29,47,21,35,21,195,19,41,122,170,135,141,98,67,29,824
LGA54620,0,0,10,12,3,13,6,0,0,42,6,6,38,22,19,15,7,4,0,104,0,0,0,0,0,0,0,0,0,12,0,0,0,3,5,3,0,0,0,15,3,3,38,29,20,16,12,4,0,129,0,0,0,0,0,0,3,0,0,4,8,0,15,12,15,18,7,4,0,76,6,7,82,72,51,65,35,10,0,337,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,4,14,15,8,9,12,0,0,60,0,0,6,11,8,8,11,4,0,40,0,12,19,28,14,17,7,7,0,103,0,0,0,5,0,0,0,0,0,10,0,0,0,3,5,4,0,0,0,11,3,10,25,34,19,17,6,7,0,123,0,0,0,0,0,0,0,0,0,0,5,5,8,17,9,23,12,7,6,100,8,20,55,82,47,55,38,21,6,331
LGA54690,0,0,0,0,3,0,0,0,0,8,3,0,11,12,4,11,9,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,0,9,17,6,12,9,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,4,3,4,0,33,3,3,27,30,24,24,10,10,5,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,22,0,0,0,0,9,0,0,0,0,12,0,0,7,10,10,10,9,5,0,53,0,0,3,0,5,5,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,11,10,11,11,8,5,0,67,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,4,10,3,0,29,0,5,21,18,33,24,23,12,0,128
LGA54760,0,0,6,6,13,12,10,0,0,42,3,4,17,23,11,14,12,4,0,90,0,0,0,6,0,0,0,0,0,5,0,3,0,7,6,0,0,0,0,12,6,7,24,31,13,12,13,3,0,110,0,0,0,0,0,0,0,4,0,5,3,5,3,7,15,4,4,7,3,62,8,21,59,71,50,39,32,16,8,298,0,0,0,3,0,0,0,0,0,6,0,0,0,3,4,0,0,0,0,10,0,3,18,22,19,10,3,0,0,64,0,0,6,9,10,12,6,0,0,41,0,6,16,15,21,17,10,0,0,89,0,9,3,0,5,0,0,0,0,15,0,0,0,3,0,5,4,0,0,9,0,13,24,20,24,24,14,0,0,112,0,0,0,0,0,0,0,0,0,4,4,5,9,17,18,8,9,6,6,82,5,11,53,75,67,51,38,8,3,326
LGA54830,23,183,669,595,414,282,115,25,10,2321,139,631,1672,1202,992,652,342,178,40,5848,76,105,142,67,60,41,10,3,0,507,18,48,115,134,115,77,59,18,12,596,227,793,1926,1407,1166,765,415,197,47,6948,5,9,57,38,38,37,19,7,3,216,260,381,983,779,546,396,348,227,78,3995,521,1600,5373,4107,2728,1801,1025,499,142,17793,0,14,302,516,170,84,39,14,0,1136,0,20,142,173,109,70,29,7,0,543,0,243,1317,1530,725,309,180,58,9,4364,12,181,729,857,631,354,194,58,15,3028,202,700,1992,1685,1259,918,468,175,54,7451,130,199,212,107,77,60,29,7,0,825,20,32,95,124,164,89,67,30,9,622,351,928,2303,1917,1501,1071,563,211,61,8899,3,13,47,73,48,31,29,15,6,270,172,188,541,530,412,306,246,130,50,2576,539,1586,5376,5592,3594,2230,1278,492,145,20817
LGA54900,0,3,13,10,11,12,6,6,0,59,6,7,43,35,29,30,22,8,0,173,5,0,3,3,0,0,0,0,0,14,0,0,3,4,0,5,0,0,0,16,6,13,53,42,29,35,20,8,0,199,0,0,0,0,0,0,4,0,0,3,6,0,22,24,16,24,12,9,0,122,15,19,126,107,85,86,47,16,5,497,0,0,0,0,4,0,0,0,0,4,0,0,3,0,5,4,0,0,0,10,0,8,31,42,21,15,8,0,0,116,0,4,12,16,20,12,8,3,0,74,9,17,43,42,29,25,11,10,5,179,6,0,6,0,0,0,0,0,0,8,0,0,0,6,4,6,4,0,0,17,12,11,47,46,35,30,16,7,5,210,0,0,0,0,0,0,0,0,0,0,4,9,3,13,13,28,18,6,4,102,18,37,100,117,90,85,43,24,6,519
LGA54970,0,3,16,12,16,5,0,0,0,49,4,20,77,39,48,34,6,0,0,225,0,0,0,4,0,0,0,0,0,8,0,3,14,4,7,3,0,0,0,34,3,24,96,46,50,36,7,0,0,261,0,0,0,0,0,0,0,0,0,6,3,18,69,32,43,39,3,3,0,211,8,43,218,102,121,91,22,7,0,610,0,0,0,5,4,0,0,0,0,8,0,0,3,0,0,5,0,0,0,3,0,0,23,16,13,11,0,0,0,59,0,0,10,15,7,7,0,0,0,49,4,7,53,42,21,34,10,0,0,170,0,0,4,0,4,3,0,0,0,14,0,0,3,3,0,3,0,0,0,6,6,10,58,44,25,37,10,0,0,187,0,0,0,0,0,0,0,0,0,0,11,39,140,96,94,72,17,0,0,470,16,57,234,172,143,134,29,4,0,794
LGA55040,0,3,20,16,8,4,0,0,0,61,0,16,72,48,48,27,12,0,4,222,0,0,3,0,0,3,0,0,0,8,0,0,10,0,4,4,0,0,0,15,3,16,85,49,51,33,9,0,4,243,0,0,4,0,0,0,0,0,0,8,8,25,101,67,62,35,15,0,0,323,11,47,261,161,145,85,30,4,3,741,0,0,9,3,6,4,0,0,0,20,0,0,4,0,0,0,0,0,0,9,0,4,27,15,8,3,5,0,0,61,0,0,24,15,21,8,4,6,0,82,0,20,63,55,35,33,13,0,0,227,3,12,6,0,0,0,0,0,0,19,0,0,0,0,0,6,0,0,0,9,6,27,70,59,41,36,13,0,0,256,0,0,0,0,4,0,0,0,0,3,12,71,147,100,74,61,16,8,0,477,20,107,276,200,151,109,43,12,0,909
LGA55110,65,235,769,969,1198,1058,860,416,93,5665,329,1114,2583,2370,2617,2178,1668,930,219,14009,155,149,190,145,117,91,62,25,6,948,36,81,201,266,257,317,269,123,35,1582,525,1342,2974,2777,2987,2588,2012,1076,260,16537,10,15,38,75,95,82,133,82,22,545,357,320,739,774,900,994,1205,1047,558,6895,960,2209,5888,6269,6595,5821,4993,2951,1011,36701,0,18,161,313,308,284,188,74,10,1358,6,14,133,200,262,236,194,67,19,1125,0,304,1185,1413,1267,1034,934,397,83,6618,33,243,810,1139,1287,1439,1176,569,125,6832,404,1089,2865,2745,2909,2874,2274,1168,254,16591,250,274,242,175,129,138,121,47,10,1389,42,60,141,195,243,292,294,185,47,1512,705,1424,3249,3119,3278,3307,2688,1401,314,19484,16,16,45,78,75,108,137,110,30,618,276,350,743,850,899,884,1012,1013,662,6693,1036,2367,6336,7117,7378,7286,6336,3627,1245,42731
LGA55180,0,22,45,63,108,127,72,27,10,475,24,111,230,228,305,246,135,63,8,1352,25,18,17,18,17,18,9,0,0,125,5,8,15,25,31,42,28,5,0,162,50,139,263,273,354,300,173,67,14,1639,0,0,4,8,6,7,13,3,0,43,78,42,96,111,136,159,146,125,54,945,140,222,539,602,759,750,494,259,71,3841,0,0,19,26,43,17,16,9,0,132,0,0,11,22,18,24,20,0,0,100,0,24,116,129,105,138,103,42,14,673,4,13,61,76,91,122,84,30,5,486,36,97,250,233,288,291,187,68,16,1473,35,34,41,11,22,16,12,4,0,179,4,3,11,16,30,47,19,9,3,152,79,140,301,261,334,354,224,85,21,1803,0,0,7,6,8,7,10,4,0,49,62,34,81,94,146,142,137,99,44,836,146,208,598,614,755,813,592,272,83,4071
LGA55250,0,0,16,10,10,10,4,0,0,53,0,7,46,31,33,14,0,0,0,121,0,0,0,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,11,0,12,49,29,28,18,3,0,0,143,0,0,0,0,0,0,0,0,0,0,31,14,68,49,38,32,15,3,4,254,31,26,164,113,95,80,30,3,5,545,0,0,4,4,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,4,37,7,5,7,3,0,0,68,0,0,11,11,6,13,4,0,0,42,0,13,50,32,18,33,6,0,0,148,0,4,3,3,0,0,3,0,0,13,0,3,0,3,0,0,0,0,0,9,3,15,54,33,22,33,10,0,0,171,0,0,0,0,0,0,0,0,0,0,21,36,86,47,51,38,21,14,0,304,20,56,202,103,90,96,35,12,0,619
LGA55320,60,455,974,1413,1719,1725,1211,575,223,8352,194,779,1521,1505,1869,1577,1058,622,250,9378,96,87,99,79,97,102,57,23,15,650,29,56,124,221,328,334,295,184,76,1645,321,919,1738,1808,2289,2014,1413,826,338,11675,9,34,91,120,136,172,151,74,55,847,295,332,752,642,755,794,778,903,859,6106,701,3485,9278,10268,10401,8994,5953,3259,1727,54059,0,113,1276,2012,1720,1223,839,300,62,7549,0,24,482,694,756,680,462,134,31,3257,9,1492,4481,5222,4251,3002,2322,995,282,22046,53,342,836,1362,1737,1723,1551,776,299,8679,357,723,1460,1531,1745,1795,1312,693,258,9879,220,184,105,116,107,106,102,38,17,979,31,54,74,162,290,370,327,177,81,1575,609,957,1641,1801,2149,2269,1732,911,355,12430,6,34,65,102,127,131,163,148,54,824,216,247,579,614,639,656,695,602,546,4791,886,3216,9356,11800,11374,9679,7769,3867,1635,59574
LGA55390,0,0,4,3,4,3,0,0,0,14,0,10,19,14,19,7,0,0,0,74,0,0,3,0,4,0,0,0,0,5,0,5,0,3,0,0,0,0,0,8,0,12,23,18,21,12,0,0,0,93,0,0,0,0,0,0,0,0,0,0,3,8,22,14,18,14,3,0,0,79,9,24,54,42,51,36,14,0,0,229,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,8,3,7,0,8,0,0,0,26,0,0,3,3,4,3,4,0,0,19,0,4,25,25,24,7,6,0,0,96,0,8,3,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,6,5,14,35,24,26,13,6,0,0,115,0,0,0,0,0,0,0,0,0,0,6,27,41,42,18,24,12,3,0,168,8,42,92,74,51,46,20,6,0,337
LGA55460,0,8,32,28,29,42,8,11,0,154,16,58,90,74,88,88,31,11,6,458,10,13,9,9,6,0,0,0,0,49,3,3,5,7,13,9,5,0,3,45,25,70,109,93,105,97,33,9,3,546,0,7,4,0,3,0,0,0,0,12,24,34,30,38,50,49,49,29,14,327,52,133,245,219,242,221,110,59,24,1295,0,0,16,6,9,5,5,0,0,45,0,0,7,4,9,0,4,0,0,31,0,11,44,47,34,29,14,0,0,195,3,6,18,24,20,26,13,9,5,127,16,44,96,90,72,86,42,14,6,458,5,12,17,10,12,9,3,0,0,63,3,0,5,7,10,12,11,0,0,43,20,60,117,104,88,106,56,14,0,564,0,0,0,0,4,4,6,0,0,14,25,19,59,67,51,56,60,37,15,393,52,97,259,259,228,226,163,66,22,1366
LGA55530,0,0,3,6,0,6,0,0,0,16,0,0,17,13,10,6,4,0,0,58,0,3,0,0,0,0,0,0,0,11,0,0,3,0,5,5,0,0,0,14,0,5,23,14,14,13,5,0,0,73,0,0,0,0,0,0,0,0,0,0,5,0,9,3,11,20,5,3,0,48,3,12,49,34,25,37,14,7,0,181,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,5,13,11,3,3,0,0,35,0,0,0,0,3,0,0,0,0,10,0,4,11,17,6,4,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,4,11,18,9,4,13,0,0,65,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,23,15,12,4,75,3,11,25,34,30,33,28,16,4,190
LGA55600,0,0,15,24,24,17,17,4,0,110,0,35,62,53,71,57,22,9,3,318,6,3,10,4,3,0,0,0,0,28,0,0,7,7,7,12,0,0,0,40,8,46,74,63,78,67,28,9,0,380,0,0,0,0,0,0,0,0,0,8,20,9,27,38,46,47,31,20,8,243,25,67,159,190,181,156,95,36,11,929,0,0,3,10,4,3,0,0,0,24,0,0,5,0,3,6,4,0,0,22,0,8,27,41,32,23,17,9,0,161,0,0,3,13,15,29,13,9,0,82,5,19,66,50,62,56,47,5,0,326,0,10,5,7,3,4,4,0,0,32,0,0,8,0,7,0,6,4,0,25,10,36,75,58,74,63,55,13,0,379,0,0,0,0,0,0,5,0,0,11,20,16,37,32,50,47,48,26,15,294,30,56,158,159,186,167,140,56,23,970
LGA55670,0,3,3,7,9,9,0,5,0,33,5,8,13,17,10,19,4,5,0,79,3,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,3,5,9,17,18,12,21,5,5,0,99,0,0,0,0,0,4,0,0,0,4,5,3,7,7,18,19,9,5,6,84,19,20,51,50,43,61,24,16,5,286,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,0,0,0,14,0,4,7,10,3,6,8,0,0,37,0,0,0,0,3,12,4,6,0,20,0,7,20,12,16,18,15,3,0,86,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,5,0,0,12,0,7,25,16,19,17,18,3,0,103,0,0,0,0,0,0,0,0,0,3,26,8,9,10,12,9,32,17,4,118,21,13,48,38,45,46,55,20,7,303
LGA55740,0,20,84,94,149,118,110,47,12,627,11,25,107,68,94,76,64,36,7,500,8,3,4,9,9,3,3,4,0,43,0,0,16,18,26,17,17,10,5,105,19,38,128,96,130,95,88,47,12,651,0,0,9,9,10,15,18,8,0,71,28,26,147,84,115,105,131,99,66,793,52,238,1023,926,1090,807,669,295,121,5215,0,16,160,249,250,181,116,37,9,1010,0,8,39,74,72,67,45,21,5,321,0,136,431,464,487,356,265,141,26,2299,0,33,70,89,135,117,121,79,18,658,27,40,87,81,88,93,79,43,14,551,4,7,3,8,3,3,5,5,0,43,0,8,5,9,19,12,29,17,0,99,28,53,95,87,110,111,110,66,17,687,0,3,8,3,14,13,17,7,5,73,20,31,77,67,71,78,73,66,46,547,60,279,883,1039,1138,916,746,415,128,5604
LGA55810,0,0,0,4,0,5,0,0,0,13,0,0,11,3,13,8,10,0,0,48,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,6,0,3,8,10,15,11,7,0,0,61,0,0,0,0,0,0,0,0,0,0,12,0,21,21,19,22,22,6,0,128,14,10,36,40,46,43,39,9,0,237,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,8,3,10,0,0,0,24,0,0,6,5,5,4,4,0,0,23,0,3,11,12,8,17,11,6,0,68,0,3,6,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,4,0,6,12,17,12,19,9,6,0,82,0,0,0,0,0,0,0,0,0,3,12,13,39,51,55,44,30,12,4,266,12,22,54,85,81,77,45,18,4,404
LGA55880,0,0,6,3,5,0,0,0,0,20,0,0,10,13,11,5,5,0,0,48,3,0,3,3,3,0,0,0,0,10,0,0,3,0,9,0,0,0,0,14,3,4,22,18,18,9,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,9,12,8,3,8,0,0,45,6,7,41,40,38,20,15,8,0,172,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,8,10,7,7,0,0,0,30,0,0,0,0,3,9,0,0,0,18,0,8,14,12,14,11,4,0,0,67,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,6,0,0,9,0,4,19,14,19,11,9,0,0,83,0,0,0,0,4,0,0,0,0,4,0,0,4,9,12,12,0,3,4,36,3,11,25,37,44,36,14,3,3,181
LGA55950,0,0,8,6,5,8,0,0,0,21,5,8,31,17,6,13,3,0,0,81,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,5,6,31,21,8,18,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,9,6,5,3,44,5,9,56,46,31,37,16,8,6,202,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,11,0,0,5,12,6,6,3,4,0,39,0,0,0,0,9,11,0,0,0,22,3,9,20,15,12,12,3,0,5,77,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,10,20,15,18,16,3,0,5,87,0,0,0,0,0,0,0,0,0,0,10,0,11,10,13,3,5,7,3,59,16,10,43,40,39,38,19,11,4,223
LGA56090,16,100,317,505,723,658,449,177,30,2980,132,467,1009,1017,1218,1106,733,238,57,5981,58,42,49,49,64,54,28,3,0,339,9,33,67,93,151,155,113,45,13,681,199,545,1122,1156,1431,1313,871,288,77,6997,7,12,23,32,40,48,52,23,6,246,211,376,920,841,687,492,453,289,150,4422,432,1224,3109,3709,4194,3519,2490,965,302,19942,0,9,120,248,270,248,172,69,5,1143,0,10,97,159,208,191,92,40,3,804,0,182,664,938,995,696,579,239,37,4324,11,109,314,518,662,682,560,241,53,3156,161,419,1204,1140,1256,1250,842,346,72,6695,106,88,86,62,68,37,41,19,0,498,12,22,41,90,116,157,131,63,10,651,276,532,1329,1294,1443,1450,1014,429,87,7849,6,7,28,29,29,50,53,36,7,243,107,77,255,308,324,376,289,287,188,2204,395,927,2799,3504,3932,3681,2757,1339,387,19721
LGA56160,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,0,8,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,15,3,17,5,0,0,0,45,4,6,14,12,24,9,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,6,0,0,5,7,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,6,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,0,0,8,11,13,4,4,0,0,36
