LGA_CODE_2021,C21_F_Tot_Em_Tot,C21_F_Tot_Unem_Look_FT,C21_F_Tot_Unem_Look_PT,C21_F_Tot_Unem_Tot,C21_F_Tot_Tot_labo_for,C21_F_Tot_Not_LF,C21_F_Tot_LF_NS,C21_F_Tot_Tot,C11_P_15_19_Em_FT,C11_P_15_19_Em_PT,C11_P_15_19_Em_AFW,C11_P_15_19_Em_Hrs_NS,C11_P_15_19_Em_Tot,C11_P_15_19_Unem_Look_FT,C11_P_15_19_Unem_Look_PT,C11_P_15_19_Unem_Tot,C11_P_15_19_Tot_LF,C11_P_15_19_Not_LF,C11_P_15_19_LF_NS,C11_P_15_19_Tot,C11_P_20_24_Em_FT,C11_P_20_24_Em_PT,C11_P_20_24_Em_AFW,C11_P_20_24_Em_Hrs_NS,C11_P_20_24_Em_Tot,C11_P_20_24_Unem_Look_FT,C11_P_20_24_Unem_Look_PT,C11_P_20_24_Unem_Tot,C11_P_20_24_Tot_LF,C11_P_20_24_Not_LF,C11_P_20_24_LF_NS,C11_P_20_24_Tot,C11_P_25_29_Em_FT,C11_P_25_29_Em_PT,C11_P_25_29_Em_AFW,C11_P_25_29_Em_Hrs_NS,C11_P_25_29_Em_Tot,C11_P_25_29_Unem_Look_FT,C11_P_25_29_Unem_Look_PT,C11_P_25_29_Unem_Tot,C11_P_25_29_Tot_LF,C11_P_25_29_Not_LF,C11_P_25_29_LF_NS,C11_P_25_29_Tot,C11_P_30_34_Em_FT,C11_P_30_34_Em_PT,C11_P_30_34_Em_AFW,C11_P_30_34_Em_Hrs_NS,C11_P_30_34_Em_Tot,C11_P_30_34_Unem_Look_FT,C11_P_30_34_Unem_Look_PT,C11_P_30_34_Unem_Tot,C11_P_30_34_Tot_LF,C11_P_30_34_Not_LF,C11_P_30_34_LF_NS,C11_P_30_34_Tot,C11_P_35_39_Em_FT,C11_P_35_39_Em_PT,C11_P_35_39_Em_AFW,C11_P_35_39_Em_Hrs_NS,C11_P_35_39_Em_Tot,C11_P_35_39_Unem_Look_FT,C11_P_35_39_Unem_Look_PT,C11_P_35_39_Unem_Tot,C11_P_35_39_Tot_LF,C11_P_35_39_Not_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Not_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Not_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Not_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Not_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Not_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Not_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Not_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75over_Em_FT,C11_P_75over_Em_PT,C11_P_75over_Em_Aw_fr_w,C11_P_75over_Emp_H_wor_ns,C11_P_75over_Em_Tot,C11_P_75over_Unem_Lo_ft_wor,C11_P_75over_Unem_Lo_pt_wor,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_Tot_Tot_labo_for,C11_P_Tot_Not_LF,C11_P_Tot_LF_NS,C11_P_Tot_Tot,C16_P_15_19_Em_FT,C16_P_15_19_Em_PT,C16_P_15_19_Em_AFW,C16_P_15_19_Em_Hrs_NS,C16_P_15_19_Em_Tot,C16_P_15_19_Unem_Look_FT,C16_P_15_19_Unem_Look_PT,C16_P_15_19_Unem_Tot,C16_P_15_19_Tot_LF,C16_P_15_19_Not_LF,C16_P_15_19_LF_NS,C16_P_15_19_Tot,C16_P_20_24_Em_FT,C16_P_20_24_Em_PT,C16_P_20_24_Em_AFW,C16_P_20_24_Em_Hrs_NS,C16_P_20_24_Em_Tot,C16_P_20_24_Unem_Look_FT,C16_P_20_24_Unem_Look_PT,C16_P_20_24_Unem_Tot,C16_P_20_24_Tot_LF,C16_P_20_24_Not_LF,C16_P_20_24_LF_NS,C16_P_20_24_Tot
LGA54170,40747,540,1170,1714,42461,22012,1866,66334,1688,4434,241,187,6544,286,580,863,7408,4502,334,12242,4860,3114,350,173,8498,347,236,582,9075,1333,435,10849,4804,1297,303,112,6521,212,103,313,6832,1006,395,8226,4202,1654,378,93,6328,147,92,240,6570,1282,324,8172,5096,2436,378,114,8025,104,97,198,8223,1555,336,10108,6244,3084,341,137,9806,146,125,274,10078,1403,394,11882,6989,3023,366,133,10515,163,89,251,10770,1255,376,12394,6931,2749,477,134,10283,148,85,234,10518,1268,380,12168,5436,2449,418,98,8400,129,51,183,8587,1939,325,10850,3178,2177,341,63,5761,88,57,146,5913,3359,296,9569,750,879,123,34,1790,15,23,41,1828,3742,179,5750,111,272,16,4,408,3,9,13,418,3128,190,3734,32,88,9,15,145,0,5,5,148,6191,660,7002,50339,27655,3738,1290,83024,1783,1554,3342,86366,31953,4626,122948,762,3811,157,83,4808,255,961,1213,6025,4378,326,10729,3508,3490,198,138,7339,464,377,846,8190,1323,353,9864
LGA54200,13769,253,396,652,14420,8751,998,24174,753,1174,64,55,2053,102,137,241,2295,1545,170,4004,1712,720,99,81,2610,99,50,149,2758,452,170,3381,1741,442,133,57,2374,77,23,96,2470,428,175,3067,1666,610,114,55,2444,64,38,97,2541,491,147,3181,1815,747,102,41,2711,49,42,86,2798,564,165,3527,2087,874,119,54,3130,66,43,107,3237,477,220,3939,2192,783,121,56,3151,54,24,83,3231,407,151,3793,2093,750,124,61,3021,42,21,64,3086,447,168,3702,1647,733,142,40,2562,43,13,57,2620,670,151,3441,1213,693,115,30,2049,28,10,39,2088,1253,147,3496,303,360,33,8,712,3,9,13,722,1656,109,2482,67,138,14,4,222,0,4,4,230,1573,94,1892,27,64,12,5,104,0,0,0,106,2696,282,3086,17316,8087,1195,544,27142,627,417,1035,28174,12662,2140,42979,369,1176,32,39,1620,115,250,367,1983,1759,169,3905,1418,902,59,48,2435,188,96,282,2722,421,175,3314
LGA54280,6858,119,112,229,7091,2606,1035,10734,531,459,44,50,1082,82,57,137,1220,619,244,2081,1338,278,60,57,1735,83,36,117,1850,364,300,2520,1666,292,58,58,2074,67,25,86,2159,454,362,2978,1317,284,91,44,1730,56,27,82,1813,383,307,2505,1394,368,89,46,1905,44,20,58,1960,387,311,2653,1333,378,48,44,1803,37,20,61,1855,248,254,2357,1330,307,67,43,1744,47,15,57,1800,239,277,2320,1230,255,67,42,1601,32,12,39,1639,203,233,2076,785,213,65,25,1082,16,11,28,1107,228,166,1506,461,142,38,15,657,15,5,17,673,344,131,1146,119,75,10,3,203,5,4,9,209,327,76,614,26,38,3,0,75,0,0,0,75,310,50,436,7,12,0,0,19,0,0,0,24,490,105,611,11535,3109,641,424,15709,471,227,697,16405,4597,2808,23811,295,507,13,26,841,75,70,139,986,686,139,1806,986,257,58,34,1332,108,41,149,1478,357,206,2042
LGA54310,4841,88,74,170,5009,1348,1103,7466,309,204,29,23,564,25,17,48,610,371,210,1191,919,89,45,28,1074,32,8,39,1113,174,381,1664,1462,157,98,34,1755,37,6,45,1804,235,539,2582,1180,217,101,20,1522,28,16,42,1565,286,459,2305,1239,247,89,28,1599,27,18,43,1643,276,508,2432,1150,242,76,32,1496,22,4,26,1520,182,469,2175,1107,162,74,23,1360,22,0,23,1382,119,417,1920,1002,132,54,27,1218,18,4,17,1239,103,341,1689,625,83,49,14,769,13,4,13,782,99,251,1134,325,50,25,9,410,6,0,6,419,103,157,673,86,19,4,3,114,0,0,0,114,69,57,243,15,13,6,3,37,0,0,0,37,45,31,107,0,3,0,0,6,0,0,0,7,54,20,83,9422,1618,647,240,11928,222,85,309,12241,2119,3841,18197,144,251,14,15,422,45,41,86,508,502,79,1097,632,146,35,15,833,79,24,100,936,221,163,1322
LGA54340,810,19,24,41,853,588,155,1596,45,56,0,5,104,11,3,15,119,130,9,255,96,33,20,12,158,9,3,13,171,47,10,234,103,28,18,4,147,9,4,15,162,52,15,226,93,44,31,3,171,8,8,13,187,56,13,258,95,37,42,5,183,12,3,16,201,65,13,279,103,56,39,3,207,13,5,12,218,47,12,279,143,56,31,5,238,3,0,9,243,69,4,317,112,55,20,11,199,8,0,8,205,44,14,260,120,32,23,4,179,3,3,7,190,64,11,266,62,24,15,6,110,0,0,0,110,84,23,213,33,14,9,3,60,4,0,0,64,97,9,173,6,10,3,0,21,0,0,0,21,129,6,153,0,4,0,0,4,0,0,3,3,208,33,250,1023,455,254,62,1790,73,33,112,1902,1075,183,3159,45,48,3,3,97,13,9,22,120,91,20,234,125,40,8,5,176,4,7,5,186,38,23,243
LGA54410,224,0,3,3,226,207,56,490,4,7,0,6,13,0,3,0,14,36,8,60,24,6,0,0,30,5,0,4,28,11,9,44,30,8,5,0,39,3,0,3,40,13,4,61,19,12,3,0,30,5,0,4,31,17,0,50,26,11,0,0,35,3,0,3,40,12,5,49,32,14,3,0,56,0,0,0,52,21,5,75,39,23,3,3,68,0,0,0,68,20,3,88,37,24,9,0,67,0,0,0,67,12,4,84,37,18,0,0,52,0,0,0,52,15,5,71,27,17,0,0,46,0,0,0,46,35,3,82,10,9,3,0,23,0,0,0,24,50,4,75,3,5,0,0,11,0,0,0,11,39,8,60,6,4,0,0,5,0,0,0,7,110,0,119,285,144,26,11,461,12,12,21,482,391,44,921,3,14,0,0,17,0,0,0,17,35,4,58,15,7,0,0,25,0,0,0,25,12,7,45
LGA54480,104,4,0,4,109,32,17,160,3,0,0,0,10,0,0,0,10,13,0,17,15,0,0,0,17,0,0,0,14,0,0,14,22,5,0,0,25,0,0,0,25,9,0,34,30,11,0,0,43,0,0,0,43,8,0,50,22,8,0,0,33,0,0,0,33,7,0,44,27,8,0,0,37,0,0,0,37,6,0,42,25,4,0,0,34,0,0,0,34,0,4,38,31,0,0,0,37,0,0,0,37,4,0,41,24,8,0,0,33,0,0,0,33,3,5,36,16,5,0,0,23,0,0,0,25,15,0,37,5,0,0,0,11,0,0,0,11,3,0,18,3,0,0,0,6,0,0,0,6,9,0,10,3,0,0,0,4,0,0,0,4,3,0,10,225,58,7,5,294,0,0,0,302,83,11,388,4,5,0,0,7,0,0,0,7,11,0,17,9,4,0,0,15,0,0,0,16,3,0,15
LGA54550,434,3,4,8,439,234,63,745,10,13,0,7,32,3,0,3,35,47,5,87,39,13,0,3,63,3,0,8,65,26,4,96,63,16,6,0,86,0,0,0,85,20,4,106,49,21,5,4,80,0,0,0,80,20,3,110,44,37,7,0,89,0,0,0,91,11,0,100,80,28,3,7,115,3,0,7,120,24,0,154,103,31,6,0,144,5,0,4,146,18,4,168,72,31,10,4,115,3,0,3,117,21,8,143,68,28,6,0,107,0,5,4,111,31,5,138,49,19,0,0,67,0,5,5,69,46,4,118,15,16,7,0,36,0,0,0,36,46,5,94,6,10,0,0,17,0,0,0,17,61,3,83,7,5,4,0,16,0,0,0,16,131,13,159,608,273,51,33,961,22,13,35,1000,500,55,1560,15,11,0,0,25,3,0,3,31,21,5,60,38,12,3,0,53,0,3,0,55,18,5,76
LGA54620,193,0,3,6,202,81,38,324,8,7,3,0,18,0,0,3,21,16,0,39,30,0,4,0,35,0,0,0,39,9,8,52,47,17,3,4,72,3,0,3,77,8,17,99,43,11,0,0,61,0,0,0,61,11,3,80,57,12,0,0,74,0,0,0,71,11,12,93,42,14,0,0,55,7,0,4,63,6,5,70,53,10,4,0,64,0,0,0,69,10,3,79,55,15,4,0,73,0,0,0,70,7,6,86,29,16,0,0,47,0,0,0,45,18,4,62,31,15,3,0,53,0,0,0,53,16,4,74,14,10,0,0,22,0,0,0,22,21,0,42,5,3,8,0,16,0,0,0,16,23,4,40,3,3,0,0,11,0,0,0,11,25,0,37,421,120,30,14,585,19,3,22,608,169,68,849,4,0,0,0,6,0,0,0,6,18,3,28,9,3,0,0,20,0,0,0,15,0,0,21
LGA54690,83,3,3,4,83,47,4,136,0,4,0,0,0,0,0,0,0,3,0,7,14,0,0,0,14,0,0,0,16,3,0,19,8,6,0,0,19,0,0,0,19,6,0,29,18,7,0,0,22,0,0,0,25,7,0,35,12,0,0,0,17,0,0,0,17,3,0,18,13,0,0,0,15,0,3,3,18,4,0,26,12,5,0,0,21,0,0,3,22,3,0,23,21,3,0,0,30,0,0,0,28,7,0,37,17,3,0,0,25,0,0,0,25,12,0,37,11,3,0,0,16,0,0,0,16,15,0,27,3,3,0,0,4,0,0,0,4,14,0,27,0,3,0,0,8,0,0,0,8,15,0,21,0,3,0,0,7,0,0,0,7,27,0,27,140,51,7,6,199,3,8,6,211,114,9,335,0,6,0,0,3,0,0,0,3,3,0,10,5,3,0,0,13,0,0,0,13,0,0,9
LGA54760,177,0,0,4,181,75,34,287,5,6,0,0,9,0,0,0,9,6,0,17,11,0,0,0,10,0,0,0,10,0,0,8,27,10,0,0,34,0,0,0,37,12,0,46,31,10,3,0,47,0,0,0,46,11,0,57,27,24,0,0,49,0,0,0,55,6,0,66,47,9,0,4,61,3,0,5,67,4,3,70,45,7,0,0,57,0,0,0,52,5,0,62,34,10,0,0,47,0,0,0,45,5,0,55,35,9,0,0,52,0,3,3,57,10,0,64,29,9,6,0,42,0,0,0,42,21,4,66,13,9,0,0,23,0,0,0,23,9,0,28,6,5,4,0,16,0,0,0,12,13,0,28,0,4,0,0,9,0,0,0,9,36,5,48,306,123,17,9,452,9,10,12,467,145,12,620,7,7,0,0,10,0,0,0,12,9,4,20,16,3,0,0,19,0,0,0,19,10,7,33
LGA54830,10044,329,445,776,10821,5719,820,17364,332,430,26,39,824,116,86,197,1023,779,173,1977,957,329,45,45,1374,116,42,158,1531,437,173,2141,1318,392,105,34,1853,94,35,129,1977,537,182,2703,1138,383,103,38,1658,55,35,97,1754,527,187,2468,995,386,58,35,1486,55,28,77,1565,479,159,2204,1053,375,61,33,1523,59,29,87,1610,414,181,2208,909,318,66,36,1330,47,22,65,1392,332,128,1856,781,265,61,20,1128,32,9,42,1173,334,103,1603,548,228,54,16,850,17,11,24,879,418,97,1399,312,146,24,11,493,12,14,25,520,629,84,1228,97,58,13,4,177,0,4,5,183,668,68,923,3,26,3,0,36,0,0,0,32,634,62,729,3,3,0,0,11,0,0,0,11,943,144,1098,8450,3349,614,321,12730,610,312,916,13650,7134,1745,22529,195,615,24,33,866,130,159,284,1150,995,152,2300,951,638,57,66,1715,229,113,335,2049,643,182,2876
LGA54900,317,0,7,7,317,114,32,468,20,0,0,0,22,0,3,3,21,11,3,42,33,7,0,3,44,0,0,0,44,8,5,57,54,5,4,0,69,6,0,6,73,14,0,83,52,17,0,0,65,0,0,0,65,14,0,86,59,22,5,0,86,0,0,0,86,13,4,103,62,21,0,10,90,0,0,0,97,9,5,112,69,20,5,0,99,0,0,0,99,7,0,103,92,22,4,0,115,0,3,3,116,11,6,129,64,21,7,0,93,0,0,0,93,13,7,108,33,15,9,0,51,0,0,0,51,26,3,82,20,10,0,0,37,0,0,0,37,11,4,46,11,7,0,0,24,0,0,0,24,14,4,42,7,6,4,0,10,0,0,0,10,46,4,64,573,177,42,14,807,8,0,14,823,194,47,1065,11,3,0,0,22,0,0,0,22,19,6,40,25,7,0,0,33,0,0,0,42,5,0,39
LGA54970,147,4,0,6,153,110,95,358,4,5,0,0,7,3,0,7,17,22,8,47,75,22,5,0,104,0,0,0,104,15,11,130,79,9,5,0,98,0,0,0,98,14,8,115,58,9,7,0,75,0,0,6,80,14,15,109,70,13,10,5,92,0,0,0,99,15,16,127,69,19,9,0,96,0,0,0,96,6,19,119,56,18,0,0,75,10,0,11,85,7,14,107,44,11,5,3,69,0,0,0,69,19,16,105,60,0,6,3,67,0,0,0,67,8,12,80,36,0,0,0,39,0,0,0,40,10,11,57,7,4,5,0,18,0,0,0,18,11,0,28,4,0,0,0,4,0,0,0,4,13,4,24,0,0,0,0,0,0,0,0,0,11,0,12,566,115,56,10,751,18,6,23,775,171,130,1071,3,4,0,0,8,3,0,7,15,18,0,31,39,0,0,0,42,0,0,3,46,17,18,76
LGA55040,241,6,3,11,249,110,117,479,21,4,0,5,34,3,0,3,32,33,22,89,138,13,8,3,161,0,0,5,170,33,60,259,190,16,13,4,224,3,5,3,226,63,69,363,134,17,15,4,164,4,0,8,172,43,63,283,114,11,7,0,138,0,0,0,138,29,48,212,122,17,4,6,153,0,0,0,153,21,60,236,120,13,5,4,142,0,0,0,150,9,49,205,110,14,9,4,133,0,0,0,133,6,45,188,74,12,0,5,96,0,0,0,98,11,20,129,31,12,0,4,50,0,0,3,53,11,16,78,14,0,0,0,16,0,0,0,16,9,6,35,6,0,0,0,8,0,0,0,8,11,3,17,0,0,0,0,0,0,0,0,0,13,7,20,1081,138,68,33,1320,21,9,27,1346,303,459,2101,10,0,0,0,16,0,0,0,15,14,11,36,32,4,0,0,44,0,0,0,41,16,25,78
LGA55110,17674,575,715,1286,18956,17997,2144,39106,698,1386,90,67,2237,241,196,444,2678,1727,251,4658,1612,807,125,79,2628,251,60,309,2941,649,261,3846,1723,550,141,71,2480,171,59,230,2710,790,244,3744,1454,655,124,55,2277,120,63,187,2469,810,237,3515,1818,803,149,70,2831,120,60,174,3006,822,264,4097,2038,997,125,51,3209,117,82,201,3411,744,297,4452,2238,966,183,58,3445,129,43,177,3618,733,240,4589,2095,895,188,56,3232,92,51,148,3374,847,264,4489,1556,829,197,50,2629,90,40,126,2755,1318,256,4341,925,734,121,29,1803,56,43,107,1909,2611,238,4763,236,361,44,19,658,7,15,19,682,3313,234,4229,54,157,17,8,234,3,0,5,235,3202,241,3680,3,43,10,5,56,0,0,3,59,5404,892,6356,16441,9161,1518,613,27730,1408,717,2125,29855,22992,3915,56756,421,1438,61,49,1970,283,418,699,2669,1948,233,4848,1525,1107,88,60,2784,386,149,535,3317,759,260,4334
LGA55180,2049,41,34,79,2128,1383,303,3809,98,160,20,8,284,20,15,31,319,218,19,555,184,82,16,8,293,22,3,22,315,64,17,396,198,65,13,8,287,7,6,14,301,64,19,379,177,115,17,6,309,8,9,16,326,89,14,427,247,141,15,13,423,10,12,18,439,104,20,563,297,154,23,11,487,20,7,27,511,107,26,643,351,199,31,18,598,12,10,23,618,92,42,747,355,159,32,6,552,11,4,17,570,120,31,723,260,165,40,6,471,18,5,19,490,165,35,687,177,131,30,7,350,3,3,8,357,234,20,609,62,77,11,0,154,0,0,0,153,308,25,487,11,29,3,0,49,0,0,0,53,287,22,363,12,23,3,4,40,0,0,0,40,516,57,612,2425,1506,255,102,4288,127,72,195,4489,2366,337,7195,88,138,4,3,241,19,3,24,268,271,48,583,169,74,13,6,261,29,12,39,304,79,34,407
LGA55250,165,7,7,12,179,117,100,404,3,4,0,0,11,0,0,5,20,30,12,59,56,10,3,3,74,0,0,0,75,20,29,117,81,9,3,5,94,3,6,9,107,14,35,154,57,11,3,0,66,4,0,4,74,23,27,126,50,3,0,0,53,0,0,0,53,16,26,98,55,9,3,3,65,0,0,0,66,11,28,102,59,10,8,4,81,6,0,6,83,11,27,123,54,15,8,0,73,0,0,0,77,16,17,102,47,7,0,0,58,0,0,0,59,24,17,90,30,4,0,0,35,0,0,0,40,17,9,68,11,4,0,0,18,0,0,0,18,21,4,47,5,0,0,0,4,0,0,0,6,11,8,21,4,3,0,0,8,0,0,0,8,16,4,21,498,95,30,24,648,18,12,25,670,225,226,1125,4,0,0,0,4,3,0,3,9,23,25,55,22,3,0,3,29,0,0,0,28,9,11,53
LGA55320,25535,371,808,1179,26710,16858,1535,45104,600,2317,154,107,3170,72,341,416,3582,3304,215,7098,2612,2245,219,116,5192,158,251,406,5597,1404,280,7279,3302,905,171,63,4446,140,79,221,4667,697,262,5621,2703,910,226,57,3899,82,48,124,4029,748,215,4989,2935,1335,182,70,4519,98,78,174,4693,963,246,5896,3432,1590,171,78,5266,102,98,200,5466,910,263,6632,3786,1654,204,78,5725,92,65,158,5879,865,215,6963,3931,1609,232,80,5856,85,62,142,6001,929,217,7150,3201,1447,232,58,4940,76,41,117,5059,1357,244,6658,1896,1291,154,44,3391,45,39,79,3471,2145,200,5819,527,710,90,20,1349,8,14,28,1376,2616,167,4161,106,260,30,16,403,0,7,7,411,2621,173,3211,41,142,19,13,219,0,0,0,217,7132,683,8026,29080,16415,2084,797,48375,965,1110,2073,50443,25687,3365,79501,260,2141,76,40,2517,90,548,639,3155,3155,189,6495,1901,2409,151,81,4544,253,327,578,5117,1326,225,6666
LGA55390,52,0,0,3,52,36,22,113,0,0,0,0,0,0,0,0,5,26,0,25,7,4,0,4,11,0,0,0,16,15,0,29,6,4,0,0,17,0,0,0,17,15,0,32,9,3,0,0,20,0,0,0,20,8,0,26,3,6,0,0,14,0,0,0,14,4,0,22,5,4,0,0,10,0,0,0,11,9,3,31,9,4,0,0,16,0,0,0,16,16,3,36,8,4,3,0,14,0,0,0,14,11,0,30,4,5,3,0,19,0,0,0,20,10,0,30,11,7,0,0,10,0,0,0,10,14,0,24,0,3,0,0,3,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,8,0,8,61,46,10,3,122,4,0,9,132,163,18,305,9,0,0,0,9,0,0,4,6,12,3,26,20,0,3,0,22,3,0,3,20,10,5,35
LGA55460,653,20,11,20,676,403,142,1213,51,44,3,3,99,7,5,8,110,85,8,205,113,23,4,0,141,6,5,13,149,101,14,267,112,28,8,5,158,8,4,15,172,32,8,209,90,28,5,6,132,9,0,8,134,39,10,178,109,45,3,6,167,0,3,5,169,39,12,217,116,42,9,7,175,8,6,13,180,44,15,240,131,41,0,0,180,4,0,4,183,22,13,216,130,49,10,0,185,0,6,3,189,37,14,240,108,36,4,0,143,5,0,5,148,50,0,195,67,28,11,7,112,0,0,4,115,59,4,184,32,18,4,0,57,0,0,0,57,75,0,132,6,9,0,4,22,0,0,0,22,69,6,99,6,3,0,0,10,0,0,0,10,161,16,183,1072,399,64,35,1567,47,24,71,1640,813,125,2577,33,52,0,4,86,7,5,6,93,96,16,202,95,33,11,4,139,9,0,15,154,123,23,301
LGA55530,75,3,0,6,81,42,25,142,7,0,0,0,8,0,0,0,7,7,0,15,12,0,0,0,12,0,0,3,14,4,5,27,20,7,0,0,28,0,0,0,29,8,0,33,3,5,0,0,9,3,0,6,13,3,0,17,26,3,0,0,33,4,0,5,39,4,0,41,16,0,4,0,23,0,0,0,28,7,0,27,19,5,5,0,27,6,0,6,30,0,0,28,21,5,0,0,31,0,0,0,31,3,0,33,24,4,0,0,33,0,0,0,33,15,4,49,13,3,0,0,16,0,0,0,16,12,0,27,5,4,3,0,12,0,0,0,12,11,4,22,0,5,0,0,0,0,0,0,3,12,0,16,0,0,0,0,0,0,0,0,0,20,3,22,168,42,13,3,228,16,3,19,253,97,14,363,8,7,0,0,10,0,0,0,10,14,0,20,9,5,0,0,10,0,0,0,10,4,0,21
LGA55600,497,8,17,19,524,291,106,917,18,40,0,0,65,3,3,9,73,87,11,173,69,22,0,4,89,5,0,5,96,24,11,123,75,22,5,5,102,3,4,6,110,30,4,144,75,26,11,0,110,5,0,5,118,30,6,145,93,51,0,4,140,4,0,4,141,32,14,185,73,50,0,0,132,0,3,5,131,22,3,157,119,40,5,0,162,4,0,4,165,23,10,199,102,28,4,0,131,8,0,10,144,15,6,162,98,20,4,6,122,3,0,3,127,45,6,176,63,22,4,6,101,0,0,0,102,37,4,143,23,15,3,4,49,0,0,0,49,54,4,109,11,17,0,0,28,0,0,0,28,39,3,74,7,8,0,0,14,0,0,0,14,108,11,136,821,357,45,35,1249,27,7,42,1292,543,95,1929,21,24,0,0,43,5,4,3,46,67,7,125,53,23,3,0,82,12,3,13,95,34,9,138
LGA55670,115,0,0,0,118,90,52,260,11,13,0,0,27,0,4,4,30,64,3,105,17,0,0,3,25,0,0,0,25,5,3,31,23,15,0,0,36,6,0,6,38,12,0,43,8,6,0,0,20,0,0,0,17,6,4,33,33,16,0,0,46,0,0,0,46,10,0,55,42,12,5,0,57,0,5,0,58,9,3,72,33,11,0,3,53,0,0,0,56,5,5,65,44,10,3,0,55,0,0,0,59,5,3,66,27,10,0,0,34,3,0,3,37,6,0,45,14,8,3,0,25,0,0,0,25,9,0,35,9,4,5,0,17,0,0,0,17,19,4,37,0,4,0,0,3,0,0,0,3,15,0,21,3,0,4,0,3,0,0,0,3,53,4,60,257,105,30,14,400,16,4,16,415,214,40,665,0,13,0,0,11,5,0,5,17,56,0,75,13,6,0,0,22,4,0,10,30,3,0,33
LGA55740,2202,38,66,107,2310,1487,208,4006,30,170,11,9,218,8,26,29,247,405,21,675,189,204,14,8,417,11,25,37,456,117,39,610,350,114,9,8,473,14,4,23,495,69,42,608,276,108,18,4,402,11,6,13,422,67,45,528,236,105,17,0,367,15,6,21,389,99,38,522,279,129,17,8,437,10,9,8,451,113,35,593,295,135,20,11,460,10,11,17,476,115,35,628,275,129,9,8,421,9,4,11,433,111,21,569,230,131,14,6,382,5,3,6,394,107,26,529,150,129,15,8,294,6,4,6,301,177,33,517,66,84,9,0,160,4,0,3,159,252,25,435,23,41,0,0,65,0,0,0,63,213,13,288,7,14,0,0,20,0,0,0,20,519,78,613,2409,1486,164,68,4123,98,90,187,4310,2360,453,7120,10,142,12,3,166,4,31,34,202,418,23,637,107,216,7,4,338,19,22,41,377,87,20,488
