LGA_CODE_2021,C11_M_15_19_Em_FT,C11_M_15_19_Em_PT,C11_M_15_19_Em_AFW,C11_M_15_19_Em_Hrs_NS,C11_M_15_19_Em_Tot,C11_M_15_19_Unem_Look_FT,C11_M_15_19_Unem_Look_PT,C11_M_15_19_Unem_Tot,C11_M_15_19_Tot_LF,C11_M_15_19_Not_LF,C11_M_15_19_LF_NS,C11_M_15_19_Tot,C11_M_20_24_Em_FT,C11_M_20_24_Em_PT,C11_M_20_24_Em_AFW,C11_M_20_24_Em_Hrs_NS,C11_M_20_24_Em_Tot,C11_M_20_24_Unem_Look_FT,C11_M_20_24_Unem_Look_PT,C11_M_20_24_Unem_Tot,C11_M_20_24_Tot_LF,C11_M_20_24_Not_LF,C11_M_20_24_LF_NS,C11_M_20_24_Tot,C11_M_25_29_Em_FT,C11_M_25_29_Em_PT,C11_M_25_29_Em_AFW,C11_M_25_29_Em_Hrs_NS,C11_M_25_29_Em_Tot,C11_M_25_29_Unem_Look_FT,C11_M_25_29_Unem_Look_PT,C11_M_25_29_Unem_Tot,C11_M_25_29_Tot_LF,C11_M_25_29_Not_LF,C11_M_25_29_LF_NS,C11_M_25_29_Tot,C11_M_30_34_Em_FT,C11_M_30_34_Em_PT,C11_M_30_34_Em_AFW,C11_M_30_34_Em_Hrs_NS,C11_M_30_34_Em_Tot,C11_M_30_34_Unem_Look_FT,C11_M_30_34_Unem_Look_PT,C11_M_30_34_Unem_Tot,C11_M_30_34_Tot_LF,C11_M_30_34_Not_LF,C11_M_30_34_LF_NS,C11_M_30_34_Tot,C11_M_35_39_Em_FT,C11_M_35_39_Em_PT,C11_M_35_39_Em_AFW,C11_M_35_39_Em_Hrs_NS,C11_M_35_39_Em_Tot,C11_M_35_39_Unem_Look_FT,C11_M_35_39_Unem_Look_PT,C11_M_35_39_Unem_Tot,C11_M_35_39_Tot_LF,C11_M_35_39_Not_LF,C11_M_35_39_LF_NS,C11_M_35_39_Tot,C11_M_40_44_Em_FT,C11_M_40_44_Em_PT,C11_M_40_44_Em_AFW,C11_M_40_44_Em_Hrs_NS,C11_M_40_44_Em_Tot,C11_M_40_44_Unem_Look_FT,C11_M_40_44_Unem_Look_PT,C11_M_40_44_Unem_Tot,C11_M_40_44_Tot_LF,C11_M_40_44_Not_LF,C11_M_40_44_LF_NS,C11_M_40_44_Tot,C11_M_45_49_Em_FT,C11_M_45_49_Em_PT,C11_M_45_49_Em_AFW,C11_M_45_49_Em_Hrs_NS,C11_M_45_49_Em_Tot,C11_M_45_49_Unem_Look_FT,C11_M_45_49_Unem_Look_PT,C11_M_45_49_Unem_Tot,C11_M_45_49_Tot_LF,C11_M_45_49_Not_LF,C11_M_45_49_LF_NS,C11_M_45_49_Tot,C11_M_50_54_Em_FT,C11_M_50_54_Em_PT,C11_M_50_54_Em_AFW,C11_M_50_54_Em_Hrs_NS,C11_M_50_54_Em_Tot,C11_M_50_54_Unem_Look_FT,C11_M_50_54_Unem_Look_PT,C11_M_50_54_Unem_Tot,C11_M_50_54_Tot_LF,C11_M_50_54_Not_LF,C11_M_50_54_LF_NS,C11_M_50_54_Tot,C11_M_55_59_Em_FT,C11_M_55_59_Em_PT,C11_M_55_59_Em_AFW,C11_M_55_59_Em_Hrs_NS,C11_M_55_59_Em_Tot,C11_M_55_59_Unem_Look_FT,C11_M_55_59_Unem_Look_PT,C11_M_55_59_Unem_Tot,C11_M_55_59_Tot_LF,C11_M_55_59_Not_LF,C11_M_55_59_LF_NS,C11_M_55_59_Tot,C11_M_60_64_Em_FT,C11_M_60_64_Em_PT,C11_M_60_64_Em_AFW,C11_M_60_64_Em_Hrs_NS,C11_M_60_64_Em_Tot,C11_M_60_64_Unem_Look_FT,C11_M_60_64_Unem_Look_PT,C11_M_60_64_Unem_Tot,C11_M_60_64_Tot_LF,C11_M_60_64_Not_LF,C11_M_60_64_LF_NS,C11_M_60_64_Tot,C11_M_65_69_Em_FT,C11_M_65_69_Em_PT,C11_M_65_69_Em_AFW,C11_M_65_69_Em_Hrs_NS,C11_M_65_69_Em_Tot,C11_M_65_69_Unem_Look_FT,C11_M_65_69_Unem_Look_PT,C11_M_65_69_Unem_Tot,C11_M_65_69_Tot_LF,C11_M_65_69_Not_LF,C11_M_65_69_LF_NS,C11_M_65_69_Tot,C11_M_70_74_Em_FT,C11_M_70_74_Em_PT,C11_M_70_74_Em_AFW,C11_M_70_74_Em_Hrs_NS,C11_M_70_74_Em_Tot,C11_M_70_74_Unem_Look_FT,C11_M_70_74_Unem_Look_PT,C11_M_70_74_Unem_Tot,C11_M_70_74_Tot_LF,C11_M_70_74_Not_LF,C11_M_70_74_LF_NS,C11_M_70_74_Tot,C11_M_75over_Em_FT,C11_M_75over_Em_PT,C11_M_75over_Em_AFW,C11_M_75over_Em_Hrs_NS,C11_M_75over_Em_Tot,C11_M_75over_Unem_Look_FT,C11_M_75over_Unem_Look_PT,C11_M_75over_Unem_Tot,C11_M_75over_Tot_LF,C11_M_75ove_Not_LF,C11_M_75over_LF_NS,C11_M_75over_Tot,C11_M_Tot_Em_FT,C11_M_Tot_Em_PT,C11_M_Tot_Em_AFW,C11_M_Tot_Em_Hrs_NS,C11_M_Tot_Em_Tot,C11_M_Tot_Unem_Look_FT,C11_M_Tot_Unem_Look_PT,C11_M_Tot_Unem_Tot,C11_M_Tot_Tot_labo_for,C11_M_Tot_Not_LF,C11_M_Tot_LF_NS,C11_M_Tot_Tot,C16_M_15_19_Em_FT,C16_M_15_19_Em_PT,C16_M_15_19_Em_AFW,C16_M_15_19_Em_Hrs_NS,C16_M_15_19_Em_Tot,C16_M_15_19_Unem_Look_FT,C16_M_15_19_Unem_Look_PT,C16_M_15_19_Unem_Tot,C16_M_15_19_Tot_LF,C16_M_15_19_Not_LF,C16_M_15_19_LF_NS,C16_M_15_19_Tot,C16_M_20_24_Em_FT,C16_M_20_24_Em_PT,C16_M_20_24_Em_AFW,C16_M_20_24_Em_Hrs_NS,C16_M_20_24_Em_Tot,C16_M_20_24_Unem_Look_FT,C16_M_20_24_Unem_Look_PT,C16_M_20_24_Unem_Tot,C16_M_20_24_Tot_LF,C16_M_20_24_Not_LF,C16_M_20_24_LF_NS,C16_M_20_24_Tot,C16_M_25_29_Em_FT,C16_M_25_29_Em_PT,C16_M_25_29_Em_AFW,C16_M_25_29_Em_Hrs_NS,C16_M_25_29_Em_Tot,C16_M_25_29_Unem_Look_FT,C16_M_25_29_Unem_Look_PT,C16_M_25_29_Unem_Tot
LGA55810,0,0,0,0,0,0,0,0,4,9,0,13,12,0,0,0,10,0,0,0,10,10,0,21,15,4,0,0,19,0,0,0,22,7,3,34,9,0,0,0,14,4,0,4,14,0,0,22,16,0,0,0,21,0,0,0,21,4,7,32,21,0,3,0,24,0,0,0,27,3,3,41,17,3,0,0,21,4,0,4,21,9,10,42,11,5,0,0,20,0,0,0,15,3,3,21,3,0,0,0,4,0,0,0,4,11,0,19,7,0,0,0,10,0,0,0,10,11,0,22,0,0,0,0,0,0,0,0,6,8,0,17,0,0,0,0,7,0,0,0,7,6,0,12,0,0,0,0,0,0,0,0,0,4,0,6,126,15,12,4,153,11,0,11,167,92,42,299,4,3,0,0,7,0,0,0,5,5,9,15,0,0,0,0,3,0,0,0,3,3,0,7,5,0,0,0,6,0,0,0
LGA55880,0,0,0,0,0,0,0,0,6,0,0,3,11,0,0,0,10,0,0,0,10,0,0,10,18,0,0,0,16,0,0,0,16,0,0,16,8,0,0,0,12,0,0,0,12,0,0,12,21,0,0,0,15,0,0,0,15,0,0,19,18,0,0,0,19,0,0,0,19,0,0,24,21,0,0,0,21,0,0,0,21,0,5,25,13,0,0,0,18,0,0,0,18,4,6,23,18,0,0,0,14,0,0,0,17,5,0,20,7,0,3,0,6,0,0,0,10,6,0,17,6,4,0,0,12,0,0,0,12,0,0,12,3,3,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,5,0,5,142,17,4,0,165,0,4,4,164,29,9,205,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,12,0,0,0
LGA55950,4,0,0,0,3,0,0,0,3,7,0,12,13,0,0,0,13,0,0,0,13,0,0,13,13,0,0,0,8,0,0,0,8,0,0,8,11,3,0,0,13,0,0,0,16,0,0,16,15,0,0,0,10,0,0,0,10,0,0,14,9,0,0,0,11,0,0,0,11,0,0,13,23,0,0,0,23,0,0,0,23,0,0,23,17,0,0,0,20,0,0,0,20,5,0,21,13,8,0,0,16,0,0,0,16,3,0,22,10,0,0,0,11,0,0,0,11,0,0,15,8,0,0,0,12,0,0,0,12,6,0,16,7,0,0,0,4,0,0,0,4,8,0,11,0,0,0,0,4,0,0,0,4,17,0,25,130,16,5,4,161,0,0,0,162,44,0,213,0,0,0,0,0,0,0,0,4,4,0,5,7,0,0,0,6,0,0,0,6,0,0,7,20,3,0,0,19,0,0,0
LGA56090,323,356,20,23,731,50,45,92,822,574,71,1465,570,194,24,22,816,57,19,70,888,338,62,1277,461,65,21,19,559,20,0,21,584,307,46,934,486,49,29,14,583,19,6,29,614,337,32,983,748,79,39,21,887,22,0,22,912,248,71,1225,936,137,34,22,1130,24,0,21,1156,225,90,1469,1052,117,61,16,1241,18,0,25,1263,153,79,1494,986,129,46,24,1180,13,7,17,1201,165,81,1444,788,134,55,21,992,14,5,18,1012,177,70,1260,570,199,45,14,833,17,9,29,859,347,46,1254,178,133,20,12,342,0,3,3,345,530,47,916,23,55,8,0,87,0,0,0,88,465,30,582,16,22,0,8,41,0,0,0,41,737,74,847,7134,1690,404,205,9428,259,103,356,9785,4588,782,15152,155,326,22,16,515,47,95,148,664,615,56,1334,475,217,27,16,734,93,17,110,844,367,56,1265,517,108,26,17,662,54,14,67
LGA56160,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,8,0,0,0,8,0,0,7,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,4,3,31,0,0,0,29,12,4,51,4,0,0,0,4,0,0,0,4,6,0,3,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0
LGA56230,121,99,5,11,243,15,12,30,266,174,31,477,183,41,16,14,253,18,0,22,274,22,32,329,193,29,8,9,246,31,0,24,269,19,21,313,214,27,15,14,272,14,0,20,290,21,26,336,267,38,23,13,340,19,0,16,355,27,30,417,281,44,25,8,358,13,0,13,368,36,27,434,332,47,23,7,410,11,0,13,425,37,43,502,291,52,27,15,388,14,0,16,400,70,34,512,271,42,20,16,354,7,4,9,367,79,50,492,173,71,19,3,273,11,5,15,283,225,34,549,70,49,10,4,129,0,3,3,131,311,26,465,11,18,3,0,42,0,0,0,42,341,19,394,9,14,5,0,23,0,0,0,20,488,48,560,2416,564,216,122,3314,148,37,183,3496,1858,419,5773,62,103,7,0,174,27,16,48,223,237,37,492,184,74,9,7,276,44,13,50,329,61,30,420,222,35,19,11,281,35,0,37
LGA56300,13,0,0,0,17,0,0,0,12,21,0,42,6,0,0,0,10,0,0,0,10,5,0,11,16,9,5,0,24,0,0,0,26,0,3,28,13,4,0,0,16,3,0,3,21,4,9,31,28,0,3,0,35,0,0,0,36,0,0,38,18,4,0,0,28,0,0,0,26,7,0,36,28,7,0,4,39,4,0,4,45,3,3,51,20,8,3,0,31,0,0,3,33,11,5,49,26,15,4,5,42,4,5,9,51,22,3,73,20,20,3,0,50,0,0,0,48,26,0,75,10,6,0,0,16,0,0,0,16,46,4,65,6,0,0,0,5,0,0,0,5,26,0,32,0,0,0,0,0,0,0,0,0,28,3,32,195,76,30,12,312,16,4,23,331,199,35,570,3,7,0,3,13,0,0,0,13,7,4,22,3,6,0,0,13,0,0,3,17,7,0,25,9,0,0,0,11,0,0,0
LGA56370,13,0,0,0,13,0,0,0,13,6,0,15,17,3,0,0,25,3,0,3,26,0,0,26,12,0,0,0,20,0,0,0,18,0,0,19,21,0,0,0,17,0,0,0,18,0,0,18,22,3,0,0,27,0,0,0,27,0,0,27,22,0,0,0,22,0,0,0,20,4,0,22,21,7,0,0,22,0,0,0,20,0,0,25,39,6,0,0,44,0,0,0,43,0,3,45,21,3,0,4,29,0,0,0,30,0,0,35,12,4,0,0,22,0,0,0,22,3,0,25,12,8,0,0,17,0,0,0,17,11,0,33,4,3,0,0,4,0,0,0,4,10,0,13,9,5,0,0,5,0,0,0,5,21,4,38,212,32,3,5,252,9,0,9,264,66,11,339,3,0,0,0,3,0,0,0,6,5,0,13,15,0,0,0,15,0,0,0,15,5,0,19,24,0,0,0,31,0,0,0
LGA56460,35,21,6,3,64,12,4,21,80,159,11,249,72,10,3,3,86,11,0,11,103,11,8,122,72,8,5,8,87,5,4,8,95,12,6,119,62,6,3,3,73,7,0,7,78,15,8,105,99,16,10,0,132,10,3,16,146,14,11,172,115,20,5,4,143,0,0,3,153,10,5,172,101,18,11,3,134,3,4,10,135,14,9,156,124,13,8,4,148,3,0,3,151,21,6,178,99,24,5,4,132,3,0,3,130,29,8,168,70,22,3,0,99,6,3,6,105,44,4,152,32,23,0,0,53,0,4,4,60,52,0,112,9,3,5,0,14,0,0,0,14,57,4,76,4,6,0,0,10,0,0,0,10,113,20,141,896,189,60,30,1175,58,25,87,1263,569,96,1927,21,17,0,4,44,10,5,13,62,102,29,189,74,17,5,3,97,11,0,9,101,16,9,132,71,9,7,0,89,9,0,9
LGA56580,31,239,16,5,283,3,38,42,334,510,24,869,201,293,37,11,544,16,47,60,606,232,30,859,280,81,11,3,374,8,11,24,401,82,27,510,231,47,11,7,293,5,3,7,305,45,22,370,342,30,13,8,398,0,6,7,402,28,24,460,475,49,7,10,550,12,3,13,564,29,33,625,560,61,19,15,651,19,5,22,667,29,19,719,573,62,15,6,655,3,0,8,657,37,31,736,474,87,19,3,577,11,0,12,588,64,34,689,348,112,21,3,480,11,3,16,496,115,26,635,131,110,5,8,244,0,0,0,244,214,21,486,45,61,8,0,114,0,4,4,116,215,18,351,5,46,3,0,55,0,0,0,55,492,56,601,3698,1276,179,79,5226,96,120,215,5439,2093,369,7901,10,219,7,4,243,6,43,49,291,482,14,786,169,324,19,11,520,25,48,75,598,224,27,848,268,83,5,0,368,13,13,31
LGA56620,5,10,4,0,18,0,0,0,14,27,8,51,10,14,0,0,26,0,0,0,26,27,5,58,8,21,0,0,34,3,4,3,38,24,10,66,14,11,0,3,30,5,0,7,34,25,0,56,8,8,0,8,30,5,0,3,33,24,4,59,13,10,7,0,27,3,0,3,25,12,7,50,12,3,3,0,19,0,0,0,19,6,4,26,17,5,0,0,18,0,0,0,18,12,5,36,13,3,0,0,17,0,0,0,17,8,4,26,9,0,0,0,15,0,0,0,15,13,8,30,4,0,0,0,3,0,0,0,6,3,0,15,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,111,86,18,13,234,14,4,20,249,191,37,478,0,0,0,0,3,11,3,7,15,31,26,68,3,3,0,7,9,4,3,14,21,26,22,72,8,5,0,0,14,0,0,0
LGA56730,100,72,3,5,182,24,17,43,223,135,35,392,137,34,6,6,181,22,3,27,214,34,38,276,127,24,17,9,176,19,0,19,191,20,23,229,161,14,8,4,193,16,3,17,209,19,21,252,186,32,5,7,233,12,3,18,249,33,29,312,201,28,3,4,232,13,4,15,247,19,25,292,218,31,11,3,268,12,0,15,279,33,34,347,233,41,7,18,299,8,0,8,305,46,35,382,230,29,15,3,280,10,3,14,288,67,32,394,132,50,18,9,212,8,5,12,222,122,27,372,41,31,9,0,83,0,0,3,81,170,17,278,14,8,3,0,20,0,0,0,28,143,25,190,5,7,0,0,20,0,0,0,16,263,35,320,1780,409,111,72,2370,146,44,184,2555,1109,380,4046,52,39,6,4,90,16,16,31,124,159,13,293,137,44,4,8,202,33,3,38,235,86,28,353,157,24,9,0,193,23,0,23
LGA56790,15,5,0,0,23,0,3,4,31,46,3,79,25,4,0,4,30,8,0,8,34,5,6,48,22,0,3,0,32,0,4,6,34,0,0,40,45,4,5,0,47,6,5,9,60,11,6,78,60,15,9,4,92,7,0,6,94,4,3,106,73,8,9,0,83,0,0,3,90,15,4,108,76,11,6,4,90,3,0,6,98,10,11,117,77,14,9,3,98,7,0,7,96,30,11,142,65,19,10,3,97,0,0,0,101,30,6,144,51,18,9,6,73,0,0,3,78,64,7,147,26,11,3,3,36,0,0,0,36,81,4,124,10,6,3,0,13,0,0,0,13,64,8,93,3,0,0,0,3,0,0,0,3,92,18,116,532,127,49,25,736,37,13,47,786,461,89,1335,13,11,0,0,28,0,3,0,33,29,0,68,28,14,3,3,49,5,0,5,59,12,3,70,39,5,0,0,39,7,4,8
LGA56860,3,0,0,0,4,0,0,0,7,0,0,6,7,4,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,12,0,0,0,8,0,0,13,5,0,0,0,13,0,0,0,13,3,0,13,7,0,0,0,11,0,0,0,12,4,0,20,0,0,0,0,3,0,0,0,0,5,0,7,3,0,0,0,3,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,9,0,11,41,11,3,0,56,5,0,9,62,25,7,96,0,0,0,0,3,0,0,0,3,6,0,6,9,3,0,0,11,0,0,0,12,0,0,12,0,0,0,4,3,0,0,0
LGA56930,0,13,0,0,17,0,0,0,15,53,4,73,13,20,3,0,32,6,0,6,38,17,6,52,16,8,0,0,18,0,0,0,18,8,3,31,15,0,0,0,11,0,0,0,11,0,0,14,14,0,0,0,17,0,0,0,17,0,0,21,18,4,0,0,24,0,0,0,24,0,8,29,36,5,0,0,45,0,0,0,45,6,5,49,47,8,0,0,56,6,0,6,58,5,7,65,31,9,4,0,43,0,0,0,45,5,0,53,18,8,0,0,28,0,0,0,28,7,5,45,15,12,0,0,25,0,0,0,25,11,8,37,0,6,0,0,13,0,0,0,13,12,8,29,5,8,0,0,14,0,0,0,14,43,9,62,227,100,17,3,340,5,0,9,347,162,51,567,0,12,0,0,12,0,0,0,13,37,0,51,3,26,0,0,32,0,3,9,33,21,3,58,16,6,0,0,19,0,0,0
LGA57000,4,0,0,0,7,0,0,0,11,0,0,13,22,5,0,5,31,0,0,0,32,0,6,34,58,0,0,3,64,0,0,0,63,0,9,78,53,3,0,0,62,0,0,0,62,5,9,71,38,5,0,5,44,0,0,0,45,4,13,54,47,4,0,0,51,0,0,0,51,0,4,59,35,3,0,0,36,0,0,0,39,0,3,52,53,3,0,0,55,0,0,0,52,0,6,59,37,4,3,0,43,0,0,0,43,0,3,51,19,0,0,0,25,0,0,0,25,3,6,32,11,4,0,0,16,0,0,0,16,0,3,23,0,4,0,0,5,0,0,0,5,3,0,4,5,0,0,0,4,0,0,0,4,3,3,12,380,33,9,17,438,4,0,10,447,35,62,544,9,0,0,0,9,0,0,0,8,5,0,12,17,0,0,0,18,0,0,0,18,0,0,17,34,0,3,0,40,0,0,0
LGA57080,25,54,6,3,99,8,32,38,134,254,58,451,385,281,39,12,720,30,64,95,815,467,203,1482,1129,214,41,25,1413,47,23,72,1480,225,360,2063,870,134,32,7,1038,34,11,42,1083,93,256,1435,550,66,18,12,644,19,0,18,667,50,135,849,413,56,19,4,490,17,4,23,510,42,127,679,338,37,15,3,395,11,3,19,410,45,91,545,376,25,18,4,422,18,4,16,441,46,84,574,331,36,28,5,397,12,5,12,408,92,90,588,218,61,17,4,295,6,3,10,308,122,73,501,100,53,0,3,155,3,5,6,163,159,56,378,21,37,0,0,62,0,0,0,62,146,25,235,7,23,5,4,35,0,0,0,35,217,49,306,4761,1076,238,86,6163,194,162,352,6513,1968,1610,10090,9,100,13,12,135,4,84,87,219,293,48,556,320,351,30,37,730,45,141,188,916,647,220,1782,1117,344,51,39,1544,69,58,124
LGA57140,3,4,0,0,8,0,0,0,6,13,3,28,18,0,0,0,20,3,0,4,22,0,0,27,25,0,0,0,28,0,0,0,29,4,0,31,9,0,0,0,9,3,0,3,11,7,7,18,21,4,0,0,21,5,0,5,25,4,0,34,25,0,0,0,26,6,0,6,33,0,0,32,27,0,0,0,32,0,0,0,33,4,0,34,24,6,4,0,35,0,0,0,36,11,5,50,31,4,0,0,30,4,0,4,35,11,0,41,14,7,6,0,24,0,0,0,25,18,0,48,6,0,0,0,11,0,0,0,11,26,0,37,7,3,0,0,9,0,0,0,9,19,0,33,0,0,0,0,8,0,0,0,8,32,6,49,208,43,9,4,263,24,0,24,283,149,22,456,4,3,0,0,3,0,0,0,9,11,5,26,14,3,0,0,17,5,0,3,20,4,4,25,9,0,0,0,13,3,0,3
LGA57210,41,32,7,0,78,9,0,10,90,72,9,165,54,14,5,3,77,14,0,18,93,30,9,131,47,12,0,0,68,0,6,0,68,11,9,91,65,12,0,4,87,4,5,7,91,20,4,122,78,9,10,5,96,3,0,3,105,22,4,132,108,20,11,0,140,3,0,3,141,28,13,183,122,22,6,6,156,3,0,8,158,28,10,195,101,21,12,4,134,12,0,12,148,40,5,198,101,27,5,0,133,9,0,8,142,40,16,201,79,34,6,3,126,4,4,4,130,55,7,191,19,25,3,3,56,0,0,0,55,77,10,144,20,13,3,0,34,0,0,0,34,79,4,115,8,10,0,0,19,0,0,0,19,117,11,144,841,261,71,29,1196,56,17,73,1270,623,111,2001,36,24,0,0,60,8,3,15,76,73,12,158,46,19,0,5,70,4,4,12,79,26,6,108,63,12,3,0,83,3,0,7
LGA57280,124,51,9,4,190,22,8,24,213,138,96,456,392,30,20,15,454,24,3,28,481,34,183,695,618,35,42,20,715,19,5,25,746,29,217,996,516,44,28,18,606,13,0,13,617,19,177,810,562,28,30,18,634,11,5,15,650,36,190,870,462,31,25,6,526,8,0,8,536,24,160,721,415,29,28,12,480,11,3,17,493,36,167,690,416,20,36,8,483,12,0,12,494,20,145,660,299,23,24,10,361,3,0,3,368,22,116,497,165,19,8,5,201,5,0,5,204,30,58,295,44,9,3,0,50,0,0,0,50,44,29,120,8,0,0,0,14,0,0,0,12,34,21,64,0,0,0,0,3,0,0,0,7,31,17,54,4029,328,259,111,4724,129,24,150,4873,496,1569,6933,56,60,5,5,126,10,9,18,140,149,41,331,222,32,16,10,278,25,0,33,306,42,68,427,498,48,33,11,585,26,3,26
LGA57350,0,0,0,0,3,0,0,0,3,6,0,10,11,0,0,0,8,0,0,0,8,0,0,12,11,0,0,0,15,0,0,3,15,4,0,22,9,0,0,0,9,0,0,0,15,0,5,17,14,0,0,0,18,0,0,0,23,0,0,24,21,5,0,0,33,4,0,3,30,5,0,36,25,7,0,0,27,0,0,0,27,3,0,30,29,8,3,0,40,0,0,3,44,7,0,52,30,7,5,0,44,0,0,0,44,15,0,60,16,0,0,0,18,0,0,0,18,10,3,34,4,3,0,0,6,0,0,0,6,17,0,30,9,0,4,0,11,0,0,0,11,22,0,32,0,0,0,0,0,0,0,0,0,36,8,44,175,37,20,4,236,11,4,17,254,138,13,400,3,4,0,4,8,5,0,5,9,6,0,20,6,4,0,0,9,0,0,0,9,0,0,16,12,5,0,0,13,5,0,5
LGA57420,4,3,0,0,13,4,0,4,17,11,0,26,41,4,6,0,40,0,0,0,43,3,3,46,57,3,7,0,69,0,0,0,72,3,7,80,66,5,5,3,80,0,0,0,82,3,4,88,82,10,0,0,90,0,0,0,90,3,8,103,72,4,6,0,79,0,0,0,84,4,9,91,56,10,10,0,70,0,0,0,75,4,6,84,80,8,8,0,94,0,0,0,94,4,4,107,51,7,4,0,61,0,0,0,66,13,9,83,27,10,4,0,41,0,0,0,41,27,3,66,15,9,3,0,32,0,0,0,34,24,8,66,0,5,3,0,6,0,0,0,6,25,3,35,0,0,0,0,0,0,0,0,0,41,9,52,560,76,51,3,687,6,0,10,699,156,68,925,5,5,0,0,7,5,0,5,14,19,3,31,14,3,4,0,21,5,0,5,29,4,4,29,34,5,3,0,42,0,0,0
LGA57490,875,936,71,85,1974,219,181,405,2372,1481,219,4073,2193,469,97,79,2846,225,40,262,3109,297,304,3711,2361,231,152,80,2829,143,31,176,3006,173,231,3409,2388,205,105,69,2765,106,13,123,2893,189,242,3322,2669,227,157,84,3133,96,8,105,3237,190,243,3669,2841,258,179,69,3351,94,14,109,3462,272,285,4011,2726,259,184,76,3242,85,3,93,3329,258,251,3842,2268,239,141,48,2705,68,9,76,2781,275,202,3263,1538,229,89,34,1887,56,12,74,1962,382,145,2488,918,301,89,21,1330,41,17,56,1384,847,138,2370,248,181,34,6,469,12,10,16,490,1284,104,1873,36,78,5,4,120,0,0,0,122,1231,92,1445,3,18,3,3,33,0,0,3,36,2046,217,2293,21068,3646,1311,657,26676,1152,352,1498,28182,8920,2664,39759,510,1014,50,23,1595,241,300,542,2136,1791,271,4195,2058,738,81,80,2967,412,109,516,3480,444,433,4362,2786,369,126,66,3332,311,38,349
LGA57630,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,5,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,26,0,0,0,23,13,13,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,197,132,13,21,362,26,23,48,409,225,24,660,331,74,18,14,441,34,4,38,472,48,31,563,354,29,17,16,422,10,4,15,431,59,25,521,351,31,20,18,421,14,0,12,437,55,16,506,434,47,23,19,521,17,0,17,540,67,28,631,537,63,22,23,645,13,0,13,656,67,35,767,509,69,25,10,611,9,0,11,625,71,45,741,414,53,21,5,492,8,5,8,506,49,20,573,325,51,27,11,414,6,0,5,418,75,30,521,217,72,31,7,333,6,3,15,341,169,20,535,66,48,6,0,115,0,0,0,120,220,13,352,6,22,0,0,31,0,0,0,31,182,9,223,5,13,0,0,17,0,0,0,17,221,20,258,3753,714,215,140,4825,140,42,182,5006,1524,319,6852,154,182,17,7,365,30,43,69,436,369,50,852,497,130,22,6,654,59,10,70,724,88,41,852,738,84,24,20,868,47,12,51
LGA57770,3,6,0,0,3,0,0,0,3,0,0,11,8,0,0,0,11,0,0,0,11,0,0,17,19,4,0,0,26,0,0,5,22,3,0,27,11,7,3,5,16,3,0,3,22,0,0,23,19,0,0,0,24,0,0,3,29,0,0,29,23,0,0,0,31,0,0,0,33,4,0,36,28,4,0,0,34,0,0,0,34,0,0,37,24,0,0,0,22,0,0,0,22,5,3,34,20,7,3,0,27,0,0,0,26,7,0,38,25,4,0,0,29,0,0,0,29,17,0,44,9,4,3,0,9,0,0,0,11,19,3,34,0,0,0,0,4,0,0,0,4,11,0,19,0,3,0,0,3,0,0,0,3,31,6,39,189,36,18,3,247,11,6,10,255,107,20,387,0,0,0,0,4,0,0,0,4,8,0,7,7,3,0,0,15,0,0,0,15,0,0,17,13,3,0,0,19,0,0,0
