LGA_CODE_2021,C16_45_49_Sep_F,C16_45_49_Sep_P,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Div_P,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Wid_P,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_Nvr_marrd_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Married_P,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Sep_P,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Div_P,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Wid_P,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_Nvr_marrd_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Married_P,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Sep_P,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Div_P,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Wid_P,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_Nvr_marrd_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Married_P,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Sep_P,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Div_P,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Wid_P,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_Nvr_marrd_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Married_P,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Sep_P,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Div_P,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Wid_P,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_Nvr_marrd_P,C16_65_69_Tot_M,C16_65_69_Tot_F,C16_65_69_Tot_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Married_P,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Sep_P,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Div_P,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Wid_P,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_Nvr_marrd_P,C16_70_74_Tot_M,C16_70_74_Tot_F,C16_70_74_Tot_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Married_P,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Sep_P,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Div_P,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Wid_P,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_Nvr_marrd_P,C16_75_79_Tot_M,C16_75_79_Tot_F,C16_75_79_Tot_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Married_P,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Sep_P,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Div_P,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Wid_P,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_Nvr_marrd_P,C16_80_84_Tot_M,C16_80_84_Tot_F,C16_80_84_Tot_P,C16_85_over_Married_M,C16_85_over_Married_F,C16_85_over_Married_P,C16_85_over_Seprtd_M,C16_85_over_Seprtd_F,C16_85_over_Seprtd_P,C16_85_over_Divorce_M,C16_85_over_Divorce_F,C16_85_over_Divorce_P,C16_85_over_Wid_M,C16_85_over_Wid_F,C16_85_over_Wid_P,C16_85_over_Nvr_mard_M,C16_85_over_Nvr_mard_F,C16_85_over_Nvr_mard_P,C16_85_over_Tot_M,C16_85_over_Tot_F,C16_85_over_Tot_P,C16_Tot_Married_M,C16_Tot_Married_F,C16_Tot_Married_P,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Sep_P,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Div_P,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_Wid_P,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_nver_marrie_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_15_19_Married_M,C21_15_19_Married_F,C21_15_19_Married_P,C21_15_19_Sep_M,C21_15_19_Sep_F,C21_15_19_Sep_P,C21_15_19_Div_M,C21_15_19_Div_F,C21_15_19_Div_P,C21_15_19_Wid_M,C21_15_19_Wid_F,C21_15_19_Wid_P,C21_15_19_Nvr_marrd_M,C21_15_19_Nvr_marrd_F,C21_15_19_Nvr_marrd_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Married_M,C21_20_24_Married_F,C21_20_24_Married_P,C21_20_24_Sep_M,C21_20_24_Sep_F,C21_20_24_Sep_P
LGA57000,0,0,0,0,5,0,0,0,12,3,16,38,21,58,21,17,41,0,0,0,0,3,4,0,0,0,8,4,9,33,25,55,23,13,34,7,0,7,6,0,5,0,0,0,5,5,13,45,21,57,21,10,29,0,0,0,5,6,10,0,0,0,0,0,4,27,14,45,4,13,16,0,0,0,9,3,13,0,0,0,4,0,4,18,14,30,4,0,6,0,0,0,8,0,8,3,0,3,4,0,4,15,0,17,3,0,7,0,0,0,0,0,0,0,3,3,0,0,0,4,4,9,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,5,5,169,102,270,12,0,13,35,14,53,0,10,14,131,47,178,352,181,529,0,0,0,0,0,0,0,0,0,0,0,0,15,11,24,15,11,24,0,0,0,0,0,0
LGA57080,32,87,90,126,219,0,11,11,204,118,325,613,512,1125,282,246,521,40,34,77,123,103,230,5,17,19,164,86,246,608,481,1093,279,269,546,29,33,62,104,104,215,11,18,27,108,56,170,543,477,1019,313,280,590,45,21,69,131,107,243,12,33,45,83,33,117,585,476,1057,255,232,484,28,18,46,106,91,203,9,57,69,64,24,88,456,427,886,212,156,365,12,7,22,70,66,136,12,44,55,49,18,63,355,287,645,142,91,228,12,0,17,36,30,66,22,72,88,33,9,40,240,202,435,73,32,107,6,0,6,8,19,21,14,46,56,27,13,36,118,109,231,35,21,54,0,5,4,13,9,19,21,83,108,13,11,20,83,115,197,4005,3731,7738,362,277,637,869,907,1778,105,382,488,7081,5868,12950,12433,11164,23598,0,0,3,0,0,0,0,0,0,0,0,0,541,695,1237,542,699,1241,28,61,93,0,4,4
LGA57140,5,10,0,0,3,0,0,0,3,11,19,37,43,80,14,23,38,0,4,5,3,6,12,0,0,3,9,7,18,37,42,81,21,31,54,10,0,11,8,9,18,0,0,0,17,10,19,53,51,106,36,36,75,5,0,8,11,4,12,0,8,8,6,4,11,58,53,109,40,26,60,0,0,0,7,3,15,4,5,6,0,0,0,50,40,87,26,25,48,3,0,9,6,3,10,9,8,13,8,0,8,45,40,78,19,17,35,0,0,0,8,9,9,5,11,9,7,0,7,32,31,62,11,3,16,0,0,0,6,0,6,0,10,12,0,0,0,16,18,34,5,0,7,0,0,0,0,0,0,0,14,17,0,0,0,10,10,27,246,242,492,27,19,48,50,43,92,16,49,65,140,113,249,481,473,953,0,0,0,0,0,0,0,0,0,0,0,0,25,14,38,25,14,38,0,0,0,0,4,3
LGA57210,16,29,28,27,52,0,0,0,49,35,84,201,189,397,128,127,250,19,12,27,25,37,57,4,3,7,34,28,63,202,199,405,122,133,253,11,21,28,28,36,66,4,6,9,33,16,48,203,204,408,141,128,268,7,0,13,41,34,75,10,14,25,15,14,30,212,197,411,127,126,260,10,4,19,43,20,70,8,20,34,19,9,29,213,192,400,91,92,182,4,3,7,21,18,38,12,18,29,8,0,3,137,128,263,87,46,140,4,4,8,6,0,11,7,30,30,4,4,4,113,84,196,39,18,51,0,0,0,3,0,8,8,29,42,0,0,3,47,54,104,15,7,26,0,3,3,0,0,0,11,54,65,0,3,5,33,64,95,1107,1056,2163,93,82,183,213,212,424,64,182,245,672,509,1180,2152,2050,4195,0,0,0,0,0,0,0,0,0,0,0,0,168,138,303,168,138,303,12,11,18,0,3,3
LGA57280,29,66,62,44,99,0,0,0,158,126,283,592,455,1045,331,243,574,52,32,89,65,49,118,8,13,18,111,87,201,567,429,1000,262,175,435,34,18,48,102,52,154,5,9,15,76,46,121,478,296,774,158,85,245,13,4,20,44,46,84,11,33,40,44,18,59,261,189,453,82,52,134,11,12,19,18,23,43,5,25,27,21,5,27,135,112,246,27,12,40,5,0,7,11,9,24,6,11,18,16,10,24,66,45,108,11,8,16,0,0,3,12,0,15,5,11,18,10,10,24,36,32,66,6,3,6,0,0,0,0,0,5,4,10,13,9,5,9,17,18,35,7,4,11,0,0,0,0,0,0,10,6,14,4,3,13,18,17,33,2638,2270,4912,261,174,435,408,307,718,56,126,181,2592,2205,4799,5960,5082,11045,0,0,6,0,0,0,0,0,0,0,0,0,438,378,817,436,382,820,17,11,28,0,0,0
LGA57350,0,0,0,4,3,0,0,0,9,10,20,32,39,76,23,27,49,5,5,10,4,3,9,0,5,5,4,10,10,36,45,76,34,33,67,0,3,6,13,6,18,0,0,0,10,3,10,58,43,100,30,29,64,4,0,4,14,12,27,0,0,0,3,4,11,53,46,102,26,24,53,0,4,4,9,0,10,4,3,8,0,0,6,39,34,72,25,22,47,0,0,0,5,0,3,0,15,11,0,0,0,37,37,72,22,10,28,0,0,0,0,5,7,0,14,14,0,0,4,27,25,55,3,4,8,0,0,0,0,3,4,7,19,19,0,0,0,14,23,33,5,5,12,0,0,0,0,0,0,4,16,19,0,0,0,8,23,31,232,222,455,15,13,26,49,40,88,16,63,77,109,97,202,414,432,848,0,0,0,0,0,0,0,0,0,0,0,0,15,13,29,15,13,29,0,0,0,0,0,0
LGA57420,0,3,8,0,11,0,0,0,19,14,30,62,45,103,44,50,90,4,0,8,6,3,17,0,0,5,9,11,17,66,65,137,55,36,91,7,3,10,15,13,24,0,4,4,13,10,24,95,64,155,45,37,80,3,3,6,11,8,13,0,0,0,4,3,9,63,51,115,43,42,87,9,4,10,11,9,17,6,14,17,5,5,11,64,68,133,51,32,83,3,5,9,5,12,13,7,6,11,8,0,8,74,52,126,18,12,30,0,0,0,0,0,0,0,10,16,5,0,5,27,29,58,14,9,18,0,0,0,4,0,4,0,10,11,0,0,0,22,16,37,3,0,8,0,0,0,0,0,0,3,3,6,7,0,7,10,6,20,422,370,796,42,20,60,67,58,125,18,55,76,228,138,372,782,647,1427,0,0,0,0,0,0,0,0,0,0,0,0,31,28,58,31,28,58,0,0,0,0,0,0
LGA57490,304,532,508,697,1207,16,61,79,772,628,1396,4384,4473,8861,2735,2692,5430,227,281,499,604,720,1322,35,81,111,567,421,984,4165,4185,8351,2320,2102,4423,189,218,404,551,689,1239,48,158,209,347,210,553,3456,3373,6824,1857,1887,3743,123,132,251,413,586,995,72,208,285,193,120,308,2660,2930,5587,1753,1625,3375,104,98,203,359,439,798,96,313,410,99,58,152,2405,2531,4934,1428,1168,2589,82,57,135,205,306,511,113,440,555,68,47,114,1897,2017,3914,1020,798,1818,28,18,46,146,194,336,143,485,626,29,27,58,1367,1527,2888,626,425,1044,17,15,31,85,87,170,147,534,681,26,10,37,896,1074,1966,371,198,567,12,6,16,39,49,89,248,754,1004,19,19,31,684,1025,1716,23577,23683,47262,1619,2074,3693,3645,4812,8459,955,3120,4069,18021,15695,33710,47819,49379,97197,4,0,3,0,0,0,3,3,7,0,0,0,4532,4246,8772,4536,4249,8784,77,171,253,7,16,25
LGA57630,0,0,0,0,0,0,0,0,0,6,0,0,9,6,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,4,0,4,6,0,6,3,6,6,0,0,0,0,4,5,8,4,17,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,4,6,14,0,3,3,0,0,0,7,0,5,0,4,4,3,0,3,8,9,12,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,32,3,0,7,16,8,27,0,5,3,20,8,21,55,33,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,49,96,108,131,238,4,20,20,182,139,320,985,933,1919,644,605,1246,53,38,89,109,115,219,4,23,26,114,79,194,918,861,1781,526,504,1038,23,34,60,93,127,216,10,28,41,73,44,115,726,738,1464,419,405,826,18,11,30,100,82,184,12,39,53,31,27,58,582,564,1143,411,343,754,14,12,32,58,48,102,16,47,62,24,8,34,530,461,988,269,185,455,11,0,14,28,44,73,24,40,67,8,8,19,343,282,623,172,129,301,8,8,9,16,24,41,20,47,65,5,6,8,218,212,432,76,56,130,0,0,0,6,4,5,20,49,72,0,0,0,105,111,217,48,25,72,0,0,0,7,5,5,28,77,106,6,0,8,89,99,191,5433,5363,10793,290,326,617,654,790,1444,150,388,539,3774,3263,7038,10301,10132,20435,0,0,0,0,0,0,0,0,0,0,0,0,961,1007,1964,961,1007,1969,43,71,121,0,3,3
LGA57770,0,0,3,0,11,0,0,0,16,8,19,32,17,52,10,12,25,4,6,7,9,12,12,0,0,0,13,12,26,30,38,75,21,21,41,0,0,3,11,8,17,0,0,0,3,4,13,37,33,75,22,17,38,9,0,9,15,8,21,0,3,3,9,0,8,42,28,72,28,21,54,4,0,4,14,7,15,0,4,8,9,3,6,47,42,87,19,7,32,4,0,4,10,0,10,0,3,7,3,3,7,40,16,54,11,5,18,0,0,0,3,0,3,0,0,0,0,0,0,17,7,21,3,4,7,0,0,0,0,0,0,3,0,3,0,0,0,4,5,12,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,7,5,12,192,170,365,19,13,35,59,35,98,7,18,27,142,119,260,424,357,781,0,0,0,0,0,0,0,0,0,0,0,0,13,15,24,13,14,28,0,0,0,0,0,0
LGA57840,69,134,134,197,333,4,13,13,253,226,479,1295,1419,2709,772,841,1612,62,57,121,146,239,387,11,30,45,216,173,384,1205,1341,2552,833,862,1693,50,77,124,163,301,467,18,50,69,145,133,276,1206,1422,2629,797,807,1598,41,49,98,180,296,480,21,77,98,121,137,257,1154,1377,2529,761,608,1371,39,40,76,188,263,449,32,105,139,94,76,167,1105,1093,2194,467,372,837,23,22,49,102,170,271,29,150,177,62,75,133,678,790,1466,319,258,581,10,18,24,57,97,150,39,186,224,33,44,78,463,603,1065,208,145,353,6,15,17,22,61,82,41,218,259,16,29,47,298,462,761,189,115,303,6,5,8,11,53,64,140,569,706,15,33,47,361,776,1136,7969,8075,16047,424,515,941,1168,1963,3132,337,1422,1763,7440,6572,14013,17339,18545,35892,5,3,6,0,0,0,4,0,4,0,0,3,1346,1093,2437,1352,1094,2449,25,34,62,0,0,0
LGA57910,341,671,670,985,1654,19,104,125,1549,1307,2864,6746,6863,13609,3834,3659,7489,277,315,593,804,1207,2012,49,152,205,1242,985,2222,6217,6317,12530,3563,3447,7010,272,305,573,900,1288,2193,63,264,321,887,707,1594,5677,6013,11686,3153,3101,6256,209,245,451,867,1325,2195,69,432,504,595,525,1121,4901,5628,10524,2971,2792,5758,160,180,338,702,1118,1811,131,623,748,357,328,691,4319,5033,9350,2370,2135,4507,114,136,248,459,806,1262,157,778,932,217,189,404,3312,4041,7355,2020,1602,3627,78,57,131,289,522,808,211,1105,1315,141,144,283,2736,3429,6166,1428,965,2396,44,36,81,153,273,423,293,1341,1633,74,80,157,1995,2698,4696,1072,507,1575,32,23,54,89,193,280,520,2307,2831,61,99,159,1774,3126,4898,40622,40506,81125,2245,2666,4911,6031,9338,15370,1560,7249,8802,34077,30524,64596,84527,90277,174811,8,8,18,0,4,4,0,0,0,0,0,3,5691,5455,11148,5700,5472,11170,161,396,551,16,21,35
LGA57980,22,51,42,80,123,0,5,12,107,95,205,477,546,1025,308,325,629,34,27,60,72,89,158,3,5,7,93,98,196,506,542,1047,298,278,579,11,18,29,84,114,200,3,12,16,85,86,169,481,504,992,252,266,515,16,24,42,105,116,218,3,32,34,72,67,134,454,502,955,299,260,555,19,23,46,89,97,180,11,44,57,67,47,117,478,471,949,197,180,380,20,8,31,57,69,120,21,65,93,40,35,72,333,357,692,178,118,298,5,8,10,36,46,78,24,102,123,23,30,52,261,301,568,88,55,147,4,3,9,17,19,31,27,116,142,13,13,21,150,203,356,75,32,110,3,0,3,12,22,35,42,196,238,15,10,25,149,262,407,3006,3023,6033,190,192,373,553,777,1330,135,586,721,2630,2589,5220,6515,7162,13679,0,0,0,0,0,0,0,0,0,0,0,0,426,366,792,426,366,792,10,5,14,0,0,0
LGA58050,325,558,474,752,1226,24,80,106,967,714,1686,4685,4821,9503,2839,2726,5566,262,291,552,562,807,1368,38,105,146,649,492,1141,4350,4426,8772,2479,2316,4793,184,213,396,524,823,1351,59,172,235,456,304,761,3700,3830,7529,2034,1735,3772,146,143,297,469,637,1108,63,264,327,254,199,457,2968,2990,5954,1659,1451,3110,132,122,254,334,497,825,83,339,428,189,98,289,2396,2511,4908,1181,987,2172,70,63,126,200,302,505,84,351,439,95,41,132,1625,1746,3373,822,622,1447,28,17,42,131,162,293,103,404,508,40,27,67,1124,1233,2355,488,297,792,19,12,25,69,86,153,109,403,510,30,7,45,714,809,1521,311,141,452,10,5,17,19,57,79,157,614,777,10,20,35,513,839,1356,25053,25236,50283,1687,2132,3814,3484,5358,8844,758,2842,3606,19884,17222,37108,50865,52794,103659,0,11,14,0,0,0,0,0,0,0,5,5,5023,4557,9578,5025,4571,9598,133,253,380,5,15,20
LGA58190,4,4,3,0,3,0,0,0,4,4,14,19,16,35,12,8,15,0,0,0,5,3,7,0,0,0,3,0,4,22,9,31,6,8,16,0,0,0,5,0,7,0,0,0,9,3,8,22,7,33,3,4,7,0,0,0,4,0,4,0,4,4,4,0,4,11,10,22,0,5,10,0,0,0,6,0,6,0,4,4,0,3,0,11,11,22,7,10,8,6,0,6,0,0,0,0,0,0,0,0,0,10,13,20,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,3,0,0,0,0,0,0,0,4,4,4,0,4,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,65,66,128,9,3,12,19,8,30,0,17,12,69,58,128,161,144,312,0,0,0,0,0,0,0,0,0,0,0,0,14,4,20,14,4,20,0,0,0,0,0,0
LGA58260,0,3,0,4,5,0,0,0,11,3,15,22,11,37,7,8,20,0,0,0,0,0,0,0,0,0,3,9,10,14,16,34,11,14,28,0,0,3,0,0,5,0,0,3,3,3,10,21,26,43,8,13,20,3,0,4,5,0,4,0,7,7,5,0,5,17,23,40,16,13,33,0,0,0,5,0,6,0,0,4,0,0,3,24,16,42,15,10,26,0,0,0,3,5,4,0,5,4,0,0,0,25,12,39,5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,11,3,12,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,3,3,0,9,0,0,0,0,0,0,4,9,12,0,0,0,5,13,18,121,115,235,12,6,11,18,18,35,9,28,38,64,63,129,229,222,448,0,0,0,0,0,0,0,0,0,0,0,0,11,11,19,11,11,19,0,0,0,0,0,0
LGA58330,3,19,20,32,50,3,4,6,32,32,63,163,192,362,111,144,259,9,5,18,31,38,69,4,5,5,39,21,63,193,219,411,153,141,290,5,13,15,38,44,88,3,14,11,26,17,49,229,228,458,134,147,280,9,13,19,31,40,69,4,7,12,15,6,16,194,212,402,181,150,333,8,8,11,52,29,84,11,15,25,21,9,26,274,205,481,102,90,191,8,0,8,21,11,27,9,20,30,3,4,5,139,128,268,64,43,104,4,3,3,10,9,19,8,25,36,12,3,14,95,79,176,29,9,40,0,0,0,5,5,12,8,18,31,5,0,3,47,38,84,6,0,3,4,0,0,4,3,11,9,10,16,4,0,4,17,20,34,1030,1042,2071,86,64,144,222,229,452,51,120,173,518,422,942,1913,1878,3782,0,0,0,0,0,0,0,0,0,0,0,0,107,101,208,114,101,210,0,0,0,0,0,0
LGA58400,6,6,0,0,7,0,0,0,8,3,15,17,16,30,11,10,18,7,0,7,0,0,0,0,0,0,6,4,10,18,19,39,7,6,18,4,0,3,5,0,5,0,0,0,0,3,0,24,8,30,6,3,11,0,0,0,3,0,5,0,0,0,5,0,7,23,10,25,8,9,13,4,0,4,5,0,7,0,0,0,0,0,0,15,9,27,11,6,18,0,0,0,0,0,7,0,0,0,0,3,0,12,11,25,5,3,9,0,0,0,0,0,0,0,0,0,0,4,4,5,11,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,3,3,6,0,0,0,0,0,0,0,6,7,0,0,0,3,6,11,68,62,128,11,6,21,20,11,36,3,13,20,50,40,94,165,130,296,0,0,0,0,0,0,0,0,0,0,0,0,5,12,20,5,12,20,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,3,6,8,5,11,0,0,3,0,0,0,4,0,5,0,0,0,5,4,8,9,4,18,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,0,0,0,0,0,0,0,0,0,6,0,6,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,70,3,0,4,3,8,10,3,0,3,64,40,107,115,80,197,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,4,6,8,0,0,0,0,0,0
LGA58510,54,119,104,149,256,6,18,23,309,256,562,1042,998,2044,513,484,995,40,59,102,143,218,357,3,22,28,258,167,423,956,948,1904,450,406,857,36,45,86,177,180,353,9,42,49,240,147,390,907,826,1735,414,344,757,45,49,99,168,197,365,29,71,101,122,107,231,779,774,1548,334,299,631,38,40,80,139,175,320,25,80,111,96,46,144,647,641,1286,210,186,395,27,14,46,98,117,217,26,104,128,90,39,126,448,459,910,206,149,357,8,6,15,62,77,136,30,148,178,53,26,79,355,403,761,146,111,254,3,5,15,35,56,85,40,216,250,28,18,46,247,401,654,169,100,273,5,0,7,21,50,68,122,612,730,25,29,53,340,792,1129,5963,5877,11838,408,443,850,1160,1500,2657,299,1328,1629,7264,6019,13290,15096,15159,30256,0,0,0,0,0,0,0,0,0,0,0,0,737,756,1495,737,760,1495,43,80,119,0,3,4
LGA58540,0,4,3,7,10,0,0,0,14,5,15,47,37,81,25,37,62,0,0,0,3,4,3,0,0,0,27,0,26,56,40,93,28,28,55,5,3,3,8,6,13,0,0,0,8,4,16,47,38,85,17,10,27,0,0,0,5,5,6,0,0,0,7,0,7,31,17,48,19,11,32,0,0,3,3,7,10,0,0,4,3,0,3,27,21,56,13,17,31,0,0,0,6,0,5,0,5,5,3,0,3,23,27,50,14,12,22,0,0,0,0,0,0,0,0,0,3,0,3,16,9,29,7,0,8,0,0,0,0,0,0,0,0,0,10,0,8,18,3,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,7,201,198,394,9,6,15,34,29,61,7,13,23,166,82,249,419,325,749,0,0,0,0,0,0,0,0,0,0,0,0,18,17,38,18,17,38,0,5,5,0,0,0
LGA58570,54,104,143,156,300,3,5,13,335,258,589,1197,1048,2245,499,521,1019,45,40,85,153,175,325,6,13,19,316,225,540,1015,979,1994,481,466,952,38,31,68,153,175,331,11,37,51,229,190,416,917,906,1814,409,363,767,22,18,45,147,174,317,15,41,57,156,96,255,750,690,1441,330,279,607,26,23,42,112,146,259,17,70,88,103,72,175,578,586,1170,224,134,359,12,14,22,72,78,144,16,73,87,73,30,102,390,325,715,121,130,259,10,6,13,41,59,99,24,140,167,50,25,69,247,356,608,127,86,211,4,0,3,8,28,37,37,160,195,24,13,33,202,287,490,111,43,154,3,6,3,14,19,31,66,367,430,19,19,38,213,448,660,5354,5351,10705,316,342,655,1053,1318,2371,208,920,1132,7376,6690,14067,14303,14614,28927,0,0,0,0,0,0,0,0,0,0,0,0,651,632,1287,658,632,1286,20,35,51,0,0,0
LGA58610,0,0,4,4,5,0,0,0,23,17,31,51,57,110,45,44,93,0,0,4,11,12,27,0,3,3,12,9,21,72,68,137,41,47,95,3,5,11,11,18,29,0,0,0,17,12,27,79,85,163,48,62,113,0,4,3,8,12,25,0,4,7,4,3,5,65,85,149,54,56,114,4,4,6,7,5,16,0,11,13,7,0,11,83,74,160,46,31,74,0,0,0,12,4,14,8,5,8,5,0,5,73,40,112,33,10,43,0,0,0,0,4,8,5,23,30,0,0,0,40,45,84,14,4,19,0,0,3,0,0,0,9,14,19,0,0,0,21,21,44,13,8,20,0,0,0,0,3,3,6,26,35,4,0,4,23,36,58,400,405,809,22,26,45,75,78,156,34,89,115,216,177,394,741,774,1517,0,0,0,0,0,0,0,0,0,0,0,0,43,41,87,43,41,87,0,0,0,0,0,0
LGA58680,0,0,0,0,3,0,0,0,6,8,11,22,20,45,16,11,25,3,0,4,7,0,9,0,0,0,3,3,4,25,15,44,14,14,31,0,3,3,6,0,8,0,0,0,0,0,0,19,20,39,12,15,28,0,0,3,3,3,3,0,0,0,0,0,0,14,15,31,10,7,21,0,0,0,8,0,6,0,0,0,0,0,0,22,6,27,9,11,14,0,0,0,0,0,0,0,0,6,0,0,0,10,6,18,7,10,15,0,0,0,0,0,0,0,4,4,0,0,0,4,11,21,6,0,11,0,0,0,0,0,0,0,3,3,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,121,124,239,9,11,9,25,11,30,4,8,11,44,25,63,191,167,354,0,0,0,0,0,0,0,0,0,0,0,0,12,12,27,12,12,27,0,0,0,0,0,0
LGA58760,388,720,582,993,1574,37,100,136,1120,891,2006,6837,7076,13920,4139,3736,7876,275,366,646,695,1077,1774,49,151,202,675,539,1221,5837,5869,11712,3302,3071,6370,206,244,455,585,1006,1595,46,222,270,386,287,669,4534,4827,9362,2570,2413,4990,178,187,359,503,750,1253,77,316,395,191,157,344,3521,3821,7344,2420,2093,4515,118,133,247,374,635,1005,119,480,594,100,98,201,3129,3431,6560,1670,1405,3070,83,69,156,237,394,627,122,485,610,60,42,102,2171,2393,4565,1260,971,2236,39,25,67,117,225,347,141,615,751,39,25,62,1593,1861,3451,725,496,1225,16,7,29,61,92,156,151,614,767,19,10,29,972,1225,2197,434,202,637,8,8,14,33,57,84,234,885,1119,18,17,36,728,1165,1894,36688,36942,73628,2073,2732,4801,4105,6755,10860,1023,3974,5000,26976,23735,50716,70864,74139,145003,10,7,19,0,0,0,0,0,0,5,0,9,7097,6775,13868,7110,6785,13890,145,328,466,8,26,34
