LGA_CODE_2021,C16_M_LE_NS_15_19,C16_M_LE_NS_20_24,C16_M_LE_NS_25_34,C16_M_LE_NS_35_44,C16_M_LE_NS_45_54,C16_M_LE_NS_55_64,C16_M_LE_NS_65_74,C16_M_LE_NS_75_84,C16_M_LE_NS_85over,C16_M_LE_NS_Tot,C16_M_Tot_15_19_yrs,C16_M_Tot_20_24_yrs,C16_M_Tot_25_34_yrs,C16_M_Tot_35_44_yrs,C16_M_Tot_45_54_yrs,C16_M_Tot_55_64_yrs,C16_M_Tot_65_74_yrs,C16_M_Tot_75_84_yrs,C16_M_Tot_85over,C16_M_Tot_Tot,C21_M_Post_Deg_15_19_yrs,C21_M_Post_Deg_20_24_yrs,C21_M_Post_Deg_25_34_yrs,C21_M_Post_Deg_35_44_yrs,C21_M_Post_Deg_45_54_yrs,C21_M_Post_Deg_55_64_yrs,C21_M_Post_Deg_65_74_yrs,C21_M_Post_Deg_75_84_yrs,C21_M_Post_Deg_85over,C21_M_Post_Deg_Tot,C21_M_GrDip_GrCe_15_19,C21_M_GrDip_GrCe_20_24,C21_M_GrDip_GrCe_25_34,C21_M_GrDip_GrCe_35_44,C21_M_GrDip_GrCe_45_54,C21_M_GrDip_GrCe_55_64,C21_M_GrDip_GrCe_65_74,C21_M_GrDip_GrCe_75_84,C21_M_GrDip_GrCe_85over,C21_M_GrDip_GrCe_Tot,C21_M_BD_15_19,C21_M_BD_20_24,C21_M_BD_25_34,C21_M_BD_35_44,C21_M_BD_45_54,C21_M_BD_55_64,C21_M_BD_65_74,C21_M_BD_75_84,C21_M_BD_85over,C21_M_BD_Tot,C21_M_AdD_DL_15_19,C21_M_AdD_DL_20_24,C21_M_AdD_DL_25_34,C21_M_AdD_DL_35_44,C21_M_AdD_DL_45_54,C21_M_AdD_DL_55_64,C21_M_AdD_DL_65_74,C21_M_AdD_DL_75_84,C21_M_AdD_DL_85over,C21_M_AdD_DL_Tot,C21_M_CL_C_III_IV_15_19,C21_M_CL_C_III_IV_20_24,C21_M_CL_C_III_IV_25_34,C21_M_CL_C_III_IV_35_44,C21_M_CL_C_III_IV_45_54,C21_M_CL_C_III_IV_55_64,C21_M_CL_C_III_IV_65_74,C21_M_CL_C_III_IV_75_84,C21_M_CL_C_III_IV_85over,C21_M_CL_C_III_IV_Tot,C21_M_CL_C_I_II_15_19,C21_M_CL_C_I_II_20_24,C21_M_CL_C_I_II_25_34,C21_M_CL_C_I_II_35_44,C21_M_CL_C_I_II_45_54,C21_M_CL_C_I_II_55_64,C21_M_CL_C_I_II_65_74,C21_M_CL_C_I_II_75_84,C21_M_CL_C_I_II_85over,C21_M_CL_C_I_II_Tot,C21_M_CL_CL_nfd_15_19,C21_M_CL_CL_nfd_20_24,C21_M_CL_CL_nfd_25_34,C21_M_CL_CL_nfd_35_44,C21_M_CL_CL_nfd_45_54,C21_M_CL_CL_nfd_55_64,C21_M_CL_CL_nfd_65_74,C21_M_CL_CL_nfd_75_84,C21_M_CL_CL_nfd_85over,C21_M_CL_CL_nfd_Tot,C21_M_CL_Tot_15_19,C21_M_CL_Tot_20_24,C21_M_CL_Tot_25_34,C21_M_CL_Tot_35_44,C21_M_CL_Tot_45_54,C21_M_CL_Tot_55_64,C21_M_CL_Tot_65_74,C21_M_CL_Tot_75_84,C21_M_CL_Tot_85over,C21_M_CL_Tot_Tot,C21_M_LE_ID_15_19,C21_M_LE_ID_20_24,C21_M_LE_ID_25_34,C21_M_LE_ID_35_44,C21_M_LE_ID_45_54,C21_M_LE_ID_55_64,C21_M_LE_ID_65_74,C21_M_LE_ID_75_84,C21_M_LE_ID_85over,C21_M_LE_ID_Tot,C21_M_LE_NS_15_19,C21_M_LE_NS_20_24,C21_M_LE_NS_25_34,C21_M_LE_NS_35_44,C21_M_LE_NS_45_54,C21_M_LE_NS_55_64,C21_M_LE_NS_65_74,C21_M_LE_NS_75_84,C21_M_LE_NS_85over,C21_M_LE_NS_Tot,C21_M_Tot_15_19_yrs,C21_M_Tot_20_24_yrs,C21_M_Tot_25_34_yrs,C21_M_Tot_35_44_yrs,C21_M_Tot_45_54_yrs,C21_M_Tot_55_64_yrs,C21_M_Tot_65_74_yrs,C21_M_Tot_75_84_yrs,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_Post_Deg_15_19_yrs,C11_F_Post_Deg_20_24_yrs,C11_F_Post_Deg_25_34_yrs,C11_F_Post_Deg_35_44_yrs,C11_F_Post_Deg_45_54_yrs,C11_F_Post_Deg_55_64_yrs,C11_F_Post_Deg_65_74_yrs,C11_F_Post_Deg_75_84_yrs,C11_F_Post_Deg_85over,C11_F_Post_Deg_Tot,C11_F_GrDip_GrCe_15_19,C11_F_GrDip_GrCe_20_24,C11_F_GrDip_GrCe_25_34,C11_F_GrDip_GrCe_35_44,C11_F_GrDip_GrCe_45_54,C11_F_GrDip_GrCe_55_64,C11_F_GrDip_GrCe_65_74,C11_F_GrDip_GrCe_75_84,C11_F_GrDip_GrCe_85over,C11_F_GrDip_GrCe_Tot,C11_F_BD_15_19,C11_F_BD_20_24,C11_F_BD_25_34,C11_F_BD_35_44,C11_F_BD_45_54,C11_F_BD_55_64,C11_F_BD_65_74,C11_F_BD_75_84,C11_F_BD_85over,C11_F_BD_Tot,C11_F_AdD_DL_15_19,C11_F_AdD_DL_20_24,C11_F_AdD_DL_25_34,C11_F_AdD_DL_35_44,C11_F_AdD_DL_45_54,C11_F_AdD_DL_55_64,C11_F_AdD_DL_65_74,C11_F_AdD_DL_75_84,C11_F_AdD_DL_85over,C11_F_AdD_DL_Tot,C11_F_CL_C_III_IV_15_19,C11_F_CL_C_III_IV_20_24,C11_F_CL_C_III_IV_25_34,C11_F_CL_C_III_IV_35_44,C11_F_CL_C_III_IV_45_54,C11_F_CL_C_III_IV_55_64,C11_F_CL_C_III_IV_65_74,C11_F_CL_C_III_IV_75_84,C11_F_CL_C_III_IV_85over,C11_F_CL_C_III_IV_Tot,C11_F_CL_C_I_II_15_19,C11_F_CL_C_I_II_20_24,C11_F_CL_C_I_II_25_34,C11_F_CL_C_I_II_35_44,C11_F_CL_C_I_II_45_54,C11_F_CL_C_I_II_55_64,C11_F_CL_C_I_II_65_74,C11_F_CL_C_I_II_75_84,C11_F_CL_C_I_II_85over,C11_F_CL_C_I_II_Tot,C11_F_CL_CL_nfd_15_19,C11_F_CL_CL_nfd_20_24,C11_F_CL_CL_nfd_25_34,C11_F_CL_CL_nfd_35_44,C11_F_CL_CL_nfd_45_54,C11_F_CL_CL_nfd_55_64,C11_F_CL_CL_nfd_65_74,C11_F_CL_CL_nfd_75_84,C11_F_CL_CL_nfd_85over,C11_F_CL_CL_nfd_Tot
LGA57770,0,8,9,11,15,6,12,3,3,65,3,10,44,54,46,46,47,10,3,262,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,17,15,0,7,0,0,0,43,0,0,7,3,4,7,5,3,0,36,0,3,18,24,20,25,19,7,0,125,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,18,24,21,30,19,9,0,133,0,0,0,0,0,0,0,0,0,0,4,0,10,13,18,13,11,12,0,76,3,10,57,56,44,60,39,17,0,295,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,10,3,5,7,0,0,0,30,0,3,11,12,0,9,0,0,0,31,0,6,6,9,6,8,4,0,0,37,3,0,0,4,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,8
LGA57840,81,124,313,241,203,182,176,131,100,1553,160,922,2988,2307,2028,1875,1290,525,238,12340,0,43,497,528,414,319,240,94,23,2164,0,6,104,116,118,97,94,16,0,544,0,387,1253,1044,804,661,542,199,50,4942,7,111,234,229,266,266,295,141,35,1581,85,164,444,347,308,376,321,145,54,2245,40,38,31,10,3,9,11,9,0,148,4,6,21,29,29,31,40,24,8,187,126,207,501,381,339,412,372,173,65,2579,6,15,19,19,23,18,24,22,10,154,46,97,239,166,158,151,139,134,128,1253,185,867,2853,2474,2125,1934,1698,785,309,13228,0,36,355,292,222,139,38,7,3,1090,0,17,148,154,145,92,35,10,0,612,0,524,1402,913,670,424,183,90,28,4227,14,157,335,303,415,343,168,76,33,1833,43,183,229,168,158,121,48,20,12,984,11,29,21,31,20,20,11,0,3,151,5,27,35,45,65,72,40,27,14,332
LGA57910,366,510,1788,1183,1027,844,734,635,396,7478,717,3399,15480,11715,9332,7363,4911,2900,1008,56826,0,139,1875,2092,1321,821,560,242,47,7096,0,23,436,487,481,384,214,89,14,2128,4,1173,5249,5008,3385,2317,1569,665,163,19535,35,490,1755,1921,1567,1253,1025,612,143,8801,291,965,3509,2954,2432,2421,1754,1068,396,15790,145,206,176,122,71,64,47,14,0,846,24,67,137,170,203,185,159,100,36,1072,461,1233,3825,3245,2713,2668,1951,1184,431,17707,8,33,143,171,130,83,111,72,25,783,218,426,1431,1268,914,718,582,535,321,6409,727,3515,14717,14194,10506,8230,6018,3392,1152,62454,0,73,1108,835,537,333,104,18,4,3010,0,59,592,656,529,327,94,23,7,2285,0,1507,5801,3755,2295,1511,676,291,72,15912,62,630,1745,1772,1619,1247,658,285,89,8116,202,911,1608,1143,981,634,257,158,51,5939,62,161,231,176,161,102,50,13,5,967,22,137,260,361,333,301,177,77,33,1702
LGA57980,24,26,120,100,76,89,96,69,38,646,47,268,1162,970,867,761,636,309,97,5112,0,25,274,312,235,189,167,78,17,1308,0,3,50,56,63,47,25,14,3,260,0,162,529,445,342,322,294,114,28,2240,0,21,61,68,91,73,105,63,15,502,13,36,106,81,74,79,62,47,12,509,16,9,10,6,6,3,0,0,0,48,3,0,7,10,14,21,10,7,4,69,23,47,120,93,92,104,77,53,16,632,0,0,7,9,9,9,11,13,0,57,14,28,72,59,71,62,97,65,35,496,41,282,1118,1054,895,809,778,403,104,5489,0,7,167,164,114,114,39,11,0,615,0,16,72,81,89,72,25,6,3,367,0,197,639,439,327,245,127,53,9,2032,5,26,88,114,132,127,82,34,7,614,5,29,61,37,33,33,18,16,0,230,0,7,8,12,14,5,5,0,0,48,0,8,11,18,24,28,14,10,3,105
LGA58050,383,363,839,779,829,636,464,309,142,4738,819,2266,6944,6261,5770,4155,2339,1031,282,29863,0,21,374,617,301,188,137,54,6,1697,0,9,114,170,141,118,52,16,7,627,0,367,1464,1666,1066,684,427,145,24,5843,21,219,968,1280,984,784,439,177,28,4904,363,1071,3658,3252,2832,2492,1462,590,120,15837,223,247,215,130,80,59,29,6,3,976,29,54,119,135,149,145,112,39,7,791,611,1376,3990,3521,3055,2687,1603,634,132,17613,11,36,68,99,83,48,51,29,6,421,248,311,875,853,777,586,378,254,144,4420,896,2332,7857,8206,6410,5095,3078,1306,346,35529,0,9,144,125,114,94,21,8,0,509,0,16,143,164,132,64,18,4,3,543,4,308,1232,1158,727,415,172,54,8,4078,58,296,840,1021,807,451,182,59,10,3735,219,634,1221,1067,790,401,105,37,5,4485,61,103,194,150,106,59,23,3,0,704,37,89,187,271,218,135,57,15,3,1005
LGA58190,0,0,6,5,8,8,4,0,0,27,0,6,12,11,12,12,11,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,3,0,5,0,0,0,0,10,0,3,8,0,7,3,0,6,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,7,3,0,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,5,0,0,22,3,6,16,9,13,16,9,6,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,5,0,0,0,0,0,13,0,0,0,0,9,6,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA58260,0,0,0,5,5,0,7,0,0,26,0,0,29,21,21,15,22,3,3,117,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,0,0,0,4,5,0,0,4,0,16,0,0,5,11,13,4,5,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,13,4,13,4,0,56,0,0,0,0,0,0,0,0,0,3,0,0,8,5,4,5,8,8,0,42,4,5,15,34,26,19,20,9,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,7,4,0,0,0,24,0,0,0,4,5,6,0,0,0,20,0,0,8,10,4,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA58330,19,9,15,34,39,58,49,24,0,254,34,37,85,140,223,276,264,86,9,1153,0,0,0,5,5,11,11,9,0,39,0,0,0,4,4,5,8,0,0,18,0,0,15,11,13,27,24,13,0,109,0,5,6,10,22,30,39,14,3,133,4,27,48,75,101,161,140,36,0,592,5,3,0,0,0,0,3,0,0,19,0,0,0,0,3,6,13,0,0,24,6,34,50,78,103,170,151,38,0,636,0,0,0,0,3,4,4,4,3,16,11,16,27,28,56,75,51,30,8,298,24,51,98,135,202,319,289,116,14,1240,0,0,0,0,7,11,7,0,0,27,0,0,0,4,11,8,0,0,0,27,0,4,27,29,40,35,18,0,0,154,4,4,16,34,50,57,14,3,0,172,15,15,23,33,50,37,13,0,0,180,0,4,5,6,4,5,3,0,0,30,0,0,3,13,11,11,8,0,0,45
LGA58400,0,3,0,6,4,10,4,0,0,37,3,6,10,13,13,19,10,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,10,0,4,9,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,9,11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,7,0,19,0,0,15,4,8,14,15,3,0,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,0,0,0,4,0,4,0,0,0,9,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
LGA58470,4,5,11,3,0,4,0,0,0,38,4,7,16,5,11,11,6,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,6,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,10,0,0,8,7,12,8,8,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA58510,62,147,445,288,242,209,167,150,128,1842,140,831,3299,2194,1454,1197,708,369,228,10424,0,28,478,448,238,135,67,26,4,1427,0,7,85,90,83,73,40,13,0,391,0,252,1266,969,502,298,203,62,12,3556,10,128,327,294,239,202,153,63,17,1438,48,201,605,471,362,396,280,127,47,2543,35,61,38,23,12,6,6,3,0,195,3,10,26,32,35,41,22,13,3,176,84,269,674,528,410,442,312,133,52,2909,0,11,34,30,26,21,23,10,3,152,45,140,336,262,199,168,139,118,127,1522,140,837,3200,2622,1696,1334,925,427,215,11399,0,25,333,196,92,58,10,7,0,724,0,20,130,107,78,42,16,3,0,394,0,339,1308,638,318,174,60,35,13,2879,12,198,337,310,233,162,58,41,16,1361,40,135,282,178,146,77,29,30,13,926,12,18,46,29,17,16,7,8,3,158,9,22,46,59,39,32,12,8,0,231
LGA58540,0,0,9,13,10,7,8,9,0,59,6,9,28,44,46,36,23,11,3,193,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,3,0,0,15,0,0,0,0,7,0,3,0,0,9,7,0,11,12,11,12,7,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,8,7,3,12,12,11,12,11,0,0,82,0,0,0,0,0,0,0,0,0,0,5,0,6,4,15,10,8,3,0,45,9,9,21,22,39,28,30,13,3,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,15,13,4,3,0,0,0,38,0,0,0,13,9,6,0,0,0,27,0,4,8,3,3,6,0,0,0,31,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6
LGA58570,49,121,485,257,215,164,123,73,46,1535,84,652,3598,2340,1751,1264,617,246,85,10644,0,37,519,500,314,189,118,43,7,1726,0,0,142,150,124,92,48,12,0,566,0,268,1494,1182,731,492,262,62,17,4507,6,70,322,346,257,207,141,37,13,1395,30,160,505,418,315,321,164,73,25,2018,25,34,25,18,5,11,3,4,0,120,4,8,19,28,43,24,31,5,3,165,63,203,554,452,357,356,200,87,27,2304,0,11,28,20,20,19,20,10,0,126,16,97,388,231,151,148,90,65,29,1216,92,675,3448,2877,1954,1509,876,317,92,11842,0,16,308,245,156,94,16,10,0,840,0,11,175,179,111,64,5,5,0,552,0,370,1537,883,452,222,75,22,3,3567,17,133,368,278,239,149,61,32,10,1293,28,140,246,164,112,68,15,13,8,782,9,27,36,21,25,14,0,0,0,130,6,17,37,50,45,20,10,3,4,194
LGA58610,7,4,10,7,17,18,17,16,3,98,4,15,46,48,60,72,66,30,7,347,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,12,16,5,6,5,0,0,37,0,0,6,0,6,0,15,4,0,32,0,3,26,25,21,34,27,17,0,164,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,4,0,0,0,9,0,3,28,30,26,40,29,19,0,178,0,0,0,0,0,3,0,0,0,3,7,8,13,10,10,12,16,9,0,92,10,13,57,56,45,62,66,33,3,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,4,14,14,5,16,5,0,0,66,0,0,6,0,15,8,0,0,0,33,0,5,13,7,16,12,3,0,0,55,0,5,3,4,3,0,0,0,0,14,3,0,0,3,0,6,0,0,0,20
LGA58680,0,0,0,5,5,4,7,0,0,24,0,8,10,20,19,17,11,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,3,6,0,5,0,0,12,0,0,11,11,14,10,9,6,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,9,8,9,11,7,13,4,0,65,0,0,0,0,0,0,0,0,0,0,3,3,5,3,7,16,7,4,3,46,3,10,12,15,32,27,23,7,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,10,5,0,0,0,0,16,0,0,0,5,3,0,4,0,0,16,0,6,4,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA58760,515,466,1122,1065,1003,668,519,417,205,5983,1111,3092,9726,9892,8559,5116,3175,1502,418,42587,0,40,398,778,548,307,145,72,16,2310,0,17,127,212,228,150,72,18,4,826,8,558,1874,2312,1631,901,464,201,37,7993,41,340,1088,1636,1613,1059,686,266,54,6782,453,1437,4679,4491,4170,3491,2083,922,210,21938,307,307,254,125,106,60,30,8,0,1207,41,69,160,235,232,170,129,69,22,1127,806,1809,5098,4855,4505,3725,2242,999,237,24273,18,40,87,125,128,96,65,34,13,611,311,420,1022,1049,1006,736,416,365,193,5525,1186,3229,9697,10964,9662,6973,4093,1956,560,48323,0,8,218,232,133,69,24,4,0,694,0,29,247,250,154,73,25,7,0,793,3,555,2345,1866,937,477,180,73,19,6458,77,465,1429,1713,1153,606,242,92,16,5801,378,855,1799,1649,1155,556,254,172,127,6948,98,160,273,220,136,81,26,3,0,1000,41,97,274,380,290,186,71,23,7,1376
LGA58820,19,9,33,30,28,46,37,36,15,254,36,59,129,142,182,168,120,85,28,943,0,0,0,0,0,4,3,0,0,7,0,0,3,0,0,0,3,0,0,8,0,4,7,10,8,16,12,8,0,65,0,0,6,15,24,16,18,14,0,93,11,31,77,95,106,117,82,36,8,548,9,7,0,3,0,3,0,0,0,21,0,0,0,0,3,4,8,4,0,21,16,42,81,97,102,125,94,43,9,594,0,0,0,0,3,0,7,3,0,16,5,12,24,37,43,35,39,22,13,222,22,53,124,163,185,197,168,82,24,1011,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,10,0,0,23,33,18,11,9,0,3,92,0,0,12,24,16,18,12,5,0,83,9,18,50,33,37,14,3,3,0,172,0,8,3,0,11,0,0,0,0,27,0,4,0,4,5,4,0,3,0,26
LGA58890,0,0,7,4,6,10,10,0,5,37,6,7,22,18,33,27,16,3,5,143,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,17,0,0,0,0,0,8,0,0,0,10,0,8,8,12,14,18,10,0,0,74,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,7,14,18,24,10,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,10,3,3,0,42,0,12,24,26,32,41,17,4,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,19,10,4,0,0,0,39,0,0,9,6,12,5,0,5,0,39,0,4,6,4,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA59030,6,0,3,6,4,7,0,4,0,30,6,8,12,24,20,19,8,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,4,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,18,0,0,10,5,4,12,12,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6
LGA59100,0,0,0,3,9,6,7,0,3,38,4,6,32,13,33,26,17,5,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,10,0,0,0,0,0,4,5,0,0,9,0,4,12,4,7,16,7,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,4,7,16,9,3,0,57,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,10,11,3,0,48,6,3,23,14,16,32,24,8,0,135,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,6,5,10,0,0,0,0,26,0,0,0,13,8,6,0,0,0,28,0,0,10,6,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
LGA59170,0,0,7,3,4,9,4,3,0,43,0,17,54,36,30,32,20,12,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,6,3,0,0,0,29,0,0,0,4,10,3,5,6,0,30,0,7,18,27,14,11,5,0,0,82,0,4,0,0,0,0,0,0,0,5,0,0,0,4,0,0,6,0,0,4,0,6,18,33,11,11,7,0,0,93,0,0,0,0,0,0,0,0,0,4,4,6,5,17,7,10,12,5,3,65,6,11,33,61,36,24,21,15,3,223,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,11,0,0,13,16,13,3,3,0,0,47,0,0,4,6,5,11,0,4,0,26,0,6,6,5,4,4,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6
LGA59250,7,5,40,23,18,7,7,0,0,109,6,20,110,73,60,33,12,0,0,304,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,15,0,0,0,5,5,3,0,0,0,15,6,6,16,16,13,9,0,0,0,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,18,16,13,9,0,3,0,67,0,0,0,0,0,0,0,0,0,0,6,12,34,30,19,7,9,0,0,117,12,24,53,47,40,22,14,3,0,213,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,7,18,7,0,0,0,0,0,34,0,0,5,8,5,3,0,0,0,22,0,7,9,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA59310,0,4,8,10,16,5,7,9,0,48,0,24,59,52,45,52,38,8,4,283,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,10,4,6,5,0,0,0,25,0,0,5,0,3,4,3,0,0,18,0,11,31,34,17,26,23,10,0,151,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,8,0,11,37,34,23,27,25,11,0,171,0,0,0,0,0,0,0,0,0,4,4,6,10,3,10,10,11,6,0,59,8,13,61,46,40,51,45,13,3,285,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,0,15,0,0,17,13,5,7,3,0,0,48,0,4,7,11,12,10,0,4,0,47,0,6,14,8,14,3,0,0,0,56,0,0,3,0,0,0,0,0,0,9,0,0,5,0,3,0,0,0,0,13
LGA59320,0,0,0,5,4,7,0,3,0,10,0,5,11,12,20,17,10,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,4,0,0,0,12,0,0,3,0,4,0,0,0,0,5,0,0,3,3,4,11,6,6,0,37,0,0,5,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,10,3,4,10,10,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,8,0,0,26,0,9,20,11,13,18,20,6,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,0,0,0,19,0,0,4,0,6,4,0,0,0,16,0,0,4,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4
LGA59330,0,0,3,0,6,3,11,8,4,41,0,0,20,10,22,16,20,10,4,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,7,12,4,3,8,7,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,3,8,7,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,6,0,33,0,7,19,16,10,16,15,11,0,95,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,0,0,18,0,0,0,0,0,4,0,0,0,11,0,3,4,5,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
