LGA_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
LGA58540,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,32,16,17,32,47,86,59,36,12,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,36,47,48,45,51,29,9,4,352,19,10,11,13,21,16,13,3,0,110,136,57,75,101,114,152,102,50,12,802
LGA58570,134,92,181,143,92,74,46,20,5,790,3,0,3,0,5,0,0,0,0,14,1695,1095,1892,1919,1891,1798,1265,815,535,12899,88,55,180,117,23,21,0,0,0,482,61,56,112,72,48,22,24,8,5,410,45,18,44,45,32,37,30,9,7,257,0,0,0,0,0,0,0,0,0,3,0,0,18,5,0,0,0,3,0,33,13,12,46,31,17,22,15,5,0,162,17,17,62,40,22,20,15,5,0,196,3008,2283,5088,3502,2235,1598,885,244,60,18891,275,224,729,440,289,234,142,89,52,2470,5245,3842,8305,6304,4660,3835,2485,1197,667,36537
LGA58610,0,0,0,5,0,7,4,4,0,26,0,0,0,0,0,0,0,0,0,0,63,29,46,68,86,148,164,84,35,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,0,0,0,0,4,4,0,0,0,10,184,89,96,93,86,94,74,41,10,772,35,27,21,24,25,28,42,20,0,225,282,149,173,191,207,277,284,152,47,1761
LGA58680,3,0,0,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,22,5,9,20,41,32,36,28,5,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,30,30,34,31,24,9,4,230,8,9,11,15,19,22,14,10,0,104,79,49,47,57,96,84,72,48,9,535
LGA58760,2179,1323,1114,1431,1359,860,494,190,45,8999,29,28,21,31,41,40,34,8,4,231,16404,10508,8707,11940,13723,11863,9223,5443,1790,89606,1379,528,871,1311,584,236,154,55,3,5108,1814,1038,1048,934,720,416,201,49,8,6220,27,16,14,25,18,20,32,11,3,168,0,0,0,0,0,0,0,0,0,5,304,105,292,255,77,47,36,14,0,1132,81,90,111,155,148,124,77,16,4,796,393,190,411,409,222,178,115,21,4,1932,22994,12946,15501,13401,10788,7048,3868,1558,415,88518,2342,1545,1847,1887,1754,1291,775,561,362,12368,46118,27334,29094,30915,28677,21776,14772,7804,2623,209111
LGA58820,24,5,5,7,17,13,13,8,0,96,0,0,0,0,0,0,0,0,0,0,261,155,98,165,267,335,374,216,56,1937,0,0,0,0,0,0,0,0,0,4,3,0,0,9,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,14,5,4,0,8,0,5,0,0,0,18,397,219,229,258,226,254,195,50,17,1843,36,40,35,44,71,58,53,32,25,397,697,417,369,482,578,660,627,305,106,4234
LGA58890,5,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,44,12,14,28,51,56,70,29,15,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,37,31,36,54,69,34,15,0,332,35,8,8,25,15,21,7,3,4,128,137,63,58,85,123,149,105,46,24,773
LGA59030,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,0,4,12,6,28,22,12,8,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,18,11,13,17,5,0,0,100,3,0,8,3,0,0,3,0,3,25,46,16,32,30,24,46,38,19,6,248
LGA59100,0,0,0,0,6,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,10,14,25,36,50,41,33,6,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,29,49,35,31,45,25,12,3,318,16,15,10,11,16,22,15,6,4,114,138,49,75,67,86,123,81,57,18,690
LGA59170,11,0,3,9,5,8,3,0,0,44,0,0,0,0,0,0,0,0,0,0,64,24,31,63,59,79,60,40,10,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,40,61,69,49,53,30,21,6,456,21,11,16,20,13,15,17,12,0,128,220,71,106,152,121,154,111,65,17,1021
LGA59250,4,0,0,3,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,14,21,15,29,18,11,7,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,47,33,28,11,15,3,0,196,31,27,41,45,26,14,16,0,0,199,85,72,108,95,88,42,39,13,0,535
LGA59310,8,0,6,10,4,12,3,0,0,43,0,0,0,3,0,0,0,0,0,4,65,25,50,68,68,104,114,52,18,558,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,10,0,0,5,0,0,4,0,0,0,10,147,66,81,74,62,57,48,23,0,565,28,12,19,23,11,27,25,3,0,146,243,98,149,166,149,201,191,75,20,1297
LGA59320,6,8,0,6,5,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,34,16,16,14,26,47,39,17,5,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,21,20,31,23,30,12,0,0,181,14,0,10,10,7,8,9,3,0,52,99,33,43,49,52,84,61,22,3,448
LGA59330,5,0,0,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,14,9,11,19,28,45,42,40,6,231,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,22,20,20,30,21,9,0,182,4,0,9,7,3,3,13,11,0,50,59,28,47,45,58,78,82,65,9,470
LGA59340,80,28,35,33,39,32,18,4,0,269,0,0,0,0,4,0,0,0,0,4,583,305,371,362,403,391,175,61,5,2664,4,0,12,13,0,3,0,0,0,32,0,3,6,7,0,5,3,0,0,22,0,0,0,0,0,0,0,0,0,5,31,22,15,23,8,3,3,0,0,107,0,0,0,0,0,0,0,0,0,5,0,0,8,4,0,0,0,0,0,19,30,22,20,25,11,9,3,0,0,124,751,361,619,471,397,306,140,39,0,3088,335,158,261,210,206,161,98,40,13,1483,1721,857,1302,1102,1030,889,418,136,25,7477
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,20,11,17,13,10,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,33,3,13,8,8,0,0,95,5,20,54,23,28,16,7,3,0,152,29,41,106,46,52,33,25,7,4,340
LGA59360,0,0,0,0,3,0,0,0,0,6,3,0,4,0,0,0,0,0,0,9,50,15,48,57,86,113,90,40,11,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,0,11,49,33,82,63,78,65,27,3,0,405,13,11,52,43,55,37,21,4,3,228,117,65,187,169,222,215,127,50,21,1173
LGA59370,14,5,4,12,5,17,10,8,0,73,0,0,0,0,0,0,0,0,0,0,145,56,60,111,153,305,372,235,88,1513,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,18,6,0,3,3,3,0,4,0,0,16,296,142,155,176,171,250,247,79,3,1521,48,22,33,25,48,68,57,55,17,371,491,221,249,327,385,624,680,369,108,3459
LGA59499,48,18,31,36,26,15,7,0,0,178,0,0,0,0,4,0,0,0,0,7,176,112,175,235,211,291,284,59,12,1550,0,5,11,0,0,0,0,0,0,23,21,8,16,0,5,0,3,0,0,57,0,6,5,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,5,5,3,4,6,0,0,30,0,0,10,6,7,7,6,0,0,40,377,344,598,434,334,322,212,32,4,2652,205,357,688,839,747,510,253,65,13,3674,772,820,1512,1543,1313,1144,758,155,30,8055
LGA59799,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,14,44,41,16,7,0,0,124,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46,41,19,15,3,0,0,144,0,18,46,78,49,24,3,0,0,227,0,42,116,170,109,62,18,0,0,514
