LGA_CODE_2021,C16_C_Lat_Da_Saint_0_14,C16_C_Lat_Da_Saint_15_24,C16_C_Lat_Da_Saint_25_34,C16_C_Lat_Da_Saint_35_44,C16_C_Lat_Da_Saint_45_54,C16_C_Lat_Da_Saint_55_64,C16_C_Lat_Da_Saint_65_74,C16_C_Lat_Da_Saint_75_84,C16_C_Lat_Da_Saint_85ov,C16_C_Lat_Da_Saint_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Orth_Tot,C16_C_Oth_Prot_0_14,C16_C_Oth_Prot_15_24,C16_C_Oth_Prot_25_34,C16_C_Oth_Prot_35_44,C16_C_Oth_Prot_45_54,C16_C_Oth_Prot_55_64,C16_C_Oth_Prot_65_74,C16_C_Oth_Prot_75_84,C16_C_Oth_Prot_85ov,C16_C_Oth_Prot_Tot,C16_C_Pentec_0_14,C16_C_Pentec_15_24,C16_C_Pentec_25_34,C16_C_Pentec_35_44,C16_C_Pentec_45_54,C16_C_Pentec_55_64,C16_C_Pentec_65_74,C16_C_Pentec_75_84,C16_C_Pentec_85ov,C16_C_Pentec_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_C_Unit_Chur_0_14,C16_C_Unit_Chur_15_24,C16_C_Unit_Chur_25_34,C16_C_Unit_Chur_35_44,C16_C_Unit_Chur_45_54,C16_C_Unit_Chur_55_64,C16_C_Unit_Chur_65_74,C16_C_Unit_Chur_75_84,C16_C_Unit_Chur_85ov,C16_C_Unit_Chur_Tot,C16_Chr_Ch_nfd_0_14,C16_Chr_Ch_nfd_15_24,C16_Chr_Ch_nfd_25_34,C16_Chr_Ch_nfd_35_44,C16_Chr_Ch_nfd_45_54,C16_Chr_Ch_nfd_55_64,C16_Chr_Ch_nfd_65_74,C16_Chr_Ch_nfd_75_84,C16_Chr_Ch_nfd_85ov,C16_Chr_Ch_nfd_Tot,C16_Chr_Oth_Ch_0_14,C16_Chr_Oth_Ch_15_24,C16_Chr_Oth_Ch_25_34,C16_Chr_Oth_Ch_35_44,C16_Chr_Oth_Ch_45_54,C16_Chr_Oth_Ch_55_64,C16_Chr_Oth_Ch_65_74,C16_Chr_Oth_Ch_75_84,C16_Chr_Oth_Ch_85ov,C16_Chr_Oth_Ch_Tot,C16_Chr_Tot_0_14,C16_Chr_Tot_15_24,C16_Chr_Tot_25_34,C16_Chr_Tot_35_44,C16_Chr_Tot_45_54,C16_Chr_Tot_55_64,C16_Chr_Tot_65_74,C16_Chr_Tot_75_84,C16_Chr_Tot_85ov,C16_Chr_Tot_Tot,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85ov,C16_OR_AusAborTrade_Tot,C16_OR_Sikh_0_14,C16_OR_Sikh_15_24,C16_OR_Sikh_25_34,C16_OR_Sikh_35_44,C16_OR_Sikh_45_54,C16_OR_Sikh_55_64,C16_OR_Sikh_65_74,C16_OR_Sikh_75_84,C16_OR_Sikh_85ov,C16_OR_Sikh_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_OR_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_OthRel_Tot_0_14,C16_OthRel_Tot_15_24,C16_OthRel_Tot_25_34,C16_OthRel_Tot_35_44,C16_OthRel_Tot_45_54,C16_OthRel_Tot_55_64,C16_OthRel_Tot_65_74,C16_OthRel_Tot_75_84,C16_OthRel_Tot_85ov,C16_OthRel_Tot_Tot,C16_SBOSB_N_RA_0_14,C16_SBOSB_N_RA_15_24,C16_SBOSB_N_RA_25_34,C16_SBOSB_N_RA_35_44,C16_SBOSB_N_RA_45_54,C16_SBOSB_N_RA_55_64,C16_SBOSB_N_RA_65_74,C16_SBOSB_N_RA_75_84,C16_SBOSB_N_RA_85ov,C16_SBOSB_N_RA_Tot
LGA56090,33,16,7,14,23,13,8,8,0,116,20,7,7,17,19,33,33,17,10,151,0,0,0,0,0,0,4,0,0,7,12,5,13,19,33,54,30,16,6,188,42,31,17,25,37,32,21,17,4,220,51,31,21,40,106,120,140,59,20,583,0,0,6,8,7,15,12,15,5,72,26,16,10,19,32,15,14,19,6,148,79,73,31,67,125,156,193,106,21,855,292,185,130,191,220,196,142,56,14,1406,10,4,7,11,9,9,15,4,0,71,2740,2014,1266,1878,3090,2976,2600,1238,431,18240,21,10,31,15,10,12,10,0,0,101,15,10,15,12,15,11,0,0,0,81,0,3,0,4,7,3,9,0,0,30,0,0,3,0,4,0,0,0,0,7,9,5,13,6,3,0,0,0,0,36,22,14,20,43,40,17,15,3,6,180,37,20,37,47,44,17,19,3,6,228,3206,1951,1793,1959,2067,1652,969,317,88,13997
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,5,9,18,14,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,8,8,7,3,0,0,0,34
LGA56230,13,0,8,3,4,9,4,0,0,44,10,0,3,0,11,15,9,7,0,55,0,0,0,0,0,0,0,0,0,4,14,9,9,11,16,25,33,13,3,134,14,6,8,3,8,10,8,7,0,72,20,12,11,13,37,66,94,49,13,315,0,0,0,0,0,9,12,7,5,29,6,3,3,4,4,3,4,0,0,37,42,32,17,37,71,101,131,71,22,515,112,52,56,54,48,52,50,15,0,445,5,0,0,0,0,0,0,0,0,9,1363,790,675,894,1291,1388,1526,844,232,9005,5,4,0,0,3,0,0,0,0,21,6,8,5,7,0,0,0,0,0,28,0,0,0,0,6,3,0,3,0,13,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,8,6,20,4,3,0,0,47,3,7,8,7,20,4,3,0,0,52,1431,824,751,764,702,616,387,166,30,5674
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,6,4,4,5,12,15,6,0,58,5,3,3,0,0,3,7,0,0,27,0,0,0,0,0,0,0,0,0,0,59,28,18,41,86,127,152,46,7,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,114,47,54,65,99,104,63,16,3,564
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,0,21,4,0,3,0,6,9,4,0,3,20,0,0,3,0,3,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,74,27,74,40,56,88,62,45,24,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,27,33,19,36,31,14,8,4,230
LGA56460,0,4,0,0,0,3,0,0,0,15,4,4,7,4,5,10,11,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,9,0,0,17,21,3,0,10,7,3,0,0,0,49,4,0,6,9,6,17,12,15,9,72,3,4,0,6,9,13,7,3,0,41,3,4,0,0,6,0,0,0,0,11,41,22,20,30,36,54,35,29,26,300,26,26,13,22,26,29,16,0,0,159,0,0,0,0,0,0,0,0,0,13,547,258,262,331,380,467,370,206,104,2927,4,0,10,4,0,0,0,0,0,26,0,0,4,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,3,0,3,3,0,0,0,0,0,19,385,301,200,154,185,156,76,44,9,1508
LGA56580,0,0,0,0,0,0,0,0,0,3,13,3,4,9,17,13,8,3,0,75,0,0,0,9,3,0,0,0,0,14,24,18,11,10,23,18,13,13,4,132,19,14,6,24,10,12,13,3,0,102,46,34,19,44,72,59,75,29,37,420,0,0,0,0,0,0,0,4,7,22,11,0,5,4,0,0,0,0,0,16,156,124,44,84,150,155,130,78,39,955,78,74,31,61,73,52,47,18,6,450,0,3,0,0,4,0,0,4,0,15,2231,1411,633,1219,1733,1598,1332,785,396,11337,61,31,21,42,40,26,24,10,8,273,54,25,22,37,23,12,3,0,0,180,10,22,10,5,17,23,8,5,0,101,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,5,4,0,0,22,10,16,4,10,14,15,6,0,5,83,12,16,9,10,20,17,9,0,5,108,1422,1269,858,814,921,780,561,178,93,6892
LGA56620,0,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,12,6,4,3,5,7,8,0,0,46,92,81,63,69,44,38,13,9,0,408,0,0,0,0,0,0,0,0,0,0,132,97,104,85,76,65,29,13,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,22,18,9,8,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,18,9,9,0,0,0,0,82,23,22,27,17,14,13,5,0,0,119
LGA56730,0,9,0,0,0,3,0,0,0,17,4,3,0,6,10,9,6,6,0,46,3,0,6,0,0,0,0,0,0,8,3,3,0,3,7,19,8,6,0,48,12,9,7,13,12,4,10,0,0,66,8,7,7,13,23,41,33,19,4,150,3,5,0,6,20,11,13,16,4,75,7,0,3,5,4,3,7,4,0,31,27,20,13,30,49,83,53,35,20,330,76,24,24,35,45,48,27,7,0,293,8,0,0,3,0,0,0,3,0,11,1004,532,483,651,826,1059,815,391,149,5909,8,4,15,4,5,6,0,0,0,32,6,3,8,5,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,3,4,0,5,3,0,0,0,0,0,6,4,3,8,3,6,10,4,6,0,44,9,4,8,3,6,10,4,6,0,59,819,473,462,431,380,383,236,86,22,3298
LGA56790,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,11,15,12,0,49,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,3,0,0,12,7,0,4,7,25,24,33,12,0,124,21,3,6,12,4,11,17,3,0,82,0,0,0,0,0,0,0,0,0,0,215,114,117,170,277,388,334,158,36,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,10,0,0,0,5,0,6,0,0,0,10,249,117,104,124,164,167,115,26,5,1075
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,9,15,13,17,38,6,12,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,8,12,14,10,5,5,0,99
LGA56930,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,9,0,0,4,11,12,7,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,6,3,3,0,3,38,5,3,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,161,164,52,60,154,145,104,76,32,938,5,3,9,0,3,0,0,0,0,17,5,0,0,0,0,0,0,0,0,5,3,3,0,0,7,3,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,3,0,4,0,0,0,23,13,0,0,3,0,4,0,0,0,19,109,139,41,52,56,66,20,9,9,499
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,3,0,4,4,0,0,15,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,39,10,38,42,60,65,30,11,7,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,44,28,58,24,42,24,12,0,0,228
LGA57080,0,5,3,4,0,0,0,0,0,12,5,4,13,7,3,12,7,3,0,56,3,4,5,5,3,0,0,0,0,18,9,36,42,33,21,17,11,4,0,173,8,17,41,16,3,8,5,3,0,107,17,56,110,39,33,58,35,24,10,375,0,0,0,0,0,4,0,0,0,7,0,3,11,6,9,3,0,0,0,33,18,30,82,38,44,27,52,34,11,339,34,120,214,89,55,51,25,5,3,608,0,0,0,0,0,0,4,0,0,12,391,1189,2292,1052,867,970,840,397,117,8120,114,148,429,167,32,19,7,6,3,931,196,163,366,165,51,27,21,3,3,987,0,11,16,11,7,14,21,19,9,112,0,0,4,0,0,0,0,0,0,4,6,20,31,15,0,6,3,0,0,75,6,22,38,16,16,17,9,0,0,122,8,38,73,34,16,22,11,0,0,197,421,2307,3424,1141,721,584,334,104,19,9050
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,10,6,0,6,11,18,11,10,5,70,3,3,0,5,3,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,102,37,50,63,88,132,105,71,18,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,41,32,28,49,51,30,16,5,329
LGA57210,3,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,12,14,6,0,0,3,4,12,0,0,38,3,6,3,4,11,21,12,17,5,84,0,0,3,0,0,3,0,0,0,7,5,0,0,8,0,5,5,10,3,33,10,0,10,4,17,40,49,20,5,168,51,32,16,30,33,50,23,13,0,240,0,0,0,0,0,0,0,0,0,0,322,160,128,237,370,429,396,200,73,2312,3,0,0,0,0,0,0,0,0,9,22,25,15,16,9,7,0,0,0,97,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,7,3,11,7,6,4,0,0,37,4,9,10,7,7,6,4,0,0,42,439,239,197,240,280,265,165,64,16,1902
LGA57280,14,17,5,11,10,4,5,0,0,64,10,8,11,4,11,10,3,0,0,54,6,0,0,0,0,0,0,0,0,8,4,0,5,6,13,17,0,0,0,47,52,31,34,46,36,18,10,0,0,227,10,10,15,20,51,38,9,0,0,160,0,0,3,0,0,0,0,0,0,3,12,0,4,9,9,10,0,5,0,42,32,16,58,63,43,42,7,0,0,278,132,54,88,86,65,27,7,0,0,466,4,3,4,0,7,3,0,0,0,28,1336,557,1186,1100,1015,636,195,56,10,6092,25,7,40,34,13,5,5,0,0,125,122,58,98,46,70,49,23,6,0,463,0,0,0,0,0,0,0,0,0,4,12,11,4,5,3,0,6,0,0,57,0,3,4,0,5,0,0,0,0,14,0,0,10,5,5,0,0,0,0,39,19,15,19,14,20,11,7,0,0,101,1328,649,1276,744,522,304,62,15,11,4910
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,5,4,18,27,15,16,0,96,3,4,0,0,0,3,5,0,0,19,0,0,0,0,0,0,0,0,0,0,72,29,36,45,102,129,88,66,23,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,28,47,24,35,39,29,13,0,282
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,19,0,0,0,0,0,0,0,0,0,0,6,0,3,6,8,13,25,11,0,68,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,4,0,6,21,28,18,6,4,97,11,3,6,8,11,6,9,0,0,54,0,0,0,0,0,0,0,0,0,0,115,42,71,105,138,156,177,65,15,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,3,0,0,0,17,143,46,108,86,66,62,33,15,0,572
LGA57490,162,107,78,81,55,40,25,17,4,563,148,89,46,81,93,61,66,35,9,623,22,0,11,13,5,0,0,0,0,46,109,77,53,100,159,91,91,62,14,751,299,158,187,165,141,136,66,40,4,1194,357,240,201,265,486,406,408,242,82,2685,37,37,30,40,48,58,52,22,9,338,57,28,27,35,26,25,16,5,0,219,463,283,232,327,391,423,354,222,92,2791,1238,622,734,697,578,369,195,89,28,4550,44,25,38,26,26,25,7,6,0,206,11728,7156,6702,8204,9680,7683,6142,3554,1243,62091,158,47,177,119,45,8,12,0,0,577,194,97,109,120,76,42,15,3,0,651,8,3,4,9,12,7,3,3,0,44,3,3,5,0,3,0,0,0,0,18,58,28,87,17,7,4,0,0,0,198,58,55,90,88,100,61,17,19,5,491,117,88,174,111,112,65,20,19,5,703,13100,7337,8679,6603,5331,3212,1709,720,226,46931
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,20,10,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,25
LGA57700,30,10,21,3,14,6,7,0,0,98,16,11,9,14,11,11,6,4,0,80,0,0,3,0,0,0,0,0,0,4,20,10,19,22,27,39,17,0,9,169,78,40,45,54,32,30,8,0,0,285,224,144,111,76,130,120,80,32,6,927,6,5,0,11,3,6,5,5,0,46,28,15,15,20,19,11,3,4,0,120,80,51,42,44,101,89,55,20,4,492,369,209,184,181,136,70,37,16,9,1203,16,6,4,0,7,0,0,0,0,32,2720,1589,1621,1669,2035,1614,1102,463,144,12963,92,14,120,68,14,9,0,0,0,322,81,25,64,37,17,10,0,0,0,232,4,0,0,6,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,98,18,119,46,6,13,0,0,0,311,12,3,21,16,15,12,8,0,0,91,114,24,141,65,23,22,8,0,0,400,2744,1527,2003,1373,1170,684,330,128,25,9980
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,11,7,0,4,3,7,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,66,17,46,56,63,94,95,28,4,463,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,86,30,53,61,45,46,36,4,6,368
LGA57840,34,17,12,17,6,14,11,3,8,105,13,11,14,22,23,24,15,16,8,138,5,4,5,9,3,0,0,0,0,35,20,27,46,27,27,33,20,11,23,244,52,46,62,37,23,37,21,13,3,296,45,59,73,74,81,154,114,77,25,712,4,0,0,0,5,0,9,8,0,32,11,11,19,6,11,4,0,0,0,57,143,157,104,121,206,228,217,105,71,1350,229,205,241,192,168,156,75,37,28,1346,13,3,11,9,0,6,13,5,0,65,2851,2564,2436,2323,2734,2957,2370,1283,761,20282,111,99,253,122,59,47,13,9,3,708,297,203,246,198,116,60,34,13,3,1161,5,5,11,14,8,11,14,0,6,83,3,0,0,0,0,0,0,0,0,4,14,11,55,13,0,4,7,0,0,115,30,30,33,33,35,25,20,10,0,226,44,37,94,52,43,32,32,10,5,342,2107,2627,2987,1882,1597,1374,744,267,172,13744
LGA57910,57,51,43,32,32,60,48,23,18,349,51,31,38,72,58,72,82,73,37,507,129,44,102,77,52,18,11,5,0,432,135,117,221,177,181,181,126,76,50,1264,329,226,374,259,176,216,141,68,15,1806,175,110,305,273,338,459,439,336,161,2589,25,10,20,17,25,44,62,44,13,259,42,32,54,42,31,30,20,18,7,275,327,286,318,359,489,658,705,533,245,3925,1093,728,1103,977,733,634,431,220,56,5971,13,18,21,22,27,38,23,14,3,166,16346,10512,14125,13651,14175,12990,11278,8093,3375,104537,1093,676,2091,935,280,184,76,25,5,5360,2158,1102,1694,1052,617,316,123,50,9,7123,473,335,209,278,387,422,301,186,162,2760,0,4,0,0,6,0,0,0,0,16,238,295,747,124,36,33,14,13,0,1500,101,103,201,187,176,117,73,29,14,1004,335,397,953,311,217,150,92,45,16,2516,11095,8198,14965,9930,7114,5370,2906,1262,496,61337
LGA57980,4,0,0,0,4,0,0,0,0,12,11,6,8,10,11,9,9,0,4,63,0,3,7,5,0,0,0,0,0,18,12,8,13,11,13,11,7,3,10,96,8,8,9,6,20,7,0,6,0,61,7,12,17,24,41,47,43,31,16,248,0,0,0,5,0,0,0,0,0,9,3,0,3,0,4,0,0,0,0,12,48,35,30,40,68,63,87,46,21,431,68,42,86,51,36,43,35,13,3,376,0,0,0,4,0,0,3,0,0,8,1006,596,850,876,964,943,947,611,273,7051,64,15,47,59,26,12,0,0,0,220,47,8,36,46,7,8,5,5,0,156,14,5,16,6,9,7,19,3,0,73,0,4,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,15,3,7,12,7,11,9,10,3,0,71,14,11,15,16,12,9,12,3,0,94,1123,873,1405,905,800,692,457,169,67,6498
