Date,Sex,Age group,Region,Population
31-12-2021,Female,75-79,Tas,11774
31-03-2022,Female,75-79,Tas,12026
30-06-2022,Female,75-79,Tas,12274
31-12-2022,Female,75-79,Tas,12482
31-12-2022,Female,75-79,Tas,12709
31-03-2023,Female,75-79,Tas,12918
31-03-2012,Female,80-84,ACT,2965
30-06-2012,Female,80-84,ACT,2964
31-12-2012,Female,80-84,ACT,2972
31-12-2012,Female,80-84,ACT,2970
31-03-2013,Female,80-84,ACT,2967
30-06-2013,Female,80-84,ACT,2975
31-12-2013,Female,80-84,ACT,2983
31-12-2013,Female,80-84,ACT,2995
31-03-2014,Female,80-84,ACT,3016
30-06-2014,Female,80-84,ACT,3026
31-12-2014,Female,80-84,ACT,3036
31-12-2014,Female,80-84,ACT,3068
31-03-2015,Female,80-84,ACT,3094
30-06-2015,Female,80-84,ACT,3096
31-12-2015,Female,80-84,ACT,3122
31-12-2015,Female,80-84,ACT,3147
31-03-2016,Female,80-84,ACT,3185
30-06-2016,Female,80-84,ACT,3204
31-12-2016,Female,80-84,ACT,3234
31-12-2016,Female,80-84,ACT,3282
31-03-2017,Female,80-84,ACT,3336
30-06-2017,Female,80-84,ACT,3372
31-12-2017,Female,80-84,ACT,3417
31-12-2017,Female,80-84,ACT,3469
31-03-2018,Female,80-84,ACT,3526
30-06-2018,Female,80-84,ACT,3562
31-12-2018,Female,80-84,ACT,3593
31-12-2018,Female,80-84,ACT,3639
31-03-2019,Female,80-84,ACT,3670
30-06-2019,Female,80-84,ACT,3706
31-12-2019,Female,80-84,ACT,3756
31-12-2019,Female,80-84,ACT,3816
31-03-2020,Female,80-84,ACT,3861
30-06-2020,Female,80-84,ACT,3908
31-12-2020,Female,80-84,ACT,3955
31-12-2020,Female,80-84,ACT,4018
31-03-2021,Female,80-84,ACT,4080
30-06-2021,Female,80-84,ACT,4139
31-12-2021,Female,80-84,ACT,4188
31-12-2021,Female,80-84,ACT,4231
31-03-2022,Female,80-84,ACT,4286
30-06-2022,Female,80-84,ACT,4343
31-12-2022,Female,80-84,ACT,4393
31-12-2022,Female,80-84,ACT,4443
31-03-2023,Female,80-84,ACT,4489
31-03-2012,Female,80-84,Vic,65815
30-06-2012,Female,80-84,Vic,65688
31-12-2012,Female,80-84,Vic,65597
31-12-2012,Female,80-84,Vic,65650
31-03-2013,Female,80-84,Vic,65669
30-06-2013,Female,80-84,Vic,65746
31-12-2013,Female,80-84,Vic,65735
31-12-2013,Female,80-84,Vic,65808
31-03-2014,Female,80-84,Vic,65920
30-06-2014,Female,80-84,Vic,66003
31-12-2014,Female,80-84,Vic,65823
31-12-2014,Female,80-84,Vic,65785
31-03-2015,Female,80-84,Vic,65775
30-06-2015,Female,80-84,Vic,65695
31-12-2015,Female,80-84,Vic,65787
31-12-2015,Female,80-84,Vic,66033
31-03-2016,Female,80-84,Vic,66345
30-06-2016,Female,80-84,Vic,66580
31-12-2016,Female,80-84,Vic,66841
31-12-2016,Female,80-84,Vic,67167
31-03-2017,Female,80-84,Vic,67607
30-06-2017,Female,80-84,Vic,67920
31-12-2017,Female,80-84,Vic,68235
31-12-2017,Female,80-84,Vic,68694
31-03-2018,Female,80-84,Vic,69253
30-06-2018,Female,80-84,Vic,69746
31-12-2018,Female,80-84,Vic,70177
31-12-2018,Female,80-84,Vic,70681
31-03-2019,Female,80-84,Vic,71254
30-06-2019,Female,80-84,Vic,71755
31-12-2019,Female,80-84,Vic,72287
31-12-2019,Female,80-84,Vic,73031
31-03-2020,Female,80-84,Vic,73737
30-06-2020,Female,80-84,Vic,74315
31-12-2020,Female,80-84,Vic,74606
31-12-2020,Female,80-84,Vic,74979
31-03-2021,Female,80-84,Vic,75407
30-06-2021,Female,80-84,Vic,75756
31-12-2021,Female,80-84,Vic,76290
31-12-2021,Female,80-84,Vic,76852
31-03-2022,Female,80-84,Vic,77467
30-06-2022,Female,80-84,Vic,78013
31-12-2022,Female,80-84,Vic,78306
31-12-2022,Female,80-84,Vic,78739
31-03-2023,Female,80-84,Vic,79221
31-03-2012,Female,All ages,National,11374718
30-06-2012,Female,All ages,National,11420486
31-12-2012,Female,All ages,National,11470713
31-12-2012,Female,All ages,National,11519235
31-03-2013,Female,All ages,National,11577594
30-06-2013,Female,All ages,National,11621964
31-12-2013,Female,All ages,National,11671787
31-12-2013,Female,All ages,National,11715329
31-03-2014,Female,All ages,National,11770897
30-06-2014,Female,All ages,National,11807800
31-12-2014,Female,All ages,National,11854244
31-12-2014,Female,All ages,National,11895833
31-03-2015,Female,All ages,National,11950526
30-06-2015,Female,All ages,National,11988343
31-12-2015,Female,All ages,National,12035808
31-12-2015,Female,All ages,National,12080273
31-03-2016,Female,All ages,National,12141438
30-06-2016,Female,All ages,National,12187868
31-12-2016,Female,All ages,National,12242586
31-12-2016,Female,All ages,National,12286921
31-03-2017,Female,All ages,National,12349031
30-06-2017,Female,All ages,National,12389001
31-12-2017,Female,All ages,National,12439108
31-12-2017,Female,All ages,National,12474057
31-03-2018,Female,All ages,National,12533885
30-06-2018,Female,All ages,National,12573037
31-12-2018,Female,All ages,National,12624666
31-12-2018,Female,All ages,National,12665116
31-03-2019,Female,All ages,National,12722969
30-06-2019,Female,All ages,National,12757605
31-12-2019,Female,All ages,National,12810826
31-12-2019,Female,All ages,National,12854806
31-03-2020,Female,All ages,National,12910547
30-06-2020,Female,All ages,National,12920609
31-12-2020,Female,All ages,National,12912949
31-12-2020,Female,All ages,National,12912148
31-03-2021,Female,All ages,National,12921844
30-06-2021,Female,All ages,National,12936002
31-12-2021,Female,All ages,National,12945957
31-12-2021,Female,All ages,National,12979503
31-03-2022,Female,All ages,National,13051019
30-06-2022,Female,All ages,National,13103559
31-12-2022,Female,All ages,National,13174620
31-12-2022,Female,All ages,National,13242999
31-03-2023,Female,All ages,National,13332186
31-03-2012,Male,65-69,NT,3440
30-06-2012,Male,65-69,NT,3515
31-12-2012,Male,65-69,NT,3588
31-12-2012,Male,65-69,NT,3664
31-03-2013,Male,65-69,NT,3739
30-06-2013,Male,65-69,NT,3795
31-12-2013,Male,65-69,NT,3843
31-12-2013,Male,65-69,NT,3887
31-03-2014,Male,65-69,NT,3952
30-06-2014,Male,65-69,NT,4008
31-12-2014,Male,65-69,NT,4018
31-12-2014,Male,65-69,NT,4057
31-03-2015,Male,65-69,NT,4088
30-06-2015,Male,65-69,NT,4125
31-12-2015,Male,65-69,NT,4149
31-12-2015,Male,65-69,NT,4163
31-03-2016,Male,65-69,NT,4200
30-06-2016,Male,65-69,NT,4194
31-12-2016,Male,65-69,NT,4201
31-12-2016,Male,65-69,NT,4209
31-03-2017,Male,65-69,NT,4204
30-06-2017,Male,65-69,NT,4231
31-12-2017,Male,65-69,NT,4268
31-12-2017,Male,65-69,NT,4264
31-03-2018,Male,65-69,NT,4294
30-06-2018,Male,65-69,NT,4315
31-12-2018,Male,65-69,NT,4329
31-12-2018,Male,65-69,NT,4300
31-03-2019,Male,65-69,NT,4314
30-06-2019,Male,65-69,NT,4352
31-12-2019,Male,65-69,NT,4356
31-12-2019,Male,65-69,NT,4368
31-03-2020,Male,65-69,NT,4426
30-06-2020,Male,65-69,NT,4448
31-12-2020,Male,65-69,NT,4478
31-12-2020,Male,65-69,NT,4503
31-03-2021,Male,65-69,NT,4536
30-06-2021,Male,65-69,NT,4542
31-12-2021,Male,65-69,NT,4537
31-12-2021,Male,65-69,NT,4545
31-03-2022,Male,65-69,NT,4560
30-06-2022,Male,65-69,NT,4584
31-12-2022,Male,65-69,NT,4579
31-12-2022,Male,65-69,NT,4593
31-03-2023,Male,65-69,NT,4612
31-03-2012,Male,70-74,NSW,122416
30-06-2012,Male,70-74,NSW,123212
31-12-2012,Male,70-74,NSW,123951
31-12-2012,Male,70-74,NSW,124928
31-03-2013,Male,70-74,NSW,125889
30-06-2013,Male,70-74,NSW,126712
31-12-2013,Male,70-74,NSW,128083
31-12-2013,Male,70-74,NSW,129559
31-03-2014,Male,70-74,NSW,131054
30-06-2014,Male,70-74,NSW,132406
31-12-2014,Male,70-74,NSW,133755
31-12-2014,Male,70-74,NSW,135180
31-03-2015,Male,70-74,NSW,136575
30-06-2015,Male,70-74,NSW,137861
31-12-2015,Male,70-74,NSW,139304
31-12-2015,Male,70-74,NSW,140853
31-03-2016,Male,70-74,NSW,142453
30-06-2016,Male,70-74,NSW,143975
31-12-2016,Male,70-74,NSW,146493
31-12-2016,Male,70-74,NSW,149070
31-03-2017,Male,70-74,NSW,151528
30-06-2017,Male,70-74,NSW,153949
31-12-2017,Male,70-74,NSW,155992
31-12-2017,Male,70-74,NSW,158165
31-03-2018,Male,70-74,NSW,160382
30-06-2018,Male,70-74,NSW,162514
31-12-2018,Male,70-74,NSW,163722
31-12-2018,Male,70-74,NSW,165026
31-03-2019,Male,70-74,NSW,166226
30-06-2019,Male,70-74,NSW,167536
31-12-2019,Male,70-74,NSW,168997
31-12-2019,Male,70-74,NSW,170918
31-03-2020,Male,70-74,NSW,172508
30-06-2020,Male,70-74,NSW,173785
31-12-2020,Male,70-74,NSW,174669
31-12-2020,Male,70-74,NSW,175620
31-03-2021,Male,70-74,NSW,176492
30-06-2021,Male,70-74,NSW,177431
31-12-2021,Male,70-74,NSW,176743
31-12-2021,Male,70-74,NSW,176265
31-03-2022,Male,70-74,NSW,175717
30-06-2022,Male,70-74,NSW,175245
31-12-2022,Male,70-74,NSW,175074
31-12-2022,Male,70-74,NSW,175118
31-03-2023,Male,70-74,NSW,175028
31-03-2012,Total,All ages,National,22640943
30-06-2012,Total,All ages,National,22733465
31-12-2012,Total,All ages,National,22833922
31-12-2012,Total,All ages,National,22928023
31-03-2013,Total,All ages,National,23043004
30-06-2013,Total,All ages,National,23128129
31-12-2013,Total,All ages,National,23220231
31-12-2013,Total,All ages,National,23297777
31-03-2014,Total,All ages,National,23406193
30-06-2014,Total,All ages,National,23475686
31-12-2014,Total,All ages,National,23562901
31-12-2014,Total,All ages,National,23640331
31-03-2015,Total,All ages,National,23745629
30-06-2015,Total,All ages,National,23815995
31-12-2015,Total,All ages,National,23904271
31-12-2015,Total,All ages,National,23984581
31-03-2016,Total,All ages,National,24103425
30-06-2016,Total,All ages,National,24190907
31-12-2016,Total,All ages,National,24297530
31-12-2016,Total,All ages,National,24385064
31-03-2017,Total,All ages,National,24511409
30-06-2017,Total,All ages,National,24592588
31-12-2017,Total,All ages,National,24690071
31-12-2017,Total,All ages,National,24759018
31-03-2018,Total,All ages,National,24881751
30-06-2018,Total,All ages,National,24963258
31-12-2018,Total,All ages,National,25067399
31-12-2018,Total,All ages,National,25146140
31-03-2019,Total,All ages,National,25264932
30-06-2019,Total,All ages,National,25334826
31-12-2019,Total,All ages,National,25438073
31-12-2019,Total,All ages,National,25520468
31-03-2020,Total,All ages,National,25627924
30-06-2020,Total,All ages,National,25649248
31-12-2020,Total,All ages,National,25633341
31-12-2020,Total,All ages,National,25630698
31-03-2021,Total,All ages,National,25653005
30-06-2021,Total,All ages,National,25685412
31-12-2021,Total,All ages,National,25704010
31-12-2021,Total,All ages,National,25771357
31-03-2022,Total,All ages,National,25909850
30-06-2022,Total,All ages,National,26013061
31-12-2022,Total,All ages,National,26153408
31-12-2022,Total,All ages,National,26291429
31-03-2023,Total,All ages,National,26473055
31-03-2012,Male,0-4,SA,50682
30-06-2012,Male,0-4,SA,50985
31-12-2012,Male,0-4,SA,51241
31-12-2012,Male,0-4,SA,51488
31-03-2013,Male,0-4,SA,51735
30-06-2013,Male,0-4,SA,51925
31-12-2013,Male,0-4,SA,52067
31-12-2013,Male,0-4,SA,52086
31-03-2014,Male,0-4,SA,52387
30-06-2014,Male,0-4,SA,52482
31-12-2014,Male,0-4,SA,52553
31-12-2014,Male,0-4,SA,52582
31-03-2015,Male,0-4,SA,52597
30-06-2015,Male,0-4,SA,52527
31-12-2015,Male,0-4,SA,52649
31-12-2015,Male,0-4,SA,52693
31-03-2016,Male,0-4,SA,52770
30-06-2016,Male,0-4,SA,52774
31-12-2016,Male,0-4,SA,52801
31-12-2016,Male,0-4,SA,52513
31-03-2017,Male,0-4,SA,52378
30-06-2017,Male,0-4,SA,52221
31-12-2017,Male,0-4,SA,52173
31-12-2017,Male,0-4,SA,51869
31-03-2018,Male,0-4,SA,51786
30-06-2018,Male,0-4,SA,51562
31-12-2018,Male,0-4,SA,51462
31-12-2018,Male,0-4,SA,51230
31-03-2019,Male,0-4,SA,51116
30-06-2019,Male,0-4,SA,50989
31-12-2019,Male,0-4,SA,50942
31-12-2019,Male,0-4,SA,50787
31-03-2020,Male,0-4,SA,50644
30-06-2020,Male,0-4,SA,50354
31-12-2020,Male,0-4,SA,50094
31-12-2020,Male,0-4,SA,49772
31-03-2021,Male,0-4,SA,49858
30-06-2021,Male,0-4,SA,49838
31-12-2021,Male,0-4,SA,49828
31-12-2021,Male,0-4,SA,49876
31-03-2022,Male,0-4,SA,50010
30-06-2022,Male,0-4,SA,50058
31-12-2022,Male,0-4,SA,50160
31-12-2022,Male,0-4,SA,50062
31-03-2023,Male,0-4,SA,50130
31-03-2012,Male,30-34,Tas,14193
30-06-2012,Male,30-34,Tas,14237
31-12-2012,Male,30-34,Tas,14280
31-12-2012,Male,30-34,Tas,14363
31-03-2013,Male,30-34,Tas,14445
30-06-2013,Male,30-34,Tas,14514
31-12-2013,Male,30-34,Tas,14521
31-12-2013,Male,30-34,Tas,14557
31-03-2014,Male,30-34,Tas,14583
30-06-2014,Male,30-34,Tas,14589
31-12-2014,Male,30-34,Tas,14619
31-12-2014,Male,30-34,Tas,14663
31-03-2015,Male,30-34,Tas,14667
30-06-2015,Male,30-34,Tas,14711
31-12-2015,Male,30-34,Tas,14767
31-12-2015,Male,30-34,Tas,14776
31-03-2016,Male,30-34,Tas,14840
30-06-2016,Male,30-34,Tas,14909
31-12-2016,Male,30-34,Tas,15041
31-12-2016,Male,30-34,Tas,15236
31-03-2017,Male,30-34,Tas,15373
30-06-2017,Male,30-34,Tas,15518
31-12-2017,Male,30-34,Tas,15713
31-12-2017,Male,30-34,Tas,15919
31-03-2018,Male,30-34,Tas,16136
30-06-2018,Male,30-34,Tas,16392
31-12-2018,Male,30-34,Tas,16651
31-12-2018,Male,30-34,Tas,16862
31-03-2019,Male,30-34,Tas,17057
30-06-2019,Male,30-34,Tas,17253
31-12-2019,Male,30-34,Tas,17517
31-12-2019,Male,30-34,Tas,17970
31-03-2020,Male,30-34,Tas,18231
30-06-2020,Male,30-34,Tas,18485
31-12-2020,Male,30-34,Tas,18692
31-12-2020,Male,30-34,Tas,19012
31-03-2021,Male,30-34,Tas,19359
30-06-2021,Male,30-34,Tas,19699
31-12-2021,Male,30-34,Tas,19703
31-12-2021,Male,30-34,Tas,19848
31-03-2022,Male,30-34,Tas,20048
30-06-2022,Male,30-34,Tas,20175
31-12-2022,Male,30-34,Tas,20293
31-12-2022,Male,30-34,Tas,20473
31-03-2023,Male,30-34,Tas,20534
31-03-2012,Male,0-4,NT,9659
30-06-2012,Male,0-4,NT,9711
31-12-2012,Male,0-4,NT,9750
31-12-2012,Male,0-4,NT,9771
31-03-2013,Male,0-4,NT,9805
30-06-2013,Male,0-4,NT,9890
31-12-2013,Male,0-4,NT,9903
31-12-2013,Male,0-4,NT,9874
31-03-2014,Male,0-4,NT,9879
30-06-2014,Male,0-4,NT,9894
31-12-2014,Male,0-4,NT,9863
31-12-2014,Male,0-4,NT,9784
31-03-2015,Male,0-4,NT,9831
30-06-2015,Male,0-4,NT,9883
31-12-2015,Male,0-4,NT,9856
31-12-2015,Male,0-4,NT,9806
31-03-2016,Male,0-4,NT,9814
30-06-2016,Male,0-4,NT,9844
31-12-2016,Male,0-4,NT,9898
31-12-2016,Male,0-4,NT,9835
31-03-2017,Male,0-4,NT,9794
30-06-2017,Male,0-4,NT,9820
31-12-2017,Male,0-4,NT,9720
31-12-2017,Male,0-4,NT,9668
31-03-2018,Male,0-4,NT,9638
30-06-2018,Male,0-4,NT,9636
31-12-2018,Male,0-4,NT,9564
31-12-2018,Male,0-4,NT,9472
31-03-2019,Male,0-4,NT,9458
30-06-2019,Male,0-4,NT,9453
31-12-2019,Male,0-4,NT,9370
31-12-2019,Male,0-4,NT,9246
31-03-2020,Male,0-4,NT,9239
30-06-2020,Male,0-4,NT,9246
31-12-2020,Male,0-4,NT,9216
31-12-2020,Male,0-4,NT,9163
31-03-2021,Male,0-4,NT,9179
30-06-2021,Male,0-4,NT,9174
31-12-2021,Male,0-4,NT,9070
31-12-2021,Male,0-4,NT,9026
31-03-2022,Male,0-4,NT,9022
30-06-2022,Male,0-4,NT,8957
31-12-2022,Male,0-4,NT,8902
31-12-2022,Male,0-4,NT,8802
31-03-2023,Male,0-4,NT,8722
31-03-2012,Female,75-79,NT,919
30-06-2012,Female,75-79,NT,927
31-12-2012,Female,75-79,NT,938
31-12-2012,Female,75-79,NT,960
31-03-2013,Female,75-79,NT,975
30-06-2013,Female,75-79,NT,993
31-12-2013,Female,75-79,NT,1000
31-12-2013,Female,75-79,NT,1010
31-03-2014,Female,75-79,NT,1017
30-06-2014,Female,75-79,NT,1015
31-12-2014,Female,75-79,NT,1039
31-12-2014,Female,75-79,NT,1071
31-03-2015,Female,75-79,NT,1093
30-06-2015,Female,75-79,NT,1118
31-12-2015,Female,75-79,NT,1143
31-12-2015,Female,75-79,NT,1166
31-03-2016,Female,75-79,NT,1191
30-06-2016,Female,75-79,NT,1217
31-12-2016,Female,75-79,NT,1238
31-12-2016,Female,75-79,NT,1261
31-03-2017,Female,75-79,NT,1276
30-06-2017,Female,75-79,NT,1300
31-12-2017,Female,75-79,NT,1325
31-12-2017,Female,75-79,NT,1345
31-03-2018,Female,75-79,NT,1363
30-06-2018,Female,75-79,NT,1373
31-12-2018,Female,75-79,NT,1400
31-12-2018,Female,75-79,NT,1424
31-03-2019,Female,75-79,NT,1458
30-06-2019,Female,75-79,NT,1487
31-12-2019,Female,75-79,NT,1498
31-12-2019,Female,75-79,NT,1501
31-03-2020,Female,75-79,NT,1515
30-06-2020,Female,75-79,NT,1526
31-12-2020,Female,75-79,NT,1547
31-12-2020,Female,75-79,NT,1566
31-03-2021,Female,75-79,NT,1583
30-06-2021,Female,75-79,NT,1594
31-12-2021,Female,75-79,NT,1624
31-12-2021,Female,75-79,NT,1676
31-03-2022,Female,75-79,NT,1736
30-06-2022,Female,75-79,NT,1780
31-12-2022,Female,75-79,NT,1833
31-12-2022,Female,75-79,NT,1888
31-03-2023,Female,75-79,NT,1945
31-03-2012,Total,65-69,WA,96446
30-06-2012,Total,65-69,WA,98102
31-12-2012,Total,65-69,WA,99673
31-12-2012,Total,65-69,WA,101270
31-03-2013,Total,65-69,WA,102823
30-06-2013,Total,65-69,WA,104329
31-12-2013,Total,65-69,WA,105369
31-12-2013,Total,65-69,WA,106438
31-03-2014,Total,65-69,WA,107494
30-06-2014,Total,65-69,WA,108492
31-12-2014,Total,65-69,WA,109546
31-12-2014,Total,65-69,WA,110757
31-03-2015,Total,65-69,WA,111876
30-06-2015,Total,65-69,WA,112936
31-12-2015,Total,65-69,WA,114132
31-12-2015,Total,65-69,WA,115334
31-03-2016,Total,65-69,WA,116524
30-06-2016,Total,65-69,WA,117688
31-12-2016,Total,65-69,WA,118036
31-12-2016,Total,65-69,WA,118412
31-03-2017,Total,65-69,WA,118816
30-06-2017,Total,65-69,WA,119162
31-12-2017,Total,65-69,WA,119765
31-12-2017,Total,65-69,WA,120415
31-03-2018,Total,65-69,WA,121057
30-06-2018,Total,65-69,WA,121706
31-12-2018,Total,65-69,WA,122388
31-12-2018,Total,65-69,WA,123181
31-03-2019,Total,65-69,WA,123890
30-06-2019,Total,65-69,WA,124739
31-12-2019,Total,65-69,WA,125911
31-12-2019,Total,65-69,WA,127453
31-03-2020,Total,65-69,WA,128774
30-06-2020,Total,65-69,WA,129613
31-12-2020,Total,65-69,WA,130572
31-12-2020,Total,65-69,WA,131477
31-03-2021,Total,65-69,WA,132376
30-06-2021,Total,65-69,WA,133251
31-12-2021,Total,65-69,WA,133756
31-12-2021,Total,65-69,WA,134478
31-03-2022,Total,65-69,WA,135218
30-06-2022,Total,65-69,WA,135975
31-12-2022,Total,65-69,WA,136729
31-12-2022,Total,65-69,WA,137505
31-03-2023,Total,65-69,WA,138217
31-03-2012,Male,80-84,ACT,2228
30-06-2012,Male,80-84,ACT,2251
31-12-2012,Male,80-84,ACT,2253
31-12-2012,Male,80-84,ACT,2256
31-03-2013,Male,80-84,ACT,2267
30-06-2013,Male,80-84,ACT,2275
31-12-2013,Male,80-84,ACT,2291
31-12-2013,Male,80-84,ACT,2309
31-03-2014,Male,80-84,ACT,2317
30-06-2014,Male,80-84,ACT,2329
31-12-2014,Male,80-84,ACT,2347
31-12-2014,Male,80-84,ACT,2370
31-03-2015,Male,80-84,ACT,2391
30-06-2015,Male,80-84,ACT,2412
31-12-2015,Male,80-84,ACT,2445
31-12-2015,Male,80-84,ACT,2474
31-03-2016,Male,80-84,ACT,2498
30-06-2016,Male,80-84,ACT,2511
31-12-2016,Male,80-84,ACT,2551
31-12-2016,Male,80-84,ACT,2588
31-03-2017,Male,80-84,ACT,2619
30-06-2017,Male,80-84,ACT,2642
31-12-2017,Male,80-84,ACT,2677
31-12-2017,Male,80-84,ACT,2718
31-03-2018,Male,80-84,ACT,2750
30-06-2018,Male,80-84,ACT,2788
31-12-2018,Male,80-84,ACT,2818
31-12-2018,Male,80-84,ACT,2863
31-03-2019,Male,80-84,ACT,2913
30-06-2019,Male,80-84,ACT,2961
31-12-2019,Male,80-84,ACT,2984
31-12-2019,Male,80-84,ACT,3036
31-03-2020,Male,80-84,ACT,3071
30-06-2020,Male,80-84,ACT,3100
31-12-2020,Male,80-84,ACT,3124
31-12-2020,Male,80-84,ACT,3157
31-03-2021,Male,80-84,ACT,3195
30-06-2021,Male,80-84,ACT,3231
31-12-2021,Male,80-84,ACT,3294
31-12-2021,Male,80-84,ACT,3343
31-03-2022,Male,80-84,ACT,3396
30-06-2022,Male,80-84,ACT,3459
31-12-2022,Male,80-84,ACT,3482
31-12-2022,Male,80-84,ACT,3513
31-03-2023,Male,80-84,ACT,3547
31-03-2012,Female,35-39,ACT,13860
30-06-2012,Female,35-39,ACT,13845
31-12-2012,Female,35-39,ACT,13832
31-12-2012,Female,35-39,ACT,13828
31-03-2013,Female,35-39,ACT,13852
30-06-2013,Female,35-39,ACT,13857
31-12-2013,Female,35-39,ACT,13941
31-12-2013,Female,35-39,ACT,14029
31-03-2014,Female,35-39,ACT,14056
30-06-2014,Female,35-39,ACT,14067
31-12-2014,Female,35-39,ACT,14142
31-12-2014,Female,35-39,ACT,14243
31-03-2015,Female,35-39,ACT,14366
30-06-2015,Female,35-39,ACT,14442
31-12-2015,Female,35-39,ACT,14579
31-12-2015,Female,35-39,ACT,14727
31-03-2016,Female,35-39,ACT,14922
30-06-2016,Female,35-39,ACT,15102
31-12-2016,Female,35-39,ACT,15294
31-12-2016,Female,35-39,ACT,15537
31-03-2017,Female,35-39,ACT,15794
30-06-2017,Female,35-39,ACT,16008
31-12-2017,Female,35-39,ACT,16228
31-12-2017,Female,35-39,ACT,16442
31-03-2018,Female,35-39,ACT,16724
30-06-2018,Female,35-39,ACT,16888
31-12-2018,Female,35-39,ACT,17116
31-12-2018,Female,35-39,ACT,17308
31-03-2019,Female,35-39,ACT,17551
30-06-2019,Female,35-39,ACT,17771
31-12-2019,Female,35-39,ACT,17909
31-12-2019,Female,35-39,ACT,18118
31-03-2020,Female,35-39,ACT,18318
30-06-2020,Female,35-39,ACT,18471
31-12-2020,Female,35-39,ACT,18536
31-12-2020,Female,35-39,ACT,18629
31-03-2021,Female,35-39,ACT,18696
30-06-2021,Female,35-39,ACT,18793
31-12-2021,Female,35-39,ACT,18725
31-12-2021,Female,35-39,ACT,18716
31-03-2022,Female,35-39,ACT,18804
30-06-2022,Female,35-39,ACT,18791
31-12-2022,Female,35-39,ACT,18878
31-12-2022,Female,35-39,ACT,18925
31-03-2023,Female,35-39,ACT,18996
31-03-2012,Total,40-44,WA,178602
30-06-2012,Total,40-44,WA,180327
31-12-2012,Total,40-44,WA,181287
31-12-2012,Total,40-44,WA,182093
31-03-2013,Total,40-44,WA,182907
30-06-2013,Total,40-44,WA,183429
31-12-2013,Total,40-44,WA,183193
31-12-2013,Total,40-44,WA,182987
31-03-2014,Total,40-44,WA,182789
30-06-2014,Total,40-44,WA,182467
31-12-2014,Total,40-44,WA,181997
31-12-2014,Total,40-44,WA,181585
31-03-2015,Total,40-44,WA,181108
30-06-2015,Total,40-44,WA,180596
31-12-2015,Total,40-44,WA,179466
31-12-2015,Total,40-44,WA,178221
31-03-2016,Total,40-44,WA,177140
30-06-2016,Total,40-44,WA,175961
31-12-2016,Total,40-44,WA,175204
31-12-2016,Total,40-44,WA,174448
31-03-2017,Total,40-44,WA,173812
30-06-2017,Total,40-44,WA,173004
31-12-2017,Total,40-44,WA,172926
31-12-2017,Total,40-44,WA,172668
31-03-2018,Total,40-44,WA,172563
30-06-2018,Total,40-44,WA,172448
31-12-2018,Total,40-44,WA,172762
31-12-2018,Total,40-44,WA,173103
31-03-2019,Total,40-44,WA,173620
30-06-2019,Total,40-44,WA,174006
31-12-2019,Total,40-44,WA,174947
31-12-2019,Total,40-44,WA,175913
31-03-2020,Total,40-44,WA,176958
30-06-2020,Total,40-44,WA,177599
31-12-2020,Total,40-44,WA,178853
31-12-2020,Total,40-44,WA,180260
31-03-2021,Total,40-44,WA,181755
30-06-2021,Total,40-44,WA,183252
31-12-2021,Total,40-44,WA,184591
31-12-2021,Total,40-44,WA,186412
31-03-2022,Total,40-44,WA,188193
30-06-2022,Total,40-44,WA,190093
31-12-2022,Total,40-44,WA,192465
31-12-2022,Total,40-44,WA,195080
31-03-2023,Total,40-44,WA,197714
31-03-2012,Male,10-14,NSW,228511
30-06-2012,Male,10-14,NSW,228283
31-12-2012,Male,10-14,NSW,228399
31-12-2012,Male,10-14,NSW,228511
31-03-2013,Male,10-14,NSW,228719
