LGA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
LGA57140,0,0,0,4,27,3,32,0,0,0,0,9,0,6,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,3,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,5,0,7,0,0,11,10,73,9,104,0,0,4,10,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,9,0,0,0,0
LGA57210,3,0,33,20,117,13,182,0,0,0,8,33,4,47,0,4,14,4,42,7,64,0,0,0,0,4,0,9,0,0,5,8,48,4,67,0,0,5,0,7,0,21,0,0,3,9,26,0,33,0,0,4,4,5,0,18,0,0,3,5,26,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,10,4,5,0,24,0,0,0,0,13,0,11,3,0,10,11,39,0,53,5,0,17,0,9,0,30,6,0,10,4,6,0,29,0,0,0,0,0,0,6,0,0,0,0,23,4,33,0,0,3,3,19,8,25,27,6,115,86,427,30,690,3,3,38,21,34,6,101,0,0,0,0,0,0,0,0,0,10,6,10,3,27,0,0,0,0,0,0,0,0,0,3,4,11,0,16,0,0,0,0,8,0,14,0,0,5,9,35,5,58,0,0,4,6
LGA57280,0,0,0,0,4,0,10,19,10,65,111,909,19,1137,3,0,13,12,164,4,200,0,0,0,7,44,0,55,3,0,11,25,216,14,273,0,0,0,11,75,5,97,4,0,7,8,44,6,74,4,0,10,15,35,6,63,11,5,50,64,223,8,362,0,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,6,7,33,0,45,7,0,31,14,19,0,68,3,0,9,7,37,0,53,10,4,31,36,60,4,138,17,13,38,6,28,0,106,18,3,22,18,19,4,79,0,0,0,0,3,0,6,0,0,12,8,74,7,108,0,0,9,7,82,25,123,99,50,313,360,2072,109,2999,0,0,0,0,4,0,0,14,8,60,66,179,10,341,0,0,9,3,17,3,33,0,0,5,6,9,0,20,0,0,8,13,23,0,51,0,0,8,3,22,0,30,3,0,26,22,62,8,123,4,0,23,22
LGA57350,0,0,6,0,23,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,8,8,55,0,76,3,4,9,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LGA57420,0,0,15,11,37,7,63,8,3,24,13,93,0,147,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,17,0,23,0,0,0,0,9,0,9,0,0,3,0,0,0,4,0,0,4,0,8,0,12,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,3,0,5,0,0,0,5,4,4,11,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,5,7,5,20,10,8,48,36,201,17,326,0,4,18,7,8,0,37,3,0,12,7,17,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,10,0,0,0,0,0,0,0,0,0,5,6,3,0,19,0,0,0,3
LGA57490,3,4,11,11,73,4,110,64,37,242,352,2214,73,2984,51,21,199,335,1866,64,2539,8,0,46,66,290,6,421,32,8,174,344,2938,109,3607,15,4,65,89,420,12,606,19,3,109,152,608,40,927,9,5,66,78,443,24,621,36,9,110,199,638,54,1045,3,4,34,36,71,3,148,12,3,48,73,51,6,199,9,0,27,40,118,5,196,105,38,348,267,384,36,1179,5,9,43,70,317,21,465,115,72,371,691,1288,84,2622,103,84,347,111,216,26,887,94,44,259,161,279,15,860,4,8,32,35,104,12,193,16,9,58,61,637,24,808,31,6,110,127,751,128,1153,746,370,2693,3307,13708,747,21571,4,0,12,10,46,3,81,21,14,108,120,271,18,552,24,25,127,135,307,18,637,9,4,27,21,59,0,119,10,3,87,138,275,34,535,7,5,38,49,100,6,200,25,12,236,306,992,86,1660,9,8,117,169
LGA57630,0,0,0,0,4,0,5,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,4,3,21,11,48,9,92,24,9,60,66,543,23,728,16,6,50,71,451,14,602,4,0,14,10,64,3,102,12,4,38,87,817,36,985,12,4,12,24,167,8,222,9,0,40,38,153,18,260,0,0,9,9,84,3,120,8,7,51,85,226,15,389,0,0,5,3,11,0,22,3,0,14,22,13,0,52,0,0,10,13,40,0,64,24,6,103,50,82,7,273,5,4,7,18,103,3,140,11,16,50,89,150,8,336,18,13,79,26,37,0,178,24,15,74,28,51,6,197,0,0,10,3,25,0,46,8,3,22,20,285,11,340,3,0,34,22,192,40,301,181,93,695,707,3546,198,5424,0,3,14,21,31,7,77,5,0,24,32,66,3,140,7,0,36,42,86,10,179,0,0,12,13,11,0,40,4,5,23,37,102,0,172,5,0,18,21,40,3,90,14,10,41,80,230,22,395,3,3,18,28
LGA57770,0,0,0,0,5,0,5,0,0,3,5,29,0,36,0,0,0,0,4,0,3,0,0,0,0,7,0,7,0,0,0,3,17,0,24,0,0,0,0,0,0,0,4,0,0,0,7,0,10,5,0,11,7,12,0,31,4,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,4,8,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,4,0,4,0,0,0,0,3,9,9,12,0,33,24,101,10,177,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13,0,0,16,10
LGA57840,9,0,16,13,12,0,51,193,46,483,81,187,17,1009,62,14,138,55,124,4,412,31,5,56,11,18,4,130,56,21,267,123,395,20,877,23,3,85,42,57,9,225,47,12,186,56,129,10,445,31,3,123,82,119,11,368,61,6,137,82,102,13,407,18,0,51,17,25,4,115,71,28,196,74,31,8,399,19,8,87,58,38,4,221,368,94,879,133,97,34,1599,21,9,84,39,44,7,196,110,42,227,58,75,11,523,251,70,275,41,34,11,687,221,44,408,40,43,14,771,17,7,61,23,40,0,150,29,5,61,32,105,9,244,77,14,154,50,85,56,436,1729,435,3975,1093,1790,239,9268,7,5,11,0,3,0,28,80,27,193,41,52,8,401,25,3,82,25,17,3,166,13,0,28,7,5,0,64,24,15,97,39,28,3,216,17,5,41,16,17,6,106,45,14,214,70,113,15,476,17,5,175,64
LGA57910,38,8,75,35,36,8,202,668,135,1604,425,1314,87,4228,207,49,595,316,902,71,2139,128,27,239,88,177,13,676,261,66,1151,882,3543,200,6102,125,27,385,150,365,39,1088,310,46,908,408,813,83,2571,159,25,590,519,649,72,2010,270,53,746,501,615,90,2272,78,22,244,102,133,15,605,190,109,777,334,136,32,1578,50,15,309,167,173,23,744,1198,268,3279,700,473,135,6056,190,42,435,234,400,61,1359,396,202,1004,475,580,67,2716,630,352,1108,189,254,40,2570,744,188,1593,417,470,89,3511,79,35,308,154,199,27,804,98,35,320,211,882,49,1594,261,37,661,338,692,223,2212,6069,1748,16332,6650,12813,1426,45037,15,6,48,25,18,10,118,264,97,756,189,287,31,1625,105,23,316,176,179,35,828,63,12,152,45,67,0,342,89,57,491,246,306,56,1242,52,21,248,104,114,23,570,281,73,1029,567,800,112,2855,174,35,747,484
LGA57980,4,0,11,0,4,0,23,145,24,202,20,36,3,433,23,5,43,22,27,0,124,15,5,21,0,5,0,48,24,3,89,32,70,5,221,18,6,28,10,17,11,85,22,4,54,12,35,8,133,5,0,53,16,34,4,117,14,0,40,13,25,4,92,9,4,22,3,13,4,47,30,24,89,19,6,4,177,16,0,35,14,14,0,80,291,52,463,40,32,11,897,3,4,27,9,12,0,54,46,13,95,21,21,3,194,136,28,87,6,12,7,276,180,22,264,28,23,16,530,19,6,24,12,14,0,68,14,0,19,5,13,0,56,44,5,70,17,11,12,161,1067,206,1735,316,421,78,3822,5,0,6,0,0,0,17,55,28,101,15,14,0,210,10,4,24,8,9,0,64,9,3,19,3,0,0,39,8,3,44,20,13,0,88,8,3,27,4,6,0,40,28,6,104,19,39,10,205,12,0,51,24
LGA58050,12,3,48,37,115,11,224,146,45,447,360,1968,72,3031,74,24,310,300,1521,60,2294,23,7,68,63,197,14,365,80,22,335,406,2722,110,3669,53,15,157,133,705,26,1083,64,14,356,275,799,55,1562,45,9,179,204,495,43,976,128,28,383,459,986,97,2076,25,4,57,65,106,10,275,52,9,138,105,79,13,407,8,0,69,71,153,15,316,200,61,675,286,346,58,1625,19,12,109,93,330,36,597,136,80,414,391,677,50,1744,119,119,352,114,224,18,955,165,54,496,282,427,43,1477,12,5,61,43,166,11,299,36,14,113,119,1072,37,1400,70,0,212,197,811,173,1458,1460,541,4986,4023,13887,947,25836,5,3,43,34,47,5,139,39,23,166,119,268,22,647,34,16,145,129,278,34,639,10,5,28,26,68,4,140,28,26,158,148,297,31,675,15,13,108,101,203,22,457,122,30,392,390,983,109,2028,43,18,222,210
LGA58190,0,0,6,10,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,25,0,46,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,9,3,18,0,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,12,18,41,8,71,0,0,7,0,8,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,4,0,3,5,27,0,42,0,0,4,6,96,4,108,0,0,0,0,37,0,36,0,0,0,0,6,0,6,0,0,9,14,75,5,96,0,0,0,6,14,0,19,0,0,0,4,13,0,18,0,0,0,0,4,3,12,0,0,0,0,20,0,25,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,4,12,6,0,26,0,0,3,0,6,0,15,6,4,7,11,24,5,55,0,5,10,3,10,0,31,0,0,4,9,9,0,25,0,0,3,0,0,0,3,0,4,3,5,30,0,36,0,0,3,3,23,8,35,18,14,59,72,403,35,607,0,0,7,10,9,0,28,0,0,4,3,16,0,23,0,0,0,6,8,0,13,0,0,0,0,0,0,0,0,0,4,0,6,0,14,0,0,0,4,10,0,12,0,0,4,5,18,0,27,0,0,4,10
LGA58400,0,0,4,3,10,0,19,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,0,31,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,6,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,17,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,4,0,8,6,5,0,19,155,32,356,84,265,18,900,40,15,111,51,166,9,389,19,3,41,16,23,0,104,65,16,189,103,504,17,891,23,5,75,21,71,5,204,48,7,140,62,125,20,398,20,3,151,140,147,17,480,50,14,136,83,132,30,445,16,5,40,24,22,6,102,41,6,116,44,21,4,224,12,7,46,28,34,3,129,255,47,632,131,102,26,1187,34,4,97,41,48,10,232,92,49,230,80,99,11,563,170,56,198,37,46,13,519,120,36,236,69,88,27,575,19,0,71,31,48,3,173,22,8,61,23,107,5,234,58,6,129,48,99,45,387,1258,337,3050,1112,2137,264,8151,6,0,5,5,0,0,16,70,22,181,41,65,5,382,19,4,65,21,44,0,158,14,8,34,10,11,4,70,30,7,95,25,44,6,197,5,4,45,18,20,0,94,42,6,168,80,137,6,448,43,8,181,121
LGA58540,0,0,6,8,36,0,53,0,0,0,0,7,0,7,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,3,0,12,13,66,4,90,0,0,10,10,13,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0
LGA58570,0,0,14,10,8,0,33,184,45,429,78,183,20,927,29,15,117,44,92,5,301,32,9,53,13,24,3,130,70,26,234,127,355,14,827,24,6,76,27,60,0,199,41,11,171,52,107,20,404,28,12,165,132,164,22,513,35,12,98,54,71,16,283,9,6,72,17,16,0,129,39,33,180,67,35,3,355,13,3,69,37,34,6,160,377,98,997,152,109,28,1765,23,6,81,39,63,4,209,112,61,253,72,91,14,603,192,85,231,37,51,7,604,207,51,389,48,69,15,789,27,8,95,47,30,3,212,26,10,65,25,106,8,235,39,13,145,47,76,40,356,1515,501,3933,1113,1736,232,9033,3,5,15,3,3,0,28,107,28,274,31,35,5,469,18,8,53,26,22,3,134,25,9,58,13,11,0,111,20,10,90,34,28,6,197,7,8,48,15,25,0,100,31,12,181,103,107,16,444,37,10,218,145
LGA58610,0,0,9,11,40,0,58,0,0,0,4,7,0,4,0,0,10,0,4,0,16,0,0,0,0,0,0,0,0,0,0,3,14,0,20,0,0,0,0,4,0,5,0,0,0,0,8,0,7,0,0,0,0,0,0,3,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,3,0,0,5,0,5,0,7,0,0,0,0,3,0,3,0,0,0,0,14,0,18,0,0,0,0,3,0,3,4,4,34,24,123,4,185,0,4,9,3,9,0,22,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,3,0,10,0,0,6,0
LGA58680,0,0,0,3,17,0,22,0,0,3,0,16,0,15,0,0,6,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,9,47,0,66,0,0,7,3,6,0,12,0,0,0,4,0,0,4,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,5,4,51,43,156,26,284,195,47,574,503,2572,120,4014,75,20,326,322,1517,75,2347,36,13,102,78,339,16,582,90,25,491,740,5307,180,6828,48,11,193,154,615,24,1039,97,38,448,310,1068,83,2049,38,8,231,244,698,60,1280,95,33,358,372,887,85,1828,29,5,100,74,171,10,392,80,33,275,228,135,21,768,17,5,70,80,142,10,324,344,98,1100,544,504,80,2669,48,17,147,170,543,35,955,163,93,587,593,848,79,2365,252,143,609,173,310,36,1522,200,73,667,367,547,64,1912,23,10,103,72,192,21,410,51,13,151,177,1317,51,1767,90,24,249,217,1047,229,1855,1984,715,6828,5458,18905,1300,35182,12,5,51,26,81,20,201,57,17,234,166,274,29,777,28,15,193,172,267,35,707,18,10,58,40,75,4,213,30,16,213,278,437,41,1019,21,11,115,92,184,26,459,124,40,580,559,1370,139,2807,58,26,319,317
LGA58820,0,0,5,3,18,3,35,0,0,6,17,100,10,131,0,0,10,3,87,4,108,0,0,0,0,11,0,13,0,0,0,6,95,9,111,0,0,0,0,7,0,7,0,0,7,3,9,0,14,0,0,0,0,6,0,8,0,0,0,5,10,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,3,0,5,0,10,0,0,0,3,9,0,14,0,0,0,9,13,0,24,4,5,6,0,5,0,15,0,0,4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,19,0,18,0,0,6,5,12,6,25,10,4,40,59,400,38,551,4,0,0,7,13,0,24,0,0,0,0,24,0,27,0,0,13,3,18,6,32,0,0,0,0,0,0,0,0,0,9,5,7,0,24,0,0,0,0,3,0,3,0,0,3,6,21,3,39,0,0,0,0
LGA58890,0,0,16,3,35,0,58,0,0,0,0,11,0,8,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,17,11,64,0,100,0,4,14,10,12,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,3,0,3,0,10,0,0,0,4,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,23,0,31,0,0,6,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
