LGA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA56860,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,12,10,6,4,11,19,12,4,0,86,..,0,6,6,6,20,22,6,0,65,..,8,11,5,8,4,3,0,0,39,..,0,0,3,0,0,0,0,0,5,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,3,9,10,4,0,30,0,0,0,0,0,0,0,0,3,4,27,26,12,13,24,41,36,8,3,188
LGA56930,..,0,4,0,0,0,0,0,0,3,..,6,6,8,3,4,19,14,7,82,5,6,0,0,0,0,0,0,0,10,122,139,52,62,113,113,91,53,26,762,..,0,18,69,164,173,122,68,29,641,..,6,35,6,12,10,3,0,0,71,..,0,4,3,18,10,7,0,4,38,217,..,..,..,..,..,..,..,..,217,..,174,..,..,..,..,..,..,..,174,..,34,25,4,4,0,0,0,0,61,..,0,0,0,0,0,5,7,0,9,..,3,12,0,0,0,0,0,0,17,..,4,4,0,0,0,0,0,0,12,..,10,7,16,6,16,29,21,14,113,4,12,5,0,6,0,0,0,0,26,219,239,107,109,207,209,172,98,42,1394
LGA57000,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,4,4,0,3,21,0,0,0,0,0,0,0,0,0,5,32,10,12,21,22,26,18,5,3,155,..,0,9,24,33,29,18,7,0,124,..,5,7,8,5,6,0,4,0,41,..,0,0,3,0,0,0,0,0,11,62,..,..,..,..,..,..,..,..,62,..,8,..,..,..,..,..,..,..,8,..,12,0,0,0,0,0,0,0,15,..,0,0,0,0,4,0,0,3,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,6,6,3,5,9,9,5,5,44,0,5,5,0,0,3,0,0,0,10,62,27,26,39,46,60,39,14,11,321
LGA57080,..,449,589,109,18,23,11,5,4,1222,..,240,658,403,246,265,242,137,70,2259,9,65,62,29,15,19,19,3,0,224,865,1457,3434,1777,1018,964,784,344,100,10755,..,61,1665,1686,851,953,861,422,63,6569,..,443,1826,589,259,176,106,27,4,3438,..,4,27,130,194,97,48,21,5,527,1755,..,..,..,..,..,..,..,..,1755,..,346,..,..,..,..,..,..,..,346,..,143,136,46,34,10,3,0,0,373,..,180,168,36,19,29,39,10,9,484,..,97,138,41,3,3,6,0,0,287,..,848,1314,272,69,62,32,14,0,2613,..,472,1518,1109,685,658,519,245,98,5301,27,115,123,71,48,36,26,9,0,456,1777,2712,6926,3981,2155,2028,1636,748,185,22146
LGA57140,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,18,20,18,6,70,0,6,0,0,0,4,0,3,0,15,74,30,47,40,51,81,72,50,9,456,..,0,24,45,59,92,96,49,12,372,..,12,29,17,8,17,3,0,0,83,..,0,5,10,13,8,3,3,0,43,158,..,..,..,..,..,..,..,..,158,..,10,..,..,..,..,..,..,..,10,..,26,15,9,4,4,0,0,0,50,..,6,0,0,3,0,3,3,5,20,..,0,0,0,0,0,0,0,0,7,..,4,0,5,0,0,0,0,0,7,..,10,4,3,13,44,39,31,12,154,0,8,0,0,8,5,4,3,0,30,160,77,83,85,106,164,154,90,19,939
LGA57210,..,4,3,0,8,15,6,3,0,34,..,11,8,10,24,61,71,49,25,255,8,13,6,7,8,20,11,0,4,67,374,204,207,250,338,400,352,137,47,2304,..,23,149,250,377,480,418,177,32,1900,..,43,115,90,98,69,61,16,5,488,..,4,21,43,54,19,13,9,10,174,786,..,..,..,..,..,..,..,..,786,..,157,..,..,..,..,..,..,..,157,..,145,49,19,6,7,0,0,0,232,..,12,4,8,9,5,23,4,11,69,..,5,3,3,7,6,0,0,0,31,..,7,14,14,23,28,15,6,0,104,..,22,15,35,67,132,161,80,37,555,17,20,13,9,18,30,22,8,0,128,804,436,390,458,655,782,724,301,88,4634
LGA57280,..,18,40,20,27,4,7,0,0,125,..,56,107,61,71,93,38,6,0,437,46,33,44,24,23,24,13,0,0,203,1720,652,1308,1106,715,531,178,38,10,6251,..,23,756,1201,756,587,148,21,0,3486,..,231,898,519,294,163,35,5,0,2147,..,28,113,152,103,64,28,13,5,501,3350,..,..,..,..,..,..,..,..,3350,..,308,..,..,..,..,..,..,..,308,..,365,119,41,12,4,0,0,0,552,..,137,64,38,36,59,35,19,6,389,..,36,43,15,23,12,3,0,0,131,..,42,100,59,65,47,22,0,0,326,..,104,292,233,247,267,88,29,7,1261,85,61,92,60,54,54,17,0,0,421,3441,1332,2479,2316,1586,1263,366,82,18,12884
LGA57350,..,0,0,0,0,0,0,0,0,5,..,0,5,0,3,8,9,11,3,46,4,0,0,0,4,4,3,0,0,19,66,14,38,28,43,59,56,35,9,358,..,0,25,33,46,64,70,41,12,291,..,3,22,6,3,14,7,0,0,62,..,0,0,7,0,5,3,0,0,22,107,..,..,..,..,..,..,..,..,107,..,3,..,..,..,..,..,..,..,3,..,9,6,5,0,4,0,0,0,22,..,6,0,0,0,3,5,0,0,23,..,0,0,3,0,0,0,0,0,4,..,0,0,0,5,0,0,0,0,7,..,3,5,5,12,22,30,18,9,104,4,5,0,6,4,9,10,3,0,32,109,34,60,61,74,117,123,69,19,673
LGA57420,..,0,3,4,3,3,0,0,0,14,..,5,14,4,14,16,16,18,11,107,4,3,8,4,0,9,6,0,0,31,170,55,125,104,99,121,82,57,16,830,..,0,96,105,109,136,100,64,9,619,..,22,62,48,36,35,15,3,0,228,..,0,5,19,13,12,4,5,0,60,340,..,..,..,..,..,..,..,..,340,..,22,..,..,..,..,..,..,..,22,..,26,11,4,9,5,0,0,0,54,..,9,4,4,0,4,0,5,0,22,..,7,0,0,0,0,0,0,0,11,..,3,6,5,3,6,0,0,0,27,..,8,38,20,48,53,47,33,14,263,10,5,10,4,6,9,9,0,0,62,354,108,239,213,222,260,182,115,27,1707
LGA57490,..,216,230,89,144,156,112,44,10,1003,..,207,538,419,632,1166,1335,1147,479,5922,208,267,159,95,98,118,98,47,19,1102,13666,7690,8730,9026,8650,7301,5351,2998,944,64349,..,236,5431,9370,9745,8724,6201,3253,599,43554,..,1633,4743,2724,1985,1191,451,146,18,12891,..,195,1206,1880,1746,809,346,227,151,6552,27756,..,..,..,..,..,..,..,..,27756,..,6179,..,..,..,..,..,..,..,6179,..,4895,1928,562,383,208,43,0,0,8017,..,643,420,195,231,390,356,202,121,2561,..,371,311,147,100,82,42,10,3,1061,..,488,637,240,313,339,234,89,21,2363,..,455,1354,1215,1544,2201,2155,1673,696,11290,410,456,317,230,188,207,174,79,22,2090,28163,15547,16351,16563,16233,14135,10007,5669,1635,124318
LGA57630,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5,11,8,0,0,26,..,0,0,0,0,12,11,3,0,27,..,0,0,0,0,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,4,0,3,9,3,7,0,21,0,0,0,0,3,0,0,6,0,6,0,0,4,3,9,22,21,13,0,69
LGA57700,..,30,41,18,29,35,18,8,0,173,..,34,104,84,85,172,152,89,38,763,54,51,45,16,11,19,18,10,3,232,3775,1792,2485,2258,1901,1583,982,416,106,15295,..,107,1944,2756,2315,2042,1340,564,82,11150,..,340,1212,713,514,303,103,14,4,3215,..,39,247,329,317,128,61,36,21,1177,7675,..,..,..,..,..,..,..,..,7675,..,1344,..,..,..,..,..,..,..,1344,..,1226,442,115,76,43,4,0,0,1897,..,144,92,43,52,104,106,65,33,634,..,78,77,40,31,25,13,6,5,274,..,64,88,51,70,69,40,13,0,387,..,70,272,235,219,296,251,147,54,1538,89,103,81,42,39,41,36,15,3,443,7766,3516,4458,4312,3629,3040,1946,861,199,29727
LGA57770,..,6,0,0,0,3,4,0,0,19,..,4,5,3,12,13,14,11,0,55,0,0,6,0,3,0,4,0,0,12,61,26,57,42,50,68,49,17,3,370,..,0,20,49,24,53,64,18,0,236,..,0,40,30,17,25,10,4,0,130,..,0,3,6,8,0,0,0,0,19,123,..,..,..,..,..,..,..,..,123,..,6,..,..,..,..,..,..,..,6,..,9,4,0,0,0,0,0,0,12,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,5,..,8,0,0,0,6,5,0,0,30,..,5,12,10,29,29,34,18,4,141,5,0,3,0,7,4,4,3,0,33,128,44,91,96,88,129,116,46,8,743
LGA57840,..,462,329,56,32,41,42,16,0,975,..,181,429,313,298,553,685,514,289,3257,21,100,72,33,29,41,43,15,9,364,2767,2594,3071,2761,2598,2569,2267,1161,458,20260,..,45,1554,3246,3098,2876,2645,1146,249,14858,..,346,1582,679,439,335,229,57,10,3664,..,10,91,288,424,282,119,64,50,1327,5778,..,..,..,..,..,..,..,..,5778,..,2067,..,..,..,..,..,..,..,2067,..,803,590,174,91,57,6,0,0,1728,..,472,243,52,53,84,73,78,41,1092,..,140,138,33,22,13,7,0,0,353,..,912,823,150,81,85,86,35,8,2184,..,330,881,670,647,934,1077,724,383,5648,40,158,155,66,68,70,70,22,14,658,5819,5280,6060,5353,4922,4733,4309,2136,752,39358
LGA57910,..,997,1744,373,250,265,175,79,15,3898,..,451,2030,1803,1632,2542,3270,2774,1552,16049,156,271,345,173,140,161,172,98,63,1579,17832,11545,18106,16691,13617,11837,10180,6418,2611,108839,..,416,11038,18915,15604,12864,10777,6226,1586,77425,..,1554,8544,4507,2340,1536,752,222,36,19499,..,100,805,2052,2719,1621,715,502,355,8870,36309,..,..,..,..,..,..,..,..,36309,..,10777,..,..,..,..,..,..,..,10777,..,5039,3427,1114,762,469,87,6,0,10903,..,1177,1166,387,372,577,561,350,211,4804,..,580,933,240,132,102,38,13,4,2045,..,1967,3913,1030,636,570,400,163,35,8702,..,865,3969,3822,3531,4617,5075,3774,2050,27706,354,487,701,415,331,273,260,146,82,3066,36667,22963,34507,32479,26436,22619,18662,11409,4361,210099
LGA57980,..,137,168,23,10,17,11,7,3,372,..,81,271,166,127,263,326,280,144,1656,12,21,27,17,15,11,15,9,0,124,1310,892,1301,1196,1056,966,895,573,205,8389,..,14,548,1392,1230,1013,969,503,110,5767,..,123,739,259,202,171,100,43,6,1646,..,3,27,117,194,118,41,29,6,545,2574,..,..,..,..,..,..,..,..,2574,..,850,..,..,..,..,..,..,..,850,..,227,152,42,27,13,0,0,0,460,..,76,52,16,7,20,37,19,16,240,..,25,34,9,8,3,0,0,0,83,..,227,313,40,20,24,32,14,0,689,..,144,515,335,280,449,541,411,175,2849,27,42,46,26,27,17,23,8,3,227,2606,1719,2430,2250,1995,1828,1743,1025,323,15924
LGA58050,..,259,298,125,151,199,124,26,11,1190,..,243,690,520,697,1169,1237,790,344,5695,184,257,190,101,108,104,73,47,16,1076,15416,8821,11379,10914,9571,8037,5202,2502,771,72615,..,336,8266,12987,11030,9436,6108,2678,505,51349,..,1536,4861,2883,1993,1205,438,120,9,13049,..,187,1193,1834,1999,1124,464,266,134,7196,31598,..,..,..,..,..,..,..,..,31598,..,7477,..,..,..,..,..,..,..,7477,..,5785,2808,800,426,201,46,3,0,10075,..,922,797,283,337,560,584,344,156,3977,..,445,513,224,167,90,64,19,8,1529,..,533,922,449,373,420,254,67,17,3037,..,454,1684,1451,1644,2217,2024,1203,485,11163,378,480,392,271,214,186,139,59,27,2149,31978,18172,21426,21183,18172,15444,10123,4757,1342,142591
LGA58190,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,4,4,5,0,17,0,0,0,0,0,0,0,0,0,0,24,5,10,26,20,18,16,11,5,133,..,0,12,19,33,28,13,12,0,113,..,0,10,6,7,10,0,0,0,30,..,0,0,5,0,0,0,0,0,17,57,..,..,..,..,..,..,..,..,57,..,8,..,..,..,..,..,..,..,8,..,13,7,0,0,3,0,0,0,19,..,0,3,0,0,0,4,0,0,9,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,4,0,0,4,..,6,5,5,7,14,8,9,0,51,0,3,0,0,0,0,0,0,3,9,59,27,37,31,45,50,34,19,6,312
LGA58260,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,3,5,0,15,3,0,0,3,0,0,0,0,0,13,45,14,27,32,33,29,28,17,3,219,..,5,21,29,33,29,38,22,0,182,..,8,11,17,14,3,3,0,3,61,..,0,4,9,0,0,0,0,0,17,91,..,..,..,..,..,..,..,..,91,..,11,..,..,..,..,..,..,..,11,..,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,4,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,3,13,5,23,17,9,0,66,7,0,0,0,0,0,0,0,0,13,90,31,48,63,64,59,63,32,4,460
LGA58330,..,0,0,3,6,17,10,5,0,42,..,5,7,6,21,56,63,38,14,204,10,4,7,7,6,12,9,4,0,64,270,143,151,188,301,411,334,142,35,1968,..,0,65,177,320,480,436,195,21,1707,..,25,65,68,84,74,43,13,0,365,..,6,23,34,41,21,13,0,5,147,560,..,..,..,..,..,..,..,..,560,..,122,..,..,..,..,..,..,..,122,..,110,58,30,15,8,4,0,0,222,..,21,6,3,4,13,23,8,4,86,..,8,6,0,3,3,3,0,0,38,..,0,10,5,15,32,33,12,0,105,..,5,21,19,51,120,146,68,29,469,11,19,21,13,14,26,19,6,0,126,567,318,276,353,544,790,718,310,69,3942
LGA58400,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,6,4,0,20,0,0,3,0,0,4,0,5,0,9,12,12,15,6,20,22,17,14,0,115,..,0,9,9,21,23,18,9,0,83,..,3,11,0,0,3,3,0,0,26,..,0,0,4,4,0,0,0,0,12,21,..,..,..,..,..,..,..,..,21,..,10,..,..,..,..,..,..,..,10,..,3,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,6,0,0,9,19,18,9,0,56,0,5,3,3,0,4,0,5,0,17,24,25,29,12,32,56,44,22,0,249
LGA58470,..,0,0,0,0,0,0,0,0,0,..,0,5,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,19,10,15,9,8,7,3,0,0,72,..,0,0,12,4,5,3,0,0,29,..,4,3,0,6,3,0,0,0,25,..,0,0,0,0,5,5,0,0,6,40,..,..,..,..,..,..,..,..,40,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,8,..,0,3,3,5,5,0,0,0,20,..,3,0,0,0,0,0,0,0,5,..,0,5,0,0,0,0,0,0,5,..,0,5,0,11,4,0,0,0,19,0,0,0,0,4,0,0,0,0,7,40,14,17,20,24,20,12,0,0,162
LGA58510,..,441,428,81,58,39,28,10,0,1092,..,156,376,300,298,417,487,432,264,2723,29,69,80,32,26,16,28,7,6,294,2421,2050,3500,2672,1950,1624,1306,745,370,16626,..,91,2120,2982,2048,1622,1216,498,161,10747,..,424,1832,868,486,268,122,30,0,4029,..,13,83,247,320,240,104,53,41,1096,4851,..,..,..,..,..,..,..,..,4851,..,1075,..,..,..,..,..,..,..,1075,..,527,397,124,73,44,15,0,0,1171,..,355,263,64,45,72,87,35,20,949,..,200,233,65,28,18,4,3,0,548,..,905,1110,267,175,129,80,23,5,2698,..,298,830,731,673,892,889,662,351,5327,63,127,133,78,45,44,39,13,9,549,4912,4018,6995,5430,3890,3323,2554,1325,587,33034
LGA58540,..,0,0,0,0,0,0,0,0,3,..,0,5,3,0,4,13,6,0,31,0,0,0,4,3,6,0,0,0,14,53,15,36,43,41,60,38,22,3,313,..,0,25,52,54,84,49,27,3,289,..,6,29,15,12,13,10,0,0,81,..,0,0,0,5,0,0,3,0,15,106,..,..,..,..,..,..,..,..,106,..,5,..,..,..,..,..,..,..,5,..,14,4,4,0,3,0,0,0,29,..,0,0,0,0,5,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,5,7,3,14,18,26,10,3,80,0,5,3,0,9,6,4,0,0,25,110,41,64,79,91,133,86,40,7,654
LGA58570,..,434,715,114,40,29,18,11,0,1375,..,131,609,410,313,435,430,258,161,2755,26,43,90,51,22,33,21,6,14,311,2457,1834,3827,2834,2127,1736,1150,545,286,16797,..,44,1471,2901,2329,1711,1133,470,118,10174,..,363,2315,1083,593,423,159,34,3,4980,..,5,78,242,344,193,60,65,64,1054,4992,..,..,..,..,..,..,..,..,4992,..,1204,..,..,..,..,..,..,..,1204,..,495,303,97,87,79,16,0,0,1088,..,150,171,51,30,69,63,37,25,582,..,84,209,46,15,13,7,0,0,376,..,841,1500,311,114,106,57,24,5,2960,..,219,1172,970,736,829,718,383,217,5242,64,92,176,97,60,64,39,13,19,618,5053,3502,7384,5806,4308,3485,2253,1017,453,33262
LGA58610,..,0,0,0,0,6,4,0,0,17,..,6,3,7,13,28,23,19,16,110,0,3,4,0,7,3,0,4,0,19,111,55,70,81,94,115,115,59,21,728,..,0,37,86,75,124,148,65,10,550,..,22,54,20,19,28,6,0,0,158,..,0,10,13,16,9,7,10,4,66,245,..,..,..,..,..,..,..,..,245,..,32,..,..,..,..,..,..,..,32,..,29,9,7,11,3,3,0,0,66,..,4,4,4,0,5,0,4,0,21,..,0,6,0,0,0,0,0,0,7,..,8,3,4,9,6,14,0,0,41,..,9,15,14,36,50,47,42,18,241,0,3,4,4,10,9,5,4,0,40,245,108,144,160,178,232,234,126,35,1472
LGA58680,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,6,0,0,17,0,0,0,0,0,0,0,0,0,3,36,12,14,25,41,27,21,17,3,203,..,0,11,31,55,39,43,29,9,207,..,0,7,8,8,3,3,0,0,38,..,0,0,0,3,0,0,0,0,12,62,..,..,..,..,..,..,..,..,62,..,4,..,..,..,..,..,..,..,4,..,14,13,0,5,0,0,0,0,31,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,9,0,8,..,5,0,3,5,14,12,0,0,42,0,4,3,3,5,0,0,0,0,11,65,33,33,44,79,67,54,40,7,422
LGA58760,..,285,367,153,156,193,119,39,6,1316,..,226,758,616,814,1435,1658,1315,519,7344,242,350,230,117,124,149,128,64,20,1415,21753,12885,14502,15369,14031,10569,7351,3847,1065,101369,..,406,9786,18274,17305,13073,8898,4206,717,72665,..,1869,6953,4002,2735,1450,532,158,31,17722,..,244,1562,2575,2877,1563,671,315,133,9934,44170,..,..,..,..,..,..,..,..,44170,..,11559,..,..,..,..,..,..,..,11559,..,8676,4069,1033,570,235,36,3,0,14618,..,1137,846,350,373,645,697,400,210,4670,..,532,619,274,186,145,51,22,5,1833,..,642,1034,456,384,371,258,86,18,3267,..,514,1772,1734,2035,2533,2493,1840,708,13620,463,617,499,302,270,247,199,106,31,2740,44641,26194,27146,28999,26737,20270,13841,7136,1847,196802
LGA58820,..,0,0,4,9,9,11,0,0,28,..,6,9,12,22,40,51,42,20,201,13,4,5,3,3,4,4,5,0,45,338,177,169,227,254,302,258,132,40,1906,..,4,89,217,277,353,343,162,30,1478,..,18,96,91,78,61,27,12,0,381,..,0,19,39,44,24,10,4,8,147,647,..,..,..,..,..,..,..,..,647,..,147,..,..,..,..,..,..,..,147,..,160,46,11,13,3,0,0,0,233,..,6,7,0,7,14,15,12,5,62,..,13,12,7,0,4,3,0,0,29,..,5,12,8,8,21,22,4,0,84,..,9,25,30,67,97,105,68,34,438,12,19,5,7,8,9,10,5,0,76,658,372,311,420,498,582,539,270,78,3724
LGA58890,..,0,0,0,0,3,0,0,0,9,..,0,0,0,3,10,8,4,6,29,0,0,0,0,0,4,3,0,0,10,46,14,23,30,51,56,45,16,6,290,..,0,18,42,63,83,67,28,9,318,..,4,10,7,15,4,0,0,0,41,..,0,0,0,6,0,0,0,0,17,98,..,..,..,..,..,..,..,..,98,..,9,..,..,..,..,..,..,..,9,..,19,4,9,3,0,0,0,0,28,..,0,0,0,0,0,7,3,0,8,..,0,0,0,0,4,0,0,0,5,..,0,3,0,0,3,0,0,0,9,..,6,0,4,10,25,21,12,8,86,0,3,0,0,5,3,3,0,0,18,98,46,45,59,103,126,101,41,18,640
LGA59030,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,3,5,13,0,0,0,0,0,0,0,0,0,8,25,3,11,10,8,21,17,10,6,112,..,0,8,16,14,26,21,10,3,95,..,0,6,3,0,4,5,3,0,30,..,0,0,0,0,0,0,0,0,4,42,..,..,..,..,..,..,..,..,42,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,4,6,8,7,6,32,0,0,0,0,0,0,0,4,0,7,43,9,24,27,24,41,33,19,8,216
LGA59100,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,8,7,10,0,20,0,0,0,0,0,0,0,3,0,13,61,11,27,34,29,43,25,24,9,263,..,0,23,34,44,54,34,23,9,213,..,3,21,12,11,14,5,0,0,71,..,0,3,3,0,3,0,3,0,20,114,..,..,..,..,..,..,..,..,114,..,5,..,..,..,..,..,..,..,5,..,17,0,0,0,0,0,0,0,21,..,0,0,0,0,0,4,0,0,12,..,6,0,0,0,0,0,0,0,4,..,0,0,0,0,5,3,0,0,10,..,0,3,0,6,16,24,13,0,61,7,4,3,0,3,3,0,3,0,21,115,39,57,56,65,93,65,46,11,546
LGA59170,..,0,0,0,0,0,0,0,0,6,..,5,0,0,9,6,11,10,10,53,0,0,0,0,0,0,0,0,0,10,91,23,47,61,52,69,42,29,3,429,..,0,39,83,63,92,64,41,4,384,..,9,30,20,13,9,5,5,0,94,..,0,0,9,4,0,0,0,3,22,196,..,..,..,..,..,..,..,..,196,..,21,..,..,..,..,..,..,..,21,..,13,3,0,0,0,0,0,0,26,..,4,0,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,3,..,7,0,4,0,4,0,0,0,15,..,4,7,10,15,18,15,13,8,97,0,0,4,4,3,4,0,0,0,20,193,59,93,131,101,131,89,63,18,878
LGA59250,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,28,16,13,15,18,14,12,4,0,111,..,3,3,5,12,0,6,3,0,28,..,7,6,10,6,4,4,0,0,45,..,0,3,4,5,9,0,0,0,19,49,..,..,..,..,..,..,..,..,49,..,4,..,..,..,..,..,..,..,4,..,8,0,0,0,0,0,0,0,10,..,8,4,5,0,5,0,6,0,22,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,..,0,3,0,7,3,4,0,0,35,0,0,0,0,10,0,0,0,0,10,49,26,29,28,40,21,25,4,0,231
LGA59310,..,0,0,0,0,3,0,0,0,9,..,9,7,3,5,15,18,7,4,60,0,0,0,0,0,3,4,0,0,9,107,41,61,74,59,76,75,31,5,526,..,3,40,82,70,93,97,31,4,419,..,21,34,19,20,12,4,0,0,115,..,0,14,14,11,3,6,8,0,56,221,..,..,..,..,..,..,..,..,221,..,9,..,..,..,..,..,..,..,9,..,16,13,8,3,3,0,0,0,46,..,4,0,3,0,0,4,0,0,21,..,3,5,0,0,4,0,0,0,14,..,5,4,4,4,0,6,5,0,23,..,15,13,15,26,34,34,28,6,176,0,3,0,0,0,6,4,0,0,26,221,86,127,154,133,164,166,66,13,1129
