LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,0,0,0,0,3,0,4,13,33,42,69,53,66,44,27,9,350,6,6,11,9,3,8,6,0,46,43,53,85,63,72,54,38,13,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,60,52,72,45,30,8,342,0,3,4,5,8,10,5,4,49,29,56,64,58,84,54,33,9,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,0,0,0,0,3,0,4,12,57,92,136,109,135,90,58,16,692,10,10,19,12,14,21,11,4,96,71,106,152,121,154,111,65,17,803
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,12,0,0,0,7,0,3,0,0,12,33,44,32,34,17,18,5,0,181,16,32,30,22,7,8,0,0,114,54,73,59,57,30,22,8,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,17,22,14,10,4,0,100,5,8,16,12,0,6,0,0,38,20,31,34,31,12,16,6,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,14,0,3,0,7,0,3,0,0,14,52,62,53,54,33,23,8,0,283,24,39,40,29,15,10,0,0,156,72,108,95,88,42,39,13,0,452
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,14,4,0,26,0,4,0,4,4,14,4,0,26,45,72,77,72,95,86,37,6,485,7,10,6,14,8,9,5,0,52,57,86,79,82,106,104,45,11,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,67,77,64,83,78,27,9,452,4,0,7,4,8,8,0,0,31,43,64,82,64,92,91,33,9,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,23,4,0,34,0,4,0,4,4,23,4,0,34,89,136,150,131,176,162,67,21,939,9,13,12,15,18,13,3,0,86,98,149,166,149,201,191,75,20,1058
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,6,19,18,18,24,44,24,5,0,160,0,4,5,0,5,5,4,0,20,21,27,20,29,51,34,15,4,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,25,24,30,29,4,5,147,0,0,4,0,0,5,5,0,22,18,17,27,25,35,32,13,5,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,7,30,39,41,45,74,52,15,6,303,5,6,9,3,4,11,9,0,44,33,43,49,52,84,61,22,3,357
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,17,0,0,0,0,3,6,3,0,17,15,21,22,31,38,30,28,3,176,0,0,6,0,0,0,4,0,21,18,16,26,36,40,45,35,3,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,13,22,19,17,28,34,26,3,164,3,4,0,4,0,5,0,3,27,14,28,23,24,34,43,31,6,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,16,0,0,0,0,3,5,3,0,16,30,40,37,51,69,61,50,5,346,0,5,3,3,0,14,8,4,42,28,47,45,58,78,82,65,9,409
LGA59340,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,0,4,16,22,21,16,11,0,86,0,11,18,19,21,16,11,0,97,335,483,421,383,344,186,59,4,2214,80,100,94,101,81,50,16,0,527,418,600,536,507,452,256,80,7,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,0,0,0,21,0,5,3,8,9,0,0,0,21,373,577,468,422,363,137,42,9,2401,73,123,97,87,69,31,15,9,496,448,706,568,523,440,166,62,17,2921,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,11,0,3,19,27,30,18,11,0,106,0,14,21,30,30,18,11,0,119,708,1058,888,812,710,328,101,12,4613,153,230,187,191,150,76,27,8,1026,857,1302,1102,1030,889,418,136,25,5761
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,14,38,15,14,7,12,0,0,105,18,42,20,19,11,6,0,0,118,30,85,34,32,19,16,4,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,5,16,5,8,6,0,57,5,6,9,7,4,0,0,0,28,7,17,8,19,14,5,4,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,19,54,18,27,19,17,4,4,157,19,54,28,21,15,7,4,0,147,41,106,46,52,33,25,7,4,313
LGA59360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,4,26,0,0,0,3,9,6,3,4,26,33,81,76,98,106,66,24,5,488,11,33,33,35,29,12,3,0,158,45,117,111,137,143,77,29,9,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,24,51,49,77,62,39,16,7,328,0,12,11,7,3,8,0,3,50,24,66,55,93,73,52,21,9,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,3,4,31,0,0,0,6,8,6,3,4,31,55,136,122,175,169,105,42,13,821,11,52,37,48,34,18,8,7,206,65,187,169,222,215,127,50,21,1055
LGA59370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,21,52,23,16,129,0,4,4,10,21,52,23,16,128,107,104,135,158,257,277,150,28,1214,13,16,16,24,35,24,21,14,146,119,125,153,186,314,355,188,52,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,0,23,0,0,0,3,6,9,6,0,23,95,107,165,180,287,311,150,50,1336,10,17,10,12,23,14,32,3,111,102,121,176,197,311,331,179,54,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,30,55,28,18,148,0,4,9,14,30,55,28,18,154,200,213,296,337,542,584,297,76,2552,16,29,21,38,54,39,48,18,258,221,249,327,385,624,680,369,108,2964
LGA59499,0,6,6,0,0,0,0,0,13,0,0,0,0,3,0,0,0,5,4,19,33,38,36,39,12,0,185,5,27,39,40,37,39,12,0,201,320,573,617,526,442,303,73,10,2860,85,220,275,280,181,109,34,9,1194,414,822,926,842,667,444,118,14,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,24,4,0,3,4,6,7,0,0,31,313,528,479,346,352,230,25,12,2298,88,166,123,119,118,77,13,5,713,410,692,613,468,477,316,38,16,3030,0,6,6,0,0,0,0,0,16,0,0,0,0,3,0,0,0,5,8,21,36,42,43,45,13,0,212,8,24,42,42,46,45,13,0,229,636,1101,1094,873,795,526,101,14,5149,181,385,401,398,301,187,44,15,1902,820,1512,1543,1313,1144,758,155,30,7285
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,4,3,0,0,0,0,8,20,56,91,51,26,10,0,0,247,14,44,69,46,20,4,0,0,197,30,99,157,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,4,5,5,5,0,0,35,9,3,3,8,0,0,0,0,19,13,14,11,9,3,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,11,0,0,3,3,0,0,0,0,13,27,66,90,55,34,14,0,0,281,21,46,74,51,21,3,0,0,221,42,116,170,109,62,18,0,0,516
