LGA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA56930,..,0,5,30,77,88,72,38,15,314,..,4,17,3,6,8,5,0,0,36,..,0,0,0,0,3,0,0,0,7,97,..,..,..,..,..,..,..,..,97,..,68,..,..,..,..,..,..,..,68,..,19,19,0,4,0,0,0,0,37,..,0,0,0,0,0,3,0,0,8,..,0,5,0,0,0,0,0,0,5,..,4,4,0,0,0,0,0,0,12,..,0,0,5,6,8,4,4,5,38,0,5,3,5,0,0,0,0,0,22,99,97,54,43,94,99,79,46,17,631,..,0,7,39,91,92,55,28,10,327,..,3,12,9,6,5,3,0,0,38,..,0,4,3,12,0,7,0,4,40,118,..,..,..,..,..,..,..,..,118,..,106,..,..,..,..,..,..,..,106,..,14,3,3,0,0,0,0,0,28,..,0,0,0,0,0,0,4,0,8,..,3,6,0,0,0,0,0,0,12
LGA57000,..,0,4,11,15,17,11,10,0,64,..,0,3,3,5,4,0,4,0,21,..,0,0,0,0,0,0,0,0,3,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,9,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,7,3,0,3,8,0,0,23,0,0,5,0,0,3,0,0,0,8,31,16,14,21,24,32,20,10,0,167,..,0,5,13,20,13,15,0,0,62,..,0,7,3,4,6,3,0,0,18,..,0,0,3,0,0,0,0,0,4,32,..,..,..,..,..,..,..,..,32,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,3,0,..,0,0,0,0,0,0,0,0,0
LGA57080,..,15,707,878,418,464,458,252,51,3246,..,182,889,338,138,113,65,21,3,1739,..,0,4,22,47,29,12,5,0,122,897,..,..,..,..,..,..,..,..,897,..,169,..,..,..,..,..,..,..,169,..,89,84,21,22,0,0,0,0,212,..,72,86,19,4,8,10,0,0,195,..,44,79,24,0,3,3,0,0,153,..,391,720,160,46,36,18,14,0,1388,..,236,854,703,437,395,277,113,28,3043,15,54,65,38,28,20,12,3,0,233,910,1249,3488,2200,1138,1069,850,405,85,11396,..,44,958,809,432,490,400,174,15,3318,..,260,942,257,123,65,38,7,0,1704,..,0,24,113,146,69,33,13,5,407,859,..,..,..,..,..,..,..,..,859,..,179,..,..,..,..,..,..,..,179,..,55,56,27,18,7,0,0,0,159,..,115,76,14,14,22,29,10,3,291,..,44,59,18,4,0,3,0,0,129
LGA57140,..,0,10,23,28,48,50,25,7,188,..,4,15,7,3,7,3,0,0,42,..,0,0,3,0,4,3,0,0,12,90,..,..,..,..,..,..,..,..,90,..,10,..,..,..,..,..,..,..,10,..,20,3,11,4,0,0,0,0,39,..,0,0,0,0,0,0,6,0,9,..,0,0,0,0,0,0,0,0,4,..,4,0,5,0,0,0,0,0,5,..,4,0,0,6,25,17,14,4,81,0,3,5,0,8,0,3,0,0,15,90,50,35,42,54,84,80,45,12,484,..,0,18,26,34,52,48,22,3,189,..,8,14,4,6,12,0,0,0,47,..,0,5,8,7,6,4,3,0,30,73,..,..,..,..,..,..,..,..,73,..,3,..,..,..,..,..,..,..,3,..,6,5,4,0,0,0,0,0,15,..,4,0,0,0,0,0,0,5,7,..,0,0,0,0,0,0,0,0,4
LGA57210,..,4,64,104,176,229,228,106,20,927,..,11,53,42,45,38,28,3,4,231,..,0,0,4,10,8,8,0,0,38,427,..,..,..,..,..,..,..,..,427,..,77,..,..,..,..,..,..,..,77,..,97,34,15,3,4,0,0,0,153,..,6,4,8,0,0,4,4,6,27,..,3,0,5,5,6,0,0,0,24,..,3,8,14,12,22,9,5,0,67,..,10,11,24,42,72,87,34,12,298,6,11,5,4,13,11,7,4,0,63,430,233,181,210,316,381,372,162,39,2334,..,10,86,140,198,257,198,68,13,974,..,27,61,48,49,34,35,9,0,259,..,6,23,37,43,15,10,8,3,135,366,..,..,..,..,..,..,..,..,366,..,83,..,..,..,..,..,..,..,83,..,46,17,5,0,0,0,0,0,79,..,7,3,0,9,7,20,0,4,41,..,0,3,0,0,0,0,0,0,7
LGA57280,..,13,306,578,401,338,88,16,0,1732,..,93,397,278,153,100,21,5,0,1048,..,8,19,45,39,19,8,0,0,137,1683,..,..,..,..,..,..,..,..,1683,..,152,..,..,..,..,..,..,..,152,..,223,82,25,8,7,0,0,0,344,..,79,41,29,17,17,8,5,0,206,..,18,29,10,18,6,4,0,0,81,..,20,61,32,36,36,13,0,0,207,..,47,184,171,174,178,45,18,0,823,36,23,44,32,28,32,3,0,0,217,1719,683,1173,1208,870,732,190,47,6,6629,..,11,445,618,355,248,60,3,0,1754,..,136,499,242,144,64,14,0,0,1099,..,20,93,110,67,45,18,13,0,368,1673,..,..,..,..,..,..,..,..,1673,..,156,..,..,..,..,..,..,..,156,..,141,35,21,3,3,0,0,0,207,..,55,23,6,22,45,24,6,4,187,..,17,13,9,6,7,0,0,0,48
LGA57350,..,0,8,16,24,24,38,29,5,140,..,0,13,0,0,8,6,0,0,29,..,0,0,0,0,0,0,0,0,3,47,..,..,..,..,..,..,..,..,47,..,3,..,..,..,..,..,..,..,3,..,5,0,5,0,3,0,0,0,15,..,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,8,..,3,3,3,8,8,15,5,4,54,0,4,0,0,0,0,6,0,0,10,47,19,24,29,33,57,71,34,7,319,..,0,18,14,23,37,36,15,5,148,..,7,9,0,6,9,5,0,0,33,..,0,0,4,3,5,0,0,6,21,66,..,..,..,..,..,..,..,..,66,..,3,..,..,..,..,..,..,..,3,..,3,6,0,0,0,0,0,0,6,..,3,0,0,0,3,4,0,0,11,..,0,0,0,0,0,0,0,0,0
LGA57420,..,0,43,50,57,72,52,40,6,314,..,6,27,27,16,18,9,3,0,111,..,0,0,4,3,4,0,0,0,18,174,..,..,..,..,..,..,..,..,174,..,12,..,..,..,..,..,..,..,12,..,16,8,4,3,0,0,0,0,32,..,3,3,0,0,0,0,0,0,12,..,3,0,0,0,0,0,0,0,11,..,0,4,0,5,5,0,0,0,17,..,7,20,19,36,35,32,12,3,158,5,0,3,7,0,8,3,0,0,30,177,48,111,105,129,140,100,52,11,872,..,0,50,56,54,63,49,27,4,312,..,17,33,19,14,18,11,0,0,120,..,0,5,14,9,7,3,3,0,43,168,..,..,..,..,..,..,..,..,168,..,10,..,..,..,..,..,..,..,10,..,12,6,5,3,5,0,0,0,17,..,3,0,0,0,4,0,5,0,14,..,0,0,0,0,0,0,0,0,5
LGA57490,..,72,2171,4189,4612,4399,3158,1870,398,20867,..,630,2183,1303,962,616,243,91,9,6036,..,20,128,309,372,221,99,46,31,1229,14298,..,..,..,..,..,..,..,..,14298,..,3021,..,..,..,..,..,..,..,3021,..,2886,1286,410,271,108,22,0,0,4979,..,321,279,138,113,143,105,59,29,1175,..,181,198,100,71,48,19,10,0,635,..,275,409,157,165,179,117,44,12,1362,..,251,811,791,911,1034,813,531,213,5364,204,192,160,140,97,91,76,33,7,990,14500,7855,7625,7534,7576,6831,4658,2678,696,59961,..,160,3265,5179,5136,4325,3048,1379,204,22693,..,1005,2561,1419,1026,572,206,51,8,6852,..,173,1079,1567,1369,584,244,175,123,5325,13464,..,..,..,..,..,..,..,..,13464,..,3154,..,..,..,..,..,..,..,3154,..,2001,646,151,111,97,30,0,0,3038,..,323,143,59,116,245,253,143,97,1382,..,185,114,42,25,31,21,3,0,426
LGA57630,..,0,0,0,0,7,6,3,0,9,..,0,0,0,0,4,4,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,5,3,7,0,17,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,13,7,14,0,42,..,0,0,0,0,3,9,0,0,14,..,0,0,0,0,4,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA57700,..,38,771,1325,1121,1027,702,340,52,5375,..,131,542,346,242,171,61,8,0,1519,..,8,33,48,78,37,16,6,10,227,3956,..,..,..,..,..,..,..,..,3956,..,595,..,..,..,..,..,..,..,595,..,704,270,68,43,24,0,0,0,1120,..,73,60,30,24,26,42,12,11,278,..,42,46,25,22,11,3,3,0,156,..,35,48,31,38,32,24,7,0,212,..,36,160,148,134,120,100,61,17,777,38,53,35,30,22,15,18,6,0,215,3993,1718,1973,2052,1734,1457,960,454,93,14436,..,75,1172,1431,1199,1011,632,225,25,5772,..,208,674,366,264,132,41,3,0,1697,..,34,221,282,234,99,44,26,14,949,3715,..,..,..,..,..,..,..,..,3715,..,743,..,..,..,..,..,..,..,743,..,521,169,40,25,27,4,0,0,778,..,68,32,10,30,76,67,52,19,352,..,36,33,12,12,10,3,0,0,111
LGA57770,..,0,8,26,11,25,35,13,0,121,..,0,19,15,8,17,4,4,0,64,..,0,0,0,6,0,0,0,0,3,61,..,..,..,..,..,..,..,..,61,..,0,..,..,..,..,..,..,..,0,..,11,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,3,0,0,0,12,..,5,10,8,17,17,18,7,0,80,5,0,0,3,5,5,0,3,0,14,62,19,29,60,42,65,64,29,0,366,..,0,14,24,14,31,25,10,0,118,..,3,23,14,12,10,3,3,0,68,..,0,3,0,6,0,0,0,0,11,61,..,..,..,..,..,..,..,..,61,..,7,..,..,..,..,..,..,..,7,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,5
LGA57840,..,18,622,1559,1473,1410,1395,671,161,7314,..,136,749,340,230,169,128,31,6,1791,..,0,14,38,89,60,33,12,16,251,3028,..,..,..,..,..,..,..,..,3028,..,1107,..,..,..,..,..,..,..,1107,..,468,363,126,55,34,4,0,0,1048,..,226,131,26,22,28,13,20,9,458,..,69,89,13,14,13,4,0,0,204,..,448,500,98,47,41,48,22,9,1209,..,152,446,359,347,386,393,210,91,2390,22,59,79,32,39,25,28,10,5,298,3051,2683,2986,2593,2321,2163,2043,970,291,19094,..,26,934,1685,1623,1466,1241,475,85,7540,..,211,824,339,213,161,99,26,0,1877,..,5,78,252,336,222,84,55,40,1074,2752,..,..,..,..,..,..,..,..,2752,..,964,..,..,..,..,..,..,..,964,..,342,225,51,32,21,5,0,0,679,..,242,111,22,32,57,63,64,34,635,..,62,55,15,9,8,0,0,0,150
LGA57910,..,109,4540,9060,7780,6541,5562,3543,1085,38218,..,566,4018,2332,1217,815,427,135,31,9537,..,9,79,322,559,386,170,84,59,1667,18634,..,..,..,..,..,..,..,..,18634,..,5294,..,..,..,..,..,..,..,5294,..,2919,2066,770,492,287,40,0,0,6570,..,602,690,229,195,200,136,82,45,2173,..,317,543,163,85,67,19,12,4,1214,..,969,2176,655,388,306,218,79,16,4810,..,414,1944,2012,1900,2077,1810,1005,494,11656,198,213,359,244,191,114,90,50,23,1484,18831,11411,16397,15792,12820,10785,8480,4989,1753,101256,..,309,6499,9856,7825,6315,5218,2688,499,39203,..,988,4526,2180,1128,718,322,84,14,9957,..,95,725,1727,2158,1240,541,420,297,7200,17678,..,..,..,..,..,..,..,..,17678,..,5478,..,..,..,..,..,..,..,5478,..,2125,1364,346,274,181,43,4,0,4331,..,571,480,160,174,382,428,270,169,2629,..,264,387,74,47,36,14,0,0,831
LGA57980,..,8,223,648,601,508,508,280,73,2853,..,48,356,142,90,96,62,26,4,822,..,0,0,19,44,42,20,10,0,128,1278,..,..,..,..,..,..,..,..,1278,..,444,..,..,..,..,..,..,..,444,..,126,84,20,23,6,0,0,0,265,..,27,31,12,0,5,6,4,0,90,..,8,19,9,4,0,0,0,0,42,..,87,148,19,8,10,19,7,4,313,..,61,243,172,149,183,216,130,34,1187,15,22,22,9,11,10,11,5,0,106,1294,826,1134,1053,938,860,848,453,121,7534,..,5,328,747,623,505,455,221,33,2918,..,77,385,117,112,76,36,19,4,822,..,3,22,104,153,78,24,21,6,416,1297,..,..,..,..,..,..,..,..,1297,..,406,..,..,..,..,..,..,..,406,..,97,64,20,4,6,0,0,0,192,..,45,17,4,4,12,30,15,15,147,..,15,20,3,0,5,0,0,0,40
LGA58050,..,110,3270,6186,5385,4804,3351,1565,337,25008,..,590,2236,1434,990,635,257,72,3,6210,..,14,124,309,422,243,110,59,25,1311,16361,..,..,..,..,..,..,..,..,16361,..,3735,..,..,..,..,..,..,..,3735,..,3440,1772,578,278,101,24,0,0,6191,..,517,505,200,155,212,144,87,37,1852,..,235,329,151,102,54,47,16,7,927,..,278,617,321,221,224,133,40,11,1842,..,211,993,929,946,1053,790,409,141,5467,199,229,202,172,109,84,62,18,11,1072,16559,9353,10048,10271,8603,7403,4916,2251,572,69982,..,229,4996,6804,5646,4628,2754,1117,166,26343,..,952,2620,1453,1000,570,183,51,4,6834,..,173,1068,1529,1575,874,353,205,106,5887,15234,..,..,..,..,..,..,..,..,15234,..,3741,..,..,..,..,..,..,..,3741,..,2351,1032,223,149,105,27,0,0,3883,..,408,293,85,175,356,435,254,120,2127,..,211,187,77,62,39,23,10,3,605
LGA58190,..,0,5,4,18,16,6,3,0,54,..,0,10,0,0,7,0,0,0,15,..,0,0,0,0,0,0,0,0,4,31,..,..,..,..,..,..,..,..,31,..,7,..,..,..,..,..,..,..,7,..,6,7,0,0,0,0,0,0,17,..,0,3,0,0,0,0,0,0,8,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,6,0,4,7,4,9,3,0,34,0,0,0,0,0,0,0,0,0,5,32,25,24,8,25,34,14,12,0,175,..,0,9,13,14,12,7,5,0,55,..,0,3,7,7,0,0,0,0,16,..,0,0,5,0,0,0,0,0,8,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,4,0,0,9,..,0,0,0,0,0,0,0,0,6
LGA58260,..,0,13,14,16,16,17,15,0,91,..,0,9,9,7,5,3,0,0,31,..,0,0,4,0,0,0,0,0,3,42,..,..,..,..,..,..,..,..,42,..,5,..,..,..,..,..,..,..,5,..,8,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,4,3,9,17,14,4,0,51,4,0,0,0,0,0,0,0,0,5,45,18,21,36,36,31,39,20,3,242,..,0,12,15,18,12,21,5,0,90,..,3,7,10,6,0,0,0,0,32,..,0,4,3,3,5,0,0,0,16,43,..,..,..,..,..,..,..,..,43,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,3,..,0,0,0,0,0,0,0,0,0
LGA58330,..,0,25,76,141,225,228,116,16,823,..,11,24,33,39,35,18,7,0,164,..,0,0,3,7,5,7,0,0,36,292,..,..,..,..,..,..,..,..,292,..,62,..,..,..,..,..,..,..,62,..,72,35,21,13,5,0,0,0,147,..,13,0,0,0,9,9,0,0,33,..,4,7,0,5,3,5,4,0,23,..,0,8,4,13,21,21,6,0,62,..,7,14,18,27,64,84,33,13,267,3,6,10,8,6,14,9,3,0,68,298,179,128,169,249,377,384,168,34,1972,..,0,44,100,177,257,214,81,6,875,..,16,38,32,43,40,17,5,0,196,..,3,20,33,32,15,5,3,5,115,265,..,..,..,..,..,..,..,..,265,..,59,..,..,..,..,..,..,..,59,..,43,22,4,5,0,0,0,0,73,..,10,3,0,0,8,7,7,4,53,..,9,0,0,3,0,0,0,0,17
LGA58400,..,0,8,4,6,16,7,6,0,45,..,0,3,0,0,0,4,3,0,12,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,6,0,0,10,11,17,0,0,39,0,5,0,0,0,3,0,0,0,5,10,10,12,3,13,32,28,7,0,130,..,0,3,5,12,8,8,7,0,42,..,3,0,0,0,3,5,0,0,17,..,0,0,4,4,4,0,0,0,9,10,..,..,..,..,..,..,..,..,10,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0
LGA58470,..,0,0,8,4,5,0,0,0,16,..,0,0,0,5,5,0,0,0,9,..,0,0,0,0,5,5,0,0,4,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,4,0,0,0,5,0,0,0,15,..,0,0,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,3,..,0,0,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,23,5,4,8,15,21,11,0,0,85,..,0,0,4,0,4,0,0,0,15,..,0,6,3,0,6,0,0,0,12,..,0,0,0,0,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
LGA58510,..,32,907,1452,1014,838,660,281,112,5292,..,161,887,449,254,139,75,22,0,1990,..,0,11,39,77,60,24,9,3,233,2456,..,..,..,..,..,..,..,..,2456,..,533,..,..,..,..,..,..,..,533,..,310,241,78,49,26,4,0,0,714,..,163,129,31,25,32,17,11,6,414,..,98,130,51,20,10,7,3,0,313,..,458,685,183,120,85,50,13,5,1608,..,145,452,435,375,479,399,236,86,2604,29,56,55,42,21,26,12,5,3,259,2484,1967,3494,2766,1944,1705,1252,584,218,16411,..,60,1213,1532,1036,783,556,218,51,5449,..,260,942,418,231,126,50,10,0,2047,..,7,73,199,247,178,80,40,38,867,2397,..,..,..,..,..,..,..,..,2397,..,551,..,..,..,..,..,..,..,551,..,211,155,43,18,16,3,0,0,454,..,190,139,36,28,41,68,24,12,536,..,102,100,15,9,5,0,0,0,228
LGA58540,..,0,13,25,29,38,31,10,3,142,..,0,11,8,5,6,3,0,0,39,..,0,0,0,3,0,0,0,0,6,60,..,..,..,..,..,..,..,..,60,..,0,..,..,..,..,..,..,..,0,..,11,4,5,3,3,0,0,0,19,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,4,3,9,13,8,3,5,48,0,3,3,0,4,0,0,0,0,8,54,20,34,37,49,66,46,17,4,341,..,0,10,30,27,46,19,12,0,147,..,0,13,9,8,6,5,0,0,44,..,0,0,0,0,0,0,0,0,8,53,..,..,..,..,..,..,..,..,53,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
LGA58570,..,12,615,1409,1165,868,602,279,85,5044,..,145,1121,606,317,245,102,30,3,2570,..,0,10,31,88,52,17,10,16,226,2563,..,..,..,..,..,..,..,..,2563,..,587,..,..,..,..,..,..,..,587,..,275,169,62,61,43,8,0,0,626,..,69,90,33,20,29,17,10,8,268,..,37,119,23,12,13,5,0,0,211,..,401,781,198,72,76,37,12,3,1582,..,91,564,556,419,391,290,125,52,2484,34,49,87,51,30,26,11,8,4,309,2599,1671,3557,2970,2183,1745,1101,469,170,16466,..,29,853,1496,1162,842,525,186,33,5129,..,224,1196,476,277,173,58,9,0,2412,..,5,66,212,257,138,42,49,52,824,2428,..,..,..,..,..,..,..,..,2428,..,612,..,..,..,..,..,..,..,612,..,222,131,35,32,38,8,0,0,459,..,84,86,23,11,35,40,18,22,321,..,45,89,22,3,3,0,0,0,164
LGA58610,..,0,18,42,30,64,76,39,6,271,..,9,26,11,10,21,6,0,0,79,..,0,0,4,4,0,0,0,0,10,137,..,..,..,..,..,..,..,..,137,..,11,..,..,..,..,..,..,..,11,..,22,3,7,6,3,0,0,0,42,..,4,4,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,8,..,3,0,4,0,0,9,0,0,27,..,3,9,10,25,23,25,20,3,131,0,0,0,4,3,8,7,4,0,26,137,57,70,85,81,114,119,69,14,748,..,0,21,48,43,67,73,23,0,275,..,11,28,16,16,7,3,0,0,78,..,0,7,9,11,4,3,4,4,55,111,..,..,..,..,..,..,..,..,111,..,23,..,..,..,..,..,..,..,23,..,10,0,3,7,0,0,0,0,20,..,4,0,0,0,5,0,9,0,14,..,0,0,0,0,0,0,0,0,0
LGA58680,..,0,3,13,24,19,20,10,4,106,..,0,5,3,3,6,0,0,0,14,..,0,0,0,0,0,0,0,0,5,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,10,5,0,3,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,5,0,5,..,4,0,3,6,9,7,0,0,27,0,4,0,3,0,0,0,0,0,6,27,18,19,24,37,38,35,22,3,222,..,0,7,14,25,20,18,16,0,97,..,4,5,5,5,3,0,0,0,21,..,0,0,0,3,0,0,0,0,4,38,..,..,..,..,..,..,..,..,38,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA58760,..,128,3838,8524,8413,6738,4742,2422,498,35291,..,709,3197,1978,1340,786,287,91,18,8408,..,17,145,401,649,377,165,56,14,1822,22656,..,..,..,..,..,..,..,..,22656,..,5643,..,..,..,..,..,..,..,5643,..,5002,2571,729,384,127,22,0,0,8836,..,622,540,221,194,203,186,97,48,2100,..,282,404,176,134,84,35,13,0,1126,..,356,662,299,229,188,146,52,11,1948,..,280,1017,1116,1218,1102,840,519,189,6280,228,272,269,180,149,99,77,42,12,1323,22888,13310,12648,13627,12707,9697,6490,3286,782,95438,..,279,5948,9750,8899,6337,4159,1788,218,37370,..,1155,3761,2027,1391,664,242,69,14,9313,..,227,1420,2170,2230,1185,507,253,116,8112,21512,..,..,..,..,..,..,..,..,21512,..,5915,..,..,..,..,..,..,..,5915,..,3675,1495,299,188,109,14,3,0,5787,..,519,307,132,183,449,513,305,164,2568,..,250,217,96,56,61,20,7,6,708
