LGA_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
LGA54280,10,101,96,57,32,5,3,0,317,4,20,20,21,15,8,0,0,90,57,272,236,146,98,46,10,3,863,14,99,159,118,115,47,8,0,559,296,911,831,751,583,261,77,8,3714,105,38,18,14,9,8,0,0,190,14,22,27,30,23,10,4,0,138,415,972,884,800,612,276,79,9,4042,5,10,9,9,10,6,4,0,48,223,313,283,250,241,157,76,15,1559,726,1784,1694,1397,1114,553,179,29,7477,11,101,108,50,31,8,3,0,306,4,57,62,47,39,6,3,0,222,112,443,375,215,131,43,18,0,1340,37,186,214,199,147,50,14,3,848,229,438,353,263,167,40,10,3,1509,123,65,43,31,13,0,0,0,282,17,43,34,54,39,25,6,0,208,368,547,432,348,224,71,12,3,2001,3,19,9,14,11,4,4,0,67,185,259,220,205,202,141,52,59,1311,727,1615,1419,1071,775,324,106,64,6097,22,207
LGA54310,0,55,76,31,15,5,0,0,183,0,15,31,26,12,4,0,0,89,14,184,201,140,60,9,0,0,616,0,76,207,154,94,20,0,0,557,195,819,867,614,360,90,22,0,2966,73,26,20,7,11,0,0,0,142,5,11,25,23,10,7,0,0,84,271,859,912,645,376,94,24,0,3191,4,13,14,13,5,6,0,0,47,245,444,480,325,224,77,19,0,1818,538,1650,1921,1338,797,221,38,0,6501,0,89,83,54,6,3,0,0,234,9,64,71,46,20,4,0,0,211,60,415,400,200,71,20,4,0,1165,38,181,203,166,88,22,6,0,692,126,341,325,214,78,9,4,0,1106,65,55,40,30,18,5,0,0,219,6,22,32,36,25,4,0,0,127,201,415,395,281,126,23,4,0,1447,0,9,13,15,3,0,0,0,36,175,344,305,216,142,44,17,7,1242,479,1523,1468,963,460,114,27,7,5032,5,146
LGA54340,0,0,0,0,3,0,0,0,10,0,4,4,0,0,0,0,0,11,0,13,16,11,17,10,4,0,71,0,9,12,19,14,13,3,0,60,48,80,62,54,60,37,19,3,349,11,8,7,3,7,0,3,0,34,4,4,6,5,0,4,0,0,27,57,92,70,63,63,35,24,3,416,0,3,0,0,0,0,0,0,10,39,38,42,32,32,24,17,8,224,99,154,144,123,128,84,47,14,803,0,6,3,5,0,0,0,0,18,0,3,7,5,3,0,0,0,25,13,33,36,22,22,15,3,0,144,7,18,8,24,22,10,10,3,95,44,51,40,22,18,12,3,0,180,12,11,7,8,6,0,0,0,43,7,11,7,3,5,0,0,0,33,61,66,53,34,31,16,4,0,256,0,0,0,0,0,5,4,0,8,35,30,29,20,34,28,26,17,209,119,156,139,107,108,68,42,21,757,0,13
LGA54410,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,14,0,5,4,4,7,4,0,0,23,6,17,17,17,22,14,8,0,103,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,11,17,17,17,30,18,8,0,105,0,0,0,0,0,0,0,0,0,10,10,12,9,20,9,10,4,80,21,31,33,34,57,32,17,3,229,0,5,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,14,14,11,8,4,5,0,53,0,0,0,8,5,8,0,0,25,15,4,8,6,13,0,5,0,54,0,0,0,0,0,0,0,0,7,0,0,5,3,3,3,0,0,15,12,3,12,12,17,6,6,0,72,0,0,0,0,0,0,5,0,8,11,4,4,10,13,10,15,11,81,29,29,36,46,41,30,27,8,246,0,6
LGA54480,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,17,0,0,4,0,4,0,0,0,11,7,12,5,11,9,0,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,8,11,9,11,9,6,0,0,52,0,0,0,0,0,0,0,0,0,0,6,7,4,4,5,0,0,29,12,19,24,24,13,14,0,0,109,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,13,11,7,0,0,0,0,30,3,0,0,4,4,0,0,0,13,0,4,7,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,7,4,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,3,4,7,0,3,5,0,20,7,17,26,19,7,6,8,0,94,0,0
LGA54550,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,0,0,6,3,8,21,14,9,8,0,0,62,0,4,16,10,3,10,4,0,48,14,31,37,20,26,11,8,0,142,5,5,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,8,18,34,38,22,25,16,11,0,165,0,0,0,3,5,0,0,0,7,5,9,10,13,25,12,16,3,97,32,53,89,60,68,47,33,7,392,0,0,3,0,0,0,0,0,8,0,0,5,0,0,5,0,0,13,8,31,39,22,18,7,6,3,138,0,8,17,7,16,12,7,0,65,15,15,11,20,9,8,3,0,72,4,0,3,5,0,5,0,0,15,0,0,3,3,0,3,0,0,11,18,15,21,23,9,9,3,0,106,0,0,0,0,0,5,5,7,7,0,7,6,13,19,14,22,15,99,31,72,82,71,66,50,29,23,428,0,0
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,0,0,13,0,0,4,0,0,0,0,0,12,5,12,22,12,11,6,4,0,66,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,9,10,16,20,12,11,6,4,0,77,0,0,0,0,0,0,0,0,0,4,6,12,4,10,11,4,3,55,16,32,40,18,27,21,8,3,157,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,5,4,11,6,8,5,7,0,0,45,0,6,6,4,8,9,0,0,30,3,8,8,5,7,5,0,0,36,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,8,8,13,6,7,4,0,0,49,0,0,0,0,0,0,0,0,0,5,5,7,7,7,5,6,3,45,12,29,45,33,32,21,10,3,178,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,5,3,8,8,9,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,8,9,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,17,5,11,7,18,8,10,10,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,12,0,0,0,4,0,0,0,0,9,0,6,4,0,3,0,0,0,17,0,0,0,5,5,0,0,0,9,0,0,0,0,0,0,0,0,4,0,5,4,4,8,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,4,12,13,16,12,4,0,0,64,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,9,0,0,0,0,21,0,0,4,6,4,5,0,0,16,9,8,13,14,5,10,0,0,62,3,3,0,0,0,0,0,0,11,0,0,3,0,4,0,0,0,8,8,13,12,13,9,9,0,0,80,0,0,0,0,0,0,0,0,0,5,7,6,12,6,3,0,0,40,14,25,36,30,24,20,7,5,154,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,0,7,0,12,15,12,6,3,0,0,54,0,7,8,5,8,0,0,0,24,0,5,3,7,3,0,0,0,28,4,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,6,3,9,3,9,5,3,0,0,42,0,0,0,0,0,0,0,0,0,4,8,9,7,3,6,3,0,40,4,33,45,37,30,14,6,0,170,0,0
LGA54830,8,98,261,70,45,29,6,0,511,6,29,46,28,23,13,4,0,144,99,447,659,316,130,66,22,4,1737,67,301,350,297,148,78,32,8,1279,450,1165,1053,824,615,359,155,47,4665,170,91,40,23,17,10,5,0,352,18,34,53,49,32,22,17,0,216,635,1294,1142,892,653,392,168,49,5230,9,24,49,34,14,7,4,0,134,189,307,297,226,148,119,43,24,1359,1007,2503,2797,1860,1162,699,277,87,10393,4,205,260,101,41,13,3,0,627,20,113,123,80,49,17,4,0,398,141,870,868,409,182,114,39,0,2627,126,427,501,339,207,108,30,9,1755,455,827,638,437,304,109,21,4,2787,160,120,70,55,48,18,4,0,474,31,59,72,121,60,48,14,3,411,641,1007,779,614,418,176,35,8,3671,9,23,27,20,22,18,10,0,136,169,233,234,182,157,128,81,29,1215,1113,2874,2795,1736,1066,573,208,57,10426,14,302
LGA54900,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,7,4,0,0,0,26,0,0,8,3,5,0,0,0,22,14,35,24,22,19,10,10,0,134,4,6,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,6,20,31,31,26,21,7,9,0,145,0,0,0,0,0,0,0,0,0,9,4,12,10,19,9,0,0,57,29,44,52,51,46,20,8,0,258,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,3,25,30,18,9,4,0,0,92,5,12,4,11,9,8,3,0,51,10,15,14,7,3,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,16,10,17,16,8,9,8,0,0,69,0,0,0,0,0,0,0,0,0,9,0,3,5,9,5,4,0,44,25,55,64,45,38,24,11,5,259,0,0
LGA54970,0,0,4,5,0,0,0,0,5,0,3,0,0,0,0,0,0,4,3,15,7,9,4,0,0,0,35,0,5,9,10,3,0,0,0,36,7,36,29,14,28,10,0,0,125,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,12,39,33,22,27,10,0,0,139,0,0,0,0,0,0,0,0,0,36,99,82,80,56,10,0,0,367,46,163,133,121,90,25,6,0,590,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,6,0,8,7,3,7,0,0,0,28,0,4,9,0,8,0,0,0,17,6,13,5,0,10,0,0,0,38,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,7,6,17,7,5,16,0,0,0,49,0,0,0,0,0,0,0,0,0,12,34,20,15,18,0,0,0,101,25,68,32,22,47,3,0,0,197,0,0
LGA55040,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,8,4,8,3,0,0,0,34,4,14,11,3,6,3,0,0,33,15,48,42,30,24,13,0,0,173,8,3,4,0,0,0,0,0,18,0,0,0,0,3,0,0,0,4,22,52,45,29,28,13,0,0,190,0,0,0,4,0,0,0,0,4,53,112,74,48,37,10,7,0,351,79,193,136,95,72,31,8,0,623,0,5,6,0,0,0,0,0,8,0,4,0,0,0,0,0,0,12,0,13,7,4,0,4,0,0,32,3,9,10,13,4,0,6,0,49,12,17,15,10,5,0,0,0,53,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,14,16,12,8,11,0,0,0,67,0,0,0,0,0,0,0,0,0,25,29,25,22,16,4,4,0,132,42,79,63,54,36,6,3,0,284,0,9
LGA55110,10,47,139,143,152,129,50,3,682,3,24,45,65,78,75,30,8,322,107,347,431,423,409,442,187,42,2384,98,259,423,490,571,548,325,59,2767,738,1659,1620,1783,1907,1741,986,221,10658,268,94,45,33,37,29,15,4,525,31,45,54,67,80,107,83,26,496,1037,1795,1725,1884,2025,1873,1084,249,11680,12,18,35,27,34,65,46,21,263,316,414,491,514,451,425,383,220,3209,1580,2909,3285,3556,3711,3555,2104,598,21304,5,119,176,159,133,61,22,5,678,17,108,154,193,162,124,32,8,808,200,838,988,840,624,490,209,44,4234,181,551,717,803,868,632,248,69,4065,762,1208,1126,1128,966,537,178,26,5930,249,147,123,97,104,94,31,5,861,74,99,143,170,211,187,107,24,1017,1087,1451,1393,1390,1282,814,316,63,7805,21,26,39,44,74,76,66,15,359,314,328,360,387,438,582,630,442,3483,1823,3430,3832,3820,3579,2782,1524,648,21433,18,161
LGA55180,0,3,13,14,6,5,9,0,44,0,3,9,7,9,8,0,0,27,3,43,37,31,54,40,25,3,247,0,19,23,33,55,32,12,3,187,80,146,129,181,189,136,62,12,942,30,18,3,3,5,3,0,0,61,3,6,3,12,23,14,7,3,69,118,177,135,194,221,147,64,17,1073,0,6,0,6,4,6,5,0,29,47,45,44,74,62,65,47,17,397,169,287,259,369,414,307,153,46,2008,0,17,16,23,9,12,0,0,78,0,11,15,15,13,10,0,0,68,14,76,87,68,84,64,23,4,428,14,41,52,56,66,53,20,8,302,52,102,109,103,96,56,7,0,527,46,23,15,17,10,5,4,0,115,5,10,7,21,27,10,6,0,86,104,127,129,139,143,76,17,0,733,0,0,5,4,4,3,0,0,15,49,37,52,75,82,68,58,23,436,182,310,348,385,405,288,120,31,2069,0,19
LGA55250,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,16,3,0,0,0,0,0,28,0,6,3,5,4,4,0,0,27,15,39,21,12,25,6,0,0,115,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,5,13,41,29,17,25,8,0,0,127,0,0,0,0,0,0,0,0,0,37,58,33,29,24,10,5,0,195,53,126,70,54,57,18,10,0,389,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,22,4,4,8,0,0,0,38,0,4,0,0,9,0,0,0,20,0,3,8,3,3,0,0,0,25,5,4,5,0,0,0,0,0,6,4,0,0,0,0,0,0,0,7,7,11,9,5,3,0,0,0,45,0,0,0,0,0,0,0,0,0,22,28,15,24,18,9,3,0,114,28,74,34,37,38,16,0,0,226,0,4
LGA55320,59,542,935,927,702,574,221,49,4002,3,160,236,262,275,189,59,15,1194,645,1943,2228,1880,1439,1190,540,147,10014,179,403,608,771,683,713,369,130,3856,549,985,993,1107,1228,976,567,219,6614,198,44,44,32,23,33,10,8,394,38,35,64,91,107,107,64,23,532,792,1067,1100,1229,1358,1114,639,240,7540,24,39,45,61,65,60,64,25,381,216,310,348,347,331,297,220,170,2244,1915,4460,5500,5479,4853,4129,2116,777,29236,54,733,1071,795,522,268,81,12,3544,22,323,457,495,399,273,77,15,2061,856,2539,2988,2370,1558,1131,458,136,12029,213,431,761,964,1043,841,409,169,4821,532,480,536,643,568,336,132,45,3259,201,62,75,70,83,68,25,11,588,45,43,95,199,257,220,116,67,1042,771,578,703,917,906,624,272,118,4888,24,23,51,61,69,104,82,27,446,244,266,265,294,326,403,374,379,2551,2190,4897,6293,5893,4824,3638,1749,855,30344,113,1276
LGA55390,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,16,0,3,3,3,3,4,0,0,17,4,26,23,21,5,6,0,0,82,6,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,32,21,21,9,6,0,0,102,0,0,0,0,0,0,0,0,0,19,40,37,19,11,14,4,0,142,38,83,72,45,25,18,5,0,280,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,10,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,4,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,11,5,0,5,4,0,0,0,27,13,8,3,9,20,5,0,0,58,0,4
LGA55460,0,7,3,9,5,5,0,0,31,0,5,0,5,0,0,0,0,8,4,13,17,15,15,5,0,0,64,0,8,16,9,7,6,0,0,43,34,70,56,51,63,36,17,3,324,8,6,5,0,0,0,0,0,19,0,0,0,6,7,6,0,0,13,42,78,56,59,66,42,17,3,361,0,0,0,0,0,0,0,0,4,26,36,36,26,26,27,20,6,206,72,133,124,120,126,90,39,13,722,0,6,6,3,0,0,0,0,17,0,9,4,7,0,3,0,0,18,8,35,32,27,16,5,4,0,132,4,11,8,12,18,8,8,4,80,22,28,30,17,23,10,0,0,132,8,10,11,6,4,0,0,0,40,0,5,7,4,7,3,0,0,31,41,41,43,29,35,13,0,0,204,0,0,0,0,0,6,0,0,11,22,27,33,23,23,36,20,8,190,74,126,132,105,103,73,30,11,650,0,16
LGA55530,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,3,4,12,8,4,4,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,12,9,3,4,9,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,4,10,9,8,3,38,5,8,15,12,23,19,8,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,12,3,0,3,0,0,23,0,6,0,4,0,0,0,0,9,3,0,6,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,8,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,4,0,32,8,14,19,12,14,9,10,0,90,0,0
LGA55600,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,6,12,14,7,4,4,0,50,0,0,6,5,3,6,3,0,28,20,39,33,40,39,31,5,0,217,4,0,0,4,0,0,0,0,6,0,0,0,5,0,0,0,0,11,23,43,34,45,44,33,5,0,233,0,0,0,0,0,0,0,0,7,26,26,16,22,29,15,17,0,142,46,81,73,91,78,58,31,3,464,0,3,5,3,3,0,0,0,14,0,9,5,3,6,0,0,0,14,4,21,27,22,16,12,0,3,116,0,6,10,7,19,5,7,0,54,12,23,18,24,18,18,0,0,112,6,4,7,4,4,0,0,0,22,0,0,0,3,4,6,0,0,16,18,29,26,29,22,19,0,0,144,0,0,0,0,0,0,0,0,9,16,15,20,26,19,35,15,13,153,41,81,84,97,88,77,28,17,500,0,3
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,8,0,0,0,0,7,0,0,0,8,0,11,7,15,8,8,3,0,52,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,11,8,14,10,16,3,0,64,0,0,0,0,0,0,0,0,0,13,7,3,4,6,10,5,3,51,19,20,19,26,17,25,10,3,138,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,12,0,3,7,4,6,9,0,0,24,0,5,0,3,5,0,0,0,18,0,7,7,3,8,3,0,0,35,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,10,9,11,0,0,0,39,0,0,0,0,0,0,0,0,0,11,3,5,3,5,18,9,3,71,19,30,22,20,27,32,15,3,165,0,0
LGA55740,11,69,116,129,103,62,23,9,518,0,9,30,26,19,18,6,0,113,63,189,205,223,180,150,70,11,1098,18,37,51,59,39,58,36,5,297,37,51,47,54,58,55,33,18,348,4,0,6,0,0,0,0,0,12,0,0,0,4,3,8,6,0,26,37,57,54,62,60,64,41,12,388,4,3,0,5,4,8,4,0,36,22,44,45,44,46,33,32,10,270,161,412,503,543,457,390,203,52,2725,4,88,135,121,77,45,15,3,489,0,33,48,41,43,31,16,4,212,74,241,257,261,170,116,67,15,1204,18,37,40,79,81,66,43,8,370,35,38,29,40,34,20,10,4,202,11,3,0,0,0,5,5,0,32,5,3,3,11,9,19,9,0,69,49,38,37,55,41,48,24,6,300,0,3,5,7,9,9,8,3,38,28,31,23,29,36,46,39,38,271,178,470,540,593,459,359,208,80,2881,16,160
LGA55810,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,4,3,0,0,0,0,9,3,10,3,5,15,3,6,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,3,9,15,8,6,0,58,0,0,0,0,0,0,0,0,0,16,26,26,40,21,20,9,0,146,22,34,36,53,39,24,13,3,223,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,19,0,0,3,0,4,4,0,0,11,0,0,8,0,0,4,0,0,21,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,5,10,0,4,7,0,0,25,0,0,0,0,0,0,0,0,0,15,16,31,21,20,10,0,0,115,19,20,49,29,40,22,0,0,179,0,0
LGA55880,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,9,0,6,10,7,3,9,0,0,35,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,4,8,6,10,6,9,0,0,44,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,4,25,3,10,16,23,17,7,3,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,6,8,3,0,0,0,0,23,0,0,4,4,3,0,0,0,15,3,6,6,3,8,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,6,6,9,8,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,4,4,4,0,0,0,19,8,15,18,16,20,4,4,0,91,0,0
LGA55950,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,6,3,0,3,0,0,10,0,0,0,3,0,0,0,0,8,4,13,8,13,4,5,0,5,56,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,13,8,8,11,5,0,5,59,0,0,0,0,0,0,0,0,0,5,3,0,6,3,0,6,0,26,13,19,18,21,16,8,6,3,108,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,7,8,6,5,0,4,0,25,0,0,0,3,10,0,0,0,17,5,9,4,3,0,0,0,0,19,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,9,4,9,7,0,0,0,32,0,0,0,0,0,0,0,0,0,5,6,8,0,0,4,7,0,27,6,26,20,17,20,13,8,0,107,0,0
