LGA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
LGA57350,81,53,32,0,44,50,18,15,53,9,44,342,36,631,0,0,0,0,0,0,0,0,0,0,0,12,0,18,14,4,3,0,0,5,0,6,8,3,0,17,0,37,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,9,14,7,3,0,9,11,6,10,11,3,6,53,0,91,4,0,0,0,0,7,0,0,3,0,0,0,236,239,102,61,39,4,54,59,25,23,65,10,49,393,271,961,18,25,14,0
LGA57420,146,120,44,8,62,67,15,41,124,8,97,948,51,1469,5,6,0,0,3,4,0,0,8,0,4,52,0,77,16,11,9,0,8,9,0,3,16,0,16,69,3,120,4,0,0,0,0,0,0,0,0,0,3,18,0,26,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,0,0,32,3,42,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,20,0,21,4,5,0,0,5,0,0,3,3,0,4,54,0,76,34,24,17,0,16,21,4,9,28,3,29,267,14,399,5,5,3,0,0,3,0,3,6,0,4,16,183,215,190,144,63,11,81,90,16,56,162,10,128,1232,239,2085,71,85,22,0
LGA57490,6668,8640,2182,310,3404,2609,629,1491,10235,606,7345,54241,3578,86720,498,600,173,19,341,232,55,121,511,57,441,4666,279,7043,3235,1523,1020,205,1536,1383,287,771,1968,326,2002,10419,747,19995,315,144,123,33,168,159,26,95,165,33,224,1287,47,2225,213,49,74,17,192,101,25,41,117,34,161,973,55,1656,18,17,8,3,26,15,0,3,13,5,20,251,17,359,128,157,35,4,168,45,22,16,98,13,179,2409,93,3160,19,9,5,0,17,8,0,5,19,0,38,478,3,571,80,36,22,12,107,70,13,14,47,13,67,978,33,1304,96,80,44,5,66,47,11,21,133,6,117,730,25,1141,229,213,82,9,197,84,15,30,239,15,289,2665,111,3787,4827,2826,1587,307,2827,2155,448,1121,3314,498,3529,24858,1411,41245,163,72,45,18,90,65,23,39,82,27,56,369,6957,7710,11659,11544,3820,639,6319,4832,1099,2650,13629,1126,10927,79465,11949,135678,3820,5459,1163,14
LGA57630,11,0,0,0,8,8,0,0,4,0,0,29,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,3,37,37,12,5,0,0,9,10,0,5,4,0,0,43,38,109,5,0,0,0
LGA57700,1223,2088,423,47,733,523,112,254,2161,125,1561,14960,1162,22665,86,85,32,0,59,29,7,24,83,15,74,789,55,1206,503,237,173,50,244,224,44,133,323,46,306,1489,119,2992,69,36,34,5,41,33,6,17,36,8,64,258,22,486,29,9,10,5,23,17,0,7,18,8,17,110,5,208,9,3,0,0,0,5,0,3,4,0,6,72,13,109,24,35,10,0,50,11,0,4,16,0,42,539,16,706,0,0,0,0,0,0,0,0,4,0,0,83,4,96,18,16,5,0,53,12,6,0,12,4,34,730,16,878,17,11,6,0,9,4,0,3,17,4,8,145,7,223,54,63,14,3,44,22,0,0,47,5,68,869,47,1174,803,499,275,60,540,364,65,193,566,93,622,5092,309,8070,32,15,10,3,12,13,0,9,16,6,11,140,1219,1437,2053,2599,709,113,1285,897,185,449,2742,218,2190,20192,2691,32173,863,1417,293,4
LGA57770,53,52,29,0,40,32,0,10,63,5,31,412,30,641,4,0,0,0,0,0,0,0,0,0,3,18,0,28,13,7,7,0,4,4,0,0,4,3,9,38,5,71,0,0,0,0,0,0,0,0,0,0,3,18,0,28,0,0,0,0,0,0,0,0,0,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,29,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0,31,0,0,0,0,0,0,0,0,0,0,0,10,0,10,15,11,12,0,9,3,0,0,5,4,17,159,10,215,0,0,0,0,0,0,0,0,0,0,0,9,154,174,68,59,32,0,46,41,0,15,66,8,46,583,198,1031,27,31,16,0
LGA57840,1934,2163,856,223,778,959,169,358,2536,212,2058,16946,914,26234,75,65,34,7,35,46,3,6,62,13,72,562,25,853,439,251,171,53,157,238,36,92,274,44,310,1768,112,3228,80,39,42,9,33,57,4,14,56,11,72,582,17,883,89,25,46,18,76,60,13,18,64,14,78,593,30,933,51,30,7,11,33,32,12,8,45,3,54,515,18,708,157,150,74,27,207,123,27,24,127,24,230,2300,68,3213,41,29,28,10,49,24,6,3,38,7,74,1258,21,1514,50,46,17,11,73,49,3,7,44,10,75,1261,32,1565,43,44,15,4,13,16,3,4,50,5,47,623,16,837,80,90,29,7,47,33,9,15,84,5,116,925,34,1322,1098,776,468,154,723,675,113,196,859,136,1130,10391,369,15053,29,16,15,28,19,16,6,6,25,10,34,123,1873,2116,3066,2955,1339,407,1516,1651,284,560,3416,357,3220,27459,3156,43405,1016,1768,452,5
LGA57910,9289,11090,3686,956,4146,4372,878,1942,13086,962,10471,85207,4455,130595,367,416,162,25,187,186,24,84,417,38,346,3094,150,4794,1947,1148,729,262,774,901,176,454,1490,209,1429,8197,437,14601,462,257,192,73,184,230,44,75,335,54,432,3662,153,5362,1933,437,603,383,1199,974,199,292,813,284,1116,6116,379,11226,238,155,62,23,257,124,39,34,205,32,303,3029,144,4165,643,550,261,93,901,427,100,97,482,107,1002,9471,381,13140,132,115,83,12,240,99,23,15,127,27,308,4696,77,5692,358,253,106,49,514,217,61,58,205,40,413,10626,192,12383,191,211,83,12,97,74,16,36,274,21,263,3432,110,4471,455,490,204,50,393,253,53,76,543,53,578,6685,259,9224,6730,4039,2489,991,4745,3488,752,1218,4906,859,6184,59017,2278,85061,249,96,86,50,123,141,43,66,124,49,110,788,9284,10714,16267,15225,6266,1999,9016,8003,1662,3225,18123,1865,16760,145008,16023,226369,4748,8557,2042,29
LGA57980,780,909,363,99,289,357,55,157,1094,81,862,6587,352,10423,39,17,17,0,16,7,4,0,30,9,22,179,14,307,192,104,85,21,49,110,10,39,152,31,164,995,51,1692,28,26,21,0,12,14,6,9,26,4,33,425,20,566,42,14,20,11,17,26,0,4,36,4,34,294,20,447,8,3,5,3,5,3,0,0,13,3,10,169,10,216,33,57,20,5,39,22,8,3,51,0,47,619,18,850,10,10,7,4,14,6,0,3,20,0,27,582,9,672,17,10,0,3,19,9,3,5,12,0,26,327,3,410,21,21,16,4,5,6,0,5,31,3,29,362,3,478,33,21,19,6,8,7,4,4,33,3,30,306,7,443,437,286,207,51,179,220,30,76,391,55,429,4255,146,6076,14,4,8,4,3,3,0,4,5,0,12,48,685,767,1232,1196,579,158,480,580,92,236,1495,139,1297,10895,1183,17267,437,704,223,4
LGA58050,5945,9180,1921,356,3574,2552,615,1308,10146,595,7342,61153,4078,94489,391,525,136,18,320,207,47,102,442,41,392,3780,228,5821,1716,935,568,155,943,786,149,436,1098,178,1078,5279,364,10456,244,129,89,32,137,130,20,53,143,33,186,1192,65,2008,479,110,140,94,356,283,77,79,245,74,338,1861,104,3318,87,93,33,0,140,51,27,8,93,18,164,1669,113,2281,443,470,162,51,749,214,75,60,260,65,713,7899,312,10576,32,23,14,0,61,10,5,3,36,7,76,1175,37,1437,295,215,77,16,581,199,55,46,146,30,339,6489,213,8129,110,85,47,8,74,41,9,18,121,14,118,731,39,1197,273,313,110,9,338,147,32,50,289,28,408,4396,152,6040,4075,2896,1366,388,3701,2068,505,864,2873,482,3819,34480,1628,51263,135,58,37,24,84,73,14,38,85,26,62,481,6386,7225,10155,12136,3321,767,7358,4693,1135,2207,13102,1106,11228,96117,12094,152974,3894,6458,1270,17
LGA58190,27,25,8,8,16,20,4,4,22,3,26,182,9,288,0,5,0,0,0,0,0,0,0,0,0,3,0,9,3,5,0,0,4,0,0,0,0,0,6,9,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,7,8,0,0,6,0,0,0,3,0,4,27,0,40,0,0,0,0,0,0,0,0,0,0,0,5,50,60,32,33,9,8,21,27,4,4,28,5,28,210,57,386,13,14,3,0
LGA58260,50,38,17,6,23,23,5,12,39,4,23,249,19,409,0,0,0,0,0,0,0,0,0,0,0,14,0,19,9,0,5,0,0,0,0,0,4,0,0,18,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,9,11,3,5,0,5,0,0,0,6,0,4,45,0,71,0,0,0,0,0,0,0,0,0,0,0,0,89,91,59,42,22,3,22,26,6,18,40,3,29,294,107,575,13,15,9,0
LGA58330,353,269,122,9,159,175,35,82,344,37,269,1749,123,3051,22,10,12,0,10,12,0,3,10,0,20,90,5,156,114,42,39,5,51,45,12,25,48,9,64,245,25,538,14,7,4,0,3,12,0,3,4,0,13,55,4,100,15,5,6,0,3,7,0,4,0,0,3,23,0,48,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,0,0,0,5,3,0,7,0,0,10,26,0,42,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,3,6,0,10,4,0,0,0,4,3,0,0,8,0,0,22,0,29,3,4,6,0,8,0,0,3,12,0,8,30,0,57,182,64,63,6,83,80,14,43,86,21,128,499,38,1006,11,0,9,0,7,10,0,5,3,4,4,36,482,547,547,335,190,16,253,264,49,126,438,58,400,2290,637,4601,179,163,61,0
LGA58400,36,25,11,0,24,15,0,12,26,3,22,101,10,212,5,5,0,0,6,5,0,0,0,0,0,6,0,5,7,5,5,0,5,4,3,0,0,0,4,9,3,24,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,6,0,5,9,4,0,9,3,9,13,3,43,4,0,0,0,4,0,0,0,0,0,0,3,29,41,49,29,15,0,34,26,5,12,33,9,29,124,47,298,11,16,5,0
LGA58470,5,10,7,0,15,6,5,0,17,0,10,81,12,140,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,18,7,14,6,0,15,9,4,0,17,0,10,96,20,170,0,0,0,0
LGA58510,1379,1806,563,157,728,625,163,330,2618,165,1791,13027,760,20707,68,92,30,4,27,37,5,13,75,11,78,603,33,958,335,199,142,50,147,170,31,95,279,37,298,1358,79,2530,76,41,37,17,33,31,3,25,46,8,64,567,26,825,131,29,42,36,76,64,12,19,72,20,94,507,28,870,22,20,8,3,28,10,0,4,36,0,40,375,6,499,98,108,32,18,130,54,13,6,95,25,163,2055,57,2645,28,23,16,8,40,11,9,4,37,6,71,1195,22,1399,57,50,20,12,107,57,10,10,40,7,93,2103,55,2482,29,49,12,5,20,9,0,0,67,0,51,526,17,726,43,58,19,3,43,18,8,8,62,6,67,657,26,909,882,661,351,151,648,468,95,190,807,117,1011,9948,353,13847,42,15,11,20,21,29,7,13,38,10,32,81,2117,2331,2305,2484,921,330,1396,1125,264,528,3459,286,2838,23058,3230,36889,709,1520,326,8
LGA58540,55,58,19,0,35,30,5,11,53,4,32,359,24,580,9,7,0,0,5,0,0,0,0,0,0,27,5,51,9,3,4,0,9,0,0,0,6,0,3,16,4,29,3,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,8,22,12,4,0,9,5,0,0,0,0,9,73,4,125,0,0,0,0,0,0,0,0,0,0,0,3,92,97,81,66,24,0,49,35,6,14,50,4,43,437,122,802,33,30,6,0
LGA58570,1074,1878,476,123,513,465,92,179,2745,120,1770,15083,734,22710,37,71,21,0,19,18,3,14,80,0,50,504,20,767,221,190,97,31,77,92,13,45,301,13,224,1732,82,2719,61,63,24,5,18,23,6,9,62,4,62,779,18,1027,323,80,80,84,191,154,29,47,145,40,157,831,42,1621,24,11,6,4,12,12,3,0,20,9,18,229,6,299,97,102,30,15,98,48,15,7,104,17,143,1356,60,1898,23,30,18,3,20,13,0,3,31,4,39,933,14,1087,28,21,9,6,40,24,6,7,26,5,41,653,10,808,39,44,18,4,19,12,0,3,71,3,56,746,20,972,31,58,19,4,16,12,0,3,89,3,68,554,26,791,871,671,331,158,519,409,80,140,933,90,861,8315,299,11999,16,6,3,0,11,10,0,0,10,0,14,82,1701,1829,1957,2558,810,276,1034,881,167,324,3687,212,2644,23476,2732,36537,729,1715,357,0
LGA58610,169,126,47,9,76,71,9,28,114,18,111,733,59,1281,11,9,3,0,7,5,0,3,4,0,3,45,3,75,24,7,8,0,8,13,3,8,14,4,20,35,4,102,5,0,0,0,0,0,0,0,3,0,9,6,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,38,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,0,20,42,16,20,0,19,18,3,13,23,4,33,148,7,281,4,0,0,0,4,3,0,0,4,0,0,6,180,197,220,143,67,10,98,90,14,42,142,21,144,883,245,1761,64,70,20,0
LGA58680,40,28,12,0,12,11,0,6,26,4,20,248,16,374,0,0,0,0,0,0,0,0,0,0,0,9,0,13,8,0,0,0,5,0,0,3,7,0,0,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,6,14,4,3,0,9,7,0,3,10,3,10,31,0,67,0,0,0,0,0,0,0,0,0,0,0,0,91,97,58,35,19,0,22,16,5,12,33,3,28,276,108,535,19,20,6,0
LGA58760,6778,10979,2257,469,3745,2910,723,1539,11547,674,8913,76403,4703,115259,576,673,207,27,372,277,56,138,580,55,516,4895,279,7518,3743,2328,1239,344,1833,1606,303,790,3001,362,2774,18335,1168,31250,435,239,166,61,189,206,48,84,321,44,363,2496,129,3948,658,214,224,72,541,371,70,112,391,86,518,3140,175,5276,156,125,38,9,188,91,18,27,96,18,197,2183,134,2976,513,527,185,63,849,287,96,96,362,82,895,8842,404,12019,40,37,19,7,93,24,13,3,45,7,92,1492,47,1841,293,172,74,32,462,201,37,39,157,40,341,4669,169,6077,156,119,73,15,114,71,8,23,169,13,206,1303,53,2015,518,609,222,34,517,284,75,69,644,71,810,8937,321,12134,7092,5041,2438,665,5152,3415,731,1381,5766,778,6718,56302,2875,85061,173,87,44,140,101,76,20,40,121,18,89,693,7503,8789,14039,16112,4736,1277,9001,6400,1478,2968,17433,1475,15721,133395,15084,209111,5033,8375,1644,12
LGA58820,366,286,119,5,163,142,28,59,295,20,247,1870,155,3134,15,12,5,0,7,4,4,0,12,4,11,77,10,132,95,26,27,5,45,36,4,17,50,14,49,141,19,353,12,0,4,0,0,3,0,0,0,0,5,27,10,52,15,5,8,0,12,8,8,5,8,4,3,26,13,74,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,3,0,0,8,0,0,0,0,0,3,51,0,64,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,0,0,9,0,18,6,0,0,0,3,4,4,0,0,0,6,32,0,44,146,52,45,9,76,55,17,18,76,22,72,375,57,758,14,3,7,0,6,0,0,3,6,0,3,51,265,338,525,343,167,15,241,199,45,85,378,44,324,2293,468,4234,138,132,42,0
LGA58890,70,55,20,5,28,30,7,17,38,9,25,380,22,592,0,0,0,0,5,3,0,0,3,0,6,11,0,23,9,0,0,0,0,0,0,0,0,0,0,17,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,7,7,0,0,6,0,5,38,4,70,5,0,0,0,0,0,0,0,0,0,0,3,101,107,85,62,20,5,37,35,7,17,43,14,34,419,124,773,37,28,11,0
