LGA_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
LGA58050,287,34,72,4,47,24,48,238,11,766,427,770,1606,42,433,21,1453,321,79,5156,628,269,1566,73,511,201,831,783,64,4936,94,119,168,4,139,14,178,73,16,807,654,318,3169,28,799,103,700,1107,98,6995,384,263,432,3,486,362,471,151,26,2581,1159,194,471,68,452,4100,454,877,51,7829,665,52,638,1125,122,757,138,1166,27,4697,367,242,242,180,1081,146,2381,202,61,4892,107,144,124,4,90,59,9,16,4,566,148,416,30,8,734,73,6,9,16,1436,134,66,91,13,240,370,36,63,8,1017,410,1582,703,18,732,43,87,66,25,3677,197,229,282,187,328,37,123,976,35,2389,405,876,310,1347,1190,14,78,266,82,4570,372,2437,239,1539,449,8,11,266,28,5350,505,2755,469,4272,1492,71,100,445,64,10162,149,141,129,394,112,44,12,126,10,1122,280,212,1617,645,366,43,59,299,23,3545,349,332,699,227,499,203,541,511,678,4041
LGA58190,60,0,0,0,3,0,4,19,0,89,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,3,0,5,0,0,0,3,0,18,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
LGA58260,68,0,0,0,11,0,10,10,0,105,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,7,3,0,0,4,0,0,0,0,0,10,3,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,3,5,5,23,6,4,0,5,0,0,0,0,0,14,0,3,0,9,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3
LGA58330,78,0,9,0,4,0,10,27,0,136,13,15,68,0,13,0,79,12,3,199,12,3,33,0,5,11,5,11,3,91,0,0,4,0,0,0,3,4,0,14,14,9,88,0,15,0,48,37,4,209,7,5,7,0,12,8,9,6,0,54,22,0,9,0,3,68,9,13,0,128,17,0,13,23,4,10,0,11,0,75,9,0,3,6,21,0,38,4,0,86,0,0,4,0,0,4,0,0,0,7,3,6,0,0,17,0,0,0,0,21,0,0,0,0,12,9,0,0,0,23,8,32,3,0,17,0,0,0,0,64,4,4,10,3,9,0,6,20,0,52,20,29,15,43,32,0,9,8,4,161,19,72,4,36,9,0,0,6,0,143,17,72,3,98,31,0,0,6,5,226,10,6,0,4,0,0,0,0,0,21,6,6,30,3,8,0,3,3,0,70,8,7,17,8,16,6,12,8,22,99
LGA58400,40,0,0,0,3,0,3,4,0,56,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,14,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA58470,12,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,13,0,7,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,25,13,4,0,6,5,0,12,0,64,222,616,230,13,149,3,213,45,22,1525,138,124,164,18,75,35,67,75,5,705,44,74,24,3,42,5,19,14,0,220,227,184,597,4,141,27,77,163,12,1430,101,87,43,3,69,50,59,25,3,447,231,111,71,10,74,740,73,140,5,1458,222,16,330,557,47,145,16,304,8,1641,88,131,23,40,174,24,337,33,11,871,34,88,29,4,25,22,5,3,0,208,68,224,8,9,203,12,0,5,12,543,63,49,15,0,47,145,3,17,9,344,272,1394,235,8,288,26,18,16,16,2263,91,104,59,52,86,12,23,350,12,781,167,486,57,231,309,5,9,31,26,1323,163,1102,64,262,140,5,7,38,12,1785,179,1248,96,790,347,10,21,93,17,2808,75,106,42,179,31,21,3,40,0,496,77,99,189,159,73,16,11,54,12,683,112,170,97,54,88,29,73,64,132,818
LGA58540,132,0,16,0,8,3,10,34,0,203,0,0,0,0,0,0,5,3,0,11,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,12,10,6,0,0,0,6,7,4,0,29,0,0,4,0,0,11,0,0,0,15,5,0,0,4,0,0,0,4,0,19,0,0,0,0,4,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,0,3,3,0,14,8,12,0,3,0,0,0,3,0,22,0,3,0,4,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,16,3,0,0,0,0,3,5,0,7,15
LGA58570,22,12,3,0,8,0,3,23,0,76,299,771,162,12,119,0,140,52,22,1577,157,96,115,23,48,47,33,75,3,600,55,129,24,0,40,0,11,5,3,268,268,235,456,6,138,22,54,135,20,1333,125,96,38,3,34,55,27,13,4,390,296,148,77,27,74,729,51,94,6,1502,344,23,297,686,57,105,12,227,8,1760,99,99,26,24,92,18,164,13,6,546,50,165,23,0,27,27,0,7,3,302,136,346,9,5,258,22,0,7,4,783,71,58,10,6,72,148,3,10,5,391,434,2189,192,12,330,25,0,16,22,3215,107,136,48,42,73,5,16,190,0,613,253,583,50,202,359,11,5,19,31,1511,191,1323,49,236,109,5,3,28,7,1946,208,1817,81,578,338,9,13,47,13,3105,122,224,36,132,51,17,4,15,8,613,95,117,213,155,61,3,13,36,4,687,133,213,70,28,73,47,42,66,114,788
LGA58610,118,0,24,0,5,0,4,41,4,196,0,0,9,0,0,0,7,4,0,22,4,5,9,0,3,0,0,14,0,37,0,0,0,0,0,0,0,3,0,5,4,0,15,0,5,0,13,5,0,42,4,5,0,0,0,8,5,9,0,34,10,0,4,0,6,33,0,8,0,55,0,0,6,4,0,0,0,8,0,22,3,0,0,0,4,3,22,0,0,36,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,0,8,3,0,11,0,0,0,0,19,0,0,0,0,0,0,0,3,0,5,7,4,3,10,9,0,5,10,0,51,10,22,0,14,0,0,0,6,0,46,0,24,3,33,17,0,0,7,3,87,0,0,0,0,0,0,0,0,0,8,0,0,28,4,0,0,0,0,0,38,0,0,3,4,0,0,0,10,10,31
LGA58680,65,0,0,0,5,0,5,15,0,95,0,6,3,0,3,0,15,0,3,32,6,0,10,0,0,0,16,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,9,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,13,0,8,3,4,0,0,0,4,0,10,0,4,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6
LGA58760,414,34,90,0,62,25,64,450,8,1154,555,1019,1938,69,480,20,1949,444,125,6599,731,310,1605,87,521,296,799,828,68,5239,163,187,253,6,243,29,180,84,25,1170,1112,461,6178,53,1269,167,962,1900,147,12246,473,290,361,12,381,384,384,261,18,2562,1575,355,645,105,621,5879,495,1101,42,10825,940,102,795,1769,192,1029,196,1505,33,6564,333,225,192,186,863,113,2005,183,50,4145,133,191,201,12,121,95,12,30,9,810,313,700,32,23,1308,118,9,11,32,2557,183,67,68,23,287,484,36,62,11,1213,713,2554,948,36,1175,71,97,108,40,5737,281,368,362,279,500,65,131,1580,45,3611,537,1048,392,1774,1497,33,125,306,100,5803,570,3845,298,2179,779,26,12,476,34,8214,680,4422,718,5575,2226,94,126,682,95,14616,263,205,131,555,163,93,17,118,33,1559,356,332,2164,964,546,96,49,311,34,4851,507,494,878,264,672,288,509,629,878,5115
LGA58820,74,0,7,0,3,0,8,37,0,131,14,14,91,0,13,0,97,21,5,249,11,10,92,6,12,3,69,26,4,224,0,0,9,0,0,0,7,3,0,27,23,6,84,4,25,0,63,26,4,231,0,3,0,0,0,3,8,3,0,20,15,5,8,0,0,77,0,12,0,122,9,0,5,16,0,3,0,22,0,58,6,0,3,0,10,4,32,4,0,55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,19,4,0,0,0,4,5,0,0,0,21,0,5,13,0,8,0,0,4,0,34,5,0,16,0,4,0,3,25,0,53,13,3,7,15,20,3,5,14,0,84,3,50,7,34,8,0,0,14,0,116,4,34,3,80,15,0,3,12,0,157,4,0,3,4,0,0,0,7,0,19,0,0,32,3,10,0,0,6,0,47,4,6,16,0,3,7,5,16,25,80
LGA58890,173,4,9,0,10,0,9,28,0,229,0,0,4,0,0,0,6,0,0,13,3,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,7,6,0,0,0,0,6,0,5,0,7,3,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,3,0,3,3,0,0,4,0,20,6,13,0,9,0,0,0,0,0,28,0,6,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,3
LGA59030,36,0,0,0,3,0,0,4,0,50,3,0,3,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,6,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA59100,106,0,9,0,5,0,3,32,0,154,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,7,4,0,0,0,0,6,4,0,0,7,4,0,0,0,0,7,0,3,0,12,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,4,0,4,0,4,0,9,5,0,26,3,8,0,3,0,0,0,0,0,19,0,3,3,12,5,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,10,4,0,0,0,0,0,0,0,4,13
LGA59170,162,0,12,0,8,6,13,50,0,253,0,0,12,0,0,0,13,0,0,33,0,0,5,0,0,0,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,19,4,0,0,0,0,6,7,0,0,17,3,0,3,0,0,7,0,3,0,21,7,0,3,3,0,3,0,7,0,26,3,0,0,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,6,6,0,4,3,3,23,0,25,6,5,6,0,0,7,0,43,0,20,0,5,5,0,0,0,0,35,0,0,0,0,0,0,0,4,0,5,0,0,0,6,0,0,0,0,0,4,6,0,0,0,4,0,0,3,4,17
LGA59250,11,0,0,0,0,0,0,12,0,20,4,4,31,0,0,0,28,9,0,77,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,3,0,3,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,5,0,0,10,3,0,5,0,0,21,0,8,0,5,3,0,0,0,0,13,0,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5
LGA59310,117,0,8,0,8,0,17,34,0,185,0,0,6,0,0,0,12,0,0,24,3,0,7,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,12,10,5,15,0,7,14,0,0,0,65,4,0,4,0,0,21,3,10,0,42,6,0,4,6,5,0,0,6,0,30,5,0,0,0,0,0,22,3,0,33,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,3,4,0,3,0,0,0,0,7,0,0,3,0,0,0,0,10,0,19,0,3,9,0,4,0,8,7,0,36,3,28,6,13,0,0,0,0,0,53,0,14,0,22,0,0,0,3,0,44,0,0,0,0,0,0,0,0,0,8,3,0,13,0,3,0,0,0,0,28,3,0,4,3,3,4,5,7,10,35
LGA59320,79,0,8,0,0,0,4,15,0,103,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,4,0,0,0,9,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,14,0,6,0,3,0,0,0,0,0,14,0,7,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,4
LGA59330,56,0,0,0,3,0,0,12,0,80,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,18,6,12,0,6,0,0,0,5,0,26,0,5,0,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,12
LGA59340,90,31,26,0,26,0,36,96,0,306,10,9,28,0,5,0,37,5,0,86,7,0,10,0,6,3,3,4,0,38,12,4,15,0,8,0,8,8,4,52,30,0,86,0,23,0,46,35,0,225,3,5,7,0,3,11,3,3,0,31,60,6,23,0,15,98,0,17,0,217,63,3,41,45,22,5,0,53,3,243,25,45,12,7,34,12,39,14,3,184,0,9,4,0,4,0,0,0,0,20,3,0,0,0,9,0,0,0,0,24,3,0,4,0,6,8,0,0,0,22,4,37,9,0,20,4,0,4,0,87,24,23,9,20,13,8,6,37,4,143,33,53,25,116,61,0,3,16,5,310,41,172,11,104,28,0,0,10,6,356,41,201,22,144,69,8,4,18,4,519,6,18,4,0,5,0,0,6,0,41,10,14,48,19,18,4,0,9,4,123,21,15,19,14,17,4,7,23,52,172
LGA59350,7,0,0,0,0,0,0,0,0,10,0,6,20,0,0,0,30,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,14,0,4,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA59360,107,0,0,0,4,0,5,17,0,129,13,6,54,0,13,0,93,21,6,196,0,0,0,0,8,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,11,0,5,0,13,9,0,37,0,0,0,0,0,0,5,0,0,3,0,0,6,0,0,17,0,0,0,23,7,0,4,0,3,0,0,13,0,32,3,0,0,0,7,0,14,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,8,11,0,0,3,12,0,4,7,3,44,6,7,0,8,5,0,0,3,0,30,0,17,3,6,5,0,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,4,0,0,6,0,0,5,3,10,29
LGA59370,133,7,23,0,13,0,10,26,0,221,5,5,23,5,4,0,40,6,0,84,9,0,15,0,0,10,4,6,0,40,0,0,4,0,11,0,12,3,0,30,8,0,31,0,13,0,3,30,0,95,3,3,8,0,5,18,12,4,0,52,16,0,4,0,3,55,8,12,3,100,17,0,3,28,0,0,0,24,3,77,6,0,6,0,13,0,34,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,9,0,0,0,13,3,28,9,0,16,0,0,0,0,57,0,3,17,0,0,0,0,15,0,30,11,12,9,22,25,0,3,9,0,95,11,56,13,27,12,0,0,0,0,125,10,48,9,74,16,0,0,12,0,168,3,6,0,0,0,0,0,0,0,10,0,6,28,0,7,0,0,7,0,47,12,7,9,5,6,5,3,4,12,68
LGA59499,5,4,13,4,4,0,13,59,0,101,0,14,54,0,5,0,82,21,3,188,10,6,11,0,0,0,8,19,0,67,0,0,0,0,0,0,4,4,0,12,8,0,65,0,15,0,33,40,0,168,5,5,3,0,6,6,6,3,0,22,8,4,9,6,8,38,5,12,0,88,13,0,34,80,16,17,0,67,7,231,4,13,3,4,11,5,34,9,0,88,0,6,0,0,0,3,0,0,0,17,0,7,3,0,9,0,0,0,0,16,3,0,0,0,0,0,3,0,0,9,9,42,7,5,20,4,0,0,0,92,5,8,9,11,0,0,3,27,0,62,9,15,5,19,11,0,0,9,3,66,4,31,0,25,0,0,0,0,0,69,4,68,9,56,17,0,3,0,0,157,7,3,4,0,7,0,0,4,0,25,7,0,23,11,4,0,0,5,0,52,4,7,9,4,10,0,16,21,14,78
