UCL_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
UCL521049,8,3,0,0,0,0,0,8,19,17,12,0,0,0,0,0,4,35,9,9,9,5,0,0,0,10,40,0,3,0,0,0,0,0,0,8,8,5,5,5,0,0,0,4,28,3,5,0,10,5,0,0,0,19,8,5,3,4,0,0,0,0,15,3,0,7,3,0,0,0,7,17,3,3,3,0,0,0,0,0,17,0,0,3,0,0,0,0,4,9,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,46,29,35,12,12,5,31,218
UCL521050,14,0,0,0,0,0,0,0,10,15,5,0,0,0,0,0,6,22,11,5,5,3,0,0,0,0,20,3,4,8,3,0,0,0,0,19,0,4,5,7,4,0,0,0,23,3,4,8,3,4,0,0,3,24,4,3,3,0,0,0,0,0,14,9,0,7,0,0,4,0,0,20,0,0,9,6,0,4,0,0,17,0,0,11,3,3,0,0,3,28,0,0,6,4,3,4,3,3,27,0,0,7,8,0,0,0,3,21,0,0,5,0,0,0,0,0,9,0,0,0,0,7,0,5,0,14,0,0,0,4,0,0,0,0,9,66,26,68,52,26,12,9,23,281
UCL521051,26,0,0,0,0,0,0,5,35,14,0,3,0,0,0,0,4,26,8,5,3,3,0,0,0,0,18,4,9,4,6,0,0,0,0,21,0,0,3,3,6,0,0,0,19,9,4,3,5,0,0,3,3,32,8,0,9,10,0,0,0,0,31,4,6,4,5,4,4,0,7,42,9,9,17,10,5,0,3,0,40,0,4,13,7,3,0,0,0,32,3,0,10,6,0,0,0,0,23,0,5,5,8,0,0,0,0,19,0,0,0,6,3,0,0,0,13,0,0,0,4,0,0,4,3,13,0,0,5,0,0,0,0,3,7,89,43,87,68,26,8,15,34,368
UCL521052,24,4,0,0,0,0,0,3,33,7,6,4,0,0,0,0,0,17,11,6,5,7,0,0,0,3,32,12,5,6,0,0,0,0,4,29,4,4,10,4,9,4,0,9,34,0,0,6,0,0,5,0,6,20,0,0,6,4,0,0,5,0,24,6,4,0,0,3,0,0,0,23,3,0,3,4,0,0,10,5,26,4,3,5,5,0,0,0,3,22,3,0,3,0,0,3,0,6,15,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,5,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,68,32,41,32,11,17,18,55,280
UCL522001,8,0,0,0,0,0,0,4,13,15,3,0,0,0,0,0,3,27,9,3,0,5,0,0,0,7,29,12,3,0,5,0,0,0,3,22,3,0,5,7,0,6,0,6,20,0,3,0,0,5,0,0,0,13,5,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,9,4,0,0,0,3,0,0,0,3,3,0,0,0,5,0,4,5,10,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,66,21,14,22,10,7,8,29,180
UCL522002,3,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,4,6,0,0,0,3,10,0,0,4,3,0,0,0,0,11,3,0,0,0,0,0,0,0,5,3,0,7,3,5,0,0,0,19,3,0,0,5,4,0,0,0,20,5,0,4,0,0,0,0,3,16,7,3,3,0,0,0,0,0,10,6,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,3,41,18,26,22,6,4,5,9,135
UCL522003,3,3,0,0,0,0,0,3,11,8,3,3,0,0,0,0,0,11,3,4,8,4,0,0,0,0,13,8,0,0,0,0,5,0,0,13,4,0,3,0,0,3,0,7,16,0,0,0,0,0,0,0,0,9,0,0,4,4,0,0,0,0,7,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,19,14,5,16,9,20,103
UCL522004,16,0,0,0,0,0,0,0,24,6,3,0,0,0,0,0,0,16,0,0,6,5,0,0,0,0,12,0,4,0,3,0,0,0,0,13,0,0,0,0,3,0,0,0,16,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,15,16,14,9,9,8,121
UCL522005,11,0,0,0,0,0,0,0,17,6,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,4,14,0,0,0,9,0,4,0,3,15,0,4,0,3,0,0,0,8,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,5,15,12,14,9,21,116
UCL522006,14,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,0,8,0,3,10,4,0,0,0,0,16,0,0,10,0,0,0,0,0,20,0,0,6,8,0,0,0,0,14,4,0,12,11,0,0,0,0,26,0,3,9,0,0,0,0,0,13,0,0,0,3,0,0,0,0,7,0,0,4,4,3,0,0,0,11,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,3,46,16,49,41,18,6,0,9,184
UCL522007,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,6,6,0,0,0,10,0,0,7,4,0,0,0,0,13,0,0,6,3,0,0,0,0,14,0,0,6,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,9,29,22,7,0,0,6,91
UCL522008,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,7,0,0,5,0,0,0,0,3,14,0,0,0,0,0,0,0,0,8,0,0,3,6,0,0,0,4,9,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,6,21,16,9,4,7,13,88
UCL522009,16,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0,4,9,3,0,0,4,0,0,0,0,10,4,4,7,3,0,0,0,0,15,3,8,3,3,0,0,0,8,21,0,0,10,0,0,0,0,0,19,0,0,0,4,0,4,0,0,11,0,0,0,4,5,0,0,0,11,0,0,3,3,0,0,0,0,10,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,14,29,28,6,4,3,15,154
UCL522010,10,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,7,4,3,4,0,0,0,0,0,7,0,4,7,6,0,0,0,0,13,0,0,7,0,0,0,0,0,11,0,0,9,0,0,0,0,0,10,0,0,4,4,0,0,0,0,12,0,0,5,0,0,0,0,0,6,0,0,8,4,0,0,0,3,14,0,3,3,0,0,0,0,8,12,0,0,0,5,0,0,0,5,10,0,0,3,0,0,0,0,7,7,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,33,15,44,21,6,3,0,16,143
UCL522011,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,11,8,0,0,0,0,0,0,0,9,7,5,4,0,0,0,0,5,13,0,5,5,3,0,0,0,4,10,0,0,5,0,0,0,0,0,10,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,3,0,4,0,3,0,0,0,9,0,0,4,3,0,0,0,0,14,0,0,0,3,4,0,0,3,16,0,0,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,32,10,10,0,0,19,114
UCL522012,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,9,0,5,0,0,0,0,0,17,3,4,3,3,0,0,0,0,12,0,0,6,5,0,0,0,0,7,0,0,3,4,0,0,0,0,9,0,0,5,3,0,0,0,0,12,3,0,8,3,0,0,0,0,9,4,3,8,0,0,0,0,3,21,3,0,8,9,0,0,0,0,27,5,0,6,6,0,0,0,3,26,0,0,7,5,3,0,0,0,18,0,0,4,3,3,0,0,3,17,0,0,0,6,3,0,0,3,11,0,0,0,4,0,0,0,0,8,39,18,60,50,14,0,0,20,195
UCL522013,11,0,0,0,0,0,0,4,15,3,0,0,0,0,0,0,4,11,3,0,0,0,0,0,0,0,5,0,3,6,4,0,0,0,0,15,4,0,0,5,0,0,0,0,12,0,4,3,0,4,0,0,0,8,0,0,0,9,0,0,0,0,15,6,0,6,7,3,0,0,0,25,6,0,9,6,0,0,0,3,24,0,0,6,4,3,0,0,0,15,0,0,0,0,0,0,0,0,9,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,5,39,20,45,37,18,9,9,14,185
UCL522014,4,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,3,4,0,0,0,0,8,0,6,4,6,0,0,0,0,10,0,0,0,4,0,0,0,3,11,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,20,16,10,3,0,5,86
UCL522015,4,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,3,21,16,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,13,11,5,0,0,15,115
UCL522016,5,0,0,0,0,0,0,0,8,4,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,9,3,0,5,5,0,0,0,3,16,0,3,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,11,0,0,3,5,0,0,0,3,7,0,0,3,0,5,0,0,0,14,0,0,0,6,0,0,0,4,10,3,0,5,0,0,0,0,0,10,0,0,5,4,0,0,0,0,8,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,0,5,5,13,7,24,29,14,0,0,19,111
UCL522017,5,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,13,4,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,13,0,6,8,3,0,0,0,0,14,3,3,7,6,0,0,0,0,19,3,0,5,6,0,0,0,4,19,0,3,10,6,0,5,0,0,20,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,30,17,52,18,12,4,3,20,159
UCL522018,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,6,4,0,3,3,0,0,0,0,10,0,0,3,4,0,0,0,4,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,10,7,6,8,0,8,60
UCL522019,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,3,10,5,0,3,0,0,0,0,0,10,0,0,5,0,3,0,0,0,6,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,13,8,16,8,10,3,4,18,78
UCL522020,5,0,0,0,0,0,0,4,11,4,3,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,0,8,0,0,0,3,0,0,0,6,11,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,12,5,12,4,8,18,92
UCL522021,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,6,3,0,0,0,0,0,0,0,5,0,4,4,4,0,0,0,0,22,0,0,5,0,0,0,0,0,14,0,0,0,0,3,0,0,0,14,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,0,0,3,4,0,0,0,0,6,0,5,9,4,0,0,0,0,23,0,0,3,8,0,0,0,0,17,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,4,27,18,33,33,14,7,5,13,142
UCL522022,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,10,0,3,6,0,0,0,0,0,12,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,6,8,0,0,0,0,0,0,0,3,6,3,0,3,0,0,0,0,0,9,3,0,4,0,3,0,0,0,9,0,0,3,4,0,0,0,6,13,0,0,0,4,3,0,0,4,14,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,24,6,22,13,7,5,0,23,106
UCL522023,9,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,9,0,0,3,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,12,0,0,0,0,0,15,3,0,10,0,0,0,0,5,22,0,0,4,0,0,0,0,3,15,0,5,7,0,0,0,0,0,15,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,30,10,46,22,10,6,4,14,135
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,7,0,3,5,0,0,0,0,15,3,0,14,4,0,0,0,4,25,7,0,3,0,0,0,0,0,15,0,0,12,3,5,0,0,0,22,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,4,4,32,11,49,19,13,3,0,6,123
UCL522025,7,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,9,3,3,5,0,0,0,0,0,10,0,0,5,0,4,0,0,0,6,3,0,9,3,0,0,0,0,14,6,5,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,4,0,0,7,4,0,0,0,0,13,0,0,6,3,0,0,0,3,17,3,3,7,5,0,0,0,3,22,0,0,0,5,0,0,0,6,13,0,0,7,4,9,0,0,8,30,0,0,0,7,4,0,0,0,11,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,13,35,10,46,36,27,8,6,36,192
UCL522026,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,8,4,0,0,0,0,14,0,3,3,0,0,0,0,0,12,0,0,4,3,0,0,0,0,9,0,0,10,3,5,0,0,0,23,0,0,9,4,0,0,0,0,20,0,0,8,7,0,0,0,0,18,0,0,3,0,0,0,0,0,5,0,0,3,0,0,4,0,0,6,20,11,54,25,3,0,0,7,127
UCL522027,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,14,6,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,3,12,3,0,3,3,0,0,0,0,8,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,3,5,4,3,0,0,0,19,0,0,10,3,0,0,0,0,18,0,0,0,8,0,0,0,4,13,0,0,10,5,0,0,0,0,16,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,27,16,46,30,9,0,0,16,145
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,3,6,0,4,0,4,10,0,0,0,0,0,0,0,0,8,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,9,3,15,17,11,9,0,4,72
UCL522029,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,13,4,3,5,4,0,0,0,0,9,3,0,4,0,0,0,0,0,9,4,0,8,5,0,0,0,0,15,0,6,9,5,0,0,0,0,12,0,6,0,5,0,0,0,0,9,0,0,3,0,0,0,0,0,10,0,0,8,0,0,0,0,0,12,0,0,0,8,6,0,0,0,14,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,34,24,43,35,6,5,6,0,143
UCL522030,6,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,10,0,0,3,4,0,0,0,4,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,4,23,25,11,0,0,20,96
UCL522031,18,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,7,6,0,0,0,0,14,0,3,0,10,0,0,0,3,16,6,3,5,4,3,0,0,0,20,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,15,24,8,5,0,3,101
UCL522032,17,0,0,0,0,0,0,0,20,9,7,5,0,0,0,0,0,21,3,5,5,0,0,0,0,0,13,4,0,0,0,5,0,0,0,13,0,6,0,3,3,0,0,0,10,0,0,0,10,0,0,0,0,14,0,0,0,0,0,4,0,0,10,4,0,6,0,0,0,5,4,17,0,0,0,3,4,0,0,5,20,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,23,25,25,16,10,11,15,155
UCL522033,7,0,0,0,0,0,0,0,7,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,8,5,4,7,0,0,0,0,0,12,0,5,7,0,0,0,0,0,13,0,0,3,0,0,0,0,5,12,0,3,9,5,0,0,0,0,22,5,0,8,3,3,3,0,0,27,8,3,8,3,0,0,5,3,20,0,0,3,0,0,0,0,0,14,0,0,0,4,0,0,0,3,10,0,0,0,0,0,0,0,0,0,30,20,56,23,18,0,4,21,175
