UCL_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL522030,0,4,11,9,9,12,3,0,0,58,6,0,8,0,7,0,6,4,0,23,3,0,0,4,5,0,0,0,0,15,0,10,21,14,14,14,12,3,0,96,0,9,15,15,11,17,4,0,0,73,0,0,5,12,5,7,0,0,0,33,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,11,21,25,22,29,11,0,0,115,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,7,0,11,22,25,22,31,11,0,0,121,3,0,8,4,4,7,9,9,0,41,3,0,6,6,5,4,3,0,0,39,8,12,37,33,27,42,22,8,0,198
UCL522031,8,0,15,3,8,0,0,0,0,35,14,3,18,17,3,8,4,0,0,69,0,0,3,0,0,0,0,0,0,6,19,0,33,20,11,11,4,0,0,101,0,0,9,0,5,8,0,0,0,22,0,0,6,3,3,0,0,0,0,18,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,13,11,8,8,0,0,0,42,0,0,3,0,0,0,0,0,0,11,5,3,9,4,5,5,0,0,0,25,5,4,9,3,6,5,0,0,0,33,10,3,24,10,14,9,0,0,0,82,21,10,19,22,12,8,7,0,0,100,0,0,3,0,3,0,0,0,0,10,34,10,52,34,27,21,7,0,0,187
UCL522032,0,9,4,10,10,11,0,0,0,36,17,18,19,14,15,13,7,0,0,101,0,0,0,0,4,3,0,0,0,14,20,21,22,23,32,23,3,0,0,155,3,3,9,5,13,12,0,0,0,38,0,3,0,3,7,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,9,3,6,14,13,0,0,0,53,0,0,0,3,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,9,0,3,5,9,4,0,0,0,0,16,4,8,11,17,18,13,0,0,0,74,36,29,38,34,29,17,5,0,0,191,0,0,0,0,6,8,7,3,0,22,41,42,45,53,49,38,11,3,0,292
UCL522033,0,0,10,7,21,15,3,0,0,61,4,4,0,4,11,19,43,13,0,95,0,0,4,0,0,0,3,6,0,14,7,6,7,16,29,32,45,23,0,175,5,3,11,7,23,13,4,0,0,63,3,3,3,3,8,19,7,0,0,48,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,5,9,6,21,13,36,34,13,0,0,129,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,8,24,10,35,39,14,0,0,138,10,4,0,5,14,33,85,42,3,201,5,0,4,3,0,6,6,11,0,34,19,12,29,24,53,75,101,53,4,370
UCL522034,0,4,0,4,3,0,0,0,0,7,12,4,16,12,8,9,4,4,0,69,0,0,0,0,0,0,0,0,0,0,12,9,13,20,7,9,4,4,0,76,0,4,3,9,3,0,0,0,0,21,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,22,21,7,31,19,12,16,10,4,0,115,0,0,0,0,0,0,0,0,0,0,22,8,38,29,15,20,10,4,0,146
UCL522035,0,6,9,3,13,10,9,0,0,53,0,0,3,5,11,9,9,4,4,39,0,0,6,0,0,0,0,0,0,9,5,6,15,8,21,15,17,4,7,98,0,4,7,3,25,17,7,0,0,64,0,3,4,5,3,8,5,0,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,7,16,11,26,27,11,0,0,105,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,11,3,7,17,12,36,27,11,0,0,117,6,0,0,5,11,10,16,11,8,62,3,0,0,3,0,3,0,0,0,18,12,9,22,20,38,43,32,11,10,193
UCL522036,3,3,8,9,9,8,7,0,0,47,0,0,0,0,0,10,8,3,0,38,0,0,0,0,0,0,0,0,0,4,6,3,8,8,19,22,17,3,0,80,3,3,13,9,17,13,10,0,0,65,0,0,0,4,12,9,6,0,0,26,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,6,3,14,12,26,19,16,0,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,14,12,26,20,17,0,0,103,0,0,0,7,3,17,29,12,0,74,0,0,0,0,6,0,0,0,0,6,9,5,12,18,39,38,44,16,0,185
UCL522037,3,0,13,12,15,14,9,0,0,61,0,0,3,0,0,5,15,9,0,37,0,0,4,0,0,3,5,0,0,19,8,0,18,19,14,20,20,10,0,113,0,0,15,21,16,10,0,0,0,66,3,0,3,8,8,13,3,5,0,44,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,4,18,32,30,23,12,5,0,126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,18,32,30,24,12,5,0,125,7,0,3,4,4,4,26,18,3,75,0,0,4,8,5,8,3,0,0,31,15,4,31,37,36,39,38,25,9,234
UCL522038,3,8,26,29,20,24,8,3,0,121,7,7,6,3,0,0,15,13,10,54,0,4,0,0,0,0,0,5,0,9,13,18,25,37,16,27,28,19,10,184,6,24,43,33,33,37,8,3,0,179,3,5,17,13,15,11,6,0,0,75,0,0,0,5,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,3,11,27,63,54,47,53,16,6,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,63,54,47,53,16,6,0,272,10,7,6,3,0,7,22,23,8,90,0,3,0,0,0,6,0,5,0,20,26,35,66,59,47,56,43,35,9,379
UCL522039,4,6,20,14,14,20,0,0,0,81,3,4,8,10,16,9,5,5,0,61,0,3,11,0,5,9,0,0,0,23,5,14,34,28,27,44,8,3,0,162,0,3,21,23,15,35,5,0,0,107,0,0,6,5,3,8,7,0,0,38,0,0,4,3,5,0,0,0,0,13,0,0,0,0,0,4,0,0,0,7,3,10,35,31,24,49,9,0,0,160,0,0,0,0,3,0,0,0,0,8,0,0,4,0,0,0,0,0,0,6,0,0,3,0,3,3,0,0,0,10,3,11,40,34,24,50,9,0,0,172,12,9,12,9,17,19,19,6,5,119,0,3,18,5,11,13,5,5,0,59,19,26,73,48,48,82,35,4,5,345
UCL522040,0,0,0,3,16,8,6,0,0,35,0,0,0,0,4,11,20,8,0,49,0,3,0,0,3,0,0,0,0,9,0,3,5,3,18,23,29,14,0,94,0,3,7,3,17,7,5,0,0,42,0,0,0,0,7,10,6,0,0,22,0,0,0,0,4,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,7,3,30,28,16,0,0,79,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,3,7,3,33,28,15,0,0,86,0,0,6,0,8,19,39,23,3,96,0,3,0,0,8,6,4,0,0,18,0,7,10,5,42,46,61,24,3,204
UCL522041,0,4,9,9,14,13,11,0,0,53,5,0,6,0,4,14,24,4,5,63,0,0,0,0,7,3,6,4,0,18,8,4,13,8,25,37,33,9,4,136,0,5,5,14,14,23,4,0,0,66,0,3,3,0,12,10,8,0,0,35,0,0,0,0,0,8,0,0,0,13,0,0,0,0,3,0,0,0,0,6,0,3,13,19,31,41,18,0,0,116,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,3,12,17,28,38,20,0,0,133,10,0,8,3,7,31,52,14,3,126,0,3,0,0,5,12,6,3,4,40,15,12,26,25,38,85,86,17,8,306
UCL522042,0,5,25,19,17,11,0,0,0,91,0,5,7,0,0,3,4,0,0,19,0,5,5,4,3,3,0,0,0,28,3,19,41,28,22,17,4,0,0,134,0,15,41,34,33,18,4,0,0,137,4,0,13,11,4,5,0,0,0,36,0,0,3,0,7,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,19,56,48,36,20,4,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,21,60,48,39,20,4,0,0,199,5,4,7,0,3,5,4,0,0,27,0,17,12,12,7,9,0,0,0,60,6,36,75,58,51,33,9,0,0,277
UCL522043,3,0,13,4,4,0,0,0,0,28,16,19,27,21,17,7,4,0,0,110,0,0,0,5,0,0,0,0,0,12,19,27,34,21,21,12,9,0,0,143,0,0,11,3,6,0,0,0,0,25,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,23,10,9,5,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,23,10,9,9,0,0,0,51,33,32,50,38,33,21,4,0,0,208,0,0,8,11,0,3,0,0,0,31,38,37,79,59,41,25,12,0,0,283
UCL522044,4,0,3,3,8,7,0,0,0,31,3,0,5,0,0,0,3,5,0,17,0,0,0,0,3,0,0,0,0,6,9,0,7,7,10,6,3,5,0,54,3,0,9,4,9,5,6,0,0,38,0,0,4,6,4,7,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,4,0,9,5,11,16,7,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,10,9,0,11,11,11,16,7,3,0,67,7,3,5,5,3,6,13,4,0,48,0,0,0,7,8,4,0,0,0,20,14,9,19,20,21,26,22,7,0,136
UCL522045,0,3,5,5,10,3,0,0,0,17,13,4,15,8,3,5,0,0,0,45,0,3,5,0,0,0,0,0,0,13,10,15,23,14,7,10,0,0,0,76,0,0,3,0,7,4,0,0,0,18,0,4,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,10,9,0,0,0,30,0,0,6,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,15,0,4,11,9,14,9,0,0,0,48,16,10,18,8,6,6,0,0,0,71,0,0,8,7,0,0,0,0,0,21,20,19,41,23,24,14,5,0,0,142
UCL522046,0,3,5,7,9,7,5,0,0,43,0,0,5,0,0,4,13,10,0,32,0,0,0,0,3,8,4,0,0,16,0,3,7,16,15,23,12,15,3,92,0,3,6,15,12,13,6,0,0,56,0,3,0,7,3,4,3,0,0,19,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,11,22,17,20,6,0,0,86,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,6,11,22,23,23,6,0,0,93,0,0,5,0,3,11,31,22,6,75,0,0,3,3,6,17,3,5,4,40,0,6,18,25,28,53,41,24,9,210
UCL522047,6,4,9,12,14,15,4,0,0,72,4,7,5,0,6,6,24,12,3,67,11,0,0,5,6,5,14,3,3,51,18,7,15,21,21,28,43,19,8,186,0,0,20,21,13,27,7,0,0,91,3,3,8,3,5,11,7,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,8,9,25,22,26,39,8,0,0,134,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,25,29,26,42,8,0,0,143,10,5,10,7,13,9,37,18,12,117,21,0,9,10,7,9,27,10,10,97,35,15,38,40,40,56,75,28,18,349
UCL522048,0,0,10,11,10,10,4,0,0,42,0,0,5,6,6,9,9,16,0,53,0,0,6,0,0,0,3,4,0,16,0,0,18,12,15,25,19,19,0,110,4,3,18,11,19,16,6,0,0,73,0,0,3,9,4,4,3,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,3,21,27,24,19,11,3,0,114,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,21,27,25,21,11,3,0,120,8,4,4,8,3,11,17,23,3,91,4,0,7,0,3,0,0,4,4,25,16,12,35,30,31,36,30,30,11,234
UCL522049,0,0,6,9,10,13,3,0,0,44,3,0,3,0,3,8,17,9,5,43,6,9,0,3,3,9,3,0,0,38,8,10,16,14,17,28,22,9,5,116,0,0,12,13,15,14,3,0,0,54,0,0,4,4,5,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,22,25,11,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,22,18,20,25,11,0,0,84,6,0,5,4,10,16,29,18,3,90,5,8,10,12,14,14,14,0,0,71,6,12,33,34,42,50,47,17,3,248
UCL522050,4,6,19,16,12,18,9,4,0,77,0,0,3,4,0,7,13,21,12,70,0,0,0,0,3,3,0,3,6,28,5,5,20,17,26,37,22,29,24,176,6,8,21,20,25,24,8,4,0,107,0,0,13,8,7,16,10,5,0,51,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,11,32,27,32,46,20,3,0,165,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,4,12,32,27,34,41,20,3,0,173,0,0,6,3,6,12,30,40,24,120,4,0,0,8,12,12,10,7,13,55,10,12,38,38,48,63,58,45,36,357
UCL522051,4,3,12,3,17,9,0,0,0,58,0,3,7,0,3,12,15,10,0,54,0,0,0,5,0,0,0,0,0,8,12,6,19,13,21,22,14,8,0,120,6,3,7,12,26,14,0,0,0,67,7,3,3,3,10,3,0,0,0,37,0,0,4,6,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,12,6,17,14,34,17,3,0,0,110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,15,17,34,17,3,0,0,109,9,3,7,0,7,20,28,19,4,89,0,0,0,4,0,3,0,0,0,17,20,6,26,23,45,43,24,20,4,210
UCL522052,0,0,4,3,0,6,0,0,0,10,3,4,4,7,0,5,3,0,3,35,0,0,0,0,0,0,0,0,0,4,3,7,12,9,3,8,4,4,0,53,0,0,4,3,9,7,3,0,0,23,0,3,4,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,8,8,7,4,6,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,6,11,11,7,4,6,0,0,47,8,3,13,11,9,5,7,4,3,69,0,0,0,0,0,3,0,0,0,7,8,14,23,19,16,14,12,7,0,124
UCL522053,3,3,5,6,11,8,0,0,0,29,3,5,12,0,3,4,4,0,0,32,0,0,0,5,4,7,0,0,0,11,8,10,18,9,16,12,4,0,0,73,0,0,0,0,4,3,0,0,0,10,0,0,3,6,3,3,0,0,0,17,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,4,5,8,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,11,6,3,10,10,8,6,0,0,0,41,8,11,17,8,6,5,6,0,0,66,0,0,3,5,4,7,0,0,0,18,13,15,31,17,26,15,6,0,0,124
UCL522054,0,10,4,10,14,3,0,0,0,38,3,0,0,0,0,4,4,5,4,16,0,0,0,0,0,0,4,0,0,6,4,8,8,9,14,11,6,5,4,70,0,8,8,7,23,5,0,0,0,61,0,0,4,5,4,7,0,0,0,19,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,14,16,28,15,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,13,28,15,0,0,0,81,4,3,0,0,3,7,7,4,4,31,3,0,0,8,0,5,3,0,3,26,7,13,12,22,38,23,15,7,5,140
UCL522055,4,0,21,11,19,12,0,0,0,68,0,0,3,0,0,5,0,5,0,17,0,0,7,0,0,3,6,0,0,13,3,0,20,17,25,18,8,4,0,98,0,4,20,13,30,23,9,0,0,100,4,0,9,9,3,4,0,0,0,29,0,0,0,3,3,3,5,0,0,13,0,0,0,0,0,0,0,0,0,3,5,4,26,27,43,25,10,0,0,142,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,26,27,45,29,10,0,0,141,0,0,3,6,0,8,6,7,0,32,0,0,9,0,0,4,11,4,0,26,7,0,35,30,50,40,27,8,0,198
UCL522056,5,7,21,14,18,12,4,0,0,76,4,4,4,0,0,14,9,6,3,49,0,0,3,3,3,0,0,0,0,13,10,11,29,21,18,29,15,8,6,134,7,8,26,26,38,14,0,0,0,122,3,0,5,11,3,4,6,0,0,38,0,0,0,0,0,6,0,4,0,10,0,0,0,0,0,0,0,0,0,3,8,11,33,37,38,28,8,3,0,176,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,0,0,7,8,11,32,44,38,31,8,3,0,179,9,4,10,0,3,18,18,11,3,72,0,4,3,11,9,6,0,0,0,35,15,20,48,50,51,56,28,17,8,285
UCL522057,0,11,20,11,8,8,0,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,11,23,11,9,7,0,0,0,68,0,12,27,11,13,14,0,0,0,81,5,8,9,9,5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,19,41,16,17,16,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,20,44,16,17,16,0,0,0,128,0,0,0,0,0,0,0,0,0,6,0,0,11,0,3,4,0,0,0,15,7,18,52,19,23,19,3,0,0,149
UCL522058,3,4,4,3,8,10,0,0,0,34,8,0,9,3,4,5,10,13,3,53,3,0,4,9,0,3,0,0,0,19,16,9,16,12,13,18,9,14,3,115,0,3,4,9,11,14,6,0,0,40,0,6,4,0,0,7,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,10,9,13,26,7,0,0,71,0,0,0,5,0,4,0,0,0,10,0,0,3,0,0,0,0,0,0,3,5,0,3,5,0,4,0,0,0,12,5,14,15,9,15,23,7,0,0,82,18,4,5,9,12,16,17,25,8,107,6,5,4,8,4,7,3,0,0,31,27,20,21,26,24,42,25,26,8,228
UCL522059,0,3,13,13,7,16,0,0,0,58,0,3,0,0,5,3,17,14,3,53,0,0,9,5,4,8,5,0,0,28,3,4,28,17,21,21,21,16,3,140,0,4,10,21,9,17,11,0,0,80,0,0,9,4,7,9,5,0,0,34,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,6,17,31,19,25,11,0,0,122,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,4,8,18,31,19,31,11,0,0,127,9,0,0,0,15,8,31,35,6,108,0,3,9,13,5,14,4,7,0,51,9,12,33,40,37,49,46,43,6,286
UCL522060,0,0,0,0,0,5,0,0,0,11,0,0,4,3,7,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,12,0,0,0,30,0,0,0,0,3,11,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,15,4,0,4,9,9,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4,0,7,9,9,13,3,0,0,50
UCL522061,0,0,12,13,13,20,3,0,0,66,0,0,0,4,3,11,24,24,3,85,0,0,0,0,3,0,0,0,0,8,3,0,15,16,17,36,32,23,3,152,0,0,6,9,18,10,5,3,0,53,0,5,9,4,8,22,8,0,0,52,0,0,0,0,3,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,15,20,33,42,10,0,0,119,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,10,0,5,17,20,32,41,13,0,0,128,8,0,0,4,5,26,56,54,5,160,0,0,5,0,3,4,4,3,0,17,6,5,24,23,39,73,68,59,8,308
UCL522062,0,0,8,8,5,0,0,0,0,18,9,8,7,14,11,7,0,0,0,64,0,0,0,0,0,0,0,0,0,5,9,14,17,21,17,7,0,0,0,82,0,0,4,9,0,0,0,0,0,12,0,0,9,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,11,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,4,9,13,4,0,0,0,0,36,9,17,26,18,27,10,0,5,0,122,0,0,0,0,0,0,0,0,0,6,9,27,44,33,35,10,6,4,0,168
UCL522063,0,0,3,4,4,7,5,0,0,26,7,3,7,7,6,5,0,0,0,40,0,0,4,0,0,3,0,0,0,8,9,5,14,12,12,12,5,0,0,79,0,0,8,0,4,3,0,0,0,12,0,0,4,4,7,8,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,12,0,6,11,4,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,9,4,6,11,4,3,0,38,19,7,16,26,9,10,0,0,0,90,0,0,4,4,0,5,0,0,0,13,19,8,30,33,21,22,10,3,0,143
UCL522064,0,13,20,16,6,9,6,0,0,66,14,24,19,11,8,5,6,3,0,94,0,0,0,0,3,0,0,0,0,9,16,36,38,30,20,14,12,6,0,164,0,4,16,11,12,4,5,0,0,56,0,6,8,9,6,3,0,0,0,35,0,0,0,0,6,0,0,0,0,7,0,0,5,0,0,0,0,0,0,12,0,13,35,24,21,5,6,0,0,104,4,4,6,3,0,0,0,0,0,13,0,7,3,4,0,0,0,0,0,17,0,4,10,10,0,0,0,0,0,30,6,17,43,29,21,12,6,0,0,131,40,30,34,24,22,12,11,6,0,188,0,0,0,3,13,0,0,8,0,28,48,53,79,58,58,25,13,8,0,344
UCL522065,0,3,13,9,6,19,4,0,0,47,0,0,0,0,0,3,7,12,4,29,0,0,0,0,4,8,0,4,4,17,0,3,17,5,11,28,12,16,7,100,0,3,8,7,9,24,5,3,0,62,3,4,0,3,3,6,4,0,0,26,0,0,4,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,9,16,17,11,38,9,3,0,102,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,3,0,3,0,0,0,0,10,7,11,24,17,14,38,11,3,0,112,6,0,6,0,0,3,17,22,3,55,0,3,9,0,8,8,9,4,4,42,6,12,29,15,23,49,33,31,5,212
