UCL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL521048,0,0,0,0,5,8,3,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,5,0,23,0,3,0,3,8,9,3,0,32,6,12,10,8,19,26,10,0,102,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,9,16,10,12,19,38,10,0,112,0,0,0,0,0,0,0,0,3,3,9,6,3,13,3,11,3,52,9,28,19,22,50,58,30,14,234,0,4,0,3,0,3,0,0,12,0,0,4,0,3,4,0,0,13,3,0,4,9,11,5,4,0,38,0,3,0,3,12,16,3,0,38,3,9,11,7,13,7,0,0,45,0,3,0,0,0,3,0,0,6,0,0,0,4,0,4,0,0,8,10,7,14,8,12,11,0,0,63,0,0,0,0,0,0,0,0,5,0,10,4,6,9,9,10,5,50,12,25,34,36,51,52,18,5,226,0,4
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,5,0,3,3,0,0,0,20,8,11,15,5,6,0,0,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,10,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,10,4,6,6,0,0,0,30,9,11,17,11,6,0,0,0,58,0,0
UCL521050,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,5,4,17,20,9,16,14,6,0,89,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,19,20,14,20,13,6,0,94,0,0,0,0,0,0,0,0,4,3,6,4,5,4,6,0,0,28,14,37,27,22,28,23,7,5,156,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,0,5,12,8,0,0,0,0,27,0,6,0,3,9,9,0,0,24,5,11,5,4,8,0,0,0,33,3,4,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,16,5,4,8,4,0,0,49,0,0,4,0,0,0,0,5,6,3,0,3,4,0,11,5,0,30,15,29,31,15,23,25,4,3,144,3,0
UCL521051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,5,0,4,0,0,10,7,15,15,10,23,18,10,0,93,4,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,12,15,15,13,23,18,10,0,105,0,0,0,0,0,0,0,0,0,0,3,10,4,3,4,5,0,32,16,18,24,29,30,28,10,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,4,4,0,0,0,21,0,3,7,5,0,0,0,0,25,5,12,12,11,8,4,0,0,54,6,3,3,7,5,0,0,0,18,0,0,0,0,3,0,0,0,7,5,10,13,22,18,0,0,0,76,0,0,0,0,0,0,0,0,4,5,5,4,4,9,7,7,0,43,11,23,38,41,34,19,13,0,172,0,0
UCL521052,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,5,3,0,3,0,0,11,0,9,13,13,7,3,0,0,46,4,0,0,6,0,0,0,0,9,0,0,0,0,0,3,0,0,9,5,10,13,18,6,8,0,0,63,0,0,0,0,0,0,0,0,0,11,7,21,15,13,3,0,0,72,14,27,40,37,24,16,0,0,160,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,10,4,5,4,0,0,0,24,0,0,0,0,3,0,5,0,8,4,7,5,7,0,0,0,0,28,5,0,3,0,4,0,0,0,10,0,3,0,0,4,0,0,0,4,3,13,9,10,8,0,0,0,45,0,0,0,0,0,0,0,0,0,6,13,16,6,14,6,3,4,59,11,33,25,24,28,4,4,4,138,0,0
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,6,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,17,3,8,6,7,3,0,0,0,43,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,4,0,0,9,0,3,8,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,5,4,3,0,0,5,0,0,15,7,18,13,7,8,10,0,0,52,0,5
UCL522002,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,4,3,0,0,0,8,0,5,5,8,9,10,3,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,5,8,9,7,3,0,38,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,14,3,12,11,14,17,20,3,0,79,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,6,5,3,4,4,0,22,0,0,0,4,3,6,3,0,21,3,0,0,7,0,0,4,0,17,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,4,6,3,6,5,6,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,14,3,8,5,17,19,19,10,0,91,0,0
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,18,9,15,7,6,6,3,0,0,41,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,14,3,8,14,11,7,0,0,0,34,0,0
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,3,0,8,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,10,0,3,0,0,0,18,0,0
UCL522005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,6,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,7,4,0,0,0,0,0,15,8,15,12,0,0,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,4,9,15,9,4,0,0,0,40,0,0
UCL522006,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,4,11,3,4,0,0,32,0,0,0,3,6,4,0,0,22,14,3,7,13,10,15,7,3,53,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,7,13,10,15,7,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,18,15,12,32,25,25,9,4,137,0,0,0,4,0,0,0,0,13,0,0,3,0,0,0,0,0,9,6,5,7,6,7,9,0,0,46,0,3,3,6,7,3,0,0,25,0,3,4,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,9,6,3,4,6,15,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,4,0,12,13,20,21,29,29,14,4,0,133,0,4
UCL522007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,4,6,8,4,4,5,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,4,4,5,7,0,33,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,8,4,9,8,13,12,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,4,0,0,9,0,6,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,12,7,3,11,4,0,0,47,0,0
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,3,8,5,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,5,5,0,24,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,6,4,4,10,9,5,0,42,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,16,4,5,7,10,12,12,5,0,45,0,0
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,15,19,11,6,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,15,19,11,6,6,0,58,0,0,0,0,0,0,0,0,0,3,4,4,5,3,0,0,0,26,3,14,16,25,12,6,6,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,12,0,0,3,3,4,0,0,0,12,7,4,8,7,0,4,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,8,0,4,3,0,36,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,19,9,14,24,21,7,4,6,0,81,0,0
UCL522010,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,4,7,3,4,0,0,20,4,0,0,0,4,3,0,0,13,5,6,10,9,9,0,0,0,36,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,6,10,9,9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,6,8,39,15,10,11,19,19,24,14,5,118,0,0,0,0,0,0,0,0,5,0,6,0,0,0,3,0,0,3,0,3,10,3,9,4,0,0,36,0,0,3,6,4,3,0,0,21,0,5,0,6,3,3,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,6,6,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,6,0,24,0,14,20,14,18,18,6,0,103,0,0
UCL522011,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,9,6,9,14,4,3,9,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,4,3,16,5,0,47,0,0,0,0,0,0,0,0,0,5,0,11,4,0,7,0,0,23,9,7,25,11,10,18,5,0,89,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,3,4,5,10,0,0,3,4,0,19,8,14,15,4,7,9,3,0,65,0,4
UCL522012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,9,0,4,0,3,0,6,0,0,10,0,15,12,6,16,14,0,0,57,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,12,10,6,17,16,0,4,68,0,0,0,0,0,0,0,0,0,5,6,0,7,8,8,0,0,29,3,25,17,18,25,29,7,6,121,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,16,0,6,3,0,5,0,4,0,24,6,5,5,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,5,5,5,3,0,3,0,16,0,0,0,0,0,4,0,0,5,0,3,3,6,3,9,7,0,33,4,17,10,13,16,17,15,0,95,0,0
UCL522013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,3,0,4,0,0,0,11,6,9,10,20,14,3,0,0,60,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,7,10,20,14,4,0,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,11,12,8,13,20,24,17,0,4,104,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,13,0,0,0,6,9,3,0,0,20,8,6,6,11,5,3,0,0,40,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,12,6,11,4,3,0,0,46,0,0,0,0,0,5,0,0,5,4,0,0,0,9,0,3,0,12,11,18,15,25,20,16,3,0,99,0,0
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,0,11,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,11,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,9,11,0,7,7,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,5,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,8,6,3,5,0,0,0,30,0,0
UCL522015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,17,0,3,5,0,0,0,0,0,6,4,14,4,3,5,4,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,17,0,3,4,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,4,27,14,11,11,4,0,0,64,0,6,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,3,3,15,6,3,0,0,0,0,22,4,0,0,0,0,0,0,0,6,3,4,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,9,12,20,13,9,10,3,0,0,68,0,6
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,4,9,0,3,0,0,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,5,4,7,0,5,3,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,21,8,13,3,5,11,8,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,4,0,8,6,8,5,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,5,23,4,11,17,7,11,3,3,5,63,0,0
UCL522017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,4,0,11,3,6,6,5,13,9,0,0,41,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,6,6,5,18,9,0,0,44,0,0,0,0,0,0,0,0,4,0,0,0,3,3,4,7,3,26,7,7,17,9,22,19,15,3,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,0,5,0,0,16,0,0,4,4,0,0,0,0,16,0,5,5,3,5,0,0,0,26,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,3,5,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,20,11,15,6,13,20,17,9,0,81,0,0
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,3,0,17,0,4,0,7,7,19,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,0,0,0,6,5,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,6,4,0,3,0,0,6,0,0,9,5,4,5,5,6,12,0,0,37,0,0
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,14,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,14,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,10,0,0,15,3,10,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,6,0,0,0,7,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,17,3,5,13,11,11,4,4,0,47,0,0
UCL522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,13,0,5,7,4,8,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,6,0,3,3,0,0,15,3,3,8,5,13,3,0,0,38,0,0
UCL522021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,4,0,0,3,0,3,3,4,4,5,0,0,32,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,4,7,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,4,0,16,0,5,13,14,10,22,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,18,0,0,4,6,0,0,0,0,18,0,0,8,5,0,5,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,5,0,7,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,13,3,5,18,12,3,15,3,5,61,0,0
