UCL_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
UCL521026,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,8,3,12,16,16,0,3,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,7,3,3,0,29,62,26,24,37,47,18,10,8,0,240,3,5,0,9,4,3,0,4,0,33,71,48,34,59,83,54,21,21,0,394,0,0,0,0,14,16,16,10,0,62,18,7,4,12,16,5,0,0,0,58,0,0,0,3,5,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,5,0,25,0,0,0,0,3,7,13,3,0,29,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,4,4,6,0,21,7,11,10,22,13,19,5,0,0,95,0,0,0,0,3,5,3,5,0,12,8,0,0,3,7,9,8,0,0,48,136,57,51,62,92,46,24,12,0,485
UCL521027,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,7,0,9,9,12,9,4,3,0,0,36,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,3,7,0,0,20,39,31,23,15,16,11,7,0,0,143,34,20,19,23,16,17,6,8,0,133,77,63,52,51,52,39,20,13,0,363,0,0,3,3,4,13,10,0,0,44,3,9,12,8,4,14,6,0,0,57,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,0,7,5,4,0,0,31,0,0,0,0,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,8,0,0,21,0,9,10,15,10,4,3,0,0,59,0,0,0,0,3,5,0,0,0,3,7,3,0,4,6,8,6,0,0,40,92,52,51,39,44,28,19,6,0,324
UCL521028,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,10,8,19,0,4,4,5,8,11,0,3,0,43,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,11,3,4,6,45,34,24,23,23,19,23,20,14,4,173,6,9,0,0,7,3,7,4,5,45,44,41,29,40,53,61,52,47,30,405,0,0,3,4,15,28,40,24,10,130,9,16,7,12,21,18,21,11,3,119,0,0,0,0,0,3,7,10,4,22,0,0,0,0,0,0,6,7,4,23,0,0,0,4,11,13,21,8,7,55,0,0,0,3,3,8,15,19,6,53,0,0,0,0,4,5,4,4,0,14,0,0,0,5,9,6,9,7,8,35,6,6,3,7,15,18,9,8,0,80,0,0,0,0,0,6,3,3,0,11,6,4,0,8,12,17,7,19,14,82,77,43,50,46,33,59,35,21,5,362
UCL521029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,3,6,11,0,10,8,6,3,3,54,0,0,0,0,0,0,0,0,0,6,3,0,5,4,6,11,3,4,6,43,56,22,18,30,21,26,17,12,3,210,6,0,9,7,5,8,3,7,0,43,66,33,43,44,52,67,55,53,25,434,0,0,0,12,11,31,32,33,19,136,12,3,14,4,20,10,10,12,3,88,0,0,0,0,3,7,5,17,10,50,0,0,0,0,0,0,3,7,9,13,0,0,5,3,5,10,16,17,3,60,0,0,0,0,0,9,14,14,7,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,8,0,23,4,7,15,11,13,13,11,4,5,87,0,0,0,0,0,3,3,6,6,13,3,0,9,7,10,13,8,12,12,70,114,53,49,51,47,59,36,15,10,430
UCL521030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,15,0,4,0,5,0,4,5,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,7,4,0,0,22,30,10,59,16,28,28,23,14,3,216,4,6,4,3,4,10,3,0,0,41,37,19,67,31,39,62,57,36,11,371,0,0,0,5,4,16,36,13,10,86,5,3,3,4,0,15,7,3,0,42,0,0,0,0,0,4,10,11,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,10,0,27,0,0,0,0,4,12,11,14,8,44,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,13,11,3,27,3,0,8,4,4,11,13,0,0,48,0,0,0,0,0,0,0,0,0,10,0,0,0,4,3,8,7,3,0,32,51,40,91,41,58,55,55,31,5,419
UCL521031,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,41,19,27,24,18,19,10,4,0,147,4,4,9,8,6,7,3,5,0,42,42,23,46,40,35,43,18,11,0,255,0,0,0,0,6,9,11,0,0,36,0,5,12,4,4,6,9,0,0,47,0,0,0,0,0,5,5,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,16,9,3,0,35,0,0,0,0,0,0,6,5,0,14,0,0,0,0,0,3,6,0,0,12,0,0,0,0,0,0,6,0,0,11,3,0,5,5,8,3,10,0,0,36,0,0,0,0,0,0,0,3,0,10,0,0,3,6,0,5,0,4,0,18,68,30,59,41,42,38,12,4,0,296
UCL521032,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,6,0,0,4,5,7,4,0,0,0,22,0,0,0,0,0,0,3,4,0,6,0,0,0,4,4,5,4,0,0,16,45,33,41,14,16,12,0,0,0,162,18,14,17,7,7,10,6,0,0,73,68,53,64,38,40,47,18,9,0,333,0,0,3,3,7,9,6,6,0,28,0,5,4,7,3,12,4,0,0,42,0,0,0,0,0,7,8,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,5,11,12,14,6,0,51,4,0,0,6,4,10,10,6,0,45,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,7,5,0,0,14,0,3,11,5,7,12,0,0,0,38,0,0,0,0,0,0,3,4,0,8,6,0,4,4,9,6,3,3,0,29,105,52,76,29,36,41,11,3,0,353
UCL521033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,13,0,0,0,4,0,3,3,4,0,20,0,0,0,0,0,0,5,0,0,6,0,0,0,8,0,0,0,0,0,9,20,4,3,17,14,19,3,0,0,85,29,16,15,26,20,18,8,0,0,132,54,18,26,53,40,49,25,6,0,273,0,0,0,0,4,11,15,0,0,34,0,3,4,3,7,9,7,0,0,25,0,0,0,0,3,5,4,6,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,7,3,0,23,0,0,0,0,0,3,0,3,0,18,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,10,11,3,0,20,4,0,8,6,4,7,5,4,0,33,0,0,0,0,0,0,3,0,0,9,10,0,0,3,0,4,0,0,0,23,38,16,13,24,26,30,11,5,0,165
UCL521034,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,4,3,0,6,0,5,4,9,4,8,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,5,0,3,12,6,5,3,0,32,47,22,22,31,33,31,10,13,0,213,4,0,5,0,6,10,7,0,0,35,53,39,37,47,62,66,40,21,0,372,0,0,0,0,8,23,29,16,3,83,6,4,3,9,9,9,9,0,3,62,0,0,0,0,3,12,5,5,4,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,14,10,7,6,46,0,0,0,3,0,10,8,13,5,40,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,3,13,0,0,19,0,6,5,9,19,17,3,3,0,62,0,0,0,0,0,0,0,3,0,12,3,7,5,5,17,10,13,3,0,58,95,63,47,59,67,64,22,10,0,435
UCL521035,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,3,0,8,0,6,0,8,4,6,9,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,17,24,9,13,17,24,22,11,10,0,115,11,0,3,4,6,3,8,7,4,39,35,13,16,28,36,53,48,36,10,272,0,0,0,0,6,17,29,15,3,73,3,0,3,7,3,13,7,9,0,41,0,0,0,0,0,7,8,7,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,11,3,4,32,0,0,0,0,3,5,14,8,6,32,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,3,8,3,4,21,0,5,0,9,4,18,11,0,5,60,0,0,0,0,0,0,0,3,0,8,3,3,0,0,3,11,13,4,4,38,49,23,22,35,42,43,32,13,3,257
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,8,0,0,5,0,8,6,0,0,0,20,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,0,0,0,20,8,15,22,9,18,12,6,13,0,103,10,4,8,3,9,9,4,4,0,54,26,26,36,24,44,51,33,19,0,259,0,0,0,0,12,18,24,9,0,62,5,4,6,3,10,13,10,4,0,52,0,0,0,0,0,10,5,3,0,23,0,0,0,0,0,3,0,0,0,3,0,4,0,0,9,12,17,3,0,49,0,0,0,0,0,13,14,7,0,34,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,15,11,6,0,29,0,0,13,5,8,17,13,0,0,56,0,0,0,0,0,4,6,0,0,9,6,0,6,3,10,12,8,0,0,40,27,29,38,23,30,40,19,13,0,226
UCL521037,0,0,0,0,0,0,8,5,0,9,0,0,0,0,3,4,10,0,0,16,3,14,15,23,13,11,11,3,0,91,0,0,0,0,3,0,3,0,0,13,10,5,8,10,9,12,6,5,0,65,77,18,19,39,31,20,9,4,0,221,8,3,6,4,8,4,4,12,0,44,103,40,49,79,69,59,62,38,4,496,0,0,0,10,22,38,42,26,0,146,20,13,8,20,15,16,18,14,3,128,0,0,0,4,0,6,7,14,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,10,13,22,31,17,0,94,0,0,0,0,3,10,27,16,0,61,0,0,0,0,0,7,9,4,0,17,0,0,0,3,5,5,18,7,0,42,8,22,18,46,23,29,18,5,0,164,0,0,0,0,3,4,5,0,0,18,21,13,11,21,21,17,12,8,0,119,137,61,54,73,60,43,23,5,3,457
UCL521038,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,3,3,0,0,13,0,5,0,5,12,9,6,0,4,38,0,0,0,0,0,0,0,0,0,4,5,4,5,0,5,9,3,5,14,41,33,11,17,19,23,22,36,3,0,166,17,12,5,7,4,11,4,7,3,67,56,27,29,34,46,64,77,42,31,402,0,0,0,0,10,30,37,26,16,117,10,7,6,9,5,18,11,7,8,75,0,0,0,0,5,11,8,7,3,29,0,0,0,0,0,0,0,5,9,13,0,0,0,0,3,20,32,11,3,72,0,0,0,0,3,18,13,16,8,55,0,0,0,0,0,0,3,7,0,15,0,0,0,0,0,9,11,7,0,24,0,0,0,5,10,15,10,4,3,63,0,0,0,0,0,0,0,8,0,9,6,3,0,3,11,11,14,9,17,75,79,29,25,45,38,56,64,16,0,346
UCL521039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,10,0,13,4,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,6,13,4,5,3,0,40,58,17,19,36,30,38,31,4,3,233,0,5,0,3,4,7,7,4,0,35,66,30,31,53,65,81,54,25,12,409,0,0,0,0,10,29,22,20,5,94,15,8,3,6,11,12,6,9,0,73,0,0,0,0,0,8,11,12,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,0,18,0,0,0,0,0,6,5,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,12,0,0,9,11,7,14,8,0,0,54,0,0,0,0,0,0,0,3,0,7,0,3,0,8,19,16,16,11,0,80,130,49,36,64,55,79,52,13,0,482
UCL521040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,3,6,4,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,0,0,20,83,4,55,38,22,18,5,0,0,227,28,5,26,21,14,9,6,0,0,98,105,12,86,67,57,39,24,7,4,406,0,0,0,0,9,13,9,7,4,42,8,0,8,9,10,8,8,0,0,44,0,0,0,0,0,11,3,0,0,19,0,0,0,0,0,0,0,0,3,3,0,0,0,4,6,17,11,0,0,36,0,0,0,4,8,3,10,0,0,26,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,4,0,13,6,3,8,6,4,6,3,0,0,38,0,0,0,0,0,0,0,0,0,3,8,0,3,10,6,7,3,0,0,40,146,20,100,87,48,32,10,0,0,448
UCL521041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,0,0,0,13,102,13,67,44,14,11,7,0,0,249,8,6,4,0,0,0,0,0,0,17,116,25,93,52,18,17,4,0,0,328,0,0,0,3,0,8,0,0,0,16,11,3,7,8,7,3,0,0,0,45,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,18,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,12,14,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,4,4,5,3,4,0,0,0,0,20,208,28,133,94,40,23,11,0,0,535
UCL521042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,3,9,6,3,0,6,0,31,0,0,0,0,5,0,0,0,0,5,4,6,0,4,3,3,4,7,0,25,42,18,22,22,34,25,13,4,3,183,3,9,4,0,5,3,0,4,0,23,50,31,29,40,47,41,39,25,14,310,0,0,0,4,6,12,16,16,7,65,5,5,9,3,3,9,10,4,0,43,0,0,0,0,0,4,6,3,0,20,0,0,0,0,0,0,0,5,7,6,0,0,0,0,8,0,14,7,9,41,0,0,0,0,0,5,14,3,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,3,5,12,15,11,6,6,0,54,0,0,0,0,0,0,5,0,0,9,5,5,0,6,4,5,3,8,9,47,74,46,47,38,63,51,27,11,3,365
UCL521043,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,0,21,42,17,17,16,30,32,18,4,0,175,5,0,3,4,6,3,0,0,0,23,55,23,21,25,48,59,37,15,7,277,0,0,0,0,6,11,17,6,0,54,0,0,0,4,4,10,13,0,0,38,0,0,0,0,0,3,15,3,0,21,0,0,0,0,0,0,5,0,0,6,0,0,0,0,3,0,4,4,0,9,0,0,0,0,0,0,8,6,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,6,0,4,4,5,9,11,3,0,0,33,0,0,0,0,0,0,0,0,0,5,0,4,0,3,5,9,5,3,0,29,85,26,26,30,51,60,31,8,0,318
UCL521044,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,4,5,3,0,11,0,3,8,4,11,3,10,4,3,45,0,0,0,0,0,0,6,0,0,10,0,0,0,0,4,9,9,4,3,37,44,11,23,17,10,30,13,9,6,158,6,5,5,4,7,6,3,4,4,39,50,21,32,30,32,62,62,49,13,348,0,0,0,0,5,18,41,22,9,97,6,6,4,8,9,9,15,5,0,64,0,0,0,0,8,4,10,10,0,32,0,0,0,0,0,0,0,3,3,7,0,6,3,0,5,19,14,15,4,63,0,0,0,0,5,12,15,16,8,54,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,3,8,6,0,26,4,9,9,16,10,10,15,5,3,95,0,0,0,0,0,0,8,0,0,8,6,0,3,6,6,17,21,9,3,70,84,31,30,31,31,53,25,16,10,312
UCL521045,0,0,0,0,0,0,8,3,3,10,0,0,0,0,0,0,0,5,0,10,4,3,0,5,0,8,6,3,3,38,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,5,5,4,0,20,22,7,13,11,12,21,16,8,0,114,12,5,11,5,6,14,12,8,8,79,42,18,26,24,28,52,63,31,22,305,0,0,0,5,3,13,43,11,4,73,3,5,4,0,4,15,12,8,0,34,0,0,0,0,5,3,13,3,3,23,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,11,16,7,0,37,0,0,0,0,3,3,12,14,11,45,0,0,0,0,0,3,11,8,6,21,0,0,0,0,0,0,7,5,4,18,9,7,3,9,4,13,13,3,3,56,0,0,0,0,0,0,0,4,0,4,3,0,3,0,3,8,12,9,0,34,44,17,21,20,21,28,30,16,10,213
UCL521046,0,0,0,0,4,0,4,5,0,15,0,0,0,0,0,0,6,0,0,11,0,0,4,3,0,0,0,0,0,14,0,0,0,3,4,0,0,0,0,4,0,4,5,4,0,0,3,0,0,19,59,43,34,29,22,14,9,0,0,210,6,3,3,10,3,3,0,0,0,26,67,52,48,49,55,36,27,13,0,351,0,0,0,3,10,7,11,3,0,41,6,0,7,6,11,3,4,3,0,51,0,0,0,0,5,0,0,4,0,8,0,0,0,0,0,4,3,3,0,12,0,0,8,10,28,22,15,7,0,95,0,7,4,5,4,6,0,8,0,35,0,0,0,0,5,4,5,4,0,25,0,0,0,0,0,6,5,3,0,20,0,4,12,5,5,4,3,3,0,37,0,0,0,3,4,4,0,4,0,14,0,8,8,10,6,7,3,0,0,50,125,92,59,49,45,24,13,0,0,407
UCL521047,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,0,0,8,7,7,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,13,33,7,18,13,27,12,11,6,0,124,4,7,7,3,7,4,0,0,3,23,34,11,29,32,49,31,31,18,6,239,0,0,0,0,4,13,20,17,6,70,5,0,0,11,4,10,5,3,0,36,0,0,0,4,5,3,3,7,3,22,0,0,0,0,0,0,0,0,6,4,0,0,0,3,8,3,16,10,0,36,0,0,0,3,0,5,9,6,6,30,0,0,0,0,0,0,7,0,4,5,0,0,0,0,0,7,5,3,0,15,0,0,3,14,11,9,5,4,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,9,0,3,4,32,66,23,43,31,48,35,21,5,0,274
UCL521048,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,17,8,10,7,15,5,14,8,0,4,64,0,0,0,0,0,0,4,3,0,6,4,0,3,5,5,16,8,3,0,45,49,13,23,23,27,36,31,14,9,224,8,4,12,6,8,9,12,3,0,56,68,31,40,50,51,82,90,45,21,482,0,0,4,6,5,29,59,30,16,138,6,12,5,7,4,13,8,4,3,70,0,0,0,0,0,8,20,14,9,53,0,0,0,0,0,0,0,0,6,6,0,3,0,3,0,13,33,14,9,66,0,0,0,0,4,18,29,14,11,71,0,0,0,0,0,6,4,4,0,15,0,0,0,0,0,9,10,8,4,32,11,11,10,15,9,25,19,3,7,112,0,0,0,0,0,0,7,5,3,17,3,3,5,9,15,24,20,10,4,87,101,41,44,41,46,59,55,25,8,421
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,37,52,38,29,21,11,0,0,0,188,11,7,5,6,3,0,0,0,0,26,46,52,46,47,34,29,5,3,0,264,0,0,0,0,4,0,0,0,0,4,0,0,3,8,5,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,12,0,0,0,25,0,0,0,7,6,11,6,0,0,26,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,19,87,88,71,59,34,22,6,0,0,367
UCL521050,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,10,0,0,12,0,6,10,8,0,11,5,5,0,43,0,0,0,0,0,0,4,0,0,5,0,3,3,3,0,3,11,0,0,24,41,21,21,22,16,23,11,7,0,170,5,6,3,6,7,0,4,0,0,28,63,35,38,49,34,47,54,24,9,342,0,0,5,5,4,13,29,10,9,76,14,4,17,12,4,9,21,3,0,73,0,0,0,0,0,8,16,5,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,23,3,5,52,0,6,0,0,3,0,15,8,4,36,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,8,17,3,3,24,4,11,17,15,5,12,9,4,0,70,0,0,0,0,0,0,6,4,4,16,6,6,7,10,4,8,13,4,0,47,100,42,55,53,44,53,25,14,3,394
UCL521051,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,4,0,14,0,4,13,4,14,20,9,0,0,58,0,0,0,0,0,0,0,5,0,3,0,0,3,5,11,9,10,3,0,41,56,34,24,17,32,27,10,3,0,205,16,7,4,9,5,4,4,3,6,55,80,57,37,54,68,79,42,28,7,447,0,0,8,3,12,43,23,19,6,107,12,14,5,11,9,20,12,7,0,92,0,0,0,4,0,11,6,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,9,7,3,58,0,0,0,0,0,12,13,10,0,41,0,0,0,0,0,0,0,4,0,5,0,0,0,0,4,10,5,5,0,26,5,13,15,8,14,29,11,0,0,95,0,0,0,0,0,0,0,4,0,13,0,4,3,5,15,21,12,0,0,61,127,81,42,47,62,59,22,7,0,443
UCL521052,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,21,62,32,40,33,15,15,3,3,0,212,22,9,16,10,7,14,5,3,0,80,86,44,59,54,41,44,15,17,0,365,0,0,0,0,5,13,7,7,0,28,6,6,3,12,5,5,3,5,0,42,0,0,0,0,6,4,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,18,12,3,0,62,0,0,0,0,5,13,3,5,0,20,0,0,0,3,0,5,5,0,0,14,0,0,0,0,0,3,4,0,0,10,0,0,5,4,5,3,4,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,5,0,0,0,33,119,63,70,67,49,31,14,9,0,415
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,16,13,30,31,16,15,6,5,0,0,117,35,12,4,4,0,0,3,0,0,65,46,42,46,32,24,13,13,4,0,229,0,0,0,0,3,0,0,0,0,8,0,0,0,4,4,5,0,0,0,15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,0,0,0,29,0,0,5,0,9,3,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,10,5,4,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,3,6,8,3,3,0,0,27,53,68,63,33,24,4,7,0,3,266
