UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL521022,0,0,3,0,3,0,0,0,0,10,12,3,27,40,59,44,13,0,0,204,0,0,0,0,5,0,0,0,0,5,0,6,3,0,9,7,0,0,0,22,0,6,8,0,11,4,3,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,12,8,13,7,0,0,0,49,0,0,0,0,0,0,0,0,0,0,5,0,4,6,12,0,7,0,0,34,11,4,5,3,4,13,3,0,0,55,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9,3,0,0,9,0,0,5,4,5,3,0,0,0,23,0,0,3,7,3,0,4,0,0,16,0,0,0,10,10,5,0,0,0,21,6,3,0,8,13,6,4,0,0,44,0,0,6,13,16,14,0,0,0,56,0,0,0,0,0,0,0,0,0,3
UCL521023,0,0,4,0,0,0,0,0,0,0,4,3,29,25,10,16,9,0,0,97,0,3,8,4,3,5,12,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,18,4,0,12,7,0,9,0,0,0,33,0,0,3,0,4,3,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,8,5,3,0,0,25,0,3,0,9,0,4,0,0,0,21,0,0,3,6,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL521024,0,0,6,4,3,3,0,0,0,12,0,16,57,39,40,29,11,0,0,188,0,0,3,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,6,5,5,4,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,16,0,3,7,5,11,4,0,0,0,32,0,0,0,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,3,4,4,3,0,0,0,18,0,3,19,14,10,14,0,0,0,60,0,8,29,20,10,7,0,0,0,74,0,7,21,18,19,10,4,0,0,88,0,0,0,0,0,0,0,0,0,4
UCL521025,0,0,0,0,0,0,0,0,0,4,6,15,44,33,22,27,4,0,0,159,0,0,3,6,0,0,0,3,0,11,0,8,38,38,40,23,3,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,7,0,0,0,22,6,0,7,4,4,0,3,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,3,0,0,0,0,13,0,0,3,0,0,6,0,0,0,6,0,0,0,4,7,8,0,0,0,23,0,0,10,4,3,4,0,0,0,21,0,0,5,6,0,8,0,0,0,21,0,0,5,0,0,0,0,0,0,5
UCL521026,0,0,0,0,3,4,0,0,0,10,19,13,25,34,60,30,5,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,10,9,8,4,0,0,0,32,0,3,3,3,11,3,0,0,0,24,0,0,0,0,0,4,0,0,0,7,3,3,7,14,14,10,0,0,0,50,0,0,0,0,6,0,0,0,0,13,5,0,0,0,6,5,6,0,0,26,7,4,4,7,6,4,0,0,0,32,0,0,0,0,5,8,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,4,6,5,4,5,0,0,23,0,3,0,7,4,0,3,0,0,14,0,5,0,5,13,4,0,0,0,22,0,0,3,3,16,4,0,0,0,32,3,0,5,8,8,12,4,0,0,51,0,0,0,0,0,0,0,0,0,0
UCL521027,0,0,0,0,0,0,0,0,0,4,10,10,17,20,22,12,4,0,0,103,0,0,0,0,0,0,0,0,0,0,5,9,32,23,30,14,4,0,0,125,0,6,3,6,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,13,6,0,0,5,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,0,3,0,3,0,0,0,0,12,0,0,6,7,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL521028,0,0,0,0,0,0,6,0,0,6,14,5,17,19,33,35,12,0,0,140,0,3,9,7,10,5,0,0,0,34,0,0,3,0,0,0,0,0,0,5,5,0,6,5,0,5,5,0,0,23,0,0,0,3,0,3,0,0,0,9,0,0,5,6,0,7,0,0,0,15,0,0,0,0,0,3,0,0,0,7,4,0,8,3,5,11,0,0,0,30,10,0,6,4,3,3,5,0,0,27,0,0,0,0,4,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,9,3,7,4,0,0,0,27,0,0,4,3,9,4,0,0,0,19,4,0,7,11,9,19,3,0,0,52,0,0,0,0,0,0,0,0,0,0
UCL521029,3,0,0,0,4,3,0,0,0,9,7,10,31,33,31,36,10,0,0,171,3,8,13,14,20,17,15,0,0,89,0,0,0,0,0,4,0,0,0,4,0,5,12,4,6,4,0,0,0,29,0,0,0,0,0,0,0,0,0,4,5,0,3,0,8,3,6,0,0,26,0,5,5,0,6,0,0,0,0,12,3,0,3,0,6,9,3,0,0,27,0,0,9,5,0,6,0,0,0,19,0,0,0,7,4,11,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,8,10,3,8,0,0,0,23,0,0,5,7,3,3,0,0,0,22,4,0,4,8,5,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0
UCL521030,0,0,0,3,0,0,4,0,0,10,0,10,60,28,26,28,11,6,0,169,0,20,66,19,10,8,8,0,0,136,0,4,0,4,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,8,8,0,0,26,0,0,0,0,3,0,0,0,0,9,3,4,0,4,3,3,0,0,0,24,0,3,5,6,11,10,0,4,0,36,0,0,0,4,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,5,3,0,0,0,0,16,0,0,0,4,5,4,0,0,0,13,0,0,0,0,7,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0
UCL521031,0,0,0,0,0,0,0,0,0,0,0,4,26,20,19,20,0,3,0,105,0,0,0,0,0,0,0,0,0,7,0,6,18,19,5,10,0,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,4,4,6,0,4,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,3,4,3,4,5,0,0,0,29,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,7,5,7,13,0,0,0,38,0,0,10,4,4,4,0,0,0,23,0,0,0,0,6,4,0,0,0,17,0,0,0,0,0,0,0,0,0,4
UCL521032,4,6,0,3,0,0,0,0,0,8,4,7,32,11,19,23,4,0,0,94,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,11,0,0,0,25,0,0,8,0,3,3,0,0,0,17,0,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,3,9,3,0,0,29,0,3,11,0,5,3,3,0,0,31,0,0,14,0,3,12,0,0,0,28,0,0,0,0,0,0,0,0,0,0
UCL521033,0,0,0,0,0,0,0,0,0,4,0,4,5,14,18,23,6,0,0,69,0,0,0,0,3,4,0,0,0,8,0,0,4,5,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,6,6,0,10,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,10,7,0,0,0,25,0,0,0,5,3,3,0,0,0,20,0,0,0,0,3,7,3,0,0,15,0,0,0,0,0,0,0,0,0,0
UCL521034,0,0,4,0,7,0,0,0,0,14,11,3,29,32,47,40,3,0,0,178,4,0,4,5,6,6,0,0,0,25,0,3,4,14,15,10,0,0,0,47,0,0,0,6,5,6,0,0,0,23,0,0,0,0,0,3,0,0,0,4,0,5,8,8,15,13,5,0,0,51,0,0,0,0,0,0,0,0,0,6,3,7,0,0,8,4,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,13,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,11,3,0,0,0,3,0,0,0,0,7,0,0,3,4,0,6,0,0,0,24,0,4,0,5,8,4,0,0,0,23,0,0,0,3,15,8,4,0,0,33,0,3,0,0,0,0,0,0,0,6
UCL521035,0,0,0,0,0,0,0,0,0,0,8,0,10,21,29,30,4,0,0,102,0,0,5,5,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,6,0,0,0,6,9,14,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,0,0,19,3,0,0,4,7,9,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,7,0,0,0,0,4,5,0,0,0,18,0,0,0,7,10,6,5,0,0,18,0,0,0,4,7,9,0,0,0,24,0,0,0,0,0,0,0,0,0,4
UCL521036,0,0,6,0,5,0,0,0,0,13,6,7,23,15,20,31,5,0,0,100,0,0,0,0,3,0,0,0,0,5,0,0,4,0,7,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,9,4,3,4,3,0,0,0,28,3,0,13,3,7,11,4,0,0,36,0,0,0,0,0,0,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,5,0,0,0,22,0,0,5,4,4,5,0,0,0,18,0,0,0,5,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL521037,0,0,3,3,3,0,0,0,0,9,7,7,17,42,42,27,0,0,0,151,0,0,0,0,0,6,0,0,0,8,0,0,4,15,11,12,0,0,0,48,3,0,6,10,9,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,0,0,0,30,0,0,0,4,0,0,0,0,0,5,5,0,9,10,3,6,0,0,0,31,10,5,0,8,3,5,0,0,0,29,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,0,23,0,0,3,11,3,4,0,0,0,16,0,0,7,10,9,0,0,0,0,31,0,0,10,11,14,7,0,0,0,39,0,0,0,0,0,0,0,0,0,5
UCL521038,0,0,0,0,0,0,0,0,0,0,5,5,15,22,26,32,8,0,0,118,4,0,0,4,0,3,3,0,0,23,0,0,0,0,12,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,15,0,0,0,4,3,0,0,0,0,7,5,0,7,3,4,3,0,0,0,23,4,0,0,0,0,6,0,0,0,19,0,0,0,4,0,8,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,4,9,3,7,5,0,0,22,0,0,0,8,11,10,0,0,0,28,0,0,3,9,8,6,5,0,0,33,0,0,0,0,0,0,0,0,0,0
UCL521039,0,0,3,7,0,0,0,0,0,10,12,3,22,41,51,49,10,0,0,185,0,0,0,0,3,3,0,0,0,10,0,0,0,7,4,7,0,0,0,21,0,0,4,7,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,9,9,12,13,8,0,0,0,53,0,0,0,0,0,0,0,0,0,6,12,0,5,4,8,0,0,0,0,30,3,0,3,3,0,8,0,0,0,24,0,0,0,3,0,5,0,0,0,11,0,0,0,5,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,20,0,0,0,0,5,4,0,0,0,18,0,0,0,7,10,8,0,0,0,24,0,0,6,10,13,17,0,0,0,45,0,0,3,13,17,23,5,0,0,59,0,0,0,3,0,0,0,0,0,3
UCL521040,0,0,0,4,0,0,3,0,0,12,0,5,49,40,33,27,11,0,0,179,0,0,0,0,0,0,0,0,0,4,0,8,28,33,17,21,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,6,0,0,0,22,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,9,0,4,0,0,0,0,18,0,0,5,4,11,13,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,7,3,10,0,0,0,19,0,0,10,7,14,6,4,0,0,52,0,4,3,6,6,4,0,0,0,32,0,4,12,7,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0
UCL521041,0,0,4,0,0,0,0,0,0,7,0,10,51,38,15,11,3,0,0,132,0,0,0,0,0,0,0,0,0,0,0,12,79,76,38,24,5,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,9,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,6,12,12,4,3,0,0,0,35,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
UCL521042,0,0,0,0,0,0,0,0,0,4,10,13,17,29,35,25,10,0,0,143,5,9,15,7,12,8,4,0,0,54,0,0,0,0,4,0,0,0,0,5,6,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,4,4,4,9,3,7,0,0,28,7,0,9,11,3,9,0,0,0,39,0,0,0,0,7,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,20,0,5,3,5,14,8,0,0,0,24,0,0,3,6,10,3,0,0,0,17,0,0,0,3,3,5,3,0,0,20,0,0,0,0,0,3,0,0,0,6
UCL521043,0,0,0,5,0,4,0,0,0,5,8,5,14,17,37,38,5,0,0,128,0,0,0,0,0,0,0,0,0,9,0,0,7,13,0,3,0,0,0,24,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,5,0,0,0,24,6,0,0,3,4,3,0,0,0,17,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,3,0,0,8,0,0,0,0,15,0,0,0,4,8,3,0,0,0,21,0,0,0,3,10,14,7,0,0,31,0,0,6,3,14,22,0,0,0,50,0,0,5,0,0,0,0,0,0,9
UCL521044,0,0,0,0,0,0,0,0,0,4,10,5,15,17,18,28,8,4,0,101,3,6,8,7,0,10,0,8,0,38,0,0,0,0,6,4,0,0,0,14,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,11,5,3,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,4,3,7,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,4,8,4,3,0,0,0,19,0,0,0,4,0,4,0,0,0,14,0,0,3,7,3,11,8,0,0,28,0,0,0,0,0,0,0,0,0,0
UCL521045,0,0,0,0,0,0,0,0,0,0,3,0,15,11,14,19,3,0,0,66,0,5,4,3,0,3,11,3,0,37,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,0,0,6,0,0,0,0,0,0,3,4,0,0,0,5,4,0,0,0,9,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,12,0,0,3,3,3,5,0,0,0,10,0,0,9,0,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0
UCL521046,0,0,0,4,0,0,0,0,0,4,4,9,24,25,24,15,4,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,16,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,4,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,17,0,0,12,11,5,0,4,0,0,28,0,0,0,6,3,0,0,0,0,18,0,4,5,3,3,6,3,0,0,35,6,0,4,4,0,0,0,0,0,13
UCL521047,0,0,4,0,0,3,0,0,0,8,0,10,19,28,32,22,7,0,0,114,0,0,0,4,0,0,0,0,0,10,0,0,9,8,9,11,0,0,0,48,0,0,0,0,6,6,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,5,0,4,3,4,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,3,5,7,7,0,0,0,0,25,0,3,0,9,6,7,0,0,0,23,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,10,11,16,4,0,0,39,0,0,4,4,9,3,0,0,0,20,0,0,4,3,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
UCL521048,0,0,0,0,0,3,0,0,0,4,6,14,15,28,37,42,17,0,0,166,0,0,0,4,4,0,0,0,0,7,0,0,0,11,0,6,0,0,0,20,0,3,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,13,0,0,0,41,0,0,0,0,0,0,0,0,0,3,3,5,0,4,5,8,0,0,0,28,0,3,0,0,0,6,4,0,0,17,0,4,0,4,3,6,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,5,5,0,0,12,0,0,3,5,9,4,5,0,0,31,0,0,5,8,6,6,6,0,0,23,6,4,0,6,7,20,4,4,0,52,0,0,0,0,0,0,0,0,0,3
