UCL_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
UCL521034,0,0,0,0,24,24,0,0,0,0,31,31,9,0,0,0,26,34,24,0,3,0,11,39,42,0,10,0,16,67,48,5,12,0,10,68,26,0,9,0,0,46,17,0,5,0,0,15,3,0,0,0,0,10,159,8,38,4,117,325,0,0,0,0,18,18,0,0,0,0,12,12,12,0,0,0,20,37,29,0,3,0,10,47,36,6,9,0,13,62,46,4,12,6,4,66,26,0,4,5,0,40,13,3,3,7,0,21,0,0,0,0,0,0,170,15,36,20,86,320,0,0,0,0,41,41,0,0,0,0,43,43,21,0,4,0,45,71,55,0,4,0,22,85,75,6,18,0,29,129,92,5,24,3,13,139,57,0,19,8,0,80,23,3,4,7,0,44,3,0,0,5,0,11,327,24,73,23,203,647
UCL521035,0,0,0,0,13,13,0,0,0,0,5,5,6,0,0,0,12,14,12,0,0,0,9,28,16,9,0,0,16,35,22,3,12,0,9,41,25,3,10,5,7,50,26,0,0,5,3,30,3,0,0,3,0,10,101,12,29,7,77,228,0,0,0,0,17,17,0,0,0,0,0,0,11,0,0,0,8,16,8,0,0,0,17,28,15,3,9,0,5,36,23,6,14,0,6,53,24,0,10,5,6,48,20,0,6,11,0,36,4,0,0,11,0,10,108,15,44,25,60,247,0,0,0,0,29,29,0,0,0,0,6,6,18,0,0,0,18,38,19,0,4,0,25,51,32,7,9,0,24,74,39,10,27,0,18,98,51,8,17,4,9,93,44,0,11,10,0,67,9,0,0,13,0,19,213,24,69,28,137,470
UCL521036,0,0,0,0,13,13,0,0,0,0,12,12,6,0,0,0,26,36,0,0,0,0,18,13,17,0,6,0,29,47,18,9,11,0,21,54,26,6,17,3,4,50,12,0,6,3,0,25,0,0,0,0,0,5,77,23,38,13,118,260,0,0,0,0,9,9,0,0,0,0,19,19,10,0,0,0,26,36,7,0,0,0,8,24,11,5,10,0,12,44,22,0,17,8,10,51,17,3,3,9,0,33,7,0,8,4,0,19,0,0,0,0,0,0,73,10,32,22,89,231,0,0,0,0,23,23,0,0,0,0,29,29,13,0,0,0,54,70,4,3,0,0,25,36,31,9,8,4,40,87,39,9,29,8,32,113,40,11,24,11,9,84,17,3,15,8,0,44,0,0,0,3,0,3,150,33,72,35,209,491
UCL521037,0,0,0,0,35,35,0,0,0,0,23,22,8,0,0,0,28,42,32,0,3,0,40,77,25,11,8,0,24,66,23,8,20,0,11,71,26,0,10,0,3,47,22,0,3,0,5,33,0,0,0,0,0,6,145,21,48,10,170,394,0,0,0,0,25,25,0,0,0,0,15,15,19,5,0,0,25,49,31,5,10,0,26,79,16,8,17,5,26,69,30,0,15,0,6,59,32,4,15,16,0,62,19,3,0,11,0,38,0,0,0,0,0,4,150,25,60,37,127,393,0,0,0,0,59,59,0,0,0,0,37,35,27,5,0,0,57,92,67,11,16,0,62,155,43,16,21,5,43,136,57,13,34,0,22,127,63,4,20,11,4,109,35,4,7,14,5,66,0,0,0,5,0,11,291,47,107,42,296,788
UCL521038,0,0,0,0,13,13,0,0,0,0,11,11,5,0,0,0,12,18,14,0,0,0,21,33,12,3,6,0,23,47,45,3,16,0,14,70,42,0,18,5,10,78,25,4,10,13,3,51,11,0,0,7,0,16,149,10,42,26,115,344,0,0,0,0,14,14,0,0,0,0,12,12,7,0,0,0,25,29,14,5,0,3,17,34,19,0,5,4,13,46,44,4,9,3,12,64,49,0,14,12,3,77,22,0,0,17,0,42,3,0,3,22,0,31,150,13,28,61,94,350,0,0,0,0,28,28,0,0,0,0,21,21,6,0,0,0,37,47,27,4,3,3,35,71,31,8,11,6,42,95,85,8,16,5,22,136,89,0,30,22,13,161,40,0,8,24,9,94,12,3,3,26,0,44,297,27,72,88,211,695
UCL521039,0,0,0,0,31,31,0,0,0,0,15,15,5,0,0,0,13,18,27,0,0,0,13,38,31,0,4,0,13,51,52,0,10,0,15,78,40,0,7,3,3,58,27,0,4,4,0,37,6,0,0,0,0,8,190,3,32,7,98,328,0,0,0,0,27,27,0,0,0,0,3,3,16,0,0,0,15,31,35,0,6,0,13,53,43,6,3,0,12,65,52,0,19,5,9,81,39,0,12,0,6,54,19,0,3,4,5,25,4,0,3,3,0,12,194,10,40,12,91,339,0,0,0,0,52,52,0,0,0,0,16,16,19,0,0,0,27,46,56,0,0,0,25,95,69,9,12,0,25,115,103,0,31,5,24,163,81,0,15,6,10,111,47,0,8,6,4,64,12,0,3,5,0,19,385,11,70,24,184,673
UCL521040,0,0,0,0,3,3,0,0,0,0,20,20,16,0,0,0,46,68,51,10,3,0,18,77,30,0,4,0,11,45,29,7,7,0,22,58,10,0,6,0,6,21,3,0,0,0,0,6,0,0,0,0,0,0,138,17,20,8,127,305,0,0,0,0,5,5,0,0,0,0,6,9,42,0,0,0,53,86,41,4,5,0,22,67,24,4,8,0,17,57,23,3,5,0,13,39,11,0,4,6,5,24,4,0,5,0,0,7,0,0,0,0,0,4,145,11,25,10,112,301,0,0,0,0,8,8,3,0,0,0,25,31,55,0,0,0,96,154,92,10,4,0,39,147,57,3,13,3,33,102,45,9,9,0,30,99,20,0,7,5,5,45,7,0,5,3,0,15,3,0,0,3,0,6,282,30,40,14,236,612
UCL521041,0,0,0,0,7,7,0,0,0,0,10,9,31,0,0,0,48,80,52,4,0,0,9,65,20,7,4,0,8,36,16,0,7,0,5,30,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,121,9,22,0,81,234,0,0,0,0,5,5,0,0,0,0,20,23,46,0,0,0,34,93,42,0,0,0,12,52,12,0,6,0,6,18,10,0,7,0,0,17,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,114,0,9,5,77,213,0,0,0,0,11,11,0,0,0,0,25,29,76,3,0,0,81,164,93,4,0,0,25,121,31,3,12,0,13,53,27,0,17,0,3,47,0,0,3,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,232,15,31,6,165,446
UCL521042,0,0,0,0,21,21,0,0,0,0,20,20,11,0,0,0,20,38,14,0,0,0,10,23,25,0,9,0,22,51,16,0,5,3,19,42,26,3,0,6,6,35,9,0,7,0,4,22,9,0,0,6,0,15,109,4,21,12,117,264,0,0,0,0,14,14,0,0,0,0,16,16,12,0,0,0,14,29,26,0,0,0,15,40,22,0,5,4,19,47,22,0,10,0,3,41,23,0,9,6,0,39,12,0,3,5,0,25,3,0,0,11,0,14,109,0,31,32,84,260,0,0,0,0,34,34,0,0,0,0,34,34,22,0,3,0,38,68,34,4,0,0,22,63,48,0,8,4,35,101,34,0,19,3,26,82,48,3,5,11,6,75,23,0,7,10,4,40,9,0,0,16,3,29,225,3,54,45,200,531
UCL521043,0,0,0,0,15,15,0,0,0,0,9,9,9,0,0,0,4,17,16,0,8,0,9,28,23,0,5,0,7,38,38,0,8,0,7,51,25,0,9,0,0,37,8,0,4,0,0,13,0,0,0,0,0,0,120,7,27,0,53,199,0,0,0,0,12,12,0,0,0,0,10,10,11,0,0,0,7,21,15,0,0,0,5,25,33,3,3,0,9,48,34,0,10,3,0,59,24,4,10,0,0,37,9,0,4,0,0,15,0,0,0,0,0,7,129,5,26,8,50,223,0,0,0,0,26,26,0,0,0,0,18,18,20,0,0,0,20,36,30,0,5,0,12,55,52,6,10,0,16,84,74,5,17,3,9,107,49,7,17,0,3,76,16,0,6,0,0,27,4,0,0,3,0,4,245,14,56,11,100,425
UCL521044,0,0,0,0,19,19,0,0,0,0,18,23,3,3,0,0,23,29,12,0,7,0,15,34,12,10,5,0,17,40,21,5,9,0,14,63,44,0,11,3,3,58,23,5,7,3,8,39,9,0,0,4,0,10,127,24,44,17,105,313,0,0,0,0,9,9,0,4,0,0,10,11,7,0,0,0,24,32,13,0,9,0,9,30,14,5,6,0,10,32,32,8,12,0,12,62,38,0,7,16,0,62,17,0,5,19,0,49,3,0,0,13,0,13,130,22,36,46,63,300,0,0,0,0,26,26,0,3,0,0,28,33,16,0,0,0,46,65,31,0,8,0,18,64,29,11,11,3,25,73,54,15,25,3,25,121,78,7,20,17,5,122,43,4,10,28,8,89,16,0,4,10,0,23,260,48,81,58,170,611
UCL521045,0,0,0,0,12,12,0,0,0,0,5,5,0,0,0,0,12,18,4,0,0,0,8,14,13,0,5,0,9,28,16,3,4,9,6,40,43,4,18,3,4,75,20,3,0,3,7,32,3,0,3,9,0,17,113,9,33,20,68,240,0,0,0,0,8,8,0,0,0,0,6,6,6,5,0,0,15,26,14,0,5,0,6,24,14,4,5,0,6,28,22,12,10,4,9,52,41,0,9,13,0,63,14,0,3,13,4,31,5,0,5,17,0,22,116,17,32,44,55,266,0,0,0,0,18,18,0,0,0,0,16,16,11,5,0,0,35,48,19,0,3,0,14,39,28,4,9,0,14,51,44,14,14,14,14,97,86,7,26,17,4,140,35,3,4,19,8,62,11,0,3,23,0,34,229,22,65,68,121,504
UCL521046,0,0,0,0,31,31,0,0,0,0,26,26,3,0,0,0,37,44,4,0,3,0,24,33,5,0,4,0,35,49,12,3,6,3,23,47,12,6,4,0,4,25,0,0,3,9,0,13,0,0,0,0,0,3,40,7,17,16,183,268,0,0,0,0,22,22,0,0,0,0,27,27,7,0,0,0,48,48,7,0,0,0,38,49,6,0,6,3,38,55,9,0,9,5,18,36,6,0,4,6,10,27,0,0,5,8,0,13,0,0,0,0,0,0,44,0,15,20,203,284,0,0,0,0,54,54,0,0,0,0,60,60,13,0,0,0,86,100,18,0,5,0,65,81,17,3,10,4,73,102,15,3,12,5,37,80,19,3,9,7,17,51,0,0,3,14,0,24,0,0,0,0,0,3,82,15,37,34,392,554
UCL521047,0,0,0,0,5,5,0,0,0,0,12,12,6,5,0,0,20,34,15,0,0,0,9,30,22,0,10,0,17,41,16,11,14,0,20,61,20,0,5,0,7,36,10,0,7,0,0,16,7,0,0,0,0,4,90,14,37,7,95,234,0,0,0,0,6,6,0,0,0,0,6,6,10,0,6,0,23,29,14,4,4,0,7,32,20,4,8,0,14,49,15,0,3,5,0,31,20,0,4,7,0,31,3,0,3,5,0,18,5,0,0,3,0,6,82,8,30,21,63,203,0,0,0,0,11,11,0,0,0,0,18,18,15,5,4,0,46,63,29,4,6,0,18,62,42,4,15,0,29,84,32,9,18,5,24,89,42,0,6,7,9,68,15,0,11,5,3,36,8,0,0,3,0,12,176,17,66,27,156,440
UCL521048,0,0,0,0,23,23,0,0,0,0,16,16,6,0,5,0,37,43,11,3,7,0,20,36,21,4,6,0,8,35,45,4,11,5,11,79,47,12,22,8,3,90,39,0,5,10,3,53,9,0,0,3,3,18,180,24,48,19,127,396,0,0,0,0,14,14,0,0,0,0,19,19,3,4,0,3,33,40,16,8,3,0,30,50,24,7,6,0,12,51,46,0,22,3,12,82,57,8,19,8,4,90,23,0,10,15,0,45,3,0,0,15,0,21,170,22,47,45,114,412,0,0,0,0,33,33,0,0,0,0,35,35,12,3,3,3,69,90,22,9,6,0,50,85,44,7,11,0,20,86,93,6,28,8,28,161,109,14,38,18,9,181,62,0,11,21,3,95,14,0,0,18,3,34,351,45,99,64,246,808
UCL521049,5,0,0,0,16,19,12,0,0,0,17,25,22,0,0,0,18,42,17,0,0,0,17,39,17,3,0,0,15,30,14,0,0,0,5,20,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,86,4,8,0,83,188,8,0,0,0,17,19,19,0,3,0,16,35,21,0,0,0,19,46,22,3,8,6,11,47,19,6,0,3,7,34,11,4,0,8,3,29,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,99,14,12,23,78,218,10,0,0,0,33,42,24,0,3,0,34,57,43,7,0,0,45,88,40,7,8,8,27,87,31,6,0,3,17,66,25,4,0,8,7,46,8,0,0,7,0,11,0,0,0,0,0,4,0,0,0,0,0,0,185,17,18,25,165,406
UCL521050,0,0,0,0,15,14,0,0,0,0,18,18,17,0,0,0,34,52,24,3,0,0,23,42,17,5,4,0,19,44,30,3,4,0,14,51,33,5,13,5,5,60,12,3,8,0,4,21,4,0,0,6,0,9,130,12,34,6,128,309,0,0,0,0,12,10,0,0,0,0,26,22,11,0,0,0,23,38,25,3,3,0,19,49,16,0,11,0,11,34,25,4,8,7,3,47,31,4,8,7,0,54,12,4,3,7,0,24,0,0,0,13,0,9,115,12,29,30,94,281,3,0,0,0,24,25,0,0,0,0,37,41,33,0,3,0,62,97,44,3,7,0,34,95,27,5,12,0,31,69,56,3,15,7,13,95,59,6,23,12,13,108,17,3,7,7,4,43,6,0,0,12,0,19,243,24,64,41,217,593
UCL521051,0,0,0,0,20,20,0,0,0,0,40,40,9,0,0,0,31,37,21,4,0,0,16,41,25,4,8,0,19,51,30,3,21,0,17,68,29,0,9,0,4,43,12,4,4,0,0,21,4,0,0,0,0,5,126,18,42,4,140,330,0,0,0,0,35,35,0,0,0,0,26,26,13,0,0,0,23,37,18,7,4,0,21,54,33,7,11,4,14,68,32,4,15,7,16,79,15,0,10,7,5,42,11,0,0,10,0,28,0,0,0,8,0,7,132,15,48,40,133,368,0,0,0,0,56,56,0,0,0,0,62,62,19,4,0,0,51,82,39,9,6,0,39,92,58,8,22,6,35,122,65,6,36,7,33,152,45,3,21,7,5,80,22,5,3,18,3,49,4,0,0,8,0,10,249,33,88,42,279,698
UCL521052,0,0,0,0,14,14,0,0,0,0,19,20,9,0,0,0,32,39,14,5,0,0,43,63,18,0,3,0,40,65,16,5,0,0,17,48,5,0,4,3,12,32,0,0,0,4,4,9,0,0,0,0,0,0,67,15,13,8,188,288,0,0,0,0,33,33,0,0,0,0,17,17,10,0,0,0,49,59,9,5,0,0,35,54,8,0,0,0,30,41,5,8,4,6,27,44,11,0,0,5,7,15,4,0,0,6,3,17,0,0,0,0,0,0,44,13,13,14,193,280,0,0,0,0,42,42,0,0,0,0,32,36,19,0,0,0,82,101,29,6,0,0,83,118,19,0,6,0,76,101,18,12,9,3,40,90,17,0,8,8,19,49,8,0,0,12,6,25,0,0,0,0,0,0,113,28,23,25,380,575
UCL522001,4,0,0,0,23,27,3,0,0,0,24,29,7,0,3,0,27,41,13,0,0,0,23,31,3,0,0,0,23,29,4,0,0,0,9,9,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,0,8,7,129,180,0,0,0,0,14,13,3,0,0,0,20,27,8,0,0,0,31,46,12,4,0,0,16,32,7,0,0,0,19,24,4,0,0,3,6,13,0,0,0,6,0,13,0,0,0,4,0,4,0,0,0,0,0,0,42,3,3,16,107,180,3,0,0,0,38,39,9,0,0,0,51,54,16,4,3,0,62,89,26,4,0,0,37,71,12,0,3,0,35,54,5,0,3,6,11,30,10,0,0,10,0,17,0,0,0,4,0,4,3,0,0,0,0,3,85,10,11,14,239,358
UCL522002,0,0,0,0,4,4,0,0,0,0,7,7,0,0,0,0,11,15,5,0,0,0,3,14,7,0,0,0,6,14,10,3,8,0,3,18,9,0,11,5,4,29,9,0,4,0,0,13,3,0,0,0,0,3,39,4,22,5,44,112,0,0,0,0,7,7,0,0,0,0,4,4,3,0,0,0,7,13,3,0,0,0,5,10,3,4,4,0,8,23,9,3,5,0,6,24,9,4,8,3,3,36,3,0,3,4,3,18,0,0,0,0,0,3,45,10,28,10,42,135,0,0,0,0,9,9,0,0,0,0,13,13,4,0,0,0,20,30,7,0,0,0,11,23,11,3,6,0,18,38,20,7,12,0,4,41,25,0,22,8,10,64,10,0,7,4,5,29,3,0,0,0,0,9,88,12,48,11,90,248
UCL522003,0,0,0,0,10,10,3,0,0,0,16,18,5,0,0,0,26,27,0,0,0,0,16,16,0,0,0,0,11,18,3,0,0,0,0,11,0,0,3,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,0,84,112,0,0,0,0,11,11,0,0,0,0,10,11,4,0,0,0,21,27,3,0,3,0,20,26,6,0,0,0,16,17,0,0,4,0,3,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,11,0,9,8,85,103,0,0,0,0,19,19,5,0,0,0,23,33,6,0,0,0,53,53,0,0,3,0,36,38,5,0,0,0,25,37,5,0,9,0,5,14,3,0,3,0,3,11,0,0,0,0,0,6,0,0,0,0,0,4,27,0,12,8,172,218
UCL522004,0,0,0,0,25,27,9,0,0,0,13,23,7,0,0,0,11,17,13,0,0,0,4,22,6,0,0,0,5,9,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,3,60,109,0,0,0,0,23,24,4,0,0,0,8,16,8,4,0,0,11,28,10,0,0,0,7,21,10,0,0,0,9,16,9,0,0,3,3,9,0,0,0,5,0,7,0,0,0,3,0,3,0,0,0,0,0,0,41,6,0,9,55,121,3,0,0,0,44,45,16,0,0,0,20,31,18,4,0,0,23,45,26,3,0,0,13,38,15,0,0,0,13,26,14,3,0,0,4,25,0,0,0,8,3,9,0,0,0,3,0,3,0,0,0,0,0,0,87,6,0,8,121,228
UCL522005,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,25,25,7,0,0,0,21,23,0,0,0,0,7,14,0,0,0,0,3,5,0,0,0,0,3,3,5,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,81,96,0,0,0,0,17,17,0,0,0,0,9,9,0,0,0,0,23,23,3,0,0,0,25,29,0,0,0,0,12,13,3,0,0,0,7,15,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,12,0,3,3,88,116,0,0,0,0,30,30,0,0,0,0,9,9,0,0,0,0,55,55,6,0,0,0,45,55,8,0,0,0,20,24,6,0,0,0,12,22,5,0,0,0,6,9,5,0,0,0,0,9,0,0,0,0,0,0,30,4,3,3,174,214
UCL522006,0,0,0,0,17,17,0,0,0,0,15,15,6,0,0,0,11,18,15,0,0,0,4,20,30,0,3,0,4,34,23,4,4,3,0,30,26,0,0,0,0,32,3,0,4,0,0,7,8,0,0,0,0,7,114,4,12,3,56,179,0,0,0,0,11,11,0,0,0,0,19,19,3,0,0,0,9,19,17,0,0,0,3,22,29,0,0,0,4,31,30,4,4,0,4,41,17,0,3,0,0,24,7,0,0,0,0,13,0,0,0,3,0,3,103,3,16,5,50,184,0,0,0,0,32,32,0,0,0,0,33,33,13,0,0,0,23,33,36,0,0,0,8,46,56,0,4,0,3,70,53,6,5,3,4,69,45,0,3,0,0,52,15,0,4,7,0,21,6,0,0,3,0,8,214,5,25,11,107,369
UCL522007,0,0,0,0,8,8,0,0,0,0,4,4,0,0,0,0,6,3,4,0,0,0,8,13,3,0,0,0,5,5,11,0,6,0,4,19,14,0,9,0,0,28,3,0,3,4,0,15,0,0,0,0,0,3,44,3,21,5,30,97,0,0,0,0,4,4,0,0,0,0,3,3,4,0,0,0,16,12,5,0,0,0,3,10,5,0,0,0,3,4,14,0,5,0,3,19,15,0,5,9,0,27,3,0,0,0,0,6,0,0,0,3,0,0,41,0,7,12,29,91,0,0,0,0,5,5,0,0,0,0,12,12,5,0,0,0,15,22,9,0,0,0,7,17,7,0,0,0,6,17,23,0,6,0,11,42,25,0,19,9,5,58,8,0,3,3,0,21,0,0,0,7,0,9,83,3,29,17,59,191
UCL522008,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,10,0,0,0,0,9,9,0,0,6,0,4,11,8,0,6,0,4,20,4,5,3,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,29,8,10,0,27,79,0,0,0,0,4,4,0,0,0,0,5,4,0,0,0,0,11,11,7,0,0,0,0,11,3,5,3,0,3,18,10,5,0,0,3,19,10,0,5,3,0,16,0,0,0,4,0,7,0,0,0,4,0,4,34,6,18,10,31,88,0,0,0,0,5,5,0,0,0,0,3,5,0,0,0,0,18,22,10,4,0,0,5,19,5,5,6,0,5,21,20,4,9,0,3,40,14,5,10,3,0,37,9,0,0,4,0,14,0,0,0,4,0,4,63,11,27,10,59,166
UCL522009,0,0,0,0,10,10,0,0,0,0,13,13,5,0,3,0,16,21,12,4,0,0,12,22,25,0,3,0,15,46,12,0,4,0,4,28,11,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,64,11,16,0,76,159,0,0,0,0,18,18,0,0,0,0,13,13,4,0,0,0,12,22,10,0,3,0,9,26,22,0,4,0,4,33,11,4,4,0,3,21,12,0,0,0,0,12,4,0,0,3,0,6,0,0,0,0,0,0,61,3,13,6,68,154,0,0,0,0,32,32,0,0,0,0,28,28,10,0,9,0,30,42,27,5,0,0,19,49,45,3,10,0,19,79,28,4,6,0,7,49,20,0,0,4,0,25,5,0,0,5,0,10,0,0,0,0,0,0,126,15,28,9,136,313
UCL522010,0,0,0,0,23,23,0,0,0,0,16,16,5,0,0,0,9,17,11,0,0,0,5,17,17,0,0,0,3,24,15,5,5,0,4,30,12,0,6,0,8,32,10,0,0,0,0,16,5,0,0,4,0,10,86,5,17,3,64,175,0,0,0,0,14,10,0,0,0,0,3,3,9,0,0,0,6,16,15,0,3,0,3,25,14,4,3,0,3,26,17,0,4,0,0,25,11,4,8,0,0,21,3,0,0,4,5,12,0,0,0,0,0,4,70,5,15,11,33,143,0,0,0,0,37,38,0,0,0,0,16,16,15,0,0,0,12,31,30,0,3,0,8,40,35,4,3,0,7,43,31,5,7,4,7,52,26,4,15,0,11,58,11,0,4,8,6,26,5,0,0,4,0,10,155,12,34,18,103,313
UCL522011,0,0,0,0,7,7,0,0,0,0,8,8,6,0,0,0,10,16,16,0,0,0,6,33,14,0,3,0,0,15,10,6,6,0,0,23,13,4,7,0,3,28,9,0,6,0,3,12,5,0,0,0,0,5,66,13,20,0,41,145,0,0,0,0,3,3,0,0,0,0,11,11,5,5,0,0,15,19,11,0,0,0,6,21,8,0,0,0,5,14,10,0,8,3,0,24,12,0,6,0,0,20,0,0,4,0,0,7,0,0,0,0,0,0,60,5,11,5,40,114,0,0,0,0,6,6,0,0,0,0,22,22,10,3,0,0,25,36,28,0,0,0,16,54,16,0,4,0,4,26,24,6,6,6,3,41,27,4,10,3,3,52,8,0,8,3,3,20,9,0,0,0,0,9,125,15,32,7,85,265
UCL522012,0,0,0,0,11,10,0,0,0,0,4,4,5,0,0,0,25,32,7,0,0,0,6,19,6,0,4,0,6,26,21,3,7,0,8,47,30,0,10,4,7,49,15,0,11,3,0,24,6,0,0,0,0,5,102,6,34,9,68,219,0,0,0,0,3,3,0,0,0,0,4,4,7,0,0,0,14,27,11,0,0,0,4,21,14,0,7,0,4,24,22,8,8,3,4,42,26,0,5,9,0,44,13,0,0,15,0,29,4,0,0,7,0,8,99,10,17,33,43,195,0,0,0,0,11,12,0,0,0,0,9,9,17,0,0,0,40,55,19,0,0,0,12,36,20,4,9,0,14,49,45,8,9,6,17,92,59,0,20,9,7,92,30,0,11,16,0,53,11,0,0,7,0,16,200,18,51,38,108,416
