UCL_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
UCL521012,0,0,0,0,15,0,13,0,0,0,0,4,0,7,13,0,0,13,13,0,26,14,0,0,16,13,0,30,5,0,0,5,25,5,42,0,3,0,6,44,3,52,0,0,0,0,38,3,41,0,0,0,0,16,0,19,0,0,0,0,3,0,7,31,5,0,40,177,16,234,0,0,0,0,12,0,15,0,0,0,0,5,4,4,13,0,0,14,13,0,27,15,0,0,15,4,3,21,6,3,0,10,24,0,34,0,14,0,10,38,8,58,0,6,0,6,46,3,59,0,0,0,0,7,0,10,0,0,0,0,0,0,5,38,20,0,55,151,12,229,0,0,0,0,25,0,29,0,0,0,0,7,3,13,26,0,0,29,30,0,60,31,0,0,30,20,0,48,14,3,0,18,59,5,77,5,13,0,18,78,12,107,0,9,0,9,86,9,99,0,0,0,0,20,3,23,0,0,0,0
UCL521013,0,3,0,3,34,0,45,0,0,0,0,14,0,20,22,0,5,26,20,9,54,20,0,0,22,14,6,46,17,0,0,25,41,0,67,7,7,0,13,52,0,70,0,3,0,3,42,7,45,0,3,0,3,8,5,17,0,0,0,0,4,0,4,70,25,0,97,241,27,366,0,3,0,3,28,0,28,3,0,0,3,14,0,17,28,0,3,37,18,10,56,33,0,0,33,12,3,51,24,9,0,34,42,0,77,0,6,0,11,51,0,64,0,7,0,11,35,0,48,0,0,0,0,12,4,12,0,0,0,0,4,0,4,93,36,5,130,218,21,364,0,10,0,10,66,4,73,3,0,0,8,31,4,35,53,0,7,60,44,11,113,52,3,3,60,34,10,94,43,11,0,54,83,0,141,10,14,0,29,102,5,137,0,18,0,13,78,5,99,0,3,0,3,20,3,27,0,0,0,0
UCL521014,0,0,0,0,5,0,14,0,0,0,0,7,0,17,8,0,0,4,17,7,34,12,0,0,9,15,12,39,6,4,0,11,45,16,71,4,4,0,7,61,14,86,0,4,0,4,61,7,71,0,0,0,0,20,0,20,0,0,0,0,4,0,4,27,12,0,45,242,63,349,0,0,0,3,14,6,26,5,0,0,5,3,4,10,12,5,0,14,7,8,33,20,0,0,21,10,8,41,6,6,0,8,43,13,63,0,9,0,8,39,11,62,0,3,0,3,35,7,47,0,0,0,0,11,5,12,0,0,0,0,0,0,0,38,23,3,62,163,64,293,0,3,0,4,19,10,36,5,0,0,8,15,3,29,13,8,0,22,31,12,63,26,0,4,28,28,27,82,14,6,0,18,87,28,132,7,15,0,20,102,26,151,0,9,0,9,91,11,115,0,0,0,0,27,8,35,0,0,0,0
UCL521015,0,0,0,0,8,0,15,0,0,0,0,14,0,14,8,0,0,7,19,0,33,8,3,0,12,11,3,29,5,0,0,5,18,6,32,0,3,0,3,35,0,41,0,4,0,7,48,8,60,0,0,0,0,22,0,26,0,0,0,0,13,0,12,30,14,0,42,206,19,266,0,6,0,6,5,0,10,3,0,0,3,10,0,13,11,3,0,11,17,8,38,16,0,0,19,8,0,29,9,0,0,10,15,3,27,0,8,0,8,33,3,46,0,4,0,4,45,8,58,0,0,0,0,36,4,36,0,0,0,0,20,0,21,39,19,0,64,189,25,276,0,8,0,8,14,4,25,3,0,0,3,28,0,27,14,6,0,24,40,8,67,31,4,0,33,22,0,59,12,0,0,14,43,10,64,0,6,0,6,71,5,85,0,4,0,6,95,11,115,0,0,0,0,56,4,60,0,0,0,0
UCL521016,0,0,0,0,20,0,24,0,0,0,0,18,0,16,21,0,0,21,33,3,54,21,0,0,21,9,5,28,6,0,0,6,30,10,44,5,5,0,12,33,3,48,0,3,0,4,34,3,42,0,0,0,0,17,0,20,0,0,0,0,9,0,12,48,10,0,62,200,23,284,0,0,0,0,26,0,28,4,5,0,3,13,0,21,22,0,0,28,15,0,42,20,5,0,22,10,10,36,4,3,0,12,27,4,41,0,8,0,9,22,0,26,0,9,0,9,27,7,35,0,0,0,0,9,0,17,0,0,0,0,8,3,13,49,28,0,88,149,25,258,0,0,0,0,44,3,50,3,5,0,9,32,4,37,42,0,0,49,46,7,101,42,5,0,44,13,10,69,11,8,0,22,54,13,84,4,15,0,18,53,3,75,0,10,0,9,55,10,74,0,3,0,3,32,5,40,0,0,0,0
UCL521017,0,0,0,0,14,0,19,0,3,0,3,16,4,21,18,6,0,21,25,6,51,29,0,0,25,25,16,59,10,3,0,7,24,6,38,6,4,0,9,32,9,49,0,0,0,0,26,4,29,0,6,0,6,11,0,15,0,0,0,0,0,0,0,55,22,0,74,168,49,289,0,0,0,0,11,0,10,7,7,0,6,14,3,27,21,4,0,30,19,9,53,21,0,5,25,14,3,50,7,0,0,8,19,5,33,0,8,0,9,18,3,34,0,9,0,9,17,0,28,0,4,0,4,12,3,22,0,0,0,0,13,0,15,58,26,9,92,138,34,261,0,3,0,3,22,0,28,7,6,0,7,27,8,49,45,7,0,52,43,16,105,46,0,4,53,36,18,107,13,8,0,18,44,13,74,6,13,0,15,52,11,80,0,9,0,9,39,6,56,0,5,0,5,26,9,38,0,0,0,0
UCL521018,0,5,0,5,20,0,20,0,0,0,9,8,0,16,11,0,0,15,19,0,35,16,0,0,22,9,0,28,5,0,0,11,26,6,43,6,5,0,3,23,0,22,0,4,0,4,30,5,32,0,0,0,0,13,0,13,0,0,0,0,9,0,9,41,12,5,60,148,11,222,0,3,0,3,11,0,17,3,3,0,5,14,0,17,16,0,4,21,9,0,27,21,4,0,25,10,0,37,4,8,0,12,15,5,35,0,6,0,4,29,0,36,0,4,0,0,23,0,26,0,4,0,4,14,0,23,0,0,0,0,4,0,4,52,22,8,79,134,6,213,0,3,0,3,33,0,33,4,9,0,10,22,0,33,29,7,4,31,26,0,64,36,0,3,47,15,0,61,16,6,0,24,43,12,77,6,7,0,11,48,0,59,0,6,0,8,51,5,57,0,4,0,4,32,0,34,0,0,0,0
UCL521019,0,0,0,0,5,0,5,0,0,0,0,8,0,14,0,0,0,0,21,5,27,18,0,4,22,21,10,47,6,0,0,4,28,10,44,3,4,0,6,47,12,65,3,0,0,7,60,9,77,0,0,0,0,31,12,37,0,0,0,0,0,0,0,29,8,3,39,218,53,309,0,0,0,4,6,3,9,0,0,0,0,10,4,20,8,0,0,6,24,4,42,20,0,0,22,10,12,39,10,0,0,10,33,9,45,0,0,0,0,52,10,65,0,4,0,4,46,7,55,0,3,0,3,14,3,21,0,0,0,0,6,5,3,41,6,4,50,209,60,317,0,0,0,4,9,9,20,0,0,0,0,20,9,34,9,0,0,7,47,14,73,34,0,5,41,31,16,86,13,0,0,16,63,11,95,3,9,0,12,99,21,127,3,4,0,4,108,18,129,0,0,0,0,42,10,61,0,0,0,0
UCL521020,0,3,0,3,20,3,24,0,0,0,0,11,0,10,8,0,0,8,10,0,17,13,0,0,17,12,4,28,14,6,0,19,46,6,75,3,10,0,12,53,6,69,0,5,0,5,70,0,75,0,0,0,0,32,6,31,0,0,0,0,6,6,5,39,20,0,61,251,31,344,0,0,0,0,13,0,17,0,0,0,5,10,0,19,16,0,0,22,15,0,35,26,3,0,23,13,0,39,8,8,0,17,36,4,49,0,18,0,18,40,0,57,0,5,0,5,63,3,71,0,0,0,0,11,5,20,0,0,0,0,5,0,5,50,35,0,87,206,15,305,0,3,0,3,33,3,40,0,0,0,4,19,4,26,28,0,0,33,21,0,52,38,3,3,39,30,4,72,21,9,0,32,78,12,125,3,23,0,23,95,6,126,0,9,0,9,131,3,146,0,0,0,0,42,7,55,0,0,0,0
UCL521021,0,0,0,0,19,0,19,0,0,0,0,16,0,14,12,0,0,14,20,4,36,33,0,4,37,25,6,66,16,0,0,23,18,5,46,3,10,0,11,41,4,61,0,7,0,7,47,3,55,0,4,0,4,32,0,36,0,0,0,0,5,0,4,68,18,6,87,218,29,337,0,0,0,0,23,4,28,0,0,0,0,14,0,14,27,0,7,27,19,8,54,43,0,4,59,8,0,63,9,5,0,16,31,0,47,6,10,0,12,42,0,55,0,5,0,5,46,3,55,0,5,0,7,22,0,29,0,0,0,0,4,0,5,83,29,13,125,210,18,348,0,0,0,0,43,4,43,0,0,0,0,25,0,29,33,0,6,42,37,14,93,76,0,8,92,29,9,129,26,4,0,35,53,4,92,7,22,0,25,82,4,115,0,11,0,11,90,4,108,0,5,0,10,55,4,65,0,0,0,0
UCL521022,0,0,0,0,18,7,28,0,0,0,0,14,0,14,4,0,0,6,26,7,34,21,0,0,23,12,3,42,28,0,0,24,32,19,75,3,4,0,10,38,5,54,0,8,0,11,31,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,23,3,83,174,47,299,0,0,0,0,15,0,14,0,0,0,0,0,6,8,3,3,0,5,23,0,33,32,0,0,34,6,4,48,26,5,0,34,34,7,76,0,9,0,12,44,8,59,0,19,0,17,12,9,40,0,0,0,0,7,0,10,0,0,0,0,6,0,4,64,42,3,108,153,32,292,0,0,0,0,34,3,46,0,0,0,0,18,6,19,10,9,0,19,51,7,75,51,6,3,56,22,8,87,47,5,4,58,68,23,146,7,15,0,26,84,7,115,0,26,0,28,45,19,96,0,0,0,0,7,0,11,0,0,0,0
UCL521023,0,5,0,5,8,0,10,0,0,0,3,10,0,13,11,0,0,11,17,0,30,23,0,0,26,12,4,40,8,3,0,12,20,4,37,0,0,0,0,43,6,48,0,0,0,4,34,0,39,0,0,0,0,10,0,13,0,0,0,0,3,0,4,44,10,0,60,143,25,231,0,0,0,0,12,0,15,0,0,0,0,7,0,8,26,4,0,22,13,0,44,20,5,9,30,10,5,43,3,7,0,10,10,0,24,0,5,0,5,29,7,34,0,4,0,4,22,7,32,0,0,0,0,9,0,9,0,0,0,0,7,0,7,46,19,9,75,121,19,215,0,3,0,3,20,0,29,4,0,0,5,15,4,23,38,4,0,35,29,5,73,41,3,9,51,24,3,83,16,8,0,19,32,7,58,0,5,0,5,67,8,85,0,4,0,8,56,13,71,0,0,0,0,18,0,18,0,0,0,0
UCL521024,0,3,0,3,45,14,66,0,5,0,8,36,7,52,13,7,4,29,72,18,116,20,5,0,28,57,18,106,9,3,0,12,59,24,95,6,0,0,8,43,13,63,0,0,0,6,27,5,37,0,0,0,0,14,3,22,0,0,0,0,0,3,3,51,41,4,94,354,102,557,0,12,6,15,41,15,66,6,11,0,21,27,12,60,32,16,6,51,79,25,153,29,14,9,52,63,20,132,10,13,0,26,56,15,99,3,12,0,14,55,13,76,0,5,0,5,25,9,42,0,0,0,0,9,6,12,0,0,0,0,0,4,0,90,77,18,188,352,102,641,0,15,6,20,84,21,131,13,16,0,31,64,20,111,45,24,6,77,151,38,270,49,20,9,79,117,39,240,21,16,0,41,117,39,193,8,12,0,24,98,21,143,0,10,0,9,54,17,81,0,0,0,0,18,9,29,0,0,0,0
UCL521025,0,0,0,0,3,0,3,0,0,0,0,7,3,11,22,0,0,22,26,4,51,19,0,0,24,21,5,46,10,0,0,15,42,0,56,0,0,0,3,51,14,62,0,0,0,3,36,4,44,0,0,0,0,16,4,17,0,0,0,0,3,0,9,52,0,5,60,208,33,300,0,0,0,0,5,0,9,0,0,0,3,16,0,16,34,0,3,41,20,8,68,27,0,6,32,16,0,45,5,6,0,9,37,3,51,0,6,0,6,35,7,46,0,0,0,0,40,3,46,0,0,0,0,28,10,33,0,0,0,0,8,0,9,70,11,0,83,208,30,318,0,0,0,0,10,0,13,0,0,0,3,17,3,19,53,0,4,65,50,11,117,50,0,3,49,37,8,92,10,3,0,19,79,8,104,0,6,0,6,86,11,106,0,0,0,3,79,10,91,0,0,0,0,44,15,57,0,0,0,0
UCL521026,0,0,0,3,16,0,21,0,0,0,4,9,0,14,10,0,0,7,13,0,23,18,0,0,28,18,4,42,18,3,0,18,50,6,73,3,5,0,7,42,7,54,0,4,0,4,27,0,32,0,0,0,0,15,0,17,0,0,0,0,5,0,3,58,15,5,71,191,18,282,0,0,0,0,24,7,28,0,0,0,4,13,0,21,23,0,0,24,10,0,34,31,0,7,36,20,4,59,25,10,3,37,43,9,83,0,8,0,6,37,0,54,0,6,0,6,13,3,21,0,0,0,0,17,10,21,0,0,0,0,0,0,0,78,31,9,120,183,28,326,0,5,0,0,35,7,48,0,7,0,4,29,0,37,35,0,0,35,30,0,60,50,5,3,59,34,6,99,36,18,3,60,85,14,158,6,12,0,18,84,5,104,0,8,0,7,39,5,51,0,0,0,0,33,4,36,0,0,0,0
UCL521027,0,0,0,0,13,6,21,3,0,0,5,8,11,22,27,0,0,25,11,31,68,19,0,0,19,18,25,61,6,0,0,8,36,19,66,4,4,0,4,33,19,64,0,0,0,0,24,12,34,0,0,0,0,5,3,5,0,0,0,0,0,0,4,58,10,0,67,151,129,345,3,3,0,3,15,10,27,4,3,0,10,12,10,29,21,0,4,22,11,19,52,15,3,3,17,15,19,51,3,6,4,16,21,16,52,0,3,0,3,21,11,39,0,3,0,3,11,6,20,0,0,0,0,9,8,13,0,0,0,0,0,0,0,48,25,6,81,113,96,286,3,4,0,7,30,16,54,5,4,0,15,20,18,58,50,0,4,54,24,48,121,32,3,3,34,33,44,114,10,10,3,27,49,38,117,4,8,0,8,57,33,100,0,4,0,4,38,13,57,0,0,0,0,6,10,12,0,0,0,0
UCL521028,0,0,0,0,18,7,24,0,0,0,0,13,0,10,8,0,0,9,30,4,39,14,0,4,13,19,5,41,3,0,0,3,35,5,47,5,0,0,3,55,8,75,0,5,0,3,56,0,62,0,4,0,4,34,6,39,0,0,0,0,7,4,13,31,9,0,42,256,42,348,0,0,0,0,21,5,29,0,0,0,0,4,0,9,10,0,0,16,14,0,29,18,3,0,25,10,6,40,6,0,0,7,38,9,53,0,7,0,9,53,4,61,0,5,0,5,41,3,52,0,0,0,0,46,7,47,0,0,0,0,27,6,30,42,21,5,66,256,41,357,0,0,0,0,43,14,56,0,0,5,3,16,4,20,19,0,0,25,41,7,73,32,3,7,38,30,11,82,14,0,0,12,71,13,96,3,11,0,16,108,20,142,0,11,0,15,96,7,112,0,4,0,4,74,10,87,0,0,0,0
UCL521029,0,0,0,0,12,4,16,0,0,0,4,13,0,15,14,0,0,17,33,7,54,19,0,0,18,25,4,54,9,0,0,8,29,3,47,0,7,0,6,64,5,76,0,3,0,3,38,4,50,0,0,0,0,28,0,32,0,0,0,0,17,3,13,48,20,3,66,261,27,361,0,0,0,0,13,0,18,10,0,0,10,6,0,16,16,6,5,22,13,9,43,23,0,6,30,12,4,44,13,9,0,19,27,3,52,3,13,0,12,46,7,67,0,5,0,10,41,0,55,0,0,0,0,37,9,53,0,0,0,0,23,0,25,67,34,3,105,222,37,366,0,0,0,0,30,4,33,7,0,0,10,23,0,32,37,3,5,42,41,10,100,42,0,0,52,43,4,97,21,7,0,30,60,6,94,0,19,0,24,112,12,138,0,13,0,16,77,7,100,0,0,0,0,69,16,83,0,0,0,0
UCL521030,0,0,0,0,10,0,7,0,0,0,0,21,5,24,9,0,0,8,30,4,42,7,0,0,11,13,0,31,13,6,0,10,32,5,51,0,5,0,7,58,9,63,0,9,0,5,58,11,68,0,0,0,0,38,4,40,0,0,0,0,11,0,8,26,17,0,47,260,34,348,0,0,0,0,4,0,4,0,0,0,0,14,4,13,11,0,0,11,60,4,67,7,3,0,11,14,6,31,10,5,0,14,27,4,39,0,7,0,9,50,10,62,0,9,0,9,45,3,57,0,0,0,0,33,7,36,0,0,0,0,11,5,11,31,26,0,57,245,29,338,0,0,0,0,15,0,19,0,0,0,0,29,11,37,18,0,0,15,89,3,116,18,10,0,29,31,9,60,21,7,0,23,54,11,89,0,11,0,11,101,15,131,0,20,0,19,104,12,128,0,0,0,0,69,8,76,0,0,0,0
UCL521031,0,0,0,0,9,5,11,0,0,0,5,10,6,20,7,0,6,11,34,29,69,10,0,0,14,15,12,37,3,7,0,10,27,10,45,0,0,0,0,33,11,48,0,0,0,0,17,3,22,0,0,0,0,8,6,12,0,0,0,0,4,0,4,27,6,4,39,158,78,270,0,4,0,4,8,0,8,6,0,0,6,8,0,12,9,0,0,19,22,3,46,10,3,6,15,14,8,40,0,0,0,4,22,6,35,0,3,0,3,30,7,43,0,3,0,3,17,0,18,0,0,0,0,9,0,11,0,0,0,0,0,0,0,23,17,3,51,132,33,209,0,4,0,4,15,4,22,5,0,0,10,14,8,31,25,0,4,25,52,34,112,17,7,9,27,33,18,80,8,6,0,13,50,12,81,0,5,0,5,64,21,89,0,9,0,9,33,5,45,0,0,0,0,17,4,17,0,0,0,0
UCL521032,4,4,0,4,4,10,17,0,0,0,0,15,0,20,13,5,0,18,30,18,63,6,0,0,8,14,6,26,0,0,0,3,24,12,36,0,4,0,5,39,7,56,0,0,0,0,23,5,31,0,0,0,0,9,6,15,0,0,0,0,0,0,0,27,14,3,39,166,60,265,0,3,0,6,18,10,22,9,4,0,13,12,8,27,19,5,0,23,22,11,64,13,4,0,16,19,7,38,7,5,0,11,20,10,40,0,9,0,6,32,10,47,0,4,0,4,12,3,18,0,3,0,3,3,0,9,0,0,0,0,0,0,0,48,29,5,82,127,62,270,0,8,0,12,21,15,47,9,4,0,10,26,12,47,34,5,0,45,59,31,130,21,4,0,20,27,13,64,9,5,4,16,43,23,77,5,6,0,14,72,19,106,0,4,0,4,37,9,50,0,3,0,3,15,4,20,0,0,0,0
UCL521033,0,0,0,0,5,3,13,0,0,0,0,4,5,11,5,0,0,5,10,19,32,10,0,0,10,5,18,30,5,0,0,4,18,35,57,0,0,0,0,26,20,47,3,0,0,3,17,16,35,0,0,0,0,8,9,18,0,0,0,0,0,0,0,17,4,0,20,95,122,243,0,0,0,0,3,11,15,0,0,0,0,3,3,10,4,0,0,5,4,15,26,17,0,0,17,14,27,53,0,0,0,0,15,19,40,0,4,0,4,27,18,49,0,6,0,6,16,8,25,0,0,0,0,8,5,6,0,0,0,0,0,0,0,22,8,0,31,85,101,220,0,0,0,0,5,12,25,0,0,0,0,6,11,23,6,5,0,11,18,33,56,24,0,0,24,16,44,82,7,0,0,10,35,48,93,0,4,0,3,52,35,96,3,6,0,7,33,22,63,0,0,0,0,15,9,24,0,0,0,0
UCL521034,0,0,0,0,19,0,24,0,0,0,0,26,0,31,9,4,0,6,17,0,34,22,0,0,25,16,0,39,21,5,0,23,38,4,67,0,7,0,7,54,3,68,0,6,0,6,34,5,46,0,0,0,0,13,0,15,0,0,0,0,10,0,10,49,19,0,70,233,22,325,0,0,0,0,20,0,18,0,0,0,4,11,0,12,15,0,0,20,17,3,37,28,0,4,27,10,0,47,13,5,0,18,39,3,62,0,13,0,13,43,10,66,0,8,0,10,26,0,40,0,0,0,0,19,0,21,0,0,0,0,5,0,0,65,31,0,95,205,25,320,0,0,0,0,41,0,41,4,0,0,8,39,0,43,28,4,0,29,40,8,71,50,0,0,52,32,3,85,33,6,0,42,77,8,129,5,21,0,21,104,18,139,0,13,0,14,67,5,80,0,0,0,0,35,3,44,0,0,0,0
UCL521035,0,0,0,0,16,0,13,0,0,0,0,4,0,5,8,0,0,8,9,5,14,11,0,0,16,13,5,28,7,3,0,8,22,8,35,0,0,0,0,41,0,41,0,5,0,5,43,6,50,0,0,0,0,24,4,30,0,0,0,0,8,0,10,24,5,0,28,172,25,228,0,0,0,0,18,0,17,0,0,0,0,0,0,0,7,0,0,12,3,3,16,8,0,0,14,15,0,28,6,0,0,9,25,0,36,0,10,0,10,42,3,53,0,7,0,7,36,6,48,0,0,0,0,30,4,36,0,0,0,0,11,6,10,26,14,0,41,174,22,247,0,0,0,0,27,4,29,0,0,0,0,3,0,6,14,0,0,11,15,9,38,24,0,0,24,22,4,51,14,5,0,20,47,8,74,3,10,0,8,86,6,98,0,4,0,4,76,4,93,0,0,0,0,54,12,67,0,0,0,0
UCL521036,0,0,0,0,9,8,13,3,0,0,3,8,0,12,8,0,0,8,19,5,36,5,0,0,5,13,0,13,3,0,0,3,30,15,47,0,0,0,0,47,7,54,0,0,0,0,42,8,50,0,0,0,0,18,0,25,0,0,0,0,4,0,5,21,0,0,24,184,50,260,0,0,0,0,5,0,9,5,0,0,5,10,4,19,11,3,0,9,19,4,36,9,0,0,9,8,5,24,3,6,0,5,28,6,44,4,4,0,4,40,11,51,0,4,0,4,28,4,33,0,0,0,0,15,0,19,0,0,0,0,0,0,0,27,5,0,29,160,41,231,0,0,0,0,13,4,23,6,0,0,6,15,9,29,17,3,0,18,40,16,70,8,0,0,8,20,5,36,10,6,0,8,54,27,87,0,6,0,6,84,16,113,0,4,0,0,66,14,84,0,0,0,0,39,10,44,0,0,0,0
UCL521037,0,3,0,3,35,0,35,0,0,0,0,19,0,22,10,3,0,14,23,4,42,30,5,0,34,36,11,77,15,6,0,18,35,6,66,8,3,0,12,54,3,71,0,0,0,0,45,0,47,0,0,0,0,28,3,33,0,0,0,0,3,0,6,62,19,0,84,278,33,394,0,0,0,0,21,0,25,3,0,0,3,11,0,15,26,4,0,24,16,6,49,44,0,0,46,31,4,79,14,10,0,26,37,3,69,0,10,0,10,48,0,59,0,3,0,8,52,4,62,0,0,0,0,28,9,38,0,0,0,0,0,0,4,85,35,0,120,242,27,393,0,7,0,7,57,0,59,3,0,0,4,32,3,35,38,4,0,40,39,4,92,70,4,5,79,62,15,155,29,14,0,47,74,8,136,8,12,0,18,101,3,127,0,9,0,7,97,4,109,0,0,0,0,56,9,66,0,0,0,0
UCL521038,0,0,0,0,12,3,13,0,0,0,0,9,3,11,8,0,0,5,8,5,18,15,0,0,17,16,8,33,7,0,0,7,33,7,47,0,8,0,9,55,7,70,0,0,0,0,67,11,78,0,0,0,0,41,11,51,0,0,0,0,15,0,16,32,13,0,45,244,55,344,0,0,0,0,12,4,14,0,0,0,0,3,0,12,10,0,6,14,8,5,29,23,0,0,24,5,6,34,10,3,0,10,32,0,46,0,5,0,5,46,14,64,0,7,0,10,62,8,77,0,0,0,0,30,3,42,0,0,0,0,26,5,31,42,24,5,73,226,50,350,0,4,0,4,25,6,28,4,0,0,4,10,7,21,17,3,6,22,16,6,47,40,0,0,38,20,13,71,12,3,0,18,61,11,95,0,13,0,12,99,20,136,0,9,0,12,129,16,161,0,3,0,3,68,15,94,0,0,0,0
