UCL_CODE_2021,LFS_Emp_Dia_ges_dia,LFS_Emp_HD_HA_ang,LFS_Emp_Kid_dis,LFS_Emp_LC_COPD_emph,LFS_Emp_MHC_dep_anx,LFS_Emp_Stroke,LFS_Emp_oth_LTHC,LFS_Emp_no_LTHC,LFS_Emp_LTHC_NS,LFS_Emp_Tot,LFS_Unemp_Arth,LFS_Unemp_Asth,LFS_Unemp_Can_rem,LFS_Unemp_Dem_Alzh,LFS_Unemp_Dia_ges_dia,LFS_Unemp_HD_HA_ang,LFS_Unemp_Kid_dis,LFS_Unemp_LC_COPD_emph,LFS_Unemp_MHC_dep_anx,LFS_Unemp_Stroke,LFS_Unemp_oth_LTHC,LFS_Unemp_no_LTHC,LFS_Unemp_LTHC_NS,LFS_Unemp_Tot,LFS_NLF_Arth,LFS_NLF_Asth,LFS_NLF_Can_rem,LFS_NLF_Dem_Alzh,LFS_NLF_Dia_ges_dia,LFS_NLF_HD_HA_ang,LFS_NLF_Kid_dis,LFS_NLF_LC_COPD_emph,LFS_NLF_MHC_dep_anx,LFS_NLF_Stroke,LFS_NLF_oth_LTHC,LFS_NLF_no_LTHC,LFS_NLF_LTHC_NS,LFS_NLF_Tot,LFS_NS_Arth,LFS_NS_Asth,LFS_NS_Can_rem,LFS_NS_Dem_Alzh,LFS_NS_Dia_ges_dia,LFS_NS_HD_HA_ang,LFS_NS_Kid_dis,LFS_NS_LC_COPD_emph,LFS_NS_MHC_dep_anx,LFS_NS_Stroke,LFS_NS_oth_LTHC,LFS_NS_no_LTHC,LFS_NS_LTHC_NS,LFS_NS_Tot,LFS_Tot_Arth,LFS_Tot_Asth,LFS_Tot_Can_rem,LFS_Tot_Dem_Alzh,LFS_Tot_Dia_ges_dia,LFS_Tot_HD_HA_ang,LFS_Tot_Kid_dis,LFS_Tot_LC_COPD_emph,LFS_Tot_MHC_dep_anx,LFS_Tot_Stroke,LFS_Tot_oth_LTHC,LFS_Tot_no_LTHC,LFS_Tot_LTHC_NS,LFS_Tot_Tot,TPI_wk_NNI_Arth,TPI_wk_NNI_Asth,TPI_wk_NNI_Can_rem,TPI_wk_NNI_Dem_Alzh,TPI_wk_NNI_Dia_ges_dia,TPI_wk_NNI_HD_HA_ang,TPI_wk_NNI_Kid_dis,TPI_wk_NNI_LC_COPD_emph,TPI_wk_NNI_MHC_dep_anx,TPI_wk_NNI_Stroke,TPI_wk_NNI_oth_LTHC,TPI_wk_NNI_no_LTHC,TPI_wk_NNI_LTHC_NS,TPI_wk_NNI_Tot,TPI_wk_1_299_Arth,TPI_wk_1_299_Asth,TPI_wk_1_299_Can_rem,TPI_wk_1_299_Dem_Alzh,TPI_wk_1_299_Dia_ges_dia,TPI_wk_1_299_HD_HA_ang,TPI_wk_1_299_Kid_dis,TPI_wk_1_299_LC_COPD_emph,TPI_wk_1_299_MHC_dep_anx,TPI_wk_1_299_Stroke,TPI_wk_1_299_oth_LTHC,TPI_wk_1_299_no_LTHC,TPI_wk_1_299_LTHC_NS,TPI_wk_1_299_Tot,TPI_wk_300_649_Arth,TPI_wk_300_649_Asth,TPI_wk_300_649_Can_rem,TPI_wk_300_649_Dem_Alzh,TPI_wk_300_649_Dia_ges_dia,TPI_wk_300_649_HD_HA_ang,TPI_wk_300_649_Kid_dis,TPI_wk_300_649_LC_COPD_emph,TPI_wk_300_649_MHC_dep_anx,TPI_wk_300_649_Stroke,TPI_wk_300_649_oth_LTHC,TPI_wk_300_649_no_LTHC,TPI_wk_300_649_LTHC_NS,TPI_wk_300_649_Tot,TPI_wk_650_999_Arth,TPI_wk_650_999_Asth,TPI_wk_650_999_Can_rem,TPI_wk_650_999_Dem_Alzh,TPI_wk_650_999_Dia_ges_dia,TPI_wk_650_999_HD_HA_ang,TPI_wk_650_999_Kid_dis,TPI_wk_650_999_LC_COPD_emph,TPI_wk_650_999_MHC_dep_anx,TPI_wk_650_999_Stroke,TPI_wk_650_999_oth_LTHC,TPI_wk_650_999_no_LTHC,TPI_wk_650_999_LTHC_NS,TPI_wk_650_999_Tot,TPI_wk_1000_1749_Arth,TPI_wk_1000_1749_Asth,TPI_wk_1000_1749_Can_rem,TPI_wk_1000_1749_Dem_Alzh,TPI_wk_1000_1749_Dia_ges_dia,TPI_wk_1000_1749_HD_HA_ang,TPI_wk_1000_1749_Kid_dis,TPI_wk_1000_1749_LC_COPD_emph,TPI_wk_1000_1749_MHC_dep_anx,TPI_wk_1000_1749_Stroke,TPI_wk_1000_1749_oth_LTHC,TPI_wk_1000_1749_no_LTHC,TPI_wk_1000_1749_LTHC_NS,TPI_wk_1000_1749_Tot,TPI_wk_1750_2999_Arth,TPI_wk_1750_2999_Asth,TPI_wk_1750_2999_Can_rem,TPI_wk_1750_2999_Dem_Alzh,TPI_wk_1750_2999_Dia_ges_dia,TPI_wk_1750_2999_HD_HA_ang,TPI_wk_1750_2999_Kid_dis,TPI_wk_1750_2999_LC_COPD_emph,TPI_wk_1750_2999_MHC_dep_anx,TPI_wk_1750_2999_Stroke,TPI_wk_1750_2999_oth_LTHC,TPI_wk_1750_2999_no_LTHC,TPI_wk_1750_2999_LTHC_NS,TPI_wk_1750_2999_Tot,TPI_wk_3000_more_Arth,TPI_wk_3000_more_Asth,TPI_wk_3000_more_Can_rem,TPI_wk_3000_more_Dem_Alzh,TPI_wk_3000_more_Dia_ges_dia,TPI_wk_3000_more_HD_HA_ang,TPI_wk_3000_more_Kid_dis,TPI_wk_3000_more_LC_COPD_emph,TPI_wk_3000_more_MHC_dep_anx,TPI_wk_3000_more_Stroke,TPI_wk_3000_more_oth_LTHC,TPI_wk_3000_more_no_LTHC,TPI_wk_3000_more_LTHC_NS,TPI_wk_3000_more_Tot,TPI_wk_NS_Arth,TPI_wk_NS_Asth,TPI_wk_NS_Can_rem,TPI_wk_NS_Dem_Alzh,TPI_wk_NS_Dia_ges_dia,TPI_wk_NS_HD_HA_ang,TPI_wk_NS_Kid_dis,TPI_wk_NS_LC_COPD_emph,TPI_wk_NS_MHC_dep_anx,TPI_wk_NS_Stroke,TPI_wk_NS_oth_LTHC,TPI_wk_NS_no_LTHC,TPI_wk_NS_LTHC_NS,TPI_wk_NS_Tot,TPI_wk_Tot_Arth,TPI_wk_Tot_Asth,TPI_wk_Tot_Can_rem,TPI_wk_Tot_Dem_Alzh,TPI_wk_Tot_Dia_ges_dia,TPI_wk_Tot_HD_HA_ang,TPI_wk_Tot_Kid_dis,TPI_wk_Tot_LC_COPD_emph,TPI_wk_Tot_MHC_dep_anx,TPI_wk_Tot_Stroke,TPI_wk_Tot_oth_LTHC,TPI_wk_Tot_no_LTHC,TPI_wk_Tot_LTHC_NS,TPI_wk_Tot_Total,CANA_HNA_Arth,CANA_HNA_Asth,CANA_HNA_Can_rem,CANA_HNA_Dem_Alzh,CANA_HNA_Dia_ges_dia,CANA_HNA_HD_HA_ang,CANA_HNA_Kid_dis,CANA_HNA_LC_COPD_emph
UCL522031,7,0,5,0,0,0,0,29,0,42,0,0,0,0,0,0,0,0,0,0,0,37,0,33,0,9,0,0,21,4,3,0,4,0,4,72,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,9,0,0,31,8,6,0,4,0,10,142,6,187,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,4,0,0,20,3,5,0,0,0,9,66,0,92,3,3,0,0,3,5,0,0,0,0,0,44,0,50,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,9,0,0,31,8,6,0,4,0,10,142,6,187,3,3,0,0,8,0,0,0
UCL522032,4,0,0,0,3,0,0,41,0,53,0,0,0,0,0,0,0,0,0,0,0,15,0,16,3,20,0,0,39,4,0,0,8,0,22,124,4,191,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0,24,0,0,43,5,0,5,13,3,25,182,25,292,0,0,0,0,0,0,0,0,0,0,3,32,0,39,0,15,0,0,20,0,0,3,0,0,5,53,0,83,0,8,0,0,21,0,0,0,10,0,10,62,0,112,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0,24,0,0,43,5,0,5,13,3,25,182,25,292,0,0,0,0,4,0,0,0
UCL522033,9,3,0,4,14,0,8,75,9,129,0,0,0,0,0,0,0,0,0,0,0,5,0,6,58,22,16,5,27,29,3,25,36,10,27,64,4,201,0,0,0,0,0,0,0,0,0,0,0,3,31,34,67,42,22,5,35,36,3,25,46,16,40,145,41,370,0,3,4,0,4,0,0,0,3,3,0,15,0,28,4,0,5,0,0,3,0,0,0,0,6,17,0,29,48,23,11,5,26,24,0,18,19,8,27,42,0,156,6,8,0,0,6,7,0,0,10,6,4,23,4,54,6,4,3,0,0,5,0,0,4,0,0,28,3,50,0,0,0,0,3,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,5,0,25,35,67,42,22,5,35,36,3,25,46,16,40,145,41,370,17,10,4,5,11,14,0,12
UCL522034,0,5,0,0,4,0,0,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,32,16,10,0,0,0,10,62,6,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,33,19,12,0,4,0,10,83,6,146,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,16,0,0,27,11,13,0,0,0,6,37,6,90,0,0,0,0,4,3,0,0,0,0,5,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,13,0,0,33,19,12,0,4,0,10,83,6,146,0,3,0,0,13,4,6,0
UCL522035,11,5,0,3,8,0,3,58,7,105,4,0,0,0,4,3,0,0,5,0,0,3,0,11,15,10,4,3,8,4,0,10,13,0,9,18,4,62,0,0,0,0,0,0,0,0,0,0,0,0,18,18,32,25,9,3,22,12,0,14,28,0,14,76,24,193,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,5,0,3,4,0,4,5,0,4,7,0,26,14,3,0,0,5,5,0,8,10,0,10,14,0,46,8,4,0,0,5,0,0,3,0,0,0,21,0,38,7,5,0,0,5,4,0,0,9,0,0,23,0,35,4,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,20,32,25,9,3,22,12,0,14,28,0,14,76,24,193,4,6,0,3,9,5,0,3
UCL522036,9,0,0,4,7,0,6,61,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,14,11,0,11,13,3,7,23,0,10,15,0,74,0,0,0,0,0,0,0,0,0,0,0,0,6,6,37,24,8,0,24,17,3,8,26,0,16,81,15,185,0,0,0,0,0,0,0,0,0,0,0,9,0,18,5,0,0,0,0,0,0,0,3,0,0,11,0,14,25,14,8,0,11,9,3,4,15,0,10,10,0,55,0,6,4,0,4,3,0,0,0,0,0,15,0,29,4,6,0,0,3,0,0,0,6,0,0,17,0,30,0,0,0,0,3,0,0,0,0,0,4,10,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,9,6,17,37,24,8,0,24,17,3,8,26,0,16,81,15,185,3,0,3,0,4,4,0,0
UCL522037,3,6,0,0,15,0,10,72,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,12,6,4,9,6,0,4,9,0,12,25,6,75,0,0,0,0,0,0,0,0,0,0,0,0,26,31,46,21,11,4,20,7,0,6,27,0,21,97,30,234,10,0,0,0,0,0,0,0,0,0,0,8,0,15,3,0,0,0,5,0,0,0,0,0,4,12,0,18,20,12,7,4,8,3,0,3,14,0,3,19,0,54,4,3,0,0,3,0,0,3,4,0,0,9,0,18,9,0,0,0,4,0,0,0,8,0,6,34,0,56,3,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,13,5,0,0,0,5,0,0,0,0,0,3,5,32,35,46,21,11,4,20,7,0,6,27,0,21,97,30,234,9,0,0,4,0,0,0,0
UCL522038,15,8,0,0,16,0,12,189,7,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,3,0,8,8,0,0,8,4,5,36,0,90,0,0,0,0,0,0,0,0,0,0,0,0,15,20,38,28,13,3,27,17,4,0,23,4,14,230,24,379,0,5,0,0,0,0,0,0,5,0,0,16,0,32,6,4,0,0,0,0,0,0,0,0,0,4,0,13,13,5,0,0,9,3,0,0,3,4,3,30,0,69,10,6,7,0,4,9,0,0,3,0,5,40,0,67,0,9,0,0,9,0,0,0,3,0,0,73,3,106,4,4,0,0,0,0,0,0,5,0,3,39,5,50,3,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,10,15,25,38,28,13,3,27,17,4,0,23,4,14,230,24,379,3,0,0,0,0,0,0,0
UCL522039,6,4,0,4,9,0,15,109,6,160,0,3,0,0,5,0,0,0,5,0,0,3,0,10,12,22,3,0,30,21,3,7,9,3,15,51,0,119,0,0,0,0,0,0,0,0,0,0,0,5,52,59,26,39,11,0,40,23,6,9,22,3,25,165,58,345,4,0,0,0,0,0,0,0,3,0,0,17,0,28,3,8,0,0,22,10,3,6,3,4,13,21,0,54,5,14,8,0,16,12,0,0,11,3,4,15,0,49,6,3,0,0,5,3,0,0,3,0,3,25,0,39,4,8,0,0,4,3,0,0,4,0,3,34,0,53,0,0,0,0,4,0,0,0,4,0,0,34,4,51,0,3,0,0,0,0,0,0,0,0,5,18,0,19,0,0,0,0,0,0,0,0,0,0,0,5,52,56,26,39,11,0,40,23,6,9,22,3,25,165,58,345,3,10,0,0,11,8,0,0
UCL522040,0,3,0,0,4,0,4,55,0,79,0,0,0,0,0,0,0,0,0,0,0,3,0,8,17,11,9,0,9,18,0,5,7,3,6,39,6,96,0,0,0,0,0,0,0,0,0,0,0,0,19,18,25,13,14,3,9,20,0,8,7,3,9,102,28,204,0,0,0,0,0,0,0,0,0,0,0,9,0,14,6,3,0,0,0,0,0,0,0,0,0,4,0,13,22,5,3,3,4,13,0,3,4,3,0,25,0,63,6,0,3,0,0,0,0,0,0,0,5,16,0,28,4,0,0,0,0,0,0,0,0,0,0,21,0,25,0,0,0,0,0,3,0,0,0,0,3,20,0,26,0,0,0,0,0,0,0,0,3,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,19,25,25,13,14,3,9,20,0,8,7,3,9,102,28,204,0,0,4,0,0,0,0,0
UCL522041,4,3,0,6,3,0,13,69,9,116,0,3,0,0,0,0,0,0,0,0,3,6,0,11,26,12,8,0,19,17,5,9,10,8,12,45,12,126,0,0,0,0,0,0,0,0,0,0,0,3,37,40,37,25,19,0,32,21,3,16,23,9,26,127,58,306,3,6,0,0,3,0,0,0,4,0,4,25,7,46,4,0,0,0,0,0,0,3,4,0,0,15,3,25,14,5,8,0,18,7,3,3,3,0,10,23,3,70,6,3,0,0,3,3,0,3,0,0,0,10,5,32,5,4,3,0,0,0,0,0,0,0,3,29,6,53,0,0,0,0,0,0,0,0,0,0,0,12,4,20,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,3,3,0,0,0,0,0,7,37,48,37,25,19,0,32,21,3,16,23,9,26,127,58,306,12,6,3,0,8,4,0,6
UCL522042,7,3,0,0,13,0,9,138,5,189,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,9,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,55,60,4,24,3,0,11,3,0,0,16,0,16,157,63,277,3,0,0,0,0,0,0,0,4,0,0,13,0,21,0,0,0,0,0,0,0,0,0,0,7,4,0,8,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,5,0,0,15,0,17,6,8,0,0,0,0,0,0,3,0,0,44,0,64,0,7,0,0,5,0,0,0,0,0,6,59,4,78,0,4,0,0,0,0,0,0,4,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,3,55,60,4,24,3,0,11,3,0,0,16,0,16,157,63,277,0,0,0,0,0,0,0,0
UCL522043,3,0,0,0,0,0,5,40,0,47,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,9,0,0,13,3,0,0,9,0,8,147,23,208,0,0,0,0,5,0,0,0,0,0,0,10,20,31,4,9,0,0,23,7,0,0,9,0,10,193,39,283,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,5,0,0,8,0,0,0,4,0,7,72,17,111,0,0,0,0,3,3,0,0,4,0,0,36,9,50,0,0,0,0,0,0,0,0,0,0,3,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,60,17,86,4,9,0,0,23,7,0,0,9,0,10,193,39,283,0,0,0,0,6,0,0,0
UCL522044,5,3,0,0,0,0,8,35,0,59,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,6,0,0,5,6,0,0,6,0,6,24,0,48,0,0,0,0,0,0,0,0,0,0,0,0,18,20,9,8,0,0,10,11,0,4,7,5,7,71,16,136,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,3,5,0,0,0,0,4,17,0,21,3,0,0,0,5,7,0,0,4,0,4,14,0,35,0,0,0,0,0,3,0,4,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,15,0,19,4,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,18,20,9,8,0,0,10,11,0,4,7,5,7,71,16,136,0,0,0,0,0,0,0,0
UCL522045,8,0,0,0,0,0,6,17,0,30,0,0,0,0,0,0,0,0,0,0,0,15,0,15,5,3,0,0,4,7,0,0,0,0,8,43,15,71,0,0,0,0,0,0,0,0,0,0,0,0,21,21,6,5,0,0,9,5,0,0,0,0,9,79,35,142,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,4,4,0,0,0,0,4,39,10,61,0,6,0,0,3,0,0,0,0,0,0,22,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,6,5,0,0,9,5,0,0,0,0,9,79,35,142,0,0,0,0,0,0,0,0
UCL522046,6,3,0,0,7,0,7,44,0,86,0,0,0,0,0,0,0,0,3,0,0,6,0,6,23,13,8,0,17,9,3,4,6,0,5,24,8,75,0,0,0,0,0,0,0,0,0,0,0,0,40,40,31,23,11,0,17,15,3,3,14,0,16,76,48,210,5,0,0,0,0,0,0,0,0,0,0,9,5,17,0,0,0,0,0,0,0,0,0,0,0,8,0,9,16,9,4,0,10,10,0,4,3,0,8,16,0,62,0,4,0,0,0,0,0,0,0,0,0,10,0,15,3,3,3,0,6,0,0,0,7,0,3,18,0,35,5,4,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,42,44,31,23,11,0,17,15,3,3,14,0,16,76,48,210,4,0,6,0,3,0,0,0
UCL522047,10,3,6,0,11,0,10,76,11,134,0,0,0,0,0,0,0,0,0,0,0,8,0,3,33,27,8,4,15,17,13,9,12,10,12,36,5,117,4,0,0,0,0,0,0,0,0,0,0,0,88,97,46,42,8,4,30,22,10,6,29,10,24,120,102,349,0,0,0,0,6,0,0,0,0,0,0,6,0,18,7,5,0,0,0,0,0,0,5,0,5,18,0,27,28,19,7,3,12,10,8,5,12,8,11,22,0,82,5,0,0,0,0,0,0,0,4,0,0,27,4,39,10,9,3,0,13,5,0,0,6,0,9,20,3,57,3,5,0,0,0,0,0,0,4,0,4,13,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,4,0,0,0,0,0,0,0,0,0,5,90,98,46,42,8,4,30,22,10,6,29,10,24,120,102,349,7,12,0,4,5,7,9,0
UCL522048,9,0,0,0,8,0,7,81,4,114,0,0,0,0,0,0,0,0,0,0,0,3,0,4,25,15,4,0,10,6,0,9,6,4,12,36,7,91,0,0,0,0,0,0,0,0,0,0,0,0,28,25,27,29,4,0,15,10,0,9,15,4,24,121,35,234,0,0,0,0,0,0,0,0,0,0,0,10,0,10,4,3,0,0,0,0,0,0,0,0,3,16,0,19,19,13,4,0,9,8,0,3,3,4,12,21,4,68,0,4,0,0,4,0,0,0,4,0,5,19,0,32,0,4,0,0,0,0,0,0,0,0,3,22,0,38,0,5,0,0,0,0,0,0,3,0,0,18,6,32,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,26,29,27,29,4,0,15,10,0,9,15,4,24,121,35,234,9,3,0,0,3,0,0,0
UCL522049,10,0,0,0,8,0,4,52,5,81,0,0,0,0,0,0,0,0,3,0,0,4,0,4,20,8,0,4,13,13,4,7,15,0,11,29,6,90,0,0,0,0,0,0,0,0,0,0,0,0,70,71,25,21,4,4,22,13,6,7,23,0,17,86,78,248,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,0,0,0,0,0,0,0,6,8,0,20,14,9,0,4,12,12,3,4,8,0,13,29,4,79,0,0,0,0,0,0,0,0,4,0,0,14,3,25,4,9,4,0,0,0,0,0,3,0,0,24,0,30,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,0,0,0,67,71,25,21,4,4,22,13,6,7,23,0,17,86,78,248,12,4,0,4,4,6,3,0
UCL522050,12,4,0,0,15,0,4,113,4,165,0,7,0,0,3,0,0,0,0,0,0,6,0,14,32,15,14,10,21,16,0,13,17,4,7,31,7,120,0,0,0,0,0,0,0,0,0,0,0,0,55,55,47,34,21,8,24,16,4,17,37,4,13,144,68,357,0,0,0,0,0,5,0,0,0,0,0,7,0,17,8,3,0,3,0,0,0,0,5,0,3,12,0,29,15,10,11,3,9,9,0,7,12,3,5,28,3,78,4,9,0,0,4,0,0,3,7,0,3,27,5,48,13,9,12,0,6,0,3,4,3,0,0,39,0,75,5,0,0,0,0,5,0,0,0,0,0,32,0,36,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,3,57,63,47,34,21,8,24,16,4,17,37,4,13,144,68,357,11,7,6,7,5,3,3,0
UCL522051,9,0,0,0,8,0,6,75,6,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,6,6,12,10,6,6,17,0,18,27,0,89,0,0,0,0,0,0,0,0,0,0,0,0,15,17,37,23,6,6,17,10,6,6,26,0,21,103,20,210,0,3,0,0,0,0,0,0,0,0,0,10,0,22,3,0,0,0,0,0,0,0,3,0,0,14,0,21,25,10,6,6,15,4,6,3,13,0,13,17,0,67,3,5,0,0,4,0,0,0,0,0,0,22,0,28,0,0,0,0,0,0,0,0,6,0,4,23,0,31,0,0,0,0,0,0,0,0,0,0,0,19,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,20,37,23,6,6,17,10,6,6,26,0,21,103,20,210,7,5,0,4,0,5,0,5
UCL522052,4,0,0,0,3,0,0,31,0,39,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,13,3,0,0,8,0,13,45,3,69,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,0,0,11,3,0,0,10,0,13,83,11,124,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,4,0,0,3,6,0,0,3,0,11,34,0,44,0,0,0,0,3,3,0,0,3,0,4,10,3,19,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,4,0,0,0,3,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,4,0,0,11,3,0,0,10,0,13,83,11,124,0,0,0,0,8,0,0,0
UCL522053,3,3,3,0,0,0,3,23,0,34,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,4,0,0,8,7,0,0,0,0,9,38,9,66,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,4,0,0,8,14,0,0,0,0,8,70,24,124,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,3,0,0,0,0,0,34,3,37,0,4,0,0,8,9,0,0,0,0,9,29,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,0,4,0,0,8,14,0,0,0,0,8,70,24,124,0,0,0,0,3,6,0,0
UCL522054,3,0,0,0,7,0,0,55,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,5,0,5,13,0,31,3,0,0,0,0,0,0,0,0,0,0,0,23,26,11,13,6,0,10,4,0,6,10,0,5,75,29,140,0,5,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,3,0,5,4,0,6,3,4,0,0,0,0,0,6,5,0,3,16,0,32,4,0,0,0,0,0,0,0,0,0,0,11,0,18,0,3,0,0,0,0,0,0,4,0,0,20,0,31,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,26,11,13,6,0,10,4,0,6,10,0,5,75,29,140,3,3,0,0,0,0,0,0
UCL522055,6,0,0,0,8,5,3,104,7,142,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,3,0,0,8,5,0,0,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,23,26,22,8,6,0,9,3,0,8,11,3,11,117,28,198,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,10,9,0,0,0,6,0,0,3,0,0,5,5,0,19,6,3,0,0,0,0,0,0,0,0,0,11,0,15,6,3,7,0,5,0,0,0,5,0,0,38,0,49,3,3,0,0,0,0,0,0,0,0,4,32,0,43,0,0,0,0,0,0,0,0,3,0,0,19,0,23,0,0,0,0,0,0,0,0,0,0,0,4,23,31,22,8,6,0,9,3,0,8,11,3,11,117,28,198,0,0,0,0,0,0,0,0
