UCL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
UCL515036,0,0,5,5,13,31,37,21,8,117,24,11,11,11,0,9,12,11,0,89,0,0,0,0,0,3,12,16,10,40,0,0,0,0,0,0,0,0,3,3,0,0,0,0,15,26,28,21,5,95,0,0,0,0,8,14,33,21,14,80,0,0,0,0,0,3,3,7,4,13,0,0,0,0,0,5,14,10,0,34,11,4,13,9,14,13,6,5,3,78,0,0,0,0,0,0,8,10,0,17,3,3,0,11,5,19,15,8,4,69,147,85,75,66,86,69,59,21,6,609,17,14,9,19,21,24,22,14,8,143,192,110,109,114,142,173,169,91,41,1145,0,4,3,7,24,47,57,53,20,210,8,15,12,10,20,20,25,14,0,129,0,0,0,0,4,16,18,14,6,64,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,11,30,14,6,73,6,0,0,0,3,11,20,11,10,53
UCL515037,0,0,0,0,9,7,0,0,0,22,16,5,11,13,0,5,0,0,0,58,0,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,8,4,5,0,37,0,0,0,0,9,3,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,3,6,16,6,6,0,0,0,42,0,0,0,0,0,0,0,0,0,0,3,3,0,7,5,5,0,0,0,32,223,83,128,151,84,37,11,0,0,709,69,29,52,49,28,22,8,0,0,259,319,121,202,232,144,97,26,5,0,1149,0,0,6,0,8,10,5,0,0,27,12,3,10,19,5,0,0,0,0,52,0,0,0,4,5,6,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3
UCL515038,0,0,7,4,0,35,41,32,10,127,17,3,7,8,10,12,16,3,0,76,0,0,0,0,5,20,21,25,4,72,0,0,0,0,0,0,4,5,10,15,0,3,0,4,8,28,32,22,9,105,0,0,4,0,0,24,41,40,10,114,0,0,0,0,0,9,5,12,0,24,0,0,4,0,0,5,20,11,5,36,10,4,16,10,13,18,16,7,0,91,0,0,0,0,0,3,5,5,4,12,11,7,5,8,8,13,26,6,3,90,110,60,56,52,63,80,97,32,3,562,20,15,13,14,25,26,19,18,3,151,155,96,90,91,132,186,248,144,43,1185,0,0,0,0,15,41,78,48,23,208,10,7,8,10,15,21,32,6,0,118,0,0,0,3,5,15,25,18,3,70,0,0,0,0,0,0,8,8,16,30,0,0,0,0,6,19,26,13,11,77,0,0,0,0,3,8,23,13,12,66
UCL521001,0,0,0,0,0,3,6,0,0,11,5,0,3,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,13,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,7,0,0,7,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,17,36,30,12,23,31,32,14,3,3,178,3,3,0,0,0,0,0,0,0,17,49,39,19,28,42,45,29,7,3,263,0,0,0,0,8,9,7,0,0,28,4,5,3,8,7,4,3,0,0,30,0,0,0,4,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,8,0,0,0,0,0,0,0,0,0,4
UCL521002,0,0,0,0,7,3,23,8,0,37,0,6,3,4,3,3,5,0,0,34,0,0,0,0,3,0,11,7,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,18,7,0,24,0,0,0,0,0,3,15,0,0,24,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,11,3,0,0,0,7,3,3,0,0,14,0,0,0,0,0,0,5,0,0,11,3,0,0,3,7,8,4,4,0,29,55,17,22,29,30,26,22,6,0,209,14,6,8,6,6,10,7,5,0,61,81,27,36,44,52,52,83,26,3,402,0,0,0,6,9,19,20,13,0,67,0,3,4,4,7,3,12,0,0,45,0,0,0,0,8,6,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,10,0,0,19,0,0,0,0,0,9,3,3,0,15
UCL521003,0,0,0,0,6,13,21,20,5,59,3,0,0,3,3,7,7,9,0,42,0,0,0,0,0,0,3,0,4,14,0,0,0,0,0,0,0,3,9,6,0,0,0,3,5,4,17,8,6,33,0,0,0,0,4,4,14,13,8,44,0,0,0,0,0,0,6,0,4,8,0,0,0,0,0,4,7,13,0,17,0,0,4,4,9,12,11,5,0,44,0,0,0,0,0,0,0,0,0,5,0,0,6,3,8,9,8,10,6,41,28,25,18,23,19,26,42,11,6,207,7,3,5,4,6,7,8,7,0,47,44,34,30,38,42,58,98,63,25,433,0,0,0,0,5,24,28,19,8,88,3,5,0,10,4,10,13,11,0,49,0,0,0,0,0,7,6,11,0,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,17,7,3,38,0,0,0,0,0,6,8,14,0,33
UCL521004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,84,55,42,24,23,10,5,0,0,239,4,0,0,0,0,0,0,0,0,6,88,54,46,37,27,20,7,0,0,275,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,6,7,0,0,23,0,0,0,0,0,0,0,0,0,6
UCL521005,0,0,5,3,4,9,17,10,0,39,13,3,7,4,6,3,5,4,0,45,0,0,0,0,0,11,0,5,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,10,6,0,28,0,0,0,0,0,0,11,6,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,13,0,8,11,9,7,9,4,0,0,39,0,0,0,0,0,0,0,5,0,6,5,0,0,0,4,9,0,4,0,29,103,26,33,43,40,45,26,6,0,331,11,7,12,9,12,13,10,0,0,70,139,42,70,66,77,94,67,28,3,581,0,0,0,3,8,21,20,9,3,73,3,5,10,6,9,7,10,0,0,52,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,9,0,22,0,0,0,0,3,3,3,4,4,12
UCL521006,0,0,0,4,3,12,13,12,0,44,3,0,0,3,0,4,4,0,0,22,0,0,0,0,0,8,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,7,0,31,0,0,0,0,0,8,6,8,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,5,0,4,5,0,5,4,5,0,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,4,3,0,39,59,26,22,30,33,33,14,3,0,223,8,3,4,6,5,9,12,3,0,35,78,32,32,50,47,78,62,32,5,409,0,0,3,6,7,16,13,16,0,72,7,6,7,6,4,15,14,0,0,53,0,0,0,4,0,3,8,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,7,0,28,0,0,0,0,5,0,5,11,0,20
UCL521007,0,0,0,0,0,6,12,5,0,28,6,0,4,3,4,0,0,0,0,13,0,0,0,0,0,0,6,5,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,6,0,20,0,0,0,0,3,4,3,3,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,4,0,17,0,3,0,4,3,0,6,0,0,19,0,0,0,0,0,0,3,5,0,5,0,0,0,0,3,4,3,4,0,21,27,18,10,8,13,23,6,0,3,118,4,0,3,5,4,6,8,3,0,40,39,28,19,15,28,44,42,24,9,244,0,0,3,3,0,8,14,16,7,54,6,3,0,5,0,0,3,3,0,20,0,0,0,3,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,6,4,0,16,0,0,0,0,0,0,0,0,3,7
UCL521008,0,0,0,0,5,10,16,4,8,41,6,0,0,0,0,0,0,4,3,13,0,0,0,0,0,0,4,4,3,16,0,0,0,0,0,0,0,3,0,10,0,0,0,0,6,0,8,5,0,24,0,0,0,0,0,0,8,3,3,18,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,4,0,3,9,0,0,3,6,4,6,5,3,4,33,0,0,0,0,0,0,0,0,3,10,0,0,4,0,3,0,3,0,0,16,33,16,4,13,15,17,11,8,0,111,7,4,0,3,8,7,3,0,0,43,43,20,18,28,33,40,37,29,13,260,0,0,5,0,9,3,11,22,14,57,8,8,3,0,7,6,4,0,3,40,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,6,5,19,0,0,0,0,0,8,8,3,6,20,0,0,0,0,3,4,0,3,6,19
UCL521009,0,0,0,0,0,16,9,3,0,32,0,5,0,0,0,5,3,0,0,24,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,10,7,0,22,0,0,0,0,0,7,6,0,3,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,11,4,0,4,0,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,4,4,0,3,5,4,4,0,0,21,40,19,8,20,11,9,19,6,5,135,4,5,8,9,7,7,12,7,0,53,48,31,21,28,29,39,58,27,6,293,0,0,0,0,9,5,14,12,3,49,4,0,0,0,5,6,5,3,0,30,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,4,0,0,14,0,0,0,0,4,0,5,7,0,14
UCL521010,0,0,0,0,5,3,12,8,4,29,12,8,7,0,6,0,4,4,0,36,0,0,0,0,3,0,5,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,9,5,28,0,0,0,0,3,5,12,6,3,25,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,8,6,4,17,4,5,11,3,10,3,0,0,0,43,0,0,0,0,0,3,0,0,0,6,5,4,7,0,0,3,4,0,0,29,56,35,19,25,30,19,13,9,0,206,9,7,6,5,3,4,4,0,0,48,77,59,48,38,53,47,45,27,7,403,0,4,4,0,10,10,27,15,5,65,10,4,14,5,3,7,4,0,0,45,0,0,6,0,0,4,8,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,17,4,0,24,0,0,0,0,0,0,6,8,3,15
UCL521011,0,0,0,0,4,7,7,0,0,25,8,0,0,3,4,0,3,0,0,21,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,4,0,20,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,9,0,0,21,67,23,25,32,26,7,6,6,0,189,0,0,4,4,0,3,0,0,0,13,87,26,35,48,42,33,19,11,0,291,0,0,0,0,4,10,5,3,0,22,4,3,10,6,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,5,0,0,4
UCL521012,0,0,0,3,0,5,11,3,0,27,3,3,8,3,5,5,3,0,0,23,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,7,4,3,17,0,0,0,0,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,14,0,4,0,0,7,5,5,0,0,24,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,3,7,0,0,22,27,15,15,22,32,19,11,8,0,145,0,5,4,0,3,4,0,0,0,21,27,23,26,30,42,52,41,19,7,265,0,0,0,0,9,13,24,4,3,51,0,0,3,0,7,3,7,0,0,32,0,0,0,0,3,8,3,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,3,4,0,0,11
UCL521013,0,0,0,4,6,7,10,5,0,33,13,10,5,6,0,0,7,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,0,22,0,0,0,0,4,3,10,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,16,0,6,4,4,6,6,3,0,0,37,0,0,0,0,0,0,0,0,0,3,3,8,4,0,6,12,4,0,0,31,74,45,39,25,43,37,21,5,0,293,7,0,9,6,7,5,7,3,0,40,95,61,54,46,67,70,45,17,4,458,0,0,4,0,11,13,12,5,0,48,6,0,10,3,9,5,4,0,0,41,0,0,0,0,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,14,0,0,0,0,0,0,6,0,0,10
UCL521014,0,0,0,0,3,9,20,0,0,30,0,4,0,0,4,0,6,0,0,26,0,0,0,0,5,0,7,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,3,0,36,0,0,0,0,0,3,14,3,0,25,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,4,8,0,3,15,0,0,0,6,7,3,6,0,0,31,0,0,0,0,0,3,0,0,0,6,0,0,3,0,4,6,9,3,0,21,35,18,19,20,33,43,16,9,0,188,21,4,10,12,19,18,7,5,0,91,56,23,34,39,71,86,71,20,4,407,0,0,0,3,4,9,18,5,0,40,0,0,7,6,9,3,5,0,0,28,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,7,8,0,26,0,0,0,0,0,3,4,0,0,14
UCL521015,0,0,0,0,0,15,17,7,7,49,7,4,0,4,3,3,4,3,0,22,0,0,0,0,0,0,10,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,4,0,22,0,0,0,0,0,7,6,4,3,20,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,3,13,0,0,3,7,0,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,7,7,0,0,30,29,21,24,17,15,13,20,4,0,153,0,0,0,0,8,8,7,0,0,25,40,31,33,29,32,41,60,26,12,303,0,0,0,0,3,6,25,17,9,64,7,0,0,7,4,3,10,4,4,35,0,0,0,0,0,0,9,4,0,16,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,10,0,11,20,0,0,0,0,0,0,4,5,12,16
UCL521016,0,0,0,0,0,7,6,8,3,25,11,9,4,4,0,3,0,4,0,32,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,23,0,0,0,0,0,8,3,8,3,16,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,6,0,9,0,0,4,3,6,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,6,0,0,18,49,31,39,18,18,21,17,7,0,210,10,0,5,5,7,5,0,0,0,33,71,40,54,28,44,48,42,20,12,345,0,0,0,0,0,4,9,3,0,24,6,7,3,4,3,0,6,3,0,30,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,13,0,0,0,0,0,4,4,0,0,10
UCL521017,0,0,0,0,0,4,5,4,0,18,3,3,10,4,0,0,0,4,0,28,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,5,0,0,23,0,0,0,0,3,5,4,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,6,0,0,10,0,0,5,4,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,3,0,19,64,21,30,35,23,17,3,7,0,203,7,4,11,15,9,4,10,0,0,71,73,39,51,59,38,49,29,15,0,365,0,0,0,0,3,5,8,7,5,22,7,7,3,5,6,3,5,0,0,25,0,0,0,0,0,6,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,17,0,0,0,0,0,0,0,3,0,12
UCL521018,0,0,0,0,3,7,4,5,3,27,5,3,9,4,7,5,5,0,0,32,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,0,0,0,0,0,3,4,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,6,9,5,9,5,0,3,0,37,0,0,0,0,0,0,3,4,0,3,5,0,7,0,0,3,4,3,0,25,47,29,18,22,24,11,11,0,0,161,3,0,0,0,7,0,0,0,0,21,61,36,35,28,43,22,32,13,9,286,0,0,0,5,3,6,17,12,0,41,0,0,0,3,0,6,4,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,9
UCL521019,0,0,0,0,3,9,19,4,0,30,4,4,0,0,4,7,3,0,0,20,0,0,0,0,0,4,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,5,0,25,0,0,0,0,0,3,15,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,8,0,0,3,4,7,3,8,0,0,25,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,10,0,0,22,29,11,17,29,22,23,26,11,0,176,6,4,5,14,8,9,14,11,0,71,49,23,27,47,44,65,77,37,0,352,0,0,0,4,8,11,8,8,0,29,4,4,3,8,3,11,0,0,0,24,0,0,0,0,4,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,12,0,0,0,0,0,0,3,0,0,6
UCL521020,0,0,0,0,4,9,24,11,0,50,4,5,3,0,8,3,3,3,0,30,0,0,0,0,0,0,8,3,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,15,4,0,33,0,0,0,0,3,7,14,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,0,19,0,0,0,0,5,4,9,3,0,27,0,0,0,0,0,0,4,0,0,5,0,0,0,4,7,9,4,4,0,26,45,29,15,18,39,39,23,3,0,211,4,0,0,4,15,3,7,7,6,40,57,40,17,28,75,69,75,31,5,396,0,0,0,0,3,15,25,7,0,58,4,0,3,4,5,4,8,4,0,41,0,0,0,5,4,3,10,0,0,18,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,7,3,0,11,0,0,0,0,0,0,6,3,0,16
UCL521021,0,0,0,0,0,5,4,10,0,30,12,5,0,7,3,0,0,4,0,26,0,0,0,0,0,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,0,24,0,0,0,0,0,4,6,12,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,9,0,0,0,3,0,4,5,0,0,20,0,0,0,0,0,5,0,0,0,9,0,0,0,3,9,6,6,7,0,24,89,30,30,42,30,25,23,12,0,274,9,0,9,13,7,3,6,3,0,44,113,36,36,66,46,61,55,36,4,448,0,0,3,0,3,14,9,12,4,40,5,3,5,3,4,4,3,6,0,34,0,0,0,5,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,14,0,0,0,0,4,0,4,3,0,14
UCL521022,0,0,0,0,3,3,4,0,0,15,0,0,0,0,9,3,3,0,0,20,0,0,0,0,0,4,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,7,0,0,23,57,33,30,28,43,33,17,0,0,249,4,3,4,3,19,6,12,0,0,53,68,38,34,42,75,54,50,0,0,368,0,0,0,0,0,4,12,0,6,27,0,4,0,3,6,4,0,0,0,13,0,0,0,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5
UCL521023,0,0,0,0,3,9,11,4,0,25,0,0,4,0,0,3,3,0,0,18,0,0,0,0,0,6,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,0,27,0,0,0,0,0,8,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,9,6,0,0,23,0,0,0,0,0,0,5,0,0,3,0,0,0,6,0,5,6,0,0,15,54,20,19,29,22,15,11,0,0,171,12,0,0,6,6,3,0,3,0,34,67,22,30,40,37,48,39,13,4,295,0,0,0,4,3,11,12,0,6,36,0,0,3,3,0,0,3,0,0,15,0,0,0,0,3,5,7,0,0,12,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,4,0,0,0,14,0,0,0,0,0,3,5,0,0,10
UCL521024,0,0,0,0,0,7,4,0,0,5,4,3,4,5,0,3,0,0,0,23,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,7,5,7,12,4,0,37,0,3,0,0,0,3,4,0,0,13,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,4,3,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,4,5,6,0,0,3,3,0,0,0,15,146,87,84,72,61,31,18,7,0,508,57,12,19,26,18,16,4,4,3,160,214,112,116,106,95,63,37,22,3,771,0,0,0,4,4,0,3,3,0,20,3,4,5,3,7,9,0,0,0,32,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,7,9,17,9,4,0,41,0,0,0,4,4,3,3,0,0,18
UCL521025,0,0,0,5,5,11,5,3,3,34,3,0,0,7,3,3,3,3,0,19,0,0,0,0,3,3,3,4,4,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,5,0,18,0,0,0,0,4,3,6,5,4,15,0,0,0,0,0,0,0,3,0,11,0,0,0,4,0,0,5,0,0,10,0,0,3,7,0,0,3,6,0,16,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,3,3,0,0,23,79,4,42,32,36,31,11,7,0,249,0,6,4,6,4,7,3,0,0,34,96,13,51,46,56,62,44,17,9,389,0,3,3,5,9,4,12,9,6,51,0,3,8,0,5,0,3,4,0,30,0,0,0,0,0,7,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,13,0,0,0,0,0,3,8,3,0,14
