UCL_CODE_2021,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr_over,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr_over,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr_over,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr_over,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr_over,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85ov,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr_over,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr_over,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr_over,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr_over,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr_over,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr_over,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85ov,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr_over,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr_over,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr_over,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr_over,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr_over,P_Yr_9_eq_Tot
UCL522006,4,17,7,13,29,22,16,3,4,107,5,4,4,3,0,0,0,0,0,15,0,5,4,4,8,7,4,0,0,33,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,17,14,20,33,30,23,7,8,162,0,14,17,22,23,20,13,4,4,116,0,0,0,0,0,6,3,0,0,15,0,0,0,3,0,9,5,8,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,22,27,38,24,13,3,170,3,33,26,37,52,42,26,9,3,220,5,6,3,3,0,9,5,0,0,25,0,5,4,3,12,15,8,10,0,60,0,0,0,0,0,0,4,4,0,8
UCL522007,0,0,4,0,0,10,11,0,0,29,0,0,0,3,0,0,0,0,0,8,0,0,0,3,4,8,15,3,0,36,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,7,5,5,3,5,6,19,26,11,3,89,0,5,13,6,4,5,12,0,0,45,0,0,0,0,0,3,6,0,0,11,0,0,0,0,6,8,13,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,18,9,6,24,32,7,0,91,0,11,15,5,3,13,19,0,0,73,0,0,0,0,0,4,4,0,0,18,0,0,0,3,10,14,27,7,0,65,0,0,6,0,0,3,0,0,0,9
UCL522008,0,0,4,3,3,4,4,0,0,27,0,0,0,0,0,0,6,0,0,12,0,4,0,4,4,10,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,7,10,11,21,20,8,0,79,0,3,7,4,5,0,5,0,0,31,0,0,3,0,3,3,4,0,0,10,0,0,0,3,7,7,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,15,0,4,13,11,15,18,14,7,0,83,4,3,11,9,11,5,10,3,0,55,0,0,3,0,3,11,8,0,0,22,0,4,4,4,3,13,6,0,0,45,0,0,0,4,0,0,0,0,0,7
UCL522009,5,10,9,4,9,3,5,0,0,40,0,0,5,8,5,6,0,0,0,20,0,0,0,5,19,13,4,6,0,50,3,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,11,7,14,15,22,41,24,11,6,0,138,6,9,12,14,13,9,0,0,0,72,0,0,0,3,3,0,0,0,0,13,0,0,0,4,12,4,3,0,0,35,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,9,11,17,27,36,20,11,6,0,139,10,18,25,22,19,12,7,0,0,112,0,0,5,4,13,7,3,0,0,35,0,4,3,10,30,18,13,6,0,84,3,0,0,0,3,3,3,0,0,18
UCL522010,6,8,14,9,17,15,14,7,0,84,0,3,0,4,3,0,4,0,0,14,0,4,4,5,0,8,9,3,5,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,17,20,19,31,32,13,10,159,5,5,11,20,15,16,10,3,0,90,0,0,0,3,0,3,0,0,0,4,0,0,3,0,4,5,5,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,27,26,25,25,12,4,128,13,14,23,26,29,33,23,7,4,175,0,3,6,3,4,3,4,0,0,21,0,4,8,6,5,11,18,8,5,60,0,0,0,0,0,0,0,0,0,4
UCL522011,4,0,7,13,3,11,7,0,0,46,0,3,4,0,0,0,0,3,0,11,0,0,4,10,4,9,9,7,0,41,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,10,4,0,5,4,0,26,6,4,15,34,15,22,32,22,5,151,0,9,13,6,5,5,8,6,0,52,0,0,3,0,0,7,0,0,0,5,0,0,3,5,3,8,12,4,0,37,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,3,0,0,26,3,13,20,19,12,26,23,11,0,124,0,11,21,18,10,15,15,4,0,96,0,3,5,0,4,4,3,3,0,21,0,4,6,13,7,19,23,5,0,79,0,0,0,0,0,3,4,4,0,11
UCL522012,0,3,11,8,15,13,23,4,0,79,0,0,0,0,6,7,5,3,0,23,3,0,3,10,7,23,21,5,0,89,0,0,0,0,4,9,4,0,0,17,0,0,0,0,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,14,4,7,23,22,28,56,60,20,6,233,0,5,24,11,12,13,22,8,0,90,0,0,4,0,6,8,8,0,0,30,0,0,3,3,3,22,18,9,0,59,0,0,3,0,0,4,0,3,4,18,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,5,0,24,0,5,29,21,23,48,57,32,8,225,3,10,36,21,23,26,46,7,0,164,0,4,3,0,9,15,11,4,0,53,3,0,10,18,15,42,40,13,3,140,0,0,3,0,4,12,8,10,3,36
UCL522013,5,4,6,7,5,9,11,0,5,48,0,4,5,6,9,0,0,0,0,24,6,0,5,10,12,19,11,0,0,63,0,0,0,3,0,0,4,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,10,12,19,27,33,39,27,6,5,166,4,6,11,11,18,9,13,0,0,79,0,0,0,9,5,0,5,0,0,22,0,0,4,3,14,20,0,4,0,49,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,11,11,11,20,23,39,36,17,10,5,171,10,10,25,18,23,20,15,6,0,127,0,4,4,8,16,4,4,0,0,47,6,0,11,12,26,44,13,4,0,115,0,0,0,3,0,3,4,3,3,25
UCL522014,0,7,4,5,5,4,0,0,0,29,0,0,5,0,4,0,0,3,0,19,0,0,0,0,0,7,3,3,0,20,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,16,13,14,18,9,6,0,71,0,8,4,5,3,4,0,0,0,27,0,0,3,4,4,5,0,0,0,18,0,0,0,4,6,14,3,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,11,10,15,18,9,5,0,82,0,11,13,12,6,8,3,0,0,52,0,0,5,8,6,4,4,3,0,29,0,0,0,0,5,17,3,3,0,44,0,0,0,0,3,0,0,0,0,8
UCL522015,6,5,54,46,25,45,46,7,0,229,0,0,13,3,4,7,18,4,0,47,0,4,10,8,15,32,34,14,0,119,0,0,0,0,0,5,7,11,0,26,0,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,5,0,21,6,17,82,72,48,85,119,39,0,460,3,36,58,54,21,39,48,3,0,257,0,0,3,8,9,15,17,0,0,53,0,6,0,13,4,31,38,10,0,104,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,7,3,0,28,10,37,71,74,31,96,118,30,0,465,11,44,117,99,43,78,87,17,0,493,0,0,19,15,11,27,31,3,0,107,0,12,9,22,20,57,69,30,0,222,0,0,0,3,4,8,18,8,0,40
UCL522016,0,0,9,0,6,6,0,5,0,23,0,0,0,0,4,0,0,0,0,6,0,0,8,3,4,11,8,3,0,34,0,0,0,4,5,0,5,7,0,17,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,3,0,21,8,5,17,9,19,25,18,15,0,108,0,4,6,6,4,4,5,4,0,33,0,0,0,0,0,5,0,0,0,11,0,0,0,7,9,14,5,4,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,5,22,0,6,15,21,12,20,14,13,5,113,0,4,15,8,7,6,7,4,0,56,0,0,4,8,9,5,0,0,0,23,0,0,4,11,13,23,9,3,0,70,0,0,0,4,5,3,5,4,0,19
UCL522017,0,4,4,8,3,6,9,3,0,40,0,0,0,0,5,8,0,0,0,20,0,0,8,10,8,14,15,3,0,57,0,0,0,3,5,3,8,4,0,17,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,15,0,7,12,19,18,34,39,20,3,150,0,4,13,4,12,9,7,0,0,60,0,0,0,3,4,9,0,0,0,15,0,0,4,6,11,19,14,7,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,17,0,11,21,12,24,42,28,6,0,147,0,11,20,12,19,19,22,3,0,94,0,0,0,3,8,13,9,0,0,34,0,3,14,12,15,33,28,3,0,103,0,0,0,3,3,3,9,4,0,19
UCL522018,0,4,7,0,10,13,11,5,0,55,0,0,4,0,0,0,5,0,0,10,0,0,0,0,0,13,9,4,0,34,0,0,0,0,0,0,6,4,0,10,0,0,0,0,0,4,7,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,4,7,0,0,27,5,4,14,4,17,34,48,20,0,141,0,3,6,0,4,13,14,0,0,41,0,0,0,0,3,6,0,3,0,13,0,0,0,0,8,6,12,3,0,30,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,0,0,19,4,8,9,10,14,31,35,9,0,110,0,9,11,6,9,24,26,8,0,95,0,0,4,0,0,6,6,3,0,21,0,0,0,3,8,19,23,3,0,59,0,0,0,0,0,5,10,8,0,14
UCL522019,0,0,5,3,0,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,5,0,0,28,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,10,5,0,0,17,3,19,14,4,9,73,0,4,4,0,9,5,0,0,0,29,0,0,0,4,4,4,0,0,0,10,0,0,0,0,4,0,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,18,3,3,10,12,9,15,7,4,4,72,0,3,3,6,9,12,4,4,4,49,0,0,0,4,7,5,0,3,0,12,0,0,0,4,4,11,16,4,0,40,0,0,0,0,0,4,0,0,0,6
UCL522020,0,5,4,3,0,6,5,0,0,33,0,3,6,3,0,4,0,0,0,22,0,0,4,6,7,7,4,0,0,30,0,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,7,21,20,14,26,16,3,0,106,0,0,9,5,4,8,4,0,0,31,0,11,0,4,8,4,3,0,0,29,0,0,5,3,5,8,0,0,0,21,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,8,15,19,17,13,20,8,0,0,100,3,3,16,11,9,15,7,0,0,68,0,10,9,7,7,3,5,0,0,48,3,6,11,8,5,15,3,0,0,52,3,0,3,3,3,9,3,0,0,18
UCL522021,0,9,6,16,7,6,8,5,0,51,0,0,0,0,3,0,0,0,0,11,0,0,0,6,9,11,15,7,0,52,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,12,0,12,9,23,26,19,33,18,0,145,0,3,5,22,3,4,9,7,0,51,0,0,0,9,0,0,3,3,0,19,0,0,8,0,9,9,16,5,0,48,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,8,9,32,14,13,34,12,4,128,5,10,15,31,11,10,15,10,0,101,0,0,0,11,7,0,3,3,0,31,0,6,6,3,23,18,29,9,0,94,0,0,0,3,0,0,6,5,0,17
UCL522022,0,0,10,6,7,5,4,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,12,4,6,0,29,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,21,3,0,9,14,18,25,18,14,0,103,0,0,15,5,6,3,4,0,0,39,0,0,0,0,3,5,0,0,0,11,0,0,0,0,8,7,9,4,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,25,5,6,12,6,24,21,20,7,0,102,0,3,26,11,10,8,11,0,0,66,3,0,0,0,0,5,0,0,0,18,0,5,0,6,11,16,12,5,0,56,0,0,0,0,8,4,0,3,0,15
UCL522023,0,4,11,4,5,10,14,0,0,44,0,0,0,3,3,3,0,0,0,19,0,0,0,3,7,14,4,3,0,34,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,6,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,0,0,17,4,5,18,14,22,35,26,11,9,135,7,0,11,7,10,7,5,5,0,54,0,0,4,3,3,6,0,0,0,16,0,0,0,9,6,9,5,0,0,36,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,3,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,10,4,4,19,13,26,26,23,8,5,132,7,3,23,17,16,17,21,3,3,98,6,5,4,7,8,10,4,0,0,38,0,0,0,8,16,22,14,5,5,72,0,0,3,0,0,0,5,4,0,17
UCL522024,4,3,0,0,3,16,29,10,0,66,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,8,4,3,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,8,19,31,22,4,101,0,0,4,3,7,22,23,11,4,70,0,0,0,0,0,5,0,0,0,9,0,0,0,0,6,7,6,3,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,5,6,11,31,30,15,4,109,6,3,8,11,9,36,47,26,3,144,0,0,5,3,0,5,0,0,0,13,0,0,0,0,5,9,13,8,0,48,0,0,0,0,0,0,0,0,6,3
UCL522025,0,9,4,3,4,9,10,5,0,53,0,0,5,4,6,4,0,3,0,25,0,3,8,8,3,15,26,7,5,65,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,4,7,0,36,9,13,16,22,23,37,51,24,9,201,0,9,12,17,4,8,9,5,0,59,0,0,0,3,3,4,6,5,0,22,0,0,3,4,8,18,10,3,0,49,0,0,0,0,0,7,5,0,0,9,0,0,0,0,0,0,7,0,3,11,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,8,3,0,34,0,9,15,30,17,47,41,18,13,189,3,14,16,22,12,19,12,8,0,113,0,0,4,5,8,5,8,5,0,41,0,3,7,13,14,31,34,11,6,126,0,0,0,4,0,4,12,0,0,22
UCL522026,0,0,0,0,5,3,13,7,0,35,0,0,0,0,0,8,3,0,0,12,0,0,4,0,3,17,29,11,0,64,0,0,0,0,0,7,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,3,10,34,47,32,3,136,0,0,5,0,4,12,10,9,0,49,0,0,0,0,3,7,10,0,0,16,0,0,0,5,6,7,20,6,0,50,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,4,7,9,15,32,38,24,7,140,0,0,11,5,10,19,22,20,0,91,0,0,0,0,5,14,5,3,0,31,0,0,4,5,10,20,47,21,0,112,0,0,0,3,0,5,3,5,5,21
UCL522027,0,4,10,10,4,8,4,4,0,51,0,0,6,4,5,7,0,0,0,20,0,0,6,9,6,12,11,7,0,55,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,6,0,3,21,0,3,16,28,25,37,28,15,5,165,3,8,5,13,5,14,12,0,0,58,0,0,0,3,0,6,0,0,0,12,0,3,0,4,6,11,13,4,0,47,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,3,13,12,18,19,33,27,17,0,138,4,12,17,19,14,20,11,9,0,108,0,0,6,8,7,10,0,0,0,38,0,5,10,13,17,27,24,12,0,102,0,0,0,0,0,4,4,0,0,13
UCL522028,0,0,7,5,0,5,10,9,0,31,0,0,3,0,0,0,0,0,0,9,0,0,0,0,4,4,6,3,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,16,10,4,12,23,13,0,77,0,3,5,8,0,9,5,4,0,36,0,0,0,0,0,4,0,0,0,4,0,0,3,0,4,3,3,4,0,19,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,18,8,4,11,15,7,3,82,0,3,14,8,0,9,14,14,0,66,0,5,5,0,0,0,0,0,0,14,0,0,4,5,10,10,7,3,0,41,0,0,3,0,0,0,0,0,0,14
UCL522029,4,5,12,14,3,3,9,4,0,46,0,0,5,0,3,3,0,0,0,16,0,0,8,5,10,6,8,0,0,42,0,0,0,5,0,4,3,0,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,23,25,18,15,23,10,0,133,0,4,10,19,9,4,0,0,0,62,0,0,5,4,5,5,0,0,0,14,0,0,8,4,10,12,12,0,0,50,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,5,23,27,25,21,20,10,3,141,9,6,24,30,13,6,9,6,0,107,0,0,10,8,4,9,0,0,0,31,0,0,12,14,24,19,22,7,0,91,0,0,0,3,0,5,5,0,0,22
UCL522030,0,7,4,9,3,13,7,0,0,52,0,0,0,0,5,0,0,0,0,9,0,0,4,6,10,8,3,0,0,29,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,0,0,0,21,0,5,12,25,18,31,13,5,0,119,0,4,15,11,7,3,0,0,0,39,0,0,7,0,4,0,3,0,0,9,0,0,4,0,5,4,3,0,0,21,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,0,5,0,0,16,3,10,27,14,14,13,14,3,0,96,0,12,22,21,9,16,7,5,0,92,0,0,5,0,6,6,0,0,0,17,0,0,5,8,12,14,8,0,0,52,0,0,0,0,0,7,6,0,0,12
