UCL_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL522011,0,0,3,5,0,3,16,12,0,28,0,0,0,0,0,3,7,0,0,15,4,4,3,0,0,4,5,0,4,26,0,3,3,9,3,6,4,0,0,34,0,0,8,8,0,0,0,0,0,16,0,4,5,3,4,0,0,0,0,19,0,0,5,6,0,3,6,0,0,16,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,0,5,17,4,0,12,9,0,51,0,0,0,0,0,0,0,0,0,0,10,20,36,53,27,44,56,30,9,273
UCL522012,0,0,5,0,0,8,18,14,7,51,0,0,3,5,4,12,11,0,0,45,0,0,3,3,7,10,19,9,4,51,0,5,10,6,6,13,8,3,0,52,0,0,11,4,3,10,10,0,0,40,0,0,8,3,4,3,10,0,0,25,0,3,6,3,3,4,0,4,0,18,0,0,0,0,0,3,0,0,0,8,0,0,3,3,6,3,0,0,0,22,0,0,0,4,0,4,0,0,0,8,0,0,4,0,0,6,0,0,0,7,0,0,6,0,6,4,7,4,0,33,0,0,0,0,0,0,0,0,0,0,9,11,59,42,53,102,118,46,17,452
UCL522013,8,0,3,3,0,3,8,7,0,36,0,0,0,6,12,5,4,0,0,29,0,3,6,5,6,8,0,0,0,27,0,6,0,0,3,9,6,0,0,27,0,3,4,3,3,5,0,0,0,18,0,0,0,0,7,7,3,0,0,14,0,3,5,0,5,3,0,0,0,19,0,0,0,0,3,3,0,0,0,11,0,0,0,11,3,7,0,0,0,26,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,3,0,5,0,3,5,0,0,23,0,0,0,0,0,0,0,0,0,0,35,17,33,51,74,81,46,19,8,351
UCL522014,0,0,0,5,0,0,0,3,0,10,0,4,0,0,0,4,0,4,0,15,0,0,0,3,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,12,0,0,0,3,0,6,0,0,0,13,0,4,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,4,0,0,3,0,0,3,0,0,0,3,0,0,3,5,4,0,0,0,0,17,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,13,24,25,26,29,18,9,0,156
UCL522015,0,7,0,5,0,12,17,17,0,54,3,3,14,9,0,18,44,12,0,110,6,10,12,6,9,11,18,4,0,73,4,14,18,13,4,15,19,7,0,95,0,7,29,15,7,14,14,3,0,86,0,0,16,15,8,11,17,0,0,74,0,3,9,16,14,9,5,0,0,53,0,0,6,11,6,6,3,0,0,40,0,0,17,25,9,16,7,0,0,83,0,0,3,0,0,9,3,0,0,15,0,0,3,3,10,11,4,0,0,39,0,0,12,10,0,7,12,0,0,45,0,3,17,0,0,0,0,0,0,21,18,53,171,147,80,183,229,71,5,958
UCL522016,0,0,0,0,3,3,5,9,0,26,0,0,0,4,0,0,0,0,0,15,0,0,4,0,0,4,0,0,0,10,0,0,4,4,0,3,0,0,0,18,0,6,5,4,5,7,0,0,0,21,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,3,0,3,0,10,0,0,5,0,4,0,0,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,5,7,3,7,3,5,3,40,0,0,0,0,0,0,0,0,0,0,14,8,25,37,32,51,36,30,5,227
UCL522017,0,0,0,0,6,12,15,7,0,42,0,4,3,4,5,4,10,0,0,30,0,3,3,6,4,4,8,0,0,16,0,0,3,3,3,11,0,0,0,27,0,3,9,3,5,11,4,0,0,24,0,0,0,0,8,3,0,0,0,9,0,0,5,4,0,7,0,0,0,7,0,0,0,3,3,0,0,0,0,9,0,0,0,3,5,6,0,0,0,12,0,0,0,6,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,5,0,21,0,0,0,0,0,0,0,0,0,0,4,16,36,27,46,77,65,27,5,303
UCL522018,0,0,0,0,0,3,22,7,0,29,0,0,0,0,0,3,3,0,0,18,0,0,0,0,0,5,4,0,0,9,4,0,0,0,3,3,8,0,0,20,0,4,0,3,3,5,0,0,0,17,0,0,3,0,5,3,0,4,0,14,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,3,5,4,0,7,0,0,3,0,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,10,3,11,10,6,0,0,41,0,0,0,0,0,0,0,0,0,0,7,14,24,13,36,64,77,26,0,256
UCL522019,0,0,0,0,0,0,3,4,5,15,3,0,0,0,0,4,0,0,3,13,0,0,0,0,0,3,5,0,0,4,0,0,0,3,0,4,3,0,0,12,0,0,3,0,3,6,0,0,0,16,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,5,13,4,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,8,5,10,25,19,36,21,9,8,146
UCL522020,0,0,4,3,4,0,0,0,0,15,0,0,3,0,0,0,8,0,0,13,0,5,3,3,0,5,5,0,0,20,0,0,6,4,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,7,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,0,7,0,0,0,3,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,21,18,36,34,23,46,23,6,0,215
UCL522021,0,0,0,5,0,5,13,5,6,31,0,0,3,0,4,3,8,5,0,30,0,0,0,3,3,0,9,3,0,24,0,4,6,8,3,6,0,3,0,28,0,0,0,4,10,6,0,0,0,27,0,0,0,3,3,0,3,0,0,12,0,3,0,6,3,3,0,0,0,11,0,0,3,6,0,0,0,0,0,11,0,0,3,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,3,3,7,3,0,25,0,0,0,0,0,0,0,0,0,0,11,17,18,52,42,35,65,26,4,282
UCL522022,0,0,0,0,0,3,7,4,0,18,0,0,0,4,3,3,5,5,0,16,0,0,0,0,0,4,0,3,0,9,0,3,5,0,3,7,0,0,0,20,0,0,6,8,8,8,0,5,0,27,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,11,3,7,5,0,32,0,0,0,0,0,0,0,0,0,0,7,10,26,24,43,42,34,26,0,205
UCL522023,0,0,3,0,0,3,3,0,3,21,0,0,9,3,5,7,3,0,4,35,0,0,0,4,0,4,3,0,0,20,0,0,4,0,4,7,3,0,0,22,0,0,4,3,3,0,3,0,0,14,0,0,5,3,7,6,0,0,0,16,0,0,0,0,5,5,0,0,0,10,0,0,5,7,0,3,0,0,0,12,0,0,0,5,9,3,4,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,3,0,4,0,4,10,7,0,0,33,0,0,0,0,0,0,0,0,0,0,15,9,33,36,46,60,47,18,9,272
UCL522024,0,0,0,0,0,3,15,10,6,33,6,0,0,0,0,0,9,0,0,19,0,0,0,0,4,4,4,4,0,12,0,0,0,3,0,5,5,3,0,15,0,0,3,0,0,3,0,8,0,14,0,0,0,0,0,5,4,4,0,16,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,3,0,0,0,12,0,0,0,6,10,7,3,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,6,3,10,12,23,55,64,39,10,214
UCL522025,0,3,3,0,0,4,17,10,3,41,0,5,7,4,3,6,7,10,6,39,0,0,4,10,6,7,11,4,0,33,0,3,5,8,6,8,9,4,0,42,0,7,5,3,4,9,4,0,0,30,0,0,5,5,3,5,0,0,0,17,0,0,0,8,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,9,3,4,3,3,9,12,15,12,0,68,0,0,0,0,0,0,0,0,0,0,16,25,30,47,42,81,95,44,16,400
UCL522026,0,0,0,0,3,5,19,14,4,47,0,0,5,0,0,5,13,7,0,31,0,0,0,5,0,3,12,0,0,28,0,0,0,0,5,3,3,0,0,12,0,0,0,0,4,0,5,4,3,17,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,6,0,0,0,3,0,0,4,0,0,0,0,0,0,10,0,0,4,0,0,6,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,14,12,20,62,88,58,11,271
UCL522027,0,4,4,0,0,14,15,10,6,51,0,0,0,0,0,3,4,5,0,14,0,4,0,4,3,0,4,0,0,16,0,0,3,4,6,0,0,0,0,14,0,0,3,6,3,5,6,0,0,19,0,3,3,4,10,7,0,0,0,22,0,5,0,4,3,3,0,0,0,13,0,0,0,8,4,4,0,0,0,10,0,0,9,4,5,4,0,0,0,20,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,10,3,0,4,11,6,0,3,5,0,30,0,0,0,0,0,0,0,0,0,0,12,19,30,48,36,66,50,32,9,310
UCL522028,0,0,0,3,0,4,5,5,0,23,0,4,10,6,3,6,10,3,0,34,0,0,3,3,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,0,3,3,0,0,0,0,0,0,10,4,18,40,21,11,29,38,22,6,177
UCL522029,0,0,3,5,0,4,6,4,3,30,0,0,3,7,4,0,4,0,0,16,0,4,0,3,8,3,8,3,0,32,0,0,3,3,3,0,6,0,0,25,0,0,6,4,0,3,0,0,0,22,0,0,5,3,4,4,3,0,0,15,0,0,0,9,3,4,0,0,0,17,0,0,3,0,3,5,0,0,0,11,0,0,3,7,4,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,25,5,49,54,44,39,40,25,3,286
UCL522030,0,0,0,5,0,0,0,0,0,10,0,0,0,0,3,4,3,0,0,12,0,0,6,0,0,3,0,0,0,15,0,0,0,0,0,5,6,0,0,13,0,0,4,5,0,4,0,0,0,18,0,0,7,0,3,0,0,0,0,17,0,0,3,7,0,4,0,0,0,20,0,0,4,3,0,0,0,0,0,11,0,0,0,8,4,3,0,0,0,16,0,0,0,3,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,4,7,0,8,6,5,4,3,0,0,35,0,0,6,0,0,0,0,0,0,7,5,17,46,37,37,44,23,12,0,224
UCL522031,0,0,0,0,0,5,0,0,0,4,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,5,0,0,0,0,0,0,0,3,31,16,55,43,30,25,6,0,0,198
UCL522032,3,3,8,8,3,5,0,0,0,30,3,4,3,3,0,8,0,0,0,22,0,0,0,0,0,5,4,0,0,3,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,4,0,0,8,0,3,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,25,0,0,0,0,0,0,0,0,0,0,34,42,43,52,50,47,18,5,0,301
UCL522033,0,0,0,0,5,4,24,14,0,51,0,0,0,5,4,9,0,4,0,23,0,6,0,4,4,7,3,4,0,27,0,0,4,0,6,8,6,0,0,28,0,0,3,3,10,5,4,0,0,28,0,0,0,0,3,0,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,7,0,3,3,0,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,6,3,6,3,0,29,0,0,0,0,0,0,0,0,0,0,19,10,30,26,59,68,95,51,4,356
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,12,40,33,19,22,10,6,0,163
UCL522035,0,0,0,0,0,3,0,4,0,13,0,0,4,3,0,3,5,0,4,15,0,0,6,0,8,3,6,3,0,19,0,0,5,6,0,4,3,0,0,15,0,0,0,0,3,5,0,0,0,16,0,0,3,5,6,4,0,0,0,16,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,4,0,0,0,5,0,0,4,0,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,7,3,19,0,0,0,0,0,0,0,0,0,0,11,3,21,18,41,43,33,10,10,191
UCL522036,0,0,0,0,0,6,4,0,0,15,0,0,0,0,3,0,4,0,0,13,0,0,6,4,3,4,0,0,0,18,0,0,0,0,3,4,4,0,0,11,0,0,5,0,0,9,0,0,0,15,0,0,0,0,0,5,0,0,0,9,0,0,0,3,4,0,0,0,0,11,0,0,0,5,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,5,21,17,38,28,50,14,3,184
UCL522037,0,0,0,0,0,6,9,4,3,16,0,0,0,0,5,0,0,0,0,13,0,3,0,0,5,0,3,0,0,11,0,0,3,0,0,0,0,3,0,6,0,0,7,9,4,0,0,0,0,21,0,0,3,9,3,4,0,0,0,16,0,0,4,5,5,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,9,0,0,11,3,0,7,8,5,8,5,3,5,35,0,0,0,0,0,0,0,0,0,0,7,4,28,37,35,35,32,21,9,216
UCL522038,0,0,0,0,0,0,9,5,5,27,0,0,0,0,4,0,8,3,0,21,0,4,3,9,6,5,0,4,5,31,0,4,4,5,5,7,6,0,0,35,6,7,10,10,7,9,0,3,0,52,0,3,13,3,3,8,0,4,0,38,0,3,10,4,5,8,0,0,0,29,0,0,6,5,6,8,0,0,0,17,0,0,6,12,11,7,6,0,0,34,0,0,0,0,0,0,5,0,0,10,0,0,0,5,0,0,0,0,0,7,0,0,4,3,4,5,5,0,6,30,0,0,0,0,0,0,0,0,0,3,21,33,70,69,50,62,44,28,9,390
UCL522039,0,0,0,3,0,0,3,8,0,17,3,0,0,3,0,0,4,0,0,14,0,0,0,4,0,0,4,0,0,16,0,3,0,5,7,8,0,0,0,30,0,0,5,0,0,7,3,0,0,20,0,3,4,3,0,3,0,0,0,18,0,0,3,4,3,12,0,0,0,24,0,3,7,3,3,13,3,0,0,22,0,0,9,10,7,13,5,0,0,49,0,0,7,0,3,0,0,0,0,14,0,0,0,3,3,4,0,0,0,13,0,5,17,4,7,18,4,6,0,55,0,0,0,0,0,0,0,0,0,0,19,29,68,55,59,98,46,15,5,401
UCL522040,0,0,0,0,3,7,8,8,0,29,0,0,0,0,6,0,12,3,0,23,0,0,0,0,0,0,3,0,0,13,0,0,0,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,11,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,5,0,0,0,8,0,4,0,0,5,0,6,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,10,4,6,0,22,0,0,0,0,0,0,0,0,0,0,3,3,10,3,39,50,53,22,3,194
UCL522041,0,0,0,0,0,3,10,4,0,25,0,0,0,0,0,0,7,0,0,18,0,0,0,0,0,0,3,0,0,10,0,0,0,3,6,0,5,0,0,16,0,3,5,6,3,6,4,0,0,20,0,4,0,0,0,5,0,3,0,10,0,0,4,0,6,4,0,0,0,16,0,0,0,0,0,0,4,0,0,5,0,0,0,5,7,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,3,0,3,5,12,8,0,3,39,0,0,0,0,0,0,0,0,0,0,10,14,22,24,40,71,75,16,5,276
UCL522042,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,11,0,0,4,0,0,0,5,0,0,9,0,0,7,5,4,7,4,0,0,22,0,4,7,3,6,3,4,0,0,35,0,4,12,5,3,3,0,0,0,26,0,0,8,10,8,3,0,0,0,31,0,6,37,38,25,20,3,0,0,122,0,0,3,15,12,3,0,0,0,28,0,0,3,10,9,0,0,0,0,27,0,15,16,9,6,3,0,0,0,60,0,0,0,0,0,0,0,0,0,3,9,46,111,98,74,56,35,5,0,436
UCL522043,4,0,3,3,0,0,0,0,0,14,0,3,8,0,0,0,0,0,0,12,0,0,9,0,3,0,0,0,0,12,0,0,9,4,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,14,10,13,6,0,0,0,83,0,0,0,0,0,0,0,0,0,0,38,32,68,58,41,25,12,0,0,273
UCL522044,0,0,0,5,4,7,8,3,0,23,0,0,0,0,0,6,6,4,0,22,0,0,0,3,0,3,12,0,0,17,0,0,0,3,0,6,5,0,0,15,0,5,3,4,5,9,0,5,0,23,0,0,0,0,0,0,3,0,0,9,0,0,4,0,4,4,0,0,0,13,0,0,0,0,9,4,3,0,0,13,0,0,10,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,3,8,9,8,0,0,46,0,4,0,0,0,0,0,0,0,3,11,12,33,32,32,67,75,15,0,288
UCL522045,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,19,19,37,26,28,15,5,0,0,150
UCL522046,0,0,0,0,5,7,13,4,0,33,0,0,0,0,0,9,6,0,0,15,0,0,0,8,3,5,5,0,0,13,0,0,0,0,0,10,6,0,0,14,0,0,5,7,6,3,0,0,0,25,0,0,0,5,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,5,0,0,0,11,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,6,4,0,0,7,0,0,0,6,0,4,0,0,0,11,0,0,3,6,14,28,26,11,5,88,0,0,0,0,0,0,0,0,0,0,6,6,17,36,39,80,75,34,4,305
UCL522047,0,0,0,4,0,5,10,7,4,29,0,0,3,4,3,0,9,0,0,17,0,4,0,0,5,5,3,0,4,14,0,0,4,3,8,0,3,0,0,23,0,0,5,5,3,8,5,0,0,27,0,6,3,4,7,5,0,0,0,21,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,7,0,0,0,10,0,0,3,5,3,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,21,6,7,9,6,23,47,13,11,146,0,0,0,0,0,0,0,0,0,0,35,17,39,44,42,78,105,33,20,419
UCL522048,0,3,0,0,0,0,7,13,0,28,0,0,0,0,3,9,4,3,0,25,5,0,0,3,0,0,4,3,0,17,0,0,0,0,0,3,4,0,3,17,0,0,8,0,7,0,0,0,0,13,0,0,5,0,0,5,0,0,0,12,0,0,4,3,0,5,0,0,0,12,0,0,0,0,5,0,3,0,0,10,0,0,6,5,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,3,0,7,4,0,3,6,6,0,33,0,0,0,0,0,0,0,0,0,0,12,4,36,29,29,52,50,31,11,256
UCL522049,0,0,3,0,3,3,21,11,5,44,0,0,0,6,0,3,8,0,0,21,0,0,3,0,0,0,5,0,0,10,0,3,4,6,4,6,0,0,0,19,0,0,4,3,3,3,0,0,0,10,0,0,0,3,0,4,0,0,0,11,0,0,3,4,5,3,0,0,0,15,0,0,4,0,0,3,0,0,0,9,0,0,3,0,0,0,6,0,0,14,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,8,10,16,8,20,20,0,0,94,0,0,0,0,0,0,0,0,0,0,7,12,34,41,50,67,96,24,3,335
UCL522050,0,0,0,0,0,0,11,7,4,31,0,0,5,5,4,4,4,0,3,28,4,0,5,0,4,3,4,3,0,22,0,5,5,0,3,8,0,0,0,18,0,0,3,3,8,9,4,0,3,38,0,0,3,3,3,3,0,3,0,24,0,0,0,0,4,4,3,0,0,14,0,0,5,7,3,4,0,0,0,18,0,0,6,4,6,3,0,3,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,4,0,0,5,17,9,8,5,10,70,0,0,0,0,0,0,0,0,0,0,9,12,40,41,61,61,52,44,33,356
UCL522051,0,0,3,0,4,0,3,3,0,25,0,0,0,4,0,9,0,0,0,20,3,3,0,0,0,0,0,0,0,12,0,5,5,0,3,4,0,0,0,24,0,0,0,3,5,0,0,0,0,14,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,4,0,0,0,8,0,0,0,0,6,0,0,0,0,9,0,0,0,0,6,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,20,8,27,21,42,39,30,13,0,198
