UCL_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
UCL522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,8,9,4,0,26,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,5,8,9,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,4,7,3,13,7,17,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,3,5,0,0,0,0,0,7,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,3,5,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,4,8,7,7,7,8,0,0,36,0,0
UCL522037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,7,5,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,9,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,14,0,8,13,14,12,9,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,18,0,0,0,0,0,0,0,0,9,0,3,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,4,5,0,0,0,16,0,0,0,0,0,0,0,0,0,4,4,0,0,3,5,3,0,20,4,16,18,9,9,3,3,0,60,0,0
UCL522038,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,3,4,0,3,0,0,0,10,0,0,0,3,0,0,0,0,6,10,20,15,15,5,0,0,0,67,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,16,15,15,10,5,4,0,69,0,0,0,0,0,0,0,0,0,5,0,0,3,10,0,0,0,14,14,22,23,24,15,11,6,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,9,4,0,0,0,0,36,0,7,0,0,5,3,0,0,19,4,9,3,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,10,11,26,26,6,13,7,3,5,91,0,3
UCL522039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,0,3,5,3,0,0,0,0,17,7,8,5,0,15,7,0,0,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,8,5,0,16,9,0,0,42,0,0,0,0,0,0,0,0,0,4,12,3,5,9,8,5,0,40,8,31,16,17,31,19,5,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,6,0,6,6,0,0,22,0,0,3,0,5,0,0,0,6,0,5,4,0,6,5,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,0,5,8,6,7,3,0,0,23,0,0,0,0,0,0,0,0,0,4,5,4,4,8,4,0,0,24,3,14,19,10,27,11,0,0,86,0,0
UCL522040,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,0,0,9,14,11,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,12,11,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,15,4,3,0,17,22,22,8,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,12,0,0,0,7,9,10,3,0,35,0,0
UCL522041,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,9,15,9,5,0,47,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,6,4,3,10,15,9,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,0,23,6,8,3,13,27,17,8,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,11,0,5,4,4,5,4,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,3,4,4,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,4,0,13,0,9,3,17,9,12,0,0,59,0,0
UCL522042,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,23,0,3,5,0,5,0,0,0,17,3,26,20,20,18,7,0,0,101,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,31,24,19,18,12,0,0,107,0,0,0,0,0,0,0,0,0,11,9,6,10,0,0,0,0,32,17,50,44,36,22,11,0,0,186,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,6,5,0,0,0,0,0,18,0,7,8,3,0,0,0,0,15,5,6,8,4,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,4,6,0,0,0,26,0,0,0,0,0,0,0,0,4,9,6,9,3,3,0,0,0,27,15,33,24,15,10,6,0,0,100,0,0
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,9,8,7,4,0,0,0,40,12,13,14,12,11,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,3,9,9,0,0,0,0,38,19,10,13,10,3,0,0,0,62,0,0
UCL522044,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,10,0,0,5,8,10,12,0,0,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,8,10,14,0,0,38,0,0,0,0,0,0,0,0,0,0,5,3,8,11,6,3,0,38,6,11,10,14,19,29,3,0,95,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,8,0,3,0,0,0,4,0,0,9,0,0,0,4,8,0,0,0,14,0,5,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,0,24,0,13,5,13,17,18,0,0,67,0,0
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,19,0,4,8,9,6,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,3,4,3,5,0,0,0,20,0,0
UCL522046,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,15,0,0,0,0,0,0,0,0,5,0,5,5,3,3,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,5,7,6,6,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,16,15,10,3,56,0,4,10,13,27,33,12,3,102,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,17,0,0,0,0,0,0,0,0,9,0,0,6,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,7,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,9,14,13,4,0,46,4,5,16,13,28,17,3,0,88,0,0
UCL522047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,8,0,10,6,5,10,14,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,5,6,12,3,0,42,0,0,0,0,0,0,0,0,0,11,5,8,14,9,19,13,3,81,14,16,16,22,23,35,16,3,136,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,4,4,3,0,0,3,0,0,15,0,0,0,0,0,0,5,0,12,0,3,3,4,6,5,0,0,22,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,3,7,4,5,0,0,29,0,0,0,0,0,0,0,0,0,14,0,4,3,13,24,9,3,75,17,18,16,7,22,37,7,6,135,0,0
UCL522048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,4,0,0,5,3,4,3,6,5,4,0,5,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,3,10,9,3,0,5,39,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,0,20,6,13,10,18,10,16,5,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,4,3,4,0,13,0,0,0,0,0,0,0,0,8,4,5,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,5,0,3,11,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,18,0,9,9,10,14,7,8,0,65,0,0
UCL522049,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,6,0,0,11,0,0,4,4,5,13,0,0,24,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,0,0,7,6,3,12,0,0,37,0,0,0,0,0,0,0,0,0,3,8,8,6,7,8,0,0,52,3,17,17,13,15,35,5,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,4,0,0,0,17,0,0,0,0,4,7,0,0,13,0,3,6,0,0,3,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,8,0,10,3,11,9,0,0,43,7,9,16,11,26,31,4,0,103,0,0
UCL522050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,3,0,0,0,6,0,7,3,8,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,8,3,0,3,0,29,0,0,0,0,0,0,0,0,0,3,4,4,13,8,5,3,4,42,8,13,7,23,13,9,11,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,0,0,0,25,0,3,0,0,0,0,0,3,13,0,5,6,0,5,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,4,5,8,0,8,3,38,7,11,19,12,20,10,12,12,96,0,0
UCL522051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,5,0,3,5,10,9,4,0,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,5,18,10,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,14,12,12,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,4,3,0,4,0,0,0,7,4,7,4,5,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,6,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,10,11,13,3,0,0,54,0,0
UCL522052,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,11,0,5,0,0,0,0,0,0,8,0,6,0,5,0,0,0,0,13,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,6,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,3,0,7,8,8,0,0,24,8,13,8,14,9,6,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,9,0,6,6,0,3,0,25,0,0
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,7,3,4,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,17,0,3,0,7,6,0,0,0,28,0,0
UCL522054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,5,3,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,5,3,30,0,8,13,7,6,16,4,4,54,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,12,9,8,3,8,3,13,0,5,45,0,0
UCL522055,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,0,0,3,0,6,7,0,0,15,0,0,4,0,8,3,0,0,12,0,7,10,17,14,21,5,0,71,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,7,8,16,14,21,5,0,81,0,0,0,0,0,0,0,0,4,0,11,5,9,12,37,15,0,81,5,19,16,26,34,71,21,3,205,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,10,0,0,3,5,4,0,0,0,28,0,5,4,5,10,8,0,0,38,0,4,4,3,7,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,4,4,4,7,4,0,0,25,0,0,3,0,3,0,0,0,4,4,0,4,9,15,36,7,0,74,5,17,15,25,41,60,14,0,177,0,0
UCL522056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,6,0,0,0,14,0,0,3,0,4,4,0,0,13,4,19,8,16,11,7,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,8,16,10,8,0,0,68,0,0,0,3,0,0,0,0,3,5,6,15,14,10,5,0,0,56,12,33,34,40,32,12,0,0,158,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,4,0,5,0,0,0,21,0,4,0,4,5,0,0,0,14,4,4,5,5,0,0,0,0,22,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,5,6,0,0,0,28,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,26,5,29,15,13,22,3,0,0,93,0,0
UCL522057,0,4,0,5,5,3,0,0,17,0,0,0,0,0,0,0,0,5,0,8,3,4,6,7,3,4,33,0,4,3,3,6,6,0,0,19,8,12,7,5,0,6,4,0,33,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,12,7,3,0,6,4,0,39,0,0,0,0,0,0,0,0,3,0,6,4,0,5,5,4,0,31,13,34,19,20,21,22,18,4,144,0,0,0,0,6,3,0,0,14,0,0,0,0,0,3,0,0,7,0,12,0,3,11,12,0,0,51,0,6,6,4,4,3,0,0,19,6,3,5,0,8,0,4,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,3,3,6,4,3,4,0,32,0,0,0,0,0,0,0,0,3,4,7,4,0,4,7,0,0,28,16,28,21,12,37,38,10,0,152,0,4
UCL522058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,0,4,0,23,0,0,0,0,0,0,0,0,0,3,0,6,8,5,0,0,0,22,6,6,7,11,9,8,7,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,12,7,5,0,6,0,3,0,23,9,10,8,8,7,0,3,0,46,0,0
UCL522059,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,0,0,5,0,3,3,4,0,12,0,3,11,9,5,7,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,9,4,7,4,0,39,0,0,0,0,0,0,0,0,3,4,8,10,3,10,4,4,0,44,3,17,30,12,16,17,8,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,13,0,0,3,0,5,4,0,0,17,0,4,0,3,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,8,6,3,0,0,20,0,0,0,0,0,0,0,0,0,0,9,7,6,7,3,8,0,41,0,11,12,22,19,13,8,0,89,0,0
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0
UCL522061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,3,0,18,0,0,0,0,9,4,0,0,11,0,0,7,11,10,12,0,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,9,14,12,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,3,0,24,0,12,7,16,27,23,14,0,113,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,0,0,3,0,3,3,4,4,0,0,0,16,0,3,5,0,6,0,0,0,15,0,6,4,4,3,6,4,0,24,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,6,4,4,5,15,5,0,27,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,0,19,0,11,13,9,24,22,12,0,92,0,0
