UCL_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
UCL522031,0,0,0,0,3,3,0,0,0,20,0,0,8,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,7,0,0,0,31,0,0,0,0,0,0,0,0,0,8,4,0,3,4,0,0,0,0,0,13,4,0,5,0,0,0,0,0,0,19,10,3,17,9,4,4,0,0,0,49,11,5,6,8,8,0,0,0,0,31,0,0,0,0,0,3,0,0,0,5,14,8,19,16,17,13,0,0,0,85,0,0,3,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,10,9,3,0,0,0,0,21,0,0,6,0,0,0,0,0,0,4,5,0,3,0,6,0,0,0,0,17,5,0,7,0,0,0,0,0,0,19
UCL522032,3,0,9,0,5,0,3,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,6,9,3,0,0,29,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,8,3,4,4,6,9,9,3,0,0,34,15,13,15,20,12,10,8,0,0,94,0,0,0,0,6,5,9,0,0,13,19,20,22,25,17,20,15,0,0,135,0,3,0,4,8,12,0,0,0,19,0,0,0,3,5,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,11,11,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,11
UCL522033,5,0,6,0,11,9,0,0,0,40,3,3,0,0,0,6,0,0,0,20,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,9,3,14,4,16,16,6,0,0,64,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,3,13,4,21,17,5,0,0,73,3,0,0,0,5,14,36,24,0,94,0,0,0,4,0,5,4,5,0,21,10,3,21,11,25,37,48,26,5,188,0,3,5,3,11,3,0,0,0,25,0,0,3,5,9,12,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,17,13,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522034,0,0,9,5,3,0,0,0,0,21,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,5,0,0,0,0,33,10,8,16,5,4,11,5,0,0,53,0,0,0,0,0,0,0,0,0,0,6,6,23,17,5,14,5,0,0,81,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522035,0,0,7,4,13,16,7,0,0,45,0,0,0,5,0,6,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,12,21,7,0,0,59,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,8,0,0,9,8,19,21,7,0,0,67,0,0,0,0,0,3,12,3,0,26,0,0,0,0,0,0,0,0,0,10,5,0,12,7,19,29,20,3,4,96,0,0,3,0,10,3,0,0,0,26,4,6,4,0,3,8,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,3,14,8,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522036,3,0,12,9,12,3,11,0,0,47,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,9,16,7,16,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,9,16,7,16,0,0,63,0,0,0,0,5,3,19,10,3,41,0,0,0,0,4,0,0,0,0,6,8,4,13,9,24,15,31,10,3,103,0,0,3,0,6,6,0,0,0,22,0,0,0,4,0,4,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,10,9,4,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL522037,0,5,5,18,9,9,3,0,0,48,0,0,0,0,0,9,5,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,12,13,14,5,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,13,12,5,4,0,67,0,0,0,0,4,0,14,9,0,33,0,0,4,3,5,0,0,0,0,13,4,3,13,21,22,22,20,16,4,114,0,0,4,9,5,4,0,0,0,24,3,0,0,6,7,3,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,13,17,5,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522038,6,15,32,25,26,27,9,4,0,139,0,3,0,0,4,3,3,0,0,18,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,6,16,37,22,31,27,11,4,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,37,22,31,27,11,4,0,161,4,0,0,0,0,0,9,12,0,27,0,0,0,0,3,4,0,0,0,11,14,16,38,23,37,32,19,12,0,202,0,4,14,14,6,13,4,0,0,56,3,0,11,14,6,6,9,0,0,55,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,12,22,32,12,23,9,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522039,0,7,16,14,8,19,10,0,0,78,0,0,3,0,0,8,3,0,0,18,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,6,0,0,0,9,3,7,23,21,16,28,8,0,0,109,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,6,27,23,19,30,8,0,0,117,10,4,3,3,7,9,10,4,0,56,0,3,13,3,5,9,4,5,0,38,12,12,43,29,31,51,27,7,0,215,0,4,12,13,5,20,0,0,0,56,0,0,6,6,6,3,3,0,0,19,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,6,15,21,16,31,5,0,0,85,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
UCL522040,0,4,3,0,7,10,0,0,0,23,0,0,0,0,5,3,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,20,6,0,0,43,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,3,6,0,14,20,10,0,0,50,0,0,0,0,4,7,18,14,0,48,0,0,0,0,5,3,0,0,0,5,0,3,7,5,19,28,32,14,0,107,0,0,0,3,3,5,0,0,0,14,0,0,0,0,7,8,0,0,0,14,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522041,0,5,4,5,8,14,4,0,0,48,0,0,0,0,3,5,0,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,6,7,8,14,19,9,0,0,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,7,10,14,18,4,0,0,66,8,0,0,3,0,17,25,7,4,63,0,0,0,0,7,3,6,3,0,23,5,5,11,14,18,41,39,10,3,154,0,0,4,4,5,3,3,0,0,17,0,4,0,5,3,9,4,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,5,11,15,11,8,0,0,46,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
UCL522042,0,11,49,50,35,31,6,0,0,180,0,0,5,9,4,5,0,0,0,22,0,0,4,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,3,16,54,57,43,29,4,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,54,57,43,29,4,0,0,222,0,0,0,0,0,0,10,5,0,19,0,11,4,6,8,0,0,0,0,29,4,21,64,64,52,36,16,5,0,268,0,6,22,15,15,5,0,0,0,68,0,5,13,14,0,0,0,0,0,32,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,35,26,19,10,0,0,0,108,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL522043,0,0,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,7,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,7,4,3,0,0,0,23,19,14,27,20,17,8,4,0,0,98,0,0,0,9,0,0,0,0,0,17,19,13,39,29,17,18,3,0,0,135,0,0,3,0,4,0,0,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,13,4,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522044,7,3,9,0,5,12,4,0,0,36,0,0,0,6,0,0,0,0,0,10,0,0,0,0,3,7,0,0,0,7,0,0,0,0,0,3,0,0,0,5,3,3,16,3,11,22,3,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,11,11,22,3,3,0,68,0,4,0,4,3,14,31,7,0,70,0,0,5,5,8,3,8,0,0,26,4,5,16,16,17,40,47,5,0,160,0,0,9,0,5,4,0,0,0,25,0,0,0,0,4,3,5,0,0,15,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11,17,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,11
UCL522045,0,0,0,0,4,3,0,0,0,9,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,15,0,0,8,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,12,0,0,8,5,5,3,0,0,0,24,9,3,6,3,3,0,0,0,0,34,0,0,4,6,6,0,0,0,0,22,12,8,17,15,17,7,7,0,0,74,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL522046,3,3,13,14,9,17,0,0,0,55,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,13,9,16,24,3,0,0,71,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,9,16,24,3,0,0,72,0,0,0,0,0,9,27,10,0,51,0,0,0,0,9,16,12,10,4,49,6,3,13,14,25,46,45,19,7,173,0,0,0,5,5,8,0,0,0,22,0,3,0,7,0,3,0,0,0,17,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,17,9,11,4,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
UCL522047,0,0,8,14,11,17,4,0,0,51,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,13,13,22,3,0,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,14,11,23,3,0,0,72,0,4,0,3,8,4,24,8,10,59,11,6,5,8,8,6,19,11,4,76,14,8,18,25,27,35,51,18,12,214,0,6,5,11,9,10,0,0,0,39,0,4,4,8,3,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,12,14,14,6,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522048,4,4,10,16,12,10,7,3,0,58,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,4,9,16,15,12,10,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,12,16,15,12,10,3,0,72,4,0,0,3,0,5,14,12,4,46,4,0,5,0,0,0,0,4,3,16,10,4,19,18,16,21,23,15,3,130,0,0,9,0,6,4,0,0,0,17,0,0,5,3,4,6,3,0,0,26,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,10,4,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL522049,0,0,11,6,9,6,0,0,0,40,0,0,0,4,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,11,14,14,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,12,13,12,14,3,0,0,62,0,0,5,4,10,11,34,14,6,69,4,0,8,7,6,7,13,0,0,51,4,5,22,29,23,34,49,14,6,180,0,0,4,9,10,7,0,0,0,19,0,0,4,3,4,3,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,15,3,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL522050,0,4,14,13,15,17,8,0,0,71,0,0,3,0,6,3,0,5,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,19,13,19,22,8,6,0,93,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,10,0,6,19,20,17,23,8,6,0,99,0,0,0,4,0,6,17,13,7,49,0,0,4,4,13,9,5,0,4,39,4,7,19,20,32,30,35,18,12,187,0,0,11,5,12,10,0,4,0,36,0,0,5,8,4,12,8,0,0,32,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,17,10,14,21,8,4,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4
UCL522051,0,3,4,10,13,4,0,0,0,44,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4,4,9,22,7,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,9,22,7,0,0,0,50,0,0,0,0,5,3,10,9,0,35,0,0,0,0,0,0,0,0,0,4,4,4,8,8,23,15,14,9,0,86,3,0,4,0,8,4,0,0,0,17,7,3,3,5,5,3,0,0,0,30,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,10,8,11,9,0,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522052,0,0,7,3,10,5,3,0,0,36,0,6,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,12,8,12,10,5,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,3,11,11,13,10,5,0,0,53,5,0,6,5,0,3,8,0,0,34,0,0,3,0,7,0,3,0,0,20,9,5,27,16,20,13,14,0,0,111,0,0,0,0,4,0,0,0,0,7,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,7,4,4,5,7,0,3,0,0,26,0,0,5,0,0,0,0,0,0,8,10,8,10,5,3,8,3,0,0,49,0,0,0,0,5,3,0,0,0,4,0,0,0,3,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,6
UCL522054,0,5,7,11,13,7,0,0,0,40,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,14,10,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,14,10,0,0,0,47,3,3,0,0,3,4,8,3,0,25,0,0,0,8,0,3,6,4,3,25,4,9,11,17,19,18,17,12,4,96,0,6,5,0,8,0,0,0,0,21,0,0,4,6,7,3,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,4,4,11,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522055,0,0,13,17,21,24,4,0,0,85,0,0,0,0,3,4,3,0,0,9,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,15,19,28,23,12,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,19,28,23,12,0,0,105,5,3,0,0,0,14,55,14,5,95,0,0,11,5,4,12,37,9,0,81,6,0,26,24,38,49,103,32,3,279,0,5,11,6,19,10,3,0,0,50,5,0,9,7,9,6,0,0,0,21,0,0,0,5,4,4,5,0,0,15,0,0,0,0,0,0,0,0,0,3,5,5,20,14,29,17,8,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
