UCL_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
UCL521022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,25,56,17,33,36,44,31,11,3,0,227,9,7,0,4,12,8,6,0,0,48,65,28,35,50,73,64,36,8,4,368,0,0,0,5,0,14,11,0,6,38,5,3,0,9,10,5,6,0,0,40,0,0,0,0,4,10,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,4,3,5,7,8,0,0,39,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,11,5,0,0,40,112,45,58,62,81,59,35,10,0,458
UCL521023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,3,8,0,0,0,27,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,9,3,0,17,45,20,27,32,15,17,6,0,0,160,9,3,3,3,0,3,3,0,0,31,56,26,44,46,21,35,31,9,7,277,0,0,6,4,9,15,23,3,8,57,6,0,10,3,0,4,0,0,0,29,0,0,0,0,3,7,10,3,0,23,0,0,0,0,0,0,0,0,6,8,0,0,0,0,3,10,18,5,3,35,0,0,0,0,0,6,11,3,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,5,0,3,13,6,5,14,6,0,0,50,0,0,0,0,0,0,6,0,3,6,0,0,4,3,0,7,11,3,0,35,99,40,47,58,38,30,14,0,0,325
UCL521024,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,10,0,8,0,0,0,22,0,0,0,0,0,0,3,0,0,8,0,0,5,9,6,15,9,0,0,40,137,109,112,94,62,47,31,3,0,595,51,14,29,23,20,14,22,6,0,187,196,133,155,142,114,109,87,25,7,964,0,0,4,3,8,14,20,5,0,57,8,8,12,12,8,18,9,4,0,74,0,0,0,3,3,9,8,0,0,22,0,0,0,0,0,0,0,4,0,8,0,0,3,12,15,25,30,11,0,92,0,5,0,5,4,13,18,4,0,58,0,0,0,0,4,4,4,0,0,10,0,0,0,0,0,8,4,0,0,17,0,4,8,8,10,17,8,0,0,50,0,0,0,0,3,0,5,3,0,14,3,6,6,9,11,15,13,0,0,66,283,199,207,170,132,91,76,17,0,1184
UCL521025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,12,0,0,4,8,10,3,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,6,3,3,0,30,62,18,37,31,22,24,15,8,0,214,3,4,3,0,0,4,3,4,0,24,66,18,59,42,41,52,40,30,9,364,0,3,3,4,11,18,22,14,11,81,6,3,11,9,8,8,11,5,0,52,0,0,0,0,4,9,8,5,7,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,7,10,0,31,0,0,0,0,4,6,14,8,3,33,0,0,0,0,0,0,4,4,0,11,0,0,0,4,0,4,10,7,0,21,0,4,11,11,12,9,8,6,0,62,0,0,0,0,0,0,0,0,0,4,7,3,9,4,10,8,10,3,3,54,134,22,82,63,58,58,28,10,3,462
UCL521026,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,8,3,8,16,17,0,3,0,56,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,7,3,3,0,28,66,28,27,39,49,22,11,8,0,247,3,5,6,9,4,5,3,0,0,25,76,41,41,61,81,54,25,24,0,400,0,0,0,0,14,18,20,10,0,63,18,7,3,13,16,3,0,0,0,62,0,0,0,3,5,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,0,24,0,0,0,0,3,7,13,3,0,29,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,4,6,0,21,7,14,10,20,15,18,5,0,0,89,0,0,0,0,3,4,3,5,0,16,6,0,0,3,7,9,9,0,0,47,149,56,47,58,90,49,27,12,0,493
UCL521027,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,7,0,9,11,11,7,4,3,0,0,37,0,0,0,0,0,0,0,0,0,0,9,0,0,3,7,5,7,0,0,23,37,28,34,20,21,7,4,0,0,148,34,26,38,27,27,20,8,3,0,173,73,61,79,63,68,46,27,10,0,425,0,0,3,4,8,20,13,0,0,53,3,8,15,11,10,14,6,0,0,64,0,0,0,0,0,6,5,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,0,8,6,4,3,0,32,0,0,0,0,0,6,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,5,0,0,18,0,9,17,13,14,9,3,0,0,66,0,0,0,0,3,5,0,0,0,3,7,3,4,7,10,11,7,0,0,46,94,53,91,61,62,32,16,6,0,408
UCL521028,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,9,8,20,3,4,4,7,8,11,0,3,0,46,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,10,0,5,6,41,34,13,28,20,19,23,18,14,4,176,6,0,0,0,7,3,7,4,0,42,45,32,39,40,54,68,50,49,27,399,0,0,3,4,15,31,37,24,13,126,6,19,6,13,22,17,25,11,3,116,0,0,0,0,0,3,8,11,4,23,0,0,0,0,0,0,0,7,4,23,0,0,0,0,11,13,20,8,5,54,0,0,0,0,5,8,17,15,6,57,0,0,0,0,4,5,4,4,0,14,0,0,0,5,9,6,9,8,8,34,4,6,3,9,15,15,8,8,0,78,0,0,0,0,0,6,3,3,0,11,6,0,0,8,7,13,8,16,14,77,77,34,57,46,37,55,31,21,5,366
UCL521029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,3,3,11,3,8,8,7,3,3,50,0,0,0,0,0,0,0,0,0,6,3,0,5,4,8,11,7,4,6,45,55,22,17,29,25,26,20,8,3,203,6,6,5,7,3,8,3,11,0,45,72,29,43,48,46,72,51,49,25,433,0,0,0,13,12,35,32,33,18,131,12,3,14,10,16,10,10,12,3,92,0,0,0,0,3,10,5,13,7,46,0,0,0,0,0,0,0,7,9,15,0,0,5,3,5,11,8,18,6,61,0,0,0,0,0,9,18,14,10,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,8,0,20,4,0,15,11,13,13,13,4,5,84,0,0,0,0,0,3,3,6,6,13,3,0,7,7,13,13,10,7,12,70,114,46,47,52,42,64,36,15,8,429
UCL521030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,14,0,0,3,5,0,4,5,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,7,0,0,0,14,29,14,60,16,17,29,23,15,3,217,4,4,5,3,6,6,3,0,0,38,37,19,74,34,38,60,60,34,14,373,0,0,0,3,3,18,34,9,9,79,4,0,3,4,3,13,8,3,0,38,0,0,0,0,0,4,15,16,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,6,10,0,23,0,0,0,0,4,16,11,14,8,44,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,13,7,3,33,3,0,4,4,3,11,13,0,0,45,0,0,0,0,0,0,4,3,0,5,4,0,0,4,3,5,7,3,0,31,47,38,94,41,52,59,47,29,5,413
UCL521031,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,6,0,3,0,7,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,4,0,15,41,18,40,26,23,24,10,4,0,174,5,15,21,20,10,15,10,3,0,106,48,36,74,56,43,60,42,12,0,365,0,0,0,5,5,23,24,0,0,60,0,6,15,9,17,7,10,0,0,72,0,0,0,0,0,6,4,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,17,13,5,0,44,0,0,0,0,4,3,9,5,0,26,0,0,0,0,6,3,0,0,0,5,0,0,0,0,0,4,5,0,0,13,0,0,11,7,6,9,13,0,0,47,0,0,0,0,0,0,5,8,0,13,0,0,4,0,10,6,7,4,0,39,72,38,111,74,63,61,26,5,0,446
UCL521032,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,4,4,0,0,10,0,0,8,5,0,9,0,0,0,26,0,0,0,0,0,0,3,4,0,6,0,0,0,4,5,5,3,0,0,14,42,37,44,21,18,19,7,4,0,184,18,21,17,7,11,10,9,0,0,92,65,66,69,42,42,59,32,8,0,380,0,0,3,3,3,11,7,0,0,39,0,5,3,7,5,15,8,0,0,43,0,0,0,0,0,7,7,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,14,15,6,0,53,4,0,0,9,8,19,9,8,0,52,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,7,10,0,0,21,0,3,12,5,0,13,0,0,0,38,0,0,0,0,0,0,3,4,0,9,6,0,4,4,6,12,3,3,0,31,101,64,81,35,40,53,24,10,0,406
UCL521033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,9,0,0,4,4,0,3,3,0,0,21,0,0,0,0,0,0,5,0,0,6,0,0,3,8,0,0,3,0,0,14,21,6,10,15,13,27,14,0,0,113,29,21,29,30,26,27,8,0,0,182,51,29,51,60,54,71,45,10,0,372,0,0,0,0,6,14,27,0,0,56,0,3,4,3,10,5,11,0,0,34,0,0,0,0,3,7,7,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,7,3,0,32,0,0,0,0,6,6,4,0,0,20,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,10,9,0,0,14,4,0,12,6,3,11,7,0,0,44,0,0,0,0,0,0,3,5,0,3,10,0,3,8,0,5,7,0,0,31,38,20,41,35,50,49,25,3,0,265
UCL521034,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,4,3,0,6,0,4,8,4,5,8,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,3,7,0,12,6,5,3,0,27,47,25,22,27,33,26,11,13,0,214,4,0,8,0,6,6,5,0,0,29,58,40,40,42,61,65,44,21,0,368,0,0,0,0,8,21,27,16,3,77,6,6,3,5,9,9,9,0,3,58,0,0,0,0,3,8,5,5,4,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,7,7,6,41,0,0,0,0,0,10,6,13,5,36,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,3,13,0,0,19,0,10,12,11,14,12,3,3,0,67,0,0,0,0,0,0,0,3,0,12,3,8,3,3,13,10,13,3,0,60,95,68,41,54,65,67,23,10,0,430
UCL521035,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,0,11,0,6,0,8,4,6,4,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,8,0,0,23,22,14,11,15,20,19,11,11,0,118,11,3,3,4,6,3,8,11,6,38,33,16,19,30,34,53,39,37,14,270,0,0,0,0,6,18,27,12,3,72,3,6,3,7,3,13,7,8,0,45,0,0,0,0,0,7,10,7,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,9,11,3,4,32,0,0,0,0,3,5,16,10,6,28,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,6,3,4,17,0,5,0,15,3,18,11,0,5,65,0,0,0,0,0,0,0,3,0,8,0,3,0,5,5,11,13,4,4,42,47,22,27,35,35,42,32,13,3,253
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,11,0,0,5,0,4,6,3,0,0,24,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,8,0,0,0,12,14,17,21,13,20,17,13,13,0,120,15,4,8,3,13,5,4,4,0,48,30,25,39,23,42,52,41,17,0,268,0,0,0,0,8,26,26,7,0,67,5,3,6,3,3,14,12,4,0,55,0,0,0,0,0,7,8,3,0,20,0,0,0,0,0,3,0,0,0,0,0,4,0,0,9,13,18,4,0,45,0,0,0,0,0,13,13,9,0,34,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,10,11,6,0,29,0,0,13,5,9,16,11,0,0,56,0,0,0,0,0,4,3,0,0,12,6,0,6,0,9,5,12,0,0,34,34,31,42,31,37,44,25,13,0,252
UCL521037,0,0,0,0,0,0,8,5,0,9,0,0,0,0,3,4,10,0,0,19,3,14,15,28,13,16,10,3,0,92,0,0,0,0,0,0,3,0,0,12,10,5,8,10,15,15,6,5,0,63,71,19,23,35,32,20,14,4,0,215,8,3,6,4,7,4,4,7,0,42,98,36,48,78,72,55,59,37,4,487,0,0,0,12,21,38,44,24,0,147,17,13,12,19,15,16,12,9,3,126,0,0,4,5,0,6,7,12,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,6,17,22,33,15,0,91,0,0,0,0,3,10,30,16,0,59,0,0,0,0,0,7,9,4,0,17,0,0,0,3,5,5,18,6,0,40,10,22,16,46,19,24,21,5,0,167,0,0,0,0,0,4,5,0,0,19,21,13,11,20,23,13,12,8,0,114,140,57,53,73,54,38,16,9,3,445
UCL521038,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,3,3,0,0,12,0,4,0,5,11,9,3,0,0,35,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,5,5,11,39,32,9,17,17,24,29,30,7,0,162,17,9,5,5,4,8,9,8,3,69,56,24,27,35,48,68,80,40,26,397,0,0,0,0,5,27,39,25,14,119,10,3,5,4,6,11,16,10,8,67,0,0,0,0,5,8,8,12,3,33,0,0,0,0,0,0,0,6,9,8,0,0,0,0,3,16,29,12,3,67,0,0,0,0,6,18,12,15,8,56,0,0,0,0,0,0,4,7,0,11,0,0,0,0,0,7,10,4,0,20,0,3,0,5,9,15,12,4,6,62,0,0,0,0,0,0,0,4,0,12,6,8,0,4,5,14,11,9,19,70,73,22,28,44,45,52,55,17,0,335
UCL521039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,5,10,0,9,4,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,6,13,6,6,3,0,40,58,19,24,36,30,34,25,4,3,236,0,5,0,3,4,4,5,3,0,32,66,28,38,55,54,80,52,26,12,406,0,0,0,0,10,32,19,20,5,98,15,3,3,6,9,11,7,7,0,69,0,0,0,0,0,5,11,12,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,17,0,0,0,0,0,6,10,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,12,0,0,13,13,7,16,8,0,0,56,0,0,0,0,0,0,0,3,0,7,0,4,0,8,19,13,14,8,0,73,122,47,38,73,50,72,47,13,0,469
UCL521040,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,7,6,3,5,10,9,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,7,0,0,45,78,13,65,43,36,45,46,6,0,321,24,6,33,17,29,35,37,8,0,191,110,19,112,76,93,124,134,36,0,705,0,0,0,0,11,30,54,33,6,138,8,0,13,12,10,14,21,3,0,77,0,0,0,0,0,13,12,15,0,48,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,14,24,10,0,58,0,0,0,4,7,12,26,11,0,63,0,0,0,0,6,0,3,0,0,11,0,0,0,0,3,0,14,10,0,31,4,3,8,6,9,15,20,0,0,66,0,0,0,0,0,0,0,0,0,4,8,0,8,9,15,12,19,3,0,70,154,27,120,109,89,101,76,16,5,693
UCL521041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,7,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,11,94,17,66,46,14,16,8,0,0,268,5,0,4,0,0,0,0,0,0,12,106,25,90,61,21,23,13,0,0,340,0,0,0,3,0,5,3,0,0,16,15,5,10,11,8,3,0,0,0,49,0,0,0,0,5,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,0,0,19,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,12,9,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,5,0,0,0,24,201,32,138,112,54,48,10,0,0,610
UCL521042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,0,0,3,9,6,0,0,6,0,34,0,0,0,0,5,0,0,0,0,5,4,6,0,4,3,4,4,7,0,29,43,24,24,27,36,29,14,4,4,198,3,0,4,0,3,0,0,0,0,23,49,25,35,48,53,40,32,22,15,326,0,0,0,4,6,9,18,22,6,64,3,6,9,4,3,4,5,4,0,46,0,0,0,0,0,5,5,3,0,20,0,0,0,0,0,0,0,5,7,13,0,0,0,0,8,4,13,6,10,38,0,0,0,0,0,10,12,6,4,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,10,0,3,9,12,13,9,5,6,0,59,0,0,0,0,3,0,0,0,0,8,4,5,0,3,4,10,10,8,8,45,80,46,46,42,63,56,28,13,10,386
UCL521043,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,0,24,42,14,12,16,25,30,16,4,0,162,5,0,3,4,3,0,0,0,0,20,55,17,21,25,45,51,27,9,0,253,0,0,0,0,6,14,16,8,0,46,0,0,0,4,4,6,5,0,0,34,0,0,0,0,0,4,10,3,0,20,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,5,3,4,0,11,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,4,0,4,4,5,7,9,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,7,7,3,0,26,78,28,29,27,49,54,30,8,0,307
UCL521044,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,5,0,5,15,0,3,7,4,11,6,10,3,3,44,0,0,0,0,0,0,6,0,0,6,0,0,0,0,6,10,7,4,0,38,39,14,17,20,14,28,9,12,6,150,3,5,0,4,7,6,3,6,3,35,47,20,28,28,33,66,57,40,11,343,0,0,0,0,5,22,39,23,4,96,6,9,4,8,9,4,13,0,0,61,0,0,0,0,5,6,10,9,0,30,0,0,0,0,0,0,0,3,0,7,0,6,3,0,5,19,14,15,4,66,0,0,0,0,5,15,15,19,5,56,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,13,7,5,27,4,9,12,16,10,12,15,10,3,89,0,0,0,0,0,0,8,0,0,14,6,0,3,6,10,21,21,9,0,67,82,34,29,32,27,51,19,18,10,295
UCL521045,0,0,0,0,0,0,4,3,3,10,0,0,0,0,0,0,0,5,0,7,4,3,0,9,0,8,3,3,3,33,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,3,4,0,20,22,7,13,13,10,17,15,8,0,106,12,5,13,5,8,11,12,8,8,72,40,18,32,21,21,48,54,31,19,294,0,0,0,4,7,9,34,8,4,63,3,5,5,0,4,7,5,8,0,30,0,0,0,0,5,3,8,0,3,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,11,14,7,0,33,0,0,0,0,0,3,7,12,11,34,0,0,0,0,0,3,3,8,6,21,0,0,0,0,0,0,7,5,4,20,9,3,3,7,0,11,13,3,3,52,0,0,0,0,0,0,0,4,0,4,3,0,3,0,4,8,16,4,0,35,51,17,30,23,21,32,29,16,8,216
UCL521046,0,0,0,0,4,0,3,5,0,14,0,0,0,0,3,0,6,0,0,12,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,4,5,3,0,0,3,0,0,21,62,45,36,30,20,13,9,0,0,227,6,3,3,10,3,4,0,0,0,28,73,55,52,50,51,37,32,11,0,366,0,0,0,4,3,7,8,3,0,42,6,0,9,6,7,3,4,7,0,45,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,4,3,0,0,10,0,0,8,13,26,25,18,7,0,98,0,7,4,5,8,6,3,11,0,43,0,0,0,0,5,4,7,4,0,20,0,0,0,0,3,6,5,3,0,12,0,4,11,5,6,4,3,3,0,32,0,0,0,0,0,4,0,6,0,15,0,8,13,5,6,9,3,0,0,45,127,98,66,59,50,36,13,0,0,457
UCL521047,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,0,0,4,7,5,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,32,12,23,19,30,13,13,4,0,138,4,7,7,0,9,4,0,0,3,30,38,13,40,33,45,30,35,11,6,257,0,0,0,3,7,16,21,17,6,69,5,0,3,12,5,9,5,3,0,39,0,0,0,0,5,7,3,7,3,22,0,0,0,0,0,0,0,0,6,4,0,0,0,6,8,7,16,10,0,47,0,0,0,0,0,9,5,6,6,31,0,0,0,0,0,4,7,0,4,16,0,0,0,6,0,7,5,3,0,17,0,5,7,12,8,6,9,4,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,12,0,3,4,32,72,26,56,35,58,50,28,3,0,321
UCL521048,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,17,8,10,9,15,5,13,9,0,4,63,0,0,0,0,0,0,4,0,0,5,4,0,3,5,3,16,8,3,0,42,51,19,22,24,31,30,29,14,4,228,8,4,11,6,8,10,11,3,0,56,71,28,46,47,53,80,84,39,16,474,0,0,4,6,0,28,55,29,16,138,6,11,12,10,4,12,7,4,3,69,0,0,0,0,0,10,19,14,9,42,0,0,0,0,0,0,0,0,6,6,0,3,0,3,0,5,33,14,9,66,0,0,0,4,4,13,28,16,11,71,0,0,0,0,0,0,4,4,0,15,0,0,0,0,0,9,10,8,4,32,11,11,12,18,9,17,20,3,7,105,0,0,0,0,0,0,7,4,3,17,3,3,6,9,7,24,16,14,4,87,98,41,49,45,47,53,52,22,8,422
