UCL_CODE_2021,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85ov,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85ov,M_IT_Tot,M_Egnr_rel_Tech_15_24_yr,M_Egnr_rel_Tech_25_34_yr,M_Egnr_rel_Tech_35_44_yr,M_Egnr_rel_Tech_45_54_yr,M_Egnr_rel_Tech_55_64_yr,M_Egnr_rel_Tech_65_74_yr,M_Egnr_rel_Tech_75_84_yr,M_Egnr_rel_Tech_85_yr_over,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24_yr,M_Arc_Bld_25_34_yr,M_Arc_Bld_35_44_yr,M_Arc_Bld_45_54_yr,M_Arc_Bld_55_64_yr,M_Arc_Bld_65_74_yr,M_Arc_Bld_75_84_yr,M_Arc_Bld_85_yr_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85_over,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24_yr,M_Mgmt_Cmrce_25_34_yr,M_Mgmt_Cmrce_35_44_yr,M_Mgmt_Cmrce_45_54_yr,M_Mgmt_Cmrce_55_64_yr,M_Mgmt_Cmrce_65_74_yr,M_Mgmt_Cmrce_75_84_yr,M_Mgmt_Cmrce_85_yr_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24_yr,M_FoodHos_PsnlSvcs_25_34_yr,M_FoodHos_PsnlSvcs_35_44_yr,M_FoodHos_PsnlSvcs_45_54_yr,M_FoodHos_PsnlSvcs_55_64_yr,M_FoodHos_PsnlSvcs_65_74_yr,M_FoodHos_PsnlSvcs_75_84_yr,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24_yr,M_Mix_Fld_Prog_25_34_yr,M_Mix_Fld_Prog_35_44_yr,M_Mix_Fld_Prog_45_54_yr,M_Mix_Fld_Prog_55_64_yr,M_Mix_Fld_Prog_65_74_yr,M_Mix_Fld_Prog_75_84_yr,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85_over,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24_yr,F_Nat_Phy_Sci_25_34_yr,F_Nat_Phy_Sci_35_44_yr,F_Nat_Phy_Sci_45_54_yr,F_Nat_Phy_Sci_55_64_yr,F_Nat_Phy_Sci_65_74_yr,F_Nat_Phy_Sci_75_84_yr,F_Nat_Phy_Sci_85_yr_over,F_Nat_Phy_Sci_Tot,F_IT_15_24_yr,F_IT_25_34_yr,F_IT_35_44_yr,F_IT_45_54_yr,F_IT_55_64_yr,F_IT_65_74_yr,F_IT_75_84_yr,F_IT_85_yr_over,F_IT_Tot,F_Egnr_rel_Tech_15_24_yr,F_Egnr_rel_Tech_25_34_yr,F_Egnr_rel_Tech_35_44_yr,F_Egnr_rel_Tech_45_54_yr,F_Egnr_rel_Tech_55_64_yr,F_Egnr_rel_Tech_65_74_yr,F_Egnr_rel_Tech_75_84_yr,F_Egnr_rel_Tech_85_yr_over,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24_yr,F_Arc_Bld_25_34_yr,F_Arc_Bld_35_44_yr,F_Arc_Bld_45_54_yr,F_Arc_Bld_55_64_yr,F_Arc_Bld_65_74_yr,F_Arc_Bld_75_84_yr,F_Arc_Bld_85_yr_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85_over,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24_yr,F_Mgmt_Cmrce_25_34_yr
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,5,0,0,20,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,7,8,4,0,0,39,6,12,18,9,22,17,3,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,17,0,3,4,5,0,0,0,0,11,0,6
UCL521009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,12,0,0,0,50,0,3,4,0,0,4,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,10,6,7,17,6,12,9,0,64,13,32,33,27,20,21,8,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,19,0,6,10,3,0,3,0,0,21,0,3
UCL521010,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,10,8,12,7,3,9,8,0,53,0,3,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,4,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,5,4,9,4,0,0,32,15,24,25,28,23,21,7,5,157,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,3,0,20,0,3,0,8,7,0,0,0,17,5,6
UCL521011,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,10,17,11,7,0,0,0,48,0,4,4,0,0,0,0,0,15,3,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,5,0,7,0,0,0,0,0,6,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,9,14,18,33,23,15,13,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,0,0,0,24,0,0,3,10,3,0,0,0,21,0,7
UCL521012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,10,14,6,4,0,51,0,8,0,0,4,0,0,0,16,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,12,3,18,18,22,29,20,6,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,7,3,0,0,21,0,5,3,6,0,0,0,0,20,0,9
UCL521013,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,5,5,16,10,19,18,11,3,0,84,0,6,0,5,0,0,0,0,18,0,0,3,0,4,0,0,0,11,0,6,0,0,0,0,0,0,8,0,0,0,0,3,5,0,0,5,0,0,3,5,5,0,0,0,10,0,5,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,4,3,4,0,0,26,17,33,25,44,37,25,7,0,185,0,5,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,7,5,8,7,0,0,0,29,0,8,7,4,3,0,0,0,26,0,5
UCL521014,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,18,19,17,16,11,0,0,87,0,6,3,4,3,5,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,5,4,4,0,0,9,0,7,0,3,4,0,0,0,12,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,4,6,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,33,36,30,24,16,0,0,149,21,68,65,54,61,39,3,3,318,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,9,3,4,0,0,17,0,5,5,0,5,0,0,0,14,0,0
UCL521015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,8,6,10,0,0,51,0,0,0,0,5,0,0,0,9,3,0,4,0,3,4,0,0,13,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,14,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,3,15,11,16,25,21,18,23,3,5,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,3,3,6,5,0,24,0,6,0,0,8,4,3,0,24,6,3
UCL521016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,8,13,11,6,8,0,71,0,0,0,0,0,0,0,0,3,4,4,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,5,0,9,0,0,3,4,0,0,18,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,0,0,0,16,11,38,18,26,25,14,9,3,140,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,6,0,8,0,3,3,0,3,0,20,0,0,0,4,3,0,0,0,16,4,5
UCL521017,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,7,3,19,14,7,9,5,0,0,43,0,9,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,4,0,0,0,4,0,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,9,12,13,9,8,4,8,0,62,10,41,41,23,26,17,15,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,0,5,4,4,0,0,18,0,3,5,0,0,0,0,0,18,3,3
UCL521018,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,15,14,8,7,9,3,0,61,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,7,4,0,11,7,28,18,19,13,21,5,0,123,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,8,5,3,0,0,0,19,0,4,5,7,3,3,5,0,19,0,8
UCL521019,0,5,4,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3,23,21,19,40,58,32,0,194,0,0,11,10,12,16,0,0,46,0,5,0,3,7,10,0,0,25,0,0,4,0,5,9,5,0,15,0,0,0,0,6,8,0,0,18,0,0,8,3,8,9,5,0,34,0,0,4,3,6,3,0,0,20,0,0,0,0,0,0,0,0,4,0,0,9,4,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,25,24,42,65,23,3,204,15,52,78,69,126,189,65,7,595,0,10,3,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,8,0,0,4,0,3,0,0,0,5,3,3,4,6,10,25,4,0,52,0,3,4,10,15,19,3,0,54,3,14
UCL521020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,11,16,21,3,0,71,0,6,4,3,8,6,0,0,22,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,3,3,3,4,0,20,5,11,15,26,31,38,15,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,4,0,3,7,4,0,0,20,0,3,0,0,3,9,3,0,15,0,4
UCL521021,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,7,3,3,6,8,10,9,6,0,49,0,9,3,0,8,4,9,0,25,0,0,7,3,0,3,0,0,16,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,6,6,3,3,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,8,4,4,0,30,13,18,30,32,27,22,21,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,4,5,0,0,0,0,11,0,0,10,3,9,5,4,0,21,0,5,9,0,4,0,3,0,29,4,9
UCL521022,0,0,0,4,0,6,0,0,11,0,0,0,0,0,0,0,0,0,4,6,6,7,10,7,0,0,32,0,4,10,12,8,0,0,0,37,0,0,0,0,0,0,0,0,7,0,9,0,6,3,0,0,0,17,0,0,0,5,3,3,0,0,15,4,3,3,7,5,4,0,0,24,0,3,0,0,0,3,0,0,14,0,0,3,0,0,3,0,0,7,0,3,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,10,12,4,0,0,36,8,30,31,60,51,31,0,0,212,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,0,4,7,15,10,5,0,0,42,0,4,5,6,5,6,0,0,40,3,6
UCL521023,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,10,5,5,4,0,0,34,0,0,0,7,0,0,0,0,11,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,8,5,4,0,31,7,15,25,20,31,17,3,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,0,3,0,0,0,0,0,0,12,0,5
UCL521024,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,4,12,14,12,15,18,3,0,69,0,5,8,0,5,4,3,0,24,0,4,5,0,0,0,0,0,4,0,0,0,4,9,7,0,0,23,0,7,3,0,0,3,0,0,14,0,5,0,7,4,0,0,0,23,0,13,7,5,0,8,0,0,27,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,17,35,38,35,25,20,12,3,182,31,84,81,75,65,54,23,3,407,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,7,9,7,3,0,45,6,10,7,8,5,8,3,0,52,3,4
UCL521025,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,27,20,17,9,6,0,0,87,0,0,5,0,7,4,4,0,19,0,0,0,7,0,3,0,0,9,0,3,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,10,6,0,0,30,6,45,36,40,47,24,8,0,203,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,11,0,3,5,3,0,0,3,4,28,0,4,5,4,0,0,0,0,22,0,3
UCL521026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,18,20,15,5,3,0,68,0,10,3,0,4,0,0,0,16,0,0,0,3,0,0,0,0,9,0,0,0,4,0,4,0,0,13,0,0,0,3,0,5,0,0,10,0,0,0,0,4,3,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,27,10,21,28,41,37,18,10,0,159,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,6,4,4,0,0,0,0,7,5,4,8,0,3,5,4,0,32,0,9,3,9,5,0,0,0,25,3,3
UCL521027,0,4,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,5,4,29,21,25,11,7,0,0,96,0,7,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,15,0,3,4,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,92,85,84,46,19,3,0,359,41,135,111,123,72,28,3,4,522,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,0,6,0,0,0,9,0,6,0,0,3,0,0,0,6,3,6
UCL521028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,5,12,9,7,0,51,0,3,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,3,0,0,3,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,9,8,8,7,0,44,5,23,18,20,31,21,15,8,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,4,0,0,6,4,0,0,15,0,4,5,7,6,0,0,0,19,0,6
UCL521029,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,6,9,9,9,4,9,0,0,0,40,0,0,3,0,0,0,0,0,12,0,4,11,3,4,0,0,0,26,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,9,0,0,0,0,7,3,0,0,12,0,0,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,3,5,0,8,3,53,14,35,36,23,37,14,15,3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,3,0,0,0,17,0,8,4,3,13,3,11,0,41,5,7,3,7,3,9,0,0,28,0,3
UCL521030,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,12,9,8,14,16,6,0,70,0,3,0,0,5,4,0,0,18,0,3,0,0,4,3,0,0,8,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,3,0,11,0,5,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,5,11,0,8,11,8,8,0,51,10,35,11,24,42,41,27,5,197,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,8,6,6,3,19,0,3,0,3,7,4,0,0,21,4,14
UCL521031,0,6,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,31,22,18,20,10,5,0,101,4,4,4,3,0,3,0,0,18,0,4,5,0,4,0,0,0,12,0,4,4,0,9,0,0,0,14,0,3,0,0,3,3,0,0,6,3,3,0,5,9,7,0,0,27,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,6,3,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,25,68,68,48,51,15,6,0,277,42,132,101,85,91,37,8,0,499,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,0,0,0,0,18,0,6,0,0,6,3,0,0,16,3,9
UCL521032,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,0,0,32,0,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,8,0,5,3,0,3,0,17,0,4,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,9,27,15,13,9,0,100,20,43,22,34,47,25,11,0,194,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,4,0,0,18,0,10,0,0,0,0,0,0,16,0,6
