UCL_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
UCL521029,0,22,0,0,21,3,47,9,0,59,0,11,0,0,16,0,17,0,0,17,0,43,7,0,49,0,50,4,0,57,3,34,4,0,40,3,73,5,0,78,0,45,0,0,44,4,17,4,0,35,6,8,0,0,16,26,380,38,0,448,0,20,0,0,20,3,40,0,0,47,0,14,0,0,20,0,15,0,0,15,0,37,7,0,43,0,40,0,0,50,4,42,7,0,46,4,58,9,0,72,0,51,0,0,51,8,31,11,0,49,13,9,0,0,25,34,365,39,0,432,0,42,0,0,45,3,90,9,0,111,0,30,3,0,35,0,31,0,0,33,0,77,14,0,99,0,97,5,0,101,10,80,6,0,92,5,136,7,0,148,0,89,0,0,100,14,46,15,0,81,22,20,3,0,39,59,742,76,0,878
UCL521030,0,8,0,0,8,0,17,5,0,21,0,8,0,0,14,0,14,4,0,19,0,43,6,3,49,0,21,0,3,28,0,40,7,0,39,3,53,9,0,62,5,55,7,0,67,5,33,0,0,39,4,3,0,0,9,23,299,33,9,356,0,13,0,0,13,0,23,0,0,24,0,4,0,0,9,0,15,4,0,17,0,70,3,7,78,0,25,0,11,38,0,34,6,3,41,4,58,9,0,60,0,57,3,0,63,7,32,0,0,34,0,7,0,0,14,6,333,26,22,388,0,19,0,0,20,0,39,3,0,47,0,18,0,0,16,0,26,3,0,36,0,113,6,13,130,0,57,5,9,67,0,74,12,3,83,9,106,12,0,124,5,111,13,3,131,11,61,0,0,74,6,7,0,0,18,28,632,61,25,750
UCL521031,0,15,4,0,17,0,22,0,0,25,0,6,3,0,10,0,20,24,0,46,0,93,66,0,161,0,59,58,0,125,0,72,45,0,112,0,67,43,0,118,0,46,17,0,63,4,8,3,0,11,3,0,0,0,3,13,407,256,0,687,0,19,5,0,23,0,24,4,0,25,0,10,0,0,10,0,12,9,0,23,0,53,22,0,74,0,34,21,0,56,0,28,10,0,43,0,47,15,0,60,0,34,13,0,42,3,5,3,0,12,0,0,0,0,0,12,260,96,0,365,0,33,3,0,36,0,47,6,0,51,0,20,10,0,21,0,34,33,0,66,0,147,89,0,232,0,93,80,0,177,0,100,52,0,157,5,113,58,0,171,5,81,28,0,103,8,12,4,0,25,5,0,0,0,5,20,671,357,0,1051
UCL521032,0,30,3,0,33,0,35,0,0,36,0,14,3,0,20,0,14,3,0,23,0,48,17,0,66,0,26,7,0,38,0,39,21,0,57,0,59,16,0,70,3,37,7,0,49,0,15,4,0,14,0,0,0,0,0,7,316,90,0,410,0,21,8,0,29,0,35,5,0,40,0,23,7,0,29,0,28,5,0,35,0,51,15,0,70,3,26,12,0,42,0,27,16,0,42,6,43,14,0,59,3,25,9,0,32,0,11,0,0,8,0,0,0,0,0,5,283,86,4,385,0,47,15,0,60,0,67,7,0,73,0,38,15,0,50,0,43,8,0,58,0,99,35,0,134,3,51,16,0,74,0,62,31,0,101,6,101,28,0,129,9,59,17,0,83,3,19,5,0,27,0,0,0,0,0,15,600,176,5,792
UCL521033,0,10,10,0,18,6,14,30,0,50,0,0,5,0,8,0,8,8,0,23,0,30,67,0,101,0,31,61,0,94,0,50,73,0,121,4,51,49,0,97,5,41,26,0,73,0,9,9,0,16,0,0,0,0,0,10,249,346,0,609,0,8,11,0,17,0,10,15,0,31,0,5,13,0,11,0,3,8,0,15,0,24,31,0,51,0,32,33,0,60,0,25,28,0,54,0,42,27,0,71,3,34,10,0,45,3,6,0,0,10,0,0,0,0,0,10,186,176,0,372,0,18,20,0,40,0,26,50,0,83,0,8,20,0,25,0,18,17,0,35,0,55,98,0,154,0,61,93,0,150,0,75,97,0,174,7,92,79,0,175,8,75,36,0,116,3,11,7,0,24,0,5,0,0,3,21,432,526,0,976
UCL521034,0,25,0,0,25,4,31,3,0,36,0,25,0,0,25,0,28,0,0,29,3,21,3,0,32,4,39,4,0,40,0,56,5,0,56,3,56,9,0,69,0,36,0,0,40,0,16,0,0,16,4,5,0,0,10,16,340,18,0,376,0,17,0,0,19,0,34,5,0,39,0,20,0,0,20,0,13,0,0,17,0,32,9,0,40,0,39,0,0,42,3,52,4,0,61,7,54,4,0,65,6,35,0,0,42,7,16,0,0,21,5,0,0,0,0,26,320,20,0,371,0,44,0,0,45,4,66,3,0,75,0,44,0,0,44,5,38,0,0,42,4,59,12,0,71,6,76,4,0,82,3,106,6,0,123,11,113,13,0,132,3,76,0,0,81,7,33,0,0,38,9,5,0,0,11,40,663,41,0,743
UCL521035,0,9,3,0,10,0,26,0,0,30,0,12,0,0,11,0,5,0,0,5,0,16,5,0,20,0,25,5,0,30,0,23,0,0,29,5,40,5,0,43,0,45,0,0,46,3,20,3,0,28,3,3,0,0,10,15,223,23,0,263,0,6,0,0,11,0,12,5,0,17,0,11,0,0,17,0,0,0,0,7,0,16,3,0,19,0,29,0,0,30,0,31,0,0,34,5,46,3,0,53,3,32,3,0,39,3,25,6,0,37,0,3,4,0,14,19,223,28,0,270,0,13,5,0,18,0,44,6,0,47,5,23,0,0,29,0,7,0,0,13,0,37,9,0,38,0,50,4,0,59,5,56,3,0,66,8,82,13,0,95,10,76,9,0,87,4,49,8,0,65,4,5,4,0,19,34,444,56,0,533
UCL521036,0,11,0,0,13,0,20,9,0,27,0,10,5,0,11,0,12,0,0,12,5,31,4,0,37,0,14,0,0,16,3,33,18,0,54,0,49,10,0,63,4,46,4,0,52,5,16,0,0,25,0,5,0,0,5,23,233,57,0,314,0,5,4,0,10,0,14,5,0,18,0,5,0,0,7,0,15,3,0,18,0,26,6,0,39,0,21,3,0,23,0,31,10,0,42,9,40,3,0,57,3,33,4,0,41,0,12,0,0,17,0,0,0,0,0,20,205,47,0,272,0,20,6,0,28,0,28,14,0,43,0,10,6,0,18,0,27,3,0,32,5,56,9,0,74,0,36,4,0,38,8,59,23,0,94,9,86,15,0,116,8,78,8,0,94,5,32,4,0,43,0,5,0,0,10,39,446,99,0,581
UCL521037,0,19,6,0,28,9,61,3,0,75,3,34,0,0,41,3,18,0,0,23,0,43,4,0,43,0,67,4,0,68,3,48,3,0,53,7,57,0,0,62,7,38,0,0,47,6,27,0,0,29,0,3,0,0,6,40,417,20,0,482,0,22,3,0,28,3,55,11,0,71,0,25,0,0,22,0,12,0,0,11,0,41,4,0,48,7,70,4,0,78,7,61,0,0,72,5,51,0,0,55,13,48,0,0,59,4,26,3,0,37,0,5,0,0,4,37,412,31,0,487,4,46,9,0,55,13,118,13,0,148,4,60,0,0,67,3,30,4,0,36,0,84,4,0,91,8,130,4,0,146,12,111,8,0,125,14,104,3,0,122,15,84,3,0,105,6,54,5,0,64,0,11,0,0,11,86,833,52,0,972
UCL521038,0,12,0,0,15,0,41,9,0,57,0,13,0,0,15,3,3,3,0,11,0,14,3,0,20,0,29,7,0,30,0,32,7,0,42,7,59,3,0,72,9,61,8,0,81,9,36,3,0,49,4,8,0,0,16,34,311,58,0,400,0,10,4,0,12,7,35,5,0,39,0,13,3,0,12,0,11,0,0,8,0,23,5,0,27,0,31,5,0,35,6,37,5,0,48,4,53,9,0,68,6,67,6,0,80,4,29,3,0,40,17,9,5,0,26,39,311,48,0,397,0,20,3,0,26,5,75,11,0,97,0,29,0,0,35,3,12,9,0,20,0,36,8,0,43,0,57,13,0,62,6,73,12,0,89,9,120,17,0,137,13,125,19,0,161,16,67,11,0,89,26,16,8,0,45,75,623,104,0,802
UCL521039,0,31,0,0,33,0,49,3,0,53,0,24,5,0,29,0,9,0,0,6,0,19,0,0,19,0,43,0,0,40,0,38,8,0,43,0,64,3,0,68,0,48,3,0,53,0,27,4,0,36,0,5,0,0,8,9,356,25,0,387,0,16,0,0,16,0,45,4,0,47,0,22,5,0,27,0,0,0,0,0,0,34,0,0,38,0,49,0,0,55,0,56,5,0,54,4,72,4,0,80,0,50,0,0,52,0,22,3,0,26,3,3,0,0,12,10,374,23,0,406,0,46,0,0,51,0,95,3,0,100,0,45,8,0,56,0,8,0,0,10,0,55,0,0,53,0,97,4,0,101,0,89,9,0,97,4,137,4,0,145,0,100,4,0,103,4,49,8,0,62,9,6,0,0,16,17,732,46,0,796
UCL521040,0,39,10,0,51,4,46,8,0,59,0,3,0,0,3,0,19,13,6,36,0,68,26,5,101,0,85,30,0,114,0,69,25,0,97,0,98,31,0,129,12,93,31,0,134,10,25,6,0,42,3,0,0,0,6,22,552,181,10,771,0,43,6,0,50,0,48,15,0,59,0,4,0,0,6,0,9,5,3,19,0,81,28,10,120,0,55,15,0,76,0,66,26,0,94,3,90,34,0,124,3,97,36,0,134,3,25,11,0,36,4,3,0,0,0,15,510,177,16,717,0,77,23,0,99,4,92,20,0,116,0,8,3,0,12,0,24,19,8,56,0,144,58,14,217,0,144,47,0,192,0,141,51,0,191,3,185,65,0,249,17,185,61,0,264,10,50,11,0,76,3,3,0,0,11,41,1062,362,28,1488
UCL521041,0,45,0,0,43,5,67,0,0,70,0,7,0,0,7,0,16,0,0,16,0,82,0,0,84,0,89,0,0,96,0,51,0,0,54,0,48,0,0,51,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,8,414,6,0,425,0,53,3,0,61,3,48,0,0,50,0,3,0,0,5,0,16,0,0,21,0,87,7,0,90,0,57,0,0,61,0,25,0,0,21,0,25,0,0,23,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,327,19,0,343,0,102,3,0,105,4,119,0,0,121,0,5,0,0,11,0,37,0,0,38,0,163,8,0,171,0,148,4,0,151,0,73,0,0,76,0,71,4,0,74,0,18,0,0,21,0,0,0,0,0,0,0,0,0,0,7,738,24,5,769
UCL521042,0,13,0,0,13,0,31,0,0,28,0,12,0,0,20,0,13,3,0,20,0,27,3,5,42,0,24,0,3,31,0,49,3,0,49,4,43,6,0,51,5,44,5,0,45,3,20,0,0,19,7,7,0,0,12,20,283,23,12,336,0,7,0,0,7,0,33,6,0,40,6,12,0,0,14,0,12,0,0,11,0,29,4,7,35,0,41,0,0,48,0,46,3,0,53,5,41,0,0,40,0,27,0,0,32,8,10,3,0,22,10,8,0,0,15,31,274,17,7,323,0,23,0,0,23,0,69,9,0,70,4,27,0,0,35,0,27,5,0,31,0,58,8,9,78,0,66,6,3,76,0,88,7,0,101,9,87,6,0,95,5,74,5,0,79,8,30,3,0,45,12,16,0,0,28,48,557,42,15,664
UCL521043,0,15,0,0,13,0,24,4,0,24,0,9,0,0,11,0,9,0,0,9,0,16,0,0,16,0,21,5,0,25,0,35,4,0,38,0,41,0,0,47,3,28,0,0,34,0,11,0,0,7,0,0,0,0,0,5,200,15,0,224,0,14,5,0,14,0,34,0,0,38,0,9,0,0,11,0,3,0,0,4,0,20,3,0,21,0,20,0,0,25,0,40,3,0,45,0,44,0,0,51,0,29,0,0,27,0,9,0,0,9,0,0,0,0,0,6,235,20,0,253,0,27,5,0,31,0,58,10,0,69,0,23,6,0,24,0,10,0,0,11,0,30,3,0,39,0,40,7,0,49,0,75,8,0,87,0,89,3,0,93,4,54,0,0,62,0,22,0,0,25,0,6,0,0,6,9,433,32,0,476
UCL521044,0,11,0,0,15,5,43,0,0,50,0,18,0,0,12,0,16,4,0,20,0,25,0,0,26,0,31,5,0,35,0,29,10,0,40,0,58,5,0,67,10,44,0,0,57,0,30,3,0,37,3,7,0,0,10,30,309,23,0,363,0,11,0,0,15,0,32,0,0,32,0,9,0,0,9,0,15,5,0,16,0,30,0,0,28,0,31,0,0,28,0,28,7,0,33,5,60,5,0,66,7,48,3,0,57,9,27,3,0,40,3,4,0,0,11,39,284,24,0,343,0,28,0,0,27,7,72,0,0,82,0,20,0,0,22,0,30,3,0,34,0,56,3,0,58,0,59,3,0,63,0,55,16,0,69,8,111,9,0,128,18,93,3,0,115,13,64,7,0,78,14,13,0,0,26,64,594,46,0,703
UCL521045,0,8,7,0,17,0,11,6,0,21,0,6,5,0,12,0,6,0,0,0,0,17,3,0,19,0,14,5,0,16,0,11,12,0,29,0,32,11,0,37,3,42,21,0,71,9,16,11,0,31,0,10,5,0,17,18,171,75,0,269,0,11,5,0,9,0,24,5,0,33,0,6,0,0,8,0,6,5,0,6,0,22,9,0,32,0,19,5,0,21,0,16,8,0,21,0,37,15,0,48,3,39,12,0,54,4,20,6,0,31,9,12,4,0,19,23,212,64,0,294,0,18,8,0,25,0,34,13,0,49,0,17,5,0,18,0,5,7,0,13,0,37,17,0,53,0,29,12,0,40,3,28,14,0,52,5,65,18,0,88,7,84,35,0,124,7,39,10,0,63,10,13,6,0,32,44,384,138,0,568
UCL521046,0,27,0,0,27,0,52,3,0,50,0,29,6,0,36,0,26,0,0,26,0,48,4,0,49,0,39,9,0,44,0,49,0,0,53,4,43,4,0,54,5,15,3,0,18,10,5,0,0,13,0,0,0,0,3,23,332,29,0,379,0,25,0,0,25,0,42,3,0,50,0,23,0,0,23,0,27,3,0,32,0,50,3,0,52,3,46,4,0,50,3,42,3,0,51,4,30,4,0,37,3,27,5,0,32,5,5,0,0,11,0,0,0,0,0,17,322,26,0,366,0,51,0,0,51,0,92,8,0,101,0,56,6,0,61,0,56,3,0,59,0,95,5,0,105,7,82,10,0,93,0,95,6,0,102,6,73,10,0,87,9,38,6,0,54,11,16,0,0,25,0,0,0,0,3,42,651,54,0,744
UCL521047,0,17,0,0,19,0,21,3,0,24,0,5,0,0,5,0,11,0,0,13,0,41,3,0,39,0,35,3,0,38,0,43,14,0,52,0,69,7,0,77,4,45,0,0,49,0,13,0,0,19,4,3,0,0,4,8,294,37,0,340,0,7,0,0,12,0,25,4,0,28,0,3,0,0,3,0,14,0,0,15,0,31,7,0,40,0,27,0,0,33,0,47,0,0,45,4,20,0,0,30,6,32,0,0,35,6,12,0,0,11,9,0,3,0,6,20,220,17,0,257,0,24,0,0,25,0,46,6,0,58,0,6,0,0,6,0,28,3,0,27,0,71,9,0,76,0,61,11,0,69,0,88,8,0,97,5,84,13,0,103,4,73,0,0,80,3,25,0,0,31,5,4,0,0,12,26,511,56,0,595
UCL521048,0,15,0,0,14,7,41,9,0,52,0,13,0,0,21,0,14,3,0,16,0,36,9,0,41,0,35,7,0,38,4,28,3,0,34,7,57,4,0,67,7,78,9,0,90,3,48,3,0,54,0,15,0,0,18,26,372,53,0,457,0,18,3,0,18,8,45,11,0,57,0,15,0,0,15,0,13,0,0,18,0,34,7,0,46,3,37,5,0,47,0,49,6,0,53,0,71,3,0,80,7,78,8,0,84,4,32,0,0,39,8,4,6,0,16,33,392,40,0,474,0,35,0,0,34,14,84,17,0,111,0,26,4,0,34,0,29,4,0,36,0,70,14,0,84,3,69,15,0,86,4,74,8,0,85,10,128,13,0,147,13,152,14,0,178,10,76,3,0,88,12,21,3,0,33,62,768,96,0,925
UCL521049,0,23,0,0,23,0,36,3,0,37,0,16,0,0,21,0,25,0,0,20,0,44,3,0,48,0,42,0,0,42,0,29,0,0,32,0,19,0,0,18,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,6,229,20,0,251,0,19,0,0,15,0,25,6,0,30,0,14,8,0,22,0,30,0,0,31,0,40,0,0,42,0,41,0,0,43,0,34,0,0,36,3,24,0,0,28,0,5,0,0,8,0,0,0,0,6,0,0,0,0,0,6,237,20,0,263,0,37,0,0,42,0,63,9,0,65,0,33,8,0,37,0,53,6,0,58,0,84,9,0,91,0,79,5,0,80,0,67,0,0,68,3,39,4,0,48,0,13,0,0,17,0,0,0,0,3,0,0,0,0,0,10,465,38,0,513
UCL521050,0,22,4,0,31,0,42,3,0,45,0,17,3,0,22,0,19,0,0,23,0,44,5,0,49,3,40,3,0,45,0,37,4,0,45,4,47,0,0,51,7,47,0,0,51,0,13,0,0,17,0,4,0,0,9,25,337,26,0,385,0,12,0,0,13,0,46,0,0,46,0,7,0,0,10,0,20,5,0,25,0,30,0,0,38,5,45,6,0,45,0,29,0,0,30,6,47,0,0,50,3,32,3,0,43,3,19,0,0,24,8,4,0,0,9,31,293,16,0,336,0,41,3,0,46,0,84,3,0,92,0,28,3,0,30,0,38,4,0,45,0,81,5,0,88,4,78,6,0,92,5,69,4,0,78,9,93,0,0,100,16,80,7,0,98,9,34,0,0,41,10,5,0,0,19,51,628,36,4,716
UCL521051,0,18,0,0,16,4,64,10,0,72,0,20,0,0,20,0,33,0,0,37,3,37,0,0,40,0,34,4,0,39,3,48,5,0,55,0,63,4,0,71,0,31,0,0,38,0,10,6,0,22,0,0,0,0,0,20,355,28,0,407,0,19,3,0,21,0,46,11,0,58,0,29,4,0,31,3,22,0,0,25,0,42,4,0,38,0,41,6,0,54,4,59,6,0,68,8,68,4,0,79,6,31,3,0,41,3,16,3,0,26,7,4,0,0,7,24,378,45,0,450,0,34,6,0,36,4,106,19,0,124,0,47,4,0,54,7,54,3,0,64,3,71,0,0,77,3,70,8,0,90,4,108,6,0,126,9,136,4,0,147,10,67,7,0,77,9,28,10,0,47,7,5,0,0,14,46,735,76,0,853
UCL521052,0,19,5,0,20,0,52,9,0,69,0,15,3,0,14,0,18,8,0,21,0,41,19,0,51,3,51,30,0,82,0,64,35,0,98,3,55,28,0,82,5,49,13,0,63,5,10,3,0,17,0,0,0,0,0,16,365,133,5,512,0,25,0,0,26,0,55,9,0,61,0,27,0,0,29,0,7,0,0,15,0,54,13,0,66,0,50,14,0,62,6,39,3,0,49,5,44,21,0,77,3,24,6,0,36,4,7,0,0,18,0,0,0,0,0,22,331,74,4,431,0,47,4,0,52,3,110,19,0,129,0,39,4,0,42,0,29,7,0,34,0,91,29,0,121,5,91,43,0,138,6,103,40,0,141,5,100,46,0,156,7,73,18,0,95,8,17,3,0,31,0,0,0,0,0,32,694,207,0,944
UCL522001,0,20,0,0,20,0,44,0,0,44,0,20,0,0,25,0,23,3,0,29,0,44,0,0,43,0,38,0,0,39,0,31,3,0,33,0,9,0,0,14,4,7,0,0,12,0,0,0,0,3,0,0,0,0,0,14,237,10,0,258,0,15,3,0,12,3,33,0,0,40,0,16,0,0,19,0,25,4,0,26,0,45,0,0,50,0,33,0,0,35,4,26,0,0,31,3,15,0,0,20,0,15,5,0,17,4,0,0,0,4,0,0,0,0,0,17,218,13,0,245,0,31,3,0,30,3,80,0,0,80,0,38,0,0,42,0,48,6,0,55,3,88,0,0,88,0,70,3,0,71,4,57,3,0,66,3,23,4,0,35,4,16,5,0,27,4,0,0,0,7,0,0,0,0,3,30,453,24,0,504
UCL522002,0,3,0,0,3,3,5,0,0,11,0,7,0,0,4,0,10,0,0,12,0,8,3,0,9,0,9,0,0,11,0,18,0,0,19,0,10,0,0,17,4,21,0,0,26,0,12,0,0,13,0,0,0,0,3,10,112,7,0,132,0,4,0,0,4,4,13,0,0,12,0,3,0,0,7,0,3,0,0,4,0,15,0,0,15,0,12,0,0,12,3,18,0,0,21,5,26,0,0,30,0,31,0,0,32,0,15,0,0,18,0,3,0,0,3,17,134,5,0,151,0,5,0,0,5,9,16,0,0,22,0,12,0,0,12,0,13,0,0,14,0,26,3,0,27,0,24,0,0,22,3,29,0,0,31,3,36,0,0,39,6,53,0,0,58,5,25,0,0,29,0,0,0,0,9,23,243,14,0,282
UCL522003,0,10,3,0,11,0,39,0,0,43,0,6,0,0,11,0,13,5,0,18,0,24,8,0,27,0,11,4,0,16,0,20,0,0,17,0,12,0,0,9,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,152,18,0,167,0,15,5,0,19,0,38,7,0,41,0,9,0,0,9,0,14,0,0,14,0,25,8,0,26,0,20,7,0,26,0,21,0,0,23,0,7,0,0,4,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,149,20,0,173,0,24,5,0,28,0,75,7,0,82,0,15,0,0,22,0,26,5,0,34,0,46,10,0,55,0,33,11,0,38,0,34,3,0,40,0,15,0,0,16,0,11,0,0,14,0,4,0,0,6,0,0,0,0,4,4,295,37,0,343
UCL522004,0,13,0,0,17,0,25,0,0,25,0,26,0,0,26,0,23,0,0,23,0,14,0,0,14,0,17,0,0,22,0,16,0,0,16,0,5,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,154,3,0,159,0,19,0,0,19,0,23,3,0,25,0,24,0,0,24,0,13,0,0,13,0,28,0,0,28,0,17,0,0,20,0,12,0,0,16,0,13,0,0,13,0,3,0,0,7,3,0,0,0,3,0,0,0,0,0,3,154,3,0,158,0,26,0,0,32,0,51,3,0,47,0,48,0,0,48,0,35,0,0,35,0,46,0,0,46,0,40,4,0,38,0,29,0,0,28,0,20,0,0,21,0,9,0,0,8,3,0,0,0,3,0,0,0,0,0,10,304,5,0,317
UCL522005,0,8,0,0,8,0,43,3,0,46,0,11,0,0,16,0,0,0,0,0,0,22,8,0,25,0,23,4,0,28,0,10,0,0,12,0,11,0,0,11,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,4,140,14,0,163,0,14,4,0,16,0,26,8,0,31,0,12,0,0,15,0,11,0,0,9,0,21,9,0,23,0,35,0,0,30,0,12,0,0,17,0,11,0,0,18,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,4,144,25,0,169,0,23,4,0,25,0,71,10,0,80,0,28,3,0,34,0,10,0,0,13,0,38,12,0,55,0,57,3,0,64,0,22,5,0,26,4,24,0,0,28,0,7,0,0,11,3,0,0,0,8,0,0,0,0,0,6,282,34,0,333
UCL522006,0,7,0,0,7,0,35,0,0,39,0,18,0,0,18,0,17,0,0,17,0,14,0,0,14,0,18,5,0,20,0,33,0,0,33,0,30,3,0,30,0,23,0,0,23,0,9,0,0,7,4,3,0,0,8,8,212,4,0,218,0,5,0,0,5,0,24,0,0,24,0,7,0,0,7,0,17,0,0,17,0,17,0,0,15,0,27,0,0,22,0,28,0,0,27,0,33,0,0,38,3,21,0,0,24,0,12,0,0,13,4,0,0,0,3,9,190,6,0,209,0,13,0,0,13,0,63,0,0,61,0,28,0,0,28,0,38,0,0,38,0,26,0,0,30,0,42,7,0,46,0,64,0,0,64,0,62,7,0,64,3,48,0,0,48,3,15,0,0,21,10,3,0,0,11,14,406,6,0,429
