UCL_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
UCL522036,0,0,0,0,5,0,0,8,0,0,0,0,4,0,0,4,4,0,0,4,8,0,0,13,7,0,0,7,0,0,0,9,3,0,0,4,16,4,0,24,0,0,0,5,11,0,0,15,0,0,0,0,26,0,0,31,0,0,0,0,10,0,0,10,0,0,0,0,3,0,0,3,17,4,0,16,79,4,0,103,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,7,0,0,9,4,0,0,11,0,0,0,0,11,0,0,13,0,6,0,6,13,0,0,22,0,3,0,3,21,0,0,21,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,10,8,0,23,56,0,0,80,0,0,0,0,6,3,0,9,0,0,0,0,3,0,0,5,7,0,0,4,14,0,0,21,16,0,0,13,3,0,0,17,3,0,0,3,28,5,0,38
UCL522037,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,13,12,0,0,16,4,3,0,21,7,0,0,9,13,5,0,22,0,0,0,0,19,0,0,22,0,4,0,3,13,0,0,20,0,0,0,0,9,0,0,16,0,0,0,0,4,0,0,4,23,9,0,29,68,16,0,114,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,8,0,0,5,8,4,0,19,10,0,0,10,0,0,0,18,7,0,0,5,6,0,0,13,0,0,0,0,8,3,0,16,0,5,0,5,12,5,0,16,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,26,9,0,36,44,18,0,100,0,0,0,0,4,3,0,7,0,0,0,0,3,0,0,4,13,0,0,11,10,7,0,28,24,0,0,25,8,8,0,37,8,5,0,13,16,5,0,35
UCL522038,0,0,0,0,9,3,0,14,0,0,0,0,13,0,0,15,16,0,0,20,22,0,0,38,15,0,0,14,10,0,0,23,7,0,0,7,24,3,0,37,4,0,0,4,19,3,0,32,0,3,0,3,20,0,0,19,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,45,6,0,53,135,13,0,204,0,0,0,0,9,0,0,7,3,0,0,9,7,0,0,14,14,0,0,15,12,4,0,35,23,0,0,27,14,4,0,41,9,0,0,9,11,0,0,14,0,7,0,3,22,3,0,29,0,7,0,7,20,0,0,26,0,0,0,0,15,0,0,13,0,0,0,0,10,0,0,10,46,10,3,60,110,16,0,185,0,0,0,0,19,3,0,21,4,0,0,6,22,5,0,33,27,0,0,30,32,6,0,70,42,0,0,39,23,3,0,69,15,0,0,15,29,3,0,50
UCL522039,0,0,0,0,12,0,0,12,0,0,0,0,9,3,0,12,9,0,0,9,23,10,0,43,8,0,0,8,13,4,0,29,9,6,0,7,21,5,0,31,5,0,0,5,36,8,0,51,0,0,0,0,24,4,0,27,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,26,3,0,28,149,36,0,215,0,0,0,0,10,0,0,5,0,0,0,0,10,4,0,13,12,0,0,10,16,5,0,30,10,0,0,10,20,0,0,27,3,3,0,7,17,4,0,30,0,0,0,0,39,6,0,44,0,4,0,4,16,0,0,20,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,26,9,0,40,127,21,0,185,0,0,0,0,16,0,0,19,0,0,0,0,23,5,0,29,20,0,0,19,42,13,0,68,16,0,0,21,36,3,0,55,7,7,0,17,33,11,0,59
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,5,3,0,0,6,10,5,0,19,0,5,0,5,21,3,0,28,0,5,0,5,27,0,0,32,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,6,6,0,10,87,12,0,107,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,3,0,10,8,0,0,17,0,3,0,3,19,0,0,26,0,0,0,3,21,0,0,25,0,0,0,0,8,3,0,10,0,0,0,0,0,0,0,0,5,10,0,17,69,10,0,94,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,3,5,0,0,5,4,0,0,10,0,0,0,0,5,0,0,3,3,4,0,13,22,9,0,39
UCL522041,0,0,0,0,8,0,0,5,0,0,0,5,4,0,0,5,3,0,0,4,5,0,0,11,4,0,0,6,11,0,0,14,4,0,0,4,10,5,0,18,0,4,0,4,31,3,0,41,0,6,0,6,34,4,0,39,0,0,0,0,8,0,0,10,0,0,0,0,3,3,0,3,14,12,0,21,110,21,0,154,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,0,0,8,4,0,0,11,5,0,0,5,3,0,0,14,3,0,0,4,14,7,0,22,0,6,0,6,18,6,0,33,0,9,0,9,26,4,0,33,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,4,22,15,0,32,72,18,0,120,0,0,0,0,8,0,0,10,0,0,0,4,3,3,0,14,14,0,0,15,9,0,0,22,8,0,0,11,11,3,0,24,4,0,0,8,27,9,0,40
UCL522042,0,0,0,0,0,0,0,4,3,0,0,3,12,7,0,21,21,3,0,25,31,4,0,64,31,0,0,31,28,5,0,69,16,0,0,13,35,8,0,52,0,0,0,3,31,0,0,36,0,0,0,0,18,0,0,16,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,73,4,0,77,162,29,0,266,0,3,0,3,3,0,0,3,3,6,0,3,7,9,0,23,19,5,0,23,21,5,0,47,17,0,4,18,8,4,0,34,6,0,0,9,16,3,0,24,0,8,0,8,14,3,0,24,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15,3,60,77,27,0,173,0,0,0,0,3,0,0,9,4,6,0,7,19,15,0,46,41,6,0,47,48,12,0,111,46,0,4,52,39,12,0,98,19,0,0,24,43,6,0,74
UCL522043,0,0,0,0,14,5,0,19,3,0,0,3,11,0,0,13,8,9,0,14,24,0,0,39,4,5,0,10,22,0,0,29,5,0,0,9,11,0,0,17,3,4,0,6,6,0,0,18,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,0,41,84,9,0,135,4,0,0,4,12,0,0,19,10,6,0,13,7,0,0,23,11,6,0,18,14,0,0,34,6,6,0,10,10,0,0,21,9,5,0,13,10,0,0,25,0,8,0,8,5,4,0,12,0,6,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,0,65,67,9,0,140,5,0,0,5,31,7,0,38,13,6,0,15,15,0,0,32,18,16,0,31,33,0,0,68,11,7,0,23,26,3,0,58,11,9,0,16,28,0,0,41
UCL522044,0,3,0,3,0,0,0,4,0,0,0,4,3,0,0,5,4,0,0,0,12,5,0,21,0,0,0,4,11,0,0,16,0,0,0,0,5,8,0,17,0,3,0,3,30,7,0,40,0,0,0,0,42,8,0,47,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,12,3,19,116,29,0,160,0,4,0,4,3,0,0,6,0,0,0,0,0,0,4,4,0,0,0,5,8,5,0,15,0,0,5,3,5,0,0,12,0,0,0,0,12,0,0,17,0,3,0,3,24,0,0,26,0,0,0,0,26,5,0,31,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,4,13,7,22,86,14,4,129,0,11,0,9,4,0,0,11,3,0,0,8,5,0,4,12,5,0,0,3,17,13,0,33,6,4,11,12,14,3,0,32,0,0,0,6,18,8,0,32
UCL522045,0,4,0,4,8,0,0,12,0,6,0,6,0,0,0,8,4,0,5,14,5,4,0,17,4,0,0,5,3,6,0,15,0,4,5,12,3,6,0,17,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,13,35,19,22,0,74,0,8,0,8,3,0,0,10,3,0,4,5,0,0,0,15,0,0,9,14,3,5,0,20,0,4,3,6,0,0,0,11,0,4,6,6,0,0,0,7,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,20,40,17,14,0,71,0,10,0,10,10,0,0,19,7,4,5,14,4,5,0,19,6,0,16,24,9,9,0,37,7,4,7,13,3,10,0,26,0,4,4,13,8,6,0,28
UCL522046,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,3,0,0,0,0,7,0,0,13,4,0,0,4,6,0,0,14,6,0,0,6,10,9,0,25,0,0,0,0,28,16,0,46,0,0,0,0,34,16,0,45,0,0,0,0,14,7,0,19,0,0,0,0,0,4,0,7,14,0,0,21,105,49,0,173,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,3,3,0,0,3,4,0,0,9,7,0,0,12,3,5,0,21,0,0,0,0,12,9,0,18,0,4,0,4,18,16,0,36,0,0,0,0,18,14,0,34,0,0,0,0,11,3,0,13,0,0,0,0,0,0,0,0,14,5,0,22,74,37,0,132,0,0,0,0,6,0,0,6,3,0,0,5,0,0,0,6,9,0,0,9,8,3,0,17,17,0,0,21,15,6,0,36,4,0,0,4,20,14,0,39
UCL522047,0,0,0,0,5,11,0,14,0,0,0,0,7,6,0,8,7,0,0,7,5,5,0,16,10,0,0,10,6,8,0,25,0,0,0,0,17,10,0,27,0,5,0,5,29,6,0,35,0,0,0,0,26,21,0,51,0,0,0,0,8,11,0,18,0,0,0,0,8,3,0,12,14,5,0,21,114,78,0,213,0,0,0,0,5,11,0,18,0,0,0,0,9,6,0,15,5,0,0,9,10,5,0,17,8,0,3,13,7,5,0,21,3,0,0,0,10,6,0,18,0,3,0,5,23,14,0,40,0,5,0,3,24,27,0,54,0,0,0,0,11,3,0,17,0,0,0,0,7,3,0,7,20,9,3,37,103,67,0,203,0,0,0,0,14,21,0,35,0,0,0,0,13,6,0,17,15,0,0,17,14,7,0,39,16,0,3,19,16,11,0,44,3,0,0,5,30,13,0,42
UCL522048,0,0,0,0,7,4,0,10,0,0,0,4,0,0,0,4,3,0,0,3,12,5,0,19,7,0,0,7,12,0,0,18,8,0,0,8,9,0,0,16,0,0,0,0,18,0,0,21,0,0,0,0,21,0,0,23,0,0,0,0,10,4,0,15,0,0,0,0,3,3,0,3,14,0,0,16,99,13,0,130,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,0,0,6,7,6,0,17,3,0,3,13,0,3,0,10,3,4,0,3,5,0,0,12,0,6,0,5,20,0,0,27,0,4,0,4,17,5,0,21,0,0,0,0,16,3,0,19,0,0,0,0,0,0,0,0,17,14,3,27,83,12,0,126,0,0,0,0,11,4,0,12,3,0,0,6,4,0,0,4,4,0,0,4,17,7,0,36,10,0,3,17,13,3,0,29,10,4,0,13,19,0,0,29
UCL522049,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,0,0,0,14,8,0,22,9,0,0,9,10,7,0,29,7,0,0,3,14,9,0,23,0,0,0,0,26,7,0,34,0,3,0,3,35,11,0,49,0,0,0,0,8,0,0,14,0,0,0,0,6,0,0,6,16,11,0,23,108,54,0,180,0,0,0,0,4,6,0,5,0,0,0,0,0,9,0,10,0,0,3,7,5,0,0,15,6,3,0,8,3,10,0,18,3,0,0,0,15,3,0,20,0,4,0,5,23,11,0,35,0,3,0,5,29,8,0,46,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,5,14,12,3,30,87,39,0,160,0,0,0,0,4,10,0,7,0,0,0,0,0,8,0,12,3,0,3,6,20,10,0,34,8,3,0,17,10,14,0,41,8,0,0,12,25,13,0,50
UCL522050,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,7,8,0,0,5,13,4,0,19,12,0,0,14,5,4,0,20,3,0,0,3,19,13,0,32,3,4,0,4,23,9,0,30,0,0,0,0,28,5,0,35,0,0,0,0,15,0,0,18,0,0,0,0,5,4,0,12,26,7,0,29,116,38,0,187,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,15,0,0,15,9,0,0,21,11,0,4,14,4,0,0,19,9,0,0,5,14,5,0,27,0,3,0,3,17,8,0,28,0,3,0,7,14,3,0,18,0,0,0,0,21,3,0,27,0,0,0,0,14,11,0,22,34,12,4,46,100,26,0,174,0,0,0,0,5,4,0,9,0,0,0,0,9,0,0,12,23,0,0,26,16,0,0,40,23,3,4,28,8,5,0,41,11,0,0,11,36,17,0,61
UCL522051,0,0,0,0,7,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,8,5,0,0,5,3,0,0,8,9,0,0,9,15,0,0,23,0,3,0,3,12,0,0,15,0,0,0,0,14,0,0,14,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,16,3,0,24,61,7,0,86,0,0,0,0,9,0,0,12,3,0,0,4,3,0,0,6,10,0,0,6,5,4,0,19,5,0,0,5,0,0,0,9,0,0,0,0,19,0,0,19,0,5,0,5,17,0,0,26,0,0,0,0,14,0,0,20,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,16,8,3,32,78,10,0,113,0,0,0,0,16,0,0,20,4,0,0,3,6,0,0,8,12,0,0,13,6,5,0,27,15,0,0,15,3,0,0,21,6,0,0,6,35,0,0,42
UCL522052,0,4,0,3,3,0,0,9,0,4,0,4,3,0,0,5,5,7,0,11,13,3,0,27,6,5,6,7,6,6,0,16,4,0,0,3,12,3,0,20,0,3,0,7,7,0,0,13,0,0,0,0,11,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,6,39,55,23,0,111,0,0,0,0,0,0,0,3,0,3,0,6,5,0,0,9,0,3,0,3,6,0,0,12,0,4,7,7,0,0,0,9,0,0,0,0,3,3,0,9,0,0,0,6,5,3,0,11,0,0,0,0,7,0,0,9,0,0,0,0,4,0,0,4,0,0,3,3,0,0,0,0,0,14,18,29,30,6,0,64,0,4,0,7,3,0,0,13,0,8,0,9,7,0,0,16,6,5,5,14,16,3,0,36,6,9,7,13,6,0,0,24,4,3,0,8,17,4,0,34
UCL522053,0,0,0,0,8,5,0,10,0,3,0,4,6,0,0,8,5,0,0,6,0,5,0,14,7,5,0,6,3,0,0,5,6,0,0,6,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,22,20,4,0,52,0,5,0,5,0,0,0,8,0,8,0,3,3,0,0,12,7,0,3,9,4,0,0,15,5,3,0,8,0,5,0,9,0,0,3,4,9,3,0,16,0,7,0,7,4,7,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,8,42,18,12,0,73,0,7,0,7,3,5,0,13,0,3,0,10,8,0,0,19,8,0,5,16,4,5,0,28,12,4,0,10,3,5,0,17,0,0,3,3,10,6,0,19
UCL522054,0,0,0,0,3,0,0,4,0,0,0,0,7,0,0,9,6,0,0,6,4,0,0,11,0,0,0,0,4,8,0,17,8,0,0,8,10,0,0,19,0,0,0,0,9,3,0,18,0,0,0,0,13,6,0,17,0,0,0,0,8,4,0,12,0,0,0,0,0,4,0,4,13,0,0,17,53,24,0,96,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,8,4,0,0,4,3,3,0,10,5,0,0,5,0,0,0,10,3,3,0,3,11,0,0,15,0,0,0,0,12,0,0,12,0,3,0,3,10,10,0,18,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,14,3,0,20,52,10,0,80,0,0,0,0,0,3,0,6,0,0,0,0,10,0,0,14,7,0,0,7,7,5,0,21,5,0,0,5,4,8,0,28,11,3,0,12,24,0,0,30
UCL522055,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,13,11,0,24,13,0,0,16,6,5,0,24,3,0,0,3,21,4,0,38,0,5,0,5,36,12,0,49,0,3,0,3,57,37,0,103,0,0,0,0,17,10,0,32,0,0,0,0,5,0,0,3,22,4,0,27,170,80,0,283,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,7,4,0,0,4,17,7,0,24,5,0,0,9,3,0,0,17,5,0,0,5,24,7,0,36,0,5,0,5,33,14,0,51,0,0,0,0,51,31,0,86,0,0,0,0,12,6,0,25,0,0,0,0,0,0,0,0,16,14,0,32,149,72,0,254,0,0,0,0,11,0,0,12,0,0,0,0,7,0,0,13,10,0,0,10,30,9,5,52,22,0,0,23,8,6,0,42,13,0,0,13,45,18,0,72
UCL522056,0,0,0,0,7,0,0,7,0,0,0,0,15,5,0,17,5,0,0,9,25,6,0,41,20,0,0,20,17,15,0,49,10,0,0,15,24,13,0,51,0,8,0,9,30,8,0,46,0,3,0,0,18,0,0,21,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,42,10,0,49,145,49,0,250,0,0,0,0,11,0,0,10,0,0,0,0,3,0,0,11,14,0,0,18,11,9,0,34,8,0,3,12,3,0,0,17,4,0,0,8,13,0,0,20,0,4,0,4,20,5,0,32,0,3,0,3,13,0,0,20,0,0,0,0,5,0,0,11,0,0,0,0,6,0,0,6,31,13,3,46,92,17,0,152,0,0,0,0,20,0,0,18,0,3,0,3,20,7,0,26,25,0,0,25,37,15,0,72,27,0,0,31,21,19,0,68,20,0,0,15,38,15,0,74
UCL522057,0,0,0,0,8,0,0,8,0,0,0,0,16,0,0,15,0,0,0,0,36,6,0,43,10,0,0,11,8,6,0,22,7,0,0,7,14,3,0,23,0,0,0,0,30,3,0,32,0,5,0,8,17,5,0,26,0,4,0,4,19,4,0,24,0,0,0,0,3,0,0,3,20,13,0,27,139,20,0,197,0,0,0,0,3,0,0,5,0,0,0,0,17,0,0,17,5,0,0,5,26,3,0,34,5,0,3,7,3,4,0,22,3,0,0,5,13,0,0,17,0,6,0,6,36,4,0,52,0,18,0,18,18,8,0,42,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,14,32,3,46,127,22,4,198,0,0,0,0,11,0,0,11,0,0,0,0,32,0,0,33,3,0,0,4,56,14,0,75,17,5,4,19,18,14,0,52,9,0,0,7,26,3,0,37
UCL522058,0,0,0,0,3,4,0,10,0,0,0,3,0,0,0,8,5,0,0,3,8,0,0,10,3,0,0,6,4,4,0,15,3,0,0,7,10,5,0,15,0,0,0,0,21,4,0,28,0,0,0,0,13,0,0,13,0,0,0,0,11,0,0,11,0,0,0,0,6,0,0,6,8,3,4,13,78,22,0,114,0,0,0,0,10,7,0,16,0,0,0,0,3,0,0,6,9,0,0,9,3,4,0,14,4,0,0,4,5,4,0,12,0,0,0,0,9,0,0,11,0,3,0,0,11,3,0,19,0,0,0,0,8,0,0,8,0,0,0,0,13,0,0,18,0,0,0,0,3,0,0,3,12,6,0,21,61,26,0,107,0,0,0,0,14,10,0,27,0,4,0,4,6,5,0,15,11,0,0,13,11,6,0,24,5,0,3,6,8,6,0,29,5,0,0,7,19,3,0,27
UCL522059,0,0,0,0,8,0,0,5,6,0,0,6,4,0,0,8,0,0,0,9,10,11,0,21,8,0,0,10,12,10,0,39,3,0,0,3,14,3,0,16,3,0,0,4,17,7,0,23,0,0,0,4,29,3,0,33,0,0,0,0,17,0,0,24,0,0,0,0,4,0,0,4,20,6,0,26,111,33,0,172,0,0,0,0,4,0,0,3,3,0,0,3,0,0,0,10,5,0,0,9,6,9,0,25,6,0,0,7,8,8,0,22,6,5,0,8,15,6,0,28,0,0,0,3,19,7,0,29,0,4,0,4,21,0,0,23,0,0,0,0,12,0,0,16,0,0,0,0,3,0,0,3,19,9,0,30,86,32,0,155,0,0,0,0,12,3,0,9,3,0,0,3,4,3,0,14,9,5,0,15,14,14,0,43,13,0,3,17,23,18,0,60,8,5,0,8,31,7,0,43
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,0,0,0,11,0,0,11
UCL522061,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,5,0,0,5,9,0,0,15,6,0,0,6,5,0,0,9,8,0,0,8,20,0,0,23,3,0,0,3,30,9,0,41,0,0,0,0,36,0,0,42,0,0,0,0,23,0,0,29,0,0,0,0,0,0,0,0,13,0,0,13,137,16,0,169,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,3,0,0,8,10,0,0,19,12,0,0,12,5,0,0,21,0,0,0,5,13,4,0,16,0,4,0,4,30,3,0,43,0,0,0,0,27,0,0,23,0,0,0,0,21,0,0,24,0,0,0,0,3,0,0,3,16,6,0,22,116,9,0,152,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,4,8,0,0,10,21,4,0,29,12,0,0,12,9,3,0,23,7,0,0,9,31,3,0,41
