SAL_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
SAL50011,0,0,0,155,289,443,0,0,0,152,289,443,4,11,6,354,457,812,0,0,0,355,464,822,0,6,3,60,75,139,0,0,0,65,80,142,0,0,0,24,24,46,0,0,0,24,24,46,0,0,4,157,133,291,0,0,0,163,135,294,0,0,0,102,72,174,0,0,0,107,69,174,0,0,0,21,26,50,0,0,0,21,26,50,0,0,0,41,36,77,0,0,4,42,38,81,6,9,14,306,572,880,0,0,0,308,586,897,0,0,0,20,15,35,0,0,0,20,18,34,8,0,14,279,407,688,0,0,0,285,412,700,65,61,126,3303,3441,6741,9,4,13,3374,3507,6876,0,7,10,161,190,348,230,130,361,390,326,715,81,83,166,4564,5099,9663,237,135,371,4885,5320,10203,69,61,130,3468,3632,7099,9,4,13,3543,3695,7239,6,13,20,730,955,1685,0,5,5,735,972,1708,3,4,4,141,244,391,0,0
SAL50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,0,0,0,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,19,0,0,0,11,9,19,0,0,0,7,5,8,0,0,0,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
SAL50013,0,0,0,21,39,56,0,0,0,21,39,56,0,0,0,18,31,46,0,0,0,18,32,47,0,0,0,6,12,20,0,0,0,6,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,25,0,0,0,12,8,25,0,0,0,13,4,17,0,0,0,13,4,17,0,0,0,5,6,3,0,0,0,5,6,3,0,0,0,11,13,24,0,0,0,11,13,24,0,0,0,17,47,63,0,0,0,17,48,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,50,0,0,0,21,31,48,0,4,3,201,156,351,0,0,0,202,154,355,0,0,0,10,7,16,7,3,12,16,9,30,3,6,4,292,284,569,10,3,12,301,291,591,0,4,3,211,163,372,0,0,0,213,164,375,0,5,5,53,74,132,0,0,0,53,74,131,0,0,0,6,26,32,0,0
SAL50014,0,0,0,3,0,10,0,0,0,3,0,10,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,4,4,3,0,3,34,26,51,4,0,4,34,21,59,0,0,0,6,3,8,12,4,16,14,10,28,3,0,3,54,40,97,13,4,21,68,44,116,3,0,3,35,25,60,4,0,4,37,25,64,0,0,0,9,9,20,0,0,0,9,9,20,0,0,0,3,3,9,0,0
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,0,0,0,7,7,15,0,0,0,9,0,11,0,0,0,9,0,11,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0
SAL50016,0,0,0,18,26,35,0,0,0,18,26,35,0,0,0,23,25,44,0,0,0,23,25,44,0,0,0,9,4,7,0,0,0,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,7,9,16,0,0,0,12,4,16,0,0,0,18,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,5,8,0,0,0,17,21,38,0,0,0,22,21,37,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,8,13,27,0,0,0,8,13,27,6,3,11,182,177,359,0,0,0,183,182,368,0,0,0,10,8,18,13,17,30,22,23,49,6,5,12,267,259,525,17,17,30,283,276,564,6,3,11,185,192,377,0,0,0,194,194,383,0,0,0,59,44,104,0,0,0,59,44,104,0,0,0,13,12,26,0,0
SAL50017,0,0,0,4,0,11,0,0,0,4,4,10,0,0,0,8,0,9,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,6,3,9,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,4,5,10,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,14,15,31,0,0,0,14,15,31,0,0,0,4,0,3,4,0,4,7,4,8,0,0,3,35,22,61,4,0,4,39,29,71,0,0,0,20,15,36,0,0,0,20,15,36,0,0,0,16,8,19,0,0,0,16,8,19,0,0,0,0,0,0,0,0
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,5,3,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50019,0,0,0,12,12,28,0,0,0,12,12,28,0,0,0,8,6,15,0,0,0,8,6,15,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,13,5,13,0,0,0,13,5,13,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,9,14,20,0,0,0,9,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,26,0,0,0,16,9,26,0,0,0,95,64,158,0,0,0,98,64,162,0,0,0,7,5,16,7,9,10,16,14,32,0,0,0,151,115,268,9,9,18,156,124,280,0,0,0,105,67,172,0,0,0,105,67,176,0,0,0,26,33,57,0,0,0,26,33,57,0,0,0,8,9,15,0,0
SAL50020,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,15,9,29,0,0,0,15,9,29,0,0,0,0,0,0,0,3,7,0,3,7,0,0,0,22,25,47,0,3,7,24,26,53,0,0,0,19,9,30,0,0,0,19,9,30,0,0,0,6,11,11,0,0,0,6,11,11,0,0,0,0,0,3,0,0
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,0,0,0,167,300,467,0,0,0,167,298,472,0,5,0,199,224,421,0,0,3,200,226,429,0,0,0,140,115,253,0,0,0,140,111,256,0,0,0,15,26,35,0,0,0,15,26,35,0,0,0,146,84,226,0,0,0,145,81,230,0,0,4,186,81,263,0,0,0,186,80,272,0,0,0,24,16,38,0,0,0,28,16,41,0,0,0,48,45,94,0,0,0,48,45,94,4,3,4,139,248,384,0,0,0,138,252,392,0,0,0,23,18,43,0,0,0,24,18,40,0,0,0,185,325,507,0,0,0,185,325,507,3,9,15,2318,2467,4787,5,3,10,2331,2477,4807,0,0,3,114,116,231,110,95,209,229,219,446,12,13,27,3334,3644,6978,118,101,218,3462,3766,7228,3,9,15,2436,2665,5099,5,3,10,2441,2676,5115,6,7,11,580,642,1220,0,0,3,584,648,1233,0,0,0,136,166,305,0,0
SAL50023,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,6,0,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,3,4,3,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,10,23,0,0,0,14,10,23,0,0,0,4,0,3,0,4,3,5,0,8,0,0,0,32,19,45,0,4,3,33,21,51,0,0,0,14,10,23,0,0,0,9,10,23,0,0,0,10,3,13,0,0,0,10,3,13,0,0,0,0,0,3,0,0
SAL50024,0,0,0,120,191,314,0,3,3,120,197,315,4,0,4,124,151,273,0,0,0,123,154,278,0,0,0,67,65,129,0,0,0,66,65,131,0,0,0,14,11,19,0,0,0,14,11,19,0,0,0,85,59,145,0,0,0,86,66,148,0,0,0,111,50,159,0,3,3,114,50,162,0,0,0,14,8,23,0,0,0,14,8,23,0,0,0,24,21,45,0,0,0,26,21,51,0,0,4,100,164,264,0,0,0,101,171,266,0,0,0,13,17,26,0,0,0,13,17,26,0,0,0,136,187,318,0,3,7,134,189,325,14,8,22,1472,1611,3083,8,4,6,1493,1623,3109,0,4,6,52,64,113,58,50,113,111,122,234,20,17,33,2094,2329,4415,63,62,126,2176,2401,4578,14,8,22,1558,1714,3276,8,4,10,1581,1724,3306,3,0,3,347,411,760,0,0,3,356,408,768,0,0,3,93,91,186,0,0
SAL50025,0,0,0,22,26,50,0,0,0,22,24,46,0,0,0,21,18,41,0,0,0,23,17,44,0,0,0,8,11,23,0,0,0,8,11,23,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,9,8,19,0,0,0,8,8,16,0,0,0,18,4,20,0,0,0,18,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,15,30,47,0,0,0,19,30,49,0,0,0,4,0,4,0,0,0,4,0,4,0,4,4,14,24,37,0,0,0,14,24,37,0,5,6,173,180,350,3,4,12,178,190,369,0,0,0,4,3,8,11,8,19,17,18,33,0,9,9,254,274,530,21,15,34,276,295,575,0,4,7,178,192,372,3,4,12,191,203,389,0,0,0,50,53,106,0,0,0,47,53,106,0,0,0,18,18,33,0,0
SAL50026,19,30,50,514,996,1514,3,15,23,540,1043,1588,48,74,124,527,840,1364,4,11,13,576,929,1505,3,9,15,193,215,411,0,0,8,203,222,433,0,0,4,60,98,156,4,3,10,61,101,164,36,45,79,471,502,971,3,9,15,511,556,1067,18,15,33,360,333,693,8,4,12,380,354,735,8,4,14,75,78,151,0,3,3,83,89,167,8,9,15,193,263,453,4,7,9,198,273,470,43,69,113,687,1104,1788,6,11,19,736,1185,1917,6,7,11,76,88,165,5,3,7,85,96,181,30,27,59,621,743,1362,4,8,9,657,776,1433,216,223,443,3042,2794,5837,21,16,39,3278,3035,6313,43,32,75,256,267,519,513,464,975,811,764,1573,404,424,829,5561,5954,11517,552,515,1071,6514,6900,13415,239,230,468,3300,3044,6345,21,14,37,3563,3287,6849,91,100,189,1289,1488,2772,10,18,25,1389,1607,2992,14,44,61,430,695,1129,3,14
SAL50027,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,11,10,23,0,0,0,11,10,23,0,0,0,0,6,0,5,3,7,8,7,14,0,0,3,19,17,40,5,3,7,26,23,48,0,0,0,11,11,20,0,0,0,11,11,20,0,0,3,4,0,8,0,0,0,5,0,7,0,0,0,0,5,5,0,0
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,3,3,13,4,0,4,11,3,17,0,0,0,3,0,11,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50029,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,23,17,41,0,0,0,27,17,44,0,0,0,0,3,0,0,4,8,3,5,7,0,0,0,35,23,57,4,4,7,37,25,61,0,0,0,23,17,41,0,0,0,27,17,44,0,0,0,8,8,9,0,0,0,8,8,9,0,0,0,0,0,0,0,0
SAL50030,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,6,0,9,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,4,0,4,19,24,36,0,0,0,22,24,43,0,0,0,0,3,6,0,0,0,0,3,3,5,0,5,28,35,60,4,0,4,32,35,66,5,0,5,19,25,41,0,0,0,17,25,44,0,0,0,7,8,13,0,0,0,7,8,13,0,0,0,0,4,3,0,0
SAL50031,0,0,0,84,142,230,0,0,0,87,145,236,0,6,4,70,108,179,0,0,0,75,114,183,0,0,0,45,57,105,0,0,0,45,59,105,0,0,0,9,8,16,0,0,0,9,8,16,0,0,0,68,52,115,0,0,0,67,52,115,0,0,0,75,29,106,0,0,0,76,31,104,0,0,0,12,7,18,0,0,0,12,11,24,0,0,0,22,16,34,0,0,0,22,15,36,3,4,7,72,122,193,0,0,0,70,124,198,0,0,0,14,12,30,0,0,0,14,17,28,4,0,4,87,90,176,0,0,0,86,91,176,17,18,35,924,860,1784,5,3,8,943,881,1821,4,4,5,82,152,232,107,81,193,193,240,433,25,28,59,1394,1445,2842,112,91,198,1527,1566,3095,17,17,32,978,907,1884,5,3,8,997,931,1925,7,8,13,245,262,506,0,0,0,253,271,525,0,3,3,56,91,151,0,0
SAL50032,0,0,0,89,196,277,0,6,9,84,203,289,0,0,3,92,122,214,0,0,4,92,125,216,0,0,0,47,56,102,0,0,0,47,56,102,0,0,0,3,8,8,0,0,0,3,5,15,0,0,0,80,81,163,0,0,0,80,81,163,0,0,0,71,60,132,0,0,0,69,58,131,0,0,0,15,13,30,0,0,0,15,13,30,0,0,0,29,49,78,0,0,0,28,49,73,0,0,0,103,163,268,0,0,0,101,167,268,0,0,0,13,13,26,0,0,0,15,17,28,0,0,0,75,124,198,5,0,4,73,125,206,11,4,19,837,860,1698,8,5,11,850,871,1727,0,0,0,34,52,84,45,27,74,81,79,164,16,14,29,1266,1460,2723,57,42,99,1334,1515,2850,9,4,20,871,920,1791,7,5,9,890,925,1819,4,8,3,243,315,557,0,8,4,246,325,572,0,0,0,72,116,192,0,0
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
