SAL_CODE_2021,Med_ag_pe_In_pe,Me_ag_ps_N_In_ps,Med_age_psns_Tot,Me_p_in_wk_In_pe,Me_ps_in_wk_No_In_pe,Med_psnl_inc_wk_Tot,Me_hh_in_wk_Hh_In_pe,Me_hh_in_wk_No_Ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_Hh_In_pe,Me_mo_re_mt_Ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_Hh_Ind_psns,Me_re_wk_No_Oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_Hh_w_In_p,Av_Nu_ps_pe_be_Ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_Hh_wi_Ind_psns,Avg_hh_si_Othr_hhd,Avg_household_size_Tot,P_d_n_x_b_Hh_w_In_p,P_d_n_x_b_No_Oth_hh,P_d_n_x_b_Tot
SAL50774,49,43,45,1375,1281,1275,1375,2083,1875,0,0,0,200,120,160,0.3,0.7,0.7,1,2.5,2.4,0,0,0
SAL50775,0,45,45,0,949,949,0,1875,1875,0,775,775,0,150,150,0,0.8,0.8,0,3,3,0,0,0
SAL50776,0,38,38,0,1399,1399,0,2562,2562,0,0,0,0,0,0,0,0.7,0.7,0,2.6,2.6,0,0,0
SAL50777,45,41,41,900,2075,1971,1374,1375,1312,0,0,0,0,0,0,0.9,2,1.7,3,1.8,2.1,0,16.7,12.5
SAL50778,0,33,33,0,725,725,0,2374,2374,0,0,0,0,0,0,0,0.9,0.9,0,3.5,3.5,0,0,0
SAL50779,38,43,43,3500,2175,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50780,59,48,49,1125,1125,1125,1625,2312,2250,0,0,0,0,100,100,0.5,0.9,0.8,2,3,2.9,0,0,0
SAL50781,20,36,35,403,487,483,988,1193,1185,1194,1387,1387,278,290,285,1.1,0.9,0.9,3.6,2.8,2.8,18.1,7.8,8.4
SAL50782,28,38,37,363,678,654,1187,1265,1260,1127,1300,1300,224,290,285,1,0.7,0.8,3.1,2.2,2.3,7.7,2.2,2.5
SAL50783,20,54,54,474,654,643,1249,1017,1017,1083,531,542,120,129,129,0.6,0.6,0.6,2.6,1.9,2,0,1,1
SAL50784,75,66,66,725,637,664,1375,1375,1375,0,271,271,0,203,203,0.6,0.7,0.7,2,2.3,2.2,0,0,0
SAL50785,0,57,57,0,537,537,0,924,924,0,2600,2600,0,265,265,0,0.7,0.7,0,2.1,2.1,0,2,2
SAL50786,22,56,55,350,850,816,1125,1208,1187,500,1200,1034,0,100,100,1,0.6,0.6,3,2.1,2.1,0,0,0
SAL50787,13,50,50,1824,698,698,0,1718,1718,0,1625,1625,450,260,263,0.8,0.8,0.8,5,2.4,2.5,0,2.9,2.9
SAL50788,31,53,52,1024,667,677,1399,1262,1262,0,1651,1651,303,185,200,0.9,0.8,0.8,2,2.3,2.3,0,0,0
SAL50789,54,47,48,900,695,710,900,1375,1312,3500,1400,2450,0,0,0,0.2,0.7,0.6,1,2.4,2.3,0,0,0
SAL50790,52,34,35,424,900,725,474,1812,1375,347,607,477,0,150,150,0.8,0.8,0.8,2.7,2.6,2.6,0,0,0
SAL50791,62,47,47,612,702,695,2374,1312,1312,0,1452,1452,0,70,70,0.6,0.7,0.7,2,2.5,2.4,0,0,0
SAL50792,43,45,45,724,765,756,1125,1416,1357,0,561,561,173,165,170,1.2,0.7,0.7,2.8,2.2,2.2,16.7,0,0.7
SAL50793,0,41,41,0,1135,1135,0,2333,2333,0,1650,1650,0,103,103,0,0.8,0.8,0,2.6,2.6,0,3.8,3.8
SAL50794,0,21,21,0,1625,1625,0,2749,2749,0,0,0,0,150,150,0,0.8,0.8,0,2.8,2.8,0,0,0
SAL50795,0,39,39,0,1875,1875,0,1812,1812,0,0,0,0,0,0,0,0.2,0.2,0,1.3,1.3,0,0,0
SAL50796,21,30,23,256,1406,265,924,2750,1017,0,0,0,75,0,75,1.5,0.6,1.4,4.5,1.5,4.1,47.8,0,40.7
SAL50797,0,34,34,0,962,962,0,2187,2187,0,4000,4000,0,100,100,0,0.8,0.8,0,3.1,3.1,0,0,0
SAL50798,43,59,59,450,411,415,450,593,492,0,813,813,100,120,110,0.3,0.6,0.6,1,1.7,1.6,0,0,0
SAL50799,25,36,33,497,1311,1153,1375,2292,2091,1950,2058,2019,243,300,266,1.2,0.9,1,3.4,2.4,2.7,20.5,3.7,8.2
SAL50800,36,62,40,350,833,412,687,1324,687,0,0,0,50,0,50,1.4,0.7,1.3,2.6,1.5,2.4,29.4,0,23.8
SAL50801,35,48,42,1375,1125,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50802,0,41,41,0,1062,1062,0,1999,1999,0,1484,1484,0,200,200,0,0.9,0.9,0,3.1,3.1,0,0,0
SAL50803,0,60,60,0,1625,1625,0,2499,2499,0,0,0,0,0,0,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL50804,0,47,47,0,1624,1624,0,1437,1437,0,1083,1083,0,0,0,0,0.3,0.3,0,1,1,0,0,0
SAL50805,0,56,56,0,850,850,0,1125,1125,0,1084,1084,0,423,423,0,0.8,0.8,0,2.4,2.4,0,0,0
SAL50806,13,32,31,724,796,790,1624,1547,1547,0,1751,1751,310,300,300,0.9,0.8,0.9,3,2.8,2.8,0,4.7,4.5
SAL50807,0,62,62,0,2167,2167,0,2749,2749,0,0,0,0,0,0,0,0.5,0.5,0,2,2,0,0,0
SAL50808,25,36,26,281,1567,316,782,2549,936,0,5541,5541,80,75,80,1.3,0.9,1.2,4,2,3.5,31.8,5,25.4
SAL50809,25,39,32,319,1140,695,725,1542,924,0,0,0,85,92,85,1.5,1,1.3,3.5,1.7,2.6,31,3.7,17.9
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,44,44,0,887,887,0,1125,1125,0,109,109,0,200,200,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL50812,0,46,46,0,0,0,0,900,900,0,0,0,0,0,0,0,0.7,0.7,0,2,2,0,0,0
SAL50813,18,42,41,3500,1708,1781,7000,2249,2250,1600,0,800,0,0,0,0.6,0.7,0.7,2,3,2.9,0,0,0
SAL50814,29,21,25,1125,724,725,1125,1375,1374,0,0,0,0,0,0,1.2,1.2,1.2,5,2.7,3.3,0,0,0
SAL50815,15,43,42,899,640,644,3125,1612,1724,2000,1950,1950,554,250,250,1,0.8,0.8,4.3,2.7,2.8,0,2.5,2.4
SAL50816,24,37,37,966,950,951,2062,2149,2147,1950,2000,2000,400,395,400,0.9,0.7,0.7,3.3,2.7,2.7,5.6,1,1.1
SAL50817,31,34,34,2500,1981,2031,0,225,225,0,0,0,0,350,350,0,0.6,0.6,0,1.5,1.5,0,0,0
SAL50818,0,55,55,0,1625,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,22,38,38,762,990,987,1187,1739,1699,1017,1083,1083,210,180,180,0.9,0.7,0.7,2.7,2.3,2.3,0,0.5,0.5
SAL50820,0,36,36,0,1125,1125,0,2124,2124,0,0,0,0,0,0,0,0.7,0.7,0,2.9,2.9,0,0,0
SAL50821,0,39,39,0,1325,1325,0,2250,2250,0,0,0,0,0,0,0,0.9,0.9,0,2.3,2.3,0,14.3,14.3
SAL50822,0,44,44,0,1037,1037,0,1687,1687,0,1475,1475,0,195,195,0,0.8,0.8,0,2.5,2.5,0,3.3,3.3
SAL50823,0,45,45,0,1166,1166,0,1375,1375,0,1200,1200,0,0,0,0,0.8,0.8,0,2,2,0,11.1,11.1
SAL50824,0,67,67,0,687,687,0,1124,1124,0,300,300,0,0,0,0,0.6,0.6,0,1.7,1.7,0,0,0
SAL50825,12,59,58,450,1375,1343,2250,2625,2624,0,2167,2167,0,0,0,1,0.6,0.6,4,2,2.3,0,0,0
SAL50826,10,37,34,1375,1083,1097,2750,1833,1875,0,1568,774,0,75,75,1.5,0.8,0.8,6,2.7,2.9,0,4.3,4.2
SAL50827,0,64,64,0,900,900,0,1875,1875,0,0,0,0,0,0,0,0.1,0.1,0,2,2,0,0,0
SAL50828,16,33,32,966,787,788,1821,1803,1804,1921,1748,1750,360,350,350,1,0.8,0.8,3.7,2.8,2.8,5.6,1,1.1
SAL50829,20,34,33,593,1455,1430,2650,2907,2886,1602,1733,1733,385,369,370,1,0.8,0.8,3.3,2.7,2.7,5.3,0.9,1.1
SAL50830,39,52,52,450,736,733,1062,1073,1071,1750,1733,1733,330,250,253,0.9,0.6,0.6,2.6,1.9,2,0,2.7,2.6
SAL50831,18,33,33,671,957,955,2583,2438,2439,2139,2167,2167,440,450,450,0.9,0.8,0.8,3.9,3.2,3.3,7.4,1.8,1.9
SAL50832,0,52,52,0,638,638,0,1295,1295,0,1717,1717,0,330,330,0,0.7,0.7,0,2.3,2.3,0,0.6,0.6
SAL50833,29,36,36,469,604,599,1020,1330,1318,1519,1500,1500,263,300,300,0.9,0.8,0.8,2.9,2.7,2.7,10.6,4.9,5.1
SAL50834,56,53,53,900,725,739,900,1625,1562,487,300,394,0,0,0,0.2,0.8,0.7,1,2.2,2.1,0,0,0
SAL50835,26,36,35,1062,1025,1025,1625,2044,2040,2600,2167,2167,380,350,350,0.9,0.8,0.8,2.7,2.4,2.4,3.3,2.3,2.3
SAL50836,28,40,37,297,1820,1239,732,1833,1097,390,570,413,89,180,95,1.1,0.7,0.9,3.1,1.9,2.4,20,1.2,9.3
SAL50837,0,53,53,0,1541,1541,0,1625,1625,0,0,0,0,270,270,0,0.5,0.5,0,2,2,0,0,0
SAL50838,17,33,32,480,709,699,1343,1566,1557,1300,1517,1517,270,308,303,1,0.8,0.8,3.8,2.9,2.9,10.2,2.7,3.1
SAL50839,51,60,60,450,638,635,1125,1149,1147,0,1300,1217,180,265,250,0.9,0.6,0.6,1.7,1.7,1.7,0,1.8,1.8
SAL50840,25,35,35,674,1315,1310,2416,2315,2316,2460,2000,2000,439,430,430,1,0.8,0.8,2.1,2,2,0,1.5,1.5
SAL50841,57,57,57,433,570,548,574,987,962,1517,1310,1375,250,209,210,0.6,0.7,0.7,2.1,2.1,2.1,0,1.7,1.6
SAL50842,23,43,42,1291,906,907,2583,2328,2330,2075,2167,2167,420,440,440,0.8,0.7,0.7,3.1,2.8,2.8,9.5,0.3,0.3
SAL50843,0,71,71,0,824,824,0,350,350,0,0,0,0,125,125,0,0.4,0.4,0,1.5,1.5,0,0,0
SAL50844,17,31,31,2125,1782,1787,3250,2489,2562,0,520,520,50,46,46,1.1,0.8,0.9,4.3,2.8,2.9,0,0,0
SAL50845,40,45,45,0,696,683,1375,1428,1421,0,2125,2125,385,225,275,0.8,0.7,0.7,3,2.6,2.6,0,1.4,1.4
SAL50846,29,43,40,367,1167,946,1062,1562,1455,964,650,714,111,170,163,1.2,0.9,0.9,3.4,2,2.3,26.8,3.3,8.3
SAL50847,18,47,47,624,791,788,2124,2199,2197,1603,2000,2000,460,450,450,1,0.7,0.7,3.9,2.8,2.9,8.7,0.4,0.6
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,17,45,44,335,809,804,2666,2075,2083,2345,2100,2100,428,350,350,0.8,0.7,0.7,3.3,2.8,2.8,0,0.8,0.8
SAL50850,0,64,64,0,545,545,0,1708,1708,0,1000,1000,0,280,280,0,0.6,0.6,0,2.3,2.3,0,8.3,8.3
SAL50851,0,46,46,0,1843,1843,0,3625,3625,0,200,200,0,0,0,0,0.8,0.8,0,2.8,2.8,0,0,0
SAL50852,0,48,48,0,485,485,0,1062,1062,0,1388,1388,0,125,125,0,0.9,0.9,0,2.8,2.8,0,4.5,4.5
SAL50853,29,48,48,450,750,749,2749,1560,1570,2017,1602,1610,0,295,295,0.8,0.7,0.7,4.1,2.5,2.5,0,0.9,0.9
SAL50854,0,48,48,0,1375,1375,0,2999,2999,0,0,0,0,0,0,0,0.8,0.8,0,2.2,2.2,0,0,0
SAL50855,0,54,54,0,1874,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50856,0,54,54,0,3500,3500,0,4750,4750,0,0,0,0,0,0,0,0.4,0.4,0,1.5,1.5,0,0,0
SAL50857,20,39,38,441,608,591,1137,1213,1206,1315,1300,1300,280,280,280,1,0.7,0.8,3.3,2.3,2.4,13.7,3.4,4.1
SAL50858,22,42,40,320,567,531,749,930,904,1192,1196,1196,290,220,230,1.2,0.8,0.8,3.3,2.1,2.3,15.4,2.4,3.7
SAL50859,0,49,49,0,1145,1145,0,2250,2250,0,0,0,0,200,200,0,0.8,0.8,0,2.7,2.7,0,0,0
SAL50860,0,47,47,0,3500,3500,0,4750,4750,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,0,0
SAL50861,27,36,36,250,1178,1142,1625,2062,1875,0,1084,1084,0,115,115,1,0.7,0.7,3,2.8,2.8,0,0,0
SAL50862,0,57,57,0,659,659,0,1312,1312,0,2318,2318,0,255,255,0,0.7,0.7,0,2.3,2.3,0,3,3
SAL50863,16,41,41,624,905,904,1958,2636,2612,2600,2251,2271,300,475,463,0.9,0.8,0.8,3.9,3.1,3.2,7.1,1.9,2
SAL50864,0,50,50,0,706,706,0,725,725,0,1700,1700,0,0,0,0,0.5,0.5,0,1.8,1.8,0,0,0
SAL50865,25,49,48,479,741,727,900,1469,1448,1494,1625,1619,280,330,320,0.9,0.7,0.7,3.2,2.5,2.5,7.1,0.8,1
SAL50866,14,57,56,75,644,635,0,1160,1160,1950,1517,1733,0,250,250,1,0.8,0.8,5,2.1,2.2,0,0,0
SAL50867,42,42,42,1875,762,771,1875,1833,1843,1950,1603,1733,0,285,285,1,0.9,0.9,1,2.9,2.8,0,2.4,2.3
SAL50868,0,37,37,0,1224,1224,0,2187,2187,0,400,400,0,160,160,0,0.6,0.6,0,2.5,2.5,0,0,0
SAL50869,0,48,48,0,474,474,0,474,474,0,2584,2584,0,0,0,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL50870,65,52,54,0,725,700,0,1125,874,0,9000,9000,0,415,415,1,0.8,0.9,1,1.9,1.8,0,0,0
SAL50871,21,36,36,408,740,733,1025,1492,1482,1300,1500,1500,320,350,350,0.9,0.7,0.8,3.1,2.5,2.5,14.3,1.4,1.7
SAL50872,17,27,19,0,724,575,0,1375,1375,0,0,0,0,0,0,1,3.3,2.5,4,2.5,2.8,0,25,20
SAL50873,25,36,35,483,642,636,1517,1362,1364,1625,1504,1509,300,300,300,1,0.8,0.8,3.3,2.7,2.7,10.6,4.5,4.7
SAL50874,20,39,38,924,901,902,2749,2135,2137,2492,2020,2020,315,430,428,0.9,0.8,0.8,3.3,2.8,2.8,0,1.5,1.4
SAL50875,21,36,36,900,949,948,2299,2290,2290,1944,2011,2004,370,370,370,0.9,0.7,0.7,3.3,2.9,2.9,2.8,0.8,0.9
SAL50876,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,30,30,0,900,900,0,1916,1916,0,0,0,0,0,0,0,0.9,0.9,0,3,3,0,0,0
SAL50878,0,41,41,0,1031,1031,0,2125,2125,0,0,0,0,0,0,0,0.6,0.6,0,2.6,2.6,0,0,0
SAL50879,25,46,46,1125,915,917,2750,2153,2169,1767,2006,2000,350,358,350,1,0.7,0.7,4.2,2.6,2.7,0,0.7,0.7
SAL50880,28,41,41,949,886,888,1916,1364,1406,1180,1300,1300,255,250,250,0.8,0.6,0.7,2.9,2.1,2.1,0,0.3,0.3
SAL50881,19,43,42,949,854,856,2374,1960,1977,2084,1950,1950,430,395,400,0.9,0.7,0.7,3.5,2.6,2.7,6.4,1.1,1.2
SAL50882,50,47,49,349,900,762,350,3499,1375,0,0,0,0,0,0,1.3,1.6,1.4,2,4,2.7,25,0,16.7
SAL50883,10,58,57,575,900,899,575,1958,1625,0,2167,2167,180,275,228,1.3,0.7,0.8,4,2.5,2.6,0,0,0
SAL50884,0,43,43,0,1350,1350,0,1749,1749,0,0,0,0,775,775,0,1.2,1.2,0,1.4,1.4,0,20,20
SAL50885,62,40,45,366,900,758,2750,2333,2416,0,3467,3467,0,20,20,1,0.8,0.8,3,2.8,2.8,0,0,0
SAL50886,0,31,31,0,900,900,0,1562,1562,0,0,0,0,0,0,0,0.8,0.8,0,3.2,3.2,0,0,0
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,40,40,0,724,724,0,2250,2250,0,890,890,0,0,0,0,1.2,1.2,0,4.3,4.3,0,0,0
SAL50889,67,31,31,1625,1174,1183,2750,2250,2277,0,1939,1939,150,283,265,0.6,0.7,0.7,2,2.4,2.4,0,0,0
SAL50890,23,51,50,471,561,557,956,855,858,1419,1239,1250,260,270,270,1,0.7,0.7,2.7,1.8,1.8,9.6,2,2.3
SAL50891,20,43,42,550,683,674,1205,1208,1208,1225,1140,1148,270,250,250,1,0.7,0.7,3.1,2.2,2.2,8.9,1.1,1.6
SAL50892,0,60,60,0,1020,1020,0,1187,1187,0,0,0,0,50,50,0,0.5,0.5,0,1.7,1.7,0,0,0
SAL50893,16,38,38,450,952,941,899,2232,2208,2009,2400,2400,250,350,340,1,0.8,0.8,3.1,2.6,2.6,9.5,1.5,1.7
SAL50894,23,33,25,372,2125,384,1125,3624,1187,0,0,0,65,0,65,1.6,0.5,1.4,4.7,1.8,4.2,27.3,0,23.1
SAL50895,5,39,38,3250,687,700,3750,1267,1268,1800,1000,1042,0,250,250,1.3,0.8,0.8,4,2.3,2.4,0,1.8,1.8
SAL50896,21,39,39,495,664,661,1587,1530,1533,1588,1647,1647,340,350,350,0.9,0.7,0.8,3.4,2.8,2.8,14,3.2,3.5
SAL50897,0,55,55,0,634,634,0,1187,1187,0,1517,1517,0,271,271,0,0.9,0.9,0,2,2,0,8,8
SAL50898,16,40,39,262,956,953,2625,2181,2193,1521,1928,1914,0,288,288,0.9,0.8,0.8,3.5,2.9,2.9,0,0.7,0.6
SAL50899,29,40,38,270,1988,1433,741,1208,1035,0,0,0,100,111,100,1.3,0.9,1.1,3.8,1.6,2.6,29.1,6.2,16.7
SAL50900,0,55,55,0,833,833,0,1874,1874,0,2000,2000,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL50901,6,46,45,1125,916,918,2250,2295,2288,0,2500,2500,700,365,380,1.1,0.8,0.8,5.5,2.9,3,0,4.8,4.8
SAL50902,44,39,39,2249,2562,2548,0,1125,1125,0,0,0,0,595,595,0,1.1,1.1,0,2.4,2.4,0,14.3,14.3
SAL50903,22,39,39,506,843,839,1625,1640,1640,1473,1700,1694,363,380,380,0.9,0.8,0.8,3,2.6,2.6,3.8,2.3,2.3
SAL50904,31,43,43,749,763,763,4749,2194,2222,2474,2817,2817,0,525,525,0.9,0.7,0.7,3.8,3.1,3.1,0,0,0
SAL50905,49,45,45,612,1015,1014,2250,2440,2435,867,2600,2600,350,495,495,0.9,0.7,0.7,2.5,2.7,2.7,0,0.2,0.2
SAL50906,3,31,23,0,1062,1062,0,2074,2074,0,0,0,0,0,0,0,0.8,0.8,0,3,3,0,0,0
SAL50907,8,46,39,0,880,880,2250,1249,1375,0,433,433,0,138,138,1.5,0.4,0.6,6,1.5,2.4,0,0,0
SAL50908,20,43,42,575,1042,1041,575,2250,2166,0,2974,2974,150,350,200,0.5,0.8,0.8,1,2.8,2.7,0,0,0
SAL50909,0,44,44,0,3500,3500,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0
SAL50910,0,23,23,0,1500,1500,0,2250,2250,0,0,0,0,0,0,0,1.3,1.3,0,4,4,0,0,0
SAL50911,27,40,40,762,860,859,3562,1958,1987,2190,2167,2167,178,360,360,0.9,0.7,0.7,3.6,2.8,2.8,0,1.7,1.7
SAL50912,61,46,48,1375,1489,1481,750,1416,1392,0,0,0,0,180,180,0.5,0.6,0.6,1,1.8,1.7,0,0,0
SAL50913,25,49,48,524,675,662,1625,1162,1174,2000,1750,1800,325,300,300,1.1,0.9,0.9,3,2.1,2.1,0,4.2,4
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,24,60,59,725,900,899,0,1062,1062,0,0,0,0,0,0,1,0.6,0.6,4,2.2,2.4,0,0,0
SAL50916,0,48,48,0,844,844,0,1437,1437,0,700,700,0,240,240,0,0.7,0.7,0,2.4,2.4,0,0,0
SAL50917,29,36,36,735,1054,1050,1375,1628,1623,1625,1733,1733,270,300,300,1,0.8,0.8,2,1.9,1.9,6.1,2.2,2.3
SAL50918,0,40,40,0,575,575,0,1125,1125,0,1382,1382,0,130,130,0,0.8,0.8,0,2.7,2.7,0,0,0
SAL50919,52,57,57,675,1156,875,1499,966,1125,0,1600,1600,0,170,170,0.9,0.6,0.8,2.8,1.5,2.1,0,0,0
SAL50920,21,34,34,741,788,786,1875,1632,1641,1700,1610,1622,340,350,350,0.9,0.8,0.8,3.3,2.7,2.8,9.5,2,2.5
SAL50921,0,58,58,0,1125,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50922,18,38,38,725,713,713,2036,1643,1654,1872,1733,1733,360,350,350,0.8,0.7,0.7,3.4,2.6,2.7,1.1,0.9,0.9
SAL50923,66,44,45,575,607,605,1374,1050,1083,0,1000,1000,0,183,183,0.7,0.8,0.8,2,2.4,2.4,0,1.3,1.2
SAL50924,18,40,32,900,1062,1062,0,1125,1125,0,0,0,0,0,0,0,1,1,0,1.8,1.8,0,0,0
SAL50925,27,42,42,445,606,597,1300,1050,1062,1300,1200,1200,270,270,270,0.9,0.7,0.7,2.6,2,2.1,17,2.6,3.3
SAL50926,25,40,33,374,1421,824,971,1916,1273,912,565,650,100,120,110,1.1,0.7,0.9,3.1,1.8,2.5,15.1,1.8,8.8
SAL50927,0,30,30,0,1437,1437,0,1625,1625,0,0,0,0,0,0,0,0.8,0.8,0,3,3,0,0,0
SAL50928,0,46,46,0,900,900,0,1343,1343,0,2167,2167,0,345,345,0,0.7,0.7,0,2.4,2.4,0,0,0
SAL50929,15,51,50,75,630,593,1125,2125,1749,0,0,0,0,0,0,1.4,1.1,1.1,7,2.8,3.2,0,0,0
SAL50930,16,51,51,699,547,547,1125,1104,1109,2600,1299,1300,320,200,230,1.2,0.8,0.8,3.8,2.4,2.6,20,1.9,3.5
SAL50931,0,70,70,0,1249,1249,0,2250,2250,0,0,0,0,0,0,0,0.6,0.6,0,2,2,0,0,0
SAL50932,19,42,42,1125,991,991,2312,2180,2183,2610,2316,2325,380,420,420,1,0.8,0.8,3.4,2.6,2.6,0,0.7,0.7
SAL50933,21,57,57,687,753,751,3250,1298,1311,1784,2700,2700,264,240,240,1.1,0.8,0.8,3.7,2.2,2.2,0,0.7,0.7
SAL50934,29,62,46,387,866,545,962,900,900,0,397,397,163,70,156,0.9,0.8,0.8,2.8,1.5,2,20,7.1,11.6
SAL50935,0,55,55,0,900,900,0,1875,1875,0,0,0,0,0,0,0,0.7,0.7,0,1.8,1.8,0,0,0
SAL50936,63,53,53,850,1031,979,1875,1625,1687,1733,978,1083,0,182,182,0.6,0.8,0.8,2,2.5,2.5,0,0,0
SAL50937,24,39,39,225,1062,1042,1375,1812,1812,0,0,0,0,250,250,1.2,0.7,0.7,5,2.6,2.7,0,0,0
SAL50938,24,41,40,477,773,756,1138,1416,1396,1083,1066,1074,195,230,220,1,0.7,0.7,2.9,2.2,2.3,6.9,0.8,1.2
SAL50939,18,41,40,569,639,636,1350,1252,1255,1733,1500,1500,306,330,330,0.9,0.7,0.7,3.5,2.4,2.5,8.2,1.5,1.7
SAL50940,34,36,35,1625,762,849,0,1625,1625,0,2042,2042,0,310,310,0,0.6,0.6,0,2.2,2.2,0,0,0
SAL50941,29,40,40,900,978,972,1125,2227,2204,6500,2485,2500,0,180,180,0.8,0.9,0.9,2.7,2.9,2.8,0,9.3,9
SAL50942,0,34,34,0,1042,1042,0,1166,1166,0,0,0,0,100,100,0,1.1,1.1,0,3.4,3.4,0,0,0
SAL50943,17,32,32,75,2500,1437,0,5500,5500,0,1486,1486,0,0,0,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL50944,19,41,39,492,683,670,1292,1317,1316,1660,1500,1500,300,310,310,0.9,0.7,0.8,3.1,2.4,2.4,7.5,2.3,2.6
SAL50945,0,55,55,0,882,882,0,1593,1593,0,1800,1800,0,178,178,0,0.7,0.7,0,2.1,2.1,0,0,0
SAL50946,26,56,56,1083,970,974,3125,1459,1467,1213,1850,1750,108,350,350,0.9,0.7,0.7,2.4,2,2,0,0.9,0.9
SAL50947,28,39,39,505,726,716,1019,1148,1138,1322,1350,1350,290,299,295,1,0.7,0.7,2.4,1.8,1.9,11.3,2.7,3.2
SAL50948,25,35,35,464,749,730,1292,1442,1433,2145,1733,1742,270,278,275,1,0.8,0.8,3.1,2.5,2.5,15.6,3.5,4.6
SAL50949,70,48,48,225,1021,1020,0,1166,1166,0,1048,1048,0,138,138,1,0.7,0.7,2,2.5,2.5,0,2.7,2.6
SAL50950,23,32,31,837,1615,1563,2416,3250,3188,1918,1733,1733,255,400,383,1,0.8,0.8,2.9,2.7,2.7,5.4,1.5,2
SAL50951,15,33,33,725,1035,1029,2312,2463,2458,2179,1988,1993,385,400,400,0.9,0.7,0.7,3.7,2.9,3,4,0.7,0.8
SAL50952,41,46,46,725,780,778,3250,2019,2071,2167,2022,2030,0,360,360,0.9,0.8,0.8,3.8,2.9,2.9,0,1.2,1.2
SAL50953,33,49,49,1375,744,747,4250,1924,2024,2867,2000,2000,0,350,350,1.4,0.7,0.7,5.3,2.7,2.8,25,1.8,2.3
SAL50954,0,45,45,0,1125,1125,0,1624,1624,0,8500,8500,0,0,0,0,0.6,0.6,0,2.2,2.2,0,0,0
SAL50955,0,25,25,0,1187,1187,0,1187,1187,0,0,0,0,132,132,0,0.7,0.7,0,1,1,0,0,0
SAL50956,0,40,40,0,1062,1062,0,1999,1999,0,0,0,0,150,150,0,0.8,0.8,0,3,3,0,0,0
SAL50957,50,47,47,687,659,659,1562,1331,1342,2167,1560,1594,548,308,310,0.7,0.7,0.7,3,2.5,2.6,7.7,2.4,2.6
SAL50958,0,42,42,0,1124,1124,0,2750,2750,0,2947,2947,0,323,323,0,1.1,1.1,0,3.8,3.8,0,0,0
SAL50959,0,39,39,0,1303,1303,0,2208,2208,0,0,0,0,0,0,0,0.7,0.7,0,2.3,2.3,0,0,0
SAL50960,20,45,45,762,926,925,3374,2544,2555,2449,2350,2362,510,500,500,1,0.7,0.7,3.9,2.9,2.9,7.1,0.7,0.8
SAL50961,23,56,53,599,900,860,1125,1312,1312,0,1271,1271,0,100,100,0.8,0.8,0.8,4,2,2.1,0,0,0
SAL50962,0,38,38,0,1562,1562,0,2749,2749,0,0,0,0,300,300,0,0.7,0.7,0,2.7,2.7,0,0,0
SAL50963,50,56,56,574,604,595,1124,1142,1125,729,1149,1127,173,130,150,0.6,0.8,0.7,2,2.2,2.2,0,2.3,2.1
SAL50964,0,45,45,0,1187,1187,0,2166,2166,0,1083,1083,0,250,250,0,0.7,0.7,0,2.6,2.6,0,0,0
SAL50965,35,45,45,1125,1312,1312,7000,2749,4750,0,5000,5000,0,500,500,0.2,0.6,0.5,6,2.5,3.2,0,0,0
SAL50966,0,42,42,0,1125,1125,0,3625,3625,0,1084,1084,0,0,0,0,0.8,0.8,0,3.5,3.5,0,0,0
SAL50967,0,31,31,0,1224,1224,0,1292,1292,0,1031,1031,0,115,115,0,0.6,0.6,0,2.1,2.1,0,0,0
SAL50968,67,39,43,949,1011,1010,1125,2187,2062,1250,3591,3000,250,440,370,1,1.4,1.3,2,2.7,2.6,0,4.3,3.7
