SAL_CODE_2021,Co_LTHC_1ms_LTHC_twoc_In_ns_P,Co_LTHC_1ms_LTHC_twoc_Tot_M,Co_LTHC_1ms_LTHC_twoc_Tot_F,Co_LTHC_1ms_LTHC_twoc_Tot_P,Co_LTHC_1ms_LTHC_3oMc_Ind_M,Co_LTHC_1ms_LTHC_3oMc_Ind_F,Co_LTHC_1ms_LTHC_3oMc_Ind_P,Co_LTHC_1ms_LTHC_3oMc_NoInd_M,Co_LTHC_1ms_LTHC_3oMc_NoInd_F,Co_LTHC_1ms_LTHC_3oMc_NoInd_P,Co_LTHC_1ms_LTHC_3oMc_In_ns_M,Co_LTHC_1ms_LTHC_3oMc_In_ns_F,Co_LTHC_1ms_LTHC_3oMc_In_ns_P,Co_LTHC_1ms_LTHC_3oMc_Tot_M,Co_LTHC_1ms_LTHC_3oMc_Tot_F,Co_LTHC_1ms_LTHC_3oMc_Tot_P,Co_LTHC_1ms_LTHC_Tot_Ind_M,Co_LTHC_1ms_LTHC_Tot_Ind_F,Co_LTHC_1ms_LTHC_Tot_Ind_P,Co_LTHC_1ms_LTHC_Tot_NoInd_M,Co_LTHC_1ms_LTHC_Tot_NoInd_F,Co_LTHC_1ms_LTHC_Tot_NoInd_P,Co_LTHC_1ms_LTHC_Tot_In_ns_M,Co_LTHC_1ms_LTHC_Tot_In_ns_F,Co_LTHC_1ms_LTHC_Tot_In_ns_P,Co_LTHC_1ms_LTHC_Tot_Tot_M,Co_LTHC_1ms_LTHC_Tot_Tot_F,Co_LTHC_1ms_LTHC_Tot_Tot_P,Co_LTHC_Ns_Ind_M,Co_LTHC_Ns_Ind_F,Co_LTHC_Ns_Ind_P,Co_LTHC_Ns_NoInd_M,Co_LTHC_Ns_NoInd_F,Co_LTHC_Ns_NoInd_P,Co_LTHC_Ns_In_ns_M,Co_LTHC_Ns_In_ns_F,Co_LTHC_Ns_In_ns_P,Co_LTHC_Ns_Tot_M,Co_LTHC_Ns_Tot_F,Co_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_Tot_p_M,Tot_p_In_Tot_p_F,Tot_p_In_Tot_p_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P
SAL50104,0,51,65,109,0,3,6,24,36,65,0,0,0,28,40,66,8,12,22,251,250,502,0,3,3,261,259,522,4,3,7,25,28,53,35,24,62,69,55,119,28,49,80,705,662,1366,41,29,71,779,734,1514
SAL50105,0,172,195,371,0,7,11,77,106,185,0,0,0,80,115,191,31,49,85,752,889,1643,0,3,6,786,950,1733,18,3,14,126,99,230,247,162,406,390,269,652,133,123,258,3251,3022,6271,256,173,428,3641,3313,6959
SAL50106,0,8,9,15,0,0,0,0,0,8,0,0,0,0,0,8,3,4,6,28,33,65,0,0,0,33,38,71,0,0,0,0,0,3,11,10,21,11,14,24,8,6,14,86,86,172,11,10,21,104,105,203
SAL50107,0,3,3,8,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,17,24,40,0,0,0,17,25,42,0,0,0,0,0,0,7,0,4,5,0,6,0,0,3,79,75,149,7,0,4,81,80,159
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,23,0,0,0,14,6,23
SAL50109,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,20,7,27,0,0,0,20,7,27,0,0,0,0,0,0,10,3,18,14,3,15,0,0,0,67,55,126,10,3,18,75,63,143
SAL50110,0,80,111,188,0,0,0,29,36,65,0,0,4,37,37,69,14,14,21,559,573,1135,3,7,10,581,585,1168,5,0,3,115,108,216,85,58,142,201,166,360,43,38,85,2867,2810,5684,95,67,164,3015,2917,5929
SAL50111,8,165,267,432,3,5,5,107,176,284,0,0,0,109,186,297,27,34,61,826,1229,2054,10,3,12,864,1274,2134,13,19,32,222,398,618,278,242,517,510,656,1166,123,117,237,4137,4132,8271,288,254,541,4544,4503,9051
SAL50112,6,49,50,95,5,4,8,20,23,37,0,0,0,24,23,43,6,7,16,196,208,406,0,0,3,210,211,424,0,4,8,22,24,48,59,42,101,83,71,155,24,36,61,638,667,1301,55,46,100,721,745,1463
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,0,0,0,5,4,16,0,0,0,0,0,0,3,3,6,3,5,6,0,0,0,21,14,33,3,3,6,26,15,38
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,0,106,160,266,3,0,5,41,57,101,0,0,0,42,63,106,22,23,48,593,759,1353,0,0,3,614,789,1402,4,7,11,93,103,203,123,95,222,224,209,428,86,76,166,2880,2918,5796,135,104,239,3102,3097,6196
SAL50116,0,58,67,120,0,0,3,23,28,54,0,0,0,29,34,59,7,10,18,202,225,424,7,0,3,214,233,449,3,0,6,14,17,25,56,48,104,72,68,134,19,23,43,473,475,954,59,53,109,555,556,1109
SAL50117,4,169,221,390,0,0,0,79,104,184,0,0,0,82,102,187,18,15,34,808,967,1774,0,10,9,829,991,1821,4,6,9,86,94,177,108,90,203,199,185,380,61,53,114,2713,2847,5560,119,104,218,2888,3003,5892
SAL50118,0,20,24,41,0,0,0,11,12,23,0,0,0,11,12,23,0,4,4,94,104,201,0,0,0,94,105,202,0,0,0,13,16,34,10,7,15,21,23,48,8,4,4,351,339,688,10,7,15,365,343,713
SAL50119,0,156,201,362,0,0,3,64,65,133,0,0,0,65,71,136,6,4,9,881,1030,1907,3,10,17,886,1042,1935,0,0,6,107,128,235,134,107,241,242,237,471,19,19,37,3152,3507,6663,143,127,263,3312,3650,6961
SAL50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,8,4,12,0,0,3,10,3,20
SAL50121,0,11,3,17,0,0,0,3,8,15,0,0,0,3,8,14,0,0,0,51,36,86,0,0,0,55,36,91,0,0,0,6,0,11,10,3,15,16,6,25,0,0,0,121,92,210,10,3,15,134,91,225
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,0,0,0,9,8,18
SAL50123,0,18,25,47,0,5,5,0,0,6,0,0,0,0,4,7,14,35,50,77,109,184,0,0,0,95,145,234,17,17,26,23,20,40,74,95,166,112,127,239,122,163,282,510,570,1080,80,92,176,714,826,1540
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,3,9,11,0,0,0,0,3,4,0,0,0,0,6,4,0,0,0,29,29,57,0,0,0,29,30,59
SAL50126,0,31,57,90,0,0,0,23,26,40,0,0,0,23,23,47,10,11,15,153,196,349,0,0,3,161,203,370,0,3,4,9,19,27,56,44,102,70,66,134,48,45,95,498,516,1017,60,50,111,606,611,1215
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4
SAL50129,0,39,44,81,0,0,0,15,19,34,0,0,0,17,19,39,3,4,10,179,185,360,0,0,0,181,184,367,0,0,0,21,20,46,39,22,67,67,42,108,15,4,17,609,599,1213,45,24,68,672,624,1296
SAL50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,19,0,0,0,13,9,18,0,0,0,3,0,3,4,0,3,5,0,11,0,5,5,30,17,42,7,0,6,35,23,58
SAL50131,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,0,0,0,11,13,25,0,0,0,5,0,6,4,0,8,10,6,9,0,0,0,43,33,74,4,0,8,45,45,86
SAL50132,0,47,58,111,3,4,5,35,53,85,0,0,0,37,56,90,15,17,26,197,257,462,0,5,5,214,274,492,3,7,8,33,28,55,38,23,63,69,59,129,33,40,76,594,650,1239,38,32,70,662,722,1381
SAL50133,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,21,10,31,0,0,0,21,10,31,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,45,35,81,0,0,0,44,37,85
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,18,20,40,0,0,3,24,17,39
SAL50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,0,0,3,0,0,3,6,3,4,0,0,0,22,19,43,0,0,3,26,22,45
SAL50136,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,4,10,0,0,0,3,8,9,0,0,0,0,0,0,5,4,5,5,4,5,0,0,0,22,13,35,5,4,5,25,19,40
SAL50137,0,25,42,67,0,0,0,15,19,32,0,0,0,15,21,36,6,6,17,152,153,304,0,0,4,155,161,320,0,0,0,16,14,24,61,48,104,76,61,129,23,16,43,526,493,1025,59,52,111,609,568,1178
SAL50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,8,3,0,0,0,0,0,5,4,0,3,7,6,9,0,0,0,14,12,24,4,0,3,12,19,32
SAL50139,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,24,12,29,0,0,0,23,14,42
SAL50140,0,3,8,11,0,0,0,0,8,6,0,0,0,0,8,3,0,0,0,15,27,43,3,0,3,19,27,45,0,0,0,3,0,7,4,0,7,10,0,12,5,0,5,57,58,121,6,0,9,67,62,128
SAL50141,0,4,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,11,7,19,0,0,0,11,7,19,0,0,0,0,0,0,5,8,8,5,3,12,0,0,0,27,18,50,5,8,8,37,22,60
SAL50142,0,6,9,18,0,0,0,3,0,9,0,0,0,3,0,9,5,0,0,25,22,54,0,0,0,30,23,54,0,0,0,3,3,12,15,8,27,19,11,33,6,8,12,86,84,174,18,12,30,110,104,217
SAL50143,0,5,3,7,0,4,4,0,0,0,0,0,0,0,4,6,3,5,10,14,8,20,0,0,0,18,12,26,0,0,0,0,0,0,24,15,41,24,16,42,15,19,38,58,48,105,24,15,45,98,80,182
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,3,3,5
SAL50145,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42,0,0,0,24,20,46,0,0,0,5,0,4,11,3,21,15,6,20,3,0,3,64,64,128,11,3,21,82,66,149
SAL50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,0,0,0,7,7,9,0,0,0,0,0,0,4,0,5,4,4,3,0,0,0,13,14,26,4,0,5,16,14,32
SAL50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,19,0,17,18,0,21,0,0,0,23,0,23,19,0,17,39,3,48
SAL50148,0,118,179,292,0,0,0,46,73,123,0,0,0,46,73,123,5,6,9,609,812,1425,0,5,7,619,823,1437,0,5,3,81,71,146,65,51,112,142,121,267,22,22,42,2678,2829,5509,71,65,138,2772,2916,5684
SAL50149,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,22,0,0,0,5,12,22
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,10,11,17,0,0,0,4,4,11,0,0,0,4,4,11,0,0,0,35,29,62,0,0,0,30,29,58,0,0,0,3,0,6,4,5,4,4,3,9,0,0,0,67,65,131,9,5,6,77,67,143
SAL50152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,4,5,6,10,5,8,14,0,0,0,14,20,36,5,6,10,27,24,48
SAL50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,9,3,9,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,17,11,29,0,5,3,17,19,31
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,25,11,37,0,0,0,25,11,37
SAL50156,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,9,0,0,0,3,7,6,0,0,0,0,0,0,5,0,4,3,0,8,0,0,5,13,8,21,5,4,6,14,10,29
SAL50157,0,8,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,38,0,0,0,21,17,38,0,0,0,0,0,0,5,0,3,5,3,6,0,0,0,51,48,105,5,0,3,58,47,110
SAL50158,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,0,0,0,5,3,13,0,0,0,0,0,5,0,0,4,5,3,6,0,0,0,32,32,67,0,0,4,36,31,71
SAL50159,8,80,125,200,4,9,15,59,60,114,0,0,0,56,67,122,37,56,91,500,494,993,5,4,11,548,551,1094,24,24,54,110,86,199,407,328,731,547,439,990,204,206,409,1982,1718,3700,422,338,763,2607,2269,4872
SAL50160,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,0,0,0,10,7,13,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,25,23,50,5,0,5,28,21,53
SAL50161,0,52,35,82,0,0,0,15,14,30,0,0,0,15,16,32,0,3,3,175,143,318,0,0,0,179,141,324,0,0,0,15,25,42,18,16,32,33,39,70,10,7,17,447,411,854,19,19,40,478,437,910
SAL50162,0,6,9,18,0,0,0,8,4,5,0,0,0,8,4,5,0,0,0,62,55,114,0,0,6,62,59,124,0,0,0,6,6,15,10,11,19,17,15,33,3,0,3,219,221,446,12,10,22,236,240,475
SAL50163,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,9,18,0,0,0,11,12,21,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,38,30,71,0,4,0,40,32,75
SAL50164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,9,11,20,0,0,0,0,0,0,4,5,8,4,5,10,0,0,0,42,28,78,4,5,8,48,37,84
SAL50165,0,3,0,4,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,19,11,29,0,0,0,19,11,29,3,0,4,3,0,7,0,0,6,11,7,17,5,3,9,50,43,91,0,0,6,56,50,104
SAL50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,16,0,0,0,11,6,16,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,21,14,33,0,0,0,21,14,33
SAL50167,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,23,0,0,0,8,14,19,0,0,0,0,0,0,0,3,8,0,3,10,6,0,4,47,43,86,0,3,8,51,41,91
SAL50168,0,16,32,42,0,0,0,5,7,14,0,0,0,8,10,15,0,4,7,79,117,197,6,0,3,83,119,206,0,0,0,12,11,24,12,4,20,24,14,40,7,8,12,318,317,634,14,6,24,339,332,669
SAL50169,0,37,48,85,0,0,0,14,21,39,0,0,0,14,26,40,4,0,6,169,214,390,0,4,3,177,221,397,0,0,0,27,29,52,49,40,93,76,70,150,12,12,23,569,612,1188,48,44,95,637,674,1304
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,28,0,0,0,16,14,28
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,4,5,10,0,0,0,0,0,6,0,0,0,7,6,7,0,0,0,18,13,35,0,0,0,22,17,38
SAL50172,0,27,44,72,3,0,3,17,17,34,0,0,0,23,22,40,4,4,10,131,163,300,4,3,0,136,171,307,0,0,0,15,11,33,52,52,100,64,70,130,10,5,22,378,426,801,52,58,118,442,496,938
SAL50173,0,77,136,214,0,0,0,22,36,50,0,0,0,22,36,54,24,27,55,588,718,1304,0,0,0,609,745,1354,9,7,14,105,115,220,128,90,222,245,216,458,108,137,248,4074,4107,8181,135,94,231,4322,4345,8665
SAL50174,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30,0,0,0,8,20,34,0,0,0,0,0,0,8,14,27,8,17,22,0,0,0,49,41,96,10,14,22,63,61,113
SAL50175,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,0,0,0,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,13,39,0,0,0,19,15,40
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,4,3,5,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,13,12,27,0,4,4,11,18,29
SAL50177,0,15,19,28,0,0,0,9,6,14,0,0,0,9,12,18,0,4,4,53,68,119,0,0,0,56,71,119,0,0,0,7,3,9,8,12,20,15,18,26,3,4,8,200,198,398,8,12,20,212,218,424
SAL50178,0,41,75,118,0,0,0,18,27,45,0,0,0,18,28,45,6,10,7,212,313,525,0,0,3,220,322,540,7,0,5,24,37,53,28,26,50,51,66,115,29,37,71,972,1049,2017,35,29,66,1035,1120,2153
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,0,115,153,269,0,0,0,49,76,127,0,0,0,49,79,123,9,13,20,446,603,1049,4,4,4,451,616,1069,3,0,4,47,44,92,104,97,203,156,142,298,30,25,54,1359,1525,2880,119,110,232,1512,1661,3168
SAL50181,0,27,28,56,0,0,0,10,10,27,0,0,0,10,10,27,0,4,4,138,127,264,0,0,0,140,127,271,0,0,4,24,22,52,15,12,30,40,36,76,5,5,16,502,481,979,13,11,32,527,499,1025
SAL50182,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,24,0,0,0,14,14,25
SAL50183,7,179,239,422,0,4,7,111,145,253,3,5,9,110,157,266,14,12,21,683,903,1583,5,17,24,704,927,1631,10,9,18,83,87,174,82,71,155,175,166,340,55,52,103,1824,2153,3975,97,94,190,1975,2297,4269
SAL50184,0,9,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,55,62,121,0,0,0,58,70,123,0,4,4,13,15,28,11,10,19,25,23,53,21,24,41,367,340,700,11,10,19,394,369,759
SAL50185,0,22,28,48,4,6,11,14,5,18,0,0,0,15,14,30,22,39,63,94,82,171,0,4,4,116,121,239,8,0,11,10,8,17,98,90,193,119,109,222,76,114,187,307,286,594,107,97,204,495,495,993
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,4,6,0,4,8,0,0,0,0,3,9,0,4,6,9,7,17
SAL50187,3,88,142,231,6,3,9,37,54,90,0,0,0,39,56,99,24,35,57,339,442,785,8,3,11,374,482,857,12,8,14,66,52,123,96,75,178,174,141,314,83,102,189,1264,1314,2581,109,89,199,1460,1510,2968
SAL50188,0,3,14,14,0,0,0,0,6,5,0,0,0,0,4,4,0,0,0,38,31,62,0,0,0,38,28,66,0,0,0,0,3,7,5,5,11,6,9,17,0,0,5,121,110,231,5,6,17,131,124,249
SAL50189,0,26,30,53,0,3,6,22,25,46,0,0,0,25,27,51,10,23,32,109,127,232,0,3,4,121,145,271,8,8,15,4,4,11,35,29,70,49,43,93,37,48,82,287,284,564,44,38,80,369,364,732
SAL50190,0,54,71,131,10,29,42,20,15,43,0,0,0,30,51,82,124,173,297,207,233,440,0,3,0,330,412,745,133,54,187,65,41,107,262,251,515,457,349,806,644,617,1255,983,1020,1999,281,265,548,1902,1898,3797
SAL50191,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,15,0,0,0,9,7,15,0,0,0,0,0,4,3,0,3,5,3,6,0,0,0,53,47,95,0,8,6,58,52,109
SAL50192,0,12,11,22,0,0,0,4,6,11,0,0,0,4,7,13,0,4,4,37,32,73,0,0,0,38,37,77,0,0,0,0,0,6,4,16,20,9,18,23,0,5,8,88,92,179,4,15,25,98,110,211
SAL50193,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,49,0,0,0,24,27,49,0,0,0,0,5,4,13,9,24,14,14,31,0,0,0,75,77,148,13,9,24,88,88,173
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,6,0,4,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,17,16,31,0,0,0,17,19,31,0,0,0,4,0,4,0,3,6,3,8,12,0,10,9,58,51,108,0,7,7,64,61,125
SAL50196,0,31,24,47,0,0,0,10,15,30,0,0,0,10,18,32,0,5,3,111,122,229,0,0,0,111,125,234,0,0,0,27,18,42,42,31,71,65,51,112,14,20,34,328,306,635,43,31,75,388,354,742
SAL50197,0,29,57,89,0,0,0,20,28,42,0,0,0,20,28,42,9,11,15,168,197,361,4,0,5,174,204,379,3,0,6,19,19,42,52,38,84,69,59,126,24,26,57,534,510,1046,53,44,100,617,587,1195
SAL50198,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,27,0,0,0,17,11,27
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,5,10,13,0,0,0,4,0,3,7,3,15,7,6,16,3,4,4,24,16,37,7,3,15,31,27,56
SAL50200,0,36,34,69,0,5,5,8,7,17,0,0,0,8,11,26,22,29,47,196,199,397,0,0,0,223,227,449,8,5,18,54,38,91,273,190,468,337,243,574,137,109,246,1217,1045,2259,283,199,478,1637,1345,2990
SAL50201,6,184,249,431,0,0,3,95,125,217,0,3,7,98,125,226,9,4,14,930,1139,2066,12,10,21,950,1152,2105,0,4,5,132,144,273,94,72,165,227,215,444,27,17,50,3746,4034,7779,110,93,203,3883,4148,8030
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,25,0,0,0,15,9,25,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,41,36,76,0,0,0,40,36,82
SAL50204,0,5,6,10,0,0,0,5,0,5,0,0,0,5,0,5,0,3,3,28,20,46,0,0,0,28,21,47,0,0,0,0,0,0,3,0,3,3,0,5,0,0,4,72,80,152,3,0,3,74,83,159
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,29,0,0,0,15,17,29
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6
SAL50207,0,139,199,338,0,0,0,61,78,141,0,0,0,61,80,140,22,9,27,681,818,1496,0,6,10,699,830,1535,5,5,8,111,101,213,189,137,326,311,241,552,75,40,114,2600,2531,5131,214,152,360,2886,2721,5605
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,0,0,0,8,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,48,0,0,0,22,25,48
SAL50210,0,127,149,275,0,5,7,72,120,186,0,0,3,72,122,192,11,19,28,542,658,1205,0,0,4,557,679,1231,0,0,4,62,70,133,131,98,228,193,176,370,33,38,72,1757,1875,3631,139,109,245,1928,2021,3948
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,5,18,0,0,0,8,9,19
SAL50212,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,7,0,4,0,0,0,7,0,4,0,0,0,0,0,0,7,6,12,7,6,12,0,0,0,10,8,16,7,6,12,13,16,26
SAL50213,0,0,0,0,0,0,0,5,0,4,0,0,0,5,0,4,0,0,0,9,5,14,0,0,0,9,5,14,0,0,0,0,0,9,4,3,9,6,3,15,0,0,0,31,22,54,4,3,9,33,25,61
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13,0,0,0,11,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,47,0,0,0,29,20,51
SAL50215,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,7,8,8,0,0,0,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,31,0,0,0,15,16,30
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,22,22,43,0,0,0,11,3,16,0,0,0,11,3,16,0,4,4,101,95,197,0,0,0,99,99,198,0,0,0,10,12,20,14,13,26,32,27,55,3,5,11,365,374,734,22,22,43,394,399,788
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,6,0,5,8,11
