SAL_CODE_2021,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
SAL51300,0,3,8,13,0,0,0,0,0,0,18,11,29,19,15,32,3,0,0,80,72,153,18,11,29,99,84,182
SAL51301,0,49,72,118,4,4,5,127,153,273,484,372,849,609,522,1137,47,59,102,1280,1451,2730,486,377,864,1816,1883,3699
SAL51302,0,0,0,0,3,3,8,0,0,0,27,6,30,35,9,41,9,11,20,0,0,0,27,6,30,39,12,54
SAL51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51304,0,0,0,0,0,0,0,0,0,0,3,4,11,3,4,9,0,0,0,8,4,16,3,4,11,11,12,22
SAL51305,0,0,0,0,166,15,184,36,8,37,26,19,43,228,39,263,225,58,286,45,21,71,26,23,45,298,106,401
SAL51306,0,0,0,5,0,5,9,3,4,9,50,47,97,62,56,109,11,24,39,44,45,88,50,47,97,109,107,223
SAL51307,0,3,3,7,0,0,0,0,0,5,31,13,41,33,13,46,3,0,4,122,116,241,33,14,47,157,133,288
SAL51308,0,15,44,58,0,0,0,35,28,66,108,76,181,143,101,246,16,15,34,789,827,1619,110,78,190,913,925,1837
SAL51309,0,0,0,0,0,0,0,0,0,5,6,8,13,10,7,15,0,0,0,25,28,55,6,8,13,32,33,68
SAL51310,0,0,0,0,0,0,0,0,4,4,3,9,19,3,11,19,0,0,0,4,25,29,3,9,19,16,34,55
SAL51311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,5,0,5
SAL51312,0,12,5,21,0,0,0,13,15,34,29,37,68,49,62,101,0,0,5,504,526,1031,36,40,74,543,568,1111
SAL51313,0,0,0,0,0,0,0,4,3,10,74,16,87,76,20,95,0,0,0,5,8,14,74,16,87,75,20,101
SAL51314,0,0,0,0,0,0,0,0,0,0,11,6,13,13,6,21,0,0,0,19,11,26,11,6,13,27,14,40
SAL51315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,18,0,0,0,11,11,20
SAL51316,0,0,0,0,0,0,0,0,0,0,12,6,13,12,6,13,0,0,4,31,36,65,12,6,14,44,39,85
SAL51317,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,10,16,21,0,0,6,12,12,26
SAL51318,0,0,0,0,0,0,0,0,0,0,4,3,6,4,3,6,0,0,0,14,11,22,4,3,6,10,12,28
SAL51319,0,25,28,55,3,0,3,46,44,86,175,117,289,223,158,377,41,27,68,797,817,1615,178,121,300,1021,961,1983
SAL51320,0,0,0,0,0,0,0,0,0,0,0,8,9,0,8,9,0,0,0,18,21,35,0,8,9,18,29,48
SAL51321,0,12,11,21,0,0,0,36,58,90,28,30,66,67,88,158,29,3,37,560,335,898,28,30,66,627,374,997
SAL51322,0,8,5,11,0,0,0,5,11,9,28,19,48,29,32,59,7,3,11,192,197,391,28,22,49,229,222,454
SAL51323,0,0,7,11,0,0,0,0,0,3,20,18,40,25,24,46,0,7,12,109,97,203,23,22,41,134,125,255
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL51326,0,0,0,0,0,0,0,0,0,0,24,7,34,26,9,41,0,0,0,0,0,0,24,7,34,26,11,36
SAL51327,0,0,0,0,0,0,0,0,0,0,8,7,15,8,7,15,0,0,0,12,8,21,10,7,16,21,20,41
SAL51328,0,3,8,14,0,0,0,0,0,0,18,19,39,18,19,39,0,0,0,101,115,218,18,19,39,126,130,255
SAL51329,0,0,0,0,0,0,0,0,0,0,5,3,7,5,3,7,0,0,0,14,8,18,5,3,7,14,12,28
SAL51330,0,58,102,157,5,0,6,57,54,108,530,416,944,591,471,1056,24,20,42,1718,1960,3683,540,421,957,2280,2404,4683
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51332,0,0,3,3,0,0,0,0,3,7,40,39,71,42,39,79,0,0,0,37,49,87,40,39,71,75,85,159
SAL51333,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,7,10,4,0,4,8,7,15
SAL51334,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,7,8,14,3,0,4,13,7,24
SAL51335,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,8,0,0,3,12,7,22,0,0,8,17,15,35
SAL51336,0,0,0,0,0,0,0,0,0,3,15,7,26,20,5,25,0,0,0,7,5,11,15,7,26,26,11,33
SAL51337,0,51,64,112,5,5,4,25,31,57,259,134,392,284,166,454,72,60,134,1935,2014,3958,264,137,404,2275,2212,4490
SAL51338,0,0,0,0,0,0,0,0,6,6,0,9,11,0,8,15,0,4,4,18,26,40,0,9,11,25,35,59
SAL51339,0,5,8,16,53,0,53,313,15,325,89,63,154,455,80,533,69,9,76,558,251,812,89,63,156,716,326,1047
SAL51340,0,43,79,114,12,4,13,65,45,110,324,256,583,401,308,706,101,103,208,1581,1633,3214,329,259,588,2016,1994,4007
SAL51341,0,0,0,0,0,0,0,0,0,0,20,21,47,20,26,51,0,0,4,4,6,6,20,21,47,22,32,55
SAL51342,0,7,0,0,0,0,0,3,9,17,28,21,57,32,30,70,0,0,7,78,82,161,33,21,53,112,109,221
SAL51343,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,5,8,0,0,0,3,3,10
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,0,11,25,36,0,0,0,8,16,26,52,34,80,58,48,108,0,4,7,688,749,1438,52,34,83,743,785,1527
SAL51346,0,15,20,36,0,0,0,58,31,90,71,68,138,131,102,231,3,0,9,667,744,1408,76,69,142,740,816,1560
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,0,14,27,39,0,0,0,59,114,177,133,96,227,195,210,403,12,19,29,444,522,965,133,91,226,588,629,1218
SAL51349,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,5,0,0,0,0,0,0,3,3,5,3,3,5
SAL51350,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,11,0,3,3,4,13,18
SAL51351,0,4,7,9,0,0,0,10,9,19,31,24,60,44,34,77,7,7,9,140,142,283,31,24,57,180,174,358
SAL51352,0,16,14,32,0,0,0,7,8,18,34,28,60,47,40,80,16,22,33,408,490,892,35,28,59,453,533,995
SAL51353,0,0,0,0,0,0,0,9,5,12,26,14,47,34,21,63,10,10,21,72,74,142,26,20,46,107,104,209
SAL51354,0,17,23,40,0,0,0,13,13,25,87,51,133,101,62,160,25,16,41,561,584,1149,87,52,134,673,650,1323
SAL51355,0,0,0,0,0,0,0,0,0,0,12,0,12,19,0,19,0,0,0,0,0,0,12,0,12,19,0,19
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,0,0,0,0,0,0,0,0,0,3,5,7,3,5,7,0,0,0,3,4,8,3,5,7,4,6,11
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,0,13,19,36,16,15,31,21,17,38,179,141,320,217,173,393,48,44,98,526,493,1018,179,140,316,755,685,1437
SAL51360,0,26,23,53,0,0,0,32,30,62,105,77,180,132,111,238,5,5,15,983,1030,2012,109,80,186,1095,1120,2213
SAL51361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL51362,0,3,6,11,166,28,189,56,13,72,136,97,231,358,135,490,182,51,235,128,107,240,138,100,234,454,258,711
SAL51363,0,22,35,55,4,0,9,51,53,108,196,166,360,253,220,475,29,30,59,868,938,1810,201,165,372,1105,1132,2239
SAL51364,0,0,0,0,0,0,0,0,0,0,3,5,8,3,5,8,0,0,0,0,4,6,3,5,8,5,8,11
SAL51365,0,0,4,4,4,3,10,9,6,10,87,75,163,98,85,183,23,28,52,54,53,100,87,80,163,163,159,321
SAL51366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,5,5,11
SAL51367,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6
SAL51368,0,15,14,27,0,0,0,13,13,28,73,69,139,88,81,168,7,6,13,296,339,634,77,69,142,377,414,789
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,8
SAL51370,0,0,0,0,0,0,0,0,0,0,9,7,8,5,7,9,0,0,0,12,8,19,9,7,8,15,13,29
SAL51371,0,13,19,33,0,0,0,11,6,18,52,37,88,60,46,106,18,11,31,489,437,925,52,40,91,559,483,1047
SAL51372,0,40,53,92,72,84,151,57,43,91,865,633,1498,991,763,1753,419,450,862,861,944,1812,868,641,1512,2148,2034,4185
SAL51373,0,11,14,27,25,28,53,27,25,47,149,120,268,200,168,367,95,102,199,416,460,874,153,120,271,669,673,1340
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3
SAL51375,0,0,0,0,0,0,0,0,0,0,0,3,10,0,5,10,0,0,0,8,8,22,6,6,8,12,13,30
SAL51376,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4,0,0,0,0,0,0,4,3,4,4,3,4
SAL51377,0,31,25,53,0,0,4,11,12,24,137,110,248,153,129,278,40,45,83,604,638,1246,137,115,257,784,795,1583
SAL51378,0,0,0,0,0,0,0,0,0,0,4,3,5,4,3,5,0,0,0,0,0,0,4,3,5,8,0,7
SAL51379,0,3,0,3,3,0,3,0,0,0,0,4,3,5,4,13,10,7,22,4,4,7,0,4,3,13,18,30
SAL51380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,5,3,4
SAL51381,0,43,50,96,4,3,10,68,67,140,261,254,517,336,325,665,37,20,56,1503,1378,2877,271,258,522,1812,1648,3459
SAL51382,0,0,0,0,0,0,0,5,0,3,10,6,18,10,8,23,0,0,0,25,21,45,10,6,18,28,28,63
SAL51383,0,0,0,0,0,0,0,0,0,0,5,8,10,5,8,10,0,0,0,3,3,6,5,8,10,5,13,16
SAL51384,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,0,0,3,0,3,5,4,9,13
SAL51385,0,0,0,0,0,0,0,0,0,0,3,9,12,8,9,17,4,0,4,16,9,22,3,9,12,25,20,42
SAL51386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,6,6
SAL51388,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,7,0,7,6,0,6
SAL51389,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,4,0,4,4,0,4
SAL51390,0,15,12,26,0,0,0,23,17,40,137,83,218,154,101,256,12,22,33,357,412,765,132,88,221,499,518,1022
SAL51391,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,0,0,0,9,6,16,3,4,7,12,10,18
SAL51392,0,0,0,0,0,0,0,0,0,0,7,0,8,3,0,6,0,0,0,16,21,33,7,0,8,21,21,41
SAL51393,0,4,0,6,0,0,0,8,0,5,25,15,44,35,16,50,3,0,8,33,40,69,25,15,44,64,55,122
SAL51394,0,61,71,135,0,0,0,52,46,102,165,143,313,218,197,415,22,23,51,2079,2136,4218,173,143,313,2274,2307,4582
SAL51395,0,3,8,13,21,17,38,7,9,14,130,143,272,158,169,326,77,79,153,114,139,258,131,144,274,320,360,682
SAL51396,0,36,60,97,4,0,9,52,57,116,204,132,337,257,195,456,27,36,63,1066,1226,2297,204,135,344,1304,1394,2696
SAL51397,0,16,15,31,0,0,5,24,31,53,59,62,126,82,88,178,20,30,49,323,330,658,65,61,125,413,425,838
SAL51398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,6,8,10,0,0,0,8,6,13
SAL51399,0,0,0,0,0,0,0,0,0,0,12,16,32,12,16,32,0,5,5,18,31,55,12,16,32,34,51,87
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51401,0,0,0,0,15,16,26,3,0,7,11,3,15,28,18,51,157,138,299,6,3,10,11,3,15,171,151,321
SAL51402,0,35,36,65,3,0,6,34,25,58,119,91,207,147,117,266,21,32,50,704,662,1367,119,91,208,840,791,1630
SAL51403,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,0,0,0,6,6,12,0,5,4,6,4,15
SAL51404,0,4,0,4,0,0,0,0,0,0,7,5,8,7,3,10,5,6,7,48,64,115,7,5,8,53,74,127
SAL51405,0,44,43,84,0,0,3,33,40,71,115,84,197,144,126,272,8,7,19,1197,1292,2490,116,84,203,1326,1387,2710
SAL51406,0,0,0,0,0,0,0,0,0,3,0,4,3,4,4,11,0,0,0,13,27,40,0,4,12,14,31,44
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,0,8,12,17,0,0,0,15,5,19,55,31,89,63,38,101,14,13,24,271,291,556,54,34,93,335,332,671
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51410,0,9,0,9,3,0,3,4,5,9,25,19,45,33,26,57,15,17,28,123,140,264,25,19,45,164,173,335
SAL51411,0,5,6,8,0,0,0,5,0,10,11,9,18,21,10,25,3,0,5,104,114,217,11,9,18,120,121,241
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51413,0,16,19,39,0,5,8,20,11,31,72,69,147,96,86,183,72,73,143,379,380,759,79,72,149,527,529,1054
SAL51414,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,4,5,8,0,4,4,0,5,5,4,10,18
SAL51415,0,0,0,0,13,21,36,0,0,0,3,0,7,20,20,40,41,52,91,0,0,5,3,0,7,46,53,100
SAL51416,0,24,48,79,0,0,0,46,56,102,243,205,451,294,267,554,10,13,28,1077,1249,2327,245,214,459,1338,1476,2810
SAL51417,0,42,55,98,5,4,6,70,74,146,143,116,263,217,195,415,46,34,86,1555,1718,3272,144,121,265,1747,1876,3623
SAL51418,0,0,0,0,0,0,0,0,0,3,6,3,7,9,3,11,0,0,0,15,12,25,6,3,7,18,16,32
SAL51419,0,8,10,16,6,4,4,12,3,10,60,51,111,70,58,136,27,20,48,133,181,312,60,51,111,219,250,474
SAL51420,0,29,47,75,8,5,7,47,54,103,199,159,354,252,214,469,77,89,170,706,762,1465,205,154,364,987,1008,2000
SAL51421,0,11,9,21,0,0,0,9,9,21,68,60,130,79,72,152,30,7,35,819,671,1487,70,60,128,917,739,1656
SAL51422,0,0,0,0,0,0,0,0,0,4,9,5,13,7,7,10,0,0,0,9,14,23,9,5,13,16,20,29
SAL51423,0,0,0,0,0,0,0,0,0,0,8,3,12,11,3,10,0,0,0,4,3,5,9,3,15,7,9,17
SAL51424,0,0,0,0,0,0,0,3,6,5,8,6,14,9,12,18,0,0,0,8,8,14,8,8,14,13,16,33
SAL51425,0,0,0,0,0,0,0,0,0,0,3,6,11,3,6,11,0,0,0,5,0,7,3,6,11,8,8,15
SAL51426,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,4,0,3,3,0,7
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,0,0,0,9,21,28,0,0,0,7,12,21,15,31,46,22,44,66,0,13,14,7,12,21,33,60,101
SAL51431,0,0,0,0,0,0,0,0,0,0,5,8,15,6,10,22,7,0,11,3,8,13,8,12,17,22,20,36
SAL51432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51433,0,0,0,5,12,17,30,0,0,3,3,7,8,18,18,35,65,49,115,5,3,8,3,7,8,74,57,131
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4
SAL51435,0,36,52,88,0,3,5,38,35,71,151,89,246,192,127,322,17,19,37,1434,1539,2974,153,96,250,1606,1652,3259
SAL51436,0,10,6,16,0,3,3,7,5,8,31,25,67,37,36,75,14,12,26,139,160,302,31,25,67,188,197,387
SAL51437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,4,3,9
SAL51438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,4,3,5
SAL51439,0,0,0,0,0,0,0,0,0,0,4,5,15,4,5,15,0,0,0,4,7,15,4,5,15,17,12,26
SAL51440,0,0,6,6,0,0,4,5,0,5,120,13,138,129,12,143,37,19,54,14,9,23,120,13,138,169,46,214
SAL51441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,18,0,0,0,11,12,18
SAL51442,0,0,4,4,0,0,0,0,3,5,11,13,21,6,17,26,0,0,0,15,28,45,14,12,23,27,39,62
SAL51443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51444,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,9,0,0,0,3,11,16,0,3,4,4,14,16
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,0,17,24,44,0,0,0,20,16,37,103,52,157,124,70,199,25,31,50,806,830,1634,109,57,167,933,917,1849
SAL51447,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,10,11,0,0,3,3,6,17
SAL51448,0,127,141,263,8,3,9,142,119,257,421,374,796,577,493,1070,105,109,218,2903,3116,6017,435,383,819,3443,3608,7055
SAL51449,0,0,0,0,7,6,8,5,0,3,31,31,61,39,37,78,11,16,23,20,20,38,31,34,60,63,63,123
SAL51450,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,8,18,0,0,3,16,11,22
SAL51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51452,0,0,0,0,0,0,0,0,0,0,8,5,13,8,5,13,0,0,0,0,4,4,8,5,13,8,8,19
SAL51453,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,6,10,0,0,0,6,6,17
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6
SAL51456,0,8,6,18,0,3,3,13,12,24,197,168,357,205,175,384,53,66,118,335,311,644,198,167,367,584,544,1128
SAL51457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
SAL51458,0,9,8,12,0,6,6,17,8,31,62,46,114,82,64,146,17,15,31,101,104,205,62,50,115,177,169,349
SAL51459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,4
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL51462,0,0,0,0,0,0,0,0,3,4,45,18,61,45,19,59,3,0,8,28,36,60,45,18,61,80,48,129
SAL51463,0,0,0,0,137,0,139,192,0,192,0,0,0,326,0,329,137,0,139,195,7,201,0,0,0,331,9,336
SAL51464,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,5,0,0,0,0,9,6,0,7,6,7,12,15
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,0,0,0,0,0,0,0,3,4,4,6,3,9,9,9,19,4,0,4,9,7,13,6,3,9,11,15,29
SAL51467,0,20,27,43,0,0,0,8,17,23,73,40,113,77,60,134,3,0,8,436,486,925,70,44,112,511,531,1043
SAL51468,0,0,0,0,0,0,0,0,0,0,6,6,14,9,6,12,0,0,0,19,13,37,6,10,14,27,21,49
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,0,11,17,21,0,0,0,7,16,25,53,36,84,59,51,110,3,8,7,350,429,783,53,36,84,406,471,875
SAL51471,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,4,5,3,0,6,3,5,8
SAL51472,0,41,69,110,0,0,0,28,26,51,189,175,361,213,196,411,17,15,26,685,792,1474,195,174,363,893,976,1873
SAL51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51474,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,9,7,15,0,0,0,9,7,18
SAL51475,0,17,34,47,6,4,11,27,24,55,144,106,249,180,131,311,58,39,99,426,469,898,148,105,255,632,614,1250
SAL51476,0,0,0,0,0,0,0,0,0,0,8,4,11,8,4,11,0,0,0,12,9,23,8,4,11,23,15,37
SAL51477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,5,7,11
SAL51478,0,5,0,5,0,0,0,4,0,4,11,9,15,15,7,19,0,0,0,38,39,80,10,12,20,47,53,99
SAL51479,0,0,0,0,0,0,0,0,0,0,28,11,33,28,11,33,0,0,0,0,0,0,28,11,33,28,11,33
SAL51480,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,19,18,38,4,0,4,23,18,40
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,0,0,0,0,0,0,0,0,0,5,13,6,18,18,7,23,3,0,4,38,51,87,13,5,19,49,59,111
SAL51483,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,7,10,0,0,0,8,6,17
SAL51484,0,0,0,0,0,0,0,0,0,0,3,4,10,5,4,6,0,0,3,17,16,29,3,4,10,28,19,43
SAL51485,0,8,5,18,0,0,5,9,10,17,44,55,100,52,68,120,12,21,31,209,214,424,47,59,105,275,287,561
SAL51486,0,0,3,4,0,3,3,7,9,17,91,80,173,107,83,190,57,61,118,121,114,238,99,80,172,279,258,531
SAL51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SAL51488,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,5,6,5,0,5,4,5,10
SAL51489,0,17,14,29,0,0,0,15,4,22,63,48,113,77,54,131,6,14,18,409,385,800,64,51,115,482,448,930
SAL51490,0,50,73,127,0,0,0,57,36,94,267,178,439,322,212,536,23,20,45,1082,1228,2313,268,174,442,1372,1424,2794
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,0,5,7,8,4,0,4,0,3,5,35,31,72,37,34,74,10,10,21,74,83,150,37,31,65,123,123,244
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,0,0,9,4,0,0,0,0,4,4,25,31,59,30,30,65,10,8,17,131,150,271,25,32,56,160,190,354
SAL51495,0,0,0,0,0,0,0,0,0,5,7,6,14,12,4,14,0,0,0,8,8,14,7,6,14,20,10,23
SAL51496,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,4,5,0,0,3,0,3,9
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7
SAL51498,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,7,3,8,0,3,3,5,7,12
SAL51499,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,4,5,8,4,0,4,8,3,16
SAL51500,0,8,11,21,11,7,15,11,5,17,126,140,267,148,149,299,61,76,131,268,251,512,129,136,270,451,460,914
SAL51501,0,0,0,0,0,0,0,13,13,29,68,81,150,83,92,179,4,6,9,102,99,206,68,83,151,172,186,361
SAL51502,0,45,56,102,18,14,33,68,77,144,337,265,605,418,357,778,79,109,191,1422,1533,2954,339,269,609,1841,1912,3754
SAL51503,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,4,3,5,0,3,4,6,5,11
SAL51504,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,5,0,0,0,11,9,19,4,4,5,9,8,22
SAL51505,0,0,0,0,0,0,0,0,3,5,0,0,8,3,11,15,3,0,3,15,28,44,0,0,8,19,33,54
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,0,6,0,9,0,0,0,0,0,0,23,12,34,22,10,34,0,0,0,132,130,261,23,12,34,153,142,298
SAL51509,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,6,0,0,3,5,4,9
SAL51510,0,0,0,0,0,0,0,0,0,0,10,5,17,16,5,22,4,4,8,20,21,43,10,5,17,34,30,64
SAL51511,0,0,0,0,0,0,0,0,0,0,5,9,21,5,9,21,0,0,0,5,10,19,5,9,21,13,24,40
SAL51512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,8
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
SAL51516,0,0,0,0,6,4,8,0,0,0,6,0,4,9,4,9,12,8,18,0,0,0,6,0,4,14,13,29
