SAL_CODE_2021,ty_ur_Non_pri_dw_Ind_M,ty_ur_Non_pri_dw_Ind_F,ty_ur_Non_pri_dw_Ind_P,ty_ur_Non_pri_dw_NonInd_M,ty_ur_Non_pri_dw_NonInd_F,ty_ur_Non_pri_dw_NonInd_P,ty_ur_Non_pri_dw_IndSt_nsM,ty_ur_Non_pri_dw_IndSt_nsF,ty_ur_Non_pri_dw_IndSt_nsP,tpe_ur_Non_pvte_dwg_TotM,tpe_ur_Non_pvte_dwg_TotF,tpe_ur_Non_pvte_dwg_TotP
SAL51362,155,18,176,61,8,72,0,0,0,217,31,247
SAL51363,4,3,5,24,62,80,6,27,28,30,85,119
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0
SAL51365,0,0,0,3,3,13,6,0,0,6,3,11
SAL51366,0,0,0,0,0,0,0,0,0,0,0,0
SAL51367,0,0,0,0,0,0,0,0,0,0,0,0
SAL51368,0,0,0,23,11,25,0,0,0,20,6,28
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0
SAL51370,0,0,0,0,0,0,0,0,0,0,0,0
SAL51371,0,0,0,0,0,0,0,0,0,0,0,0
SAL51372,19,29,49,123,25,148,173,30,210,319,81,400
SAL51373,4,13,16,22,31,50,4,0,0,28,48,73
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0
SAL51375,0,0,0,0,0,0,0,0,0,0,0,0
SAL51376,0,0,0,0,0,0,0,0,0,0,0,0
SAL51377,3,0,5,11,24,28,0,0,0,14,23,35
SAL51378,0,0,0,0,0,0,0,0,0,0,0,0
SAL51379,0,0,0,0,0,3,0,0,0,0,0,3
SAL51380,0,0,0,0,0,0,0,0,0,0,0,0
SAL51381,25,0,23,117,65,183,9,4,8,147,73,218
SAL51382,0,0,0,0,0,0,0,0,0,0,0,0
SAL51383,0,0,0,0,0,0,0,0,0,0,0,0
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0
SAL51385,0,0,0,0,0,0,0,0,0,0,0,0
SAL51386,0,0,0,0,0,0,0,0,0,0,0,0
SAL51387,0,0,0,0,0,0,0,0,0,0,0,0
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0
SAL51390,0,0,0,0,0,0,0,0,0,0,0,0
SAL51391,0,0,0,0,0,0,0,0,0,0,0,0
SAL51392,0,0,0,0,0,0,0,0,0,0,0,0
SAL51393,0,0,0,4,12,17,3,0,3,9,12,19
SAL51394,0,0,0,0,0,0,0,0,0,0,0,0
SAL51395,0,0,0,0,0,0,0,0,0,0,0,0
SAL51396,6,4,6,68,128,198,15,8,20,88,137,224
SAL51397,0,4,4,39,106,153,0,0,0,39,107,155
SAL51398,0,0,0,0,0,0,0,0,0,0,0,0
SAL51399,0,0,0,0,4,5,0,0,0,0,4,5
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0
SAL51401,0,0,0,4,0,6,0,0,0,4,0,6
SAL51402,0,0,0,14,0,18,0,0,0,22,0,19
SAL51403,0,0,0,0,0,0,0,0,0,0,0,0
SAL51404,0,0,0,0,0,0,0,0,0,0,0,0
SAL51405,0,0,0,15,16,34,0,0,0,14,16,31
SAL51406,0,0,0,0,0,0,0,0,0,0,0,0
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,0,0,0,0,0,0,0,0,0,6,0,5
SAL51409,0,0,0,3,0,3,0,0,0,5,0,3
SAL51410,0,0,0,0,0,0,0,0,0,0,0,0
SAL51411,0,0,0,0,0,0,0,0,0,0,0,0
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0
SAL51413,0,0,3,0,0,0,0,4,4,3,5,7
SAL51414,0,0,0,0,0,0,0,0,0,0,0,0
SAL51415,0,0,0,4,3,8,0,0,0,5,3,6
SAL51416,0,6,6,59,99,163,46,31,76,110,131,239
SAL51417,0,0,0,28,34,63,0,0,0,28,39,67
SAL51418,0,0,0,0,0,0,0,0,0,0,0,0
SAL51419,0,0,0,0,0,0,0,0,0,0,0,0
SAL51420,0,0,0,0,0,0,0,0,0,0,0,0
SAL51421,16,0,16,93,0,93,20,0,20,127,0,127
SAL51422,0,0,0,0,0,0,0,0,0,0,0,0
SAL51423,3,0,3,33,7,42,3,0,7,43,10,46
SAL51424,0,0,0,0,0,0,0,0,0,0,0,0
SAL51425,0,0,0,0,0,0,0,0,0,0,0,0
SAL51426,0,0,0,0,0,0,0,0,0,0,0,0
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,0,0,0,0,0,0,0,0,0,0,0
SAL51431,0,0,0,0,0,0,0,0,0,0,0,0
SAL51432,0,0,0,0,0,0,0,0,0,0,0,0
SAL51433,0,0,3,3,4,9,4,0,4,7,4,11
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0
SAL51435,0,0,0,0,0,0,0,0,0,0,0,0
SAL51436,0,0,0,9,0,9,0,0,0,9,0,9
SAL51437,0,0,0,0,0,0,0,0,0,0,0,0
SAL51438,0,0,0,0,0,0,0,0,0,0,0,0
SAL51439,0,0,0,0,0,0,0,0,0,0,0,0
SAL51440,11,0,11,221,38,259,124,13,135,355,50,403
SAL51441,0,0,0,0,0,0,0,0,0,0,0,0
SAL51442,0,0,0,0,0,0,0,0,0,0,0,0
SAL51443,0,0,0,0,0,0,0,0,0,0,0,0
SAL51444,0,0,0,0,0,0,0,0,0,0,0,0
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,0,0,0,0,0,0,0,0,0,6,0,6
SAL51447,0,0,0,0,0,0,0,0,0,0,0,0
SAL51448,0,0,0,5,0,8,4,3,5,6,4,13
SAL51449,0,0,0,8,3,5,4,3,6,5,4,11
SAL51450,0,0,0,0,0,0,0,0,0,0,0,0
SAL51451,0,0,0,0,0,0,0,0,0,0,0,0
SAL51452,0,0,0,0,0,0,0,0,0,0,0,0
SAL51453,0,0,0,0,0,0,0,0,0,0,0,0
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0
SAL51455,0,0,0,0,0,0,0,0,0,0,0,0
SAL51456,0,0,3,29,17,43,23,7,32,56,26,80
SAL51457,0,0,0,0,0,0,0,0,0,0,0,0
SAL51458,0,0,0,5,0,8,3,0,3,7,0,9
SAL51459,0,0,0,0,0,0,0,0,0,0,0,0
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,0,0,0,0,0,0,0,0,0,0,0
SAL51462,0,0,0,0,0,4,37,14,44,37,11,46
SAL51463,137,0,139,192,0,192,0,0,0,323,0,324
SAL51464,0,0,0,0,0,0,0,0,0,0,0,0
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,0,0,0,0,6,6,0,0,0,0,6,6
SAL51467,0,4,4,35,71,106,0,0,4,36,77,109
SAL51468,0,0,0,0,0,0,0,0,0,0,0,0
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,0,0,0,0,0,0,0,0,0,0,0,0
SAL51471,0,0,0,0,0,0,0,0,0,0,0,0
SAL51472,0,0,5,25,7,36,0,0,4,25,11,39
SAL51473,0,0,0,0,0,0,0,0,0,0,0,0
SAL51474,0,0,0,0,0,0,0,0,0,0,0,0
SAL51475,0,0,0,0,0,0,0,0,0,0,0,0
SAL51476,0,0,0,0,0,0,0,0,0,0,0,0
SAL51477,0,0,0,0,0,0,0,0,0,0,0,0
SAL51478,0,0,0,0,0,0,0,0,0,0,0,0
SAL51479,0,0,0,11,9,17,28,11,33,37,14,51
SAL51480,0,0,0,0,0,0,0,0,0,0,0,0
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,3,0,3,0,0,3,0,0,0,3,0,8
SAL51483,0,0,0,0,0,3,0,0,0,0,0,3
SAL51484,0,0,0,0,0,0,0,0,0,0,0,0
SAL51485,0,0,0,0,0,0,0,0,0,0,0,0
SAL51486,0,0,0,0,0,0,0,0,0,0,0,0
SAL51487,0,0,0,0,0,0,0,0,0,0,0,0
SAL51488,0,0,0,0,0,0,0,0,0,0,0,0
SAL51489,0,0,0,0,0,0,0,0,0,0,0,0
SAL51490,0,3,7,24,18,44,7,3,13,34,20,56
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,0,0,0,0,0,0,0,0,0,0,0,0
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,0,0,0,0,0,0,0,0,0,0,0,0
SAL51495,0,0,0,0,0,0,0,0,0,0,0,0
SAL51496,0,0,0,0,0,0,0,0,0,0,0,0
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0
SAL51499,0,0,0,0,0,0,0,0,0,0,0,0
SAL51500,0,0,0,0,0,0,0,0,0,0,0,0
SAL51501,0,0,0,14,16,21,4,0,3,14,13,27
SAL51502,9,11,19,15,21,39,5,0,4,27,32,59
SAL51503,0,0,0,0,0,0,0,0,0,0,0,0
SAL51504,0,0,0,0,0,0,0,0,0,0,0,0
SAL51505,0,0,0,0,0,0,0,0,0,0,0,0
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,0,0,0,0,0,0,0,0,0,0,0,0
SAL51509,0,0,0,0,0,0,0,0,0,0,0,0
SAL51510,0,0,0,0,5,5,0,0,0,0,5,0
SAL51511,0,0,0,0,0,0,0,0,0,0,0,0
SAL51512,0,0,0,0,0,0,0,0,0,0,0,0
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0
SAL51516,3,11,17,0,0,0,0,0,0,3,11,17
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0
SAL51518,0,0,0,0,0,0,0,0,0,0,0,0
SAL51519,0,0,0,0,0,0,0,0,0,0,0,0
SAL51520,0,0,0,0,0,0,0,0,0,0,0,0
SAL51521,0,0,0,0,0,0,0,0,0,0,0,0
SAL51522,0,0,0,0,0,0,0,0,0,0,0,0
SAL51523,0,0,0,0,0,0,0,0,0,0,0,0
SAL51524,0,0,0,0,0,0,0,0,0,0,0,0
SAL51525,0,0,0,0,0,0,0,0,0,0,0,0
SAL51526,0,7,7,65,148,219,0,0,0,65,157,224
SAL51527,0,0,0,0,0,0,0,0,0,0,0,0
SAL51528,0,0,0,0,0,0,0,0,0,0,0,0
SAL51529,0,0,0,0,0,0,0,0,0,0,0,0
SAL51530,6,0,6,0,0,0,0,0,0,5,0,5
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0
SAL51532,0,0,0,0,0,0,0,0,0,0,0,0
SAL51533,0,0,0,0,5,4,0,0,0,5,5,8
SAL51534,0,0,0,9,0,13,3,0,3,13,0,12
SAL51535,0,0,0,0,0,0,0,0,0,0,0,0
SAL51536,0,0,0,20,30,43,0,0,0,20,26,46
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0
SAL51538,0,0,0,0,0,0,0,0,0,0,0,0
SAL51539,0,0,0,0,0,0,0,0,0,0,0,0
SAL51540,0,0,0,0,0,0,0,0,0,0,0,0
SAL51541,0,0,0,3,0,4,0,0,0,3,0,4
SAL51542,0,0,0,0,6,6,0,0,0,0,6,3
SAL51543,0,0,0,0,0,0,0,0,0,0,0,0
SAL51544,26,8,37,0,0,0,0,0,0,27,8,33
SAL51545,0,0,0,0,0,0,0,0,0,0,0,0
SAL51546,0,0,0,0,0,0,0,0,0,0,0,0
SAL51547,0,0,0,0,0,0,3,0,3,3,0,3
SAL51548,0,0,0,0,0,0,0,0,0,0,0,0
SAL51549,0,0,0,5,4,8,7,3,11,10,5,22
SAL51550,0,0,0,0,0,0,0,0,0,0,0,0
SAL51551,0,0,0,0,0,0,0,0,0,0,0,0
SAL51552,0,0,0,0,0,0,0,0,0,0,0,0
SAL51553,0,0,0,0,0,0,0,0,0,0,0,0
SAL51554,0,0,0,0,0,0,0,0,0,0,0,0
SAL51555,0,0,0,0,0,0,0,0,0,0,0,0
SAL51556,0,0,0,0,0,0,0,0,0,0,0,0
SAL51557,3,0,3,62,4,64,0,0,0,69,4,71
SAL51558,0,0,4,11,6,17,0,0,0,14,4,19
SAL51559,0,0,0,0,0,0,0,0,0,0,0,0
SAL51560,0,0,0,0,0,0,0,0,0,0,0,0
SAL51561,0,0,0,0,0,0,0,0,0,0,0,0
SAL51562,0,0,0,0,0,0,0,0,0,0,0,0
SAL51563,0,0,0,0,0,0,0,0,0,0,0,0
SAL51564,0,0,0,68,142,213,0,9,9,68,148,217
SAL51565,24,0,24,173,23,195,0,0,0,199,23,214
SAL51566,0,0,0,0,0,0,0,0,0,0,0,0
SAL51567,0,0,0,7,11,21,3,0,3,10,11,21
SAL51568,0,0,0,0,0,0,0,0,0,0,0,0
SAL51569,0,0,0,10,5,8,4,0,4,7,8,15
SAL51570,0,0,0,0,0,0,0,0,0,0,0,0
SAL51571,0,0,0,0,0,0,0,0,0,0,0,0
SAL51572,0,0,0,0,0,0,0,0,0,0,0,0
SAL51573,0,0,0,0,0,0,0,0,0,0,0,0
SAL51574,0,0,0,0,0,0,0,0,0,0,0,0
SAL51575,0,0,0,0,0,0,0,0,0,0,0,0
SAL51576,0,0,0,0,0,0,0,0,0,0,0,0
SAL51577,0,0,0,0,0,0,0,0,0,0,0,0
SAL51578,0,0,0,33,73,109,7,4,16,39,79,121
SAL51579,0,0,0,0,0,0,0,0,0,0,0,0
SAL51580,3,4,3,210,207,419,22,11,31,230,223,457
SAL51581,0,0,0,0,0,0,0,0,0,0,0,0
SAL51582,0,0,0,0,0,0,0,0,0,0,0,0
SAL51583,0,0,0,0,0,0,0,0,0,0,0,0
SAL51584,0,0,0,0,0,0,0,0,0,0,0,0
SAL51585,0,127,127,0,116,118,0,0,0,0,239,240
SAL51586,0,0,0,4,0,6,4,0,4,12,0,9
SAL51587,0,0,0,0,0,0,0,0,0,0,0,0
SAL51588,0,0,0,0,0,0,0,0,0,0,0,0
SAL51589,0,0,0,4,0,4,0,0,0,4,0,4
SAL51590,0,0,0,0,0,0,0,0,0,0,0,0
SAL51591,0,0,0,0,0,0,0,0,0,0,0,0
SAL51592,0,0,0,0,0,0,0,0,0,0,0,0
SAL51593,0,0,0,34,59,93,0,0,0,34,59,93
SAL51594,0,0,0,0,0,0,0,0,0,0,0,0
SAL51595,0,0,0,0,0,0,0,0,0,0,0,0
SAL51596,0,0,0,0,0,0,0,0,0,0,0,0
SAL51597,0,0,0,0,0,0,0,0,0,0,0,0
SAL51598,0,0,0,0,0,0,0,0,0,0,0,0
SAL51599,0,0,0,0,0,0,0,0,0,0,0,0
SAL51600,0,0,0,0,0,0,0,0,3,0,0,0
SAL51601,7,0,8,80,16,103,65,10,78,160,29,192
SAL51602,0,0,0,0,0,0,13,0,12,13,0,12
SAL51603,0,0,0,0,0,0,0,0,0,0,0,0
SAL51604,0,0,0,0,0,0,0,0,0,0,0,0
SAL51605,0,0,0,0,0,0,0,0,0,0,0,0
SAL51606,0,0,0,0,0,0,0,0,0,0,0,0
SAL51607,0,0,0,0,0,0,0,0,0,0,0,0
SAL51608,0,0,0,0,0,0,0,0,0,0,0,0
SAL51609,0,0,0,0,0,0,0,0,0,0,0,0
SAL51610,0,0,0,53,88,142,3,9,13,57,99,154
SAL51611,0,0,0,0,8,13,0,0,0,0,8,11
SAL51612,0,0,0,15,21,34,0,0,0,15,21,34
SAL51613,0,0,0,0,0,0,0,0,0,0,0,0
SAL51614,0,0,0,4,0,3,0,0,0,4,0,3
SAL51615,0,0,0,0,0,0,0,0,0,0,0,0
SAL51616,0,0,0,0,0,5,0,0,0,0,0,5
SAL51617,0,3,3,51,72,119,0,0,3,50,71,125
SAL51618,0,0,0,100,25,122,97,24,113,191,42,236
SAL51619,0,0,0,0,0,0,0,0,0,0,0,0
SAL51620,0,0,0,3,0,4,0,0,0,3,0,4
SAL51621,0,0,0,0,0,0,0,0,0,0,0,0
SAL51622,0,0,0,0,0,0,0,0,0,0,0,0
SAL51623,0,0,0,0,0,0,0,0,0,0,0,0
SAL51624,0,0,0,0,0,0,0,0,0,0,0,0
SAL51625,0,0,0,0,0,0,0,0,0,0,0,3
SAL51626,0,0,0,0,0,0,0,0,0,0,0,0
SAL51627,0,0,0,0,0,0,0,0,0,0,0,0
SAL51628,0,0,0,0,0,0,0,0,0,0,0,0
SAL51629,0,0,0,13,18,32,5,0,4,20,20,36
SAL51630,0,0,0,0,0,0,0,0,0,0,0,0
SAL51631,0,0,0,0,0,0,0,0,0,0,0,0
SAL51632,0,0,0,12,13,24,0,0,0,12,13,24
SAL51633,0,0,0,0,0,0,0,0,0,0,0,0
SAL51634,0,0,0,0,0,0,0,0,0,0,0,0
SAL51635,0,0,0,0,0,0,0,0,0,0,0,4
SAL51636,0,0,0,0,0,0,0,0,0,0,0,0
SAL51637,0,0,0,10,5,19,0,0,0,13,10,24
SAL51638,0,0,0,40,77,119,0,0,0,40,77,119
SAL51639,0,0,0,0,0,0,0,0,0,0,0,0
SAL51640,0,0,0,0,0,0,0,0,0,0,0,0
SAL51641,0,0,0,0,0,0,0,0,0,0,0,0
SAL51642,0,0,0,0,0,0,0,0,0,0,0,0
SAL51643,0,0,0,0,0,0,0,0,0,0,0,0
SAL51644,0,0,0,0,0,0,0,0,0,0,0,0
SAL51645,0,0,0,4,4,7,0,0,0,4,4,7
SAL51646,589,0,589,1249,0,1249,0,0,0,1840,0,1840
SAL51647,0,0,0,0,0,0,0,0,0,0,0,0
SAL51648,0,0,0,0,0,0,0,0,0,0,0,0
SAL51649,0,0,0,0,0,0,0,0,0,0,0,0
SAL51650,0,0,0,0,0,0,0,0,0,0,0,0
SAL51651,0,0,0,0,0,0,0,0,0,0,0,0
SAL51652,0,0,0,0,0,0,0,0,0,0,0,0
SAL51653,0,0,0,0,0,0,0,0,0,0,0,0
SAL51654,0,0,0,0,6,4,0,0,3,0,7,8
SAL51655,0,0,0,0,0,0,0,0,0,0,0,0
SAL51656,0,0,3,16,0,16,28,8,34,49,11,58
SAL51657,0,0,0,0,0,0,0,0,0,0,0,0
SAL51658,0,0,0,0,0,0,0,0,0,0,0,0
SAL51659,0,0,0,0,0,0,0,0,0,0,0,0
SAL51660,0,6,6,40,96,132,0,0,0,40,93,137
SAL51661,0,0,0,0,0,0,0,0,0,0,0,0
SAL51662,4,0,4,62,11,66,101,15,121,160,27,193
SAL51663,0,0,0,0,0,0,0,0,0,0,0,0
SAL51664,0,0,0,0,0,8,4,0,3,4,9,7
SAL51665,0,0,0,3,3,8,0,0,0,3,3,8
SAL51666,0,0,0,0,0,0,0,0,0,0,0,0
SAL51667,0,0,0,49,79,128,3,12,10,50,89,143
SAL51668,0,0,0,0,0,0,0,0,0,0,0,0
SAL51669,0,0,0,0,0,0,0,0,0,0,0,0
SAL51670,0,0,0,0,0,0,0,0,0,0,0,0
SAL51671,0,0,0,0,0,0,0,0,0,0,0,0
SAL51672,0,0,0,0,3,7,0,0,0,0,3,3
SAL51673,0,0,0,0,0,0,0,0,0,0,0,0
SAL51674,0,0,0,0,0,0,0,0,0,0,0,0
SAL51675,0,0,0,0,0,0,0,0,0,0,0,0
SAL51676,0,0,0,0,0,0,0,0,0,0,0,0
SAL51677,0,0,0,0,0,0,0,0,0,0,0,0
SAL51678,0,0,0,0,0,0,0,0,0,0,0,0
SAL51679,0,0,0,0,0,0,0,0,0,0,0,0
SAL51680,0,0,0,0,0,0,0,0,0,0,0,6
SAL51681,0,0,0,0,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,0,0,0,0,0,0,0,0
SAL51683,0,0,0,0,0,0,0,0,0,0,0,0
SAL51684,0,0,0,0,0,0,0,0,0,0,0,0
SAL51685,0,0,0,0,0,0,0,0,0,0,0,0
SAL51686,0,0,0,0,0,0,0,0,0,0,0,0
SAL51687,0,0,0,0,0,0,0,0,0,0,0,0
SAL51688,0,0,0,59,157,216,0,0,0,62,157,222
SAL51689,0,0,0,0,0,0,0,0,0,0,0,0
SAL51690,0,0,0,16,32,44,0,0,4,14,33,50
SAL51691,0,0,0,0,0,0,0,0,0,0,0,0
SAL51692,0,0,0,0,0,0,0,0,0,0,0,0
SAL51693,0,0,0,0,0,0,0,0,0,0,0,0
SAL51694,0,0,0,0,0,0,0,0,0,0,0,0
SAL51695,0,0,0,0,0,4,0,0,0,0,0,4
SAL51696,0,0,0,0,0,0,0,0,0,0,0,0
SAL51697,0,0,0,0,0,0,0,0,0,0,0,0
SAL51698,0,0,0,0,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0,0,0,0,0
SAL59494,0,0,0,0,0,0,0,0,0,0,0,0
SAL59797,0,0,0,0,0,0,0,0,0,0,0,0
