SAL_CODE_2021,Indigenous_Aboriginal_M,Indigenous_Aboriginal_F,Indigenous_Aboriginal_P,Indigenous_Torres_Strait_Is_M,Indigenous_Torres_Strait_Is_F,Indigenous_Torres_Strait_Is_P,Indig_Bth_Abor_Torr_Strt_Is_M,Indig_Bth_Abor_Torr_Strt_Is_F,Indig_Bth_Abor_Torr_Strt_Is_P,Indigenous_TotM,Indigenous_TotF,Indigenous_TotP,Non_Indig_M,Non_Indig_F,Non_Indig_P,Indigenous_status_nsM,Indigenous_status_nsF,Indigenous_status_nsP,Tot_M,Tot_F,Tot_P
SAL51104,0,3,3,0,0,0,0,0,0,0,3,3,50,37,87,0,0,3,57,38,92
SAL51105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6
SAL51106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
SAL51107,0,0,0,0,0,0,0,0,0,0,0,0,24,17,39,13,8,18,29,26,57
SAL51108,0,0,0,0,0,0,0,0,0,0,0,0,11,4,17,0,0,0,11,9,15
SAL51109,9,4,6,0,0,0,0,0,0,9,4,6,72,61,135,9,7,13,87,72,159
SAL51110,0,0,0,0,0,0,0,0,0,0,0,0,61,53,110,0,0,3,57,57,112
SAL51111,306,285,590,15,12,30,15,8,17,338,306,646,2583,1842,4428,958,426,1388,3875,2583,6456
SAL51112,8,10,21,0,0,0,0,0,0,8,10,21,3,6,14,10,6,16,31,16,43
SAL51113,210,239,454,7,6,14,22,17,36,243,264,509,1951,1775,3729,365,332,696,2556,2378,4938
SAL51114,9,3,12,0,0,0,0,0,0,9,3,12,120,105,224,8,4,17,134,117,248
SAL51115,0,0,0,0,0,0,0,0,0,0,0,0,30,27,56,3,0,5,34,30,61
SAL51116,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,4,8,7
SAL51117,0,0,0,0,0,0,0,0,0,0,0,0,13,14,21,0,0,0,13,14,21
SAL51118,0,5,3,0,0,0,0,0,0,0,5,3,39,38,75,0,0,0,37,42,80
SAL51119,0,0,0,0,0,0,0,0,0,0,0,0,45,35,81,11,3,16,58,40,99
SAL51120,0,0,0,0,0,0,0,0,0,0,0,0,24,21,43,4,4,4,27,23,48
SAL51121,0,0,0,0,0,0,0,0,0,0,0,0,10,11,22,0,0,0,10,11,22
SAL51122,81,125,208,0,0,6,4,10,10,85,138,222,5739,5992,11735,414,410,820,6237,6540,12779
SAL51123,0,0,0,0,0,0,0,0,0,0,0,0,24,22,50,8,7,10,32,31,59
SAL51124,50,51,106,0,0,0,0,6,0,55,56,110,3787,3921,7708,102,78,182,3944,4061,8002
SAL51125,0,0,0,0,0,0,0,0,0,0,0,0,44,39,81,4,3,3,46,42,89
SAL51126,0,0,0,0,0,0,0,0,0,0,0,0,11,19,29,0,0,0,11,19,29
SAL51127,47,37,90,0,0,0,0,4,4,53,44,96,203,165,369,50,46,101,301,258,562
SAL51128,0,0,0,0,0,0,0,0,0,0,0,0,12,14,30,9,8,15,31,22,49
SAL51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51130,10,7,18,0,0,0,0,0,0,10,12,22,1731,1818,3552,59,55,120,1805,1883,3689
SAL51131,0,0,0,0,0,0,0,0,0,0,0,0,5,7,14,0,0,4,5,8,17
SAL51132,4,4,3,0,0,0,0,0,0,4,4,3,143,155,301,8,4,18,153,166,323
SAL51133,0,0,0,0,0,0,0,0,0,0,0,0,9,10,16,0,0,0,7,10,20
SAL51134,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,3,3,3,10,4,14
SAL51135,16,18,33,0,0,0,0,0,0,16,18,33,1746,1824,3561,79,63,140,1832,1905,3741
SAL51136,5,7,15,0,0,0,0,0,0,5,7,15,386,407,790,29,36,62,416,449,863
SAL51137,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5
SAL51138,31,18,47,0,0,0,0,0,0,33,18,48,1747,1967,3712,102,84,183,1874,2073,3947
SAL51139,4,0,4,0,0,0,0,0,0,4,0,4,79,62,147,19,8,26,100,73,174
SAL51140,0,0,0,0,0,0,0,0,0,0,0,0,34,34,64,8,6,7,36,32,75
SAL51141,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,0,0,0,17,14,30
SAL51142,0,0,0,0,0,0,0,0,0,0,0,0,29,26,62,17,8,22,45,34,84
SAL51143,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,0,0,6,9,9,24
SAL51144,0,6,6,0,0,0,0,0,0,0,6,6,621,654,1274,13,11,26,634,668,1299
SAL51145,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,9,6,23
SAL51146,0,0,0,0,0,0,0,0,0,0,0,0,16,12,25,3,0,7,16,10,29
SAL51147,32,39,73,5,0,5,0,0,0,36,38,76,4542,4683,9224,187,137,321,4766,4859,9623
SAL51148,3,5,4,0,0,0,0,0,0,3,5,4,164,132,299,47,36,83,212,167,377
SAL51149,0,0,0,0,0,0,0,0,0,0,0,0,12,9,23,0,0,0,15,9,26
SAL51150,0,5,0,0,0,0,0,0,0,0,5,0,67,51,118,14,9,18,74,62,138
SAL51151,0,0,0,0,0,0,0,0,0,0,0,0,11,12,19,0,3,3,15,10,26
SAL51152,0,0,0,0,0,0,0,0,0,0,0,0,50,53,107,0,0,6,52,55,108
SAL51153,4,0,4,0,0,0,0,0,0,4,0,4,75,66,139,15,19,37,91,85,177
SAL51154,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,4,5,10
SAL51155,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,9,4,11
SAL51156,10,9,18,0,0,0,0,0,0,12,9,22,394,381,776,28,13,47,432,405,840
SAL51157,269,278,549,0,0,6,5,5,8,273,288,557,2625,2812,5441,353,327,679,3254,3424,6679
SAL51158,42,45,87,0,0,0,0,0,0,43,45,85,319,315,636,58,48,109,420,407,830
SAL51159,14,6,20,0,0,3,0,0,0,13,8,28,667,554,1221,109,62,176,791,624,1420
SAL51160,0,3,3,0,0,0,0,0,0,0,3,3,117,113,232,24,29,57,147,146,288
SAL51161,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,6,4,10
SAL51162,0,0,0,0,0,0,0,0,0,0,0,0,93,85,176,8,7,12,100,93,189
SAL51163,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,4,5,11
SAL51164,0,0,0,0,0,0,0,0,0,0,0,0,14,16,32,4,0,9,20,16,39
SAL51165,93,62,149,3,0,7,0,0,0,102,57,160,454,89,540,391,72,460,943,218,1159
SAL51166,0,0,0,0,0,0,0,0,0,0,0,0,11,14,23,5,5,7,15,16,32
SAL51167,80,67,148,0,0,0,0,0,3,83,70,152,382,389,769,82,80,159,549,536,1083
SAL51168,8,9,11,0,0,0,0,0,0,8,9,11,53,54,109,17,16,33,77,79,152
SAL51169,0,3,3,0,0,0,0,0,0,0,3,3,4,7,15,3,5,4,13,12,22
SAL51170,5,0,3,0,0,0,0,0,0,5,0,3,80,85,165,15,6,15,93,93,183
SAL51171,0,0,3,0,0,0,0,0,0,0,0,3,138,107,242,4,9,17,145,116,260
SAL51172,3,4,9,0,0,0,0,0,0,3,4,9,216,224,437,6,8,9,225,235,460
SAL51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51174,21,18,42,0,0,0,0,0,0,18,18,46,1354,1329,2683,47,24,71,1424,1378,2803
SAL51175,0,6,11,0,0,0,0,0,0,0,6,11,475,469,939,37,33,63,508,504,1014
SAL51176,32,22,56,0,0,0,0,0,0,32,22,56,3900,3901,7802,160,110,265,4093,4039,8125
SAL51177,0,0,0,0,0,0,0,0,0,0,0,0,25,23,49,7,9,10,30,28,56
SAL51178,0,0,0,0,0,0,0,0,0,0,0,0,17,16,34,3,6,6,19,26,47
SAL51179,4,3,3,0,0,0,0,0,0,4,3,3,136,144,274,13,0,17,147,150,296
SAL51180,6,6,13,0,0,0,0,0,0,6,6,13,44,47,90,9,0,12,60,54,114
SAL51181,52,69,121,0,0,0,0,0,0,52,69,121,284,264,552,81,75,161,413,413,829
SAL51182,0,0,6,0,0,0,0,0,0,0,0,6,0,3,7,10,9,11,12,14,27
SAL51183,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,4,4,12
SAL51184,75,65,147,0,0,0,0,0,0,75,67,149,860,931,1783,55,52,105,987,1046,2035
SAL51185,14,0,16,0,0,0,0,0,0,14,0,21,371,285,654,36,24,54,420,310,726
SAL51186,0,0,0,0,0,0,0,0,0,0,0,0,15,14,30,0,0,0,15,14,30
SAL51187,0,0,0,0,0,0,0,0,0,0,0,0,11,16,28,0,0,0,11,16,27
SAL51188,36,32,71,0,0,0,0,0,0,36,32,71,32,20,53,21,17,35,88,67,158
SAL51189,104,107,217,0,0,0,5,5,9,111,114,232,2009,1977,3989,168,141,313,2290,2241,4535
SAL51190,19,23,45,0,0,0,0,0,0,21,23,46,2028,2108,4137,154,128,285,2202,2260,4463
SAL51191,0,0,0,0,0,0,0,0,0,0,0,0,78,72,150,13,5,17,92,74,163
SAL51192,51,41,91,3,5,10,0,0,0,49,43,94,4112,4204,8314,132,82,216,4295,4333,8626
SAL51193,5,3,8,0,0,0,0,0,0,5,3,8,67,61,131,7,9,13,81,69,145
SAL51194,0,0,0,0,0,0,0,0,0,0,0,0,44,38,78,5,10,14,47,43,90
SAL51195,0,0,0,0,0,0,0,0,0,0,0,0,6,13,21,0,0,0,6,12,18
SAL51196,0,0,0,0,0,0,0,0,0,0,0,0,29,17,51,0,0,3,30,17,50
SAL51197,47,46,91,0,0,0,4,8,10,49,58,105,3335,3871,7209,133,143,275,3517,4069,7585
SAL51198,21,20,38,0,0,0,5,4,7,21,25,53,328,288,613,6,14,20,360,328,685
SAL51199,0,0,0,0,0,0,0,0,0,0,0,0,12,5,21,0,0,0,12,10,25
SAL51200,59,85,136,0,0,0,0,0,0,59,85,136,5,7,10,5,11,17,66,99,162
SAL51201,64,41,105,9,0,6,0,0,0,72,45,114,501,423,924,188,98,287,761,567,1324
SAL51202,0,0,0,0,0,0,0,0,0,0,0,0,63,67,133,7,4,10,67,69,141
SAL51203,3,0,3,0,0,0,0,0,0,3,0,3,20,22,39,9,0,8,27,21,47
SAL51204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51205,19,16,39,0,0,0,0,0,0,19,16,39,1153,1164,2317,42,37,75,1218,1212,2432
SAL51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SAL51207,0,0,0,0,0,0,0,0,0,0,0,0,35,21,52,0,0,0,35,21,54
SAL51208,3,6,10,0,0,0,0,0,0,3,6,10,304,274,575,12,11,22,315,283,603
SAL51209,38,38,79,5,0,6,0,0,0,37,41,77,2863,2906,5771,82,73,149,2982,3019,5995
SAL51210,169,177,348,0,3,5,7,0,10,175,188,361,2746,2693,5437,212,176,388,3131,3056,6184
SAL51211,0,5,3,0,0,0,0,0,0,0,5,3,29,23,56,0,12,12,33,33,70
SAL51212,12,17,30,0,0,0,0,0,0,12,17,30,0,0,0,0,0,0,16,17,39
SAL51213,0,0,0,0,0,0,0,0,0,0,0,0,47,35,81,0,0,6,48,35,83
SAL51214,0,0,0,0,0,0,0,0,0,0,0,0,31,23,60,0,0,5,38,28,60
SAL51215,3,0,3,0,0,0,0,0,0,3,0,3,10,6,17,3,5,7,20,12,26
SAL51216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51217,0,0,0,0,0,0,0,0,0,0,0,0,31,35,67,3,4,4,34,36,71
SAL51218,18,15,31,0,0,0,0,0,0,13,15,33,35,18,45,36,10,47,83,36,121
SAL51219,16,25,35,0,0,0,0,0,0,16,25,35,1928,2163,4087,71,50,120,2010,2236,4244
SAL51220,8,4,6,0,0,0,0,0,0,8,4,6,0,3,0,0,0,0,7,3,15
SAL51221,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,5,7,9,12,10,18
SAL51222,89,105,191,6,0,13,7,5,13,108,111,216,784,692,1473,195,173,368,1083,971,2050
SAL51223,3,8,11,0,0,0,3,0,3,3,8,13,437,455,891,19,7,26,465,470,929
SAL51224,4,4,8,0,6,6,0,0,0,4,5,12,393,395,783,30,37,70,425,431,861
SAL51225,0,27,28,0,0,0,0,0,0,0,25,28,654,853,1512,25,30,58,684,912,1597
SAL51226,3,0,4,0,0,0,0,0,0,3,0,4,224,254,482,13,18,31,243,277,518
SAL51227,7,8,12,0,0,0,0,0,0,7,8,12,86,90,179,41,25,66,136,127,259
SAL51228,0,0,0,0,0,0,0,0,0,0,0,0,23,19,37,3,6,11,21,22,46
SAL51229,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,14,6,14
SAL51230,63,70,141,0,0,0,4,4,4,69,74,150,6373,5600,11974,937,616,1552,7383,6289,13670
SAL51231,0,0,0,0,0,0,0,0,0,0,0,0,14,7,20,0,7,6,17,13,25
SAL51232,0,3,10,0,0,0,0,0,0,0,3,10,70,64,130,6,8,22,82,83,161
SAL51233,0,0,0,0,0,0,0,0,0,0,0,0,14,4,19,0,0,0,14,10,20
SAL51234,73,73,143,0,0,0,0,0,0,76,66,144,7122,7448,14567,195,116,316,7394,7635,15029
SAL51235,3,3,5,0,0,0,0,0,0,3,3,5,25,23,45,0,0,3,29,33,61
SAL51236,49,46,102,5,0,3,3,6,8,50,55,110,1036,982,2019,98,77,175,1183,1122,2305
SAL51237,0,4,3,0,0,0,0,0,0,0,4,3,277,269,547,9,8,22,292,281,579
SAL51238,0,0,0,0,0,0,0,0,0,0,0,0,17,14,35,0,6,4,13,18,31
SAL51239,0,0,0,0,0,0,0,0,0,0,0,0,75,48,122,11,8,17,86,56,141
SAL51240,4,3,5,0,0,0,0,0,0,4,3,5,106,90,204,4,0,10,111,97,214
SAL51241,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42,0,0,6,21,24,49
SAL51242,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,0,0,0,4,6,13
SAL51243,0,0,0,0,0,0,0,0,0,0,0,0,25,25,49,7,6,10,26,30,60
SAL51244,47,54,100,0,0,0,0,0,0,47,54,100,297,274,569,30,29,62,372,348,722
SAL51245,0,0,0,0,0,0,0,0,0,0,0,0,110,87,196,23,23,40,127,109,231
SAL51246,0,0,0,0,0,0,0,0,0,0,0,4,36,27,62,5,3,5,45,27,74
SAL51247,102,94,193,4,0,3,0,0,0,108,90,196,2096,2279,4370,182,165,345,2377,2540,4914
SAL51248,18,16,31,0,0,0,0,0,0,18,16,31,442,441,881,64,58,126,528,516,1042
SAL51249,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,0,0,0,11,6,19
SAL51250,0,0,0,0,0,0,0,0,0,0,0,0,48,37,86,4,0,7,55,41,97
SAL51251,13,12,28,0,0,0,0,0,0,13,12,28,14,8,19,6,0,7,26,23,49
SAL51252,0,8,11,0,0,0,0,0,0,0,8,11,48,37,85,19,16,33,71,59,129
SAL51253,28,26,55,0,0,0,0,0,0,28,26,55,109,24,135,72,8,82,214,58,273
SAL51254,0,0,4,0,0,0,0,0,0,0,0,4,107,102,215,14,14,34,128,122,249
SAL51255,3,0,10,0,0,0,0,0,0,3,0,10,100,82,178,11,7,18,111,91,208
SAL51256,5,10,13,0,0,0,0,0,0,5,10,13,165,144,309,9,7,15,179,155,342
SAL51257,0,4,7,0,0,0,0,0,0,0,4,7,57,65,121,3,0,3,65,65,133
SAL51258,19,30,48,0,0,0,0,0,0,19,30,48,599,611,1213,104,87,192,724,728,1452
SAL51259,141,128,275,11,3,19,8,6,13,162,137,301,1699,1593,3294,257,235,486,2118,1965,4081
SAL51260,192,197,387,5,4,5,0,0,5,196,198,395,6075,6350,12427,394,261,657,6671,6813,13477
SAL51261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51262,0,3,8,0,0,0,0,0,0,0,3,8,124,100,217,28,13,42,152,120,268
SAL51263,0,0,0,0,0,0,0,0,0,0,0,0,59,60,120,7,3,10,69,58,125
SAL51264,0,0,0,0,0,0,0,0,0,0,0,0,92,87,185,12,12,16,106,94,205
SAL51265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL51266,0,0,0,0,0,0,0,0,0,0,0,0,9,11,25,0,0,0,9,11,25
SAL51267,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,0,10,7,10,13
SAL51268,30,32,64,0,0,0,0,0,0,30,32,64,187,228,408,76,73,149,291,330,619
SAL51269,4,0,4,0,0,0,0,0,0,4,0,4,25,32,57,4,9,10,35,36,72
SAL51270,0,0,0,0,0,0,0,0,0,0,0,0,219,185,409,3,3,8,229,191,420
SAL51271,75,74,148,0,3,3,0,8,9,80,84,163,3407,3342,6750,193,159,352,3679,3587,7268
SAL51272,0,0,0,0,0,0,0,0,0,0,0,0,31,38,71,5,3,12,36,40,79
SAL51273,0,0,0,0,0,0,0,0,0,0,0,0,15,11,27,0,0,0,15,11,32
SAL51274,0,0,0,0,0,0,0,0,0,0,0,0,12,8,18,0,0,3,12,10,22
SAL51275,3,3,9,0,0,0,0,0,0,3,3,10,708,695,1404,43,35,79,749,736,1488
SAL51276,0,0,0,0,0,0,0,0,0,0,0,0,23,21,40,0,0,5,24,17,43
SAL51277,0,0,0,0,0,0,0,0,0,0,0,0,72,74,147,16,11,19,87,81,172
SAL51278,99,92,200,0,0,0,4,6,9,110,94,205,4062,4151,8208,254,198,443,4418,4444,8861
SAL51279,8,6,14,0,0,0,0,0,0,8,6,14,83,76,163,9,12,23,98,99,201
SAL51280,192,225,415,0,0,0,0,0,0,192,225,413,550,565,1115,177,167,341,909,959,1871
SAL51281,8,9,21,0,0,0,0,0,0,8,12,19,254,265,519,26,17,40,285,293,580
SAL51282,38,32,74,0,0,0,0,0,0,42,34,76,1098,1180,2283,61,63,130,1199,1281,2483
SAL51283,0,0,4,0,0,0,0,0,0,0,0,4,13,13,25,0,9,8,15,21,33
SAL51284,0,0,0,0,0,0,0,0,0,0,0,0,18,8,30,0,0,0,18,14,32
SAL51285,0,0,0,0,0,0,0,0,0,0,0,0,37,38,79,0,7,0,41,41,85
SAL51286,0,0,0,0,0,0,0,0,0,0,0,0,15,9,25,13,8,17,28,15,48
SAL51287,83,75,163,0,5,4,4,0,4,87,85,169,2235,2282,4513,184,160,345,2507,2523,5030
SAL51288,0,0,0,0,0,0,0,0,0,0,0,0,54,29,82,12,3,15,60,40,98
SAL51289,0,0,0,0,4,4,0,0,0,0,4,4,95,85,180,16,5,25,114,93,208
SAL51290,0,0,0,0,0,0,0,0,0,0,0,0,26,21,48,6,0,8,33,25,58
SAL51291,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4
SAL51292,0,0,0,0,0,0,0,0,0,0,0,0,13,9,25,0,0,0,13,9,25
SAL51293,0,0,0,0,0,0,3,0,3,3,0,3,131,142,270,3,4,5,137,137,280
SAL51294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51296,47,45,88,0,0,0,0,0,0,47,45,88,2021,2270,4291,130,112,239,2201,2428,4623
SAL51297,0,0,0,0,0,0,0,0,0,0,0,0,54,47,97,3,4,11,54,54,110
SAL51298,14,16,30,0,0,0,0,0,0,19,15,38,2934,2992,5924,62,54,122,3016,3062,6078
SAL51299,113,132,243,0,4,10,3,0,0,120,137,255,5149,4883,10029,345,267,611,5614,5282,10897
SAL51300,6,13,14,0,0,0,0,0,0,6,13,14,331,312,646,22,16,34,360,337,696
SAL51301,129,134,267,4,10,18,7,7,14,147,150,297,6781,7295,14074,526,410,939,7450,7857,15312
SAL51302,43,41,82,0,0,0,0,0,4,44,44,85,21,10,35,30,6,35,96,60,150
SAL51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL51304,0,4,4,0,0,0,0,0,0,0,4,4,48,31,83,3,4,11,54,40,92
SAL51305,424,275,701,0,4,4,14,3,12,438,282,717,114,95,211,26,23,48,581,397,975
SAL51306,53,59,110,0,0,0,3,3,4,56,59,123,188,197,386,60,50,104,304,304,606
SAL51307,8,6,17,0,0,0,0,0,0,8,6,17,454,419,873,29,12,49,497,442,938
SAL51308,24,25,53,0,0,0,0,0,6,25,33,56,3313,3273,6583,120,88,214,3462,3390,6848
SAL51309,0,3,3,0,0,0,0,0,0,0,3,3,96,101,198,10,11,18,107,113,216
SAL51310,5,0,5,0,0,0,0,0,0,5,0,5,80,84,158,3,16,19,86,98,188
SAL51311,0,0,0,0,0,0,0,0,0,0,0,0,13,13,24,0,0,0,14,13,23
SAL51312,3,3,10,0,0,0,0,0,0,3,3,10,1655,1889,3547,35,49,88,1695,1945,3638
SAL51313,0,0,0,0,0,0,0,0,0,0,0,0,82,21,109,74,16,87,155,38,197
SAL51314,0,0,0,0,0,0,0,0,0,0,0,0,83,65,149,11,6,13,91,71,166
SAL51315,0,0,0,0,0,0,0,0,0,0,0,0,42,42,79,0,0,0,42,43,82
SAL51316,7,4,6,0,0,0,0,0,0,7,4,6,114,100,213,14,6,23,124,111,238
SAL51317,0,0,0,0,0,0,0,0,0,0,0,0,25,27,51,0,0,6,26,27,56
SAL51318,0,0,0,0,0,0,0,0,0,0,0,0,35,36,75,4,4,7,38,38,79
SAL51319,79,60,136,3,6,11,10,8,14,87,66,152,3565,3616,7181,196,137,334,3844,3823,7662
SAL51320,0,3,3,0,0,0,0,0,0,0,3,3,66,69,135,0,8,9,69,74,146
SAL51321,36,5,40,0,0,0,0,0,0,40,5,46,1444,1362,2806,35,35,67,1519,1398,2913
SAL51322,9,5,15,0,0,0,0,0,0,9,5,15,891,914,1809,34,25,56,939,942,1881
SAL51323,7,15,23,0,0,0,0,0,0,7,15,23,476,477,957,23,25,43,508,514,1022
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
SAL51326,0,0,0,0,0,0,0,0,0,0,0,0,40,29,72,24,7,34,70,37,109
SAL51327,6,0,10,0,0,0,0,0,0,6,0,10,47,41,86,10,9,14,62,50,110
SAL51328,6,4,11,0,0,0,0,0,0,6,4,11,488,460,948,22,21,43,514,489,1001
SAL51329,0,0,0,0,0,0,0,0,0,0,0,0,49,37,86,5,8,9,52,44,96
SAL51330,85,77,161,5,0,4,0,0,0,91,78,167,7909,8501,16406,571,459,1029,8566,9041,17605
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0
SAL51332,0,0,0,0,0,0,0,0,0,0,0,0,222,230,453,42,38,79,268,263,529
SAL51333,0,0,0,0,0,0,0,0,0,0,0,0,25,15,39,4,0,4,24,22,46
SAL51334,0,0,0,0,0,0,0,0,0,0,0,0,31,23,56,3,0,4,37,30,68
SAL51335,0,0,3,0,0,0,0,0,0,0,0,3,50,31,81,0,0,8,52,32,89
SAL51336,0,0,0,0,0,0,0,0,0,0,0,0,48,33,87,21,7,19,68,45,107
SAL51337,131,123,252,4,0,3,4,0,4,140,129,265,5845,5926,11773,288,149,434,6273,6198,12474
SAL51338,4,4,12,0,0,0,0,0,0,4,4,12,74,80,156,0,9,11,82,90,177
SAL51339,87,16,109,0,0,0,0,0,0,91,16,111,1435,1138,2578,105,74,176,1634,1231,2863
SAL51340,231,229,459,0,0,0,4,0,10,235,234,470,5112,5193,10302,354,283,638,5693,5706,11408
SAL51341,0,0,8,0,0,0,0,0,0,0,0,8,31,30,58,23,26,48,52,59,114
SAL51342,3,0,7,0,0,0,0,0,0,3,0,7,312,342,647,31,29,56,351,369,715
SAL51343,0,0,3,0,0,0,0,0,0,0,0,3,4,8,13,0,0,0,9,12,14
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,8,10,18,0,0,0,0,0,0,8,10,18,2256,2425,4685,52,39,91,2325,2469,4795
SAL51346,18,17,33,0,5,5,0,0,0,18,17,33,2092,2351,4450,82,77,156,2193,2443,4638
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,40,29,68,4,4,14,0,0,0,40,42,85,1970,2077,4045,141,104,246,2157,2219,4368
SAL51349,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,5,3,0,9
SAL51350,5,0,0,0,0,0,0,0,0,5,0,0,23,34,55,0,3,3,26,37,60
SAL51351,17,9,30,0,0,0,0,0,0,18,9,30,670,677,1355,39,30,68,732,723,1451
SAL51352,26,43,75,0,0,0,0,0,0,26,45,74,1435,1530,2960,41,28,63,1502,1600,3100
SAL51353,32,37,63,0,0,0,0,0,0,32,37,64,333,321,652,30,22,48,388,376,765
SAL51354,53,43,94,0,0,0,0,0,0,51,43,95,1845,1935,3785,88,57,147,1986,2038,4021
SAL51355,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,12,0,12,35,0,35
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,0,0,0,0,0,0,0,0,0,0,0,29,21,48,3,5,7,27,25,59
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,103,86,190,4,0,3,3,5,8,108,91,202,1901,1716,3616,195,148,339,2206,1959,4165
SAL51360,30,25,50,0,0,0,0,0,0,32,25,53,3679,3871,7545,118,86,203,3821,3975,7795
SAL51361,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,7,10,20
SAL51362,230,85,315,0,5,4,10,0,10,244,90,333,489,427,918,153,105,252,884,621,1506
SAL51363,86,87,174,4,0,0,0,3,4,89,92,182,3919,4293,8215,215,194,407,4226,4582,8810
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0,13,16,25,3,5,8,12,14,30
SAL51365,74,88,160,0,0,0,0,0,0,74,88,160,313,259,576,91,83,174,476,429,909
SAL51366,0,0,0,0,0,0,0,0,0,0,0,0,7,6,20,0,0,0,7,6,20
SAL51367,0,0,0,0,0,0,0,0,0,0,0,0,24,22,43,0,0,5,26,22,47
SAL51368,22,21,48,0,0,0,0,0,0,22,21,48,1574,1624,3202,80,75,158,1674,1724,3398
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,10,6,10
SAL51370,0,0,0,0,0,0,0,0,0,0,0,0,65,44,108,4,7,10,71,49,116
SAL51371,55,32,85,0,0,0,0,0,5,56,33,92,1783,1812,3590,55,48,99,1893,1887,3781
SAL51372,1055,1133,2190,66,49,113,75,81,153,1190,1266,2454,3693,3303,6993,919,681,1594,5801,5249,11046
SAL51373,230,230,462,7,4,11,11,3,11,244,249,487,1862,1766,3630,172,129,303,2274,2140,4416
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0,12,5,14,0,0,3,13,7,20
SAL51375,0,0,0,0,0,0,0,0,0,0,0,0,38,36,81,6,6,8,46,43,85
SAL51376,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,4,3,4,7,9,18
SAL51377,114,113,227,7,0,3,0,0,8,122,115,233,2670,2648,5324,154,128,277,2946,2886,5831
SAL51378,0,0,0,0,0,0,0,0,0,0,0,0,12,12,22,4,3,5,19,12,23
SAL51379,22,17,43,0,0,0,0,0,0,22,17,43,11,16,27,0,4,3,36,33,73
SAL51380,0,0,0,0,0,0,0,0,0,0,0,0,18,18,43,0,0,0,18,18,43
