SAL_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
SAL50940,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,28,0,0,0,14,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20,0,0,0,8,12,20,0,0,0,5,0,9,0,0,0,0,0,11
SAL50941,0,27,10,38,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,102,110,207,0,0,0,104,108,215,3,0,3,8,11,23,0,0,0,13,11,26,0,0,0,83,73,154,0,0,3,80,80,159,0,0,0,33,34,71,0,0,0,36,34,71
SAL50942,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,24,0,0,0,14,9,24,0,0,0,4,5,9,0,0,0,3,5,8,0,0,0,6,5,12,0,0,0,9,5,10,0,0,0,6,8,17,0,0,0,6,8,17
SAL50943,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,8,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,0,0,0,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0
SAL50944,3,317,176,490,4,3,4,17,22,42,0,0,0,19,29,45,60,85,144,1112,1063,2169,9,9,15,1178,1150,2329,17,27,42,135,146,287,0,0,0,155,171,327,37,58,95,772,730,1507,4,7,8,819,787,1607,36,36,75,408,411,818,0,0,3,445,450,893
SAL50945,0,21,4,32,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,97,86,180,0,0,3,97,87,186,0,0,0,9,13,21,0,0,0,9,13,21,0,0,0,69,62,133,0,0,3,66,62,129,0,0,0,36,33,66,0,0,0,36,33,66
SAL50946,0,53,34,86,0,0,0,5,7,11,0,0,0,5,7,11,0,3,3,273,306,580,0,7,7,273,315,593,3,0,3,57,74,131,0,0,0,53,74,137,6,0,5,178,210,385,0,7,7,182,210,393,0,0,0,133,169,302,0,0,0,136,169,312
SAL50947,0,628,392,1014,3,8,14,54,58,112,0,0,0,65,64,128,114,119,233,1982,2012,3992,11,19,31,2105,2152,4255,32,45,77,578,629,1204,0,8,8,602,682,1289,45,49,96,1035,1019,2059,11,8,18,1089,1080,2168,83,99,182,1404,1489,2896,5,13,17,1488,1602,3092
SAL50948,0,231,134,369,6,3,11,13,19,30,0,0,0,20,22,42,71,65,135,786,786,1574,8,3,8,862,855,1714,25,18,40,156,137,295,0,3,3,184,156,340,30,25,59,338,339,680,4,0,9,378,371,748,50,50,94,550,538,1092,0,0,7,599,591,1191
SAL50949,0,11,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,72,0,0,0,45,31,73,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,35,24,60,0,0,0,34,26,65,0,0,0,3,11,17,0,0,0,3,11,17
SAL50950,0,267,102,369,0,0,3,6,16,29,0,0,0,13,16,27,61,72,131,626,589,1211,0,0,0,687,658,1338,16,24,39,202,195,396,0,0,0,216,221,433,35,33,57,268,235,509,0,0,0,301,266,566,42,55,95,473,481,952,0,0,0,514,533,1049
SAL50951,0,395,223,619,0,0,0,12,28,42,0,0,0,12,28,42,28,23,50,1071,1122,2197,0,7,3,1106,1152,2253,0,4,4,179,175,354,0,0,0,178,180,358,13,9,24,669,676,1342,0,0,3,681,687,1371,17,14,30,469,504,978,0,0,0,491,518,1007
SAL50952,0,40,19,55,0,0,0,0,7,8,0,0,0,0,7,8,4,4,4,117,103,215,0,0,0,118,102,224,0,0,0,10,12,28,0,0,0,10,12,28,3,0,5,85,69,149,0,0,0,89,70,155,0,3,3,41,41,83,0,0,0,41,47,89
SAL50953,0,49,24,71,0,0,0,0,10,9,0,0,0,0,10,9,4,10,18,199,220,421,0,0,0,204,227,436,0,0,0,14,23,38,0,0,0,20,23,39,4,5,10,156,168,325,0,0,0,160,177,334,0,0,0,54,65,116,0,0,3,52,71,122
SAL50954,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,27,0,0,0,14,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,22,0,0,0,12,11,22,0,0,0,0,4,9,0,0,0,0,4,9
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,0,0,0,5,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,0,0,0,5,10,14,0,0,0,0,4,4,0,0,0,0,4,4
SAL50957,0,128,59,190,0,0,0,7,4,9,0,0,0,7,7,11,3,7,11,390,389,781,4,6,6,397,403,801,0,9,5,50,41,87,0,0,0,48,42,95,5,10,11,286,287,575,4,6,6,290,299,590,5,4,5,131,128,258,0,0,0,132,129,262
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,0,0,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0
SAL50959,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,36,0,0,0,25,16,36,0,0,0,6,3,9,0,0,0,6,3,9,0,0,0,10,10,18,0,0,0,10,10,18,0,0,0,12,10,21,0,0,0,12,10,21
SAL50960,6,888,390,1275,0,0,0,33,72,111,0,0,3,38,71,113,26,18,44,3103,3269,6368,13,14,27,3141,3296,6439,10,9,14,545,569,1115,4,4,5,553,582,1134,20,8,29,2219,2286,4508,14,7,21,2249,2303,4550,12,14,25,1309,1418,2729,7,8,15,1332,1436,2764
SAL50961,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,28,0,0,0,18,9,23,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,17,5,27,0,0,0,17,5,27,3,3,4,0,0,5,0,0,0,3,0,6
SAL50962,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,25,0,0,0,20,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,22,0,0,0,15,11,27,0,0,0,0,0,7,0,0,0,0,0,7
SAL50963,0,18,14,33,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,89,74,163,0,0,0,94,83,173,4,4,6,12,12,23,0,0,0,17,15,27,0,3,6,68,52,118,0,0,0,67,54,126,10,0,11,29,27,52,0,0,0,30,28,64
SAL50964,0,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,65,0,0,0,32,29,65,0,0,0,4,6,12,0,0,0,4,6,12,0,0,0,30,28,58,0,0,0,30,28,58,0,0,0,7,8,15,0,0,0,7,8,15
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,6,8,0,0,0,3,6,8,0,0,0,0,5,9,0,0,0,0,3,9
SAL50966,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,37,0,0,0,17,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,23,0,0,0,13,8,23,0,0,0,9,0,12,0,0,0,9,0,12
SAL50967,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,37,0,0,0,22,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,28,0,0,0,13,13,28,0,0,0,4,6,10,0,0,0,4,6,10
SAL50968,0,8,6,21,0,0,0,0,0,4,0,0,0,0,0,4,0,3,3,28,19,44,0,0,0,28,24,46,0,0,0,9,18,22,0,0,0,11,18,28,0,3,3,16,11,34,0,0,0,16,18,33,0,0,0,14,22,33,0,0,0,14,22,38
SAL50969,4,180,105,281,0,0,4,3,18,22,0,0,0,3,22,22,21,24,53,628,726,1355,4,5,6,654,754,1414,7,0,5,144,175,320,0,0,0,153,176,329,8,16,20,384,454,834,4,3,6,387,475,865,18,12,33,352,423,774,0,0,0,379,431,804
SAL50970,4,513,328,842,0,3,4,37,76,112,0,0,0,38,77,116,109,120,230,3290,3288,6579,15,18,29,3414,3421,6841,22,12,36,305,325,631,0,0,0,330,340,668,85,84,166,2416,2443,4860,13,10,27,2511,2537,5051,40,41,80,986,991,1979,0,4,9,1027,1037,2066
SAL50971,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24,25,4,32,0,0,0,37,17,52,0,0,0,10,3,17,0,0,0,10,3,17,10,14,22,14,5,17,0,0,0,28,13,41,0,0,0,22,3,27,0,0,0,20,3,23
SAL50972,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,29,0,0,0,13,15,29,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,13,12,25,0,0,0,13,12,25,0,0,0,3,7,10,0,0,0,3,7,10
SAL50973,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,72,0,0,4,41,38,75,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,29,25,55,0,0,4,29,28,55,0,0,0,9,11,18,0,0,0,9,11,18
SAL50974,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,45,0,0,0,26,22,46,0,0,0,3,3,7,0,0,0,4,3,10,0,0,0,16,14,28,0,0,0,20,14,31,0,0,0,9,7,17,0,0,0,11,7,20
SAL50975,0,30,15,44,0,0,0,0,4,0,0,0,0,0,5,3,0,3,3,89,91,185,0,0,0,89,95,183,0,0,0,4,13,12,0,0,0,4,13,12,0,0,0,77,74,156,0,0,0,77,75,160,0,0,0,14,24,36,0,0,0,14,21,41
SAL50976,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,53,0,0,0,28,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,42,0,0,0,25,21,42,0,0,0,3,0,9,0,0,0,3,0,9
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,20,0,0,0,14,9,20,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,9,16,0,0,0,8,9,16,0,0,0,6,0,5,0,0,0,6,0,5
SAL50978,0,22,14,43,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,63,65,124,0,0,0,63,65,124,0,0,0,8,9,24,0,0,0,8,9,24,0,0,0,48,43,87,0,0,0,48,46,90,0,0,0,26,27,55,0,0,0,26,27,55
SAL50979,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,0,0,0,7,6,15,0,0,0,0,3,9,0,0,0,0,3,9
SAL50980,0,44,26,76,0,0,0,0,3,5,0,0,0,0,3,5,4,5,9,153,117,269,0,4,4,160,123,278,0,0,0,30,36,69,0,0,0,34,34,70,0,0,5,109,91,200,0,4,4,114,90,203,6,8,6,57,49,105,0,0,0,62,53,113
SAL50981,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,49,0,0,0,24,23,49,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,13,15,35,0,0,0,13,15,35,0,0,0,8,8,17,0,0,0,8,8,17
SAL50982,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,25,26,51,0,0,0,25,26,51,0,0,0,3,4,4,0,0,0,3,4,4,0,3,3,20,21,40,0,0,0,20,20,47,0,0,0,3,4,4,0,0,0,3,4,4
SAL50983,0,15,13,27,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,70,73,144,0,0,0,74,72,146,0,0,0,15,12,22,0,0,0,15,10,21,0,0,3,51,53,102,0,0,0,51,52,105,0,0,0,31,28,55,0,0,0,31,26,54
SAL50984,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,20,0,0,0,9,10,20,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,7,10,19,0,0,0,7,10,19,0,0,0,3,3,6,0,0,0,3,3,6
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21,0,0,0,12,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,0,0,0,9,10,16,0,0,0,6,6,5,0,0,0,6,6,5
SAL50987,0,26,13,39,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,96,83,180,3,3,7,97,92,193,0,0,3,9,7,16,0,0,0,15,3,17,0,0,0,78,74,150,3,3,4,81,77,155,0,0,3,26,19,46,0,0,0,26,20,47
SAL50988,5,166,86,260,0,6,12,3,10,13,0,0,0,5,24,28,95,118,216,550,548,1100,8,6,9,653,673,1333,19,12,31,64,77,143,0,0,3,83,94,180,54,67,121,406,376,777,3,0,11,465,444,913,53,57,109,193,230,415,0,3,6,241,287,525
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,0,0,7,5,5,0,0,0,3,5,6,0,0,0,3,5,6
SAL50991,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,51,0,0,0,26,24,51,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,27,16,46,0,0,0,27,16,46,0,0,0,3,3,5,0,0,0,3,3,5
SAL50992,0,128,37,167,0,0,0,5,5,6,0,0,0,5,5,6,6,3,11,307,316,625,6,3,11,325,321,645,0,3,6,31,29,63,0,0,0,32,39,69,6,3,8,248,249,502,8,3,11,262,255,523,5,8,8,85,85,162,0,0,0,86,87,173
SAL50993,0,32,21,56,0,0,0,0,7,6,0,0,0,0,7,6,13,15,27,115,110,224,0,0,4,128,129,259,6,6,10,22,27,50,0,0,0,34,34,61,7,16,26,84,66,145,0,0,5,95,82,180,7,10,17,47,62,110,0,0,0,54,66,125
SAL50994,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,14,0,0,0,13,8,20,0,0,0,3,4,12,0,0,0,3,4,12,0,0,0,9,7,16,0,0,0,9,6,18,0,0,0,6,11,12,0,0,0,6,11,12
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,0,0,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0
SAL50996,0,140,57,202,0,4,8,3,8,9,0,0,0,5,10,17,35,27,64,358,361,716,0,0,0,394,387,778,3,3,7,46,55,92,0,0,0,47,57,97,22,13,29,251,270,526,0,0,0,270,287,553,15,10,24,140,124,255,0,0,0,150,134,282
SAL50997,0,63,25,85,0,0,0,4,7,11,0,0,0,6,10,14,51,66,116,186,181,369,7,3,8,245,245,495,13,9,18,42,54,95,0,0,0,55,58,111,36,45,82,110,99,207,3,3,11,143,153,293,28,22,44,104,119,221,4,0,4,125,142,272
SAL50998,4,2078,1039,3121,5,3,3,104,156,259,0,0,0,108,159,263,127,147,279,9058,9172,18227,29,23,52,9211,9347,18556,41,36,77,1364,1352,2711,0,3,3,1403,1389,2793,70,60,131,5950,6070,12016,32,22,48,6047,6145,12195,81,95,181,3921,3917,7837,0,9,9,4008,4023,8021
SAL50999,0,3,3,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,15,17,26,0,0,0,15,17,26,0,0,0,3,5,8,0,0,0,3,5,8,0,0,0,11,11,23,0,0,0,11,11,23,0,0,0,6,4,9,0,0,0,6,4,9
SAL51000,0,348,202,551,0,0,0,12,29,40,0,0,0,12,32,43,37,34,79,3294,3680,6974,13,12,25,3346,3729,7078,5,12,21,690,823,1522,0,0,0,702,842,1538,22,26,51,2102,2345,4444,6,10,15,2127,2379,4506,21,21,44,1722,1977,3706,7,3,9,1749,2001,3757
SAL51001,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,29,0,0,0,15,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,26,0,0,0,19,8,26,0,0,0,0,0,0,0,0,0,0,0,0
SAL51002,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,7,275,170,445,0,0,3,15,40,54,0,0,0,16,44,55,50,53,102,984,1018,2004,22,11,35,1059,1082,2137,3,13,17,148,161,312,0,0,3,153,176,331,28,34,64,695,723,1420,16,8,22,738,771,1509,21,25,46,394,409,804,4,7,11,420,439,856
SAL51005,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,4,10,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,10,0,0,0,0,4,10,0,0,0,0,0,3,0,0,0,0,0,3
SAL51006,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,22,22,50,7,4,6,0,0,0,32,24,57,11,10,18,0,0,0,0,0,0,13,10,18,15,9,25,5,4,5,0,0,0,23,12,32,14,15,34,4,0,3,0,0,0,24,18,38
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0
SAL51008,0,127,78,197,0,0,0,10,15,22,0,0,0,10,15,22,6,3,7,2017,2090,4104,7,12,20,2031,2101,4131,0,0,3,314,295,612,0,6,6,317,301,617,6,0,7,1325,1410,2732,3,4,13,1331,1415,2748,0,3,0,913,884,1803,3,5,5,921,894,1810
SAL51009,0,62,37,101,0,0,0,6,8,10,0,0,0,6,8,10,0,6,6,253,297,556,0,0,0,253,301,555,0,0,3,54,63,122,0,0,0,62,68,127,0,4,4,156,173,331,0,0,0,156,177,335,0,4,7,142,176,317,0,0,0,142,177,327
SAL51010,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,64,0,0,0,28,30,64,0,0,0,4,9,7,0,0,0,4,9,7,0,0,0,28,28,56,0,0,0,28,28,56,0,0,0,4,10,16,0,0,0,4,10,16
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,14,0,0,0,13,4,16,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,9,6,8,0,0,0,10,0,8,0,0,0,7,0,9,0,0,0,7,0,9
SAL51013,0,14,7,24,0,0,0,0,5,6,0,0,0,0,5,6,6,3,12,57,60,109,5,5,10,69,67,131,0,0,0,3,8,18,0,0,0,7,8,16,7,0,10,43,47,91,5,5,10,57,51,106,0,0,0,11,20,33,0,0,0,13,20,31
SAL51014,0,13,10,20,0,0,0,0,0,0,0,0,0,0,0,0,193,218,410,4,10,15,0,0,0,198,225,421,11,16,28,3,6,17,0,0,0,21,24,41,163,177,342,7,5,8,0,0,0,168,180,349,10,15,27,12,12,21,0,0,0,21,29,42
SAL51015,0,413,214,621,0,0,0,17,31,48,0,0,0,17,31,48,23,39,63,3312,3489,6797,4,9,7,3340,3529,6872,3,3,4,460,499,963,0,0,0,463,505,971,14,18,32,2211,2396,4602,3,4,7,2221,2416,4641,15,19,29,1300,1377,2676,0,0,4,1319,1396,2709
SAL51016,4,429,232,662,5,0,5,25,30,52,0,0,0,24,30,56,32,31,64,1360,1357,2713,9,6,11,1399,1392,2790,5,0,5,168,171,339,5,0,3,177,176,351,23,22,41,1011,1005,2012,8,9,14,1036,1031,2066,17,9,22,443,463,902,0,0,0,453,472,926
SAL51017,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,28,0,0,0,12,9,22,0,0,0,9,5,5,0,0,0,9,5,5,0,0,0,15,12,20,0,0,0,15,10,22,0,0,0,8,5,9,0,0,0,8,5,9
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
SAL51019,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,19,0,0,0,5,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,0,0,0,5,4,16,0,0,0,0,0,0,0,0,0,0,0,0
SAL51020,0,24,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,8,63,0,0,0,56,6,69,3,0,3,11,4,15,0,0,0,10,4,16,0,0,0,31,4,37,0,0,0,34,5,36,0,0,0,31,11,38,0,0,0,35,11,37
SAL51021,8,613,327,934,0,0,0,32,68,99,0,0,0,30,69,101,26,25,49,4200,4410,8606,12,19,28,4238,4449,8690,18,20,38,910,1029,1938,0,5,4,927,1053,1985,14,14,26,2600,2687,5287,12,12,20,2627,2710,5332,28,37,59,2299,2563,4860,8,6,12,2334,2605,4937
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,28,0,0,0,17,12,28,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,8,16,0,0,0,8,8,16,0,0,0,9,3,9,0,0,0,9,3,9
SAL51024,0,39,17,58,0,0,0,3,8,9,0,0,0,3,8,9,25,20,47,94,91,182,0,5,5,120,111,234,5,0,0,23,20,43,0,0,0,21,21,45,19,14,36,63,52,118,0,0,0,88,67,153,3,7,13,42,54,99,0,0,0,52,59,114
SAL51025,0,103,60,172,0,0,0,11,7,22,0,0,0,11,11,21,7,10,14,362,411,770,0,3,3,367,422,796,0,5,5,65,78,146,0,0,0,66,81,149,0,0,7,223,238,462,0,3,5,230,246,472,9,8,14,185,227,422,0,3,3,195,241,435
SAL51026,0,371,191,568,0,0,0,15,29,51,0,0,0,15,29,51,31,18,50,1226,1251,2473,3,3,10,1257,1278,2534,3,8,10,155,148,300,0,0,5,157,153,312,11,12,23,919,944,1854,3,7,8,931,955,1887,14,8,30,404,401,802,0,6,4,420,419,832
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,5,367,211,575,0,0,0,12,35,49,0,0,0,16,35,45,23,15,45,2904,3148,6045,13,3,10,2934,3168,6105,4,0,4,532,565,1094,0,0,0,538,565,1097,9,4,13,1746,1914,3656,7,3,6,1759,1921,3677,20,10,29,1540,1653,3192,4,0,4,1557,1663,3222
