LGA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
LGA58050,..,110,3270,6186,5385,4804,3351,1565,337,25008,..,590,2236,1434,990,635,257,72,3,6210,..,14,124,309,422,243,110,59,25,1311,16361,..,..,..,..,..,..,..,..,16361,..,3735,..,..,..,..,..,..,..,3735,..,3440,1772,578,278,101,24,0,0,6191,..,517,505,200,155,212,144,87,37,1852,..,235,329,151,102,54,47,16,7,927,..,278,617,321,221,224,133,40,11,1842,..,211,993,929,946,1053,790,409,141,5467,204,228,233,190,134,108,80,42,11,1231,3,8,10,7,8,15,18,4,0,76,16577,9361,10094,10297,8642,7442,4951,2286,568,70214,..,229,4996,6804,5646,4628,2754,1117,166,26343,..,952,2620,1453,1000,570,183,51,4,6834,..,173,1068,1529,1575,874,353,205,106,5887,15234,..,..,..,..,..,..,..,..,15234,..,3741,..,..,..,..,..,..,..,3741,..,2351,1032,223,149,105,27,0,0,3883,..,408,293,85,175,356,435,254,120,2127
LGA58190,..,0,5,4,18,16,6,3,0,54,..,0,10,0,0,7,0,0,0,15,..,0,0,0,0,0,0,0,0,4,31,..,..,..,..,..,..,..,..,31,..,7,..,..,..,..,..,..,..,7,..,6,7,0,0,0,0,0,0,17,..,0,3,0,0,0,0,0,0,8,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,6,0,4,7,4,9,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,24,8,25,34,14,12,3,178,..,0,9,13,14,12,7,5,0,55,..,0,3,7,7,0,0,0,0,16,..,0,0,5,0,0,0,0,0,8,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,4,0,0,9
LGA58260,..,0,13,14,16,16,17,15,0,91,..,0,9,9,7,5,3,0,0,31,..,0,0,4,0,0,0,0,0,3,42,..,..,..,..,..,..,..,..,42,..,5,..,..,..,..,..,..,..,5,..,8,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,4,3,9,17,14,4,0,51,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,18,21,37,35,29,33,20,3,244,..,0,12,15,18,12,21,5,0,90,..,3,7,10,6,0,0,0,0,32,..,0,4,3,3,5,0,0,0,16,43,..,..,..,..,..,..,..,..,43,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,3
LGA58330,..,0,25,76,141,225,228,116,16,823,..,11,24,33,39,35,18,7,0,164,..,0,0,3,7,5,7,0,0,36,292,..,..,..,..,..,..,..,..,292,..,62,..,..,..,..,..,..,..,62,..,72,35,21,13,5,0,0,0,147,..,13,0,0,0,9,9,0,0,33,..,4,7,0,5,3,5,4,0,23,..,0,8,4,13,21,21,6,0,62,..,7,14,18,27,64,84,33,13,267,13,6,6,6,5,4,6,0,0,42,0,0,0,0,0,0,0,0,0,0,302,173,125,171,246,367,376,169,34,1955,..,0,44,100,177,257,214,81,6,875,..,16,38,32,43,40,17,5,0,196,..,3,20,33,32,15,5,3,5,115,265,..,..,..,..,..,..,..,..,265,..,59,..,..,..,..,..,..,..,59,..,43,22,4,5,0,0,0,0,73,..,10,3,0,0,8,7,7,4,53
LGA58400,..,0,8,4,6,16,7,6,0,45,..,0,3,0,0,0,4,3,0,12,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,6,0,0,10,11,17,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,12,9,13,27,28,7,0,128,..,0,3,5,12,8,8,7,0,42,..,3,0,0,0,3,5,0,0,17,..,0,0,4,4,4,0,0,0,9,10,..,..,..,..,..,..,..,..,10,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,4,0,4
LGA58470,..,0,0,8,4,5,0,0,0,16,..,0,0,0,5,5,0,0,0,9,..,0,0,0,0,5,5,0,0,4,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,4,0,0,0,5,0,0,0,15,..,0,0,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,3,..,0,0,0,5,4,0,0,0,10,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,25,5,9,8,18,21,10,0,0,93,..,0,0,4,0,4,0,0,0,15,..,0,6,3,0,6,0,0,0,12,..,0,0,0,0,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4
LGA58510,..,32,907,1452,1014,838,660,281,112,5292,..,161,887,449,254,139,75,22,0,1990,..,0,11,39,77,60,24,9,3,233,2456,..,..,..,..,..,..,..,..,2456,..,533,..,..,..,..,..,..,..,533,..,310,241,78,49,26,4,0,0,714,..,163,129,31,25,32,17,11,6,414,..,98,130,51,20,10,7,3,0,313,..,458,685,183,120,85,50,13,5,1608,..,145,452,435,375,479,399,236,86,2604,32,62,54,34,27,40,25,7,4,294,3,3,8,5,0,3,0,5,0,27,2492,1978,3491,2758,1953,1722,1267,590,217,16471,..,60,1213,1532,1036,783,556,218,51,5449,..,260,942,418,231,126,50,10,0,2047,..,7,73,199,247,178,80,40,38,867,2397,..,..,..,..,..,..,..,..,2397,..,551,..,..,..,..,..,..,..,551,..,211,155,43,18,16,3,0,0,454,..,190,139,36,28,41,68,24,12,536
LGA58540,..,0,13,25,29,38,31,10,3,142,..,0,11,8,5,6,3,0,0,39,..,0,0,0,3,0,0,0,0,6,60,..,..,..,..,..,..,..,..,60,..,0,..,..,..,..,..,..,..,0,..,11,4,5,3,3,0,0,0,19,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,4,3,9,13,8,3,5,48,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,57,21,33,38,49,66,41,17,4,335,..,0,10,30,27,46,19,12,0,147,..,0,13,9,8,6,5,0,0,44,..,0,0,0,0,0,0,0,0,8,53,..,..,..,..,..,..,..,..,53,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4
LGA58570,..,12,615,1409,1165,868,602,279,85,5044,..,145,1121,606,317,245,102,30,3,2570,..,0,10,31,88,52,17,10,16,226,2563,..,..,..,..,..,..,..,..,2563,..,587,..,..,..,..,..,..,..,587,..,275,169,62,61,43,8,0,0,626,..,69,90,33,20,29,17,10,8,268,..,37,119,23,12,13,5,0,0,211,..,401,781,198,72,76,37,12,3,1582,..,91,564,556,419,391,290,125,52,2484,19,42,78,32,33,15,15,3,0,250,0,9,9,9,0,5,5,0,0,32,2590,1668,3555,2957,2188,1739,1102,471,165,16439,..,29,853,1496,1162,842,525,186,33,5129,..,224,1196,476,277,173,58,9,0,2412,..,5,66,212,257,138,42,49,52,824,2428,..,..,..,..,..,..,..,..,2428,..,612,..,..,..,..,..,..,..,612,..,222,131,35,32,38,8,0,0,459,..,84,86,23,11,35,40,18,22,321
LGA58610,..,0,18,42,30,64,76,39,6,271,..,9,26,11,10,21,6,0,0,79,..,0,0,4,4,0,0,0,0,10,137,..,..,..,..,..,..,..,..,137,..,11,..,..,..,..,..,..,..,11,..,22,3,7,6,3,0,0,0,42,..,4,4,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,8,..,3,0,4,0,0,9,0,0,27,..,3,9,10,25,23,25,20,3,131,0,3,0,4,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,142,59,72,81,78,108,112,67,14,735,..,0,21,48,43,67,73,23,0,275,..,11,28,16,16,7,3,0,0,78,..,0,7,9,11,4,3,4,4,55,111,..,..,..,..,..,..,..,..,111,..,23,..,..,..,..,..,..,..,23,..,10,0,3,7,0,0,0,0,20,..,4,0,0,0,5,0,9,0,14
LGA58680,..,0,3,13,24,19,20,10,4,106,..,0,5,3,3,6,0,0,0,14,..,0,0,0,0,0,0,0,0,5,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,10,5,0,3,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,5,0,5,..,4,0,3,6,9,7,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,20,17,21,42,38,35,16,3,215,..,0,7,14,25,20,18,16,0,97,..,4,5,5,5,3,0,0,0,21,..,0,0,0,3,0,0,0,0,4,38,..,..,..,..,..,..,..,..,38,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
LGA58760,..,128,3838,8524,8413,6738,4742,2422,498,35291,..,709,3197,1978,1340,786,287,91,18,8408,..,17,145,401,649,377,165,56,14,1822,22656,..,..,..,..,..,..,..,..,22656,..,5643,..,..,..,..,..,..,..,5643,..,5002,2571,729,384,127,22,0,0,8836,..,622,540,221,194,203,186,97,48,2100,..,282,404,176,134,84,35,13,0,1126,..,356,662,299,229,188,146,52,11,1948,..,280,1017,1116,1218,1102,840,519,189,6280,228,278,296,223,152,120,106,40,14,1441,12,7,27,11,12,15,20,7,0,117,22894,13324,12694,13674,12725,9732,6548,3292,785,95670,..,279,5948,9750,8899,6337,4159,1788,218,37370,..,1155,3761,2027,1391,664,242,69,14,9313,..,227,1420,2170,2230,1185,507,253,116,8112,21512,..,..,..,..,..,..,..,..,21512,..,5915,..,..,..,..,..,..,..,5915,..,3675,1495,299,188,109,14,3,0,5787,..,519,307,132,183,449,513,305,164,2568
LGA58820,..,3,34,89,132,165,174,91,23,710,..,4,39,48,37,28,17,7,0,175,..,0,0,5,13,3,5,0,0,33,314,..,..,..,..,..,..,..,..,314,..,66,..,..,..,..,..,..,..,66,..,100,29,8,6,3,0,0,0,149,..,7,3,0,0,7,5,3,0,22,..,4,3,7,0,4,3,0,0,19,..,0,12,7,5,12,10,4,0,56,..,0,14,24,48,51,54,27,17,236,3,8,6,5,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,317,194,139,193,236,282,279,136,34,1812,..,0,57,127,149,182,170,67,12,762,..,14,57,44,42,35,13,5,0,205,..,0,14,35,30,18,5,6,8,113,327,..,..,..,..,..,..,..,..,327,..,80,..,..,..,..,..,..,..,80,..,53,18,4,7,0,0,0,0,86,..,5,0,0,6,9,11,5,5,37
LGA58890,..,0,9,19,27,42,34,19,6,159,..,0,9,0,7,3,0,0,0,18,..,0,0,0,5,6,0,0,0,10,55,..,..,..,..,..,..,..,..,55,..,5,..,..,..,..,..,..,..,5,..,10,3,9,3,0,0,0,0,22,..,0,0,0,0,0,0,3,0,6,..,0,0,0,0,4,0,0,0,0,..,0,3,0,0,4,0,0,0,7,..,3,0,3,6,14,19,5,4,55,0,3,6,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,55,31,21,32,52,67,54,26,12,346,..,0,14,23,34,37,34,13,4,154,..,3,6,5,8,0,0,0,0,22,..,0,0,0,6,0,0,0,0,8,46,..,..,..,..,..,..,..,..,46,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3
LGA59030,..,0,0,10,7,10,10,10,0,50,..,0,0,4,0,0,0,3,0,12,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,5,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,5,10,14,16,17,21,11,4,104,..,0,3,8,8,15,8,0,0,49,..,5,7,0,0,0,4,0,0,16,..,0,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
LGA59100,..,0,10,14,23,29,17,12,6,108,..,5,12,7,6,6,5,0,0,33,..,0,0,0,0,0,0,0,0,3,52,..,..,..,..,..,..,..,..,52,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,3,0,3,10,15,0,0,40,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,17,31,24,34,50,43,17,4,281,..,0,12,25,16,24,19,13,0,105,..,3,7,8,7,7,0,0,0,32,..,0,3,3,0,0,0,0,0,15,58,..,..,..,..,..,..,..,..,58,..,9,..,..,..,..,..,..,..,9,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4
LGA59170,..,0,14,42,33,35,36,25,3,195,..,5,16,9,6,6,5,3,0,45,..,0,0,3,0,0,0,0,3,0,99,..,..,..,..,..,..,..,..,99,..,10,..,..,..,..,..,..,..,10,..,13,4,0,0,0,0,0,0,18,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,4,0,0,3,0,0,0,0,12,..,0,7,6,4,10,3,7,5,46,4,0,0,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,103,35,43,69,52,61,47,30,10,446,..,0,28,44,29,56,29,15,0,190,..,7,19,10,7,11,0,5,0,48,..,0,0,5,4,0,0,0,0,17,91,..,..,..,..,..,..,..,..,91,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
LGA59250,..,0,0,0,3,0,3,0,0,15,..,0,3,4,8,0,4,0,0,21,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,5,4,0,0,0,0,0,0,7,..,7,0,5,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,7,3,4,0,0,25,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25,16,18,12,18,9,17,3,0,118,..,0,6,4,6,0,5,0,0,15,..,7,4,9,3,5,3,0,0,22,..,0,6,0,5,3,0,0,0,16,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,12
LGA59310,..,0,17,32,32,47,50,22,3,208,..,9,21,8,9,7,6,0,0,57,..,0,3,5,5,5,0,0,0,11,117,..,..,..,..,..,..,..,..,117,..,3,..,..,..,..,..,..,..,3,..,13,8,8,0,3,0,0,0,36,..,3,0,3,0,0,4,0,0,18,..,0,7,0,0,0,0,0,0,10,..,5,4,4,0,0,3,0,0,14,..,8,8,16,20,21,20,15,3,111,0,11,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,113,53,68,69,78,89,87,42,3,603,..,0,20,50,36,48,45,11,0,211,..,11,18,14,4,3,0,0,0,57,..,0,5,12,10,0,3,8,0,43,107,..,..,..,..,..,..,..,..,107,..,8,..,..,..,..,..,..,..,8,..,6,5,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,7
LGA59320,..,0,8,8,17,27,7,5,3,74,..,6,6,8,0,5,4,0,0,28,..,0,0,0,0,0,0,0,0,4,48,..,..,..,..,..,..,..,..,48,..,3,..,..,..,..,..,..,..,3,..,8,4,3,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,3,8,9,7,0,0,29,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,46,21,23,15,28,45,27,6,4,205,..,0,11,16,11,22,13,3,0,74,..,0,8,4,5,3,9,0,0,26,..,0,0,3,3,0,0,0,0,7,36,..,..,..,..,..,..,..,..,36,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4
LGA59330,..,0,6,8,15,12,8,20,0,72,..,6,8,3,3,3,0,0,0,19,..,0,0,3,0,0,0,0,0,9,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,7,..,0,3,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,3,0,3,0,8,..,7,4,5,7,13,21,10,0,60,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,16,17,23,28,38,36,29,0,212,..,0,6,8,14,14,12,16,0,70,..,0,6,0,0,9,0,0,0,18,..,0,0,5,0,0,0,0,0,10,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4
LGA59340,..,6,80,135,145,154,80,21,0,627,..,43,153,112,87,50,27,5,0,478,..,0,3,16,18,14,11,4,0,72,708,..,..,..,..,..,..,..,..,708,..,58,..,..,..,..,..,..,..,58,..,97,42,20,12,6,0,0,0,172,..,46,41,15,26,19,7,7,4,160,..,8,14,11,3,5,0,0,0,45,..,25,39,15,16,15,5,3,0,116,..,14,50,33,58,56,43,22,0,279,22,6,31,18,10,26,42,11,0,175,0,3,3,6,0,0,0,0,0,9,726,304,458,379,374,351,216,70,4,2881,..,10,109,166,159,153,48,13,0,654,..,68,172,127,89,39,10,0,0,502,..,26,74,74,66,29,12,6,0,288,703,..,..,..,..,..,..,..,..,703,..,61,..,..,..,..,..,..,..,61,..,98,22,13,5,4,0,0,0,138,..,35,20,12,18,29,9,3,0,133
LGA59350,..,0,5,0,0,5,0,0,0,8,..,0,4,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,13,4,7,4,8,0,0,57,..,0,0,0,0,0,0,0,0,8,..,0,3,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5
LGA59360,..,0,12,21,21,36,35,11,0,135,..,3,11,7,11,7,3,0,0,42,..,0,0,0,3,3,0,0,0,6,50,..,..,..,..,..,..,..,..,50,..,0,..,..,..,..,..,..,..,0,..,6,6,3,0,0,0,0,0,23,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,7,..,4,3,6,5,7,4,0,0,15,..,7,9,7,17,32,13,10,0,107,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,51,30,43,41,62,90,59,26,8,407,..,3,11,17,40,35,29,7,0,141,..,4,15,8,7,12,0,0,0,44,..,0,6,7,4,0,0,0,0,16,50,..,..,..,..,..,..,..,..,50,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,7,..,0,0,0,4,0,0,0,0,8
LGA59370,..,0,23,79,82,143,183,96,24,628,..,6,26,22,25,16,25,8,0,134,..,0,4,0,10,8,4,5,0,33,220,..,..,..,..,..,..,..,..,220,..,32,..,..,..,..,..,..,..,32,..,52,25,13,8,7,0,0,0,105,..,4,3,3,0,7,4,4,3,32,..,0,7,0,0,3,4,0,0,11,..,0,0,0,0,9,10,7,0,26,..,0,15,12,24,57,66,46,12,226,3,0,4,3,7,0,6,0,0,29,0,0,0,0,0,0,0,0,0,0,221,102,106,130,154,254,310,155,37,1479,..,4,33,97,107,164,172,57,9,656,..,10,26,24,18,29,13,3,0,118,..,3,7,26,23,12,9,8,6,103,229,..,..,..,..,..,..,..,..,229,..,26,..,..,..,..,..,..,..,26,..,26,16,5,4,4,4,0,0,59,..,3,0,0,0,0,8,5,3,23
LGA59799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
