LGA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
LGA54970,0,0,0,0,36,36,3,0,0,0,159,166,173,6,17,3,502,701,354,31,44,0,261,687,427,35,90,4,167,722,358,34,83,11,72,551,77,13,14,4,0,107,6,0,6,0,0,12,0,0,0,0,0,0,11,0,0,0,5,18,1422,119,251,19,1194,3006,0,0,0,0,25,25,4,0,0,0,82,82,26,4,5,0,180,219,25,8,16,0,97,147,47,0,28,6,62,151,58,8,35,0,27,121,20,0,3,3,8,33,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,180,17,94,20,478,788,0,0,0,0,63,63,5,0,0,0,242,246,204,9,23,4,680,920,380,41,56,0,355,834,478,37,123,15,233,874,415,41,117,13,94,681,91,13,13,6,11,140,15,0,6,0,3,21,5,0,0,0,0,0,11,0,0,0,5,20,1602,136,343,43,1677,3796
LGA55040,0,0,0,0,35,35,9,0,0,0,218,224,153,19,17,0,514,708,323,30,53,0,215,624,314,25,59,3,103,507,242,12,55,3,39,354,88,0,19,7,11,129,11,0,3,3,0,24,0,0,0,0,0,3,0,0,0,0,12,18,1139,93,216,19,1150,2617,0,0,0,0,33,33,3,0,0,0,83,90,41,11,0,0,167,222,71,4,7,0,75,165,52,11,30,0,33,130,77,10,32,8,20,142,45,0,11,10,3,75,6,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,9,9,299,38,87,28,421,867,0,0,0,0,66,66,8,0,0,0,307,312,199,29,21,0,682,930,394,35,65,0,289,781,360,40,92,3,137,640,316,20,83,8,63,497,130,4,27,28,14,205,16,0,8,4,0,32,0,0,0,3,0,5,0,0,0,0,15,21,1435,133,298,45,1570,3489
LGA55110,0,0,0,0,2507,2507,34,0,0,3,2033,2075,1039,101,52,3,2741,3948,2132,225,272,12,1555,4196,2619,285,622,42,1109,4670,3169,267,856,91,649,5033,3686,252,962,244,308,5457,2589,106,397,379,75,3549,645,20,53,354,18,1082,11,6,4,0,22,39,15934,1257,3214,1125,11023,32556,0,0,0,0,2400,2399,91,12,3,3,2103,2207,1640,206,157,16,2729,4737,2783,359,464,27,1532,5165,3074,390,1012,116,1003,5603,3519,345,1322,284,552,6024,3651,235,1165,807,210,6066,1993,77,494,1248,45,3857,346,9,93,1121,17,1588,15,0,8,9,13,44,17115,1640,4709,3638,10603,37695,0,0,0,0,4903,4910,123,14,5,5,4139,4287,2679,309,207,16,5477,8688,4918,580,729,41,3087,9358,5692,675,1626,163,2112,10271,6686,607,2178,375,1198,11054,7344,484,2128,1051,518,11522,4591,181,891,1626,125,7405,992,30,147,1474,33,2668,29,6,11,7,34,85,33049,2891,7924,4756,21620,70253
LGA55180,0,0,0,0,268,268,4,0,0,0,206,214,119,7,9,0,327,459,250,24,22,0,166,458,326,29,71,4,172,607,435,33,106,17,152,746,384,24,101,33,63,609,204,7,40,39,17,314,54,0,3,27,8,93,6,0,0,0,29,34,1772,126,352,127,1417,3799,0,0,0,0,256,254,9,0,0,0,158,167,141,8,13,3,310,472,290,44,28,3,164,529,358,39,72,5,147,625,464,39,135,29,97,767,332,22,101,75,29,554,153,3,27,104,6,293,16,0,13,83,0,117,3,0,0,0,11,12,1778,151,387,304,1173,3789,0,0,0,0,523,529,17,0,0,0,362,375,260,10,18,3,637,929,536,67,46,10,324,987,686,69,143,11,318,1231,901,71,241,48,249,1511,714,45,200,107,88,1161,353,13,69,144,32,605,73,0,12,112,12,209,7,0,4,0,39,45,3551,281,738,427,2588,7581
LGA55250,0,3,0,0,33,32,5,0,0,0,109,118,84,0,13,0,272,369,149,13,21,0,128,314,182,15,39,0,75,312,131,26,39,7,39,247,71,6,34,3,14,127,20,0,4,0,5,36,0,0,0,0,0,0,3,0,0,0,8,7,658,64,146,11,683,1560,0,0,0,0,39,38,0,0,0,0,66,62,20,0,6,0,117,137,34,0,0,0,59,97,53,8,18,0,37,110,47,8,31,6,17,114,49,0,8,5,0,72,6,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,4,210,26,56,22,336,650,0,3,0,0,71,77,7,0,0,0,173,176,103,4,13,0,386,506,181,17,26,0,185,410,238,20,56,0,112,422,183,35,70,21,59,363,118,7,39,9,19,197,27,0,4,10,9,47,0,0,0,0,0,0,3,0,0,0,9,12,862,87,201,41,1018,2213
LGA55320,4,0,0,0,3233,3241,22,0,0,0,2994,3018,1318,39,56,0,3760,5173,4184,169,289,6,1397,6041,4552,251,514,24,918,6254,4225,191,666,76,641,5800,4144,133,569,151,297,5294,2376,74,262,280,104,3095,750,18,67,434,19,1285,82,4,12,3,25,128,21655,878,2429,979,13385,39327,0,0,0,0,3294,3303,52,3,0,0,3010,3067,2004,87,113,7,3334,5536,4952,257,443,28,1399,7080,4904,373,872,89,940,7183,4546,261,1111,236,612,6766,3908,176,991,685,344,6095,1735,87,506,1186,125,3631,405,19,125,1538,47,2129,68,3,8,21,32,126,22583,1255,4171,3785,13133,44924,4,4,0,0,6533,6542,76,3,4,0,6007,6091,3323,124,168,6,7088,10708,9136,424,732,35,2795,13119,9459,625,1387,108,1860,13433,8780,447,1778,314,1254,12569,8056,308,1557,836,639,11395,4114,160,765,1467,225,6727,1155,35,189,1974,64,3415,152,9,16,22,60,256,44234,2139,6593,4760,26519,84251
LGA55390,0,0,0,0,11,11,4,0,0,0,87,90,69,3,3,0,184,258,158,6,22,0,90,270,150,6,18,0,52,235,97,4,19,3,21,146,30,0,11,0,16,60,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,505,22,90,7,465,1092,0,0,0,0,5,5,0,0,0,0,38,38,4,0,0,0,43,53,17,3,0,0,21,35,15,6,6,3,15,52,21,5,22,3,11,60,9,0,0,10,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,73,14,35,19,130,269,0,0,0,0,16,16,4,0,0,0,123,125,78,3,3,0,229,311,164,15,27,0,108,312,170,12,30,5,68,284,112,14,42,5,33,211,35,3,20,10,16,75,8,0,5,0,0,11,4,0,0,0,0,0,4,0,0,0,3,3,579,40,123,21,597,1358
LGA55460,0,0,0,0,81,81,0,0,0,0,106,105,72,0,4,0,131,208,91,8,6,0,86,187,125,10,30,0,57,220,142,15,44,6,28,226,115,13,39,7,16,197,50,8,5,10,12,80,16,0,4,12,0,27,0,0,0,0,0,0,615,54,130,36,513,1340,0,0,0,0,88,88,4,0,0,0,64,70,73,3,6,3,103,181,106,4,14,0,60,184,118,13,29,0,38,190,146,10,34,15,12,218,112,5,20,27,3,166,35,0,11,25,0,71,5,0,0,29,0,40,3,0,0,0,0,3,597,41,105,98,367,1209,0,0,0,0,167,167,3,0,0,0,166,174,145,3,3,3,234,384,191,11,22,0,145,370,238,21,58,3,92,415,291,25,69,20,37,444,225,23,57,33,19,363,90,8,17,38,12,155,21,0,9,38,0,68,3,0,0,0,0,3,1217,90,233,129,881,2545
LGA55530,0,0,0,0,6,6,0,0,0,0,10,10,9,0,0,0,12,22,16,0,0,0,11,25,22,4,0,3,7,34,44,3,9,0,5,60,39,4,7,3,7,60,15,0,4,9,4,24,3,0,0,0,0,7,0,0,0,0,0,0,142,10,16,14,60,250,0,0,0,0,6,6,0,0,0,0,11,11,7,0,0,0,10,22,22,0,0,0,9,33,23,0,5,0,6,31,40,0,4,0,5,47,28,3,4,4,3,42,7,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,128,3,18,8,45,201,0,0,0,0,7,7,0,0,0,0,19,18,13,0,0,0,21,40,37,0,0,0,20,57,46,4,4,3,13,72,79,3,9,3,11,106,64,5,12,8,3,99,25,0,8,6,4,41,3,0,0,3,0,4,0,0,0,0,0,0,271,18,37,24,103,450
LGA55600,0,0,0,0,58,60,0,0,0,0,63,70,27,6,5,0,103,135,53,3,11,0,51,121,85,19,14,0,49,161,132,9,24,0,37,200,98,0,28,7,9,140,44,0,11,6,11,76,9,0,4,4,0,15,28,0,0,0,24,51,470,41,89,21,398,1019,0,0,0,0,55,55,0,0,0,0,52,54,34,5,8,0,84,122,63,3,8,0,45,124,100,8,6,3,43,158,106,7,20,6,18,156,88,0,20,25,4,134,33,4,12,24,0,69,4,0,0,30,0,33,0,0,0,0,0,0,427,27,70,88,304,911,0,0,0,0,114,115,0,0,0,0,118,120,56,8,9,0,186,253,123,12,12,3,99,244,181,20,17,3,92,318,233,17,45,9,53,355,188,4,46,26,15,277,81,3,22,30,11,141,7,0,4,34,0,47,28,0,0,0,24,51,897,66,157,111,696,1929
LGA55670,0,0,0,0,19,19,0,0,0,0,12,20,11,0,0,0,21,36,12,0,0,0,19,33,27,3,5,0,15,47,29,3,9,0,10,50,44,0,13,3,6,69,19,0,0,3,0,29,3,0,0,3,0,12,0,0,0,0,0,0,152,9,25,11,103,303,0,0,0,0,21,21,0,0,0,0,13,13,16,0,0,0,15,30,16,5,0,0,15,35,17,0,0,0,6,32,38,6,3,5,8,61,40,0,13,7,3,63,13,5,0,5,0,28,0,0,0,4,0,7,0,0,0,0,0,0,145,15,21,16,86,283,0,0,0,0,43,42,0,0,0,0,33,33,28,0,0,0,31,61,27,3,0,0,34,66,47,3,5,0,21,80,65,12,19,4,14,105,88,4,21,5,12,127,34,6,4,15,0,51,7,0,0,10,0,20,0,0,0,0,0,0,293,24,50,34,188,586
LGA55740,0,0,0,0,244,244,10,0,0,0,255,264,109,4,0,0,334,452,328,9,26,0,170,533,435,15,58,3,119,624,320,9,67,8,124,534,282,10,78,16,69,465,164,13,35,17,19,262,42,5,9,21,0,81,9,3,0,0,0,17,1702,75,276,71,1331,3460,0,0,0,0,394,394,9,0,0,0,276,279,143,8,4,0,355,516,378,20,34,0,142,575,478,21,81,11,94,681,335,18,100,21,75,548,270,14,101,52,30,466,129,8,52,99,24,309,26,0,5,97,9,141,8,0,5,0,5,18,1771,94,384,273,1406,3923,0,0,0,0,639,639,11,0,0,0,528,539,251,13,9,0,698,968,706,36,59,0,308,1110,909,39,138,12,205,1305,660,27,165,30,199,1078,552,28,181,66,101,929,298,16,93,119,41,566,67,8,16,114,11,218,16,3,0,3,4,29,3470,167,661,346,2741,7379
LGA55810,0,0,0,0,8,8,0,0,0,0,42,45,29,3,0,0,121,159,105,11,20,0,41,179,113,12,20,8,46,192,92,17,25,3,19,150,47,4,11,3,18,81,8,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,394,55,83,14,298,842,0,0,0,0,16,16,0,5,0,0,22,24,0,0,4,0,60,68,32,5,4,0,29,74,27,14,9,5,17,62,36,4,24,10,12,87,30,4,4,4,6,52,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,136,32,45,18,165,391,0,0,0,0,30,30,0,5,0,0,65,71,34,3,8,0,182,227,131,13,24,0,74,252,133,25,26,4,60,254,129,25,41,12,31,240,75,13,18,8,21,137,16,3,4,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,527,82,127,33,457,1231
LGA55880,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,20,27,15,0,0,0,18,31,21,0,5,0,13,44,32,0,3,0,8,44,18,0,4,0,6,29,5,0,0,4,0,12,6,0,0,0,0,4,0,0,0,0,0,0,97,3,18,4,66,194,0,0,0,0,3,3,0,0,0,0,8,8,11,0,0,0,8,18,9,5,3,0,13,32,21,0,0,0,8,34,28,0,6,0,5,38,13,0,3,0,0,18,6,0,0,0,0,8,0,0,0,9,0,12,0,0,0,0,0,0,94,3,14,13,43,167,0,0,0,0,8,8,0,0,0,0,12,12,18,0,0,0,28,45,26,4,3,0,27,64,40,6,10,0,21,73,59,0,9,0,11,79,30,0,5,0,4,49,13,0,0,3,0,13,6,0,0,10,0,16,0,0,0,0,0,0,192,13,29,18,115,364
LGA55950,0,0,0,0,16,16,0,0,0,0,3,6,16,0,0,0,13,31,22,0,3,0,14,32,33,0,5,0,6,45,27,3,6,0,3,40,36,0,3,0,0,42,20,0,0,0,0,22,3,0,0,0,0,7,0,0,0,0,0,0,152,0,18,8,62,245,0,0,0,0,11,11,0,0,0,0,6,3,17,0,0,0,14,28,24,0,0,0,4,36,34,4,7,0,0,36,34,0,8,4,8,49,27,0,3,8,0,39,17,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,150,4,17,25,36,235,0,0,0,0,28,28,4,0,0,0,11,13,28,0,0,0,27,60,47,0,3,0,16,65,63,4,8,0,6,81,62,3,13,3,12,93,64,0,5,15,0,80,33,0,0,14,0,46,4,0,0,3,0,9,0,0,0,0,0,0,307,6,31,34,102,482
LGA56090,0,0,0,0,1198,1203,35,0,0,0,1068,1111,691,40,26,0,1531,2287,1292,108,129,3,915,2448,1618,133,275,17,625,2670,1725,146,385,37,355,2645,1503,68,308,88,117,2086,859,38,119,99,31,1142,176,11,27,80,11,305,8,0,8,0,12,22,7910,540,1280,322,5869,15920,0,0,0,0,1123,1123,25,0,0,0,792,819,714,39,41,0,998,1792,1377,108,158,16,601,2257,1717,146,382,38,445,2726,1803,113,465,121,236,2744,1397,75,384,269,106,2224,593,21,175,387,22,1203,94,7,40,291,8,432,8,0,0,4,7,19,7729,509,1639,1130,4339,15341,0,0,0,0,2323,2325,61,3,0,5,1864,1929,1406,77,68,0,2529,4077,2673,215,284,23,1515,4712,3329,277,663,53,1075,5394,3526,262,849,160,593,5384,2908,146,692,354,222,4317,1458,61,292,488,57,2350,270,13,65,372,19,734,10,5,5,4,15,35,15633,1053,2917,1449,10211,31259
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,9,9,0,0,0,0,15,10,0,0,0,3,12,8,0,0,0,0,13,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,15,68,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,14,6,0,0,0,0,9,6,0,0,0,5,12,7,0,0,0,0,12,13,0,4,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,4,0,21,71,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,17,23,17,0,0,0,5,24,15,0,0,0,8,26,18,0,3,0,0,22,22,0,4,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,6,9,0,36,136
LGA56230,0,0,0,0,488,488,13,0,0,0,386,402,244,12,14,0,508,777,425,27,57,0,335,842,574,72,135,12,234,1024,682,64,199,13,165,1127,765,55,223,51,70,1164,491,21,82,62,22,686,115,0,13,55,3,198,3,0,0,0,0,6,3314,253,722,203,2212,6702,0,0,0,0,556,559,21,0,0,0,365,386,350,24,19,5,501,893,543,80,102,12,290,1026,653,74,200,17,170,1115,761,56,232,52,98,1206,776,42,177,157,23,1173,355,21,63,229,11,678,56,0,21,128,0,208,4,0,5,0,0,10,3522,297,829,594,2018,7259,0,0,0,0,1049,1049,31,3,0,0,751,787,588,30,35,5,1008,1669,966,108,159,13,619,1870,1223,147,339,30,404,2143,1448,114,430,72,267,2332,1540,94,404,208,91,2337,849,47,147,290,35,1362,172,0,39,187,9,399,13,0,5,0,4,14,6837,551,1547,797,4231,13965
LGA56300,0,0,0,0,35,35,0,0,0,0,16,16,10,0,0,0,38,49,44,0,5,0,47,96,42,7,8,0,31,91,69,12,20,5,26,130,116,10,34,7,16,181,56,3,7,9,5,79,4,0,0,4,0,15,0,0,0,0,3,3,332,25,87,21,216,687,0,0,0,0,24,24,0,0,0,0,10,10,19,0,4,0,35,54,49,8,0,0,32,97,40,4,11,0,23,83,94,11,34,5,14,162,97,0,22,14,8,146,38,0,9,15,0,65,5,0,0,10,0,18,0,0,0,0,4,0,347,31,79,53,156,661,0,0,0,0,59,59,0,0,0,0,21,21,29,0,4,0,65,102,92,5,6,0,84,189,84,9,19,0,52,177,163,20,54,11,38,288,206,11,60,26,27,329,91,3,23,28,9,144,13,0,5,14,0,26,0,0,0,0,6,3,684,55,168,73,372,1350
LGA56370,0,0,0,0,5,5,0,0,0,0,15,15,16,3,0,0,36,58,30,0,0,0,11,40,37,7,3,0,6,58,35,6,12,4,13,55,30,0,7,10,8,50,24,0,8,0,0,30,11,0,0,3,0,14,0,0,0,0,0,0,175,9,29,17,99,333,0,0,0,0,7,7,0,0,0,0,9,9,23,0,0,0,18,46,23,0,0,0,6,39,36,0,0,0,10,47,37,0,7,0,7,51,23,0,9,4,0,36,23,0,0,10,0,37,9,0,0,13,0,23,0,0,0,0,0,0,162,9,22,27,66,289,0,0,0,0,17,17,0,0,0,0,24,24,44,5,0,0,57,105,49,6,0,0,20,81,77,3,12,0,21,109,71,0,17,0,17,105,46,0,16,14,7,82,43,0,9,12,0,62,17,0,0,19,0,39,0,0,0,0,0,0,342,20,50,47,162,622
LGA56460,0,0,0,0,209,211,7,0,0,0,134,136,77,0,0,0,195,266,133,15,0,0,89,232,170,19,38,0,89,315,181,13,59,8,40,297,181,18,35,21,30,285,93,3,18,21,13,146,28,0,0,17,6,59,4,0,0,0,6,9,874,65,148,77,801,1958,0,6,0,0,180,179,3,0,0,0,120,131,94,9,3,0,163,270,165,16,15,5,91,295,145,24,39,4,67,281,199,10,66,22,35,335,148,18,34,39,8,245,62,4,26,72,5,172,18,0,5,78,3,99,0,0,0,0,0,0,839,91,186,224,675,2010,0,6,0,0,384,387,10,0,0,0,255,265,162,11,3,0,361,534,294,31,19,4,179,526,318,42,74,9,157,596,384,26,117,30,76,640,330,28,68,62,41,537,156,11,39,95,15,319,50,0,6,94,6,162,0,0,0,0,6,8,1713,152,336,295,1476,3970
LGA56580,0,0,0,0,876,876,0,0,0,0,733,738,213,3,7,0,724,953,847,27,33,0,222,1130,1185,38,83,8,151,1464,1027,37,101,14,109,1290,941,26,113,30,83,1185,580,7,68,49,29,732,198,7,10,72,5,286,19,0,0,0,7,31,5006,148,414,171,2937,8681,0,0,0,0,768,768,5,0,0,0,648,649,304,10,10,0,548,874,1056,37,68,4,175,1334,1314,49,147,19,148,1675,1042,37,200,41,112,1433,870,23,195,123,79,1293,421,13,103,219,49,804,77,6,40,283,16,426,18,0,0,0,7,27,5100,178,768,694,2541,9281,0,0,0,0,1639,1639,6,0,0,0,1375,1382,518,20,21,0,1273,1826,1902,57,99,8,400,2464,2499,82,230,21,304,3139,2066,74,302,57,224,2722,1804,51,307,160,157,2478,1000,28,171,264,73,1540,272,13,53,356,17,708,34,0,0,0,17,58,10102,323,1188,870,5475,17959
LGA56620,6,0,0,0,58,70,21,0,0,0,35,58,56,5,3,0,52,115,67,3,0,4,45,116,41,10,14,0,31,94,48,3,7,0,10,74,15,3,0,5,0,31,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,256,23,28,17,240,563,8,0,0,0,51,64,25,0,3,0,31,59,69,3,0,0,51,128,53,11,8,8,23,105,56,12,9,8,23,111,32,12,5,26,6,80,11,4,0,11,0,31,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,261,45,31,61,197,587,21,0,0,0,112,131,47,0,3,0,70,118,128,6,3,0,108,239,116,16,14,9,68,218,93,23,25,8,53,206,79,8,13,28,27,155,25,4,0,20,0,58,0,0,0,16,0,21,0,0,0,0,0,3,3,0,0,0,5,3,519,62,58,76,439,1156
LGA56730,0,0,0,0,349,351,11,0,0,0,283,294,149,13,10,0,474,657,289,45,33,3,262,635,358,42,86,3,185,677,409,47,146,14,143,760,462,41,123,27,57,713,231,12,46,45,13,345,40,0,5,40,5,89,0,0,0,0,7,3,1953,205,454,145,1781,4535,0,0,0,0,320,320,9,0,0,0,246,259,200,21,12,3,317,554,303,41,50,7,219,619,377,73,130,22,180,779,446,58,182,55,98,833,402,29,107,108,39,693,156,9,40,145,16,359,18,0,17,110,0,139,0,0,0,0,0,3,1921,233,537,443,1418,4551,0,0,0,0,666,669,22,0,0,0,535,556,357,38,20,5,792,1201,592,90,80,15,476,1259,735,118,218,22,361,1455,857,104,332,67,235,1596,861,70,234,144,98,1403,387,16,83,189,33,707,57,0,23,148,7,232,4,0,0,0,7,6,3875,438,989,583,3201,9084
LGA56790,0,0,0,0,76,76,0,0,0,0,62,63,40,0,3,0,115,161,100,5,11,0,83,192,133,15,27,3,92,265,263,20,53,7,72,415,368,20,76,31,31,519,154,11,18,21,4,214,31,4,0,5,0,43,3,0,0,0,0,7,1090,75,188,67,535,1958,0,0,0,0,45,45,0,0,0,0,65,66,52,4,3,0,96,152,121,4,10,3,71,218,124,14,30,9,51,223,312,11,70,14,42,448,322,11,61,51,16,456,116,0,12,40,0,174,14,0,0,28,0,49,4,0,0,0,5,3,1074,51,180,142,393,1837,0,0,0,0,118,118,6,0,0,0,126,131,88,5,5,0,216,310,221,7,18,3,155,412,258,29,57,11,139,493,576,35,121,18,111,856,688,32,130,73,46,981,276,14,25,64,12,387,50,4,0,40,0,93,3,0,0,0,7,13,2172,125,371,206,934,3792
LGA56860,0,0,0,0,10,10,0,0,0,0,11,11,0,0,0,0,7,7,0,0,3,0,3,12,4,5,0,0,0,19,14,5,0,0,4,25,20,0,9,0,5,30,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,4,14,6,39,109,0,0,0,0,3,3,0,0,0,0,10,10,6,0,0,0,7,7,3,0,3,0,0,8,7,3,6,0,6,22,17,0,4,0,0,24,13,0,5,0,0,22,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,49,3,14,14,27,109,0,0,0,0,10,10,0,0,0,0,23,23,6,0,0,0,16,14,7,0,7,0,0,20,19,9,6,0,11,42,29,0,7,7,7,43,38,0,10,0,5,52,7,0,5,6,0,10,0,0,0,4,0,4,0,0,0,0,0,0,96,9,30,16,68,216
LGA56930,0,0,0,0,59,59,0,0,0,0,46,46,8,0,0,0,52,55,29,0,3,0,13,43,76,3,9,0,9,92,91,0,5,0,7,99,67,6,7,5,0,83,39,0,7,0,0,41,18,0,0,0,0,17,0,0,0,0,0,0,327,8,25,6,183,543,0,0,0,0,173,173,0,0,0,0,52,52,15,0,0,0,41,53,47,0,4,0,13,68,93,3,12,0,13,119,95,0,11,0,7,115,59,0,12,7,8,95,30,0,0,22,0,56,10,0,0,14,0,26,0,0,0,0,5,0,347,6,46,42,306,747,0,0,0,0,226,226,0,0,0,0,97,97,22,0,0,0,90,109,75,0,9,0,24,110,171,3,13,0,18,212,182,0,15,0,12,219,127,6,20,12,10,174,71,0,0,19,4,98,27,0,3,14,0,45,0,0,0,0,4,0,672,14,68,50,488,1291
