LGA_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
LGA54170,18,222,0,244,4940,136,0,5324,39,128,4,176,4369,138,4,4680,1744,182,41,1966,5441,274,16,7695,5988,174,199,6357,3175,319,13,9867,4326,229,114,4663,5587,294,16,10560,608,981,14,1610,7905,227,20,9761,117,1817,6,1936,6247,183,15,8383,19,369,3,389,3062,182,8,3636,0,14,0,13,965,90,4,1067,12854,4119,377,17352,41694,1841,90,60976,10,333,4,350,4455,119,4,4930,108,220,4,333,3708,101,11,4148,2988,345,169,3499,4332,262,17,8108,7479,301,500,8283,2307,283,13,10885,4246,590,176,5005,6179,265,14,11458,276,2691,24,2989,7766,240,17,11013,87,2786,11,2888,5807,210,18,8927,13,399,4,417,3424,238,9,4090,0,15,0,16,1584,170,0,1776,15212,7684,894,23787,39556,1884,100,65332,28,554,8,593,9395,258,3,10251,153,343,10,508,8070,238,15,8829,4730,530,206,5463,9771,539,31,15810,13456,475,704,14638,5487,600,27,20751,8570,812,283,9669,11763,555,33,22018
LGA54200,0,99,0,104,1678,71,0,1852,32,50,4,84,1493,67,4,1650,835,70,34,938,1876,137,12,2965,2040,53,63,2157,1395,158,4,3710,1285,102,29,1425,2130,119,4,3674,203,294,0,500,2706,117,0,3320,40,506,0,548,2188,88,6,2826,4,118,0,126,1433,83,3,1638,0,7,0,7,478,47,0,533,4450,1304,131,5886,15374,881,32,22171,7,145,4,151,1491,85,0,1730,90,106,7,199,1200,51,0,1450,1422,140,79,1645,1469,132,7,3243,2626,137,157,2915,963,159,0,4044,1200,288,64,1548,2206,127,0,3885,104,855,5,966,2503,103,6,3583,23,838,9,867,2193,102,0,3168,13,153,9,171,1605,101,0,1875,0,4,0,9,669,63,0,736,5483,2668,324,8473,14297,932,15,23717,9,241,4,257,3166,156,4,3581,129,150,5,287,2688,120,9,3102,2257,210,110,2578,3348,270,14,6209,4667,187,217,5067,2359,316,3,7749,2492,392,93,2971,4340,245,5,7559
LGA54280,0,39,0,47,722,88,0,855,68,28,0,102,865,182,0,1145,665,57,23,739,1519,479,13,2750,1046,44,38,1126,984,452,6,2573,481,49,14,545,1382,348,4,2277,102,119,0,223,1543,321,8,2095,4,61,0,67,828,195,3,1104,3,17,0,23,294,50,0,363,0,0,0,0,51,13,0,66,2377,416,80,2870,8182,2124,46,13223,8,66,0,82,599,82,0,761,123,55,6,184,645,104,9,935,953,85,75,1114,999,285,14,2412,1127,68,63,1255,629,234,3,2128,363,156,18,535,1145,194,3,1874,40,241,0,277,1128,189,4,1601,13,105,0,118,609,129,9,865,0,28,0,25,268,37,0,329,0,3,0,3,110,17,0,136,2626,803,163,3590,6136,1264,41,11036,13,113,0,123,1323,168,5,1615,189,81,13,281,1504,284,4,2080,1617,137,101,1855,2520,763,29,5162,2171,119,99,2387,1616,690,9,4694,852,203,27,1077,2527,538,10,4152
LGA54310,6,34,0,41,525,129,0,691,29,21,3,52,507,223,3,792,546,53,16,607,1355,878,26,2868,1240,55,35,1336,1008,986,28,3363,537,60,13,615,1255,808,21,2698,58,91,0,151,1201,605,12,1980,6,68,0,68,544,197,8,816,0,8,0,8,159,41,3,205,0,0,0,0,12,3,0,16,2418,383,68,2875,6567,3869,101,13414,3,58,0,65,372,84,0,523,49,45,7,98,364,123,8,590,724,77,63,860,893,409,10,2168,1055,63,71,1188,512,315,0,2018,342,93,27,461,808,248,0,1521,10,165,0,178,665,201,9,1042,0,77,0,76,396,108,13,593,0,10,0,10,122,21,0,158,0,0,0,0,8,4,0,13,2181,590,168,2940,4133,1518,36,8625,14,94,0,105,894,207,0,1206,78,67,11,146,878,344,15,1380,1268,124,76,1469,2244,1282,34,5031,2296,120,109,2517,1527,1303,31,5380,882,156,43,1075,2065,1058,19,4218
LGA54340,0,5,0,4,98,26,0,129,9,5,0,14,106,16,0,129,62,8,3,71,180,37,4,290,80,7,3,94,126,40,0,261,46,4,3,57,171,28,0,256,16,11,0,34,228,16,0,268,3,23,0,20,168,16,0,204,0,0,0,0,98,9,0,108,0,0,0,0,29,10,0,39,218,61,5,291,1195,194,3,1684,3,3,0,11,95,17,0,123,23,6,0,29,73,14,0,118,108,6,7,120,103,25,0,249,108,8,11,121,68,26,0,222,49,19,5,71,149,17,0,236,4,35,0,35,195,16,0,251,0,27,0,27,170,23,0,216,0,3,0,3,104,13,0,122,0,0,0,0,48,13,0,59,291,108,24,423,1008,171,0,1593,9,10,0,16,192,45,0,254,30,12,0,39,184,25,0,251,170,14,6,191,280,59,4,537,189,13,9,219,193,67,0,482,92,27,6,123,322,44,0,485
LGA54410,0,0,0,0,20,7,0,24,0,0,0,0,15,4,0,23,16,0,0,16,37,8,0,56,27,0,4,29,24,4,0,55,13,0,0,8,54,12,0,76,3,6,0,10,76,13,0,101,0,3,0,7,72,7,0,85,0,4,0,4,38,11,0,53,0,0,0,0,11,3,0,11,60,13,5,73,348,65,0,485,0,0,0,0,27,5,0,26,0,0,0,5,11,3,0,20,18,0,0,19,21,3,0,43,25,3,8,39,13,7,0,60,8,0,0,11,51,9,0,81,4,15,0,19,69,13,0,99,0,9,0,9,54,3,0,66,0,0,0,0,46,7,0,56,0,0,0,0,29,0,0,31,60,32,7,97,325,54,0,477,0,0,0,0,46,8,0,56,0,0,5,7,29,6,0,39,34,0,0,35,52,12,0,102,55,3,8,65,37,9,0,111,22,0,0,25,107,16,0,151
LGA54480,0,0,0,0,10,0,0,10,0,0,0,0,12,5,0,12,7,0,0,7,17,0,0,29,23,0,0,25,6,11,0,44,10,0,0,10,27,3,0,46,0,0,0,0,26,4,0,28,0,3,0,3,15,7,0,25,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,45,3,0,46,126,32,0,202,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,10,16,0,0,23,11,4,0,33,24,0,0,30,5,3,0,40,9,0,0,4,21,9,0,37,0,0,0,0,15,0,0,20,0,3,0,3,12,0,0,24,0,0,0,0,4,5,0,10,0,0,0,0,0,0,0,0,49,9,3,61,82,23,0,170,0,0,0,0,12,3,0,11,0,0,0,4,17,5,0,19,28,0,0,31,29,6,0,60,51,0,3,57,18,13,0,79,17,0,0,14,48,9,0,81
LGA54550,0,0,0,0,21,3,0,27,0,0,0,4,37,0,0,37,25,0,0,28,50,9,0,85,71,0,3,80,47,6,0,137,25,6,0,28,73,10,0,109,9,16,0,22,140,18,0,177,0,9,0,10,85,10,0,103,0,0,0,0,56,8,0,71,0,0,0,0,21,0,0,23,127,33,8,168,525,73,0,769,0,3,0,3,22,0,0,23,10,0,0,7,18,5,0,30,33,6,3,42,35,8,0,90,75,3,3,89,23,7,0,114,27,9,0,39,72,10,0,117,3,20,0,26,95,16,0,139,0,20,0,19,69,8,0,96,0,0,0,0,58,17,0,77,0,0,0,0,29,0,0,34,149,64,14,224,425,68,0,721,0,4,0,4,43,9,0,53,7,0,0,10,55,3,0,71,64,3,7,74,82,20,0,175,150,5,10,160,66,17,0,248,48,13,0,65,146,18,0,230
LGA54620,0,0,0,0,23,0,0,23,0,3,0,5,30,10,0,45,28,0,0,28,72,9,3,111,53,0,3,57,38,8,0,103,30,4,0,33,73,5,0,108,4,10,0,13,88,13,0,118,0,3,0,3,57,4,0,72,0,0,0,0,22,6,0,25,0,0,0,0,9,5,0,15,115,20,3,143,410,61,3,610,0,0,0,0,5,4,0,10,0,0,0,3,14,5,0,23,13,0,3,19,19,8,0,42,28,8,0,30,17,7,0,59,9,5,0,19,42,9,0,63,0,16,0,21,52,7,0,72,0,8,0,8,40,3,0,56,0,0,0,0,21,3,0,22,0,0,0,0,9,3,0,10,52,37,5,96,210,36,0,344,0,0,0,0,27,4,0,28,4,5,0,5,49,11,0,66,42,4,3,49,87,13,7,149,80,5,0,85,49,19,0,155,38,7,0,45,109,14,0,171
LGA54690,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,7,0,0,7,8,0,0,15,13,0,0,13,0,0,0,23,8,0,0,10,21,4,0,33,3,0,0,4,21,0,0,27,0,3,0,6,32,0,0,36,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,37,3,0,37,116,4,0,164,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,3,9,0,0,6,3,0,0,17,17,0,0,19,4,0,0,17,9,0,0,11,16,0,0,24,0,7,0,9,22,0,0,31,0,3,0,3,22,0,0,27,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,30,12,0,43,78,0,0,125,0,0,0,0,9,3,0,13,0,0,0,0,4,0,0,5,18,0,0,15,12,0,0,27,32,0,0,32,6,0,0,39,16,0,0,14,37,5,0,55
LGA54760,0,0,0,0,4,0,0,3,0,0,0,0,12,5,0,16,10,0,0,14,20,4,0,38,34,0,0,38,13,6,0,53,14,5,0,15,34,10,0,63,0,3,0,3,44,6,0,52,0,3,0,6,32,7,0,45,0,0,0,0,20,0,0,21,0,0,0,0,5,0,0,5,65,15,0,76,185,35,0,296,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,3,22,3,0,24,7,8,0,38,30,0,0,32,14,4,0,44,14,0,3,20,31,0,0,52,0,11,0,15,30,3,0,48,0,6,0,8,27,5,0,38,0,3,0,3,10,3,0,14,0,0,0,0,0,0,0,4,67,28,6,100,132,33,0,262,0,0,0,0,9,3,0,14,0,0,0,0,12,5,0,22,32,3,0,36,27,10,0,75,65,0,4,66,23,13,0,100,28,0,3,34,64,12,0,115
LGA54830,11,75,0,84,1165,122,0,1374,66,55,4,124,1210,226,0,1564,1032,114,30,1174,1904,659,8,3747,1824,52,46,1930,1368,527,5,3823,703,88,24,817,1696,284,0,2795,109,163,5,280,1525,126,3,1940,27,139,0,166,1013,82,13,1275,3,40,0,43,542,28,4,622,0,0,0,0,159,16,0,176,3773,730,113,4614,10584,2073,40,17310,17,109,0,127,1014,81,0,1222,164,103,8,279,1041,71,0,1394,1737,165,104,2006,1602,163,0,3775,2176,145,122,2441,1056,165,4,3669,625,244,28,900,1659,120,4,2680,50,447,8,500,1472,88,5,2073,22,255,8,282,1044,65,9,1391,5,41,0,41,598,38,0,687,0,0,0,0,217,14,0,238,4799,1509,274,6578,9711,800,29,17118,35,184,0,214,2185,201,0,2600,228,163,12,405,2253,294,0,2954,2770,275,135,3177,3509,822,13,7517,3995,203,170,4368,2421,695,3,7496,1330,331,52,1712,3352,404,7,5475
LGA54900,0,0,0,0,25,4,0,27,0,0,0,0,27,4,0,35,32,0,0,34,44,3,0,78,47,0,0,50,37,7,0,93,26,0,0,28,72,7,0,108,6,4,0,15,87,17,0,117,0,8,0,8,61,9,0,78,0,5,0,5,27,0,0,30,0,0,0,0,0,0,0,0,112,29,0,141,374,55,0,565,0,3,0,3,12,0,0,15,3,0,0,4,17,8,0,27,30,4,5,35,30,3,0,76,61,0,3,64,22,8,0,90,14,0,0,17,48,8,0,73,0,12,0,18,58,7,0,83,0,12,0,12,38,3,0,55,0,0,0,0,25,0,0,26,0,0,0,0,11,0,0,10,112,43,4,152,255,35,0,445,0,3,0,3,37,4,0,42,4,3,0,9,42,10,0,63,63,6,5,63,69,5,0,149,109,0,3,111,54,13,0,185,41,3,0,49,122,13,0,178
LGA54970,0,0,0,0,23,10,0,36,4,0,0,4,85,79,0,166,83,10,5,94,253,350,3,707,155,10,9,175,165,351,5,696,93,22,3,117,242,368,4,730,17,15,0,35,257,263,0,552,0,4,0,4,63,47,0,110,0,0,0,0,9,3,0,12,0,0,0,0,0,0,0,0,357,56,16,430,1097,1467,18,3006,0,3,0,4,19,8,0,25,0,0,0,4,45,36,0,82,25,5,0,29,98,89,0,219,27,3,0,34,64,50,0,147,11,6,0,20,75,64,0,152,3,11,0,7,69,40,0,121,0,4,0,4,20,4,0,33,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,63,38,0,107,397,290,0,788,0,3,0,4,41,14,0,63,5,0,0,4,130,107,0,246,102,14,5,125,349,443,3,926,180,11,9,209,231,399,5,841,106,30,3,141,313,421,0,876
LGA55040,0,0,0,0,18,13,0,35,8,5,0,17,84,123,0,230,85,10,3,96,249,365,4,719,158,8,0,169,137,319,4,623,78,5,3,86,172,252,0,507,6,14,0,22,165,166,3,353,0,3,0,0,86,45,0,129,0,0,0,0,16,5,0,24,0,0,0,0,3,0,0,3,347,39,9,399,925,1281,18,2617,0,8,0,8,15,12,0,33,4,6,0,10,32,45,0,90,41,13,0,52,83,84,0,226,36,3,4,52,49,61,0,165,12,5,0,25,57,50,0,130,0,11,0,13,83,46,0,142,0,9,0,7,48,19,0,75,0,0,0,0,11,3,0,12,0,0,0,0,0,0,4,3,99,47,9,156,389,322,9,867,0,9,0,10,29,24,0,66,15,6,0,26,120,167,0,316,125,17,4,149,330,449,7,938,196,12,7,219,184,379,4,783,92,11,8,108,226,298,0,640
LGA55110,8,138,0,144,2226,134,0,2508,118,71,0,189,1767,118,0,2081,1270,125,41,1435,2285,227,7,3952,2166,111,92,2361,1615,224,6,4202,1303,173,38,1514,2942,216,9,4676,281,469,7,761,4102,172,7,5040,55,519,4,573,4665,222,7,5464,18,122,0,136,3202,212,0,3548,5,4,0,4,952,132,0,1082,5220,1723,168,7114,23749,1645,39,32556,22,220,0,251,2009,141,0,2399,287,177,13,476,1616,124,5,2209,2359,218,145,2724,1781,236,9,4747,3129,185,249,3562,1358,240,3,5170,1345,507,65,1917,3437,242,3,5603,122,1287,8,1413,4413,195,6,6032,29,935,7,968,4876,221,8,6077,6,133,0,146,3426,291,5,3861,0,14,0,18,1304,271,5,1589,7307,3680,490,11480,24212,1958,44,37695,41,356,0,394,4234,279,4,4912,396,251,15,661,3383,234,3,4287,3632,339,184,4157,4066,463,10,8701,5294,295,337,5923,2970,462,15,9371,2650,680,100,3431,6383,458,11,10286
LGA55180,0,9,0,9,240,20,0,272,11,9,0,17,181,14,8,224,121,9,0,129,283,42,23,479,211,7,9,232,190,39,3,462,138,13,3,158,395,58,0,607,44,28,0,74,609,61,0,746,8,43,0,49,513,45,0,606,0,3,0,6,282,25,0,314,0,0,0,0,78,13,0,93,543,116,19,674,2775,316,34,3799,0,12,0,17,215,25,0,254,21,12,0,36,113,13,3,170,190,18,19,224,216,33,8,481,284,25,15,333,152,46,0,530,127,36,8,176,398,58,0,626,24,99,0,126,588,59,0,769,0,75,0,75,443,34,0,554,0,8,0,14,252,27,0,293,0,0,0,0,107,8,0,117,654,290,47,986,2482,297,12,3789,0,20,0,25,454,47,0,525,33,19,0,53,293,29,9,389,316,22,24,357,502,69,26,956,497,36,25,561,335,87,3,990,267,56,12,329,786,112,0,1234
LGA55250,4,4,0,4,17,13,0,32,3,0,0,4,66,42,0,118,62,3,0,70,171,126,8,374,100,0,6,107,94,113,3,313,45,4,4,52,147,115,4,315,10,15,0,18,153,76,0,247,0,9,0,8,93,29,0,127,0,0,0,0,21,10,0,36,0,0,0,0,0,0,0,0,218,37,6,268,763,523,7,1560,0,3,0,6,20,8,0,38,7,4,0,12,35,22,0,62,27,6,0,31,64,41,0,134,20,8,0,30,43,27,0,97,7,7,0,15,55,38,0,110,4,14,0,17,71,26,0,114,0,8,0,8,47,15,0,72,0,3,0,3,9,6,0,15,0,0,0,0,0,0,0,0,62,47,5,116,355,181,4,650,0,8,0,12,42,22,0,77,13,3,0,14,99,64,0,176,84,10,0,102,240,167,5,512,115,6,6,133,135,141,3,411,54,12,0,71,201,150,4,429
LGA55320,0,129,0,130,3014,90,6,3247,24,99,0,122,2789,106,0,3020,880,133,19,1032,3936,207,15,5191,3612,103,104,3820,2017,201,27,6067,2734,85,60,2875,3196,189,20,6275,515,497,8,1022,4588,194,26,5824,105,1155,7,1265,3833,203,22,5318,22,330,5,360,2527,210,9,3103,4,12,0,17,1085,180,0,1287,7892,2552,199,10640,26977,1582,128,39327,4,219,0,224,2944,136,8,3309,36,185,0,225,2748,102,7,3078,1469,266,58,1794,3462,283,14,5548,4685,189,272,5151,1690,236,18,7092,2837,267,104,3212,3747,219,24,7203,246,1319,11,1581,4969,212,22,6791,69,1889,13,1970,3892,232,25,6121,14,393,3,414,2955,270,9,3641,9,24,0,32,1808,287,5,2139,9378,4761,470,14603,28222,1976,126,44924,9,346,5,355,5961,223,12,6551,57,285,0,345,5536,208,8,6100,2350,400,73,2824,7393,489,32,10743,8299,296,378,8971,3716,441,41,13162,5570,351,165,6089,6939,409,45,13479
LGA55390,0,0,0,0,11,5,0,11,0,0,0,4,50,34,3,92,30,4,0,35,116,110,0,258,75,7,0,84,75,114,0,270,36,4,3,45,97,90,0,235,0,7,0,9,83,65,0,146,0,0,0,0,37,20,0,60,0,0,0,0,4,6,0,11,0,0,0,0,0,0,0,0,146,18,3,173,468,448,4,1092,0,0,0,0,0,0,0,5,0,3,0,0,18,15,0,38,0,0,0,3,30,21,0,51,6,3,0,7,15,12,0,35,3,0,0,4,32,16,0,52,0,0,0,0,47,16,0,60,0,0,0,0,14,4,0,18,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,10,13,0,18,163,86,0,269,0,0,0,0,12,5,0,16,5,6,0,10,69,50,3,128,31,6,0,44,147,130,0,318,86,4,0,92,95,130,0,312,39,10,3,50,129,107,0,284
LGA55460,0,5,0,5,65,12,0,81,10,5,0,13,80,18,0,105,64,8,0,78,100,35,0,208,76,3,3,83,69,34,0,187,54,9,0,60,134,27,0,220,6,19,0,28,177,24,0,226,0,11,0,10,160,21,0,197,0,0,0,0,66,11,0,80,0,0,0,0,27,6,0,27,212,57,6,278,876,189,0,1340,0,16,0,15,60,10,0,88,14,0,0,13,47,3,0,70,75,8,10,86,67,27,0,181,98,7,11,117,43,24,0,184,45,14,5,60,110,22,0,196,0,31,0,34,162,25,0,218,4,13,0,18,128,16,0,166,0,0,0,0,64,10,0,77,0,0,0,0,36,4,0,40,237,93,18,346,714,141,3,1209,0,19,0,25,120,31,0,167,19,4,0,21,126,24,0,174,142,22,5,169,166,59,0,384,175,5,14,199,117,62,0,370,97,16,4,125,246,51,0,421
LGA55530,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,10,11,0,0,11,8,0,0,22,17,0,0,15,8,0,0,25,7,0,0,7,22,9,0,34,0,0,0,0,40,18,0,60,0,0,0,0,38,15,0,60,0,0,0,0,17,14,0,24,0,0,0,0,0,4,0,7,34,7,0,37,152,57,0,250,0,0,0,0,6,0,0,6,4,0,0,3,0,0,0,11,10,0,0,10,7,0,0,22,18,0,0,18,6,5,0,33,3,0,0,3,27,8,0,31,0,4,0,4,26,15,0,47,0,4,0,4,22,13,0,42,0,0,0,0,8,5,0,16,0,0,0,0,0,0,0,0,35,14,0,51,107,47,0,201,0,0,0,0,7,0,0,7,4,0,0,4,9,0,0,18,22,0,0,22,13,3,0,40,35,3,0,39,17,6,0,57,8,0,0,8,44,14,0,72
LGA55600,0,0,0,0,52,10,0,60,0,5,0,4,43,15,20,79,33,6,0,39,67,29,26,158,58,5,7,63,36,15,9,126,39,0,0,40,98,23,0,161,4,15,0,19,146,30,0,200,0,10,0,7,114,13,0,140,0,9,0,9,59,11,0,76,0,0,0,0,15,0,0,15,133,49,4,186,641,141,51,1019,0,7,0,9,44,4,0,55,4,4,0,9,40,6,0,54,51,8,4,59,51,11,0,122,61,0,3,72,38,18,0,124,28,11,0,40,98,20,0,158,7,28,0,28,112,12,0,156,0,19,0,19,102,14,0,134,0,5,0,5,54,5,0,69,0,0,0,0,27,7,0,33,152,84,5,244,555,110,0,911,0,6,0,8,95,12,0,115,4,3,0,13,86,21,20,134,79,12,4,98,121,42,26,279,120,8,5,138,74,29,9,248,66,14,0,79,196,40,0,318
LGA55670,0,0,0,0,6,11,0,19,0,0,0,0,15,6,0,20,14,0,0,12,13,5,0,34,16,0,0,16,9,8,0,33,5,0,0,8,30,13,0,47,0,3,0,3,37,14,0,50,0,0,0,0,45,21,0,69,0,0,0,0,12,10,0,29,0,0,0,0,8,3,0,12,35,10,0,38,182,82,0,303,0,0,0,0,13,11,0,21,0,0,0,0,10,6,0,13,16,0,0,22,12,3,0,30,14,0,4,23,8,5,0,35,8,0,0,12,17,6,0,32,0,4,0,8,33,17,0,61,0,5,0,3,35,27,0,63,0,0,0,0,16,3,0,28,0,0,0,0,7,3,0,7,45,22,8,67,151,69,0,283,0,0,0,0,20,21,0,42,0,0,0,0,25,6,0,33,24,4,0,29,23,8,0,65,30,0,4,39,21,11,0,66,18,4,0,18,46,16,0,80
LGA55740,0,7,0,7,226,8,0,244,3,6,0,10,237,14,0,264,52,11,0,62,356,36,0,457,278,5,12,296,206,30,0,537,284,3,7,294,313,20,6,625,46,29,0,74,428,29,4,540,6,92,0,91,353,14,0,464,3,32,0,34,204,20,5,262,0,0,0,0,70,7,0,81,666,193,17,876,2396,172,17,3460,5,29,0,30,348,16,4,398,3,12,0,15,250,14,0,279,98,32,0,129,359,26,3,521,345,17,31,390,168,20,0,578,307,19,11,338,326,19,3,685,24,77,0,104,420,25,0,548,8,145,0,153,292,19,0,463,0,44,0,41,244,22,0,305,0,4,0,4,112,23,0,139,789,374,44,1202,2525,182,18,3923,5,39,0,43,576,20,4,639,9,15,0,27,488,27,0,539,149,44,0,194,708,65,7,970,620,21,43,685,378,44,0,1113,594,26,18,632,635,41,7,1314
