LGA_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
LGA54280,18,23,55,61,56,35,12,4,0,269,426,654,1652,1487,1428,1029,228,15,0,6923,7,4,11,11,10,13,3,0,0,57,114,398,1203,1087,884,604,85,3,0,4385,26,57,172,172,115,107,31,0,0,677,7,15,35,55,36,46,8,0,0,197,58,113,270,229,196,190,49,0,0,1105,10,40,119,116,104,59,17,0,0,458,230,143,188,175,186,153,49,4,0,1130,201,111,169,145,128,86,24,8,0,878,11,46,136,151,225,218,83,0,0,872,3,12,15,14,10,5,0,0,0,64,0,8,26,24,19,7,0,0,0,92,8,29,60,57,53,51,10,3,0,270,34,62,146,114,105,82,33,4,0,581,7,35,79,63,81,58,14,0,0,336,11,40,179,176,165,142,32,3,0,743,13,80,225,233,253,218,51,4,0,1086,30,124,365,320,303,264,59,3,0,1462,15,6,19,23,20,20,8,0,0,120
LGA54310,9,25,45,49,33,15,3,0,0,184,264,368,1383,1402,1061,521,108,6,0,5112,3,0,9,7,7,9,12,0,0,47,31,181,885,1178,862,442,48,0,0,3618,18,22,79,91,69,57,12,0,0,350,4,15,68,69,52,41,6,0,0,251,44,110,457,398,279,206,39,5,0,1537,17,14,57,55,48,29,12,0,0,221,155,64,160,136,102,64,17,0,0,698,153,62,189,138,111,82,23,0,0,751,15,34,127,197,207,132,38,0,0,763,3,7,22,11,3,9,0,0,0,53,3,0,12,17,11,3,0,0,0,46,4,27,52,48,50,33,4,0,0,222,8,16,104,105,62,53,8,0,0,362,21,41,138,134,127,63,13,0,0,541,13,27,148,208,167,110,23,0,0,704,3,49,215,293,242,99,17,0,0,921,36,73,230,230,174,119,23,3,0,891,12,7,24,31,29,10,3,0,0,111
LGA54340,0,0,0,3,5,8,0,0,0,27,51,81,139,147,159,160,61,8,0,808,11,18,53,44,50,46,26,10,0,259,0,0,5,0,4,0,0,0,0,14,7,29,75,50,61,47,3,0,0,274,4,6,3,5,3,4,0,0,0,24,4,5,22,13,13,24,4,0,0,81,3,11,18,10,13,15,5,0,0,84,25,18,31,39,24,24,9,3,0,170,23,9,8,16,17,12,0,3,0,95,0,3,9,10,17,12,9,0,0,62,0,0,0,5,0,0,0,0,0,7,0,4,9,3,4,0,0,0,0,24,0,0,6,0,0,4,0,0,0,12,0,0,3,4,7,10,6,0,0,33,0,3,9,11,3,9,6,0,0,43,3,6,23,15,25,17,11,0,0,103,6,11,31,34,34,34,4,0,0,166,3,22,27,36,40,50,20,0,0,200,0,0,0,0,0,5,0,0,0,13
LGA54410,0,0,0,0,0,0,6,4,0,9,15,12,27,39,59,53,9,3,0,224,8,4,13,21,24,17,11,3,0,102,0,0,0,5,5,0,0,0,0,13,5,0,7,5,3,3,0,0,0,23,0,0,0,3,0,3,0,0,0,10,0,4,3,4,7,7,0,0,0,20,0,0,7,0,4,0,0,0,0,14,3,0,8,3,10,10,0,0,0,36,10,0,6,8,3,3,0,0,0,29,0,0,0,0,9,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,3,0,0,0,11,0,5,9,6,14,9,3,0,0,36,0,0,3,13,14,12,0,0,0,40,4,0,10,11,12,28,4,0,0,70,0,0,0,0,0,0,0,0,0,3
LGA54480,0,0,0,0,6,0,0,0,0,3,0,11,21,27,26,11,10,0,0,111,0,9,29,46,37,23,9,8,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,3,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,3,3,0,0,20,0,0,8,6,9,0,3,0,0,24,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA54550,3,0,0,4,0,6,6,0,0,17,19,22,68,91,89,94,40,3,0,422,13,29,49,88,82,91,55,16,0,425,0,0,3,0,0,4,0,0,0,9,0,5,11,9,6,10,0,0,0,45,0,0,0,0,0,4,0,0,0,6,5,3,7,3,12,9,4,0,0,36,0,8,3,3,3,0,0,0,0,22,0,0,4,4,19,11,3,0,0,47,0,0,4,5,0,4,0,0,0,24,0,0,8,7,7,19,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,4,3,12,0,4,0,0,0,26,0,0,6,0,4,4,0,0,0,10,0,0,8,7,6,8,0,0,0,38,0,3,11,17,15,9,0,0,0,58,0,0,10,22,15,23,0,0,0,72,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,0,0,0,0,0,0,0,7,3,15,34,35,48,50,23,4,0,218,3,9,22,34,40,34,27,10,7,196,0,18,53,48,30,30,4,0,0,187,0,0,5,3,5,0,0,0,0,16,0,0,0,0,0,4,0,0,0,8,3,4,19,5,6,13,0,0,0,49,0,0,0,4,4,4,0,0,0,13,0,0,0,4,5,5,4,0,0,20,0,0,4,3,5,10,5,0,0,27,0,0,3,5,5,10,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,0,0,0,15,0,0,3,0,3,0,0,0,0,7,0,0,0,4,3,3,0,0,0,16,0,0,5,0,11,12,9,0,0,36,0,0,9,0,6,7,3,0,0,22,0,0,5,0,12,16,0,0,0,30,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,3,0,11,10,20,21,9,0,0,77,3,3,9,18,20,17,9,3,0,80,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,3,0,5,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,4,3,3,0,0,24,0,0,3,0,3,0,0,0,0,10,0,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,3,6,5,22,39,45,36,19,5,0,162,0,8,32,39,44,41,25,15,0,204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,4,0,3,0,0,0,11,3,0,3,3,4,0,0,0,0,15,0,0,0,3,7,3,0,0,0,11,0,0,0,4,0,0,0,0,0,10,0,0,0,0,3,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9,0,0,0,4,5,8,0,0,0,23,0,0,10,13,11,0,0,0,0,35,0,0,0,4,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA54830,21,42,116,90,66,36,13,0,0,388,544,958,2578,2554,1916,1111,211,13,0,9894,5,13,38,42,64,34,8,3,0,210,14,71,297,340,249,135,13,0,0,1125,56,158,363,475,392,226,53,4,0,1719,3,8,61,78,79,36,0,0,0,260,59,193,528,484,360,245,37,0,0,1896,21,44,149,169,129,69,16,0,0,599,242,286,488,431,320,183,31,0,0,1980,437,248,273,167,129,48,7,0,0,1308,27,58,307,344,249,186,43,0,0,1213,11,16,52,37,22,7,0,6,0,137,0,22,123,154,64,34,4,0,0,408,4,9,54,78,36,29,15,0,0,225,14,77,277,371,174,85,17,6,0,1017,18,72,192,207,137,96,26,0,0,747,3,93,313,363,260,186,38,6,0,1260,39,84,318,387,297,194,44,3,0,1365,36,274,779,810,664,387,81,0,0,3033,18,35,82,65,34,20,9,0,0,271
LGA54900,0,0,3,0,0,0,0,0,0,4,7,20,54,70,58,68,26,5,0,309,13,8,44,73,78,77,43,14,0,356,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,5,8,7,9,3,0,0,26,0,0,14,11,3,11,5,0,0,47,0,4,0,7,11,14,0,4,0,44,0,3,0,10,5,4,5,0,0,28,3,0,10,6,8,6,9,0,0,48,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,10,0,4,3,8,5,4,4,0,0,34,0,3,10,15,10,11,0,0,0,43,7,5,9,10,7,9,0,0,0,42,0,0,0,0,0,0,0,0,0,7
LGA54970,0,0,0,0,0,0,0,0,0,4,6,39,106,71,70,57,4,0,0,362,0,4,4,3,4,5,0,0,0,17,9,82,341,319,310,212,29,0,0,1307,0,0,3,4,3,13,0,0,0,29,0,0,0,0,3,0,0,0,0,9,0,4,13,7,12,10,0,0,0,50,0,0,0,4,6,3,0,0,0,18,0,0,5,3,3,5,0,0,0,14,0,9,15,13,15,18,4,0,0,72,0,0,3,0,13,13,7,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,10,0,0,7,3,9,9,0,0,0,30,0,6,8,3,8,3,3,0,0,31,0,4,12,6,5,4,4,0,0,35,0,0,6,7,7,13,0,0,0,36,0,0,5,7,5,13,0,0,0,31,0,0,0,4,0,0,0,0,0,3
LGA55040,0,0,0,0,0,0,0,0,0,3,13,36,112,87,67,60,6,3,0,382,0,0,4,4,3,0,0,0,0,21,14,76,288,246,180,120,23,0,0,943,0,8,25,40,29,11,0,0,0,108,0,0,3,0,5,0,0,0,0,10,0,12,12,17,18,15,4,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,4,0,0,0,21,0,8,18,5,8,12,0,0,0,58,0,0,6,13,12,16,8,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,9,5,0,0,26,0,0,4,7,3,5,0,0,0,18,6,4,19,9,13,5,0,0,0,51,0,0,14,11,6,12,0,0,0,45,0,6,15,14,3,8,0,0,0,52,3,3,5,10,9,8,0,0,0,40,0,0,0,0,0,0,0,0,0,4
LGA55110,44,49,107,126,127,98,33,10,3,596,1244,1525,3035,3525,3989,3241,685,56,6,17307,6,16,36,51,46,44,33,6,0,251,32,188,641,785,763,561,96,0,0,3067,104,193,458,535,659,584,81,15,0,2627,3,27,90,128,140,85,17,0,0,488,156,307,696,709,736,639,151,9,0,3404,23,37,65,97,124,128,42,8,0,519,624,597,670,575,656,541,135,13,0,3810,944,380,385,327,277,212,50,0,0,2562,28,72,138,210,281,319,134,21,0,1196,11,19,23,34,34,27,9,0,0,165,0,23,72,110,112,84,24,9,0,428,9,26,87,110,123,109,48,11,0,535,18,103,255,270,293,259,90,7,0,1291,36,97,204,260,268,240,87,7,0,1179,22,77,267,366,465,381,90,10,0,1680,45,156,482,667,874,719,152,8,0,3103,88,368,863,1032,1144,1105,247,13,0,4860,61,70,82,81,75,67,21,7,0,457
LGA55180,4,4,14,12,14,20,10,0,0,80,139,112,328,371,467,502,148,27,0,2098,26,62,170,150,166,203,134,39,9,967,0,5,32,21,23,17,4,0,0,106,22,17,27,38,47,56,14,0,0,220,0,0,9,11,5,11,6,0,0,36,26,32,49,44,43,56,22,0,0,275,6,8,13,11,22,19,7,0,0,92,63,31,54,69,83,74,24,3,0,393,74,22,62,49,53,63,27,3,0,352,4,17,13,22,52,49,17,4,0,179,0,0,4,4,0,3,0,0,0,13,0,6,8,9,7,6,0,0,0,29,5,0,6,11,3,8,5,0,0,35,0,8,19,23,21,22,8,0,0,109,5,0,23,27,30,29,12,6,0,132,5,9,39,56,103,70,13,0,0,295,0,8,36,72,93,96,20,0,0,326,6,22,86,55,105,124,44,3,0,446,4,0,6,14,3,15,10,0,0,55
LGA55250,4,6,0,3,0,0,0,0,0,13,8,21,75,46,57,51,8,3,0,272,0,3,5,4,9,8,7,0,0,47,3,55,162,139,137,79,23,0,0,601,0,0,3,3,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,10,12,15,7,0,0,0,42,0,0,0,6,0,0,0,0,0,5,0,4,10,4,8,11,0,0,0,32,0,5,34,18,9,20,0,0,0,92,0,0,4,7,7,18,5,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,9,0,3,4,0,0,0,21,0,3,4,4,9,8,0,0,0,23,0,0,11,3,10,12,3,0,0,42,0,3,14,15,14,11,6,5,0,63,0,0,17,3,5,14,4,0,0,47,0,0,0,0,0,0,0,0,0,7
LGA55320,56,77,158,189,170,132,39,13,5,842,1696,2423,4437,5474,5634,4296,1255,108,5,25327,6,22,34,38,58,56,24,11,0,247,11,112,498,826,756,426,95,11,3,2734,119,170,344,491,576,477,147,16,3,2348,0,15,92,162,135,89,35,0,0,538,136,320,730,870,824,588,176,25,0,3677,47,95,182,269,333,232,82,13,3,1260,874,869,649,551,608,535,194,21,0,4296,1127,654,434,321,274,193,65,5,0,3078,40,122,261,381,458,384,139,13,0,1796,22,60,88,101,89,51,18,0,0,423,3,75,256,376,401,279,79,16,6,1486,16,65,159,227,248,182,124,24,0,1035,53,395,1028,1435,1258,752,327,40,0,5296,49,105,191,255,218,210,98,11,0,1138,29,138,435,686,781,640,176,10,0,2899,172,342,933,1165,1512,1336,396,45,0,5902,141,634,1595,1732,1704,1451,460,45,0,7770,173,170,181,159,147,96,42,3,0,968
LGA55390,0,0,0,0,0,0,0,0,0,0,0,21,36,17,26,36,5,0,0,141,0,0,0,0,0,0,0,0,0,0,3,46,143,132,123,70,14,0,0,531,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,9,6,9,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,7,3,0,0,0,32,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,10,0,6,8,3,0,4,0,0,0,13,0,5,5,9,5,8,0,0,0,28,0,0,3,3,0,4,0,3,0,17,0,0,0,0,5,6,0,0,0,13,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA55460,0,3,0,0,3,7,0,0,0,14,49,42,120,128,133,125,35,5,0,646,6,9,31,32,50,34,22,10,0,200,0,3,7,12,14,9,0,0,0,38,6,5,6,11,8,10,0,0,0,42,0,3,15,8,16,4,5,0,0,50,0,12,12,21,20,18,3,0,0,77,4,9,23,19,19,19,0,0,0,97,26,16,24,21,15,25,9,0,0,135,25,4,10,10,10,10,3,0,0,77,5,11,26,7,11,25,11,0,0,110,4,0,0,5,0,0,0,0,0,15,0,3,5,4,3,0,0,0,0,18,0,0,5,0,0,4,0,0,0,7,0,3,8,9,6,6,0,0,0,32,0,0,5,5,9,4,3,0,0,30,0,7,18,15,24,15,3,0,0,90,8,10,30,29,27,28,4,0,0,133,4,10,28,26,35,37,17,0,0,152,0,0,5,0,0,4,0,0,0,13
LGA55530,0,0,0,3,0,0,0,0,0,3,0,6,12,30,24,20,6,6,0,99,0,7,17,20,19,20,7,3,0,94,0,0,0,3,0,5,0,0,0,6,0,0,0,9,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,0,3,3,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,4,6,3,3,0,0,0,14,0,0,0,0,4,6,0,0,0,14,0,0,3,7,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,4,0,0,4,0,0,0,11,23,27,76,92,114,107,42,11,0,496,5,17,45,46,71,52,39,15,0,294,0,4,4,5,7,6,3,0,0,18,0,0,10,0,5,4,0,0,0,20,0,0,4,4,5,10,5,0,0,22,3,6,13,12,7,13,6,0,0,63,6,13,8,8,8,16,6,3,0,53,7,4,11,12,21,17,11,0,0,80,12,0,12,0,9,8,4,0,0,44,0,0,7,10,9,18,12,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,8,0,0,0,17,0,0,0,0,6,5,0,0,0,19,0,6,10,9,12,20,8,0,0,56,0,4,20,37,29,17,10,0,0,120,0,6,14,13,18,34,9,0,0,96,0,0,0,0,0,0,0,0,0,3
LGA55670,0,0,0,0,0,0,0,0,0,0,6,7,18,25,20,28,11,4,0,116,0,4,6,18,20,16,10,9,0,80,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,7,0,0,3,0,0,0,12,6,0,3,3,6,8,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,6,8,4,0,0,0,19,0,3,8,10,13,19,4,0,0,58,0,0,7,5,4,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0
LGA55740,3,8,13,16,28,0,4,0,0,80,157,220,396,437,511,314,117,14,0,2169,0,3,7,0,14,6,14,0,0,44,0,17,47,78,75,38,15,0,0,261,12,11,22,29,38,13,18,3,0,150,0,0,4,9,6,7,5,0,0,37,10,17,33,45,67,37,12,3,0,233,0,6,20,19,18,20,7,4,0,96,65,57,66,47,51,29,18,7,0,341,85,64,49,40,27,12,10,3,0,289,3,8,18,19,26,11,11,0,0,98,0,3,8,7,6,9,4,0,0,46,0,4,19,33,35,21,6,4,0,131,3,0,15,18,41,29,14,7,0,126,0,47,115,135,127,102,44,6,0,577,4,14,29,25,22,9,10,0,0,106,0,6,26,53,61,47,13,4,0,214,32,45,50,78,126,92,28,6,0,449,7,42,151,169,187,141,48,5,0,754,10,17,12,12,11,3,7,0,0,64
LGA55810,0,0,0,0,0,0,0,0,0,4,7,8,28,23,29,26,11,0,0,131,0,0,0,0,3,3,4,0,0,7,0,23,68,66,68,47,8,0,0,278,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,0,0,17,0,0,3,3,0,0,6,0,0,22,0,0,0,0,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,3,6,0,6,0,0,17,0,0,7,8,5,6,0,0,0,25,0,0,0,5,6,5,3,0,0,21,0,0,6,4,0,10,4,0,0,21,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,3,0,6,11,19,25,27,4,0,0,100,0,5,17,19,33,30,8,8,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,15,0,0,0,4,0,4,0,0,0,6,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,16,0,0,5,3,4,4,0,0,0,20,0,0,0,4,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,5,0,0,0,0,0,8,5,0,19,24,27,25,11,0,0,115,0,0,9,15,22,27,19,7,0,108,0,0,0,5,0,5,4,0,0,10,0,0,0,0,0,5,0,0,0,6,0,0,0,0,3,0,4,0,0,7,0,0,0,7,0,0,0,0,0,14,0,0,5,0,6,4,0,0,0,11,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,15,0,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,13,0,0,3,6,9,4,0,0,0,31,0,0,8,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0
