ILOC_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
ILOC50500603,19,176,87,291,71,14,87,740,297,840,316,928,48,34,235,2696,503,868,422,915,24,43,268,3042,277,505,363,852,16,51,198,2259,146,245,189,590,12,38,138,1356,107,182,197,507,8,44,215,1264,1340,2815,1575,4147,252,235,1206,11575,0,0,0,5,0,0,0,3,0,4,0,6,3,0,0,18,4,3,6,15,0,0,4,36,4,9,5,8,0,0,7,33,0,0,3,9,0,0,0,13,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,6,11,19,22,41,12,4,15,118,6,0,14,112,60,9,15,205,41,270,134,278,68,25,23,837,487,1242,433,548,55,33,88,2884,564,1233,519,514,58,73,92,3044,315,632,446,425,57,102,87,2068,120,274,284,265,37,69,65,1122,50,168,198,120,24,68,253,882,1593,3815,2026,2263,346,385,623,11046,0,0,0,0,0,0,28,28,0,0,0,0,0,0,39,46
ILOC50500604,4,23,6,40,8,0,20,99,48,124,38,145,6,7,48,414,43,76,38,114,5,11,46,329,22,49,29,74,4,7,26,213,23,23,18,78,0,8,16,163,10,18,20,84,0,4,48,185,151,317,152,534,28,33,210,1428,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7,4,12,0,0,3,29,0,0,0,11,5,0,0,17,3,40,17,31,11,0,0,98,78,196,48,83,9,4,8,427,70,122,48,58,9,0,11,328,39,80,53,48,8,15,5,249,17,49,39,38,0,4,9,156,20,32,30,34,9,14,40,170,232,512,233,295,52,43,81,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
ILOC50500605,3,30,27,86,12,4,28,197,71,200,73,278,10,13,100,745,89,175,107,239,8,12,108,743,66,132,86,194,7,19,77,582,64,99,50,186,7,13,76,499,46,75,73,212,6,17,138,570,342,714,418,1215,67,86,550,3389,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,7,0,4,3,0,0,15,0,4,0,5,0,0,0,11,0,0,5,0,0,0,0,4,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,13,0,16,8,16,7,3,8,55,0,0,0,13,5,0,8,27,5,75,24,67,13,4,9,190,155,361,94,155,7,16,35,814,150,317,119,105,11,9,33,750,121,202,111,89,8,22,33,594,85,127,116,86,13,40,32,488,50,96,93,57,7,32,71,404,569,1177,552,578,68,115,214,3268,0,0,0,0,0,0,7,7,0,0,0,0,0,0,32,32
ILOC50500701,21,178,50,130,38,8,71,503,300,817,194,441,16,33,270,2077,463,776,268,466,18,27,245,2264,470,676,302,430,11,34,262,2190,451,597,282,482,20,49,225,2101,457,610,388,564,22,66,430,2538,2163,3656,1497,2553,167,225,1546,11807,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,12,8,6,4,12,4,0,0,30,0,12,4,0,0,0,3,22,0,0,4,3,0,0,0,14,3,6,3,4,0,0,0,20,0,0,0,0,0,0,9,10,12,26,20,31,5,3,18,112,0,0,7,48,29,8,9,99,13,290,56,113,30,14,26,554,462,1151,213,252,23,22,58,2187,656,1066,247,209,25,35,63,2303,617,924,332,221,28,59,61,2240,569,704,381,206,26,89,96,2080,449,721,420,147,20,109,430,2301,2763,4863,1654,1193,187,335,751,11758,0,0,0,0,0,0,38,38,0,0,0,0,0,0,62,62
ILOC50500801,9,38,42,84,12,4,30,221,73,178,114,172,8,10,94,655,85,202,97,177,8,6,74,657,33,65,54,141,3,10,54,354,9,36,22,100,0,3,22,200,18,23,41,145,0,5,47,282,229,549,372,840,56,45,342,2433,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,7,0,0,5,8,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,20,5,0,5,39,0,0,0,18,3,0,3,30,3,48,39,48,13,4,16,176,151,281,91,95,12,11,21,654,98,229,73,80,9,13,25,517,32,83,59,67,4,14,14,274,21,47,30,38,3,18,14,172,11,46,37,37,3,9,53,187,321,726,316,377,55,64,141,2004,0,0,0,0,0,0,19,19,0,0,0,0,0,0,19,19
ILOC50500802,25,173,88,194,50,7,55,584,205,551,252,448,12,23,161,1655,523,850,331,550,14,21,198,2497,347,505,316,534,19,24,155,1898,177,260,203,430,9,17,103,1201,99,176,154,408,5,25,101,967,1374,2511,1364,2626,157,135,832,9000,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,7,0,5,0,4,0,0,0,14,0,0,5,9,0,5,0,18,0,3,3,0,0,0,0,10,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,6,14,8,3,6,53,0,0,4,69,40,10,23,143,27,277,87,175,36,17,25,635,360,849,256,263,20,19,70,1855,616,1135,350,338,28,58,92,2625,285,591,380,290,38,66,77,1713,124,277,200,180,31,41,64,919,39,152,146,93,13,44,129,616,1458,3282,1426,1408,200,260,477,8496,0,0,0,0,0,0,27,27,0,0,0,0,0,0,24,24
ILOC50500803,5,45,40,154,34,7,44,329,46,123,105,341,41,14,128,792,90,160,141,386,23,21,157,967,52,92,89,356,15,23,141,767,19,61,83,290,9,17,104,577,35,76,96,437,13,18,226,901,242,553,560,2005,146,110,832,4450,0,0,0,4,0,0,0,6,0,4,0,10,4,0,3,18,0,0,0,13,7,0,0,22,0,0,4,12,0,0,3,24,0,0,5,5,0,0,5,18,0,5,0,0,3,0,5,16,3,0,0,0,0,0,0,4,4,16,11,41,12,3,20,111,0,0,6,52,36,9,13,110,3,51,50,151,35,11,7,316,91,243,144,294,29,29,37,865,98,237,185,238,36,39,34,861,41,145,118,196,26,35,47,607,34,72,105,170,23,32,59,497,23,99,121,111,8,45,280,690,291,854,728,1205,190,195,483,3947,0,0,0,0,0,0,24,24,0,0,0,0,0,0,27,29
ILOC50500804,4,29,18,60,27,8,16,152,17,65,54,174,14,10,50,391,44,103,61,197,3,9,55,477,28,54,51,175,4,6,47,366,12,39,43,129,0,8,35,266,15,24,32,175,4,3,38,282,122,311,259,933,61,44,243,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,0,0,11,0,4,0,4,0,0,0,7,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,3,22,3,0,8,40,0,0,5,26,19,0,4,54,0,37,12,61,21,0,4,140,48,135,80,108,16,10,21,415,58,168,87,133,12,13,26,502,29,74,91,105,7,20,18,355,21,30,49,51,3,12,20,195,10,27,28,48,9,16,48,177,171,465,359,533,88,71,146,1839,0,0,0,0,0,0,9,9,0,0,0,0,0,0,6,6
ILOC50500805,0,13,14,49,14,4,18,105,28,52,50,91,8,8,43,284,41,55,69,94,6,7,40,313,8,39,29,95,0,0,36,217,20,21,19,88,7,8,24,176,10,10,13,95,0,5,29,161,104,193,197,512,31,30,208,1288,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,4,10,0,0,4,20,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,4,0,5,17,3,0,11,40,0,0,0,14,6,0,3,26,7,18,15,35,13,4,10,94,35,100,49,59,6,0,12,261,44,81,42,54,6,9,13,251,17,30,40,49,10,17,5,166,15,29,25,40,5,7,8,134,9,17,21,25,0,10,31,120,119,272,188,280,42,49,84,1043,0,0,0,0,0,0,10,10,0,0,0,0,0,0,9,9
ILOC50500806,4,25,11,33,8,7,24,109,41,80,52,71,6,0,54,304,48,73,53,68,0,4,55,305,19,46,36,65,8,0,39,216,7,31,18,57,0,5,16,139,10,32,20,77,0,10,37,183,125,283,185,387,24,30,251,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,4,8,9,0,0,23,0,0,0,10,7,0,7,26,8,20,17,24,12,3,5,89,41,109,36,42,10,3,19,261,57,90,44,53,0,9,9,264,22,44,34,43,6,6,8,161,11,36,39,30,3,6,11,134,6,31,23,22,0,21,33,131,139,337,182,229,32,51,90,1060,0,0,0,0,0,0,10,10,0,0,0,0,0,0,14,14
ILOC50500807,0,30,24,104,22,5,37,222,54,123,96,265,27,12,106,669,95,173,112,291,15,17,122,834,30,96,99,225,7,12,119,593,17,57,49,237,7,13,83,458,19,60,55,263,3,20,149,577,215,547,438,1416,102,81,646,3445,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,14,6,0,4,22,0,0,0,6,4,0,6,11,0,0,0,7,0,0,3,6,3,0,0,3,0,0,0,7,5,0,0,0,0,0,0,4,10,4,5,32,4,0,8,61,0,0,0,31,27,5,3,64,6,38,29,95,33,14,10,231,102,215,124,188,28,14,40,713,101,226,115,168,24,15,40,692,35,110,74,114,15,24,31,399,25,69,71,95,8,18,43,327,20,59,80,51,7,33,161,417,293,723,503,744,135,115,330,2841,0,0,0,0,0,0,14,14,0,0,0,0,0,0,25,25
ILOC50500808,0,50,55,157,25,10,40,347,81,276,149,363,25,11,114,1025,161,313,169,405,11,22,139,1221,86,195,185,400,8,25,117,1022,67,128,128,408,4,23,85,843,60,116,163,558,8,42,134,1076,459,1063,847,2352,120,141,673,5655,0,0,0,5,0,0,0,7,0,0,3,4,0,0,0,11,0,5,6,12,4,0,0,24,0,4,0,12,5,0,0,25,3,5,9,5,0,0,0,21,0,0,4,4,0,0,0,7,0,4,3,0,0,0,3,12,4,20,22,41,4,0,3,107,0,4,6,49,39,3,7,107,11,93,55,122,27,12,13,337,159,397,163,216,22,26,47,1033,180,405,210,229,31,25,55,1135,101,244,217,226,31,49,40,907,60,144,162,174,18,48,56,676,44,148,138,109,27,69,170,702,559,1430,952,1139,192,231,393,4894,0,0,0,0,0,0,26,26,0,0,0,0,0,0,34,34
ILOC50500901,18,276,117,397,81,24,121,1031,245,652,243,965,47,34,213,2397,341,660,406,1071,23,48,247,2801,412,808,549,1112,16,71,321,3294,352,553,554,1332,17,77,250,3126,205,396,450,1196,22,88,389,2745,1578,3346,2345,6203,268,353,1614,15707,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,4,0,4,5,7,0,0,0,13,0,4,4,7,7,0,0,26,3,7,4,4,0,0,0,15,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,6,3,19,16,30,4,5,8,85,0,0,19,120,72,12,21,241,41,359,163,262,59,24,31,938,348,1026,345,483,41,41,71,2359,447,1165,540,519,51,78,97,2902,462,977,745,621,45,169,121,3143,325,627,654,529,63,173,152,2522,142,400,419,289,57,135,442,1886,1768,4554,2884,2824,391,628,947,13988,0,0,0,0,0,0,39,39,0,0,0,0,0,0,46,53
ILOC50500902,34,439,132,515,82,17,105,1318,344,1148,381,1624,49,37,318,3899,738,1696,794,1933,40,82,451,5735,857,1522,867,1789,34,102,431,5599,642,1155,828,1875,27,94,347,4964,621,1229,1267,2480,35,183,645,6462,3237,7174,4291,10445,408,541,2377,28468,0,0,0,0,0,0,4,4,0,0,0,12,3,0,0,16,4,4,13,15,3,4,0,46,3,11,7,7,6,0,4,33,9,4,6,8,0,0,5,30,0,0,0,4,0,0,0,10,0,3,0,0,0,0,0,8,19,28,19,49,10,5,16,143,3,0,23,238,94,18,30,412,46,548,177,336,71,36,48,1268,616,1852,583,765,48,69,112,4040,1201,2606,897,943,83,150,179,6056,949,1983,1093,902,67,248,212,5459,665,1291,1135,780,95,262,256,4488,429,1169,1120,586,119,420,794,4635,3914,9458,5024,4549,577,1213,1629,26358,0,0,0,0,0,0,40,40,0,0,0,0,0,0,41,46
ILOC50501001,7,17,19,113,24,7,26,210,26,96,63,352,21,9,68,637,53,123,88,300,16,6,92,685,16,75,80,268,7,13,61,522,24,37,63,252,4,10,62,448,23,51,69,306,7,25,78,553,155,399,383,1614,93,73,415,3125,0,0,0,0,0,0,0,7,0,0,6,8,6,0,0,13,0,0,0,10,0,0,3,19,0,0,0,8,3,0,0,13,4,3,0,4,3,0,4,11,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,9,3,10,32,10,3,7,77,0,0,5,40,31,0,4,88,6,25,27,73,26,3,6,169,50,202,90,206,19,9,33,607,60,193,125,179,17,24,29,625,28,87,99,144,16,31,20,425,22,75,97,98,12,21,35,360,23,52,78,76,3,36,96,378,199,641,519,828,123,122,226,2657,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,9
ILOC50501002,0,6,17,106,18,9,21,183,19,73,47,335,14,10,81,587,22,92,73,309,10,13,54,570,21,65,66,235,5,14,58,468,15,42,44,237,4,15,49,406,20,44,68,258,0,17,67,477,106,326,319,1510,72,77,353,2760,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,9,3,0,0,0,20,0,3,4,6,0,0,0,16,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,22,4,3,5,55,0,0,3,31,22,5,4,64,0,28,36,92,23,5,6,197,41,174,87,203,15,18,24,561,64,160,106,163,19,18,23,548,32,103,102,153,14,34,22,453,21,54,85,95,9,33,23,319,20,66,71,59,7,21,81,333,178,583,489,804,108,133,189,2474,0,0,0,0,0,0,6,6,0,0,0,0,0,0,9,9
ILOC50501003,9,111,50,159,53,5,47,432,82,218,100,486,26,12,93,1027,203,413,269,607,11,19,150,1668,230,428,279,672,9,36,152,1816,162,289,228,630,9,34,152,1514,233,473,394,829,14,69,301,2305,926,1933,1329,3458,163,181,937,8923,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,10,0,5,5,9,0,0,0,19,0,3,7,3,0,0,0,13,0,8,3,6,0,0,0,15,0,5,0,0,0,5,0,12,0,0,0,3,0,0,4,3,9,19,11,26,5,3,8,78,0,0,7,73,48,3,18,148,11,140,51,117,37,9,12,378,179,445,166,284,19,14,40,1146,341,715,283,306,40,36,52,1768,283,539,352,311,33,73,68,1662,179,372,338,245,34,78,82,1332,163,458,448,212,33,114,411,1840,1148,2676,1654,1536,246,327,681,8276,0,0,0,0,0,0,32,32,0,0,0,0,0,0,20,20
ILOC50501101,4,20,12,144,44,3,54,290,21,76,71,373,49,14,136,742,42,135,104,388,15,23,154,850,31,84,109,360,15,19,148,762,19,50,73,309,7,18,103,582,20,32,49,352,8,22,140,617,131,398,429,1962,167,92,789,3978,0,0,0,5,0,0,4,11,0,0,3,15,8,0,5,27,0,5,10,22,0,0,0,40,0,0,3,9,0,0,3,25,3,7,0,8,4,0,0,26,0,0,6,7,0,5,0,17,0,5,0,0,0,0,4,9,10,17,27,64,14,8,17,147,0,0,0,40,29,5,14,89,8,29,32,112,40,8,23,240,59,154,123,270,54,24,25,721,79,183,160,269,33,26,50,807,53,113,130,214,22,48,50,631,33,76,82,157,24,29,51,451,16,65,68,83,14,32,148,430,251,633,598,1144,212,179,363,3378,0,0,0,0,0,0,25,25,0,0,0,0,0,0,25,25
ILOC50501102,7,81,44,215,50,7,50,449,103,370,228,793,51,23,188,1756,262,522,251,659,25,29,189,1943,70,231,181,464,6,28,110,1091,41,84,72,304,6,18,60,575,33,55,70,218,3,13,63,448,523,1340,854,2699,181,117,703,6419,0,0,0,5,0,0,0,0,0,0,0,6,4,0,0,9,0,3,0,18,7,0,5,34,0,6,3,9,4,0,0,20,0,7,0,0,4,0,0,12,0,5,0,5,0,0,0,7,0,4,0,0,0,0,0,3,0,21,10,38,11,0,0,83,0,0,6,64,31,6,9,117,17,107,82,218,48,11,27,510,252,709,294,515,62,36,67,1924,299,680,332,347,36,42,71,1804,125,279,201,211,28,71,48,968,50,99,121,139,17,30,36,503,18,78,79,53,5,34,49,313,763,1959,1120,1542,228,226,312,6145,0,0,0,0,0,0,25,25,0,0,0,0,0,0,24,27
ILOC50501201,32,354,86,222,48,18,62,815,370,1073,205,532,23,24,197,2426,683,1309,375,556,27,42,227,3222,727,1202,463,643,22,55,239,3354,563,898,407,692,15,61,239,2877,654,1060,632,941,25,99,448,3855,3026,5902,2162,3680,207,296,1456,16739,0,0,0,0,4,0,3,5,0,8,0,4,0,0,0,13,0,8,3,9,0,0,0,15,4,4,4,5,0,0,6,18,3,5,6,0,0,0,0,17,4,0,4,0,0,0,3,21,0,5,0,0,0,0,0,4,14,32,17,16,6,0,15,100,0,0,23,110,46,7,28,211,41,475,98,188,41,11,22,887,597,1509,238,264,21,27,52,2711,919,1824,451,296,47,61,82,3683,802,1461,563,384,38,125,103,3481,571,927,588,327,45,133,110,2686,454,1038,798,292,61,236,568,3454,3394,7232,2752,1859,298,596,967,17098,0,0,0,0,0,0,39,39,0,0,0,0,0,0,46,43
ILOC50501202,41,301,79,177,51,16,80,748,339,905,210,472,28,15,157,2124,512,978,246,464,15,27,173,2419,493,727,328,503,7,39,179,2269,431,591,294,580,6,51,168,2127,460,854,617,861,23,97,402,3323,2284,4359,1790,3133,193,245,1223,13223,0,0,0,0,0,0,7,4,0,0,3,4,0,0,4,8,0,9,0,4,3,0,0,17,0,3,7,5,3,0,3,16,0,0,0,0,0,0,3,12,3,0,8,0,0,0,4,12,0,3,0,0,0,0,0,4,6,19,13,17,5,0,22,80,0,0,14,91,69,11,30,215,28,382,78,161,41,9,48,756,467,1071,199,217,36,13,55,2050,640,1220,320,242,24,32,72,2563,505,948,421,275,31,78,85,2346,372,667,471,261,42,138,126,2073,287,690,640,218,46,179,445,2501,2302,4983,2146,1460,289,461,868,12513,0,0,0,0,0,0,26,23,0,0,0,0,0,0,30,31
ILOC50501301,8,58,34,193,36,10,36,371,58,198,91,646,30,15,132,1175,143,308,190,621,22,27,166,1473,171,350,253,718,11,26,173,1693,172,273,251,760,6,38,188,1690,199,338,350,853,13,68,282,2105,745,1526,1166,3850,154,195,1037,8674,0,0,0,0,0,0,3,5,0,0,0,6,0,0,0,10,0,3,5,12,0,0,0,25,3,0,4,4,0,3,0,17,0,6,10,3,4,0,0,21,0,5,4,4,0,0,0,9,0,0,0,4,0,0,0,7,8,17,26,34,8,3,7,102,0,0,9,68,43,0,17,141,7,100,55,130,27,11,13,345,129,364,149,333,29,16,29,1051,238,531,262,324,31,46,50,1482,268,533,320,365,40,68,54,1650,214,351,334,313,25,100,95,1430,158,435,390,196,36,110,297,1620,1006,2318,1529,1728,231,357,555,7724,0,0,0,0,0,0,24,24,0,0,0,0,0,0,21,21
ILOC50501302,0,4,3,68,20,0,22,121,15,43,27,188,12,0,45,330,14,43,21,154,10,8,49,295,18,47,50,147,7,12,54,328,27,36,41,136,4,12,51,306,12,42,69,225,5,13,63,433,86,217,206,936,66,49,294,1855,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,13,0,5,3,9,3,0,0,21,0,5,3,4,0,0,0,12,4,6,9,0,0,0,4,11,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,3,6,17,18,11,6,10,64,0,0,3,13,13,0,3,38,4,23,9,48,13,3,4,102,27,78,46,98,11,3,13,289,27,73,69,96,11,9,21,305,33,63,63,91,14,19,19,297,47,47,67,79,7,17,21,284,17,75,77,43,8,25,93,337,159,356,332,470,84,84,169,1646,0,0,0,0,0,0,9,9,0,0,0,0,0,0,8,12
ILOC50501401,79,612,193,276,58,16,275,1513,1335,2811,599,836,55,47,917,6610,1132,1875,530,608,28,39,582,4801,619,1008,336,462,4,45,376,2860,452,727,326,467,12,32,312,2338,372,596,326,407,8,53,408,2168,3994,7630,2315,3114,220,245,2938,20455,0,0,0,0,9,0,0,10,0,7,0,16,4,0,0,30,8,11,8,12,3,0,0,42,3,6,4,5,5,0,0,24,3,9,4,4,0,0,3,22,3,0,0,0,0,0,4,16,0,0,0,0,0,0,0,5,23,34,21,40,12,10,8,147,0,0,19,83,61,3,11,186,112,777,268,248,53,20,64,1528,1608,3117,644,440,46,46,176,6071,1112,1829,461,252,27,50,90,3819,652,975,385,251,23,78,80,2441,424,635,388,178,22,75,92,1802,269,506,291,123,30,83,269,1567,4176,7830,2460,1571,269,353,774,17429,0,0,0,0,0,0,43,43,0,0,0,0,0,0,222,227
