ILOC_CODE_2021,Emp_Worked_FT_A_15_24_y_M,Emp_Worked_FT_A_25_34_y_M,Emp_Worked_FT_A_35_44_y_M,Emp_Worked_FT_A_45_54_y_M,Emp_Worked_FT_A_55_64_y_M,Emp_Worked_FT_A_65_and_over_M,Emp_Worked_FT_Tot_M,Emp_Worked_PT_A_15_24_y_M,Emp_Worked_PT_A_25_34_y_M,Emp_Worked_PT_A_35_44_y_M,Emp_Worked_PT_A_45_54_y_M,Emp_Worked_PT_A_55_64_y_M,Emp_Worked_PT_A_65_and_over_M,Emp_Worked_PT_Tot_M,EAfW_A_15_24_y_M,EAfW_A_25_34_y_M,EAfW_A_35_44_y_M,EAfW_A_45_54_y_M,EAfW_A_55_64_y_M,EAfW_A_65_over_M,EAfW_Tot_M,Emp_Tot_Age_15_24_y_M,Emp_Tot_Age_25_34_y_M,Emp_Tot_Age_35_44_y_M,Emp_Tot_Age_45_54_y_M,Emp_Tot_Age_55_64_y_M,Emp_Tot_A_65_over_M,Emp_Tot_Tot_M,Unemp_A_15_24_y_M,Unemp_A_25_34_y_M,Unemp_A_35_44_y_M,Unemp_A_45_54_y_M,Unemp_A_55_64_y_M,Unemp_A_65_over_M,Unemp_Tot_M,Tot_LF_Ag_15_24_y_M,Tot_LF_Ag_25_34_y_M,Tot_LF_Ag_35_44_y_M,Tot_LF_Ag_45_54_y_M,Tot_LF_Ag_55_64_y_M,Tot_LF_Ag_65_and_over_M,Tot_LF_Tot_M,Not_in_LF_Age_15_24_y_M,Not_in_LF_Age_25_34_y_M,Not_in_LF_Age_35_44_y_M,Not_in_LF_Age_45_54_y_M,Not_in_LF_Age_55_64_y_M,Not_in_LF_A_65and_over_M,Not_In_LF_Tot_M,LF_stat_NS_A_15_24_y_M,LF_stat_NS_A_25_34_y_M,LF_stat_NS_A_35_44_y_M,LF_stat_NS_A_45_54_y_M,LF_stat_NS_A_55_64_y_M,LF_stat_NS_A_65and_over_M,LF_status_NS_Tot_M,Tot_Age_15_24_y_M,Tot_Age_25_34_y_M,Tot_Age_35_44_y_M,Tot_Age_45_54_y_M,Tot_Age_55_64_y_M,Tot_A_65_and_over_M,Tot_Tot_M,Emp_Worked_FT_A_15_24_y_F,Emp_Worked_FT_A_25_34_y_F,Emp_Worked_FT_A_35_44_y_F,Emp_Worked_FT_A_45_54_y_F,Emp_Worked_FT_A_55_64_y_F,Emp_Worked_FT_A_65_and_over_F,Emp_Worked_FT_Tot_F,Emp_Worked_PT_A_15_24_y_F,Emp_Worked_PT_A_25_34_y_F,Emp_Worked_PT_A_35_44_y_F,Emp_Worked_PT_A_45_54_y_F,Emp_Worked_PT_A_55_64_y_F,Emp_Worked_PT_A_65_and_over_F,Emp_Worked_PT_Tot_F,EAfW_A_15_24_y_F,EAfW_A_25_34_y_F,EAfW_A_35_44_y_F,EAfW_A_45_54_y_F,EAfW_A_55_64_y_F,EAfW_A_65_over_F,EAfW_Tot_F,Emp_Tot_Age_15_24_y_F,Emp_Tot_Age_25_34_y_F,Emp_Tot_Age_35_44_y_F,Emp_Tot_Age_45_54_y_F,Emp_Tot_Age_55_64_y_F,Emp_Tot_A_65_over_F,Emp_Tot_Tot_F,Unemp_A_15_24_y_F,Unemp_A_25_34_y_F,Unemp_A_35_44_y_F,Unemp_A_45_54_y_F,Unemp_A_55_64_y_F,Unemp_A_65_over_F,Unemp_Tot_F,Tot_LF_Ag_15_24_y_F,Tot_LF_Ag_25_34_y_F,Tot_LF_Ag_35_44_y_F,Tot_LF_Ag_45_54_y_F,Tot_LF_Ag_55_64_y_F,Tot_LF_Ag_65_and_over_F,Tot_LF_Tot_F,Not_in_LF_Age_15_24_y_F,Not_in_LF_Age_25_34_y_F,Not_in_LF_Age_35_44_y_F,Not_in_LF_Age_45_54_y_F,Not_in_LF_Age_55_64_y_F,Not_in_LF_A_65and_over_F,Not_In_LF_Tot_F,LF_stat_NS_A_15_24_y_F,LF_stat_NS_A_25_34_y_F,LF_stat_NS_A_35_44_y_F,LF_stat_NS_A_45_54_y_F,LF_stat_NS_A_55_64_y_F,LF_stat_NS_A_65and_over_F,LF_status_NS_Tot_F,Tot_Age_15_24_y_F,Tot_Age_25_34_y_F,Tot_Age_35_44_y_F,Tot_Age_45_54_y_F,Tot_Age_55_64_y_F,Tot_A_65_and_over_F,Tot_Tot_F,Emp_Worked_FT_A_15_24_y_P,Emp_Worked_FT_A_25_34_y_P,Emp_Worked_FT_A_35_44_y_P,Emp_Worked_FT_A_45_54_y_P,Emp_Worked_FT_A_55_64_y_P,Emp_Worked_FT_A_65_and_over_P,Emp_Worked_FT_Tot_P,Emp_Worked_PT_A_15_24_y_P,Emp_Worked_PT_A_25_34_y_P,Emp_Worked_PT_A_35_44_y_P,Emp_Worked_PT_A_45_54_y_P,Emp_Worked_PT_A_55_64_y_P,Emp_Worked_PT_A_65_and_over_P,Emp_Worked_PT_Tot_P,EAfW_A_15_24_y_P,EAfW_A_25_34_y_P,EAfW_A_35_44_y_P,EAfW_A_45_54_y_P,EAfW_A_55_64_y_P,EAfW_A_65_over_P,EAfW_Tot_P,Emp_Tot_Age_15_24_y_P,Emp_Tot_Age_25_34_y_P,Emp_Tot_Age_35_44_y_P,Emp_Tot_Age_45_54_y_P,Emp_Tot_Age_55_64_y_P,Emp_Tot_A_65_over_P,Emp_Tot_Tot_P,Unemp_A_15_24_y_P,Unemp_A_25_34_y_P,Unemp_A_35_44_y_P,Unemp_A_45_54_y_P,Unemp_A_55_64_y_P,Unemp_A_65_over_P,Unemp_Tot_P,Tot_LF_Ag_15_24_y_P,Tot_LF_Ag_25_34_y_P,Tot_LF_Ag_35_44_y_P,Tot_LF_Ag_45_54_y_P,Tot_LF_Ag_55_64_y_P,Tot_LF_Ag_65_and_over_P,Tot_LF_Tot_P,Not_in_LF_Age_15_24_y_P,Not_in_LF_Age_25_34_y_P,Not_in_LF_Age_35_44_y_P,Not_in_LF_Age_45_54_y_P,Not_in_LF_Age_55_64_y_P,Not_in_LF_A_65and_over_P,Not_In_LF_Tot_P,LF_stat_NS_A_15_24_y_P,LF_stat_NS_A_25_34_y_P,LF_stat_NS_A_35_44_y_P,LF_stat_NS_A_45_54_y_P,LF_stat_NS_A_55_64_y_P,LF_stat_NS_A_65and_over_P,LF_status_NS_Tot_P,Tot_Age_15_24_y_P,Tot_Age_25_34_y_P,Tot_Age_35_44_y_P,Tot_Age_45_54_y_P,Tot_Age_55_64_y_P,Tot_A_65_and_over_P,Tot_Tot_P
ILOC50400603,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,0,0,0,0,6,11,0,0,0,0,0,0,0,4,3,3,5,0,6,16,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,6,4,4,0,0,0,3,14,0,0,0,0,0,0,0,4,7,0,3,0,3,23,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,8,0,7,3,9,0,0,13,0,0,0,0,0,0,0,0,7,3,9,0,0,13,5,4,0,5,6,5,27,0,0,0,0,0,0,0,3,11,5,7,6,5,36
ILOC50400701,0,5,3,8,0,3,13,0,0,0,0,0,0,7,0,0,0,0,0,0,6,4,8,5,8,4,4,25,0,0,0,0,0,0,0,0,8,5,8,4,4,25,4,4,5,0,8,0,21,0,0,3,0,0,0,8,11,17,14,9,9,7,58,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,12,11,7,11,5,4,6,35,0,0,3,0,0,0,6,13,10,14,3,9,8,55,3,5,6,8,3,4,20,0,4,9,0,0,0,10,0,0,0,0,0,0,4,5,10,9,4,7,6,40,0,0,0,0,0,0,3,5,11,9,4,7,6,38,12,11,13,8,6,4,64,0,0,7,0,0,0,10,20,23,29,15,16,7,111
ILOC50400702,0,6,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,5,0,0,10,0,0,0,0,0,0,4,4,6,5,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,4,6,0,17,0,0,0,0,0,0,0,10,3,3,0,5,3,25,0,6,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,3,0,0,19,10,4,5,4,6,0,28,0,0,0,0,0,0,4,9,14,9,9,5,4,48
ILOC50400801,5,10,4,7,7,3,33,4,4,0,3,0,0,9,0,0,0,5,0,0,12,4,17,3,15,4,4,52,0,0,0,0,5,0,3,4,20,8,15,10,4,61,15,8,13,17,9,11,74,0,5,3,6,3,0,13,23,27,26,35,24,16,146,0,6,9,7,8,0,35,5,3,7,0,3,0,24,0,0,0,0,0,0,4,3,12,18,9,12,0,56,0,0,0,0,0,0,0,5,12,18,9,12,0,57,20,18,18,15,17,11,96,7,0,6,0,0,0,17,28,34,43,24,22,15,168,4,14,13,15,12,0,66,4,10,8,5,3,0,31,0,4,0,5,0,0,11,9,30,25,22,13,5,106,0,0,0,0,5,0,8,14,32,21,22,14,5,116,30,26,29,28,27,27,168,6,4,9,3,5,0,31,51,59,67,55,45,30,307
ILOC50500101,12,22,14,16,9,0,68,12,11,3,4,4,0,29,0,4,0,0,0,0,7,21,36,21,20,17,0,109,12,8,4,0,0,0,20,35,36,21,21,17,0,131,30,24,8,13,10,15,103,3,5,0,0,0,0,10,70,64,30,30,26,18,244,4,11,10,14,4,0,34,14,3,5,5,8,0,36,4,0,0,0,0,0,4,23,15,15,17,7,0,77,13,5,7,0,0,0,26,35,24,18,16,7,0,106,50,27,18,18,19,26,163,0,0,4,0,5,0,12,87,56,38,40,33,30,274,12,31,20,23,11,4,103,24,16,12,13,10,0,70,0,7,0,0,3,0,11,44,49,33,37,24,4,187,27,16,4,3,0,0,52,72,60,40,41,24,4,235,80,54,25,31,34,40,267,3,5,8,3,4,0,21,158,117,68,76,61,50,522
ILOC50500102,17,51,34,17,10,0,129,3,10,5,0,0,0,16,0,10,4,0,0,0,12,25,70,39,17,10,3,157,10,9,4,0,3,0,26,42,79,39,17,9,0,187,29,7,4,8,0,4,55,0,0,0,0,0,4,4,69,86,47,30,12,10,244,11,17,8,6,4,0,58,27,17,10,5,3,0,62,4,0,0,0,0,0,6,43,35,26,13,8,0,129,6,9,0,0,0,0,20,48,39,28,12,8,0,146,23,31,15,15,14,8,93,0,0,5,0,0,0,6,72,69,45,25,21,10,247,30,75,39,23,16,3,184,33,26,16,5,3,0,82,4,13,3,0,0,0,22,66,108,62,28,19,0,288,22,11,4,3,3,0,43,86,114,74,29,19,6,332,48,42,20,20,10,11,150,0,0,5,0,0,4,14,141,160,93,50,33,14,494
ILOC50500103,3,3,10,10,8,0,36,4,6,0,0,0,0,10,6,0,4,0,0,0,7,12,10,17,12,8,0,61,7,6,0,0,4,0,18,20,18,16,12,12,0,82,8,3,10,3,6,6,39,0,0,0,0,0,0,4,34,28,22,14,19,9,128,0,5,8,3,0,0,21,6,6,10,0,6,0,20,0,0,0,0,0,0,8,8,12,18,4,10,4,52,4,3,0,0,0,0,16,15,19,20,4,10,4,67,12,18,6,12,7,7,67,0,0,0,0,0,0,3,28,32,32,16,22,10,136,6,15,18,12,13,0,66,7,9,9,0,6,0,33,8,3,4,3,0,0,14,22,27,26,13,21,4,112,15,15,5,0,4,0,32,35,38,30,14,19,4,146,26,21,18,11,11,19,110,0,0,0,0,0,4,11,63,62,49,32,38,22,261
ILOC50500104,9,18,5,7,7,0,46,0,9,3,0,0,0,7,0,0,0,0,0,0,0,10,26,10,7,6,0,60,11,9,5,0,0,0,21,20,33,20,9,6,0,82,15,3,8,10,6,0,40,4,0,0,0,0,0,5,40,36,21,15,10,3,132,3,5,4,8,3,0,20,9,6,6,5,0,0,26,3,0,0,0,0,0,4,14,10,8,11,3,0,57,3,3,3,4,0,0,18,20,14,12,14,3,0,69,19,21,6,0,8,12,57,0,4,0,0,0,0,3,35,34,12,18,12,12,134,9,25,15,12,7,0,67,8,10,10,7,0,0,38,3,0,0,0,0,0,8,26,35,23,18,15,0,113,12,10,8,4,0,0,40,42,46,31,26,15,0,156,39,21,5,7,14,18,103,4,7,0,3,0,0,15,77,77,40,30,28,16,266
ILOC50500105,11,3,6,7,3,0,23,4,0,0,0,0,0,11,0,0,0,0,0,0,0,16,5,6,7,5,0,30,0,8,0,3,0,0,11,16,9,4,9,5,0,48,13,7,4,5,5,3,34,3,0,0,0,0,0,3,30,14,9,15,10,3,84,0,5,3,5,0,0,19,3,0,0,0,0,0,8,0,0,0,4,0,0,3,9,9,3,8,5,0,30,3,3,0,0,3,0,11,14,18,3,8,4,0,44,5,10,5,4,0,6,30,0,0,0,0,0,0,3,17,22,12,13,8,6,78,10,13,9,12,6,0,40,11,0,0,0,0,0,22,0,4,0,4,0,0,7,19,12,12,15,5,0,64,6,13,0,5,3,0,22,31,20,9,19,15,0,92,19,17,7,10,8,7,66,5,0,0,0,0,0,3,45,40,22,26,19,7,158
ILOC50500201,10,7,5,7,8,0,35,10,3,4,0,0,0,16,0,0,0,0,0,0,3,19,13,7,11,8,0,63,4,3,0,0,0,0,12,24,15,10,13,10,0,77,18,8,5,0,6,5,47,0,0,0,0,0,0,0,47,29,16,19,13,5,125,6,9,5,5,0,0,21,3,9,0,5,0,0,23,0,3,0,0,0,0,3,9,16,5,14,5,3,53,4,6,4,4,0,0,12,10,20,6,14,5,3,62,21,10,13,9,8,15,76,3,0,0,0,0,0,5,34,29,21,25,9,15,142,13,12,12,15,11,0,60,19,14,5,7,0,0,42,0,5,0,0,0,0,7,32,30,18,23,13,3,111,6,9,7,5,0,0,22,38,37,21,25,11,3,138,42,15,12,14,14,22,120,8,0,0,0,0,0,9,85,55,32,40,24,21,263
ILOC50500301,18,24,20,6,12,0,77,5,0,4,0,0,0,15,5,4,0,0,0,0,9,24,30,21,13,10,0,97,9,9,0,5,0,0,21,36,34,24,12,10,0,117,29,10,4,3,7,0,50,0,0,0,0,0,0,3,60,43,26,16,16,5,169,7,12,11,10,7,0,36,17,8,3,0,0,0,33,0,3,0,0,0,0,7,16,19,15,17,6,7,81,10,4,3,0,0,0,22,28,27,17,15,5,7,99,23,22,12,8,11,12,87,0,0,0,0,0,0,3,55,43,26,29,15,14,191,19,37,29,15,13,4,118,18,9,6,8,3,0,48,4,3,3,5,0,0,16,43,50,33,23,15,5,174,24,12,3,4,0,0,42,62,60,40,28,17,5,220,49,29,15,16,13,13,136,0,0,0,0,0,0,4,117,91,54,47,31,20,357
ILOC50500302,17,23,18,13,9,0,78,13,4,4,3,4,0,29,0,4,0,0,0,0,8,27,32,26,17,9,3,118,3,0,6,0,0,0,14,37,30,28,19,8,0,130,13,6,0,5,6,12,49,0,0,0,0,0,0,5,50,43,32,24,22,13,178,8,11,4,13,3,3,45,14,5,6,3,6,0,32,3,3,5,0,0,0,11,27,26,12,14,8,3,90,4,4,0,0,0,0,7,30,30,12,21,8,3,101,21,18,16,10,18,16,96,5,0,0,0,3,0,5,51,47,28,28,30,19,208,25,40,19,22,12,3,127,28,14,6,7,4,0,59,3,5,9,0,0,0,19,54,61,38,35,18,3,202,12,4,6,5,0,0,23,61,64,41,36,19,3,227,34,25,18,14,27,25,148,5,0,0,3,0,0,8,101,87,60,50,52,37,383
ILOC50500401,15,18,10,9,6,0,54,6,0,0,0,0,0,13,0,4,4,0,0,0,15,22,24,15,16,8,0,77,7,0,3,4,4,0,20,25,27,23,17,5,0,95,20,16,6,5,5,10,65,0,3,0,6,0,0,9,52,43,29,24,16,9,174,4,4,11,11,3,0,38,11,5,5,0,0,0,27,0,0,0,0,0,4,8,19,16,15,15,4,3,79,3,9,6,3,0,0,24,24,17,28,17,9,3,94,12,23,0,5,13,13,76,0,4,0,0,0,4,3,36,50,29,27,24,19,180,18,19,26,23,10,0,93,17,13,5,5,0,0,41,0,5,4,0,5,4,25,40,36,35,29,11,5,157,9,8,12,0,4,0,38,54,45,43,32,16,5,199,33,41,12,16,22,24,143,0,3,6,6,0,0,19,88,85,54,52,41,28,358
ILOC50500402,7,6,0,6,0,0,29,8,0,9,0,0,0,18,0,0,0,0,0,0,6,13,12,8,6,4,0,52,0,4,0,0,0,0,6,18,15,8,6,4,0,53,17,7,7,5,0,8,42,0,0,0,0,0,0,0,33,20,13,15,8,8,90,7,5,0,0,4,0,22,8,0,3,3,3,0,15,8,0,0,0,0,0,10,13,9,9,5,8,0,46,0,0,0,0,0,0,0,14,10,6,4,8,0,52,11,11,5,3,11,11,43,0,0,0,0,0,0,7,29,24,9,14,14,12,100,14,15,4,9,4,0,55,13,4,8,3,4,0,33,4,0,0,0,3,0,7,34,22,12,10,12,0,94,6,4,0,0,0,0,9,37,25,18,12,11,0,104,30,16,11,7,7,15,85,0,0,0,0,0,0,7,62,39,24,23,19,15,191
ILOC50500403,0,4,9,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,3,0,21,0,0,0,0,0,0,0,6,0,7,4,3,0,21,9,5,0,0,5,0,12,0,0,0,0,0,0,0,12,10,7,0,7,0,34,0,6,3,3,4,0,16,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,8,3,8,3,4,29,0,0,0,0,0,0,4,6,10,3,8,3,4,32,4,0,0,6,0,0,16,0,0,0,0,0,0,0,14,11,3,8,3,3,43,3,6,9,8,3,0,29,7,7,3,0,0,0,14,0,0,0,0,0,0,3,7,15,11,8,4,4,46,3,0,0,0,0,0,7,12,10,13,8,4,4,50,14,8,0,3,5,0,28,0,0,0,0,0,0,0,24,18,13,11,7,6,76
ILOC50500404,3,8,3,10,4,0,32,0,7,0,0,6,0,14,0,0,0,4,0,0,9,11,16,3,14,7,0,56,0,3,4,0,0,0,8,11,21,8,15,7,0,62,10,4,4,8,0,3,27,0,0,0,0,0,0,0,19,17,6,19,13,6,93,0,13,4,5,4,0,33,13,6,0,3,0,0,22,0,0,0,0,0,0,5,16,18,10,9,3,0,57,4,0,0,4,0,0,6,14,17,13,10,3,0,64,3,5,10,3,10,9,48,0,0,0,0,0,0,3,21,27,17,16,21,13,116,3,18,9,12,7,6,66,12,9,0,5,0,0,38,0,0,0,10,0,0,13,22,34,9,22,11,5,112,5,3,3,3,0,0,17,30,33,13,24,16,5,124,20,7,14,10,14,15,71,0,0,0,0,3,4,8,40,46,25,35,29,24,203
ILOC50500501,12,10,7,12,8,0,46,6,0,0,3,0,6,13,4,0,0,3,0,0,8,22,10,7,18,7,4,72,7,3,4,0,0,0,17,26,18,6,18,11,8,84,14,9,0,8,6,3,44,0,0,0,0,0,0,0,41,25,7,28,12,13,128,3,15,0,0,5,0,26,9,0,0,3,0,0,21,0,0,0,0,0,0,6,13,12,5,5,10,0,53,10,5,6,0,0,0,16,26,14,7,11,11,0,65,19,3,7,4,8,14,57,0,0,0,0,0,0,0,44,17,17,15,16,20,122,14,23,11,14,8,0,76,10,0,0,10,8,5,30,5,3,0,3,3,0,17,30,30,16,25,14,4,122,20,5,3,0,3,0,34,50,36,17,29,19,7,150,36,12,9,7,13,25,99,0,0,0,0,0,0,0,85,45,24,38,32,31,252
ILOC50500502,14,25,9,7,3,0,56,14,8,5,5,4,0,36,0,3,3,0,0,0,10,30,40,19,12,8,0,101,15,0,3,5,0,0,24,43,45,19,14,9,0,127,35,18,15,11,6,14,105,3,0,3,0,0,0,13,85,57,36,31,17,19,241,15,20,16,14,0,6,64,23,7,3,9,4,0,45,6,3,0,0,0,0,10,40,28,20,25,10,6,119,8,8,4,4,0,0,23,46,35,26,26,11,5,141,46,28,21,18,13,22,145,3,0,0,0,0,0,9,91,67,48,38,26,20,293,23,45,26,22,11,6,124,35,15,7,16,5,0,79,9,5,3,0,0,0,18,65,67,38,34,15,4,214,19,12,11,5,0,0,58,87,74,47,43,19,7,273,80,44,33,27,17,37,249,10,0,5,3,0,0,15,174,120,85,69,38,42,532
ILOC50500503,5,0,6,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,3,0,20,0,0,0,0,0,0,0,4,0,5,3,3,0,16,9,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,5,3,3,0,27,5,4,0,4,0,0,11,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,3,0,6,0,0,19,0,0,0,0,0,0,0,8,3,0,3,0,0,21,5,4,0,0,0,3,10,0,0,0,0,0,0,0,10,5,0,6,0,3,29,5,4,3,4,8,0,19,3,0,3,0,0,0,7,0,0,0,3,0,0,3,7,5,4,3,10,0,33,0,0,0,0,0,0,4,10,5,12,9,10,0,35,4,4,0,0,0,3,16,0,0,0,0,0,0,0,21,8,12,4,10,3,56
ILOC50500601,20,21,13,6,7,0,75,10,3,6,0,0,0,20,0,3,0,0,0,0,8,34,27,23,8,8,0,100,8,8,0,5,0,0,22,43,33,23,13,14,0,123,15,5,3,0,3,5,38,0,0,0,0,0,0,0,62,38,27,16,16,5,158,10,20,6,9,5,0,47,18,9,5,3,4,5,43,4,0,5,3,0,0,11,30,27,16,23,4,5,101,4,4,0,0,0,0,13,37,26,21,19,4,5,113,25,15,14,8,8,9,70,0,0,0,0,0,0,0,59,43,35,32,13,7,183,29,40,29,18,8,0,119,29,12,11,10,6,5,61,6,11,0,3,0,0,18,63,58,38,31,9,5,201,14,11,5,4,0,0,34,79,65,41,34,15,5,234,38,17,16,11,11,13,108,0,0,0,0,0,0,3,117,80,60,48,28,13,348
ILOC50500602,16,21,10,13,3,0,61,0,4,0,0,0,0,10,4,0,0,0,0,3,12,26,23,13,13,8,3,87,6,3,0,3,0,0,9,37,28,13,15,4,3,99,11,4,3,0,3,4,27,0,0,5,0,0,0,5,42,28,16,20,5,6,127,16,14,5,10,4,0,47,8,10,0,9,6,0,33,0,0,0,0,0,0,3,23,29,5,20,12,0,84,3,5,0,0,0,0,7,25,30,6,18,12,4,93,13,12,6,3,5,3,44,0,0,0,0,0,0,0,37,43,12,26,14,10,146,32,37,16,23,9,0,115,7,17,9,9,10,0,44,4,0,0,0,0,3,16,47,52,19,36,16,4,177,14,4,0,3,0,0,22,60,55,20,34,16,3,198,21,18,3,8,5,15,73,0,0,5,0,0,0,5,84,72,31,47,26,18,269
ILOC50500603,17,33,22,14,12,4,98,12,4,6,9,0,0,23,4,3,0,0,0,0,12,32,40,28,24,10,4,139,9,6,0,0,0,0,24,40,50,27,24,10,4,160,35,8,6,7,9,9,72,0,0,0,0,0,0,3,77,58,34,34,17,11,230,18,18,16,12,7,0,71,27,6,9,6,6,0,60,0,8,5,0,0,0,7,42,36,27,20,12,5,135,5,0,7,0,3,0,18,49,39,37,20,12,5,159,29,19,13,8,13,11,102,0,0,0,0,0,0,9,84,60,52,31,24,18,258,33,52,37,25,17,5,172,37,14,12,13,7,0,85,6,11,7,0,0,0,21,75,78,54,44,18,4,277,18,11,9,0,6,0,38,94,86,68,42,22,4,319,67,28,20,14,21,23,170,0,3,0,0,0,0,8,160,119,86,60,46,27,496
ILOC50500604,0,4,6,4,0,0,13,3,7,0,0,0,0,5,0,0,0,0,0,0,0,4,8,6,4,0,0,20,0,0,0,0,0,0,4,6,11,4,4,0,0,29,10,6,0,10,0,3,28,0,0,0,0,0,0,0,14,13,5,12,0,10,56,0,4,6,0,0,0,9,6,0,0,0,0,0,12,0,0,0,0,0,0,0,3,11,3,7,0,0,24,0,0,0,0,0,0,3,5,11,3,7,3,0,27,14,9,9,3,6,5,36,0,0,0,0,0,0,0,15,20,13,7,9,5,68,4,10,4,8,0,0,24,6,10,0,0,3,0,16,0,0,0,0,0,0,0,9,16,8,6,3,0,43,0,5,0,0,0,0,11,12,17,9,6,5,0,56,18,10,8,7,10,5,60,0,0,0,0,0,0,0,33,30,19,15,9,14,121
ILOC50500605,5,11,15,0,4,0,37,6,0,5,0,0,0,11,0,7,0,0,0,0,7,12,14,15,5,6,0,50,4,0,0,0,0,0,12,12,14,20,4,6,0,61,15,5,6,7,5,9,46,0,0,5,0,0,0,9,31,20,22,14,11,13,115,0,4,3,3,0,0,20,3,5,0,0,0,0,8,0,0,0,0,0,0,0,6,10,8,7,0,4,31,0,3,0,0,0,0,13,4,17,7,7,0,4,42,19,12,14,13,11,11,76,0,0,0,0,0,0,3,26,22,17,17,12,15,116,7,18,16,4,5,4,57,8,0,6,0,0,0,20,0,7,0,0,0,0,8,15,27,23,7,9,7,83,4,3,6,0,0,0,14,26,26,23,8,9,7,100,34,11,10,16,19,26,120,0,0,5,0,4,0,6,63,43,39,30,25,28,231
ILOC50500701,10,13,10,16,10,4,65,8,7,4,8,3,4,36,4,0,4,0,3,0,9,21,23,16,22,14,8,106,5,6,7,5,0,0,21,27,27,23,26,14,8,122,24,7,4,14,8,14,73,0,0,0,4,0,0,9,53,40,30,43,25,17,208,7,17,10,3,6,0,46,15,8,12,3,3,0,48,4,6,6,0,0,3,13,25,28,24,8,12,3,105,6,8,0,5,5,0,18,36,33,23,12,13,3,123,23,22,10,21,8,23,103,0,0,0,0,5,0,8,63,56,40,28,28,20,235,18,32,18,16,17,4,113,31,19,17,14,9,4,83,3,4,5,0,4,3,18,54,53,42,29,28,5,208,16,6,9,4,4,0,36,69,63,47,34,31,5,247,44,29,15,29,22,37,177,4,0,0,4,3,6,21,111,94,66,76,52,46,444
ILOC50500801,9,5,4,9,3,0,32,0,3,0,0,0,3,10,4,3,0,0,0,0,9,11,17,4,8,8,3,47,6,0,3,0,0,0,11,15,17,6,15,8,3,58,4,7,0,0,6,4,18,0,0,0,0,0,0,6,24,19,5,14,10,7,80,3,10,0,0,0,0,20,8,0,0,5,0,0,19,0,0,0,0,0,0,0,11,12,4,4,0,4,35,3,4,0,3,0,0,8,14,17,4,8,0,4,47,4,8,9,0,0,6,32,6,0,0,0,0,0,3,21,25,8,9,0,9,82,11,12,3,9,4,0,49,8,7,0,3,5,0,25,4,3,0,3,0,0,14,22,28,9,17,5,4,85,13,4,3,3,0,0,18,28,30,12,22,5,7,103,15,13,9,4,7,5,50,6,0,0,0,0,0,5,44,46,18,26,16,16,163
ILOC50500802,5,10,10,10,0,0,43,5,0,0,0,0,0,7,0,0,0,3,0,0,8,10,16,9,10,0,0,54,4,0,0,0,0,0,6,15,12,10,17,0,0,59,63,151,79,36,9,0,335,12,0,0,0,0,0,12,95,158,92,51,8,0,408,0,11,12,5,4,0,34,8,6,5,0,3,0,26,0,0,0,0,0,0,4,15,18,13,12,4,0,63,0,0,0,0,0,0,4,15,14,9,15,8,0,67,25,45,37,10,4,0,122,0,0,0,0,0,0,0,41,60,49,26,11,5,193,12,19,19,16,3,0,73,13,3,3,3,3,0,34,5,0,0,8,0,0,11,26,24,24,26,12,0,112,8,0,4,0,0,0,12,32,32,26,27,10,0,125,90,189,113,48,10,6,458,12,0,0,0,0,0,12,134,220,142,76,23,5,600
