ILOC_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
ILOC50501001,4,15,24,382,677,1060,0,5,10,389,702,1091,25,37,64,433,577,1008,0,0,0,459,609,1073,3,6,8,148,195,346,0,0,3,152,207,358,0,0,0,33,59,90,0,0,0,33,61,95,11,18,28,430,302,724,0,0,0,441,313,755,9,11,19,299,189,486,0,0,0,308,201,507,0,0,0,58,49,105,0,0,0,62,49,107,3,3,3,109,136,243,0,0,0,110,137,252,11,29,45,467,745,1213,0,0,0,483,777,1257,0,3,4,51,69,125,0,0,0,52,79,129,13,19,26,391,568,957,0,3,3,402,589,993,157,125,276,3837,3536,7373,14,8,20,4001,3669,7670,17,26,41,207,198,402,306,217,525,533,439,975,232,228,464,5936,6005,11942,323,238,565,6495,6478,12968,158,132,291,4052,3799,7845,14,10,23,4223,3939,8161,41,54,89,1193,1329,2518,3,10,7,1234,1385,2619,12,13,23,322,466,787,0,5
ILOC50501002,5,11,12,354,654,1004,4,3,3,366,664,1030,24,20,47,426,563,988,0,0,0,447,591,1035,0,0,0,154,206,359,0,0,0,154,206,359,0,0,0,49,54,102,3,0,3,52,53,107,9,11,17,346,305,650,0,0,0,355,311,671,6,5,16,277,202,485,0,0,4,283,214,498,0,0,6,52,45,101,0,0,0,52,48,106,3,4,11,97,150,249,0,0,0,100,151,260,15,22,42,453,749,1198,3,0,3,471,774,1246,0,0,0,64,56,119,0,0,0,66,56,120,11,11,24,400,482,881,0,5,5,408,498,905,143,137,280,3510,3364,6874,15,14,23,3668,3511,7180,8,12,17,216,206,424,272,188,462,494,409,906,199,213,414,5534,5747,11281,292,211,502,6029,6169,12198,153,141,291,3750,3569,7322,15,14,30,3912,3727,7636,29,45,79,1095,1296,2390,3,3,9,1126,1349,2473,9,11,18,320,420,745,0,0
ILOC50501003,7,22,26,1084,1856,2937,4,11,17,1090,1888,2978,19,26,47,1084,1269,2351,5,3,12,1103,1303,2404,5,3,11,521,578,1099,0,0,0,527,581,1113,3,0,3,95,106,204,0,0,0,97,106,204,15,10,24,835,639,1472,4,0,5,852,647,1499,9,10,9,894,468,1371,0,3,7,909,481,1390,0,3,5,146,114,258,0,0,3,147,115,263,0,5,6,285,266,546,3,0,6,288,268,557,25,28,52,983,1523,2509,0,6,8,1007,1562,2566,0,0,5,180,130,311,0,0,0,180,133,314,17,18,35,1155,1462,2618,6,6,8,1177,1487,2661,151,161,312,10163,10036,20196,34,20,54,10351,10219,20565,11,8,15,598,581,1176,551,440,991,1161,1023,2191,229,246,471,15754,16281,32037,601,484,1086,16582,17012,33594,157,171,330,10843,10803,21645,34,22,55,11041,10998,22035,41,44,83,3059,3464,6525,9,13,18,3110,3519,6626,11,14,21,859,1027,1887,0,9
ILOC50501101,18,45,60,655,1140,1796,0,13,13,673,1193,1871,49,64,114,740,1030,1769,9,6,14,802,1102,1898,8,9,14,232,254,488,0,0,3,240,267,504,0,4,4,66,96,161,0,0,0,71,96,168,34,51,79,642,570,1208,3,5,8,673,620,1293,23,11,26,465,333,798,4,4,7,491,347,839,12,11,20,87,91,174,0,0,0,95,105,198,6,6,9,244,263,511,0,0,7,251,274,525,51,89,138,869,1338,2208,5,4,11,922,1437,2356,3,0,5,112,88,203,4,0,4,119,90,208,40,47,90,758,946,1704,10,0,6,804,1000,1799,289,264,556,4853,4389,9250,17,23,39,5167,4679,9847,30,21,54,392,321,713,594,492,1087,1014,835,1851,474,475,953,8316,8289,16602,632,525,1165,9425,9295,18721,310,276,588,5234,4733,9962,25,23,45,5566,5029,10598,93,107,196,1808,1949,3755,10,11,15,1909,2064,3977,28,42,72,555,810,1366,5,6
ILOC50501102,7,18,22,434,759,1189,3,0,3,436,773,1213,26,38,67,797,978,1773,0,0,0,829,1016,1844,0,4,4,157,188,350,0,0,4,162,195,354,0,0,3,16,16,37,0,0,0,19,21,37,11,12,19,496,406,902,0,0,0,507,413,920,3,6,11,310,155,468,3,0,3,322,163,483,6,3,5,91,59,151,0,0,0,96,63,158,0,3,3,104,116,222,0,0,0,107,120,225,26,43,70,742,1277,2020,3,0,5,774,1319,2096,0,4,3,46,48,100,0,0,0,52,49,100,14,34,49,672,929,1601,0,0,0,695,959,1654,198,149,347,8772,8630,17406,24,18,40,8997,8802,17793,507,17,522,1143,370,1512,524,367,889,2174,756,2933,782,276,1060,12716,12423,25135,556,389,948,14059,13084,27148,208,161,368,9185,9126,18310,26,18,41,9413,9308,18723,57,70,132,1809,2152,3964,5,3,7,1874,2225,4098,9,20,27,422,566,981,0,0
ILOC50501201,11,15,27,1439,2852,4298,6,21,25,1456,2887,4348,21,18,39,1700,2051,3748,10,7,15,1733,2072,3805,8,5,11,874,1008,1877,4,0,7,883,1013,1901,0,0,4,179,324,508,17,17,37,198,348,543,15,13,22,1054,792,1851,0,8,6,1068,807,1875,11,8,24,1414,838,2247,12,18,30,1434,867,2304,5,5,4,219,177,395,0,0,0,216,184,395,6,0,7,362,402,766,7,3,4,371,411,785,30,40,66,1553,2690,4245,7,19,28,1585,2752,4337,3,0,8,233,217,446,0,4,6,240,221,458,18,20,37,1790,2677,4470,26,23,49,1833,2722,4554,155,147,306,18512,19410,37920,43,39,86,18714,19597,38310,17,23,43,843,984,1824,854,746,1602,1719,1752,3473,246,243,493,27076,30078,57149,944,841,1786,28268,31167,59435,165,152,320,19627,20866,40496,52,43,96,19846,21067,40907,40,41,86,4906,5982,10891,15,25,49,4972,6052,11022,16,15,29,1175,1621,2799,14,12
ILOC50501202,13,13,24,1238,2369,3609,3,16,21,1254,2401,3660,28,43,77,1326,1630,2959,0,5,9,1360,1682,3040,3,6,12,662,795,1456,10,4,17,680,811,1484,0,0,0,145,289,433,3,5,3,149,293,437,9,17,23,1181,980,2163,8,8,21,1196,1005,2202,6,5,12,1214,701,1922,3,14,19,1228,714,1946,0,0,3,187,150,339,7,3,5,194,157,350,0,6,9,284,323,612,5,5,12,297,330,630,25,41,62,1298,2058,3348,6,4,14,1329,2100,3427,0,0,0,202,197,402,4,0,4,208,202,413,17,19,38,1700,2146,3843,3,8,13,1715,2181,3902,116,113,235,14413,14586,28998,37,40,76,14570,14736,29302,11,20,31,735,816,1551,680,549,1226,1423,1384,2813,194,238,428,21711,23178,44891,753,629,1373,22656,24040,46697,126,125,253,15419,15725,31141,41,42,82,15585,15896,31476,42,53,97,4032,4628,8660,16,18,42,4101,4701,8800,7,21,31,1055,1389,2449,4,10
ILOC50501301,5,14,21,1075,1795,2873,6,14,20,1087,1822,2910,21,40,62,1128,1429,2550,3,4,12,1154,1474,2623,4,8,18,542,587,1129,3,4,3,557,596,1151,0,0,0,108,124,232,3,3,3,107,126,235,14,12,26,724,533,1261,0,0,3,737,543,1283,3,6,10,818,447,1264,0,3,9,825,461,1284,0,4,4,105,111,219,3,0,5,112,112,222,0,4,9,303,271,574,5,0,5,306,276,581,17,39,55,1111,1707,2816,3,8,5,1129,1752,2874,0,5,6,160,114,271,0,0,0,161,116,275,27,17,42,1130,1545,2677,4,12,16,1163,1577,2741,208,171,386,9142,8783,17929,39,35,71,9398,8990,18389,606,13,617,1795,538,2333,693,476,1170,3094,1029,4120,888,273,1166,15774,15004,30780,751,537,1291,17414,15824,33235,224,182,404,9764,9523,19287,38,42,80,10032,9741,19773,41,49,95,2949,3430,6379,10,15,27,2999,3496,6496,4,24,34,857,1061,1917,4,6
ILOC50501302,11,8,16,274,518,795,0,4,6,286,530,813,24,29,53,269,370,636,0,4,3,295,399,689,0,3,8,110,143,255,0,6,6,110,156,264,0,0,0,18,26,48,0,0,0,18,26,48,18,15,29,253,224,479,0,0,0,270,239,507,12,5,15,219,140,359,0,0,4,227,148,372,6,3,10,37,51,81,0,0,0,42,54,95,5,4,5,87,114,195,0,0,0,92,110,201,19,14,33,316,426,743,0,0,0,336,441,779,0,0,0,45,46,90,0,0,0,45,47,94,14,16,26,319,367,679,0,6,5,329,380,709,126,129,262,1984,1993,3981,14,12,27,2124,2134,4260,23,16,38,158,143,304,212,160,370,395,323,713,212,217,430,3414,3628,7046,228,181,411,3856,4032,7889,133,139,277,2151,2158,4304,17,11,24,2296,2309,4601,40,42,78,765,839,1608,3,6,13,805,892,1702,12,7,24,231,342,569,0,0
ILOC50501401,15,18,27,1021,1629,2651,7,6,12,1040,1654,2693,20,53,75,1797,1837,3631,3,4,7,1822,1895,3717,0,9,13,579,605,1184,4,0,6,584,610,1200,0,0,0,131,218,349,0,0,0,139,218,352,21,19,36,852,643,1497,5,3,7,873,665,1540,8,11,20,849,464,1311,3,3,4,858,479,1332,3,7,8,144,112,257,0,0,0,152,116,265,6,13,16,233,250,481,3,5,7,237,257,496,37,71,115,2156,2974,5129,7,6,15,2208,3053,5256,0,4,3,198,125,320,0,0,0,205,125,329,21,26,47,1624,2090,3719,4,3,5,1649,2120,3770,164,141,304,19324,17818,37142,32,27,62,19526,17983,37509,19,8,28,791,706,1499,2277,1571,3846,3085,2283,5372,278,282,558,27025,26168,53191,2330,1609,3939,29633,28055,57688,173,148,319,20298,18908,39205,35,27,60,20501,19080,39589,60,78,138,4525,4852,9377,16,6,21,4605,4942,9544,16,29,45,1005,1260,2266,4,5
ILOC50501402,9,18,23,2193,4071,6266,15,32,49,2216,4116,6333,38,41,75,2768,3121,5888,6,8,19,2811,3169,5983,3,3,10,1557,1690,3248,10,15,20,1569,1703,3275,0,0,0,308,465,773,5,4,11,315,471,790,5,17,20,1364,962,2324,10,7,16,1380,984,2360,8,9,12,2209,1275,3488,16,13,27,2234,1294,3525,7,6,10,288,231,514,5,4,6,292,232,524,0,8,9,475,624,1099,11,8,19,484,637,1122,38,48,85,2610,3824,6442,13,13,23,2664,3891,6550,0,3,3,398,292,692,11,5,12,405,297,704,20,30,52,2864,3732,6595,12,14,24,2894,3778,6674,177,209,389,29302,30066,59365,70,74,153,29551,30344,59898,17,13,25,1358,1434,2797,1596,1478,3072,2966,2920,5890,290,325,609,42658,45629,88285,1731,1616,3346,44674,47572,92244,187,221,411,31017,32113,63132,81,81,160,31283,32421,63701,66,65,127,7591,8842,16429,32,38,69,7686,8941,16624,19,20,34,1874,2337,4203,13,9
ILOC50501501,29,57,88,1617,2822,4440,24,29,49,1665,2906,4573,80,134,211,1659,2336,4004,12,13,21,1749,2487,4234,4,9,12,605,739,1346,7,7,15,619,757,1375,0,0,3,110,133,239,0,5,7,115,140,255,36,37,76,1367,1162,2528,9,6,18,1417,1204,2621,17,16,35,1082,707,1786,15,12,28,1111,734,1849,9,6,16,215,213,430,0,0,0,225,222,444,9,8,24,495,544,1040,4,13,14,508,567,1074,104,149,253,1871,3047,4917,6,10,23,1978,3205,5189,3,11,12,251,208,457,3,3,4,257,222,475,81,79,162,1665,2122,3788,6,16,23,1757,2216,3972,449,464,920,12255,11511,23767,32,38,79,12741,12019,24768,61,55,117,890,882,1774,1277,925,2202,2225,1868,4092,773,834,1605,20235,21039,41271,1359,1021,2386,22369,22899,45263,499,501,996,13098,12390,25483,40,46,85,13630,12931,26560,159,174,333,4288,5031,9323,33,27,55,4479,5231,9712,35,67,103,1239,1777,3015,12,18
ILOC50501502,20,32,50,1224,2134,3356,12,21,37,1254,2184,3440,36,50,86,890,1241,2131,3,5,15,934,1294,2227,14,5,15,575,586,1160,4,6,5,588,594,1185,0,0,0,114,144,259,3,0,4,117,146,263,14,18,35,927,748,1681,13,3,17,953,774,1728,12,12,32,947,642,1588,9,4,18,971,665,1631,6,4,5,168,145,313,0,4,5,174,151,326,5,7,18,444,403,847,4,7,9,452,421,875,31,63,96,1122,1699,2816,10,6,16,1163,1764,2928,0,3,8,203,139,343,0,3,9,204,145,349,37,36,69,1034,1452,2484,11,14,19,1075,1497,2570,149,124,275,7208,6938,14146,37,31,62,7392,7094,14489,18,15,32,566,603,1163,832,599,1435,1413,1217,2632,281,266,544,12452,13098,25551,900,680,1579,13633,14044,27673,166,133,300,7693,7509,15198,39,38,72,7897,7674,15572,73,76,150,2655,3136,5799,15,18,34,2740,3238,5978,18,27,40,951,1173,2128,3,14
ILOC50501503,17,35,59,1323,2241,3567,7,9,14,1353,2288,3637,70,101,171,2091,2801,4897,5,7,14,2169,2907,5082,5,10,17,573,666,1237,0,0,0,581,676,1257,0,0,0,60,59,116,0,0,0,60,59,116,34,22,55,1075,831,1906,7,7,14,1108,862,1972,15,9,21,834,488,1319,0,8,10,849,502,1349,0,4,9,167,154,320,0,0,0,170,156,329,7,4,19,311,364,676,9,7,8,326,377,698,69,103,172,1903,3427,5324,9,8,15,1975,3536,5509,3,6,12,163,126,285,0,0,0,168,125,296,64,74,138,1824,2407,4223,6,10,17,1893,2489,4379,448,442,891,19696,19177,38871,69,48,117,20213,19665,39878,38,43,77,995,1180,2177,1549,1010,2560,2583,2233,4814,702,727,1432,28130,29675,57807,1645,1087,2734,30481,31487,61967,484,475,963,20778,20411,41188,73,58,127,21337,20937,42275,138,164,298,4833,5850,10681,18,12,29,4991,6025,11016,18,34,56,1115,1666,2782,6,4
ILOC50501601,14,18,30,749,1268,2014,3,11,17,768,1293,2058,42,55,100,1117,1374,2494,5,10,12,1164,1437,2601,4,0,3,338,362,699,0,0,0,342,365,706,0,0,0,55,54,110,0,4,4,55,61,113,20,15,34,697,548,1243,0,4,4,721,565,1285,3,12,13,569,304,875,3,8,12,578,319,898,4,0,3,84,92,177,0,3,3,88,100,185,0,6,3,229,213,435,3,0,5,229,219,449,31,64,94,959,1681,2638,10,3,12,1006,1745,2746,0,0,0,116,97,219,6,0,4,121,100,218,23,45,70,943,1167,2111,8,8,17,980,1218,2201,271,283,552,9866,9751,19612,40,22,66,10178,10058,20236,80,20,106,838,545,1380,709,506,1211,1630,1067,2694,472,448,920,14864,15128,29997,770,557,1326,16103,16138,32242,288,305,589,10450,10320,20774,44,29,73,10776,10657,21428,92,88,178,2648,3038,5686,14,13,30,2754,3143,5894,8,27,39,654,881,1535,0,8
ILOC50501701,12,19,32,1067,1936,3005,7,8,11,1081,1966,3044,28,37,67,1297,1547,2840,0,4,4,1326,1587,2913,0,10,15,596,716,1315,0,5,5,603,727,1328,0,0,5,157,244,399,0,7,7,157,251,410,19,22,43,834,610,1451,0,8,7,862,638,1502,8,11,18,962,636,1603,4,9,14,973,656,1636,3,0,5,135,139,277,0,5,3,139,146,288,8,8,13,221,314,536,0,0,5,225,323,553,36,52,81,1249,2024,3270,4,13,17,1286,2084,3374,4,3,10,170,168,341,4,0,6,179,172,352,19,19,38,1249,1886,3140,3,5,9,1276,1917,3188,208,178,392,13578,13190,26762,26,30,52,13806,13398,27202,27,24,49,688,762,1452,821,773,1590,1534,1563,3095,327,308,631,19831,20814,40640,863,835,1696,21022,21954,42973,216,190,407,14294,14189,28485,25,29,51,14535,14409,28948,60,51,116,3577,4139,7714,14,22,28,3649,4214,7860,9,17,28,871,1193,2069,5,8
ILOC50501702,16,24,43,772,1490,2264,10,10,18,798,1522,2323,36,48,79,1069,1365,2437,5,11,9,1103,1420,2517,5,9,13,439,474,910,4,0,9,447,480,932,5,8,11,134,177,312,0,4,5,142,190,331,33,30,61,776,559,1335,8,8,13,813,595,1407,15,12,27,672,431,1100,6,7,8,688,447,1136,7,4,9,131,131,256,0,0,0,137,132,268,9,6,16,258,256,516,0,0,7,267,268,536,51,57,106,1366,2021,3389,9,9,15,1424,2085,3507,7,7,16,155,122,273,0,0,0,160,126,291,38,35,76,1217,1569,2778,5,5,11,1262,1612,2868,194,168,364,11813,11090,22903,29,21,51,12034,11283,23318,22,27,47,631,755,1390,1036,817,1850,1684,1607,3289,342,320,664,17205,17489,34697,1087,866,1956,18634,18683,37317,212,179,396,12494,11870,24367,28,26,52,12733,12073,24808,66,69,133,2962,3356,6321,11,16,28,3038,3448,6490,26,28,54,755,1056,1815,11,0
ILOC50501801,10,18,26,2020,3780,5795,13,26,38,2042,3826,5866,28,35,65,2568,2993,5565,7,12,17,2602,3045,5648,5,8,14,1183,1387,2567,3,14,12,1193,1405,2596,0,3,3,285,478,767,8,10,19,292,492,788,12,19,26,1316,1047,2358,8,3,8,1329,1063,2399,7,9,24,1694,1130,2824,10,4,15,1708,1145,2857,3,5,12,257,233,493,0,0,5,268,238,505,5,7,15,441,575,1022,0,7,8,449,592,1045,31,44,81,2208,3855,6060,15,15,29,2254,3913,6169,3,0,4,332,311,643,0,0,3,333,318,652,27,30,53,2428,3483,5917,17,12,29,2469,3525,5996,222,179,402,25896,26162,52064,64,60,122,26176,26400,52582,28,14,39,1153,1333,2486,1571,1305,2883,2755,2652,5406,339,307,642,37452,40435,77887,1681,1424,3105,39469,42167,81636,236,192,428,27306,27921,55234,62,63,124,27608,28178,55789,61,60,120,6653,7955,14606,25,34,63,6741,8048,14786,8,25,34,1634,2245,3879,14,15
ILOC50501802,9,26,37,1258,2709,3967,6,22,27,1278,2756,4034,41,40,78,1577,1992,3569,11,15,21,1626,2040,3664,4,14,15,674,843,1520,0,5,9,679,856,1537,0,6,6,237,298,531,10,6,17,243,306,549,21,26,53,1326,1173,2501,4,9,14,1358,1210,2566,16,16,31,1255,855,2112,5,0,7,1275,875,2152,3,6,8,237,203,436,0,0,0,238,206,450,8,5,11,392,427,820,0,0,0,396,435,833,39,60,98,1628,2583,4215,6,9,18,1673,2652,4329,4,5,7,248,246,493,7,3,8,254,253,510,21,30,46,1770,2351,4123,3,9,18,1796,2387,4185,181,156,335,16042,15947,31987,40,58,99,16264,16153,32415,27,24,49,840,841,1681,921,773,1692,1789,1633,3427,320,313,635,24048,25617,49669,993,874,1869,25364,26807,52170,186,164,355,17069,17085,34153,40,60,96,17298,17308,34605,81,77,162,4350,5257,9607,26,26,54,4457,5365,9823,9,25,36,1192,1637,2830,4,12
ILOC50501803,4,22,28,455,811,1264,7,3,14,468,837,1302,22,40,60,509,744,1253,0,6,3,535,789,1320,4,10,10,182,195,380,0,0,0,188,202,389,0,0,0,42,42,82,0,0,0,42,42,82,13,23,39,459,400,856,4,6,9,474,427,901,7,11,18,348,274,621,0,5,4,355,286,645,0,3,3,62,73,138,0,0,0,68,77,145,4,7,10,138,169,305,0,0,5,140,179,322,22,41,66,560,890,1454,0,4,3,590,933,1521,0,4,4,74,63,136,0,0,0,74,64,138,7,20,33,532,706,1230,0,4,3,543,721,1263,136,114,249,6199,5665,11866,27,16,45,6368,5795,12160,14,12,32,297,301,593,647,535,1183,954,850,1805,215,222,443,8704,8685,17387,683,564,1248,9606,9472,19078,141,123,268,6499,5981,12479,27,15,45,6664,6118,12782,40,47,86,1313,1593,2913,10,6,12,1362,1651,3011,15,21,35,383,512,896,3,9
ILOC50501804,16,45,65,1915,3921,5831,10,26,38,1937,3996,5938,53,104,157,2401,2971,5367,6,15,19,2462,3089,5548,3,3,8,962,1113,2077,7,13,14,969,1131,2097,0,5,11,263,491,746,0,0,3,264,499,755,21,55,82,1847,1568,3418,9,17,24,1883,1635,3520,15,26,44,1618,1070,2686,22,8,25,1646,1104,2760,0,11,7,320,317,634,0,0,0,326,327,647,13,12,22,549,588,1136,6,14,22,564,615,1182,64,106,174,2672,4408,7078,14,17,31,2745,4532,7279,4,9,13,352,295,648,7,4,10,368,306,672,39,62,100,2620,3590,6208,14,15,27,2664,3673,6336,252,276,530,28131,28319,56453,70,62,134,28454,28657,57114,25,32,52,1293,1298,2589,1885,1741,3627,3203,3071,6275,431,555,984,39876,42850,82724,2010,1879,3896,42320,45286,87603,261,295,563,29573,30042,59609,80,66,147,29915,30404,60317,96,135,230,6458,7926,14391,34,40,74,6591,8105,14696,28,58,82,1687,2454,4147,10,22
