ILOC_CODE_2021,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
ILOC50700303,27,540,3,567,5,179,0,183,102,633,6,743,10,51,0,60,5,43,0,49,9,20,0,27,4,82,77,157,152,1549,82,1789,17,575,0,595,15,175,0,192,23,374,3,399,4,54,0,56,0,33,0,34,0,0,0,0,0,19,62,87,63,1235,68,1366,42,1114,3,1163,17,352,0,376,123,1008,6,1139,13,103,0,117,6,79,0,85,9,24,0,34,4,104,137,245,214,2786,154,3158
ILOC50700304,22,583,0,606,12,196,0,206,33,609,6,643,15,146,0,158,0,89,0,93,0,12,0,15,5,41,134,179,85,1667,148,1904,29,780,0,805,14,227,0,243,44,670,8,718,11,123,0,135,5,94,4,103,0,18,0,19,3,62,162,229,104,1973,175,2249,46,1362,0,1414,29,420,0,446,70,1283,13,1363,26,266,8,293,6,183,5,195,6,31,0,36,8,100,301,405,192,3644,321,4156
ILOC50700305,16,372,4,397,14,141,0,151,19,304,0,324,7,72,0,79,4,50,0,48,0,3,0,3,6,38,104,144,70,978,108,1154,20,436,0,456,15,119,0,132,27,318,3,352,14,73,0,83,9,51,0,55,0,3,0,8,9,33,89,121,86,1031,97,1215,40,808,0,847,27,262,0,294,47,621,3,679,21,145,3,165,12,99,0,109,0,12,0,10,13,68,191,269,157,2013,205,2371
ILOC50700401,85,7123,37,7244,30,1616,7,1645,61,3825,13,3898,20,606,10,632,13,422,5,431,0,68,0,69,14,263,934,1210,226,13916,1006,15142,103,8524,37,8662,32,1674,13,1714,58,3880,19,3959,19,530,9,556,3,420,8,425,3,39,0,45,10,335,743,1080,225,15404,822,16451,192,15648,74,15913,58,3291,16,3366,122,7703,38,7862,39,1135,11,1193,19,834,8,863,4,114,0,114,18,598,1674,2291,444,29322,1832,31596
ILOC50700501,21,722,9,750,8,212,3,220,30,495,7,521,8,102,0,108,8,86,3,99,0,3,0,3,6,25,278,315,76,1646,297,2015,20,769,3,793,5,197,0,200,17,396,6,416,7,79,0,87,4,64,0,68,0,4,0,4,9,46,209,274,62,1553,228,1840,43,1491,5,1539,14,400,4,421,45,887,10,944,15,188,0,197,7,148,4,163,0,5,0,5,17,72,495,586,140,3198,519,3851
ILOC50700502,7,495,3,505,5,119,3,129,17,378,4,392,3,82,6,85,0,58,0,60,0,9,0,9,7,35,226,271,41,1173,235,1447,14,422,4,447,8,109,0,119,12,281,3,296,0,51,0,50,0,37,0,41,0,3,0,3,0,19,122,145,39,920,132,1093,22,917,8,953,10,233,3,245,30,654,6,687,8,135,4,140,0,97,0,99,0,5,0,5,11,55,352,411,77,2089,370,2542
ILOC50700601,75,4185,14,4278,30,1259,0,1296,90,3220,16,3324,19,534,8,557,8,317,8,331,0,24,0,27,12,169,605,780,232,9711,649,10588,74,5147,21,5244,46,1288,5,1344,90,2855,17,2960,18,420,5,440,0,293,7,301,0,24,0,25,9,182,426,615,239,10213,479,10934,146,9336,36,9521,77,2551,6,2638,179,6075,34,6287,34,950,7,996,4,606,12,630,0,47,0,54,20,350,1029,1397,474,19923,1129,21521
ILOC50700701,9,421,6,427,4,86,0,92,13,277,4,297,5,58,0,60,0,49,0,54,4,3,0,3,4,19,98,118,32,918,107,1057,6,376,3,385,5,101,5,109,29,252,4,285,0,44,0,47,5,31,0,40,0,3,0,3,6,12,93,105,49,821,100,973,16,792,9,816,14,193,0,209,38,535,6,573,3,104,0,105,7,80,0,91,4,9,0,6,5,27,190,224,87,1738,209,2031
ILOC50700702,7,779,0,783,0,141,0,143,16,434,3,457,7,80,0,94,3,65,0,71,0,3,0,3,0,41,206,250,44,1540,217,1796,21,772,0,791,4,145,0,153,18,299,3,316,8,50,0,54,0,30,0,34,0,4,0,3,0,24,164,194,53,1320,177,1553,27,1549,6,1580,3,284,0,292,37,731,6,774,20,127,5,146,7,96,0,101,0,8,0,8,4,66,371,438,98,2860,391,3347
ILOC50700703,4,144,0,152,3,39,0,44,12,122,3,137,5,32,0,35,0,25,0,29,0,0,0,0,3,14,21,36,34,380,27,431,4,172,0,178,0,41,0,42,15,90,0,105,9,26,0,36,3,11,0,16,0,0,0,0,6,13,24,43,33,352,30,421,7,314,4,324,6,78,0,85,29,216,0,246,12,58,0,66,5,38,0,45,0,0,0,0,4,29,46,86,65,733,55,853
ILOC50700801,10,544,0,555,4,83,0,87,19,290,0,311,6,60,0,63,0,29,0,34,0,3,0,3,5,24,92,124,51,1028,100,1179,8,524,0,530,4,86,0,90,13,208,5,224,6,21,0,27,0,18,0,21,0,6,0,6,0,21,84,99,40,871,88,1001,24,1068,0,1084,6,165,0,175,34,496,5,537,12,77,0,94,7,48,0,51,0,4,0,4,8,41,182,224,88,1897,185,2174
ILOC50700802,11,657,5,678,7,153,3,160,26,404,8,435,9,89,0,101,6,73,0,84,3,8,0,9,8,49,126,183,76,1434,141,1643,18,729,8,751,11,138,0,147,26,305,0,334,8,38,0,46,3,43,0,51,0,0,0,0,19,36,135,189,86,1294,144,1527,35,1389,9,1429,13,288,0,311,48,712,9,772,13,129,3,146,17,117,0,137,6,7,0,8,25,84,262,372,154,2722,286,3169
ILOC50700901,238,15118,71,15423,115,4024,19,4156,246,10372,65,10684,71,2122,23,2218,31,1302,22,1351,14,118,0,132,28,850,2264,3142,739,33896,2467,37101,304,18001,76,18384,106,4499,25,4631,277,10969,63,11312,60,2034,15,2113,30,1266,17,1310,10,109,5,114,33,1124,1638,2799,810,38007,1840,40658,540,33115,144,33807,217,8521,46,8786,525,21346,131,21996,137,4150,41,4331,57,2567,39,2663,18,226,3,249,57,1977,3912,5938,1548,71904,4310,77768
ILOC50701001,21,1989,13,2024,4,391,4,400,27,1218,12,1257,7,229,4,238,10,123,5,142,0,35,0,37,3,131,400,537,70,4113,440,4626,33,2395,21,2446,15,410,3,421,33,990,3,1030,5,150,0,151,0,102,0,103,0,20,4,24,6,115,387,502,83,4179,421,4688,49,4379,37,4470,21,796,13,825,57,2211,20,2285,10,376,3,394,9,226,4,240,0,58,0,59,4,248,789,1041,154,8294,862,9308
ILOC50701002,30,1344,8,1373,10,377,3,391,34,1078,5,1117,6,240,3,250,0,157,5,158,0,39,0,37,7,76,264,350,92,3297,289,3669,35,1625,8,1670,13,450,3,465,28,842,10,871,4,154,0,159,3,138,3,139,0,17,0,19,3,78,252,331,88,3300,275,3661,67,2966,13,3044,28,822,11,855,57,1923,14,1994,13,392,0,406,3,288,5,298,0,56,0,59,12,151,514,682,173,6592,563,7333
ILOC50701101,32,2327,29,2384,21,661,10,695,49,1997,27,2068,13,376,5,390,11,233,4,247,0,29,0,29,6,148,626,780,124,5776,695,6594,40,2731,19,2794,14,641,7,668,33,1616,18,1671,7,229,3,244,0,138,3,144,0,33,0,30,5,133,429,569,106,5521,478,6106,75,5055,45,5173,36,1304,18,1359,87,3611,41,3741,21,608,6,631,10,371,8,388,0,64,0,61,10,285,1056,1348,240,11299,1173,12709
ILOC50701102,20,315,0,340,13,84,0,102,27,210,3,243,4,52,0,52,6,28,0,36,0,0,0,0,15,20,101,132,88,706,109,902,29,390,0,427,19,69,0,86,24,150,3,173,3,36,0,36,6,21,0,29,0,0,0,0,17,23,90,131,97,692,98,885,55,703,0,760,32,158,7,195,53,360,6,414,5,77,0,85,17,50,0,65,0,0,0,0,31,41,191,265,182,1400,205,1788
ILOC50701201,10,325,0,338,5,101,0,107,10,280,0,292,0,46,0,47,0,32,0,32,0,0,0,0,0,28,98,121,24,810,102,936,10,361,4,378,9,108,3,119,7,227,0,231,0,45,3,45,0,19,0,19,0,4,0,4,0,19,71,96,27,780,83,895,20,686,11,715,11,208,4,226,18,503,5,524,0,91,5,91,4,47,0,55,0,4,0,4,3,47,165,217,56,1588,189,1833
ILOC50701202,23,1260,3,1287,24,433,6,456,30,1203,3,1239,8,265,3,279,7,167,3,176,7,4,0,15,5,136,256,396,99,3466,279,3843,23,1558,6,1592,16,532,0,549,35,1128,7,1172,9,203,4,215,0,127,0,134,0,3,0,3,6,146,235,388,92,3701,253,4050,50,2817,14,2880,33,967,6,1007,66,2331,10,2415,13,474,5,494,8,295,5,312,7,8,0,15,3,275,496,782,191,7174,535,7896
ILOC50701203,17,485,4,506,9,194,0,207,13,586,9,605,10,119,0,125,3,75,0,83,0,8,0,8,0,64,127,197,45,1531,139,1721,25,587,0,613,12,214,0,224,14,495,0,512,6,91,0,94,0,74,6,88,0,3,0,3,0,69,92,161,53,1539,102,1695,41,1074,8,1118,21,411,0,431,28,1082,5,1112,11,205,0,222,3,155,7,169,0,9,0,9,6,139,219,356,99,3074,244,3415
ILOC50701301,20,609,6,636,17,164,0,183,31,400,4,437,9,102,3,114,14,105,0,122,0,60,0,60,9,76,158,244,106,1516,176,1798,37,649,9,682,19,157,0,184,42,332,3,376,15,74,0,88,9,93,3,103,3,56,0,56,10,66,128,206,127,1429,141,1698,55,1255,11,1319,37,322,3,368,78,728,11,814,24,178,3,200,17,201,4,228,0,113,0,115,18,136,287,448,234,2940,316,3496
ILOC50701302,35,1412,7,1454,18,339,5,370,37,952,11,1005,12,226,3,239,14,146,0,165,0,25,0,25,0,95,345,448,119,3195,384,3702,34,1617,12,1663,17,386,0,403,38,812,18,863,10,157,4,173,4,97,5,105,0,13,0,12,5,100,329,438,111,3182,360,3654,72,3029,21,3118,34,734,8,773,77,1766,29,1869,22,379,5,410,14,246,10,264,3,31,0,39,9,195,677,885,226,6379,746,7356
ILOC50701401,43,815,4,862,20,225,0,248,46,680,4,736,11,151,0,170,9,113,0,120,0,10,0,18,10,59,274,345,147,2061,290,2492,27,1006,4,1034,27,288,3,322,70,655,4,726,20,116,0,137,11,111,4,120,0,5,0,8,19,74,236,324,171,2254,254,2675,67,1817,4,1893,51,515,3,570,120,1337,9,1461,35,267,0,305,16,220,6,244,5,23,6,28,24,136,509,673,317,4315,542,5178
ILOC50701501,34,3311,11,3357,6,633,3,642,18,1313,15,1345,4,181,0,185,0,132,0,136,0,6,0,9,0,129,553,685,68,5708,581,6360,40,3980,26,4043,12,564,8,581,20,1073,10,1103,3,151,5,160,0,66,0,71,0,11,0,11,0,124,422,550,72,5968,470,6511,69,7290,40,7398,17,1197,9,1224,43,2389,20,2454,11,328,4,343,5,201,0,205,0,14,0,16,3,260,973,1238,145,11679,1052,12876
ILOC50701502,20,1378,3,1397,8,351,3,363,27,986,15,1023,0,164,0,169,0,108,0,109,0,11,0,11,4,67,311,382,54,3059,346,3458,22,1647,7,1672,7,366,0,377,20,835,7,858,0,143,0,143,0,88,0,91,0,3,0,3,0,69,277,345,45,3152,292,3493,41,3023,10,3069,16,716,4,737,42,1823,21,1881,0,314,8,317,0,196,3,197,0,13,0,13,8,138,590,731,103,6211,635,6953
ILOC50701503,74,4982,14,5067,41,1420,10,1471,82,3466,14,3563,21,600,4,626,6,308,0,317,5,32,0,35,0,161,734,898,233,10968,777,11976,98,6417,24,6544,53,1417,8,1480,97,3047,9,3156,22,414,4,446,5,267,4,276,0,27,0,34,6,174,541,724,288,11773,591,12651,171,11396,36,11611,95,2841,13,2951,183,6518,26,6719,41,1021,8,1068,16,573,4,589,6,57,0,64,10,331,1280,1621,520,22738,1364,24621
ILOC50701504,20,868,0,898,19,517,4,544,47,1178,6,1236,15,240,3,259,5,170,5,179,4,13,0,12,5,104,251,357,118,3098,269,3486,25,1167,7,1200,23,475,0,498,36,1104,3,1139,5,182,4,189,0,121,0,124,0,6,0,10,7,115,213,330,97,3167,233,3497,49,2041,14,2098,43,992,9,1047,88,2283,9,2378,20,427,6,454,8,286,6,303,0,18,0,21,9,216,464,688,217,6266,504,6981
ILOC50701505,11,853,16,873,10,265,0,271,23,756,4,784,5,167,0,172,0,99,5,100,0,15,0,15,0,45,163,211,52,2196,190,2432,17,1192,10,1221,10,266,4,282,21,641,6,666,0,100,0,103,0,69,0,69,0,15,0,15,0,49,128,176,46,2332,150,2535,27,2047,24,2094,18,536,5,557,43,1393,9,1449,3,269,0,271,3,161,9,175,0,24,0,24,3,100,290,387,98,4527,342,4969
ILOC50800101,73,233,0,306,27,48,0,77,76,151,0,223,26,30,0,52,30,11,0,41,4,4,0,9,24,11,250,276,251,485,250,990,93,298,0,394,51,51,0,104,80,96,0,178,28,17,0,47,29,6,0,32,9,0,0,11,21,8,299,332,319,475,307,1097,167,534,0,701,81,98,0,177,158,245,3,406,53,43,0,98,58,17,0,75,16,3,0,16,40,13,551,604,569,959,555,2087
ILOC50800102,12,0,0,10,3,0,0,3,13,0,0,15,4,0,0,4,5,0,0,5,0,0,0,0,6,0,0,4,37,0,3,38,10,0,0,10,3,0,0,3,8,0,0,8,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,28,0,0,28,18,0,0,18,6,0,0,6,19,0,0,21,8,0,0,8,6,0,0,6,0,0,0,0,6,0,9,6,67,0,8,69
ILOC50800103,11,0,0,11,24,0,0,24,20,0,0,20,14,0,0,14,3,0,0,3,0,0,0,0,4,0,3,11,82,0,3,82,23,0,0,23,22,0,0,24,18,0,0,18,7,0,0,7,0,0,0,0,0,0,0,0,3,0,7,8,80,0,4,82,32,0,0,32,47,0,0,51,39,0,0,39,16,0,0,16,7,0,0,7,0,0,0,0,15,0,6,19,156,0,4,160
ILOC50800301,14,0,0,12,26,0,0,26,31,3,0,33,11,0,0,13,9,0,0,9,5,0,0,5,0,0,0,0,96,6,0,104,14,3,0,17,25,0,0,22,40,0,0,40,6,0,0,6,8,0,0,8,9,0,0,9,0,0,0,0,107,3,0,112,27,4,0,33,46,0,0,48,76,3,0,77,18,0,0,17,25,0,0,25,16,0,0,16,0,0,4,4,207,11,4,216
ILOC50800302,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,3,0,0,0,0,12,0,0,12,3,0,0,3,9,0,0,9,0,0,0,0,0,0,0,0,22,0,0,23
ILOC50800303,7,4,0,14,6,0,0,10,25,0,0,27,6,3,0,5,8,3,0,10,0,0,0,0,0,0,3,3,50,14,4,71,16,8,0,16,15,3,0,15,17,0,0,15,5,0,0,5,3,0,0,3,0,0,0,0,0,0,0,5,49,7,0,60,20,17,0,32,17,5,0,21,44,0,0,50,7,3,0,9,11,3,0,9,0,0,0,0,0,0,5,11,102,22,6,130
ILOC50800304,0,0,0,0,7,0,0,7,5,0,0,5,8,0,0,8,4,0,0,4,0,0,0,0,0,0,0,0,22,0,0,22,6,0,0,6,12,0,0,12,13,0,0,13,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,11,0,0,11,13,0,0,13,17,0,0,17,7,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,50,0,0,50
ILOC50800305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800306,6,3,0,4,5,0,0,5,13,0,0,13,7,0,0,7,9,0,0,9,0,0,0,0,0,0,0,0,45,3,0,51,10,3,0,15,11,0,0,11,23,0,0,23,4,0,0,4,6,0,0,6,3,0,0,3,0,0,0,9,64,3,0,67,19,3,0,19,18,0,0,18,40,0,0,40,11,0,0,11,14,0,0,14,3,0,0,3,0,0,0,9,108,3,0,113
ILOC50800307,10,6,0,14,12,0,0,12,24,0,0,24,11,0,0,11,12,0,0,12,4,0,0,4,0,0,3,4,69,8,3,77,12,5,0,20,26,0,0,25,23,0,0,23,6,0,0,6,5,0,0,5,3,0,0,3,0,0,0,0,80,7,0,81,24,7,0,36,38,0,0,38,45,0,0,45,7,0,0,7,19,0,0,19,12,0,0,12,3,0,3,5,147,12,3,159
ILOC50800308,7,0,0,7,8,0,0,5,13,0,0,9,0,0,0,0,7,0,0,7,7,0,0,7,0,0,0,0,34,0,0,41,0,4,0,5,3,0,0,4,17,0,0,17,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,35,4,0,38,9,4,0,12,11,0,0,15,25,0,0,30,3,0,0,3,13,0,0,13,5,0,0,5,0,0,0,0,70,6,0,73
ILOC50800501,7,3,0,10,14,0,0,15,6,0,0,6,4,0,0,4,7,0,0,7,9,0,0,9,4,0,9,8,43,4,9,56,14,5,0,14,14,0,0,9,9,0,0,9,3,0,0,3,6,0,0,6,4,0,0,4,0,0,5,8,41,5,5,57,15,6,0,24,23,5,0,22,13,0,0,19,5,0,0,6,10,0,0,10,12,0,0,12,5,0,13,19,90,13,13,110
ILOC50800502,22,73,0,92,4,21,0,27,12,27,0,37,3,4,0,9,8,4,0,9,0,0,0,0,0,3,24,33,49,138,24,209,30,107,0,133,18,18,0,34,33,15,0,44,5,0,0,6,0,0,0,6,4,0,0,4,3,0,33,37,93,140,33,272,46,176,0,226,25,38,0,61,45,42,0,86,10,8,0,18,8,7,0,19,3,0,0,3,7,7,58,71,144,282,58,482
ILOC50800503,3,5,0,6,4,0,0,4,0,0,0,4,0,0,0,0,7,0,0,7,0,0,0,0,0,0,5,5,12,3,5,20,5,7,0,11,5,3,0,6,3,0,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,17,9,4,30,3,10,0,13,8,3,0,5,3,0,0,7,3,0,0,3,10,0,0,10,0,0,0,0,0,0,6,6,32,9,6,48
ILOC50800504,15,0,0,15,21,0,0,21,25,0,0,30,9,0,0,9,11,0,0,11,0,0,0,0,0,0,10,13,90,0,10,102,15,0,0,15,22,0,0,24,11,0,0,11,7,0,0,7,0,0,0,0,0,0,0,0,4,0,5,7,68,0,5,73,31,0,0,31,52,0,0,49,40,0,0,36,23,0,0,23,14,0,0,14,4,0,0,4,0,0,13,17,158,0,13,175
ILOC50800505,9,4,0,11,15,0,0,15,25,0,0,25,7,0,0,7,14,0,0,14,3,0,0,3,4,0,3,11,74,4,3,82,8,4,0,9,7,0,0,7,23,0,0,23,13,0,0,13,10,0,0,10,3,0,0,3,10,0,0,10,78,4,0,79,13,8,0,24,23,0,0,23,45,0,0,47,16,0,0,16,25,0,0,25,3,0,0,3,17,0,3,19,153,5,3,159
ILOC50800506,34,5,0,38,25,0,0,26,37,4,0,37,15,0,0,15,14,0,0,14,6,0,0,6,5,0,0,8,138,5,0,147,38,7,0,45,28,0,0,29,34,0,0,34,14,0,0,14,8,0,0,8,7,0,0,7,0,0,0,6,134,8,0,142,73,16,0,81,57,0,0,59,72,4,0,72,27,0,0,27,18,0,0,18,16,0,0,16,11,0,0,8,272,18,0,287
ILOC50800601,0,0,0,5,6,0,0,6,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,13,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,9,8,0,0,5,9,0,0,9,10,0,0,9,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,23,0,0,26
ILOC50800602,3,5,0,11,6,0,0,4,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,8,9,3,26,3,8,0,14,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,10,3,26,6,11,0,21,5,3,0,3,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,14,24,18,6,56
ILOC50800603,27,3,0,32,10,0,0,10,42,0,0,43,18,0,0,18,3,0,0,3,0,0,0,0,19,0,4,22,121,5,4,130,30,4,0,28,28,0,0,28,38,0,0,38,11,0,0,11,8,0,0,8,4,0,0,4,15,0,0,21,125,4,0,131,57,4,0,59,37,0,0,37,75,0,0,76,28,0,0,28,14,0,0,14,4,0,0,4,38,0,7,42,242,5,7,253
ILOC50800604,34,56,0,90,9,9,0,23,120,31,0,150,4,0,3,8,12,7,0,18,13,0,0,11,5,8,52,65,197,111,56,366,15,65,0,84,7,9,0,18,22,14,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,38,46,89,34,175,46,125,0,181,24,15,0,35,143,45,0,187,7,0,3,7,12,7,0,23,13,0,0,11,4,12,91,103,250,204,91,546
ILOC50800605,0,0,0,0,3,0,0,3,8,0,0,8,9,0,0,9,3,0,0,3,0,0,0,0,4,0,0,4,26,0,0,26,3,0,0,3,4,0,0,4,6,0,0,6,11,0,0,11,3,0,0,3,0,0,0,0,5,0,0,7,29,0,0,32,0,0,0,0,5,0,0,5,14,0,0,14,15,0,0,15,0,0,0,0,0,0,0,0,10,0,0,9,56,0,0,53
ILOC59499494,39,952,5,994,17,216,0,231,62,546,3,617,20,109,5,137,13,56,0,78,4,12,0,10,592,855,711,2158,747,2752,731,4222,42,984,4,1030,22,184,0,205,37,370,5,410,18,71,0,90,9,33,0,36,5,9,0,14,455,350,407,1212,592,1997,417,3007,75,1937,6,2024,31,399,3,438,105,913,11,1024,40,176,12,225,27,87,0,117,5,24,0,30,1048,1207,1115,3375,1338,4747,1145,7225
ILOC59799797,5,138,0,139,3,33,0,38,0,63,0,59,0,9,0,13,0,0,0,0,0,3,0,3,0,8,191,197,7,256,193,453,0,33,0,30,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,3,38,19,61,9,167,0,173,3,34,0,38,0,66,0,61,0,11,0,16,0,0,0,0,0,3,0,3,0,8,214,226,9,289,218,515
