SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL50928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,45,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,33,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,27,5,8,10,0,0,0,55,43,94
SAL50929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,21
SAL50930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,4,0,4,0,0,0,42,36,76
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,13,5,23,58,40,102,0,0,0,0,0,0,4,0,0,1054,1005,2063,51,71,117,5,0,5,7,0,7,10,4,17,15,3,19,10,12,29,1230,1156,2384,35,28,56,0,0,0,0,0,0,8,7,13,0,3,5,0,0,0,42,33,81,0,0,0,0,0,0,8,4,16,0,0,0,0,0,0,11,9,16,17,0,21,69,46,117,4,0,4,0,0,0,0,0,0,7,0,7,130,180,316,150,239,387,0,3,5,1593,1622,3217
SAL50933,0,0,4,53,28,79,0,0,0,0,0,0,0,0,6,347,276,626,13,25,43,0,0,0,0,0,0,12,0,12,0,0,0,9,10,16,444,350,791,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,6,4,0,4,8,4,15,3,0,3,0,0,0,0,0,0,7,0,7,51,69,124,39,58,103,0,0,0,550,487,1036
SAL50934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,32,0,0,0,5,0,5,0,0,0,0,0,0,3,4,4,9,5,14,32,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,38,22,60
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,8
SAL50936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,17,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,0,6,6,0,0,0,29,19,43
SAL50937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,15,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,0,0,0,0,0,0,20,18,37
SAL50938,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,472,367,842,31,25,54,28,0,28,9,0,9,6,4,9,0,3,4,38,35,76,588,438,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,33,49,45,66,109,5,4,8,655,546,1202
SAL50939,19,29,45,20,7,23,0,0,0,0,0,0,0,0,3,688,632,1319,53,55,109,13,0,13,9,0,9,3,0,3,26,3,24,12,11,20,832,738,1571,25,15,42,0,0,0,0,0,0,9,13,16,0,0,0,0,0,0,33,32,65,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,4,4,3,4,8,38,41,78,8,9,22,3,3,5,0,0,0,11,13,23,40,64,105,132,103,238,7,7,12,1069,957,2018
SAL50940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,10,17
SAL50941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,41,80,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,9,6,16,55,50,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,23,34,15,11,27,3,0,3,94,79,173
SAL50942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,14,6,14
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL50944,3,14,24,11,7,17,0,0,0,0,0,0,0,4,4,471,371,841,18,36,56,10,0,11,3,0,3,11,4,9,25,3,25,10,9,18,556,451,1012,4,5,9,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,7,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,6,10,15,18,32,0,0,0,0,0,0,0,0,0,0,0,0,24,38,63,60,71,137,3,3,9,671,585,1253
SAL50945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,85,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,7,3,7,49,46,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,26,4,6,8,0,0,0,69,64,134
SAL50946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,122,280,13,12,24,0,0,0,0,0,0,0,0,0,0,0,3,7,10,12,177,147,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,19,33,34,27,62,0,0,0,218,200,419
SAL50947,31,38,63,23,19,45,0,0,0,0,0,0,11,9,16,943,759,1708,63,95,154,10,0,10,13,0,10,21,8,27,36,11,48,54,66,117,1199,1002,2206,24,29,57,0,0,0,0,0,0,3,8,18,0,0,0,7,5,10,36,45,78,0,0,0,0,0,0,0,0,3,0,5,8,0,3,9,9,8,13,9,9,21,54,66,114,3,11,18,0,0,0,0,0,0,3,16,20,32,65,101,166,167,328,9,9,22,1469,1324,2792
SAL50948,9,6,16,12,10,22,0,0,0,0,0,0,0,5,6,368,281,653,22,52,73,6,0,5,0,0,0,0,3,3,13,0,18,3,11,13,436,375,812,6,4,11,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,11,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,12,13,25,0,4,4,0,0,0,0,0,0,0,4,11,10,18,24,63,61,126,3,10,13,525,475,1004
SAL50949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,26,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18,26,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,6,0,6,0,0,0,38,31,62
SAL50950,0,0,0,11,6,19,0,0,0,0,0,0,0,0,0,472,375,843,30,38,66,10,0,10,8,0,8,4,0,8,4,4,7,4,6,12,536,428,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,15,16,40,52,91,3,5,7,595,498,1092
SAL50951,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,515,472,988,45,36,82,4,0,4,0,0,0,3,0,3,10,0,10,0,0,0,589,514,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,13,0,16,10,6,13,23,7,27,0,0,0,0,0,0,0,0,0,0,0,0,14,34,45,91,100,194,6,0,4,719,652,1376
SAL50952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,93,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,42,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,4,15,0,0,0,71,50,124
SAL50953,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,70,68,138,0,6,5,6,0,6,0,0,0,0,0,0,6,0,6,11,0,10,89,79,165,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,26,39,14,11,27,0,0,0,120,120,244
SAL50954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,12,3,16
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,17,32,0,0,5,28,24,49
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,5,7
SAL50957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,152,313,16,7,19,4,0,4,0,0,0,3,0,3,0,0,4,3,3,9,188,159,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,13,27,45,0,0,0,214,201,413
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10
SAL50959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,22,9,35
SAL50960,81,83,163,6,7,20,0,0,5,0,0,0,5,0,4,1314,1278,2593,84,104,184,34,0,39,9,0,9,6,0,6,56,13,67,20,16,30,1621,1502,3121,41,31,75,0,0,0,0,0,0,29,28,61,5,4,10,4,0,4,80,67,147,0,0,0,0,0,0,0,4,5,4,3,9,3,0,4,3,3,10,7,9,14,89,77,167,13,9,22,0,0,4,0,0,0,10,9,17,185,256,440,236,248,484,15,4,17,2155,2093,4247
SAL50961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,9,9,15
SAL50962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,11,21
SAL50963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,22,72,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,8,11,15,61,38,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,24,0,0,0,70,56,124
SAL50964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,32,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,26,19,45
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,14,0,0,0,16,18,29
SAL50966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,11,13,21
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,8,9,20
SAL50968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,44,3,7,6,5,0,5,0,0,0,0,0,0,0,0,0,14,5,24,44,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,29,29,62,0,0,0,80,72,159
SAL50969,0,0,0,0,6,6,0,0,0,0,0,0,0,3,4,323,310,631,22,22,47,3,0,3,0,0,0,3,3,10,3,0,3,12,7,19,371,343,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,10,43,53,29,44,71,0,0,0,422,439,855
SAL50970,6,4,11,42,42,76,0,0,0,0,0,0,9,6,19,1269,892,2158,87,129,223,16,0,16,3,0,5,7,0,7,18,8,20,13,12,30,1470,1095,2565,9,12,16,0,0,0,0,0,0,9,10,18,0,0,0,0,0,0,19,19,38,0,0,0,0,0,0,13,10,17,9,8,12,0,0,3,20,22,33,14,8,29,57,51,101,4,14,11,3,0,8,0,0,0,6,11,23,41,57,96,118,125,240,13,8,17,1696,1352,3046
SAL50971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,22,0,0,0,0,0,0,0,0,0,0,0,0,124,17,141,83,17,95,226,39,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,28,4,0,9,250,56,300
SAL50972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,0,0,0,0,0,9,12,21
SAL50973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,23,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,19,0,0,0,0,0,0,30,21,51
SAL50974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,12,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,4,0,0,0,21,18,40
SAL50975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,55,4,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,33,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,5,6,11,0,0,0,42,43,92
SAL50976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,0,3,3,0,0,0,11,9,27
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,9,12,17
SAL50978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,5,10,0,0,0,24,25,48
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5
SAL50980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,55,147,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,96,62,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,32,6,4,13,0,0,0,113,93,204
