SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL51108,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6
SAL51109,3,33,33,24,5,28,4,0,7,4,0,4,5,0,4,0,0,0,35,42,78
SAL51110,0,11,11,22,3,25,3,0,3,6,0,6,4,0,4,0,0,0,30,13,45
SAL51111,42,575,617,321,128,449,206,39,247,212,38,250,109,12,120,60,15,81,945,804,1758
SAL51112,0,24,24,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29
SAL51113,52,272,322,323,104,424,227,42,275,306,38,341,149,35,179,82,13,96,1141,502,1639
SAL51114,4,28,31,41,6,45,11,0,11,7,0,7,0,0,0,6,0,6,75,33,106
SAL51115,0,0,0,11,5,10,4,0,3,3,0,3,0,0,0,0,0,0,19,9,25
SAL51116,0,7,7,0,56,56,0,7,7,0,7,7,0,0,4,0,0,0,0,83,79
SAL51117,0,0,0,3,0,4,0,0,0,3,0,3,0,0,0,0,0,0,5,0,11
SAL51118,0,3,4,9,0,12,7,0,7,3,0,3,0,0,0,0,0,0,26,5,30
SAL51119,0,11,11,16,3,18,0,0,0,3,0,3,0,0,0,0,0,0,23,13,34
SAL51120,0,0,0,4,0,4,0,0,0,0,0,8,0,0,0,0,0,0,11,5,13
SAL51121,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL51122,96,1870,1969,1490,354,1840,804,115,924,532,58,589,182,23,209,97,14,111,3211,2431,5639
SAL51123,0,0,0,7,0,7,0,0,0,4,0,6,0,0,0,0,0,0,12,0,16
SAL51124,47,679,723,985,72,1055,462,10,471,479,8,483,186,4,196,100,0,105,2260,776,3034
SAL51125,0,15,25,16,4,15,8,0,7,0,0,0,3,0,3,0,0,0,27,24,52
SAL51126,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9
SAL51127,7,149,161,67,27,97,21,0,27,14,0,14,6,3,11,4,0,4,120,193,304
SAL51128,3,6,7,0,6,5,0,0,0,4,0,4,0,0,3,0,0,0,7,9,15
SAL51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51130,27,450,477,504,60,564,181,17,196,197,7,203,82,0,82,23,0,23,1012,536,1550
SAL51131,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7
SAL51132,4,13,22,52,0,49,23,0,22,16,0,16,11,0,11,0,0,0,99,20,122
SAL51133,0,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SAL51134,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
SAL51135,31,399,437,571,64,635,197,13,205,182,5,183,66,0,70,19,0,19,1063,486,1546
SAL51136,10,33,46,97,11,111,43,3,49,43,0,42,27,0,27,17,0,17,234,58,294
SAL51137,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
SAL51138,42,591,629,596,88,688,199,27,230,147,14,158,41,3,40,15,0,17,1032,729,1762
SAL51139,5,11,18,16,5,26,5,0,12,0,0,0,3,0,3,0,0,0,37,18,58
SAL51140,0,10,9,12,0,11,0,0,0,5,0,9,0,0,0,0,0,0,15,11,28
SAL51141,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,9,0,10
SAL51142,0,6,6,5,3,12,3,0,4,5,0,5,6,0,6,0,0,0,19,12,28
SAL51143,0,4,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL51144,16,57,72,136,10,146,96,3,105,85,0,86,35,0,33,11,0,11,382,84,462
SAL51145,4,3,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,7,6,11
SAL51146,0,0,0,5,4,10,0,0,0,0,0,0,5,0,5,0,0,0,7,3,12
SAL51147,78,1226,1300,1098,233,1335,526,111,636,534,39,567,125,9,133,42,3,49,2398,1620,4017
SAL51148,9,22,28,38,21,57,15,6,19,18,6,25,7,6,9,4,0,4,85,59,147
SAL51149,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,8,0,5
SAL51150,0,18,17,13,4,15,8,0,11,8,0,7,0,0,0,0,0,0,32,23,54
SAL51151,0,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4
SAL51152,0,8,12,29,3,32,5,0,5,3,0,3,0,0,0,0,0,0,41,17,53
SAL51153,5,61,67,13,110,128,4,11,16,11,12,17,3,6,10,3,4,7,39,206,247
SAL51154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL51155,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SAL51156,16,104,124,130,15,144,36,5,45,35,0,35,12,0,12,3,0,3,240,125,368
SAL51157,65,869,945,773,144,922,302,43,341,256,39,296,124,15,143,90,12,102,1617,1130,2740
SAL51158,8,133,142,109,33,140,32,3,36,15,9,23,15,0,15,11,0,9,193,180,369
SAL51159,11,334,349,184,91,279,52,22,70,27,12,38,5,0,8,0,0,0,275,457,737
SAL51160,6,42,43,36,11,49,7,0,7,9,0,6,11,0,10,3,0,3,65,57,122
SAL51161,0,3,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,3
SAL51162,0,15,15,25,9,27,15,0,15,13,0,13,4,0,4,0,0,0,49,22,73
SAL51163,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10
SAL51164,0,3,3,6,0,10,4,0,4,0,0,4,0,0,0,0,0,0,10,6,15
SAL51165,0,26,26,9,11,18,4,0,7,0,0,0,0,0,0,7,0,13,24,41,62
SAL51166,0,0,0,6,0,9,0,0,0,3,0,3,0,0,0,0,0,0,4,3,10
SAL51167,7,156,170,109,52,155,61,14,74,29,12,42,17,3,23,12,3,19,248,240,480
SAL51168,0,25,24,26,3,32,9,4,9,0,0,0,5,0,5,0,0,0,41,31,70
SAL51169,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8
SAL51170,3,9,16,33,3,37,8,0,8,5,3,10,6,0,6,0,0,0,53,15,73
SAL51171,0,28,28,31,8,40,6,5,11,15,0,15,8,0,8,0,0,0,65,40,104
SAL51172,8,90,97,49,12,63,28,0,30,14,0,21,5,0,8,0,0,0,109,105,216
SAL51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51174,23,86,107,252,21,269,154,5,158,155,7,159,91,3,96,73,0,73,753,121,868
SAL51175,16,97,117,132,30,163,55,6,63,45,3,55,19,0,19,10,0,13,280,143,423
SAL51176,63,342,401,910,61,971,489,24,507,550,9,563,235,5,237,77,3,86,2323,442,2766
SAL51177,0,5,5,0,0,3,7,0,7,0,0,0,3,0,3,0,0,0,12,3,14
SAL51178,0,6,6,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,8,15
SAL51179,0,23,23,39,7,51,17,0,16,20,3,18,5,0,5,0,0,0,81,31,116
SAL51180,5,19,21,14,0,16,7,0,6,3,0,4,0,0,0,0,0,0,31,21,52
SAL51181,4,120,130,87,193,280,41,19,54,33,16,47,23,4,25,3,6,13,193,356,548
SAL51182,0,5,5,6,19,25,0,0,0,0,0,0,0,0,0,0,0,0,4,29,29
SAL51183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51184,23,294,311,237,44,280,118,7,126,84,4,89,37,0,39,31,0,31,523,351,876
SAL51185,9,152,157,77,18,99,34,4,41,23,0,23,13,0,16,11,0,11,172,177,344
SAL51186,0,3,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11
SAL51187,0,0,0,11,0,11,3,0,3,0,0,0,0,0,0,0,0,0,12,0,15
SAL51188,0,44,44,4,94,98,9,11,10,0,11,11,6,8,11,0,4,3,13,168,179
SAL51189,43,586,628,488,97,586,242,20,261,228,18,249,93,4,103,48,4,47,1133,738,1870
SAL51190,40,1006,1045,591,156,752,256,37,295,130,0,133,44,3,45,14,3,15,1075,1204,2281
SAL51191,0,22,24,23,9,33,6,0,6,15,3,14,0,0,0,0,0,0,47,30,78
SAL51192,82,640,727,1038,93,1134,554,28,582,575,9,586,183,8,192,46,5,45,2486,779,3266
SAL51193,4,15,12,24,3,26,11,0,10,4,0,4,0,0,0,0,0,0,45,19,65
SAL51194,0,8,8,12,0,12,0,0,0,5,0,9,7,0,4,4,0,5,27,10,28
SAL51195,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6
SAL51196,0,13,10,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,11,13,25
SAL51197,75,1217,1290,909,155,1061,440,33,474,412,14,424,125,6,132,17,0,17,1980,1416,3399
SAL51198,0,20,23,6,5,11,9,0,10,10,0,10,4,0,4,4,0,4,36,27,65
SAL51199,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6
SAL51200,0,11,11,4,7,6,10,0,15,4,0,4,6,0,6,9,0,9,36,16,54
SAL51201,20,134,152,96,24,126,37,14,52,44,10,53,23,4,26,8,0,11,235,179,416
SAL51202,3,13,18,26,0,25,4,0,4,12,0,12,3,0,3,0,0,0,46,15,60
SAL51203,0,30,30,6,149,154,0,6,6,0,9,9,0,0,0,0,0,0,9,192,199
SAL51204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51205,28,118,147,255,18,273,143,3,146,144,3,144,74,0,76,32,6,36,682,143,828
SAL51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL51207,0,3,3,7,0,7,4,0,4,4,0,4,3,0,3,0,0,0,12,3,18
SAL51208,0,24,26,66,0,70,27,3,29,29,0,29,22,0,21,15,0,14,156,31,189
SAL51209,54,572,627,740,76,812,381,24,403,356,12,365,114,4,119,56,0,57,1701,682,2383
SAL51210,56,728,780,656,107,765,352,36,388,292,15,304,134,18,147,97,6,96,1578,904,2482
SAL51211,0,7,5,9,0,6,4,0,8,0,0,0,0,0,0,4,0,4,18,9,24
SAL51212,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,9
SAL51213,0,8,7,6,0,7,4,0,4,8,0,8,3,0,3,0,0,0,25,4,32
SAL51214,0,0,4,12,0,12,3,0,9,0,0,0,0,0,0,3,0,3,22,3,24
SAL51215,0,12,12,3,14,15,0,3,9,0,0,0,0,0,0,0,0,0,10,28,31
SAL51216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51217,0,19,18,13,3,11,0,0,0,0,0,4,0,0,0,0,0,0,16,21,33
SAL51218,0,29,29,7,20,23,0,0,3,0,0,0,0,0,0,0,0,0,12,53,62
SAL51219,41,307,348,457,48,504,285,4,294,293,8,297,105,0,105,27,0,27,1207,368,1572
SAL51220,0,0,0,0,15,18,0,0,3,0,0,0,0,0,0,0,0,0,0,20,23
SAL51221,0,5,5,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15
SAL51222,27,329,357,165,98,265,104,38,134,89,18,107,43,10,55,14,0,18,438,499,935
SAL51223,13,79,90,133,15,148,48,6,51,42,0,47,25,0,25,6,0,6,264,90,354
SAL51224,10,111,124,101,32,136,45,4,47,31,8,39,15,0,16,0,0,6,212,161,369
SAL51225,8,119,126,164,8,181,87,5,84,80,0,82,46,4,49,21,0,21,404,138,540
SAL51226,11,44,60,82,8,95,12,0,20,23,0,29,10,0,9,3,0,3,149,58,208
SAL51227,0,56,60,36,17,49,10,3,15,9,0,9,4,3,10,0,0,0,59,89,144
SAL51228,0,8,8,8,3,9,0,0,4,0,0,0,0,0,0,0,0,0,11,13,22
SAL51229,0,6,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10
SAL51230,175,3211,3386,1766,692,2459,466,167,631,238,56,299,59,8,71,16,6,23,2719,4143,6867
SAL51231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51232,0,15,15,22,4,28,7,0,10,6,0,6,4,0,4,0,0,0,39,20,62
SAL51233,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,3,5
SAL51234,90,513,603,934,93,1031,997,32,1029,1315,27,1339,454,7,459,221,3,218,3997,680,4678
SAL51235,0,4,4,9,0,7,4,0,4,3,0,5,6,0,6,0,0,0,18,4,21
SAL51236,15,326,341,241,72,313,123,17,141,123,7,127,41,6,45,18,5,23,564,433,997
SAL51237,0,49,50,64,13,81,33,0,33,26,0,26,19,0,19,8,0,11,156,56,212
SAL51238,0,7,12,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,9,6,18
SAL51239,0,49,49,20,8,30,4,3,6,4,0,4,0,0,0,0,0,0,30,57,91
SAL51240,0,11,12,18,0,25,8,0,8,13,0,13,5,0,5,5,0,5,56,17,69
SAL51241,0,0,3,7,0,7,0,0,0,4,0,4,0,0,0,0,0,0,15,0,15
SAL51242,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SAL51243,0,5,9,6,3,11,4,0,4,0,0,0,0,0,0,0,0,0,15,6,28
SAL51244,10,141,148,112,19,130,21,0,26,27,0,25,9,0,9,9,0,9,188,161,344
SAL51245,0,26,26,20,5,32,8,3,13,4,0,10,9,5,12,3,0,3,48,44,97
SAL51246,0,8,8,7,0,0,4,5,8,3,0,3,0,0,0,3,0,3,19,15,26
SAL51247,51,518,571,594,67,662,246,31,281,228,20,241,90,13,102,66,3,69,1274,651,1916
SAL51248,11,81,99,114,22,134,49,3,50,44,5,52,27,3,35,12,0,12,262,124,385
SAL51249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SAL51250,0,0,0,15,0,18,6,0,6,0,3,5,5,0,5,4,0,4,26,4,37
SAL51251,0,5,5,3,7,9,5,0,5,0,0,0,0,0,3,0,0,0,14,16,25
SAL51252,0,18,18,6,3,12,0,4,3,8,0,15,3,0,3,0,0,0,24,28,51
SAL51253,0,19,19,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,12,19,30
SAL51254,0,52,52,30,147,178,8,3,13,12,3,15,3,0,7,0,0,3,60,204,269
SAL51255,6,34,40,36,6,36,13,0,12,9,0,9,4,0,4,6,0,6,57,38,95
SAL51256,0,31,32,54,7,64,20,0,20,10,0,13,6,3,7,4,0,4,99,44,143
SAL51257,0,21,26,18,0,19,0,3,10,4,0,4,3,0,3,3,0,3,30,29,59
SAL51258,25,264,290,208,94,303,51,17,68,50,16,66,20,9,27,5,0,5,367,400,762
SAL51259,51,613,665,344,233,580,184,41,228,212,34,243,95,8,104,43,3,50,934,935,1868
SAL51260,139,782,925,1347,121,1465,830,41,871,792,30,821,339,15,356,187,9,195,3629,1005,4638
SAL51261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51262,0,61,63,52,8,60,6,0,5,4,0,4,0,0,0,0,0,0,58,69,129
SAL51263,0,12,15,18,0,23,5,0,11,5,0,5,3,0,3,0,0,0,38,16,58
SAL51264,0,35,35,25,13,39,8,5,14,3,0,3,5,0,6,0,0,0,44,52,98
SAL51265,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL51266,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13
SAL51267,0,11,11,0,37,37,0,3,3,0,8,6,0,0,0,0,0,0,0,54,57
SAL51268,7,111,117,86,34,118,18,6,22,10,3,14,5,0,5,5,4,11,131,160,292
SAL51269,0,5,5,11,8,14,8,0,10,3,0,3,0,0,0,0,0,0,19,8,31
SAL51270,4,24,27,59,10,62,17,0,21,27,0,27,15,0,16,5,0,5,119,33,158
SAL51271,52,669,716,505,118,627,418,65,481,398,48,452,180,20,199,125,8,136,1681,931,2608
SAL51272,0,5,11,17,0,13,4,0,4,0,0,3,0,0,0,0,0,0,21,6,30
SAL51273,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,8,0,8
SAL51274,0,0,0,3,0,6,4,0,4,3,0,3,0,0,0,0,0,0,6,0,9
SAL51275,18,127,144,208,36,245,72,9,79,75,6,82,28,6,33,11,0,14,403,186,590
SAL51276,0,4,4,6,0,6,4,0,4,4,0,4,0,0,0,0,0,0,13,6,18
SAL51277,0,29,31,24,11,35,7,0,7,0,0,0,0,0,0,0,0,0,44,38,78
SAL51278,85,542,625,922,100,1023,567,34,598,586,17,599,204,14,218,89,3,91,2449,708,3157
SAL51279,4,16,17,30,0,28,11,4,15,9,5,13,3,0,4,0,0,0,49,25,79
SAL51280,10,251,262,170,50,218,80,30,113,62,14,72,37,14,50,28,5,33,386,361,749
SAL51281,3,76,82,67,15,84,36,4,35,24,0,22,9,0,9,6,0,6,146,95,247
SAL51282,32,266,297,351,26,376,107,4,114,129,6,131,46,6,52,26,4,26,696,307,1003
SAL51283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SAL51284,0,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17
SAL51285,0,0,0,8,0,11,0,0,0,5,0,5,5,0,5,0,0,0,25,0,24
SAL51286,0,5,5,0,9,11,0,0,0,0,6,4,0,0,0,0,0,0,7,17,24
SAL51287,44,610,652,499,112,610,263,37,300,234,20,258,101,11,106,46,7,54,1186,797,1979
SAL51288,5,6,12,15,15,28,4,0,4,4,0,7,0,0,0,0,0,0,28,18,47
