SAL_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
SAL50924,38,30,67,9,5,12,0,0,4,8,3,13,0,0,0,17,14,29,20,13,33,6.7,0,3.6,40.5,41.9,41.2,37.8,41.9,39.7,0,0,3,0,0,0,3,6,11,8,0,10,15,10,20,0,0,0,0,3,3,15,9,24,24,27,55,10,5,14,23,20,44,8,10,19
SAL50925,935,929,1869,315,208,525,122,203,322,30,26,56,82,49,133,551,488,1038,313,388,702,15.4,10.3,13,59,52.3,55.7,49.9,46.9,48.4,12,32,40,5,28,28,54,89,149,51,92,150,241,144,389,22,26,55,9,22,33,276,195,474,888,846,1736,135,154,290,611,564,1174,361,401,764
SAL50926,887,427,1313,406,111,513,48,36,83,60,28,84,16,18,29,524,188,711,127,135,263,3.3,8.6,4.6,58.9,44.1,54.1,57,40.3,51.6,18,7,25,7,3,8,66,48,109,54,27,79,203,38,243,8,9,12,13,3,12,218,52,273,573,299,866,141,77,216,358,175,534,312,172,485
SAL50927,4,4,6,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,100,33.3,60,100,33.3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,0,0,0,8,4,3,0,0,0
SAL50928,76,69,139,36,16,56,15,23,32,0,0,3,4,0,4,57,43,97,16,19,39,3.6,0,2.1,74.3,64.6,69.8,71.6,64.6,68.3,0,0,0,0,3,3,5,13,17,3,9,12,19,5,25,0,0,6,0,0,0,21,7,29,85,64,152,3,11,10,66,49,118,13,18,32
SAL50929,16,9,24,11,4,11,0,3,3,0,0,0,0,0,0,11,10,22,5,0,6,0,11.1,5,78.6,81.8,80,78.6,72.7,76,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,29,0,0,0,14,11,24,0,4,4
SAL50930,66,62,131,24,12,35,9,26,35,6,3,6,3,0,4,42,39,80,19,20,44,8.9,5.1,7.1,68.2,62.9,65.6,62.1,59.7,60.9,0,0,4,0,0,0,11,4,11,0,7,9,22,4,28,0,0,0,4,3,9,21,13,38,72,55,132,7,8,15,52,47,101,22,16,41
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,2239,2622,4858,1152,688,1841,387,865,1253,57,69,122,60,71,131,1658,1693,3346,538,866,1402,3.6,4.1,3.9,73.9,64.5,68.8,71.2,61.9,66.2,166,183,345,75,136,208,486,671,1160,208,289,497,436,235,672,23,28,54,40,75,118,500,332,838,2358,2702,5064,336,435,766,1592,1799,3391,987,1180,2167
SAL50933,1060,1248,2306,383,193,576,148,280,428,15,18,31,19,27,42,569,512,1082,438,673,1113,3.3,5.1,4.2,53.8,41,46.9,52,38.9,44.9,91,76,168,25,36,65,250,283,531,84,144,229,139,63,196,8,17,17,11,29,42,157,103,258,1018,1161,2184,150,175,330,772,860,1631,351,424,769
SAL50934,105,55,158,36,14,49,0,7,13,4,0,3,7,3,17,51,25,73,22,18,41,20,12,17.3,48.5,44.6,47.2,38.8,39.3,39,6,0,3,0,0,0,5,6,11,5,4,7,18,5,22,5,0,5,0,3,3,20,8,28,58,33,85,25,20,44,41,21,67,38,25,62
SAL50935,8,5,13,6,0,3,3,0,3,0,0,0,0,0,0,6,3,8,0,0,3,0,0,0,83.3,75,80,83.3,75,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0
SAL50936,34,29,70,21,8,32,0,12,10,0,6,3,0,0,3,27,24,47,7,8,11,3.8,9.5,6.4,72.2,63.6,68.1,69.4,57.6,63.8,0,0,3,0,0,0,0,7,11,3,0,11,11,0,10,0,0,0,0,0,0,12,0,13,29,32,58,6,4,8,24,25,49,7,11,19
SAL50937,20,17,39,18,11,29,0,4,4,0,0,0,0,0,0,20,18,37,0,3,3,0,0,0,100,77.8,89.7,100,77.8,89.7,0,0,0,0,4,5,4,5,9,0,3,3,6,0,7,0,0,0,0,0,0,6,0,7,30,21,47,3,0,6,14,16,28,15,7,20
SAL50938,1112,1034,2147,491,257,747,125,245,373,39,44,80,37,20,54,695,568,1257,275,350,621,5.3,3.5,4.5,62.2,54.9,58.7,58.9,53,56,30,15,50,9,16,28,61,96,154,41,71,110,295,116,409,25,45,68,10,19,32,329,183,511,984,936,1922,200,181,377,665,624,1283,450,432,883
SAL50939,2007,2313,4316,756,434,1188,235,473,707,69,54,123,108,84,192,1170,1041,2212,719,1135,1853,9.1,8.2,8.7,58.5,45,51.3,53.1,41.3,46.8,29,24,52,15,39,50,99,164,262,145,224,368,545,369,910,27,55,76,35,62,100,603,485,1080,2062,2289,4342,319,339,660,1374,1534,2909,855,933,1788
SAL50940,191,24,216,6,0,10,0,0,6,0,0,0,0,0,0,9,10,17,182,13,196,0,0,0,4.7,34.8,7.9,4.7,34.8,7.9,0,0,0,0,0,0,3,3,6,0,0,0,5,0,6,0,0,0,0,0,0,7,0,5,15,10,32,0,0,0,14,12,25,5,0,9
SAL50941,137,129,266,53,31,85,23,48,71,6,6,14,3,3,5,94,84,174,23,25,49,3.2,3.6,3.4,70.1,64.6,67.4,67.9,62.3,65.2,6,10,12,0,4,10,14,26,42,5,9,18,35,10,49,0,3,0,0,4,4,37,21,53,129,132,253,13,21,33,94,101,190,44,44,87
SAL50942,13,7,22,7,0,9,5,0,10,0,0,0,0,0,0,14,6,14,0,4,3,0,0,0,91.7,62.5,80,91.7,62.5,80,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,9,9,22,5,5,7,5,0,11,10,8,17
SAL50943,8,7,11,4,4,4,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,80,75,77.8,80,75,77.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,3,11,0,0,0,9,0,6,0,0,0
SAL50944,1232,1208,2440,484,255,745,136,281,423,44,45,92,54,46,99,723,630,1356,360,462,824,7.5,7.6,7.5,58.6,52.4,55.5,54.2,48.4,51.3,26,37,59,11,19,28,75,119,191,70,115,189,318,178,500,17,25,45,10,34,46,348,238,583,1159,1150,2314,148,172,322,803,790,1587,450,458,901
SAL50945,91,89,181,51,33,78,18,31,44,4,5,5,0,0,0,68,64,137,13,15,28,1.4,0,0.8,75.3,71.6,73.5,74.2,71.6,72.9,3,5,6,4,3,3,5,18,28,3,3,11,20,7,30,0,3,3,0,0,0,19,11,35,98,89,178,9,14,21,63,62,121,32,32,66
SAL50946,336,387,725,152,80,233,51,111,159,15,7,20,11,5,17,225,206,431,86,161,248,3.5,2.9,3.2,67.8,53.2,60,65.4,51.7,58,20,17,40,4,18,21,71,99,163,25,33,58,57,29,94,8,7,14,8,12,20,74,52,120,294,339,632,65,81,142,201,232,434,143,175,317
SAL50947,2920,3038,5963,1052,661,1707,333,591,927,87,70,156,132,105,245,1603,1430,3031,793,1120,1912,8.4,7.5,7.9,54.9,47,50.9,50.3,43.5,46.8,76,77,154,19,29,52,218,292,505,188,257,445,625,402,1029,59,64,124,26,66,90,714,531,1245,2126,2196,4325,598,711,1314,1111,1113,2228,1476,1636,3114
SAL50948,886,905,1795,402,222,631,93,217,307,31,36,66,43,27,72,574,503,1078,251,330,579,7.9,5.7,6.9,64.7,55.8,60.2,59.6,52.6,56.1,13,18,37,0,12,14,76,119,196,59,76,133,221,134,353,11,29,40,6,14,21,243,173,415,850,844,1695,183,157,338,371,371,750,586,581,1172
SAL50949,42,40,87,24,11,37,8,21,21,7,4,3,0,0,0,38,31,62,8,9,15,0,0,0,76.1,69,72.7,76.1,69,72.7,0,0,0,0,0,0,0,11,16,4,3,5,7,0,14,0,0,0,0,0,0,11,0,12,51,31,83,0,6,7,35,26,66,12,13,19
SAL50950,780,752,1531,499,307,801,54,158,216,38,38,73,11,18,26,603,518,1119,80,136,212,2,3.1,2.5,77.3,68.4,73,75.8,66.3,71.1,28,31,57,10,17,31,74,149,227,51,60,112,269,97,373,11,22,30,10,5,17,292,125,414,692,651,1347,209,222,430,312,276,593,511,516,1030
SAL50951,889,962,1850,580,267,842,97,340,431,49,47,98,17,38,55,741,690,1431,142,261,396,2.4,5.4,3.8,83.5,71.7,77.4,81.5,67.8,74.4,16,25,39,8,20,31,81,150,234,77,97,170,366,221,581,12,33,40,6,26,34,385,270,655,1038,1129,2167,161,173,335,645,675,1318,450,504,953
SAL50952,107,102,206,51,19,76,15,28,39,3,0,3,0,0,0,71,50,124,28,44,69,0,0,0,65.4,52,58.9,65.4,52,58.9,6,0,0,0,3,3,10,15,24,8,6,15,32,16,53,0,7,8,0,0,4,38,25,64,117,103,216,10,14,28,85,63,152,40,43,85
SAL50953,190,216,405,91,58,147,22,60,84,4,4,15,9,0,9,129,123,252,57,85,140,5.5,3.2,4.3,67.7,58.1,62.6,64,56.2,59.9,5,9,12,5,7,6,19,35,52,17,30,51,48,27,68,0,8,6,3,11,12,54,42,91,198,226,425,14,21,43,153,171,325,49,70,120
SAL50954,10,17,22,8,0,13,0,3,5,0,0,0,0,0,0,12,3,16,0,7,7,0,0,0,76.9,53.8,65.4,76.9,53.8,65.4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,10,11,19,0,0,0,9,8,17,0,5,8
SAL50955,45,45,90,10,4,13,6,7,14,13,11,21,0,0,0,28,24,49,17,19,38,0,0,0,55.1,51.2,53.3,55.1,51.2,53.3,0,5,6,0,0,3,11,8,22,9,4,13,10,4,14,0,0,0,0,0,0,10,5,15,38,36,71,5,4,13,23,27,46,17,19,36
SAL50956,5,7,11,3,0,7,0,6,3,0,0,0,0,0,0,8,5,7,0,0,4,0,0,0,83.3,83.3,83.3,83.3,83.3,83.3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,0,0,0,5,10,14,0,4,4
SAL50957,340,377,723,154,84,239,54,103,155,0,9,20,7,3,12,220,206,424,109,155,259,3.6,2,2.8,64.3,54.2,59,62,53.2,57.4,0,4,4,0,5,5,19,32,51,26,46,68,119,64,182,4,4,9,6,10,15,127,82,207,368,384,751,55,42,94,275,286,559,126,120,248
SAL50958,4,4,10,4,0,3,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,7,5,6,0,0,0
SAL50959,22,19,36,15,3,20,3,3,8,4,4,8,0,0,0,22,9,35,0,5,5,0,0,0,100,68.8,86.5,100,68.8,86.5,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,6,0,12,19,12,31,6,3,9,10,8,17,12,6,18
SAL50960,3044,3298,6342,1560,882,2447,468,1096,1561,123,120,247,97,103,199,2249,2198,4450,725,1023,1750,4.4,4.7,4.5,74,66.6,70.2,70.8,63.5,67,138,121,253,39,65,104,409,595,1003,336,439,781,833,374,1214,35,75,109,48,87,134,914,537,1450,3030,3248,6276,534,574,1107,2154,2262,4418,1290,1413,2703
SAL50961,16,8,31,4,0,5,0,8,7,0,0,0,4,0,3,9,6,16,4,0,4,18.2,12.5,15.8,61.1,80,67.9,50,70,57.1,0,0,0,0,0,0,0,0,4,4,7,6,0,0,3,0,0,0,3,0,4,4,3,7,19,9,28,0,3,5,20,5,24,3,0,6
SAL50962,13,12,21,9,0,8,3,6,6,0,0,0,0,0,0,12,11,21,4,0,3,0,0,0,75,80,77.3,75,80,77.3,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,20,11,29,0,0,0,15,11,27,5,0,5
SAL50963,176,137,311,57,23,78,10,23,27,7,12,20,4,3,3,75,54,129,51,45,95,2.7,5.4,3.8,42.5,40.6,41.7,41.4,38.4,40.1,3,3,7,0,0,0,15,17,27,5,9,13,23,15,41,0,0,0,9,4,6,28,17,47,125,104,226,19,17,27,94,73,162,39,36,79
SAL50964,36,30,62,20,8,34,0,8,10,0,0,0,0,0,0,25,23,45,4,6,17,3.7,4.8,4.2,79.4,72.4,76.2,76.5,69,73,4,0,4,0,0,0,4,5,13,0,0,3,6,9,16,0,0,0,0,6,6,6,12,17,37,30,64,8,6,13,31,29,57,9,8,15
SAL50965,31,44,74,10,9,17,0,0,0,4,4,14,0,0,0,12,18,28,22,22,46,7.7,0,3.4,37.1,38.1,37.7,34.3,38.1,36.4,0,0,0,0,0,0,3,4,8,5,9,9,9,7,18,6,0,4,0,5,6,12,9,23,32,35,63,9,9,7,28,31,58,5,8,16
SAL50966,12,11,25,4,9,15,3,3,9,0,0,0,0,0,0,14,13,20,0,0,0,7.7,0,4.3,86.7,90.9,88.5,80,90.9,84.6,0,0,0,0,0,0,4,0,6,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,20,16,34,0,0,0,11,10,22,3,0,9
SAL50967,9,17,28,6,4,11,0,3,6,0,0,0,0,0,0,8,6,22,4,5,10,0,10,5.3,69.2,66.7,67.9,69.2,60,64.3,0,0,0,0,0,0,0,0,4,3,5,7,0,0,7,0,0,0,0,0,0,0,0,7,17,18,36,0,0,0,15,17,23,4,6,12
SAL50968,140,141,281,42,29,69,13,25,36,23,23,57,0,0,3,83,74,160,48,62,107,1.2,1.3,1.3,58.3,53.5,55.9,57.6,52.8,55.2,3,3,8,0,3,5,21,32,48,9,16,18,48,28,69,3,3,4,0,4,0,49,32,84,116,106,223,31,45,79,85,78,162,59,74,127
SAL50969,682,813,1495,299,197,497,107,215,323,11,23,37,17,23,40,439,459,895,209,315,526,3.9,4.8,4.4,64,56.5,59.9,61.5,53.8,57.3,35,47,78,11,34,48,92,164,255,66,94,163,159,104,262,3,21,30,13,18,27,178,141,317,620,723,1343,152,175,330,367,457,824,363,415,778
SAL50970,3066,3176,6242,1082,570,1644,521,697,1219,96,88,187,155,163,318,1850,1514,3364,1051,1494,2547,8.3,10.8,9.4,60.4,47.6,53.9,55.3,42.5,48.8,57,45,104,14,43,51,277,311,584,175,210,387,508,320,827,39,78,115,44,80,127,593,484,1073,3395,3398,6798,324,342,659,2494,2520,5007,1015,1036,2053
SAL50971,324,89,408,207,35,243,11,0,8,32,18,48,0,0,0,251,56,301,10,25,36,0.4,0,0.3,77,62.1,73.8,76.7,62.1,73.6,9,7,17,0,5,3,40,15,59,44,15,55,113,15,133,3,3,8,0,0,0,119,21,137,211,61,269,62,27,88,127,46,178,139,42,183
SAL50972,11,23,35,6,10,16,0,5,5,0,0,3,0,0,0,9,12,21,0,4,3,0,0,0,66.7,57.9,61.8,66.7,57.9,61.8,0,0,0,0,0,0,0,10,7,0,3,5,3,0,6,0,0,0,0,0,0,3,0,6,13,12,27,0,3,3,11,10,26,3,7,9
SAL50973,39,28,67,30,3,38,0,11,11,0,0,0,0,0,0,30,25,54,8,5,10,0,4.8,1.9,79.5,72.4,76.5,79.5,69,75,0,0,0,0,4,4,0,6,6,3,3,6,8,3,13,0,0,0,0,0,0,12,5,15,41,36,75,3,0,4,29,21,56,9,11,23
SAL50974,31,26,56,17,6,23,3,13,15,0,0,4,0,0,0,24,18,38,8,0,9,4.8,0,2.6,67.7,73.9,70.4,64.5,73.9,68.5,0,0,3,0,0,0,0,4,3,4,3,3,3,0,5,0,0,0,0,0,0,3,4,5,23,22,46,6,3,11,18,14,35,10,7,18
SAL50975,82,89,174,36,26,56,8,20,28,0,8,12,3,6,7,42,52,97,38,33,70,6.7,9.6,8.2,52.9,58.4,55.7,49.4,52.8,51.1,3,3,3,0,3,4,5,4,12,6,18,24,27,9,45,0,5,5,0,0,0,27,19,46,84,96,180,8,9,12,74,69,142,19,25,45
SAL50976,34,25,53,8,0,15,3,5,7,0,0,0,0,0,0,11,9,27,11,8,22,0,0,0,42.4,45.5,43.6,42.4,45.5,43.6,0,0,0,0,0,0,3,4,6,0,6,5,3,0,3,0,0,0,0,0,0,3,0,6,26,23,47,0,0,0,25,19,43,7,0,6
SAL50977,9,12,17,9,4,8,0,4,3,0,0,0,0,0,0,9,12,17,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,16,0,0,3,6,6,14,6,0,7
SAL50978,71,68,141,17,10,25,9,12,16,0,4,6,5,0,5,26,25,51,41,42,84,7.7,0,4,36.6,34.8,35.7,33.8,34.8,34.3,0,0,4,0,0,0,11,4,16,6,7,16,18,14,39,0,0,3,0,3,7,23,21,44,58,58,117,8,9,24,40,44,85,28,21,53
SAL50979,4,0,11,9,3,5,0,0,0,0,0,0,0,0,0,9,3,5,3,4,5,0,0,0,71.4,50,63.6,71.4,50,63.6,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,17,0,0,0,7,4,11,3,0,3
SAL50980,150,141,299,89,36,126,17,47,67,9,9,18,8,0,3,118,92,209,24,39,61,3.4,1.1,2.4,77.5,63.9,70.8,74.8,63.2,69.2,0,3,3,0,4,4,9,15,23,6,9,18,44,28,71,0,3,5,0,0,0,47,27,75,145,122,268,32,34,66,105,91,196,60,56,112
SAL50981,23,20,44,12,5,17,3,5,9,0,0,0,0,0,0,15,14,28,4,3,12,0,0,0,58.3,57.9,58.1,58.3,57.9,58.1,0,0,0,0,0,0,0,3,5,0,0,0,10,0,7,0,0,0,0,0,0,10,3,14,24,23,45,0,0,4,13,14,29,8,7,18
SAL50982,19,24,46,15,5,20,0,12,12,0,0,0,0,0,0,15,14,32,8,3,11,0,0,0,66.7,72,69.6,66.7,72,69.6,0,0,0,0,0,0,0,6,9,0,0,3,3,0,5,0,0,0,0,0,0,3,0,5,24,24,52,3,4,4,20,23,45,3,5,5
SAL50983,101,93,195,39,18,61,3,19,23,4,4,6,0,0,0,48,42,97,23,29,58,0,2.3,1.1,50,48.3,49.2,50,47.2,48.7,4,0,4,0,0,0,11,22,33,8,5,13,15,8,30,0,0,4,3,0,3,18,15,35,80,73,149,8,16,24,58,54,109,30,31,58
SAL50984,13,17,28,9,5,8,0,4,4,0,0,0,0,0,0,6,8,11,3,7,4,0,0,0,46.2,53.8,50,46.2,53.8,50,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,6,6,4,0,6,11,10,17,0,3,5,5,10,21,0,3,5
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,7,9,20,11,3,12,0,3,3,0,0,0,0,0,0,9,6,16,0,3,3,0,0,0,90.9,60,76.2,90.9,60,76.2,0,0,0,0,0,0,0,3,3,0,0,5,0,0,5,0,0,0,0,0,0,5,0,3,12,12,23,0,0,0,9,10,16,6,4,8
SAL50987,108,104,211,38,27,69,15,23,39,4,3,7,4,0,0,65,52,116,15,26,40,3.1,1.9,2.5,59.8,51.9,55.9,57.9,51,54.5,0,0,3,0,6,0,5,4,5,4,10,16,20,12,32,0,7,7,3,0,4,26,18,36,95,93,186,7,3,16,78,72,148,27,20,42
SAL50988,735,707,1443,312,180,490,69,160,230,28,23,45,29,23,54,431,385,811,186,239,429,6.7,5.7,6.3,58.8,54.2,56.5,54.8,51.1,53,4,14,21,3,12,14,25,63,91,17,42,59,175,86,264,3,19,22,12,10,17,194,116,307,656,674,1326,85,92,178,471,440,911,244,285,533
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,9,7,14,4,0,4,0,5,5,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,71.4,66.7,69.2,71.4,66.7,69.2,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,6,7,4,8,12,0,0,0,0,5,9,3,5,6
SAL50991,23,20,43,18,6,25,0,5,5,0,0,0,0,0,0,21,13,34,3,7,8,0,0,0,80,57.1,69.6,80,57.1,69.6,0,0,0,0,0,0,5,4,10,0,5,5,5,3,9,0,0,0,0,0,0,5,5,7,27,21,48,4,0,6,23,14,39,3,3,5
SAL50992,298,285,583,131,78,205,37,68,108,12,10,20,12,6,12,191,162,345,94,126,222,4.8,3.8,4.3,63.5,55.4,59.5,60.5,53.3,56.9,10,5,11,3,4,9,7,26,41,15,43,61,110,36,153,5,3,6,3,7,11,121,51,171,293,298,596,27,36,67,241,244,483,79,82,162
SAL50993,222,214,432,58,42,100,14,31,43,0,4,4,3,0,8,81,72,154,60,76,137,7.6,1.4,4.6,35.7,34.7,35.3,33,34.3,33.6,0,5,5,3,4,6,7,15,18,6,12,20,38,22,62,0,7,9,5,0,9,49,26,75,140,135,275,28,33,65,107,85,193,56,71,123
SAL50994,14,8,26,9,4,14,3,6,3,0,0,0,0,0,0,15,13,25,3,3,7,0,0,0,80,81.8,80.8,80,81.8,80.8,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,9,8,20,3,4,12,10,6,17,6,11,12
SAL50995,4,5,7,5,0,3,0,0,0,0,0,0,0,0,0,5,3,6,0,3,4,0,0,0,75,66.7,70,75,66.7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,4,4,10,0,0,0
SAL50996,339,349,685,182,104,282,38,95,142,7,13,25,3,8,13,231,222,457,92,109,205,1.7,4,2.9,68.6,64.4,66.5,67.5,61.8,64.6,0,5,9,0,10,11,8,44,53,20,34,57,134,58,191,5,6,17,0,9,13,142,79,219,373,369,736,44,57,99,252,269,524,148,132,279
SAL50997,298,313,609,100,91,198,35,55,88,10,15,23,11,8,22,158,174,330,82,94,177,6.3,5.8,6.1,53.4,54.8,54.1,50,51.6,50.8,5,0,8,3,11,9,17,53,67,13,10,24,58,25,83,6,10,14,5,4,7,70,42,105,238,249,487,60,57,117,140,148,288,130,144,278
SAL50998,9063,9376,18436,4105,2440,6542,1402,2467,3866,270,309,583,359,314,675,6138,5528,11665,2566,3514,6084,5.8,5.7,5.8,67.8,59,63.3,63.8,55.6,59.6,418,479,892,106,213,319,1334,1598,2935,831,931,1763,1999,1038,3029,105,156,266,125,247,378,2227,1441,3668,9071,9258,18331,1374,1376,2750,5946,6091,12034,3933,3986,7923
SAL50999,17,12,38,5,4,14,0,6,5,0,3,0,0,0,0,14,13,17,6,3,9,10,0,5.3,55.6,56.3,55.9,50,56.3,52.9,0,0,0,0,0,0,0,3,6,0,3,3,6,0,0,0,0,5,0,0,0,4,8,7,10,12,24,3,0,3,11,9,22,4,4,7
SAL51000,3447,3911,7352,1484,878,2364,636,1175,1809,87,110,200,106,108,217,2319,2279,4591,970,1458,2423,4.7,4.8,4.7,67.2,58.2,62.4,64.1,55.4,59.5,494,485,975,109,204,310,1062,1173,2238,279,369,649,326,200,521,16,29,40,26,71,100,365,297,662,3254,3675,6933,693,827,1512,2083,2342,4423,1691,1987,3675
SAL51001,15,5,19,8,4,12,0,3,3,0,0,0,0,0,0,8,5,15,0,0,3,0,0,0,66.7,87.5,75,66.7,87.5,75,0,0,0,0,0,0,0,3,7,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,17,12,27,0,0,0,13,8,20,0,0,0
SAL51002,3,6,8,4,4,6,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,80,100,88.9,80,100,88.9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,3,6,8,0,0,0,3,0,5,0,0,0
SAL51003,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL51004,1076,1174,2254,401,202,608,133,273,400,48,49,98,28,22,51,603,551,1157,340,478,822,4.3,4.4,4.3,56.2,46.8,51.3,53.8,44.8,49.1,13,19,32,5,16,21,67,120,188,58,127,184,259,172,432,11,41,46,20,21,40,291,224,519,1017,1048,2062,152,170,317,702,741,1441,411,429,838
SAL51005,4,3,12,0,0,0,4,0,4,3,3,3,0,0,0,4,3,12,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,3,8,0,0,3,9,3,8,0,0,3
